zone,x/Dj,y/Dj,u/Uj,v/Uj,u'v'/Uj^2,k/Uj^2
x/Dj=2,2.0,0.4720854759,0.7107189894,0.009279251099,0.009060089476,0.0253120549
x/Dj=2,2.0,0.4744368792,0.7022114992,0.009361643344,0.009182673879,0.02568228543
x/Dj=2,2.0,0.4766018391,0.6944254041,0.009427673183,0.009287947789,0.026002964
x/Dj=2,2.0,0.4785944223,0.6872986555,0.009480199777,0.009378630668,0.02628127672
x/Dj=2,2.0,0.4804278612,0.6807737947,0.009521666914,0.009456989355,0.02652350627
x/Dj=2,2.0,0.4821145535,0.6748101115,0.00955417566,0.009524733759,0.02673463896
x/Dj=2,2.0,0.4836661816,0.6693570018,0.009578938596,0.009583162144,0.0269182492
x/Dj=2,2.0,0.4850935936,0.6643586159,0.009597168304,0.009633611888,0.02707806788
x/Dj=2,2.0,0.4864068031,0.6597589254,0.009611208923,0.009678156115,0.02722007036
x/Dj=2,2.0,0.4876152575,0.6555663943,0.009621541016,0.009717026725,0.02734480612
x/Dj=2,2.0,0.4887275994,0.6517118216,0.00962785352,0.009750413708,0.02745331265
x/Dj=2,2.0,0.4897518754,0.6481680274,0.00963293761,0.009780592285,0.02755167708
x/Dj=2,2.0,0.4906954467,0.6449254751,0.009634618647,0.009806184098,0.02763609216
x/Dj=2,2.0,0.4915651679,0.6419321895,0.009636173025,0.00982982479,0.02771404199
x/Dj=2,2.0,0.4923673868,0.6391851306,0.009634698741,0.009849725291,0.02778064646
x/Dj=2,2.0,0.4931077659,0.6366626024,0.00963332504,0.00986798387,0.02784173191
x/Dj=2,2.0,0.4937916696,0.6343160272,0.009630894288,0.009884158149,0.02789648809
x/Dj=2,2.0,0.4944239855,0.6321747899,0.009627716616,0.009898195043,0.02794456482
x/Dj=2,2.0,0.4950091243,0.6301883459,0.00962476898,0.00991122704,0.02798919007
x/Dj=2,2.0,0.4955511689,0.6283388734,0.009621162899,0.009922791272,0.02802914195
x/Dj=2,2.0,0.4960539043,0.6266418099,0.009617118165,0.00993285235,0.02806434222
x/Dj=2,2.0,0.4965206981,0.6250738502,0.009613375179,0.009942120872,0.02809682675
x/Dj=2,2.0,0.4969546497,0.6236009598,0.009609870613,0.009950879961,0.02812741324
x/Dj=2,2.0,0.49735865,0.6222313643,0.009605729952,0.009958461858,0.02815429121
x/Dj=2,2.0,0.4977352619,0.6209649444,0.009601523168,0.009965213947,0.02817843296
x/Dj=2,2.0,0.4980868697,0.6197903752,0.009597627446,0.009971464984,0.0282007847
x/Dj=2,2.0,0.4984156191,0.618691802,0.009593982249,0.009977312759,0.02822169289
x/Dj=2,2.0,0.4987234771,0.617650032,0.009590518661,0.00998287648,0.02824158035
x/Dj=2,2.0,0.4990122318,0.6166753769,0.009586864151,0.009987798519,0.02825942636
x/Dj=2,2.0,0.4992835522,0.6157622933,0.009583006613,0.009992116131,0.02827535011
x/Dj=2,2.0,0.4995388389,0.6149117947,0.009579411708,0.009996122681,0.02829014324
x/Dj=2,2.0,0.4997795224,0.6141121984,0.009576030076,0.009999885224,0.02830404043
x/Dj=2,2.0,0.5000067353,0.6133573651,0.009572838433,0.01000343729,0.0283171609
x/Dj=2,2.0,0.5002217293,0.6126414537,0.009569811635,0.01000680868,0.02832961082
x/Dj=2,2.0,0.5004253983,0.6119560003,0.009566916153,0.01001004968,0.02834156342
x/Dj=2,2.0,0.5006232858,0.611289978,0.009564103559,0.01001319848,0.02835317701
x/Dj=2,2.0,0.5008255243,0.6106126904,0.009560707957,0.01001604553,0.02836402133
x/Dj=2,2.0,0.5010375381,0.6099030375,0.009557077661,0.01001898013,0.02837524749
x/Dj=2,2.0,0.5012603998,0.6091638803,0.009553297423,0.0100220181,0.02838691324
x/Dj=2,2.0,0.5014950633,0.6083885431,0.009549333714,0.01002519578,0.02839913405
x/Dj=2,2.0,0.501742661,0.607570529,0.009545151144,0.01002854854,0.02841202915
x/Dj=2,2.0,0.5020044446,0.6067028046,0.009540713392,0.01003211364,0.02842571959
x/Dj=2,2.0,0.5022817254,0.6057747006,0.00953596551,0.01003595069,0.02844040282
x/Dj=2,2.0,0.5025758743,0.6047934294,0.00953041669,0.01003966015,0.02845498361
x/Dj=2,2.0,0.5028883219,0.6037549973,0.009524184279,0.01004334539,0.02846975997
x/Dj=2,2.0,0.5032205582,0.6026632786,0.009517637081,0.01004719827,0.02848524414
x/Dj=2,2.0,0.5035742521,0.6015011072,0.009510666132,0.01005130075,0.02850172669
x/Dj=2,2.0,0.5039510727,0.6002509594,0.009503164329,0.01005573291,0.0285195075
x/Dj=2,2.0,0.5043527484,0.5989179015,0.00949451793,0.01006005891,0.02853732184
x/Dj=2,2.0,0.5047810078,0.5975088477,0.00948484987,0.01006427221,0.02855516225
x/Dj=2,2.0,0.5052376986,0.5960162282,0.009474608116,0.01006870903,0.02857401595
x/Dj=2,2.0,0.5057281852,0.5943986773,0.009463509545,0.01007355563,0.02859451063
x/Dj=2,2.0,0.5062550306,0.5926616788,0.009450383484,0.01007799245,0.02861444652
x/Dj=2,2.0,0.5068169832,0.5908339024,0.009436241351,0.01008237898,0.02863476425
x/Dj=2,2.0,0.5074157119,0.5888732672,0.009421073832,0.010087125,0.02865661308
x/Dj=2,2.0,0.5080527067,0.5867885947,0.009403490461,0.01009124983,0.0286773257
x/Dj=2,2.0,0.5087293386,0.584600687,0.009384738281,0.01009540819,0.02869840898
x/Dj=2,2.0,0.5094466209,0.5822564363,0.009363943711,0.0100994017,0.02871991508
x/Dj=2,2.0,0.5102052689,0.5798085332,0.009340940043,0.01010266412,0.02873996273
x/Dj=2,2.0,0.5110058188,0.5772113204,0.009316106327,0.01010592282,0.02876056544
x/Dj=2,2.0,0.5118480921,0.5745047927,0.009288459085,0.0101080481,0.02877882496
x/Dj=2,2.0,0.5127317905,0.5716534257,0.009258717299,0.01010999922,0.02879706584
x/Dj=2,2.0,0.5136559606,0.5687036514,0.009226196446,0.01011105906,0.02881275862
x/Dj=2,2.0,0.514619112,0.56561023,0.009190822951,0.01011134312,0.02882719599
x/Dj=2,2.0,0.5156190991,0.562433362,0.009153179824,0.01011073682,0.02883964218
x/Dj=2,2.0,0.5166534781,0.5591481924,0.009112033993,0.0101087084,0.02884875797
x/Dj=2,2.0,0.5177191496,0.5557670593,0.009068487212,0.01010592934,0.02885610238
x/Dj=2,2.0,0.5188294649,0.552275002,0.009021518752,0.01010199171,0.02886015549
x/Dj=2,2.0,0.5200125575,0.5485574007,0.008969106711,0.01009611413,0.02886045165
x/Dj=2,2.0,0.5212849379,0.5445673466,0.008910730481,0.01008849312,0.02885722741
x/Dj=2,2.0,0.5226536393,0.5402992368,0.00884563569,0.01007878687,0.02884930559
x/Dj=2,2.0,0.5241265297,0.5357323885,0.008772797883,0.01006670389,0.02883549035
x/Dj=2,2.0,0.5257119536,0.5308394432,0.008690967225,0.01005121786,0.02881448157
x/Dj=2,2.0,0.5274189711,0.5255981684,0.008599007502,0.010031946,0.02878487483
x/Dj=2,2.0,0.5292574167,0.5199851394,0.008495725691,0.01000846736,0.02874517255
x/Dj=2,2.0,0.531237781,0.5139874816,0.00838011317,0.009980345145,0.02869383618
x/Dj=2,2.0,0.5333715081,0.507566452,0.008250257932,0.009946919978,0.02862908319
x/Dj=2,2.0,0.5356709361,0.5006797314,0.008103304543,0.009905461222,0.02854681015
x/Dj=2,2.0,0.5381493568,0.4933390021,0.007938211784,0.009859028272,0.02844719961
x/Dj=2,2.0,0.5408211946,0.4854754806,0.007752520498,0.009803189896,0.028325703
x/Dj=2,2.0,0.5437020063,0.477091223,0.007542610634,0.009737271816,0.02817752771
x/Dj=2,2.0,0.5468085408,0.4681238532,0.007306271698,0.009660317563,0.02800099738
x/Dj=2,2.0,0.5501589775,0.4585811794,0.007040309254,0.009570670314,0.02779092081
x/Dj=2,2.0,0.5537729263,0.4483945072,0.006739667151,0.009466427378,0.02754181623
x/Dj=2,2.0,0.5576715469,0.4375409186,0.006400961429,0.009346093982,0.02724944614
x/Dj=2,2.0,0.5618778467,0.4260037541,0.0060198633,0.009207766503,0.02690813877
x/Dj=2,2.0,0.5664163828,0.4137470722,0.005590666085,0.009049068205,0.02651113085
x/Dj=2,2.0,0.5713140368,0.4007379115,0.005107290577,0.008866765536,0.02605010569
x/Dj=2,2.0,0.5765995979,0.3869509995,0.004563748371,0.008660199121,0.02552040108
x/Dj=2,2.0,0.5823043585,0.3723620772,0.003953115083,0.008426307701,0.02491359599
x/Dj=2,2.0,0.5884619951,0.3569508195,0.00326833548,0.00816255901,0.02422203496
x/Dj=2,2.0,0.5951089859,0.3407057524,0.002501117997,0.007866637781,0.02343758009
x/Dj=2,2.0,0.6022846699,0.3236211836,0.001643004362,0.007536233868,0.02255248465
x/Dj=2,2.0,0.610031724,0.305688113,0.0006853540544,0.007169428281,0.02155969664
x/Dj=2,2.0,0.618396163,0.2868974209,-0.0003817035467,0.006764440332,0.02045190334
x/Dj=2,2.0,0.6274276972,0.267272532,-0.001566147199,0.006320601329,0.01922484301
x/Dj=2,2.0,0.6371801496,0.2468634844,-0.00287305587,0.005838472396,0.01787789166
x/Dj=2,2.0,0.6477115154,0.2257736772,-0.004315063823,0.005318291485,0.01640688442
x/Dj=2,2.0,0.6590847373,0.2039531618,-0.005900771357,0.004760875832,0.01481192466
x/Dj=2,2.0,0.6713677049,0.1815481484,-0.007625481579,0.004171499051,0.01310559642
x/Dj=2,2.0,0.6846337318,0.1587993801,-0.009495899081,0.003556529991,0.01129981875
x/Dj=2,2.0,0.6989623308,0.1356745064,-0.01150492672,0.002920401283,0.009408265352
x/Dj=2,2.0,0.7144392729,0.1127097309,-0.01362812333,0.002280100947,0.007476378698
x/Dj=2,2.0,0.7311573029,0.08997422457,-0.01583985798,0.001642211922,0.005530112889
x/Dj=2,2.0,0.7492167354,0.06865187734,-0.01802186854,0.00104084413,0.003681594972
x/Dj=2,2.0,0.7687261105,0.04956723005,-0.02001794055,0.0005002946709,0.002008926822
x/Dj=2,2.0,0.7898026705,0.03662542626,-0.0212910343,0.0001560241508,0.0008085026639
x/Dj=2,2.0,0.8125730753,0.03027494438,-0.02160259336,2.334778401e-05,0.0001755724661
x/Dj=2,2.0,0.8371742368,0.028656248,-0.02122256346,3.551669181e-07,7.866136912e-06
x/Dj=2,2.0,0.8637545109,0.02888623625,-0.02055074833,-1.313371101e-08,1.460597474e-07
x/Dj=2,2.0,0.8924743533,0.02892023325,-0.01988002844,-1.942475694e-12,3.92413102e-10
x/Dj=2,2.0,0.9235073924,0.02884920314,-0.0192157086,4.371452419e-12,6.36433059e-11
x/Dj=2,2.0,0.957041502,0.02878069878,-0.0185486339,4.051776709e-12,6.276283659e-11
x/Dj=2,2.0,0.9932800531,0.02870710939,-0.01787745953,3.932088162e-12,6.204571579e-11
x/Dj=2,2.0,1.032442927,0.02862950787,-0.01720491983,3.746509179e-12,6.136498254e-11
x/Dj=2,2.0,1.074768305,0.02854942717,-0.01653016917,3.497912029e-12,6.071656372e-11
x/Dj=2,2.0,1.120514035,0.02846782096,-0.01586081833,3.323043663e-12,6.012671611e-11
x/Dj=2,2.0,1.16995883,0.02838344686,-0.01519718952,3.163430672e-12,5.959722299e-11
x/Dj=2,2.0,1.223405004,0.02829816751,-0.01453883387,2.909796319e-12,5.912247775e-11
x/Dj=2,2.0,1.281179667,0.02821289748,-0.01388696395,2.752841358e-12,5.87014326e-11
x/Dj=2,2.0,1.343637228,0.02812384255,-0.01324413158,2.650479662e-12,5.83294732e-11
x/Dj=2,2.0,1.411161423,0.02803067304,-0.01261379197,2.566307843e-12,5.80091114e-11
x/Dj=2,2.0,1.484168053,0.02793195844,-0.01200158801,2.518824992e-12,5.773682574e-11
x/Dj=2,2.0,1.563108206,0.02782747149,-0.01140386704,2.44733552e-12,5.750094151e-11
x/Dj=2,2.0,1.648470402,0.02771814167,-0.0108213257,2.390857911e-12,5.729134181e-11
x/Dj=2,2.0,1.740784407,0.0276018437,-0.01025447715,2.311645233e-12,5.710128204e-11
x/Dj=2,2.0,1.840624928,0.02748188749,-0.009703867137,2.174170349e-12,5.692313287e-11
x/Dj=2,2.0,1.948615432,0.02736324817,-0.009169762023,2.006986808e-12,5.675980519e-11
x/Dj=2,2.0,2.06543231,0.02724600956,-0.008653725497,1.877655149e-12,5.661168756e-11
x/Dj=2,2.0,2.191810369,0.02712681703,-0.00815826375,1.765194544e-12,5.645635001e-11
x/Dj=2,2.0,2.328547239,0.0270076897,-0.00768500194,1.606872296e-12,5.628926839e-11
x/Dj=2,2.0,2.476509571,0.02689616941,-0.007230107207,1.380346033e-12,5.611250006e-11
x/Dj=2,2.0,2.636639595,0.02679886669,-0.006793419831,1.182469704e-12,5.59286055e-11
x/Dj=2,2.0,2.809961796,0.02670767531,-0.006375702564,1.05160249e-12,5.573882328e-11
x/Dj=2,2.0,2.997590542,0.02661959454,-0.005976922344,9.504163949e-13,5.554554733e-11
x/Dj=2,2.0,3.200739145,0.02653439716,-0.005596457049,8.527639857e-13,5.535082809e-11
x/Dj=2,2.0,3.42072916,0.02645462938,-0.005233347882,7.737208227e-13,5.515498822e-11
x/Dj=2,2.0,3.65900135,0.02637692355,-0.004887344316,7.315762037e-13,5.495690708e-11
x/Dj=2,2.0,3.917126656,0.02629921213,-0.004558070563,7.046087888e-13,5.475361831e-11
x/Dj=2,2.0,4.196819305,0.02622153796,-0.004244715907,6.953943714e-13,5.453868607e-11
x/Dj=2,2.0,4.499952316,0.0261376407,-0.003947307821,7.268083704e-13,5.430008873e-11
x/Dj=2,2.0,4.828574181,0.0260394793,-0.003666569944,7.878599032e-13,5.402488179e-11
x/Dj=2,2.0,5.184924126,0.02592255734,-0.003403666895,8.267173838e-13,5.371090031e-11
x/Dj=2,2.0,5.571456432,0.02579725906,-0.003160324879,7.650697025e-13,5.337154677e-11
x/Dj=2,2.0,5.990862846,0.02570309117,-0.002932896372,6.853945037e-13,5.303781372e-11
x/Dj=2,2.0,6.446096897,0.0256104432,-0.002723381855,6.820275139e-13,5.271432596e-11
x/Dj=2,2.0,6.940405846,0.02550113946,-0.002532332204,6.429812737e-13,5.240285983e-11
x/Dj=2,2.0,7.477362633,0.0254014805,-0.002359359525,5.446142669e-13,5.211162057e-11
x/Dj=2,2.0,8.06090641,0.02531824075,-0.002207667334,4.111889865e-13,5.185506538e-11
x/Dj=2,2.0,8.695384979,0.02526866272,-0.002078165766,2.671961502e-13,5.165286948e-11
x/Dj=2,2.0,9.385604858,0.02525350824,-0.001971244346,1.635376405e-13,5.151498672e-11
x/Dj=2,2.0,10.13689232,0.0252561532,-0.001888962463,9.692925309e-14,5.143650783e-11
x/Dj=2,2.0,10.95515728,0.02527869493,-0.001832577982,7.688593956e-14,5.139217177e-11
x/Dj=2,2.0,11.84697342,0.02528891899,-0.001799225109,9.704767507e-14,5.132878844e-11
x/Dj=2,2.0,12.81966877,0.02527182736,-0.001780736027,8.475175179e-14,5.121536181e-11
x/Dj=2,2.0,13.88143063,0.02527337521,-0.001764566638,5.696112256e-14,5.105401171e-11
x/Dj=2,2.0,15.04143238,0.02526274882,-0.001747251721,7.993171419e-14,5.08244731e-11
x/Dj=2,2.0,16.3099823,0.02517187968,-0.001727341209,1.533037071e-13,5.048136215e-11
x/Dj=2,2.0,17.69869232,0.02493689582,-0.001700704917,2.219706217e-13,5.00306116e-11
x/Dj=2,2.0,19.22069931,0.02455880865,-0.001652819803,2.832743534e-13,5.004077708e-11
x/Dj=2,2.0,20.89090538,0.02398450486,-0.001570701716,3.76796657e-13,5.446696566e-11
x/Dj=2,2.0,22.72629166,0.02316630445,-0.001447848743,6.935277548e-13,8.50738785e-11
x/Dj=2,2.0,24.74628448,0.02163406648,-0.001379269408,1.309073184e-12,3.533001947e-10
x/Dj=5,5.0,0.001276876777,0.9979761839,-2.858500636e-08,3.264844721e-13,6.030363986e-10
x/Dj=5,5.0,0.003942391835,0.9979746938,-6.404292918e-08,1.744757659e-12,6.030245747e-10
x/Dj=5,5.0,0.006839782,0.9979677796,-9.413228952e-08,2.547052846e-12,6.029944877e-10
x/Dj=5,5.0,0.009986088611,0.9979624748,-1.131227449e-07,1.006283273e-12,6.029574062e-10
x/Dj=5,5.0,0.01339897607,0.9979621768,-1.247678654e-07,3.437538882e-13,6.029191035e-10
x/Dj=5,5.0,0.01709663123,0.9979601502,-1.254772002e-07,9.001072999e-13,6.028731403e-10
x/Dj=5,5.0,0.02109762281,0.9979569912,-5.953568305e-08,5.196023733e-13,6.02812078e-10
x/Dj=5,5.0,0.0254207328,0.9979569912,-1.150056548e-07,-1.636955274e-13,6.027290889e-10
x/Dj=5,5.0,0.0300847441,0.9979577065,-1.263891392e-07,-8.986059374e-14,6.026204535e-10
x/Dj=5,5.0,0.03510820121,0.9979581833,-1.387452642e-07,-4.459254418e-13,6.024823973e-10
x/Dj=5,5.0,0.04050911963,0.9979613423,-1.845180577e-07,-4.821373335e-13,6.023110344e-10
x/Dj=5,5.0,0.04630465806,0.997961998,-2.483724586e-07,-5.131936729e-15,6.020977605e-10
x/Dj=5,5.0,0.05251073092,0.9979617596,-3.089410257e-07,-9.64903816e-14,6.018394672e-10
x/Dj=5,5.0,0.05914162099,0.9979631901,-3.077048518e-07,-2.881333139e-13,6.015311027e-10
x/Dj=5,5.0,0.06620952487,0.9979646206,-3.657341381e-07,-1.458347738e-13,6.011656173e-10
x/Dj=5,5.0,0.07372406125,0.9979647994,-3.916563287e-07,9.445738733e-14,6.007290221e-10
x/Dj=5,5.0,0.0816918239,0.9979636073,-3.711369914e-07,1.64213505e-13,6.002200958e-10
x/Dj=5,5.0,0.0901158601,0.9979625344,-2.492703004e-07,1.302238346e-13,5.996318442e-10
x/Dj=5,5.0,0.09899522364,0.9979618192,-3.229094432e-07,8.949549543e-14,5.989483909e-10
x/Dj=5,5.0,0.1083244979,0.9979608655,-2.985539709e-07,1.527230355e-13,5.981662388e-10
x/Dj=5,5.0,0.118093431,0.9979595542,-1.899493043e-07,1.266256251e-13,5.972814465e-10
x/Dj=5,5.0,0.128286615,0.9979587197,-2.630055747e-07,7.330376947e-14,5.9627564e-10
x/Dj=5,5.0,0.1388832778,0.9979583621,-1.458070358e-07,4.883346874e-14,5.951498183e-10
x/Dj=5,5.0,0.1498571634,0.9979577661,-8.653356787e-08,1.786310324e-14,5.938996517e-10
x/Dj=5,5.0,0.1611765772,0.9979583621,3.190602627e-08,-1.290909382e-13,5.92507321e-10
x/Dj=5,5.0,0.1728046238,0.9979602695,-6.326119717e-08,-1.85660569e-13,5.909859269e-10
x/Dj=5,5.0,0.184699446,0.9979616404,-2.049719283e-09,-1.289036288e-13,5.893157629e-10
x/Dj=5,5.0,0.1968148351,0.9979627728,1.608128031e-08,-9.710873598e-14,5.877615616e-10
x/Dj=5,5.0,0.2091008127,0.9979634285,9.283852798e-09,1.842132696e-10,3.837459062e-08
x/Dj=5,5.0,0.2215044498,0.9979171753,3.570302852e-06,1.184506232e-06,1.330717441e-05
x/Dj=5,5.0,0.2339707166,0.9953638315,0.0001716695551,0.0001082239032,0.0005043300916
x/Dj=5,5.0,0.2464434803,0.9838793874,0.00086192647,0.0007036327152,0.002177956048
x/Dj=5,5.0,0.2588665485,0.9655011296,0.001895186608,0.001664323383,0.004548965488
x/Dj=5,5.0,0.2711845934,0.9449674487,0.002958934754,0.002642251784,0.007039811462
x/Dj=5,5.0,0.283344239,0.9241092801,0.003953797743,0.003557575634,0.009431892075
x/Dj=5,5.0,0.2952948213,0.9034875631,0.004855708685,0.004393344745,0.01165883988
x/Dj=5,5.0,0.3069894016,0.8833788633,0.005658379756,0.005145128816,0.01369577367
x/Dj=5,5.0,0.3183852434,0.863946259,0.006366351619,0.005814434029,0.01553669665
x/Dj=5,5.0,0.3294444382,0.8452890515,0.006985676009,0.006405618973,0.01718614995
x/Dj=5,5.0,0.3401342928,0.8274688125,0.007523256354,0.006924720015,0.01865413599
x/Dj=5,5.0,0.3504275084,0.8105216026,0.007986941375,0.007378160488,0.01995350979
x/Dj=5,5.0,0.3603022993,0.7944685221,0.008383718319,0.007772190962,0.02109709941
x/Dj=5,5.0,0.3697421551,0.7793154716,0.008720923215,0.008112835698,0.02209897526
x/Dj=5,5.0,0.3787358701,0.7650521994,0.009006435052,0.008406892419,0.02297510207
x/Dj=5,5.0,0.3872771859,0.7516638041,0.009246936068,0.008660010062,0.02373949252
x/Dj=5,5.0,0.3953642249,0.7391244769,0.009448771365,0.008877657354,0.02440579422
x/Dj=5,5.0,0.4029993415,0.727422893,0.00961463619,0.009062371217,0.02497998253
x/Dj=5,5.0,0.4101884663,0.7165111303,0.009752304293,0.009220767766,0.02547956817
x/Dj=5,5.0,0.4169406593,0.7063657641,0.009863927029,0.009355037473,0.0259097591
x/Dj=5,5.0,0.4232676029,0.6969397068,0.009955292568,0.009469972923,0.02628356777
x/Dj=5,5.0,0.4291831851,0.6882102489,0.0100272689,0.009566362947,0.02660323121
x/Dj=5,5.0,0.434703052,0.6801282167,0.01008445583,0.0096482113,0.02687946893
x/Dj=5,5.0,0.4398440719,0.6726554632,0.01012917515,0.009717567824,0.02711797319
x/Dj=5,5.0,0.444624126,0.6657568216,0.01016339287,0.009776188992,0.02732347697
x/Dj=5,5.0,0.4490616322,0.6593948007,0.01018889155,0.009825579822,0.02750044875
x/Dj=5,5.0,0.4531752765,0.6535332203,0.01020722557,0.009867092595,0.0276529137
