zone,x/Dj,y/Dj,u/Uj,v/Uj,u'v'/Uj^2,k/Uj^2
x/Dj=2,2.0,-0.9200000167,0.01333000045,0.009894000366,-2.735000089e-05,0.0004099000071
x/Dj=2,2.0,-0.8999999762,0.01592000015,0.01025999989,-6.235000183e-05,0.0005515000084
x/Dj=2,2.0,-0.8799999952,0.01692000031,0.01054999977,-7.357999857e-05,0.0006398499827
x/Dj=2,2.0,-0.8600000143,0.02147999965,0.01078000013,-0.0001486999972,0.0008969999617
x/Dj=2,2.0,-0.8399999738,0.02318000048,0.01102000009,-0.0001705000032,0.001043549972
x/Dj=2,2.0,-0.8199999928,0.03102999926,0.01094000041,-0.0003229999857,0.001499950071
x/Dj=2,2.0,-0.8000000119,0.0345400013,0.01116999984,-0.0003836000105,0.001798500074
x/Dj=2,2.0,-0.7799999714,0.04867000133,0.01061000023,-0.0006765999715,0.002622500062
x/Dj=2,2.0,-0.7599999905,0.05474000052,0.01066000015,-0.0007942999946,0.003093500156
x/Dj=2,2.0,-0.7400000095,0.07468000054,0.009504999965,-0.001209000009,0.004184000194
x/Dj=2,2.0,-0.7200000286,0.0837899968,0.009262000211,-0.001392000006,0.004833499901
x/Dj=2,2.0,-0.6999999881,0.1155000031,0.007495999802,-0.002028000075,0.006581500173
x/Dj=2,2.0,-0.6800000072,0.1313000023,0.006972999778,-0.002357000019,0.007675999776
x/Dj=2,2.0,-0.6600000262,0.1757999957,0.004279999994,-0.003194000106,0.0100095002
x/Dj=2,2.0,-0.6399999857,0.192900002,0.003575999988,-0.003536999924,0.01110900007
x/Dj=2,2.0,-0.6200000048,0.2520999908,0.0001778000005,-0.004416000098,0.0138170002
x/Dj=2,2.0,-0.6000000238,0.2795000076,-0.001416999963,-0.004900000058,0.01537000015
x/Dj=2,2.0,-0.5799999833,0.3688000143,-0.00583499996,-0.005783999804,0.01866000146
x/Dj=2,2.0,-0.5600000024,0.4115000069,-0.008565999568,-0.006355999969,0.02057700045
x/Dj=2,2.0,-0.5400000215,0.5202000141,-0.01238999981,-0.006620999891,0.02213850059
x/Dj=2,2.0,-0.5199999809,0.5784000158,-0.01525999978,-0.006812000182,0.02283049934
x/Dj=2,2.0,-0.5,0.7001000047,-0.01782999933,-0.006043000147,0.0201305002
x/Dj=2,2.0,-0.4799999893,0.7706000209,-0.02016000077,-0.005408999976,0.0175870005
x/Dj=2,2.0,-0.4600000083,0.8525999784,-0.01878999919,-0.003932999913,0.01270250045
x/Dj=2,2.0,-0.4399999976,0.8855999708,-0.01737000048,-0.003171999939,0.01032300014
x/Dj=2,2.0,-0.4199999869,0.925999999,-0.01434000023,-0.002136999974,0.007402000017
x/Dj=2,2.0,-0.400000006,0.9434000254,-0.01226999983,-0.001657000044,0.005966000259
x/Dj=2,2.0,-0.3799999952,0.9659000039,-0.009074999951,-0.001004999969,0.004160000011
x/Dj=2,2.0,-0.3600000143,0.9789999723,-0.006550000049,-0.0006377000245,0.002972000046
x/Dj=2,2.0,-0.3400000036,0.9889000058,-0.004174000118,-0.0003562000056,0.002067500027
x/Dj=2,2.0,-0.3199999928,0.9929000139,-0.003098000074,-0.000239800007,0.001646100078
x/Dj=2,2.0,-0.3000000119,0.9958000183,-0.002191999927,-0.0001453000004,0.0012996
x/Dj=2,2.0,-0.2800000012,0.9973000288,-0.00170100003,-9.28599984e-05,0.001062899944
x/Dj=2,2.0,-0.2599999905,0.9983999729,-0.001184000052,-5.235999924e-05,0.0008348500123
x/Dj=2,2.0,-0.2399999946,0.9988999963,-0.0008959000115,-3.063999975e-05,0.0006941499887
x/Dj=2,2.0,-0.2199999988,0.9991000295,-0.0006594000151,-1.820000034e-05,0.0005947999889
x/Dj=2,2.0,-0.200000003,0.9991000295,-0.0005450000172,-1.195000004e-05,0.0005378500209
x/Dj=2,2.0,-0.1800000072,0.9991000295,-0.000457999995,-7.61199999e-06,0.0004854500003
x/Dj=2,2.0,-0.1599999964,0.9991000295,-0.0004085999972,-4.415000149e-06,0.0004460999917
x/Dj=2,2.0,-0.1400000006,0.9988999963,-0.0004472000001,-2.468000048e-06,0.0004141000099
x/Dj=2,2.0,-0.1199999973,0.9988999963,-0.0004283000017,-1.353000016e-06,0.0003940500028
x/Dj=2,2.0,-0.1000000015,0.9988999963,-0.0003877000127,-9.058999808e-07,0.0003766000154
x/Dj=2,2.0,-0.07999999821,0.9987999797,-0.0003614999878,-5.892999866e-07,0.0003644000099
x/Dj=2,2.0,-0.05999999866,0.9987999797,-0.0002145000035,-2.817000109e-07,0.0003539000172
x/Dj=2,2.0,-0.03999999911,0.9987000227,0.0001065000033,-5.329999908e-08,0.0003435499966
x/Dj=2,2.0,-0.01999999955,0.9987000227,0.0001602999982,4.477000104e-08,0.0003395999956
x/Dj=2,2.0,1.501999947e-07,0.9986000061,0.0,0.0,0.0003382000141
x/Dj=2,2.0,0.01999999955,0.9987000227,-0.0001602999982,-4.477000104e-08,0.0003395999956
x/Dj=2,2.0,0.03999999911,0.9987000227,-0.0001065000033,5.329999908e-08,0.0003435499966
x/Dj=2,2.0,0.05999999866,0.9987999797,0.0002145000035,2.817000109e-07,0.0003539000172
x/Dj=2,2.0,0.07999999821,0.9987999797,0.0003614999878,5.892999866e-07,0.0003644000099
x/Dj=2,2.0,0.1000000015,0.9988999963,0.0003877000127,9.058999808e-07,0.0003766000154
x/Dj=2,2.0,0.1199999973,0.9988999963,0.0004283000017,1.353000016e-06,0.0003940500028
x/Dj=2,2.0,0.1400000006,0.9988999963,0.0004472000001,2.468000048e-06,0.0004141000099
x/Dj=2,2.0,0.1599999964,0.9991000295,0.0004085999972,4.415000149e-06,0.0004460999917
x/Dj=2,2.0,0.1800000072,0.9991000295,0.000457999995,7.61199999e-06,0.0004854500003
x/Dj=2,2.0,0.200000003,0.9991000295,0.0005450000172,1.195000004e-05,0.0005378500209
x/Dj=2,2.0,0.2199999988,0.9991000295,0.0006594000151,1.820000034e-05,0.0005947999889
x/Dj=2,2.0,0.2399999946,0.9988999963,0.0008959000115,3.063999975e-05,0.0006941499887
x/Dj=2,2.0,0.2599999905,0.9983999729,0.001184000052,5.235999924e-05,0.0008348500123
x/Dj=2,2.0,0.2800000012,0.9973000288,0.00170100003,9.28599984e-05,0.001062899944
x/Dj=2,2.0,0.3000000119,0.9958000183,0.002191999927,0.0001453000004,0.0012996
x/Dj=2,2.0,0.3199999928,0.9929000139,0.003098000074,0.000239800007,0.001646100078
x/Dj=2,2.0,0.3400000036,0.9889000058,0.004174000118,0.0003562000056,0.002067500027
x/Dj=2,2.0,0.3600000143,0.9789999723,0.006550000049,0.0006377000245,0.002972000046
x/Dj=2,2.0,0.3799999952,0.9659000039,0.009074999951,0.001004999969,0.004160000011
x/Dj=2,2.0,0.400000006,0.9434000254,0.01226999983,0.001657000044,0.005966000259
x/Dj=2,2.0,0.4199999869,0.925999999,0.01434000023,0.002136999974,0.007402000017
x/Dj=2,2.0,0.4399999976,0.8855999708,0.01737000048,0.003171999939,0.01032300014
x/Dj=2,2.0,0.4600000083,0.8525999784,0.01878999919,0.003932999913,0.01270250045
x/Dj=2,2.0,0.4799999893,0.7706000209,0.02016000077,0.005408999976,0.0175870005
x/Dj=2,2.0,0.5,0.7001000047,0.01782999933,0.006043000147,0.0201305002
x/Dj=2,2.0,0.5199999809,0.5784000158,0.01525999978,0.006812000182,0.02283049934
x/Dj=2,2.0,0.5400000215,0.5202000141,0.01238999981,0.006620999891,0.02213850059
x/Dj=2,2.0,0.5600000024,0.4115000069,0.008565999568,0.006355999969,0.02057700045
x/Dj=2,2.0,0.5799999833,0.3688000143,0.00583499996,0.005783999804,0.01866000146
x/Dj=2,2.0,0.6000000238,0.2795000076,0.001416999963,0.004900000058,0.01537000015
x/Dj=2,2.0,0.6200000048,0.2520999908,-0.0001778000005,0.004416000098,0.0138170002
x/Dj=2,2.0,0.6399999857,0.192900002,-0.003575999988,0.003536999924,0.01110900007
x/Dj=2,2.0,0.6600000262,0.1757999957,-0.004279999994,0.003194000106,0.0100095002
x/Dj=2,2.0,0.6800000072,0.1313000023,-0.006972999778,0.002357000019,0.007675999776
x/Dj=2,2.0,0.6999999881,0.1155000031,-0.007495999802,0.002028000075,0.006581500173
x/Dj=2,2.0,0.7200000286,0.0837899968,-0.009262000211,0.001392000006,0.004833499901
x/Dj=2,2.0,0.7400000095,0.07468000054,-0.009504999965,0.001209000009,0.004184000194
x/Dj=2,2.0,0.7599999905,0.05474000052,-0.01066000015,0.0007942999946,0.003093500156
x/Dj=2,2.0,0.7799999714,0.04867000133,-0.01061000023,0.0006765999715,0.002622500062
x/Dj=2,2.0,0.8000000119,0.0345400013,-0.01116999984,0.0003836000105,0.001798500074
x/Dj=2,2.0,0.8199999928,0.03102999926,-0.01094000041,0.0003229999857,0.001499950071
x/Dj=2,2.0,0.8399999738,0.02318000048,-0.01102000009,0.0001705000032,0.001043549972
x/Dj=2,2.0,0.8600000143,0.02147999965,-0.01078000013,0.0001486999972,0.0008969999617
x/Dj=2,2.0,0.8799999952,0.01692000031,-0.01054999977,7.357999857e-05,0.0006398499827
x/Dj=2,2.0,0.8999999762,0.01592000015,-0.01025999989,6.235000183e-05,0.0005515000084
x/Dj=2,2.0,0.9200000167,0.01333000045,-0.009894000366,2.735000089e-05,0.0004099000071
x/Dj=2,2.0,0.9399999976,0.01295999996,-0.009677000344,2.494e-05,0.000373649993
x/Dj=2,2.0,0.9599999785,0.01155999955,-0.009348999709,9.559999853e-06,0.0002996000112
x/Dj=2,2.0,0.9800000191,0.01137000043,-0.009154999629,8.275999789e-06,0.0002785499964
x/Dj=2,2.0,1.0,0.01059999969,-0.008756999858,2.087999974e-06,0.0002347000118
x/Dj=2,2.0,1.019999981,0.0105100004,-0.008561999537,1.529999963e-06,0.0002223000047
x/Dj=2,2.0,1.039999962,0.01013999991,-0.008204000071,-7.374000006e-07,0.000201435003
x/Dj=2,2.0,1.059999943,0.01009,-0.008074999787,-9.991000525e-07,0.0001956100023
x/Dj=2,2.0,1.080000043,0.009898999706,-0.00776699977,-1.58499995e-06,0.0001835149887
x/Dj=2,2.0,1.100000024,0.009863000363,-0.007635000162,-1.558999998e-06,0.0001803299965
x/Dj=2,2.0,1.120000005,0.009765000083,-0.007323000114,-1.634e-06,0.0001746399939
x/Dj=2,2.0,1.139999986,0.009752999991,-0.00718599977,-1.543000053e-06,0.0001741099986
x/Dj=2,2.0,1.159999967,0.009719000198,-0.006934999954,-1.322000003e-06,0.0001717499981
x/Dj=2,2.0,1.179999948,0.009721999988,-0.00684799999,-1.464999968e-06,0.0001720849978
x/Dj=2,2.0,1.200000048,0.009704000317,-0.006632999983,-1.519999955e-06,0.0001701400033
x/Dj=2,2.0,1.220000029,0.009690999985,-0.006529000122,-1.68400004e-06,0.0001694100065
x/Dj=2,2.0,1.24000001,0.009642999619,-0.00632000016,-1.739000027e-06,0.0001680400019
x/Dj=2,2.0,1.25999999,0.009631000459,-0.006240000017,-1.761000021e-06,0.0001703150047
x/Dj=2,2.0,1.279999971,0.009782000445,-0.006539000198,-2.897000059e-06,0.0002052100026
x/Dj=2,2.0,1.299999952,0.009824999608,-0.006560000125,-3.223000022e-06,0.0002139400021
x/Dj=2,2.0,1.320000052,0.009793000296,-0.006403999869,-3.029000027e-06,0.0002152800007
x/Dj=2,2.0,1.340000033,0.009797999635,-0.006357999984,-2.9549999e-06,0.0002181399905
x/Dj=2,2.0,1.360000014,0.009789999574,-0.006262999959,-2.777999953e-06,0.000220144997
x/Dj=2,2.0,1.379999995,0.009805999696,-0.006324000191,-2.822999932e-06,0.0002276300074
x/Dj=5,5.0,-1.379999995,0.01245000027,0.009898000397,-2.91099991e-06,0.0004562499817
x/Dj=5,5.0,-1.360000014,0.01262999978,0.009894000366,-4.018999789e-06,0.000475000008
x/Dj=5,5.0,-1.340000033,0.01338999998,0.01006999984,-1.295000038e-05,0.000523249968
x/Dj=5,5.0,-1.320000052,0.0136900004,0.01016999967,-1.562000034e-05,0.0005569499917
x/Dj=5,5.0,-1.299999952,0.01506999973,0.01037999988,-3.343999924e-05,0.000649499998
x/Dj=5,5.0,-1.279999971,0.01558000036,0.01039000042,-3.994000144e-05,0.0006985000218
x/Dj=5,5.0,-1.25999999,0.01730000041,0.01006999984,-6.54500036e-05,0.0007772999816
x/Dj=5,5.0,-1.24000001,0.01796999946,0.01018999983,-7.13699992e-05,0.0008416000055
x/Dj=5,5.0,-1.220000029,0.02115000039,0.01028000005,-0.0001132999969,0.001033499953
x/Dj=5,5.0,-1.200000048,0.02277000062,0.01042000018,-0.0001308000064,0.001180400024
x/Dj=5,5.0,-1.179999948,0.02758000046,0.01032000035,-0.0002016000071,0.001468400005
x/Dj=5,5.0,-1.159999967,0.02945999987,0.01035000011,-0.0002250999969,0.001620099996
x/Dj=5,5.0,-1.139999986,0.03539000079,0.01020000037,-0.0003204999957,0.001955500105
x/Dj=5,5.0,-1.120000005,0.03816999868,0.01028000005,-0.0003616999893,0.002175499918
x/Dj=5,5.0,-1.100000024,0.04712000117,0.009987000376,-0.0005191999953,0.0027040001
x/Dj=5,5.0,-1.080000043,0.05130999908,0.009921000339,-0.0005840000231,0.003034000052
x/Dj=5,5.0,-1.059999943,0.06174999848,0.009433000349,-0.0007772999816,0.003613000037
x/Dj=5,5.0,-1.039999962,0.06582999974,0.009359000251,-0.0008468999877,0.003918500151
x/Dj=5,5.0,-1.019999981,0.07881999761,0.008708000183,-0.001102000009,0.004641999956
x/Dj=5,5.0,-1.0,0.08551000059,0.008475000039,-0.001232999959,0.005152999889
x/Dj=5,5.0,-0.9800000191,0.1024999991,0.007371000014,-0.00159400003,0.006119499914
x/Dj=5,5.0,-0.9599999785,0.1096000001,0.007160999812,-0.00173899997,0.006638499908
x/Dj=5,5.0,-0.9399999976,0.1272000074,0.0058840001,-0.002114000032,0.007599500008
x/Dj=5,5.0,-0.9200000167,0.1349000037,0.005570999812,-0.002275000094,0.008162999526
x/Dj=5,5.0,-0.8999999762,0.1562000066,0.004042999819,-0.00272800005,0.0093545001
x/Dj=5,5.0,-0.8799999952,0.1661999971,0.003539999947,-0.002930999966,0.0100650005
x/Dj=5,5.0,-0.8600000143,0.189199999,0.002008999931,-0.003408000106,0.01128100045
x/Dj=5,5.0,-0.8399999738,0.1982000023,0.001518000034,-0.003593999892,0.01188600063
x/Dj=5,5.0,-0.8199999928,0.2228000015,-6.53399984e-05,-0.004108000081,0.01311849989
x/Dj=5,5.0,-0.8000000119,0.234799996,-0.0009487000061,-0.004373000003,0.01387250051
x/Dj=5,5.0,-0.7799999714,0.2648000121,-0.002495999914,-0.004976000171,0.01530900039
x/Dj=5,5.0,-0.7599999905,0.2777999938,-0.003174999962,-0.005245999899,0.01604999974
x/Dj=5,5.0,-0.7400000095,0.3066999912,-0.004788000137,-0.005801000167,0.01726100035
x/Dj=5,5.0,-0.7200000286,0.3197999895,-0.005636000074,-0.006082000211,0.01797949895
x/Dj=5,5.0,-0.6999999881,0.3531999886,-0.007449999917,-0.006637000013,0.01927000098
x/Dj=5,5.0,-0.6800000072,0.3704999983,-0.00848999992,-0.006938999984,0.02007950097
x/Dj=5,5.0,-0.6600000262,0.4061000049,-0.009944000281,-0.007383000106,0.02120999992
x/Dj=5,5.0,-0.6399999857,0.4203000069,-0.01049000025,-0.007571999915,0.02173699997
x/Dj=5,5.0,-0.6200000048,0.4562000036,-0.01162999962,-0.007884999737,0.0225609988
x/Dj=5,5.0,-0.6000000238,0.4733999968,-0.01252999995,-0.008040999994,0.02297849953
x/Dj=5,5.0,-0.5799999833,0.5153999925,-0.01374999993,-0.008255000226,0.02357000113
x/Dj=5,5.0,-0.5600000024,0.5365999937,-0.01456999965,-0.008364999667,0.02378500067
x/Dj=5,5.0,-0.5400000215,0.5745000243,-0.01520000026,-0.008356000297,0.02382500097
x/Dj=5,5.0,-0.5199999809,0.5917000175,-0.01578000002,-0.008321000263,0.02379499935
x/Dj=5,5.0,-0.5,0.6302999854,-0.01621999964,-0.008128999732,0.02340400033
x/Dj=5,5.0,-0.4799999893,0.6536999941,-0.0167999994,-0.007995000109,0.02299050055
x/Dj=5,5.0,-0.4600000083,0.695900023,-0.01706000045,-0.007561999839,0.02201949991
x/Dj=5,5.0,-0.4399999976,0.717599988,-0.01707999967,-0.007271000184,0.02128849924
x/Dj=5,5.0,-0.4199999869,0.7522000074,-0.0167999994,-0.006684999913,0.02003600076
x/Dj=5,5.0,-0.400000006,0.7705000043,-0.01675000042,-0.006341999862,0.01913250051
x/Dj=5,5.0,-0.3799999952,0.8059999943,-0.01628999971,-0.005557999946,0.01730649918
x/Dj=5,5.0,-0.3600000143,0.8309000134,-0.01589000039,-0.004951000214,0.01571149938
x/Dj=5,5.0,-0.3400000036,0.8622999787,-0.01486000046,-0.004170000087,0.01370050013
x/Dj=5,5.0,-0.3199999928,0.8791999817,-0.01403999981,-0.003735000035,0.01247099973
x/Dj=5,5.0,-0.3000000119,0.9010000229,-0.01290000044,-0.003103999887,0.01090800017
x/Dj=5,5.0,-0.2800000012,0.9161000252,-0.01195000019,-0.002646999899,0.009711000137
x/Dj=5,5.0,-0.2599999905,0.9362999797,-0.01037000027,-0.002007999923,0.008079499938
x/Dj=5,5.0,-0.2399999946,0.9495000243,-0.009114000015,-0.001587999985,0.006899500266
x/Dj=5,5.0,-0.2199999988,0.9616000056,-0.007703999989,-0.001204999979,0.00588450022
x/Dj=5,5.0,-0.200000003,0.9689000249,-0.006719999947,-0.0009774999926,0.005216999911
x/Dj=5,5.0,-0.1800000072,0.9761999846,-0.005582000129,-0.000735700014,0.004548000172
x/Dj=5,5.0,-0.1599999964,0.9819999933,-0.004544000141,-0.0005594000104,0.003986000083
x/Dj=5,5.0,-0.1400000006,0.986800015,-0.003552000038,-0.0003966999939,0.003488500137
x/Dj=5,5.0,-0.1199999973,0.9900000095,-0.002870999975,-0.0002922000131,0.003161000088
x/Dj=5,5.0,-0.1000000015,0.992299974,-0.002175000031,-0.000208700003,0.002908499911
x/Dj=5,5.0,-0.07999999821,0.993900001,-0.001570999972,-0.0001460000058,0.002717500087
x/Dj=5,5.0,-0.05999999866,0.9950000048,-0.0009043000173,-0.0001028999977,0.002557500033
x/Dj=5,5.0,-0.03999999911,0.9958999753,-0.0003589999978,-6.425999891e-05,0.002434999915
x/Dj=5,5.0,-0.01999999955,0.9962999821,-0.0001243000006,-3.07199989e-05,0.002379500074
x/Dj=5,5.0,1.501999947e-07,0.9965000153,0.0,0.0,0.002363000065
x/Dj=5,5.0,0.01999999955,0.9962999821,0.0001243000006,3.07199989e-05,0.002379500074
x/Dj=5,5.0,0.03999999911,0.9958999753,0.0003589999978,6.425999891e-05,0.002434999915
x/Dj=5,5.0,0.05999999866,0.9950000048,0.0009043000173,0.0001028999977,0.002557500033
x/Dj=5,5.0,0.07999999821,0.993900001,0.001570999972,0.0001460000058,0.002717500087
x/Dj=5,5.0,0.1000000015,0.992299974,0.002175000031,0.000208700003,0.002908499911
x/Dj=5,5.0,0.1199999973,0.9900000095,0.002870999975,0.0002922000131,0.003161000088
x/Dj=5,5.0,0.1400000006,0.986800015,0.003552000038,0.0003966999939,0.003488500137
x/Dj=5,5.0,0.1599999964,0.9819999933,0.004544000141,0.0005594000104,0.003986000083
x/Dj=5,5.0,0.1800000072,0.9761999846,0.005582000129,0.000735700014,0.004548000172
x/Dj=5,5.0,0.200000003,0.9689000249,0.006719999947,0.0009774999926,0.005216999911
x/Dj=5,5.0,0.2199999988,0.9616000056,0.007703999989,0.001204999979,0.00588450022
x/Dj=5,5.0,0.2399999946,0.9495000243,0.009114000015,0.001587999985,0.006899500266
x/Dj=5,5.0,0.2599999905,0.9362999797,0.01037000027,0.002007999923,0.008079499938
x/Dj=5,5.0,0.2800000012,0.9161000252,0.01195000019,0.002646999899,0.009711000137
x/Dj=5,5.0,0.3000000119,0.9010000229,0.01290000044,0.003103999887,0.01090800017
x/Dj=5,5.0,0.3199999928,0.8791999817,0.01403999981,0.003735000035,0.01247099973
x/Dj=5,5.0,0.3400000036,0.8622999787,0.01486000046,0.004170000087,0.01370050013
x/Dj=5,5.0,0.3600000143,0.8309000134,0.01589000039,0.004951000214,0.01571149938
x/Dj=5,5.0,0.3799999952,0.8059999943,0.01628999971,0.005557999946,0.01730649918
x/Dj=5,5.0,0.400000006,0.7705000043,0.01675000042,0.006341999862,0.01913250051
x/Dj=5,5.0,0.4199999869,0.7522000074,0.0167999994,0.006684999913,0.02003600076
x/Dj=5,5.0,0.4399999976,0.717599988,0.01707999967,0.007271000184,0.02128849924
x/Dj=5,5.0,0.4600000083,0.695900023,0.01706000045,0.007561999839,0.02201949991
x/Dj=5,5.0,0.4799999893,0.6536999941,0.0167999994,0.007995000109,0.02299050055
x/Dj=5,5.0,0.5,0.6302999854,0.01621999964,0.008128999732,0.02340400033
x/Dj=5,5.0,0.5199999809,0.5917000175,0.01578000002,0.008321000263,0.02379499935
x/Dj=5,5.0,0.5400000215,0.5745000243,0.01520000026,0.008356000297,0.02382500097
x/Dj=5,5.0,0.5600000024,0.5365999937,0.01456999965,0.008364999667,0.02378500067
x/Dj=5,5.0,0.5799999833,0.5153999925,0.01374999993,0.008255000226,0.02357000113
x/Dj=5,5.0,0.6000000238,0.4733999968,0.01252999995,0.008040999994,0.02297849953
x/Dj=5,5.0,0.6200000048,0.4562000036,0.01162999962,0.007884999737,0.0225609988
x/Dj=5,5.0,0.6399999857,0.4203000069,0.01049000025,0.007571999915,0.02173699997
x/Dj=5,5.0,0.6600000262,0.4061000049,0.009944000281,0.007383000106,0.02120999992
x/Dj=5,5.0,0.6800000072,0.3704999983,0.00848999992,0.006938999984,0.02007950097
x/Dj=5,5.0,0.6999999881,0.3531999886,0.007449999917,0.006637000013,0.01927000098
x/Dj=5,5.0,0.7200000286,0.3197999895,0.005636000074,0.006082000211,0.01797949895
x/Dj=5,5.0,0.7400000095,0.3066999912,0.004788000137,0.005801000167,0.01726100035
x/Dj=5,5.0,0.7599999905,0.2777999938,0.003174999962,0.005245999899,0.01604999974
x/Dj=5,5.0,0.7799999714,0.2648000121,0.002495999914,0.004976000171,0.01530900039
x/Dj=5,5.0,0.8000000119,0.234799996,0.0009487000061,0.004373000003,0.01387250051
x/Dj=5,5.0,0.8199999928,0.2228000015,6.53399984e-05,0.004108000081,0.01311849989
x/Dj=5,5.0,0.8399999738,0.1982000023,-0.001518000034,0.003593999892,0.01188600063
x/Dj=5,5.0,0.8600000143,0.189199999,-0.002008999931,0.003408000106,0.01128100045
x/Dj=5,5.0,0.8799999952,0.1661999971,-0.003539999947,0.002930999966,0.0100650005
x/Dj=5,5.0,0.8999999762,0.1562000066,-0.004042999819,0.00272800005,0.0093545001
x/Dj=5,5.0,0.9200000167,0.1349000037,-0.005570999812,0.002275000094,0.008162999526
x/Dj=5,5.0,0.9399999976,0.1272000074,-0.0058840001,0.002114000032,0.007599500008
x/Dj=5,5.0,0.9599999785,0.1096000001,-0.007160999812,0.00173899997,0.006638499908
x/Dj=5,5.0,0.9800000191,0.1024999991,-0.007371000014,0.00159400003,0.006119499914
x/Dj=5,5.0,1.0,0.08551000059,-0.008475000039,0.001232999959,0.005152999889
x/Dj=5,5.0,1.019999981,0.07881999761,-0.008708000183,0.001102000009,0.004641999956
x/Dj=5,5.0,1.039999962,0.06582999974,-0.009359000251,0.0008468999877,0.003918500151
x/Dj=5,5.0,1.059999943,0.06174999848,-0.009433000349,0.0007772999816,0.003613000037
x/Dj=5,5.0,1.080000043,0.05130999908,-0.009921000339,0.0005840000231,0.003034000052
x/Dj=5,5.0,1.100000024,0.04712000117,-0.009987000376,0.0005191999953,0.0027040001
x/Dj=5,5.0,1.120000005,0.03816999868,-0.01028000005,0.0003616999893,0.002175499918
x/Dj=5,5.0,1.139999986,0.03539000079,-0.01020000037,0.0003204999957,0.001955500105
x/Dj=5,5.0,1.159999967,0.02945999987,-0.01035000011,0.0002250999969,0.001620099996
x/Dj=5,5.0,1.179999948,0.02758000046,-0.01032000035,0.0002016000071,0.001468400005
x/Dj=5,5.0,1.200000048,0.02277000062,-0.01042000018,0.0001308000064,0.001180400024
x/Dj=5,5.0,1.220000029,0.02115000039,-0.01028000005,0.0001132999969,0.001033499953
x/Dj=5,5.0,1.24000001,0.01796999946,-0.01018999983,7.13699992e-05,0.0008416000055
x/Dj=5,5.0,1.25999999,0.01730000041,-0.01006999984,6.54500036e-05,0.0007772999816
x/Dj=5,5.0,1.279999971,0.01558000036,-0.01039000042,3.994000144e-05,0.0006985000218
x/Dj=5,5.0,1.299999952,0.01506999973,-0.01037999988,3.343999924e-05,0.000649499998
x/Dj=5,5.0,1.320000052,0.0136900004,-0.01016999967,1.562000034e-05,0.0005569499917
x/Dj=5,5.0,1.340000033,0.01338999998,-0.01006999984,1.295000038e-05,0.000523249968
x/Dj=5,5.0,1.360000014,0.01262999978,-0.009894000366,4.018999789e-06,0.000475000008
x/Dj=5,5.0,1.379999995,0.01245000027,-0.009898000397,2.91099991e-06,0.0004562499817
x/Dj=10,10.0,-1.379999995,0.1042999998,0.004850000143,-0.001435999991,0.006114999764
x/Dj=10,10.0,-1.360000014,0.1061000004,0.004705000203,-0.001470000017,0.006213000044
x/Dj=10,10.0,-1.340000033,0.1143999994,0.004106000066,-0.001634999993,0.006628000177
x/Dj=10,10.0,-1.320000052,0.1181000024,0.003938000184,-0.001706999959,0.006928000133
