x,y,um,vm,wm,pm,uu,vv,ww,uv,
8.20283,0.610919,0,0,0,0.189187,0,0,0,0,
8.22291,0.627309,0,0,0,0.184889,0,0,0,0,
8.24286,0.643862,0,0,0,0.179399,0,0,0,0,
8.26269,0.660554,0,0,0,0.172259,0,0,0,0,
8.28254,0.677223,0,0,0,0.165165,0,0,0,0,
8.30237,0.693916,0,0,0,0.15765,0,0,0,0,
8.32215,0.710669,0,0,0,0.149152,0,0,0,0,
8.34183,0.727543,0,0,0,0.139918,0,0,0,0,
8.36147,0.744461,0,0,0,0.126981,0,0,0,0,
8.3812,0.761263,0,0,0,0.114658,0,0,0,0,
8.40106,0.777925,0,0,0,0.100463,0,0,0,0,
8.42093,0.794578,0,0,0,0.0869958,0,0,0,0,
8.44086,0.811143,0,0,0,0.0657172,0,0,0,0,
8.46103,0.827429,0,0,0,0.0482665,0,0,0,0,
8.48141,0.843445,0,0,0,0.0247985,0,0,0,0,
8.5021,0.85906,0,0,0,0.0034906,0,0,0,0,
8.52303,0.874364,0,0,0,-0.0180935,0,0,0,0,
8.54416,0.889369,0,0,0,-0.0476004,0,0,0,0,
8.56566,0.903855,0,0,0,-0.0756067,0,0,0,0,
8.58755,0.917757,0,0,0,-0.107934,0,0,0,0,
8.60987,0.930948,0,0,0,-0.139951,0,0,0,0,
8.63268,0.943267,0,0,0,-0.173831,0,0,0,0,
8.65602,0.954566,0,0,0,-0.20268,0,0,0,0,
8.67986,0.964772,0,0,0,-0.229431,0,0,0,0,
8.70428,0.973494,0,0,0,-0.252703,0,0,0,0,
8.72918,0.980771,0,0,0,-0.250631,0,0,0,0,
8.7544,0.986798,0,0,0,-0.259266,0,0,0,0,
8.77997,0.991093,0,0,0,-0.252117,0,0,0,0,
8.80566,0.994597,0,0,0,-0.228853,0,0,0,0,
8.83144,0.997442,0,0,0,-0.231994,0,0,0,0,
8.85735,0.998604,0,0,0,-0.214768,0,0,0,0,
8.88329,0.99923,0,0,0,-0.200903,0,0,0,0,
8.90922,0.999878,0,0,0,-0.19202,0,0,0,0,
8.93515,1.00005,0,0,0,-0.182913,0,0,0,0,
8.96109,1.00003,0,0,0,-0.174993,0,0,0,0,
8.98703,1.00001,0,0,0,-0.169353,0,0,0,0,
9.01297,1.00001,0,0,0,-0.16273,0,0,0,0,
9.03891,1.00003,0,0,0,-0.157061,0,0,0,0,
9.05188,1.00004,0,0,0,-0.154226,0,0,0,0,
-0.0519012,1.00104,0,0,0,-0.17781,0,0,0,0,
-0.038926,1.00103,0.00340102,-1.60942e-05,2.44022e-05,-0.183726,0.000195943,2.76867e-08,0.000169764,-8.08853e-07,
-0.0129754,1.00101,0.00217966,-4.33734e-06,2.31801e-05,-0.177129,0.000217827,3.58609e-08,0.000179531,-1.09281e-06,
0.0129755,1.00101,0.00253407,-8.55239e-06,2.07765e-05,-0.169883,0.000259838,4.1587e-08,0.000192455,-9.97974e-07,
0.0389264,1.00103,0.00178645,9.81028e-06,1.94736e-05,-0.165128,0.000307913,5.24025e-08,0.000205619,-1.35193e-06,
0.0648777,1.00105,0.00234687,-7.40773e-06,1.75775e-05,-0.158192,0.000378047,6.12355e-08,0.000228118,-1.62695e-06,
0.090828,1.00087,0.00219051,-1.67816e-05,1.82111e-05,-0.154301,0.000439324,2.20306e-07,0.000238184,-8.28143e-06,
0.11677,1.00023,0.00123174,-4.42117e-05,2.09007e-05,-0.147685,0.000454249,8.3647e-07,0.000253431,-1.86425e-05,
0.142713,0.999604,0.000626129,1.13871e-06,2.49544e-05,-0.143313,0.00055201,2.48296e-07,0.000280342,-9.89754e-06,
0.168631,0.998434,0.00224682,-0.000187124,3.15065e-05,-0.136575,0.000574713,3.72293e-06,0.000273462,-4.57967e-05,
0.194422,0.995582,-0.00237072,0.000371695,4.00139e-05,-0.134124,0.000416821,9.33462e-06,0.000250778,-6.2148e-05,
0.220148,0.99207,-0.00353614,0.000426243,4.78819e-05,-0.124772,0.00046056,8.36565e-06,0.000263749,-6.18469e-05,
0.245735,0.987764,-0.00352133,0.000743754,5.77346e-05,-0.122997,0.000415704,1.87909e-05,0.000244673,-8.82388e-05,
0.27097,0.981729,-0.00623562,0.00167049,6.4381e-05,-0.116231,0.000370257,2.83036e-05,0.00023099,-0.000102274,
0.29587,0.974444,-0.00549965,0.00172355,6.40053e-05,-0.113464,0.000350124,3.57742e-05,0.000217238,-0.000111846,
0.320285,0.965711,-0.00629907,0.00252009,5.99101e-05,-0.109581,0.000317089,5.24869e-05,0.000195614,-0.000128958,
0.34413,0.955495,-0.00539677,0.00244881,5.46724e-05,-0.107008,0.000284438,6.01007e-05,0.000178694,-0.000130713,
0.367472,0.944184,-0.00510923,0.00262355,5.36975e-05,-0.104794,0.000254547,6.83865e-05,0.000161453,-0.000131913,
0.390293,0.931854,-0.00430724,0.00243485,5.55369e-05,-0.102777,0.000222848,7.23602e-05,0.000145785,-0.000126969,
0.412618,0.918651,-0.00386803,0.00238435,5.71185e-05,-0.101393,0.00019219,7.37189e-05,0.000130959,-0.000119017,
0.434508,0.904738,-0.00324306,0.00211849,5.92108e-05,-0.0996683,0.00016576,7.15351e-05,0.000118306,-0.000108885,
0.456014,0.890241,-0.00291226,0.00202222,6.04431e-05,-0.0988518,0.000142918,6.91571e-05,0.000106666,-9.94111e-05,
0.477161,0.875225,-0.00246696,0.00178745,6.10997e-05,-0.0972565,0.000122026,6.46918e-05,9.70435e-05,-8.88443e-05,
0.498093,0.85991,-0.00215174,0.00158853,6.4077e-05,-0.0968436,0.000109205,5.95198e-05,8.94905e-05,-8.06182e-05,
0.518792,0.844283,-0.00205119,0.00158315,6.83429e-05,-0.0956475,9.67865e-05,5.80486e-05,8.18372e-05,-7.49524e-05,
0.539182,0.828256,-0.00173214,0.001385,6.84399e-05,-0.0951283,8.34549e-05,5.33607e-05,7.48184e-05,-6.67299e-05,
0.559356,0.811959,-0.00165752,0.00135221,6.06912e-05,-0.0942638,7.48783e-05,5.00559e-05,6.90104e-05,-6.12197e-05,
0.579302,0.795386,-0.00138846,0.00117424,4.63403e-05,-0.0937084,6.46182e-05,4.62437e-05,6.38265e-05,-5.46625e-05,
0.599176,0.778725,-0.00128721,0.00106967,3.20104e-05,-0.0931122,6.02789e-05,4.17545e-05,6.04055e-05,-5.01674e-05,
0.619042,0.762054,-0.00116817,0.000990251,2.19991e-05,-0.0927345,5.48265e-05,3.9372e-05,5.65971e-05,-4.64598e-05,
0.638788,0.745243,-0.00110877,0.000948414,1.36609e-05,-0.0922502,4.94507e-05,3.62521e-05,5.28147e-05,-4.23391e-05,
0.658436,0.728317,-0.000998594,0.000866565,3.30119e-06,-0.091885,4.46725e-05,3.36547e-05,4.94928e-05,-3.87732e-05,
0.678123,0.711436,-0.00095163,0.000806818,-6.10479e-06,-0.0915455,4.27365e-05,3.07617e-05,4.73291e-05,-3.62571e-05,
0.697913,0.694676,-0.000937536,0.000794122,-1.06742e-05,-0.0913117,4.06496e-05,2.91495e-05,4.5203e-05,-3.44217e-05,
0.717753,0.677975,-0.000942484,0.000789279,-9.95941e-06,-0.0910275,3.89632e-05,2.7357e-05,4.32041e-05,-3.26475e-05,
0.737614,0.661298,-0.000957498,0.000806874,-6.78404e-06,-0.0908288,3.68887e-05,2.61844e-05,4.12424e-05,-3.10783e-05,
0.757457,0.6446,-0.000940234,0.000790688,-1.94527e-06,-0.0905355,3.44597e-05,2.44171e-05,3.97907e-05,-2.90063e-05,
0.777416,0.628042,-0.000922794,0.000755455,3.68962e-06,-0.0904064,3.32389e-05,2.2277e-05,3.88519e-05,-2.72107e-05,
0.797508,0.611644,-0.000994569,0.00081003,1.19035e-05,-0.0902946,3.29385e-05,2.18493e-05,3.76195e-05,-2.68263e-05,
0.817551,0.595188,-0.00102913,0.000852562,2.04387e-05,-0.090136,3.10906e-05,2.13353e-05,3.6361e-05,-2.57545e-05,
0.837633,0.578778,-0.00103741,0.000836606,2.88471e-05,-0.0900004,3.02835e-05,1.9717e-05,3.55438e-05,-2.4435e-05,
0.857839,0.56252,-0.00113297,0.000910568,3.45235e-05,-0.0899742,2.97311e-05,1.91777e-05,3.4535e-05,-2.38777e-05,
0.878096,0.546326,-0.00119101,0.000947755,3.87425e-05,-0.0898091,2.8976e-05,1.83735e-05,3.35964e-05,-2.3073e-05,
0.898405,0.530198,-0.00130295,0.00103343,4.36755e-05,-0.0898295,2.84887e-05,1.78961e-05,3.27928e-05,-2.2579e-05,
0.918754,0.514119,-0.00135806,0.00106953,4.83156e-05,-0.0896304,2.80495e-05,1.74309e-05,3.20685e-05,-2.21112e-05,
0.939131,0.498076,-0.00149941,0.00118119,4.90577e-05,-0.0897251,2.74005e-05,1.69618e-05,3.14379e-05,-2.15578e-05,
0.959535,0.482067,-0.00156857,0.00122629,4.63182e-05,-0.0894472,2.67126e-05,1.6365e-05,3.10466e-05,-2.09077e-05,
0.980003,0.466141,-0.00174848,0.00135498,4.36593e-05,-0.0896381,2.65828e-05,1.59189e-05,3.03574e-05,-2.05705e-05,
1.00051,0.450259,-0.00186347,0.0014437,4.01461e-05,-0.0892803,2.67215e-05,1.60812e-05,3.00514e-05,-2.07291e-05,
1.02101,0.43438,-0.00207906,0.00161045,3.96407e-05,-0.0895021,2.6627e-05,1.59243e-05,2.97367e-05,-2.05912e-05,
1.04154,0.41853,-0.0021568,0.00166042,4.17128e-05,-0.0889971,2.69272e-05,1.6014e-05,2.97821e-05,-2.07651e-05,
1.06204,0.402649,-0.00237315,0.00185381,4.56982e-05,-0.0893167,2.721e-05,1.65292e-05,3.00243e-05,-2.1207e-05,
1.0828,0.386644,-0.00256772,0.00195516,4.99658e-05,-0.0886369,2.76336e-05,1.60726e-05,3.09095e-05,-2.10743e-05,
1.10382,0.370516,-0.00254668,0.00196624,4.68966e-05,-0.0889755,2.57529e-05,1.52847e-05,2.92428e-05,-1.98396e-05,
1.12483,0.35437,-0.00286894,0.00219719,4.61694e-05,-0.0883265,2.59791e-05,1.52576e-05,3.02016e-05,-1.99089e-05,
1.14588,0.338283,-0.00282637,0.00215528,4.37219e-05,-0.0883835,2.50269e-05,1.45154e-05,3.0364e-05,-1.90594e-05,
1.16699,0.322273,-0.00306422,0.00231273,4.40604e-05,-0.0879473,2.5405e-05,1.44716e-05,3.07947e-05,-1.91738e-05,
1.18818,0.306365,-0.00309464,0.00231198,4.46205e-05,-0.0878168,2.5309e-05,1.40996e-05,3.13811e-05,-1.889e-05,
1.20944,0.290563,-0.00327747,0.00242398,4.78262e-05,-0.0874767,2.56434e-05,1.40133e-05,3.20596e-05,-1.89561e-05,
1.23081,0.274894,-0.00330662,0.00240651,5.08044e-05,-0.087196,2.5472e-05,1.3469e-05,3.29005e-05,-1.8522e-05,
1.2523,0.259397,-0.00348902,0.0024954,5.23745e-05,-0.0869565,2.62013e-05,1.33815e-05,3.37331e-05,-1.87242e-05,
1.27389,0.244049,-0.00350634,0.00247737,5.27925e-05,-0.0865222,2.61525e-05,1.30352e-05,3.4827e-05,-1.8463e-05,
1.29562,0.228894,-0.00362964,0.00250092,5.31244e-05,-0.0863485,2.6876e-05,1.27329e-05,3.56375e-05,-1.84984e-05,
1.31753,0.214001,-0.00358132,0.00240298,5.27218e-05,-0.0858156,2.64842e-05,1.19046e-05,3.67309e-05,-1.77557e-05,
1.33971,0.199518,-0.00383975,0.00244107,5.00317e-05,-0.0858914,2.90031e-05,1.16886e-05,3.78341e-05,-1.84115e-05,
1.36197,0.185155,-0.00396218,0.00259849,4.78496e-05,-0.0851932,3.00926e-05,1.29206e-05,3.96502e-05,-1.97177e-05,
1.38434,0.17096,-0.00378278,0.00232412,4.79519e-05,-0.0848976,2.91673e-05,1.0985e-05,4.08541e-05,-1.78991e-05,
1.40703,0.157287,-0.00392222,0.00232085,5.085e-05,-0.0846195,3.11723e-05,1.08867e-05,4.19628e-05,-1.8421e-05,
1.42994,0.144002,-0.00392754,0.00223247,5.5695e-05,-0.0842336,3.21272e-05,1.03541e-05,4.35117e-05,-1.82378e-05,
1.45311,0.131164,-0.00394484,0.00213258,5.90227e-05,-0.0839944,3.32202e-05,9.67884e-06,4.47527e-05,-1.79304e-05,
1.47654,0.118805,-0.0040105,0.00206682,6.19992e-05,-0.0836871,3.48977e-05,9.23964e-06,4.63694e-05,-1.79556e-05,
1.50021,0.106908,-0.00400915,0.00196808,6.31882e-05,-0.0834193,3.57733e-05,8.58928e-06,4.77915e-05,-1.75279e-05,
1.52412,0.0955231,-0.0040106,0.00185306,6.38699e-05,-0.0831564,3.70977e-05,7.89076e-06,4.92569e-05,-1.7108e-05,
1.5483,0.0846947,-0.00402769,0.00175107,6.7131e-05,-0.0829575,3.94595e-05,7.43006e-06,5.08661e-05,-1.71211e-05,
1.5727,0.0744101,-0.00401707,0.00164214,7.37966e-05,-0.0827246,4.20337e-05,6.99744e-06,5.22881e-05,-1.71484e-05,
1.59734,0.0646984,-0.00398347,0.00151506,8.27477e-05,-0.0825501,4.45353e-05,6.41335e-06,5.36442e-05,-1.68983e-05,
1.62222,0.0556083,-0.0039802,0.00139862,9.21774e-05,-0.0823824,4.73899e-05,5.8229e-06,5.50542e-05,-1.66093e-05,
1.64731,0.0471359,-0.00395252,0.00128372,9.76219e-05,-0.0822284,4.9966e-05,5.24217e-06,5.66733e-05,-1.61815e-05,
