x_over_h	Cp_RANS_SST	Cp_LES	Cf_RANS_SST	Cf_LES
-1.19188782840575	-0.0400460515009254	-0.05708217511220451	0.00461047191188322	0.004828552379526665
-1.02793817049657	-0.0447253814413194	-0.06318063459703377	0.00468114170948544	0.004901071473474749
-0.863988512587391	-0.0501046370623382	-0.07020043861654358	0.00476506275954552	0.004990487077508963
-0.70003885467821	-0.0562932060425424	-0.07842306564805253	0.00487106651150262	0.005105304639054877
-0.536089196769057	-0.063764802484048	-0.08824798758939668	0.00499962215269554	0.005255572772801385
-0.372139538859876	-0.0725527438330648	-0.10038999223464928	0.00518623084322322	0.005470486953514563
-0.208189880950665	-0.0845808125097804	-0.11623815646278114	0.005410335810202899	0.005801741820542408
-0.0442405006236541	-0.0988612945463116	-0.13938227723744387	0.005923835607649359	0.006452081965928463
0.119667083779056	-0.1283827578863054	-0.17137079174810407	0.006063966004404448	0.006546640961005124
0.283366495799794	-0.1389321789995038	-0.18170846552512845	0.005089243867917279	0.005224827221662888
0.446597376239259	-0.1258088330495194	-0.17189663299561395	0.0032495722294409377	0.0035631653138592013
0.609089975137626	-0.1035655654534564	-0.14783261526571506	0.0012372220787403231	0.0017762786987652501
0.770575471395277	-0.0772340612916766	-0.12034225477278603	-0.0002697888971190492	0.0003317350861044269
0.930786804995154	-0.0539492224627728	-0.10064056736787053	-0.001092645443908248	-0.0003417142067433416
1.08945926910783	-0.0354465101362208	-0.08814512709456993	-0.0013805953865032284	-0.000649486557394383
1.24633023736668	-0.01907866772433164	-0.06961415818106709	-0.0014087433656993077	-0.0011489581388808333
1.40114049840978	-0.00615084904823502	-0.04222909706710182	-0.0012625776246935514	-0.0013040722967564786
1.55363425980847	0.00267146968858998	-0.014633294597267194	-0.0010561286063202884	-0.001183929708452181
1.70355963187221	0.00833745867481216	0.008334895852958244	-0.0008678639178145711	-0.000968818295770741
1.85066816352969	0.012343160289378	0.0254450740935608	-0.000694780529494035	-0.0007567015778287194
1.99471674613875	0.01464682216212402	0.03708420384603728	-0.0005422585885134951	-0.0005755086563415556
2.13546716073354	0.01534504878292554	0.04467203797005529	-0.00048166147942059316	-0.00044931089847856197
2.2729150095344	0.01547544838394852	0.04922911471586314	-0.0005313190472819088	-0.00044783222799708806
2.41107907047869	0.01625231427702336	0.05194775734305821	-0.0005664286680310592	-0.0004612858255418972
2.55475026640859	0.0151771839958271	0.0534998230906826	-0.0006628296729476493	-0.000669244389197069
2.70433177709798	0.01750858617194962	0.05667465253376811	-0.0007598957710476459	-0.0009858183082109674
2.86015261803014	0.01862465036198024	0.06351537584842036	-0.0006052791484969959	-0.0008358516992579411
3.02180082899919	0.01424955264609204	0.06562731152023923	-0.0007418997229206734	-0.001268692317053969
3.18575048576634	0.01479312763503446	0.07640054976078524	-0.0012744381117256217	-0.0015882364755442752
3.34970014367547	0.01933249348407042	0.09209538575044408	-0.001615602218187344	-0.0015648348540372636
3.51364980158465	0.0255440220876054	0.10891683312373607	-0.00181044733602777	-0.001412298285239943
3.67759945949419	0.0342316108564696	0.1259509490144101	-0.001937538881819224	-0.0012010685187445137
3.84154911740359	0.0442038142853006	0.14184439933983883	-0.00198342104530726	-0.0009006900379838682
4.00549877531235	0.055609196720559	0.15626775078366112	-0.001974037192729842	-0.0006269133722772813
4.16944843322131	0.0677980992002824	0.16912591827702078	-0.001911985572581074	-0.00032834689386861864
4.33339809113054	0.0806064275315308	0.18015208980766578	-0.001812091907782362	-3.855180800978482e-05
4.49734774904006	0.0935743287200202	0.18936569456493127	-0.001677752686378546	0.00024924686207896014
4.66129740694944	0.106452074806145	0.19679685120257007	-0.001517671049153304	0.000506784149125591
4.82524706485808	0.1189345002221476	0.2028557050340783	-0.00133675170020402	0.0007331312328700812
4.98919672276707	0.1308222675806154	0.20770733004081218	-0.001141244130867508	0.0009534797483710203
5.15314638067644	0.1419317786935576	0.211454015941875	-0.000935839635935512	0.0011439208502333335
5.31709603858562	0.1521508641117332	0.21435423488101488	-0.000725357901848688	0.0013289521497133008
5.48104569649494	0.1614027691905618	0.21643856473129142	-0.000513558802397062	0.0014857764727254476
5.64499535440411	0.1696583534104298	0.21779375674447696	-0.000303884915105592	0.0016342916387642264
5.80894501231317	0.1769205177394752	0.2185426001639307	-9.88206159429702e-05	0.00177046784106595
5.97289467022235	0.1832189684272622	0.21880243062205879	9.96428198347832e-05	0.001881722488235187
6.13684432813153	0.1885970103330188	0.21869050120535796	0.000289746789893868	0.0019862217936505054
6.30079398604104	0.1931165441642162	0.21826489693803208	0.000470225007672336	0.0020876891502221613
6.46474364395042	0.1968507060240042	0.21755955725968357	0.000640272763968496	0.0021785183562206133
6.62869330185907	0.1998748666360106	0.21667043668226638	0.000799662168956576	0.0022537401312106185
6.79264295976806	0.20226201571612	0.21560276694165603	0.000948378079950814	0.0023222351699079976
6.95659261767742	0.204083491149976	0.21443553936171592	0.001086433454513528	0.0023805598267156746
7.1205422755866	0.205408768903038	0.2131742925929639	0.001213967216882172	0.0024351903804088735
7.284491933496	0.206303036080196	0.21182251258017917	0.001331380430954504	0.002485372454909181
7.44844159140496	0.2068243357531	0.21043633683682778	0.001439213609422178	0.0025313762310700716
7.61239124931391	0.20702555575104	0.20902092904343078	0.001537998071105962	0.002570665725544591
7.77634090722332	0.206955015301678	0.20760311097251907	0.001628252144581518	0.0026059658162301824
7.9402905651325	0.206656115318604	0.2061999797166545	0.001710568896314276	0.002639496698120575
8.10424022304172	0.20616580310086	0.2048062537610124	0.001785603074455972	0.0026727721386441685
8.26818988095084	0.205515801473868	0.2034115875865645	0.001853939465882098	0.0026995550896499712
8.43213953885975	0.204735252071846	0.20204596958065188	0.001916116951799462	0.0027234729731772617
8.59608919676898	0.203849022963216	0.20072753060548865	0.001972664411431762	0.0027484326532113633
8.76003885467837	0.202878465348126	0.19942656816075852	0.0020241162481382	0.002770020751293355
8.92398851258753	0.20184101188857	0.1981378227027541	0.00207097313462016	0.002790688719667823
9.08793817049684	0.200751780891362	0.196887354199681	0.00211366855521344	0.002808972530375096
9.25188782840587	0.1996240949534452	0.19568673673623668	0.00215260019819908	0.002828889494668093
9.41583748631458	0.1984689573471988	0.19449782851859343	0.00218813831723208	0.002844452715592717
9.57978714422387	0.1972956788897998	0.19335112345440886	0.00222064103386448	0.002859678730731424
9.74373680213334	0.1961114261583998	0.19223010053359832	0.00225044626571106	0.002874576417739949
9.90768646004227	0.1949219194718074	0.19114805305303945	0.00227783772924278	0.002890579747686722
10.0716361179504	0.1937323357074592	0.19010582440391155	0.00230306431476216	0.002904720121844441
10.2355857758616	0.192546693004119	0.1890855251238694	0.00232635723349156	0.002919429294939541
10.3995354337719	0.1913681225138404	0.1880997934501504	0.00234793022399796	0.002931136948175702
10.5634850916792	0.190198972177778	0.18714832067212106	0.0023679906193204	0.0029425731144981085
10.7274347495878	0.1890405341964426	0.18618584444553615	0.00238672712897798	0.002953873244435711
10.8913844075006	0.1878936504540156	0.185252500024154	0.00240429745768826	0.002963331967015131
11.0553340654103	0.1867589152170274	0.18434575716483273	0.00242083837904088	0.002973337330620037
11.2192837233145	0.1856365235777328	0.18345208031967475	0.00243647988608114	0.002981887357442602
11.3832333812259	0.1845261706963238	0.18259631966854292	0.00245134182795012	0.0029889893575117507
11.5471830391392	0.1834273223704612	0.18177103153156093	0.0024655391812522	0.0029959820218445933
11.7111326970462	0.182338964299383	0.18096647512344677	0.00247918896789596	0.003004864478520844
11.8750823549526	0.181259539312949	0.18019138229475798	0.00249239201378064	0.003015643846262538
12.0390320128612	0.180187548051194	0.17942284352744098	0.00250523430471106	0.003026321251780472
12.2029816707707	0.1791212749669044	0.17864839182133202	0.00251779687934772	0.0030348996145499354
12.3669313286804	0.1780587726237976	0.17789044535580567	0.00253016016777614	0.0030433829055314288
12.5308809865859	0.176997832523002	0.17716565034218268	0.00254240259305256	0.0030515473618721017
12.6948306444982	0.1759360505488096	0.17640938919476404	0.00255460429135908	0.0030601477826259407
12.8587803024109	0.1748706621705644	0.1757000101704045	0.0025668438245334	0.0030722856397772565
13.0227299603168	0.173798725359785	0.17493795177996946	0.00257920623677006	0.0030804122374512794
13.186679618226	0.172716724585598	0.1742205266228763	0.00259174789939694	0.0030909118023935635
13.3506292761366	0.1716219344916392	0.17343344392140694	0.0026045600459813	0.00310041880844801
13.5145789340457	0.1705096856072402	0.17269712421813363	0.00261764183765242	0.003110303196242349
13.6785285919536	0.169379069684388	0.1718618953954775	0.00263116243712878	0.00312022209209045
13.8424782498604	0.1682213474208686	0.1711343806070403	0.00264489092154828	0.003131687703410349
14.0064279077713	0.1670449811591968	0.1702533375717562	0.00265934391872874	0.003143006759471876
14.1703775656829	0.165824602002327	0.16943268588594562	0.00267332291515488	0.003154184437902067
14.3343272235869	0.1646098866264338	0.16855825709976538	0.0026888487005641	0.0031626122803465858
14.4982768814967	0.1633051208315936	0.1675371910256405	0.00270077438666908	0.0031721964127219083
14.6622265394092	0.1621305605246752	0.16665943908312914	0.00271698969274394	0.00318635382864425
14.8261761973179	0.1607153969910082	0.1655713600264707	0.00271770488714734	0.0032003199997404836
14.9901258552249	0.1598933869568426	0.16428447645701302	0.00272462329195218	0.0032181687889174236
15.1540755131362	0.1585957014185526	0.16309467579647963	0.00269625951582918	0.003245385236496064
15.3180251710476	0.1578111254703796	0.16148095332431303	0.00246095694552094	0.00329554165056052
