r_over_h	x	y	z	Ux_RANS_SST	Uy_RANS_SST	Uz_RANS_SST	Up_RANS_SST	Ux_LES	Uy_LES	Uz_LES	Up_LES	Ux_over_Ub_RANS_SST	Ux_over_Ub_LES	Up_over_Ub_RANS_SST	Up_over_Ub_LES
0.5826183793750297	0.0	0.0004119734069	0.0004119734069	46.1178346092847	2.47642967668001e-16	-1.81439522468345e-17	2.483067506906528e-16	45.3949020571264	0.158537076006667	0.16406644250229	0.22814864019779066	1.2298089229142586	1.2105307215233707	6.621513351750741e-18	0.006083963738607751
0.6229904601689609	0.0	0.000440520779	0.000440520779	45.506795283788	1.98791305154969e-16	-7.82841835520625e-17	2.1365017294546948e-16	44.9959014127333	0.18162992781101	0.192875533918885	0.2649347132052115	1.2135145409010133	1.1998907043395548	5.69733794521252e-18	0.007064925685472307
0.6596923517933793	0.0	0.00046647293545	0.00046647293545	44.8447607539987	1.66200586890245e-16	-1.17201147866143e-16	2.0336849348855245e-16	44.6314382610839	0.207959706177281	0.221547596550066	0.30385946904852557	1.1958602867732986	1.1901716869622374	5.423159826361399e-18	0.00810291917462735
0.6963942434177977	0.0	0.0004924250919	0.0004924250919	44.1827262242094	1.33609868625522e-16	-1.56118112180223e-16	2.0548591665816406e-16	44.2669751094345	0.234289484543552	0.250219659181247	0.34278483106529484	1.1782060326455839	1.18045266958492	5.479624444217708e-18	0.009140928828407863
0.7297595994399961	0.0	0.0005160179614	0.0005160179614	43.4795314255152	1.22416871716459e-16	-1.56186719287912e-16	1.984444047151872e-16	43.9407015725915	0.261793685162069	0.278717642605513	0.38238652943103396	1.1594541713470718	1.1717520419357734	5.2918507924049916e-18	0.010196974118160906
0.7631249554621948	0.0	0.0005396108309	0.0005396108309	42.776336626821	1.11223874807397e-16	-1.56255326395601e-16	1.917980118618734e-16	43.6144280357486	0.289297885780585	0.30721562602978	0.4219889898966394	1.14070231004856	1.1630514142866295	5.1146136496499575e-18	0.011253039730577051
0.7934570972555592	0.0	0.00056105889405	0.00056105889405	42.0344437633375	7.97610190164372e-17	-1.64771671136625e-16	1.8306152999386997e-16	43.3245767982095	0.316381327268092	0.334464712882323	0.46039525237275664	1.1209185003556668	1.1553220479522532	4.881640799836533e-18	0.012277206729940177
0.8237892390489241	0.0	0.0005825069572	0.0005825069572	41.2925508998539	4.82981632254774e-17	-1.73288015877648e-16	1.798928820653192e-16	43.0347255606704	0.343464768755599	0.361713799734867	0.4988034886555752	1.1011346906627706	1.1475926816178774	4.7971435217418455e-18	0.013301426364148673
0.8513639134386694	0.0	0.00060200519645	0.00060200519645	40.5193552252689	1.34778941126636e-17	-1.83037629823269e-16	1.8353317836574459e-16	42.7756947744402	0.368583730092789	0.385403566609887	0.5332821722547413	1.080516139340504	1.140685193985072	4.894218089753189e-18	0.0142208579267931
0.8789385878284147	0.0	0.0006215034357	0.0006215034357	39.7461595506838	-2.13423750001503e-17	-1.92787243768889e-16	1.939649925389942e-16	42.5166639882099	0.393702691429978	0.409093333484907	0.5677668225081506	1.0598975880182346	1.133777706352264	5.172399801039845e-18	0.015140448600217349
0.9040064736437025	0.0	0.00063922910775	0.00063922910775	38.9502224351296	-7.08761850985698e-17	-2.08823386555519e-16	2.2052355970880398e-16	42.2783696212833	0.414670994539545	0.427025714926757	0.5952335633355391	1.0386725982701226	1.127423189900888	5.880628258901439e-18	0.015872895022281043
0.9290743594589902	0.0	0.0006569547798	0.0006569547798	38.1542853195754	-1.20409995196989e-16	-2.24859529342149e-16	2.550693530773771e-16	42.0400752543567	0.435639297649113	0.444958096368607	0.6227112534555539	1.0174476085220108	1.121068673449512	6.8018494153967225e-18	0.016605633425481436
0.9518633465380841	0.0	0.0006730690271	0.0006730690271	37.34127157441	-1.38019180091323e-16	-1.99649429644139e-16	2.427121522097958e-16	41.807251298113	0.450426381739589	0.455484924054522	0.6405860140589799	0.9957672419842667	1.1148600346163466	6.472324058927888e-18	0.017082293708239462
0.9746523336171783	0.0	0.0006891832744	0.0006891832744	36.5282578292445	-1.55628364985656e-16	-1.74439329946129e-16	2.337718285426262e-16	41.5744273418693	0.465213465830066	0.466011751740438	0.6584759081012863	0.9740868754465201	1.1086513957831814	6.233915427803365e-18	0.017559357549367636
0.995369594630314	0.0	0.00070383259015	0.00070383259015	35.7016645132067	-1.43749037639367e-16	-1.11867603303483e-16	1.8214869335548248e-16	41.3264967323347	0.472087893017919	0.468941574795905	0.6654120372417089	0.9520443870188454	1.1020399128622587	4.8572984894795325e-18	0.01774432099311224
1.0160868556434497	0.0	0.0007184819059	0.0007184819059	34.8750711971688	-1.31869710293077e-16	-4.92958766608372e-17	1.4078247031694157e-16	41.0785661228	0.478962320205772	0.471871397851373	0.6723596658687262	0.930001898591168	1.0954284299413333	3.754199208451775e-18	0.0179295910898327
1.0349207292596139	0.0	0.00073179946565	0.00073179946565	34.0371180544659	-1.35822730996971e-16	-2.75233600172203e-18	1.3585061504808111e-16	40.7879925461847	0.4774715456963	0.467936392351356	0.6685383640722619	0.907656481452424	1.0876798012315918	3.62268306794883e-18	0.01782768970859365
1.053754602875778	0.0	0.0007451170254	0.0007451170254	33.1991649117629	-1.39775751700866e-16	4.37912046573924e-17	1.4647501619350575e-16	40.4974189695695	0.475980771186827	0.464001386851339	0.6647217324110688	0.8853110643136773	1.0799311725218534	3.90600043182682e-18	0.017725912864295167
1.0708763061631996	0.0	0.0007572238979	0.0007572238979	32.3512192530232	-1.51097832620633e-16	4.95939809205027e-17	1.5902867026481739e-16	40.1298337916211	0.467181047092658	0.454369327845325	0.6516974887547172	0.8626991800806187	1.070128901109896	4.2407645403951305e-18	0.017378599700125792
1.0879980094506216	0.0	0.0007693307704	0.0007693307704	31.5032735942836	-1.624199135404e-16	5.53967571836131e-17	1.7160719396613653e-16	39.7622486136727	0.458381322998488	0.444737268839311	0.6386741544547531	0.8400872958475626	1.0603266296979388	4.576191839096974e-18	0.017031310785460083
1.10356319428951	0.0	0.00078033701815	0.00078033701815	30.6460245624145	-1.52530262240827e-16	5.05295603165073e-17	1.6068203809086755e-16	39.2793793361001	0.444077432186378	0.430471821743981	0.6184745387587341	0.8172273216643866	1.0474501156293359	4.284854349089801e-18	0.016492654366899576
1.1191283791283981	0.0	0.0007913432659	0.0007913432659	29.7887755305453	-1.42640610941253e-16	4.56623634494015e-17	1.4977114316676341e-16	38.7965100585276	0.429773541374268	0.416206374648651	0.5982750564444024	0.7943673474812081	1.034573601560736	3.993897151113691e-18	0.015954001505184064
1.1332785471316102	0.0	0.00080134894565	0.00080134894565	28.9223229515476	-1.25229257018408e-16	4.64875008221805e-17	1.3357939416719454e-16	38.1593116326926	0.411364047692818	0.398620493372076	0.5728164430866282	0.7712619453746027	1.0175816435384692	3.5621171777918545e-18	0.015275105148976752
1.147428715134822	0.0	0.0008113546254	0.0008113546254	28.0558703725499	-1.07817903095563e-16	4.73126381949596e-17	1.1774203141143508e-16	37.5221132068577	0.392954554011369	0.381034612095501	0.5473578876138013	0.7481565432679974	1.0005896855162055	3.1397875043049353e-18	0.014596210336368036
1.160292504228651	0.0	0.0008204506979	0.0008204506979	27.1797712055238	-1.01433260434501e-16	4.3603507053547e-17	1.1040820689487728e-16	36.6962937970096	0.371627906642665	0.361246994450286	0.5182727968888338	0.7247938988139679	0.9785678345869228	2.944218850530061e-18	0.013820607917035568
1.1731562933224802	0.0	0.0008295467704	0.0008295467704	26.3036720384977	-9.50486177734379e-17	3.98943759121342e-17	1.0308152584270262e-16	35.8704743871614	0.350301259273961	0.341459376805071	0.48918859170776896	0.7014312543599387	0.9565459836576373	2.7488406891387365e-18	0.013045029112207172
1.1848506470891402	0.0	0.00083781592725	0.00083781592725	25.4170327838855	-8.79323407111954e-17	3.8902688129583e-17	9.6153604647238e-17	34.8358389415135	0.327267385742927	0.320086688121898	0.4577766154838569	0.6777875409036134	0.9289557051070267	2.5640961239263467e-18	0.01220737641290285
1.1965450008558007	0.0	0.0008460850841	0.0008460850841	24.5303935292732	-8.08160636489526e-17	3.79110003470317e-17	8.926634355133067e-17	33.8012034958655	0.304233512211893	0.298713999438725	0.4263661377425072	0.6541438274472854	0.9013654265564134	2.3804358280354846e-18	0.011369763673133526
1.2071762315270518	0.0	0.0008536024994	0.0008536024994	23.6324977518569	-7.33470040030104e-17	3.79087876546142e-17	8.256427300994211e-17	32.5614397569119	0.28059084284805	0.276290308163578	0.3937861798937388	0.6301999400495173	0.8683050601843174	2.2017139469317897e-18	0.01050096479716637
1.2178074621983028	0.0	0.0008611199147	0.0008611199147	22.7346019744406	-6.58779443570681e-17	3.79065749621965e-17	7.60053417733095e-17	31.3216760179582	0.256948173484206	0.253866616888432	0.36120717466192104	0.6062560526517493	0.8352446938122187	2.02680911395492e-18	0.009632191324317894
1.227472217341129	0.0	0.0008679539286	0.0008679539286	21.8256279523486	-5.92910644434285e-17	4.11214607102915e-17	7.215542151344442e-17	29.9090886471359	0.233590051375075	0.231231375479944	0.3286826145505068	0.5820167453959627	0.7975756972569573	1.924144573691851e-18	0.008764869721346848
1.2371369724839554	0.0	0.0008747879425	0.0008747879425	20.9166539302566	-5.27041845297889e-17	4.43363464583865e-17	6.887265556248083e-17	28.4965012763136	0.210231929265944	0.208596134071456	0.29615842252490093	0.557777438140176	0.7599067007016961	1.836604148332822e-18	0.007897557933997358
1.2459231135100315	0.0	0.0008810006824	0.0008810006824	19.9978763935206	-4.67170637226225e-17	4.44526800759087e-17	6.448662503802367e-17	26.9686313996491	0.188002941663042	0.186845220389692	0.2650589414760984	0.5332767038272159	0.7191635039906427	1.7196433343472979e-18	0.007068238439362624
1.2547092545361083	0.0	0.0008872134223	0.0008872134223	19.0790988567845	-4.0729942915456e-17	4.45690136934307e-17	6.037652881295444e-17	25.4407615229846	0.16577395406014	0.165094306707929	0.23395968445889376	0.5087759695142534	0.6784203072795894	1.6100407683454519e-18	0.006238924918903834
1.262696655520331	0.0	0.0008928613677	0.0008928613677	18.1527495340375	-3.60199537572278e-17	3.8797607733742e-17	5.294045177871215e-17	23.8697870447414	0.14558610541458	0.145334647374048	0.20571211392896646	0.4840733209076667	0.6365276545264373	1.4117453807656574e-18	0.005485656371439105
1.2706840565045536	0.0	0.0008985093131	0.0008985093131	17.2264002112905	-3.13099645989997e-17	3.30262017740529e-17	4.550872319469169e-17	22.2988125664981	0.12539825676902	0.125574988040167	0.17746492730113508	0.45937067230108	0.5946350017732827	1.213565951858445e-18	0.004732398061363602
1.2779453301008612	0.0	0.0009036438089	0.0009036438089	16.2983052333398	-2.45950996622352e-17	3.17055139944754e-17	4.012678089567063e-17	20.757587317483	0.108097267284226	0.10867567843688	0.15328216555761973	0.43462147288906133	0.5535356617995467	1.0700474905512169e-18	0.004087524414869859
1.285206603697169	0.0	0.0009087783047	0.0009087783047	15.3702102553892	-1.78802347254706e-17	3.03848262148983e-17	3.5255360698020037e-17	19.2163620684679	0.0907962777994334	0.0917763688335939	0.12910021664781104	0.4098722734770453	0.5124363218258107	9.40142951947201e-19	0.0034426724439416277
1.2918077615055659	0.0	0.00091344602815	0.00091344602815	14.441090610926	-1.54303222316238e-17	2.7088774717144e-17	3.1175255569889456e-17	17.7226246070618	0.0749524464965438	0.0762724029187757	0.1069361897713834	0.38509574962469334	0.4726033228549813	8.313401485303855e-19	0.002851631727236891
1.2984089193139627	0.0	0.0009181137516	0.0009181137516	13.5306763034432	-1.51049483923901e-17	2.23530233170803e-17	2.697808587262454e-17	16.3154252816182	0.063005634842735	0.064617264667322	0.09025021282536015	0.3608180347584853	0.4350780075098187	7.194156232699878e-19	0.002406672342009604
1.3044099718606226	0.0	0.00092235713655	0.00092235713655	12.6162021622834	-1.35257517487072e-17	1.79301637828268e-17	2.245966904579517e-17	14.9486378558517	0.0509857240989333	0.0528144356793034	0.07340918660505526	0.3364320576608907	0.39863034282271204	5.989245078878713e-19	0.00195757830946814
1.3104110244072826	0.0	0.0009266005215	0.0009266005215	11.727987676465	-1.21151456927119e-17	1.50277520066418e-17	1.9303110773364027e-17	13.6792610171829	0.042077761991298	0.0440678264572728	0.06093038144361674	0.31274633803906665	0.36478029379154403	5.147496206230407e-19	0.0016248101718297798
1.315866526748141	0.0	0.0009304581442	0.0009304581442	10.8406232778632	-8.42903779605872e-18	1.15225416802333e-17	1.427647172588872e-17	12.4648200209083	0.0334733965064905	0.0355539622333905	0.048831879998358536	0.2890832874096853	0.33239520055755467	3.807059126903659e-19	0.0013021834666228943
1.3213220290889993	0.0	0.0009343157669	0.0009343157669	9.99193041131595	-6.6814729614678e-18	7.36111906358441e-18	9.941235074330107e-18	11.3499162680552	0.0272110148143688	0.0293366229645615	0.04001345741363317	0.266451477635092	0.30266443381480534	2.6509960198213616e-19	0.001067025531030218
1.3262815766330283	0.0	0.0009378226966	0.0009378226966	9.15540628738309	-4.81399881249908e-18	2.34394006115647e-18	5.3543103736183196e-18	10.2950937718588	0.0213460005839624	0.0234626480820405	0.03171982969614121	0.2441441676635491	0.2745358339162347	1.427816099631552e-19	0.0008458621252304323
1.3312411241770572	0.0	0.0009413296263	0.0009413296263	8.37080921781654	-4.89212715817526e-18	-2.49651109720957e-18	5.492310605769349e-18	9.3354851888658	0.0171505568640858	0.0192271158266792	0.025764774087128697	0.22322157914177437	0.248946271703088	1.464616161538493e-19	0.0006870606423234319
1.3357498038203923	0.0	0.00094451774425	0.00094451774425	7.61053386539934	-4.52494926923856e-18	-6.44871654081968e-18	7.8778874651155e-18	8.43452585899556	0.013298556116503	0.0152989023919177	0.020270866019516887	0.2029475697439824	0.22492068957321493	2.1007699906974666e-19	0.0005405564271871169
1.3402584834637274	0.0	0.0009477058622	0.0009477058622	6.91105790978534	-5.59436475854083e-18	-9.74002280417087e-18	1.123231771618717e-17	7.62077175580009	0.0105874528449864	0.0124929142657433	0.016375807296009043	0.18429487759427574	0.20322058015466907	2.995284724316579e-19	0.00043668819456024115
1.3443572830752042	0.0	0.0009506041512	0.0009506041512	6.24414242791651	-6.83989306920641e-18	-1.30896156018998e-17	1.4768959807775108e-17	6.86071533708774	0.00812399818015823	0.00991359172085456	0.012817123204487437	0.16651046474444028	0.1829524089890064	3.938389282073362e-19	0.000341789952119665
1.3484560826866812	0.0	0.0009535024402	0.0009535024402	5.64000337443136	-9.43800480699012e-18	-1.62707724972494e-17	1.8809943444731992e-17	6.1780825127728	0.00641533103683762	0.00808021860320297	0.010317286706676298	0.15040008998483625	0.16474886700727467	5.015984918595198e-19	0.00027512764551136795
1.3521822641773729	0.0	0.0009561372484	0.0009561372484	5.07080615893126	-1.13896167986484e-17	-1.88610454564603e-17	2.2033211443879795e-17	5.54256814200939	0.00486626574983804	0.00639709448454468	0.008037621550697616	0.1352214975715003	0.1478018171202504	5.875523051701279e-19	0.00021433657468526975
1.3559084456680646	0.0	0.0009587720566	0.0009587720566	4.56059987587732	-1.40181108008532e-17	-2.10058351587123e-17	2.525376291050486e-17	4.97456164632555	0.00380768107033426	0.00520312367758687	0.006447552336945158	0.12161599669006186	0.132654977235348	6.734336776134629e-19	0.0001719347289852042
1.3592958834125883	0.0	0.0009611673368	0.0009611673368	4.08327826988671	-1.56275325965732e-17	-2.19699823270962e-17	2.6961081182138768e-17	4.44681659149809	0.00284614704495884	0.00410498175365927	0.0049951404584259165	0.10888742053031228	0.1185817757732824	7.189621648570338e-19	0.00013320374555802445
1.362683321157112	0.0	0.000963562617	0.000963562617	3.65833691547065	-1.72509367366118e-17	-2.22108392113488e-17	2.8123232331347904e-17	3.97720970177692	0.00219982996140709	0.00332606741056387	0.003987728210236923	0.09755565107921733	0.10605892538071786	7.499528621692775e-19	0.00010633941893965128
1.365762809938631	0.0	0.0009657401444	0.0009657401444	3.26217295194022	-1.80850121519521e-17	-2.14813304926753e-17	2.808051324801235e-17	3.54134648422622	0.00161109175781354	0.00260886792815498	0.0030662368660379744	0.08699127871840587	0.09443590624603253	7.488136866136627e-19	8.176631642767932e-05
1.3688422987201503	0.0	0.0009679176718	0.0009679176718	2.91124733584232	-1.9388818774901e-17	-2.09375814283633e-17	2.853609310251313e-17	3.1552180066025	0.00122349399123026	0.00210023260086294	0.0024306201933465585	0.07763326228912854	0.08413914684273333	7.609624827336834e-19	6.481653848924156e-05
1.3716418340275027	0.0	0.0009698972422	0.0009698972422	2.58456986413137	-2.03208072741228e-17	-2.00752226412636e-17	2.8564834541238724e-17	2.79702073032056	0.000870298694300411	0.00163321424106705	0.001850623833880138	0.0689218630435032	0.07458721947521493	7.617289210996993e-19	4.9349968903470345e-05
1.374441369334855	0.0	0.0009718768126	0.0009718768126	2.29653312688636	-2.12056070530248e-17	-1.91349697327329e-17	2.856264758666289e-17	2.48120623316205	0.000644214447544181	0.00130252058602779	0.0014531249538325436	0.061240883383636265	0.066165499550988	7.616706023110104e-19	3.874999876886783e-05
1.3769864014967304	0.0	0.0009736764221	0.0009736764221	2.02852386946854	-2.13930399754592e-17	-1.77160302016305e-17	2.777624678563825e-17	2.18828099244701	0.000438950514164046	0.00100124395640808	0.0010932369432692008	0.0540939698524944	0.058354159798586935	7.406999142836867e-19	2.9152985153845357e-05
1.3795314336586058	0.0	0.0009754760316	0.0009754760316	1.79341155709083	-2.14775362407538e-17	-1.61773878268125e-17	2.6888518737037083e-17	1.93137968853803	0.000312644588002728	0.000788658115045465	0.0008483679984738118	0.0478243081890888	0.05150345836101414	7.170271663209889e-19	2.2623146625968315e-05
1.381845099138174	0.0	0.00097711204015	0.00097711204015	1.57463858545659	-2.09989892361548e-17	-1.45300911868068e-17	2.5535878658018915e-17	1.69307510847007	0.000198927585966022	0.000597404275926876	0.0006296539155393096	0.041990362278842404	0.04514866955920187	6.809567642138377e-19	1.6790771081048255e-05
1.3841587646177425	0.0	0.0009787480487	0.0009787480487	1.38386579680509	-2.05188004701338e-17	-1.29179322342952e-17	2.42465285338542e-17	1.48538350469465	0.000132972945268612	0.000463282831671858	0.0004819883673858783	0.0369030879148024	0.039610226791857335	6.46574094236112e-19	1.2853023130290088e-05
1.386262096942606	0.0	0.00098023532925	0.00098023532925	1.20629244407096	-1.96632968986806e-17	-1.13332419520349e-17	2.2695541810431093e-17	1.29266434313891	7.43919092321636e-05	0.00034464962080299	0.0003525868932317979	0.03216779850855893	0.034471049150370935	6.052144482781625e-19	9.402317152847944e-06
1.38836542926747	0.0	0.0009817226098	0.0009817226098	1.05257036278289	-1.8865470843811e-17	-9.84356788783582e-18	2.1279140464810026e-17	1.12594233093307	4.35086041638678e-05	0.000262143475777713	0.00026572956276844423	0.02806854300754373	0.03002512882488187	5.674437457282673e-19	7.0861216738251795e-06
1.390277549594942	0.0	0.00098307468305	0.00098307468305	0.909404270983267	-1.77596503388159e-17	-8.41788017914755e-18	1.9653648182143915e-17	0.971169536446972	1.66016786670904e-05	0.000190682360439227	0.00019140370507709774	0.02425078055955379	0.02589785430525259	5.240972848571711e-19	5.104098802055939e-06
1.3921896699224139	0.0	0.0009844267563	0.0009844267563	0.786578517292906	-1.67050658690424e-17	-7.07178873215255e-18	1.814027071356007e-17	0.838483681981964	4.81462771788641e-06	0.000141537512735585	0.0001416193777399044	0.020975427127810826	0.022359564852852374	4.837405523616018e-19	3.776516739730784e-06
1.3939279610584954	0.0	0.00098565591375	0.00098565591375	0.672095631134851	-1.53460198801581e-17	-5.79443314927794e-18	1.6403529549571296e-17	0.715202660284503	-5.18093864112614e-06	0.000100014777911315	0.00010014887880477135	0.017922550163596028	0.019072070940920078	4.374274546552345e-19	2.670636768127236e-06
1.3956662521945773	0.0	0.0009868850712	0.0009868850712	0.574982365829238	-1.40781897087086e-17	-4.58757356687037e-18	1.48067976519515e-17	0.610700962197655	-7.64531880115835e-06	7.18711939278987e-05	7.227668653302369e-05	0.01533286308877968	0.016285358991937466	3.9484793738537338e-19	1.9273783075472986e-06
1.3972465169151689	0.0	0.0009880024871	0.0009880024871	0.484365813406862	-1.26223092105092e-17	-3.51450689352186e-18	1.31024596358973e-17	0.513546870575957	-9.6113292917875e-06	4.88251030833969e-05	4.9762117537937495e-05	0.012916421690849654	0.013694583215358854	3.4939892362392804e-19	1.3269898010116665e-06
1.3988267816357602	0.0	0.000989119903	0.000989119903	0.408606200279667	-1.13177787638135e-17	-2.5326731307484e-18	1.159769586313776e-17	0.432371091405607	-8.36581991858356e-06	3.35171694979565e-05	3.4545442449980505e-05	0.01089616534079112	0.011529895770816185	3.092718896836736e-19	9.212117986661468e-07
1.4002633858757811	0.0	0.0009901357356	0.0009901357356	0.337807934972296	-9.91254316891309e-18	-1.70589268539523e-18	1.005825938866415e-17	0.356782873373473	-7.31004332318e-06	2.14534736362799e-05	2.2664692021938555e-05	0.009008211599261226	0.009514209956625946	2.6822025036437736e-19	6.043917872516948e-07
1.4016999901158018	0.0	0.0009911515682	0.0009911515682	0.279743888497304	-8.68412689400214e-18	-9.64540906200533e-19	8.737528201434625e-18	0.294847842198785	-5.28362878813833e-06	1.3688962378441e-05	1.4673255404620243e-05	0.007459837026594774	0.007862609125300934	2.3300075203825663e-19	3.912868107898732e-07
1.4030059939960788	0.0	0.0009920750524	0.0009920750524	0.225367966191834	-7.41243291493509e-18	-3.76144892113987e-19	7.421970540111066e-18	0.23705596985246	-3.71042509068204e-06	7.89921358017154e-06	8.727246389252989e-06	0.00600981243178224	0.006321492529398933	1.9791921440296176e-19	2.3272657038007972e-07
1.4043119978763563	0.0	0.0009929985366	0.0009929985366	0.181937548577253	-6.32206876599573e-18	1.36706014083354e-19	6.323546632726395e-18	0.190961539978023	-2.15189188244861e-06	4.36786873250596e-06	4.869180212125183e-06	0.00485166796206008	0.00509230773274728	1.686279102060372e-19	1.2984480565667155e-07
1.4054992741440104	0.0	0.0009938380677	0.0009938380677	0.141142308736563	-5.22129788654429e-18	4.82721159389564e-19	5.2435647547974725e-18	0.147810190053486	-1.05914701690616e-06	1.96189302321896e-06	2.229532829535472e-06	0.00376379489964168	0.00394160506809296	1.3982839346126592e-19	5.945420878761259e-08
1.4066865504116641	0.0	0.0009946775988	0.0009946775988	0.109792786650209	-4.31198360090871e-18	7.61953500825777e-19	4.3787870137660615e-18	0.114708530421909	-2.6664439250719e-07	6.50619781754106e-07	7.031396251565467e-07	0.0029278076440055734	0.00305889414458424	1.167676537004283e-19	1.8750390004174576e-08
1.4077658924860244	0.0	0.0009954408089	0.0009954408089	0.0802096920700654	-3.38768736048792e-18	8.62104756663922e-19	3.495661634636878e-18	0.0835615437217553	1.76225187503723e-07	-7.63053928995036e-08	1.920360114568878e-07	0.0021389251218684106	0.0022283078325801412	9.321764359031676e-20	5.120960305517008e-09
1.4088452345603846	0.0	0.000996204019	0.000996204019	0.058827501004394	-2.66560074630721e-18	9.20931491809123e-19	2.820202501828429e-18	0.0610886287659743	3.71671319157536e-07	-3.54305413263378e-07	5.134899174784604e-07	0.0015687333601171734	0.0016290301004259812	7.520540004875811e-20	1.3693064466092278e-08
1.4098264546086996	0.0	0.00099689784635	0.00099689784635	0.0384958193667765	-1.88578031128492e-18	7.92937121788877e-19	2.0457068855387566e-18	0.0398266452926614	3.71497162359206e-07	-3.76385612073995e-07	5.288442782306131e-07	0.00102655518311404	0.0010620438744709708	5.455218361436684e-20	1.4102514086149682e-08
1.410807674657015	0.0	0.0009975916737	0.0009975916737	0.0253562638735555	-1.33371487223406e-18	6.77418783853446e-19	1.4958915632945448e-18	0.0261224014444788	2.88648721234682e-07	-2.95135051608442e-07	4.128229438371066e-07	0.0006761670366281467	0.0006965973718527681	3.9890441687854526e-20	1.1008611835656176e-08
1.4116996928313306	0.0	0.0009982224258	0.0009982224258	0.0126762512190583	-7.05308276025464e-19	4.00608431702825e-19	8.111392480834651e-19	0.0129659379134528	1.50276054737112e-07	-1.5173897002306e-07	2.1355937734272073e-07	0.0003380333658415547	0.00034575834435874133	2.1630379948892403e-20	5.6949167291392194e-09
1.4125917110056458	0.0	0.0009988531779	0.0009988531779	0.00643011513573031	-3.68723748455685e-19	2.39662923868289e-19	4.397675746940747e-19	0.0065033531653621	6.46646024864532e-08	-6.54263530847975e-08	9.198977384855123e-08	0.00017146973695280826	0.00017342275107632267	1.1727135325175324e-20	2.453060635961366e-09
