# Residuals   
# Time        	Ux            	Uz            	p             	k             	omega         
0             	N/A	N/A	N/A	N/A
42            	5.264909e-03	2.878033e-02	6.859905e-02	6.806841e-03	3.192380e-04
43            	5.504747e-03	3.035828e-02	7.078758e-02	7.374225e-03	3.166390e-04
44            	5.780794e-03	3.215411e-02	7.093529e-02	7.950140e-03	3.163931e-04
45            	6.134191e-03	3.362179e-02	7.344624e-02	8.457428e-03	3.205330e-04
46            	6.335341e-03	3.597408e-02	7.353178e-02	9.054924e-03	3.237694e-04
47            	6.685274e-03	3.761973e-02	7.530816e-02	9.675745e-03	3.215888e-04
48            	6.830938e-03	3.981797e-02	7.539583e-02	1.016685e-02	3.230209e-04
49            	6.934470e-03	4.209258e-02	7.920597e-02	1.042787e-02	3.209642e-04
50            	6.936396e-03	4.335888e-02	8.031551e-02	1.059857e-02	3.203910e-04
51            	6.781778e-03	4.344740e-02	8.033652e-02	1.057370e-02	3.224040e-04
52            	6.593113e-03	4.280074e-02	8.317630e-02	1.022632e-02	3.256976e-04
53            	6.334711e-03	4.212794e-02	8.417246e-02	9.908591e-03	3.178125e-04
54            	6.093182e-03	4.079302e-02	8.453569e-02	9.880595e-03	3.088438e-04
55            	5.876482e-03	3.912799e-02	8.365517e-02	9.908602e-03	3.032972e-04
56            	5.665047e-03	3.714660e-02	8.138978e-02	9.907925e-03	2.974049e-04
57            	5.494202e-03	3.524602e-02	7.910738e-02	9.922833e-03	2.915487e-04
58            	5.285345e-03	3.342643e-02	7.714465e-02	9.969479e-03	2.849813e-04
59            	5.114108e-03	3.169475e-02	7.454724e-02	1.006217e-02	2.752496e-04
60            	4.988150e-03	2.961351e-02	7.792313e-02	1.026700e-02	2.768486e-04
61            	4.906413e-03	2.811245e-02	7.139807e-02	1.049070e-02	2.711838e-04
62            	4.764160e-03	2.655081e-02	7.104875e-02	1.078847e-02	2.706805e-04
63            	4.642518e-03	2.524965e-02	6.930130e-02	1.115532e-02	2.690858e-04
64            	4.605868e-03	2.428912e-02	6.782564e-02	1.150937e-02	2.676813e-04
65            	4.571815e-03	2.356660e-02	6.851127e-02	1.192564e-02	2.668261e-04
66            	4.548504e-03	2.290605e-02	6.810565e-02	1.230863e-02	2.694597e-04
67            	4.591179e-03	2.262831e-02	6.833179e-02	1.270319e-02	2.720610e-04
68            	4.660420e-03	2.245622e-02	6.839102e-02	1.314124e-02	2.741590e-04
69            	4.744020e-03	2.247265e-02	6.986539e-02	1.354419e-02	2.756373e-04
70            	4.836627e-03	2.262697e-02	7.114290e-02	1.386678e-02	2.757216e-04
71            	4.970539e-03	2.294268e-02	7.197798e-02	1.408892e-02	2.766157e-04
72            	5.097290e-03	2.335445e-02	7.234030e-02	1.418810e-02	2.774184e-04
73            	5.248040e-03	2.398657e-02	7.197072e-02	1.408849e-02	2.802286e-04
74            	5.375166e-03	2.470849e-02	7.232929e-02	1.393436e-02	2.829329e-04
75            	5.545317e-03	2.589557e-02	7.156406e-02	1.376983e-02	2.843308e-04
76            	5.704472e-03	2.728693e-02	7.054149e-02	1.361578e-02	2.841336e-04
77            	5.860663e-03	2.873716e-02	6.809888e-02	1.342524e-02	2.835005e-04
78            	6.045081e-03	3.043279e-02	6.481906e-02	1.316962e-02	2.816014e-04
79            	6.135795e-03	3.183616e-02	6.272619e-02	1.294017e-02	2.808849e-04
80            	6.174008e-03	3.299394e-02	6.189451e-02	1.271541e-02	2.806933e-04
81            	6.130461e-03	3.374867e-02	6.143268e-02	1.246065e-02	2.795587e-04
82            	6.003794e-03	3.416076e-02	6.120897e-02	1.222130e-02	2.750577e-04
83            	5.782516e-03	3.401514e-02	6.029310e-02	1.209278e-02	2.702944e-04
84            	5.551317e-03	3.359703e-02	5.913497e-02	1.211047e-02	2.643541e-04
85            	5.298492e-03	3.270730e-02	5.751004e-02	1.215376e-02	2.577790e-04
86            	5.104576e-03	3.159370e-02	5.556524e-02	1.232070e-02	2.508069e-04
87            	4.915815e-03	3.028858e-02	5.307228e-02	1.252176e-02	2.431104e-04
88            	4.698433e-03	2.866537e-02	5.092933e-02	1.271792e-02	2.341137e-04
89            	4.463943e-03	2.704203e-02	4.790392e-02	1.284826e-02	2.247893e-04
90            	4.243384e-03	2.555246e-02	4.511918e-02	1.296094e-02	2.157421e-04
91            	4.005026e-03	2.431948e-02	4.229239e-02	1.305244e-02	2.059430e-04
92            	3.790441e-03	2.360633e-02	4.059120e-02	1.314639e-02	1.969338e-04
93            	3.599935e-03	2.275874e-02	3.847017e-02	1.321639e-02	1.904761e-04
94            	3.423236e-03	2.197907e-02	3.635122e-02	1.326944e-02	1.816837e-04
95            	3.244236e-03	2.117635e-02	3.431317e-02	1.329962e-02	1.756326e-04
96            	3.073180e-03	2.038823e-02	3.299699e-02	1.332753e-02	1.687027e-04
97            	2.915742e-03	1.973072e-02	3.211900e-02	1.335290e-02	1.616845e-04
98            	2.786641e-03	1.924146e-02	3.111102e-02	1.338857e-02	1.571150e-04
99            	2.708645e-03	1.899808e-02	2.998100e-02	1.340793e-02	1.549485e-04
100           	2.681063e-03	1.895242e-02	2.944736e-02	1.343797e-02	1.540989e-04
101           	2.687617e-03	1.907630e-02	2.968751e-02	1.347442e-02	1.548152e-04
102           	2.724977e-03	1.926569e-02	3.144102e-02	1.360627e-02	1.619368e-04
103           	2.750680e-03	1.996393e-02	3.268827e-02	1.388975e-02	1.756927e-04
104           	2.834486e-03	2.003754e-02	3.351228e-02	1.423134e-02	1.907724e-04
105           	2.923115e-03	1.995547e-02	3.448766e-02	1.458545e-02	2.037611e-04
106           	3.018530e-03	1.966516e-02	3.549055e-02	1.484808e-02	2.131727e-04
107           	3.110246e-03	1.927322e-02	3.447275e-02	1.494250e-02	2.184729e-04
108           	3.078224e-03	1.870513e-02	3.341413e-02	1.468008e-02	2.173543e-04
109           	3.016953e-03	1.844717e-02	3.190333e-02	1.416871e-02	2.115729e-04
110           	2.897835e-03	1.823156e-02	3.251677e-02	1.353553e-02	2.013778e-04
111           	2.784492e-03	1.780077e-02	3.165463e-02	1.287114e-02	1.883715e-04
112           	2.664648e-03	1.710703e-02	2.981065e-02	1.224410e-02	1.773853e-04
113           	2.529366e-03	1.655794e-02	2.834262e-02	1.167465e-02	1.699031e-04
114           	2.409874e-03	1.584292e-02	2.690716e-02	1.142210e-02	1.623250e-04
115           	2.338972e-03	1.490671e-02	2.614069e-02	1.129770e-02	1.552822e-04
116           	2.332327e-03	1.390488e-02	2.521047e-02	1.126773e-02	1.500600e-04
117           	2.395406e-03	1.302131e-02	2.426838e-02	1.127315e-02	1.459895e-04
118           	2.512184e-03	1.255746e-02	2.395636e-02	1.128704e-02	1.436731e-04
119           	2.676007e-03	1.265945e-02	2.434535e-02	1.129142e-02	1.424197e-04
120           	2.905854e-03	1.336744e-02	2.553337e-02	1.136492e-02	1.411552e-04
121           	3.175301e-03	1.475309e-02	2.723731e-02	1.149180e-02	1.402686e-04
122           	3.456422e-03	1.679687e-02	2.930320e-02	1.165591e-02	1.393490e-04
123           	3.753103e-03	1.913820e-02	3.112757e-02	1.188326e-02	1.366632e-04
124           	4.053028e-03	2.163815e-02	3.233905e-02	1.216048e-02	1.343938e-04
125           	4.386788e-03	2.428679e-02	3.249776e-02	1.241085e-02	1.329732e-04
126           	4.782798e-03	2.709960e-02	3.149318e-02	1.261701e-02	1.329545e-04
127           	5.187351e-03	3.000821e-02	3.213907e-02	1.281911e-02	1.367737e-04
128           	5.610175e-03	3.290377e-02	3.323649e-02	1.297048e-02	1.421230e-04
129           	6.036343e-03	3.585348e-02	3.435444e-02	1.311915e-02	1.486120e-04
130           	6.397492e-03	3.879798e-02	3.493908e-02	1.333367e-02	1.540617e-04
131           	6.633376e-03	4.159547e-02	3.591762e-02	1.359787e-02	1.601445e-04
132           	6.762706e-03	4.401116e-02	3.805161e-02	1.386620e-02	1.683844e-04
133           	6.757357e-03	4.584182e-02	4.177395e-02	1.403782e-02	1.741166e-04
134           	6.615842e-03	4.704815e-02	4.596773e-02	1.406660e-02	1.760547e-04
135           	6.389052e-03	4.768168e-02	4.929659e-02	1.397025e-02	1.753019e-04
136           	6.134637e-03	4.770543e-02	5.232304e-02	1.371102e-02	1.742868e-04
137           	5.828657e-03	4.709560e-02	5.640245e-02	1.335736e-02	1.674686e-04
138           	5.507203e-03	4.595744e-02	6.072488e-02	1.292402e-02	1.581756e-04
139           	5.163390e-03	4.439382e-02	6.189214e-02	1.249851e-02	1.504547e-04
140           	4.814789e-03	4.259000e-02	6.134800e-02	1.217234e-02	1.411493e-04
141           	4.510010e-03	4.065415e-02	6.086759e-02	1.195921e-02	1.326871e-04
142           	4.223794e-03	3.865671e-02	6.188541e-02	1.185277e-02	1.250083e-04
143           	3.952760e-03	3.688486e-02	6.640852e-02	1.173354e-02	1.173156e-04
144           	3.706809e-03	3.547202e-02	7.367801e-02	1.159264e-02	1.105581e-04
145           	3.486898e-03	3.423310e-02	7.586479e-02	1.142486e-02	1.045491e-04
146           	3.273899e-03	3.304834e-02	7.008752e-02	1.124586e-02	9.899718e-05
147           	3.074665e-03	3.197506e-02	5.970799e-02	1.106845e-02	9.455902e-05
148           	2.889619e-03	3.100484e-02	4.889282e-02	1.088376e-02	9.055227e-05
149           	2.715065e-03	3.005136e-02	4.005528e-02	1.066196e-02	8.890828e-05
150           	2.548698e-03	2.908685e-02	3.370075e-02	1.041947e-02	8.834291e-05
151           	2.396989e-03	2.809517e-02	2.829326e-02	1.015495e-02	8.866800e-05
152           	2.272465e-03	2.709856e-02	2.358258e-02	9.862298e-03	8.820448e-05
153           	2.171508e-03	2.608331e-02	1.962696e-02	9.560310e-03	8.781261e-05
154           	2.091447e-03	2.500598e-02	1.638500e-02	9.239611e-03	8.659493e-05
155           	2.026076e-03	2.393878e-02	1.384200e-02	8.912415e-03	8.522224e-05
156           	1.974905e-03	2.289012e-02	1.193368e-02	8.578397e-03	8.356034e-05
157           	1.932218e-03	2.188092e-02	1.044925e-02	8.245672e-03	8.180342e-05
158           	1.898207e-03	2.091298e-02	9.289420e-03	7.909033e-03	7.992363e-05
159           	1.871966e-03	2.001072e-02	8.388328e-03	7.591309e-03	7.803344e-05
160           	1.850206e-03	1.914712e-02	7.587027e-03	7.271069e-03	7.621568e-05
161           	1.832042e-03	1.833890e-02	6.981179e-03	6.962303e-03	7.408676e-05
162           	1.819020e-03	1.760702e-02	6.460497e-03	6.657555e-03	7.169466e-05
163           	1.814536e-03	1.694739e-02	6.024178e-03	6.378423e-03	6.951172e-05
164           	1.816282e-03	1.634740e-02	5.745239e-03	6.115037e-03	6.759439e-05
165           	1.817883e-03	1.579111e-02	5.424652e-03	5.855843e-03	6.593786e-05
166           	1.818137e-03	1.526153e-02	5.248951e-03	5.617422e-03	6.443564e-05
167           	1.816461e-03	1.475022e-02	5.058390e-03	5.404693e-03	6.326865e-05
168           	1.812673e-03	1.425099e-02	4.893782e-03	5.205490e-03	6.195660e-05
169           	1.806234e-03	1.376600e-02	4.818302e-03	5.027650e-03	6.085680e-05
170           	1.795394e-03	1.329146e-02	4.700745e-03	4.857901e-03	5.959251e-05
171           	1.779835e-03	1.282787e-02	4.645046e-03	4.706522e-03	5.841756e-05
172           	1.758700e-03	1.236767e-02	4.597096e-03	4.562196e-03	5.706108e-05
173           	1.731359e-03	1.190250e-02	4.555958e-03	4.425213e-03	5.579605e-05
174           	1.698073e-03	1.143914e-02	4.545237e-03	4.304266e-03	5.447663e-05
175           	1.657735e-03	1.098025e-02	4.624154e-03	4.187200e-03	5.316393e-05
176           	1.609888e-03	1.052953e-02	4.717133e-03	4.090547e-03	5.177654e-05
177           	1.557221e-03	1.011438e-02	4.835130e-03	4.008406e-03	5.051103e-05
178           	1.499633e-03	9.761402e-03	5.014675e-03	3.948598e-03	4.920645e-05
179           	1.443064e-03	9.499304e-03	5.262448e-03	3.911863e-03	4.787937e-05
180           	1.387161e-03	9.382772e-03	5.550246e-03	3.896849e-03	4.668652e-05
181           	1.340438e-03	9.503109e-03	5.869160e-03	3.913713e-03	4.548311e-05
182           	1.315877e-03	9.927629e-03	6.266290e-03	3.958460e-03	4.435935e-05
183           	1.325062e-03	1.067499e-02	6.735403e-03	4.024564e-03	4.341543e-05
184           	1.352151e-03	1.165888e-02	7.286704e-03	4.106992e-03	4.258887e-05
185           	1.395340e-03	1.283154e-02	7.906508e-03	4.207633e-03	4.177814e-05
186           	1.441612e-03	1.417257e-02	8.628549e-03	4.298529e-03	4.117858e-05
187           	1.486736e-03	1.554696e-02	9.435417e-03	4.390792e-03	4.054778e-05
188           	1.526013e-03	1.689316e-02	1.026519e-02	4.474932e-03	3.994680e-05
189           	1.555686e-03	1.815535e-02	1.096010e-02	4.535707e-03	3.936964e-05
190           	1.575009e-03	1.928248e-02	1.143315e-02	4.577986e-03	3.870099e-05
191           	1.588852e-03	2.023230e-02	1.181790e-02	4.589582e-03	3.789956e-05
192           	1.595480e-03	2.094697e-02	1.215896e-02	4.576440e-03	3.680098e-05
193           	1.593092e-03	2.135770e-02	1.237964e-02	4.521281e-03	3.546857e-05
194           	1.580523e-03	2.138891e-02	1.241425e-02	4.443888e-03	3.405056e-05
195           	1.557481e-03	2.097465e-02	1.216486e-02	4.331053e-03	3.268952e-05
196           	1.521859e-03	2.003135e-02	1.166009e-02	4.198838e-03	3.094130e-05
197           	1.468874e-03	1.859367e-02	1.055115e-02	4.058819e-03	2.919261e-05
198           	1.398692e-03	1.674285e-02	9.868562e-03	3.908026e-03	2.749411e-05
199           	1.315043e-03	1.475016e-02	9.416200e-03	3.756191e-03	2.586852e-05
200           	1.223806e-03	1.278947e-02	8.969880e-03	3.594675e-03	2.450174e-05
201           	1.133245e-03	1.100820e-02	8.431987e-03	3.416307e-03	2.319746e-05
202           	1.046726e-03	9.479622e-03	7.751204e-03	3.236450e-03	2.194782e-05
203           	9.655022e-04	8.233080e-03	6.884509e-03	3.052698e-03	2.088897e-05
204           	8.920996e-04	7.301216e-03	5.984393e-03	2.865864e-03	1.992450e-05
205           	8.305007e-04	6.661083e-03	5.102591e-03	2.677309e-03	1.908553e-05
206           	7.795428e-04	6.297467e-03	4.286829e-03	2.500846e-03	1.830716e-05
207           	7.389111e-04	6.093958e-03	3.610535e-03	2.332242e-03	1.765044e-05
208           	7.039978e-04	5.968223e-03	3.088305e-03	2.183272e-03	1.700350e-05
209           	6.704161e-04	5.859866e-03	2.721275e-03	2.049044e-03	1.641696e-05
210           	6.395787e-04	5.743926e-03	2.444485e-03	1.930406e-03	1.585223e-05
211           	6.116614e-04	5.600049e-03	2.222246e-03	1.830398e-03	1.539502e-05
212           	5.863201e-04	5.418612e-03	2.033147e-03	1.751903e-03	1.501458e-05
213           	5.644954e-04	5.212758e-03	1.851971e-03	1.686144e-03	1.471378e-05
214           	5.449659e-04	4.987314e-03	1.686698e-03	1.637430e-03	1.445351e-05
215           	5.275045e-04	4.748162e-03	1.553569e-03	1.599380e-03	1.419728e-05
216           	5.116569e-04	4.501330e-03	1.453914e-03	1.566366e-03	1.395661e-05
217           	4.977559e-04	4.257473e-03	1.380023e-03	1.537572e-03	1.369363e-05
218           	4.857041e-04	4.019599e-03	1.322171e-03	1.508932e-03	1.342964e-05
219           	4.757988e-04	3.791515e-03	1.278372e-03	1.481675e-03	1.318574e-05
220           	4.677880e-04	3.574610e-03	1.246076e-03	1.455301e-03	1.294570e-05
221           	4.618999e-04	3.376239e-03	1.221674e-03	1.430779e-03	1.270033e-05
222           	4.576099e-04	3.194927e-03	1.199782e-03	1.408377e-03	1.245840e-05
223           	4.551012e-04	3.030676e-03	1.182822e-03	1.387792e-03	1.222378e-05
224           	4.537764e-04	2.882094e-03	1.171034e-03	1.369529e-03	1.200103e-05
225           	4.525890e-04	2.747874e-03	1.160874e-03	1.353491e-03	1.178885e-05
226           	4.512274e-04	2.627025e-03	1.155021e-03	1.339662e-03	1.158940e-05
227           	4.497432e-04	2.518504e-03	1.151674e-03	1.327931e-03	1.139732e-05
228           	4.478757e-04	2.423949e-03	1.149642e-03	1.317764e-03	1.121274e-05
229           	4.454748e-04	2.341148e-03	1.148461e-03	1.308626e-03	1.103557e-05
230           	4.426886e-04	2.268838e-03	1.150523e-03	1.299754e-03	1.086986e-05
231           	4.395138e-04	2.206548e-03	1.155660e-03	1.290909e-03	1.071443e-05
232           	4.359527e-04	2.153550e-03	1.161028e-03	1.282234e-03	1.057343e-05
233           	4.318612e-04	2.109988e-03	1.168207e-03	1.273717e-03	1.044152e-05
234           	4.273139e-04	2.075942e-03	1.177109e-03	1.265470e-03	1.031916e-05
235           	4.223434e-04	2.052365e-03	1.184662e-03	1.257453e-03	1.021074e-05
236           	4.169009e-04	2.040507e-03	1.192991e-03	1.249736e-03	1.009892e-05
237           	4.111034e-04	2.032337e-03	1.201727e-03	1.242471e-03	9.993421e-06
238           	4.051828e-04	2.018724e-03	1.208200e-03	1.235481e-03	9.896430e-06
239           	3.990201e-04	1.999257e-03	1.211378e-03	1.228813e-03	9.801481e-06
240           	3.925033e-04	1.972998e-03	1.216039e-03	1.222482e-03	9.722333e-06
241           	3.856472e-04	1.938709e-03	1.217274e-03	1.216508e-03	9.634896e-06
242           	3.785773e-04	1.897886e-03	1.217811e-03	1.210842e-03	9.551070e-06
243           	3.712532e-04	1.850444e-03	1.213334e-03	1.204870e-03	9.466923e-06
244           	3.637742e-04	1.797476e-03	1.206368e-03	1.198571e-03	9.376697e-06
245           	3.561690e-04	1.739828e-03	1.196501e-03	1.191742e-03	9.284947e-06
246           	3.484727e-04	1.678558e-03	1.182409e-03	1.184102e-03	9.185926e-06
247           	3.407659e-04	1.615295e-03	1.165395e-03	1.175525e-03	9.088710e-06
248           	3.330664e-04	1.552802e-03	1.149291e-03	1.166268e-03	8.986734e-06
249           	3.253915e-04	1.494053e-03	1.131018e-03	1.156155e-03	8.888268e-06
250           	3.178282e-04	1.439903e-03	1.112314e-03	1.145231e-03	8.782078e-06
251           	3.103601e-04	1.390305e-03	1.092807e-03	1.133364e-03	8.677764e-06
252           	3.030189e-04	1.347091e-03	1.072971e-03	1.120675e-03	8.572647e-06
253           	2.957748e-04	1.305848e-03	1.055684e-03	1.107343e-03	8.460643e-06
254           	2.886652e-04	1.265760e-03	1.043908e-03	1.093622e-03	8.348224e-06
255           	2.816754e-04	1.229056e-03	1.031927e-03	1.079572e-03	8.239868e-06
256           	2.748032e-04	1.196170e-03	1.020827e-03	1.065256e-03	8.134486e-06
257           	2.681008e-04	1.168195e-03	1.011342e-03	1.050564e-03	8.027471e-06
258           	2.615238e-04	1.142355e-03	1.003171e-03	1.035674e-03	7.917028e-06
259           	2.550744e-04	1.119506e-03	9.962849e-04	1.020583e-03	7.807495e-06
260           	2.487602e-04	1.097308e-03	9.909264e-04	1.005346e-03	7.704794e-06
261           	2.425934e-04	1.077727e-03	9.844086e-04	9.899029e-04	7.603165e-06
262           	2.365719e-04	1.059027e-03	9.759307e-04	9.743996e-04	7.502701e-06
263           	2.306535e-04	1.042980e-03	9.687709e-04	9.589341e-04	7.400896e-06
264           	2.248620e-04	1.028313e-03	9.622874e-04	9.433366e-04	7.304291e-06
265           	2.191850e-04	1.016864e-03	9.539562e-04	9.277118e-04	7.208367e-06
266           	2.135940e-04	1.007027e-03	9.389915e-04	9.120342e-04	7.108544e-06
267           	2.081094e-04	9.989523e-04	9.222653e-04	8.963802e-04	7.015856e-06
268           	2.027011e-04	9.928455e-04	9.090986e-04	8.808560e-04	6.917872e-06
269           	1.974052e-04	9.881320e-04	8.971389e-04	8.652622e-04	6.826714e-06
270           	1.921663e-04	9.846764e-04	8.834057e-04	8.497490e-04	6.729161e-06
271           	1.870182e-04	9.815441e-04	8.674142e-04	8.342175e-04	6.637176e-06
272           	1.818935e-04	9.783551e-04	8.528590e-04	8.187174e-04	6.546650e-06
273           	1.768025e-04	9.752791e-04	8.401129e-04	8.032499e-04	6.459169e-06
274           	1.717671e-04	9.718225e-04	8.287591e-04	7.878328e-04	6.372254e-06
275           	1.667773e-04	9.676742e-04	8.184090e-04	7.724589e-04	6.288142e-06
276           	1.618083e-04	9.627528e-04	8.069585e-04	7.571158e-04	6.203622e-06
277           	1.568694e-04	9.567019e-04	7.969564e-04	7.417930e-04	6.122890e-06
278           	1.519695e-04	9.496271e-04	7.855942e-04	7.265410e-04	6.043033e-06
279           	1.472088e-04	9.413651e-04	7.724129e-04	7.113626e-04	5.963283e-06
280           	1.425470e-04	9.322172e-04	7.622045e-04	6.962474e-04	5.884994e-06
281           	1.379920e-04	9.222941e-04	7.529417e-04	6.812376e-04	5.808920e-06
282           	1.335943e-04	9.118288e-04	7.415200e-04	6.663757e-04	5.733038e-06
283           	1.293510e-04	9.014889e-04	7.305692e-04	6.515808e-04	5.661797e-06
284           	1.252734e-04	8.913180e-04	7.218612e-04	6.368742e-04	5.587102e-06
285           	1.214257e-04	8.821530e-04	7.129687e-04	6.222670e-04	5.518227e-06
286           	1.178435e-04	8.745894e-04	7.038407e-04	6.077170e-04	5.448303e-06
287           	1.145876e-04	8.691733e-04	6.958103e-04	5.932769e-04	5.382307e-06
288           	1.117386e-04	8.672563e-04	6.892327e-04	5.789305e-04	5.312611e-06
289           	1.093429e-04	8.692054e-04	6.833343e-04	5.646513e-04	5.246883e-06
290           	1.074400e-04	8.746261e-04	6.777972e-04	5.504491e-04	5.182578e-06
291           	1.059816e-04	8.824245e-04	6.710690e-04	5.363425e-04	5.117772e-06
292           	1.049462e-04	8.926982e-04	6.668243e-04	5.223146e-04	5.056084e-06
293           	1.043071e-04	9.055039e-04	6.646030e-04	5.083725e-04	4.992583e-06
294           	1.040933e-04	9.205637e-04	6.643174e-04	4.944433e-04	4.933482e-06
295           	1.043507e-04	9.380037e-04	6.604973e-04	4.805619e-04	4.875488e-06
296           	1.050622e-04	9.582129e-04	6.561314e-04	4.668797e-04	4.818245e-06
297           	1.062328e-04	9.811496e-04	6.533024e-04	4.533661e-04	4.763879e-06
298           	1.078385e-04	1.006614e-03	6.564279e-04	4.401206e-04	4.707000e-06
299           	1.098753e-04	1.034242e-03	6.585697e-04	4.272571e-04	4.657492e-06
300           	1.123435e-04	1.064248e-03	6.598661e-04	4.148263e-04	4.609986e-06
301           	1.152970e-04	1.096328e-03	6.608728e-04	4.027917e-04	4.563865e-06
302           	1.186849e-04	1.130947e-03	6.639715e-04	3.910906e-04	4.519098e-06
303           	1.224426e-04	1.167340e-03	6.688331e-04	3.796092e-04	4.474370e-06
304           	1.265497e-04	1.205644e-03	6.768661e-04	3.683359e-04	4.436562e-06
305           	1.309444e-04	1.245809e-03	6.812637e-04	3.572628e-04	4.400662e-06
306           	1.355803e-04	1.287610e-03	6.875255e-04	3.463976e-04	4.365409e-06
307           	1.404539e-04	1.331283e-03	6.971882e-04	3.358719e-04	4.334134e-06
308           	1.455811e-04	1.376406e-03	7.082899e-04	3.257136e-04	4.311107e-06
309           	1.509504e-04	1.422809e-03	7.185841e-04	3.160458e-04	4.288666e-06
310           	1.565259e-04	1.470474e-03	7.248951e-04	3.072983e-04	4.272636e-06
311           	1.623006e-04	1.518424e-03	7.367682e-04	2.994299e-04	4.265086e-06
312           	1.682447e-04	1.567106e-03	7.538185e-04	2.930028e-04	4.258867e-06
313           	1.743742e-04	1.615922e-03	7.709565e-04	2.877674e-04	4.253885e-06
314           	1.806464e-04	1.665151e-03	7.869038e-04	2.844904e-04	4.255612e-06
315           	1.870457e-04	1.714595e-03	8.039507e-04	2.828829e-04	4.267216e-06
316           	1.935531e-04	1.764826e-03	8.260956e-04	2.834336e-04	4.269990e-06
317           	2.001929e-04	1.815298e-03	8.454110e-04	2.855343e-04	4.281913e-06
318           	2.069455e-04	1.865735e-03	8.688826e-04	2.890167e-04	4.322320e-06
319           	2.138015e-04	1.916004e-03	8.973664e-04	2.938704e-04	4.333577e-06
320           	2.206708e-04	1.965804e-03	9.177345e-04	3.002515e-04	4.365782e-06
321           	2.276383e-04	2.015078e-03	9.442190e-04	3.080170e-04	4.402099e-06
322           	2.346529e-04	2.064539e-03	9.754096e-04	3.172728e-04	4.445371e-06
323           	2.417185e-04	2.113589e-03	1.005247e-03	3.278320e-04	4.501399e-06
