x,y,um,vm,wm,pm,uu,vv,ww,uv,
1.18778,0.305671,0,0,0,-0.0812196,0,0,0,0,
1.20906,0.289857,0,0,0,-0.0808025,0,0,0,0,
1.23044,0.274176,0,0,0,-0.0801656,0,0,0,0,
1.25194,0.258666,0,0,0,-0.0798069,0,0,0,0,
1.27355,0.243307,0,0,0,-0.0790985,0,0,0,0,
1.29529,0.228139,0,0,0,-0.0787621,0,0,0,0,
1.31722,0.213232,0,0,0,-0.0778487,0,0,0,0,
1.33941,0.198739,0,0,0,-0.0778486,0,0,0,0,
1.36169,0.184363,0,0,0,-0.0767885,0,0,0,0,
1.38406,0.170153,0,0,0,-0.0760547,0,0,0,0,
1.40677,0.156467,0,0,0,-0.0756125,0,0,0,0,
1.4297,0.14317,0,0,0,-0.0749041,0,0,0,0,
1.45288,0.130318,0,0,0,-0.0744425,0,0,0,0,
1.47633,0.117947,0,0,0,-0.0737585,0,0,0,0,
1.50001,0.106037,0,0,0,-0.0732734,0,0,0,0,
1.52394,0.0946402,0,0,0,-0.0727351,0,0,0,0,
1.54813,0.0838004,0,0,0,-0.0724369,0,0,0,0,
1.57255,0.073505,0,0,0,-0.0720133,0,0,0,0,
1.5972,0.0637827,0,0,0,-0.071624,0,0,0,0,
1.6221,0.0546828,0,0,0,-0.0712648,0,0,0,0,
1.6472,0.0462011,0,0,0,-0.0709129,0,0,0,0,
1.67252,0.0383481,0,0,0,-0.0705943,0,0,0,0,
1.69802,0.0311615,0,0,0,-0.0703462,0,0,0,0,
1.72372,0.0246913,0,0,0,-0.0701184,0,0,0,0,
1.74959,0.0189574,0,0,0,-0.0698452,0,0,0,0,
1.77561,0.0139469,0,0,0,-0.0696575,0,0,0,0,
1.80176,0.00965802,0,0,0,-0.0693992,0,0,0,0,
1.82802,0.00612176,0,0,0,-0.0690432,0,0,0,0,
1.85438,0.00342789,0,0,0,-0.0688366,0,0,0,0,
1.88081,0.0015696,0,0,0,-0.0687581,0,0,0,0,
1.90728,0.000514706,0,0,0,-0.0687553,0,0,0,0,
1.93377,0.000123636,0,0,0,-0.0688805,0,0,0,0,
1.96026,3.98552e-05,0,0,0,-0.0687988,0,0,0,0,
1.98675,1.32851e-05,0,0,0,-0.0684083,0,0,0,0,
2.0129,0,0,0,0,-0.0677854,0,0,0,0,
2.03915,0,0,0,0,-0.0671548,0,0,0,0,
2.06632,0,0,0,0,-0.0662104,0,0,0,0,
2.09443,0,0,0,0,-0.0649684,0,0,0,0,
2.12349,0,0,0,0,-0.0635619,0,0,0,0,
2.15354,0,0,0,0,-0.062093,0,0,0,0,
2.18458,0,0,0,0,-0.060296,0,0,0,0,
2.21664,0,0,0,0,-0.0584603,0,0,0,0,
2.24974,0,0,0,0,-0.0561712,0,0,0,0,
2.2839,0,0,0,0,-0.0536937,0,0,0,0,
2.31912,0,0,0,0,-0.0511696,0,0,0,0,
2.35543,0,0,0,0,-0.0488445,0,0,0,0,
2.39285,0,0,0,0,-0.0460748,0,0,0,0,
2.43138,0,0,0,0,-0.0427783,0,0,0,0,
2.47103,0,0,0,0,-0.0395823,0,0,0,0,
2.51183,0,0,0,0,-0.0357307,0,0,0,0,
2.55377,0,0,0,0,-0.0320563,0,0,0,0,
2.59687,0,0,0,0,-0.0278823,0,0,0,0,
2.64112,0,0,0,0,-0.0238094,0,0,0,0,
2.68653,0,0,0,0,-0.0194871,0,0,0,0,
2.73311,0,0,0,0,-0.0150596,0,0,0,0,
2.78085,0,0,0,0,-0.0102538,0,0,0,0,
2.82975,0,0,0,0,-0.00562878,0,0,0,0,
2.8798,0,0,0,0,-0.00050963,0,0,0,0,
2.93099,0,0,0,0,0.00476912,0,0,0,0,
2.98331,0,0,0,0,0.0102056,0,0,0,0,
3.03675,0,0,0,0,0.0159223,0,0,0,0,
3.0913,0,0,0,0,0.0216991,0,0,0,0,
3.14692,0,0,0,0,0.0276957,0,0,0,0,
3.2036,0,0,0,0,0.0323536,0,0,0,0,
3.26132,0,0,0,0,0.0382551,0,0,0,0,
3.32004,0,0,0,0,0.0437628,0,0,0,0,
3.37974,0,0,0,0,0.0488167,0,0,0,0,
3.44038,0,0,0,0,0.0535144,0,0,0,0,
3.50191,0,0,0,0,0.0591051,0,0,0,0,
3.56431,0,0,0,0,0.0641626,0,0,0,0,
3.62753,0,0,0,0,0.0694183,0,0,0,0,
3.69153,0,0,0,0,0.0745206,0,0,0,0,
3.75624,0,0,0,0,0.0794384,0,0,0,0,
3.82164,0,0,0,0,0.0839985,0,0,0,0,
3.88765,0,0,0,0,0.0891984,0,0,0,0,
3.95423,0,0,0,0,0.0937927,0,0,0,0,
4.02132,0,0,0,0,0.0984234,0,0,0,0,
4.08885,0,0,0,0,0.102961,0,0,0,0,
4.15678,0,0,0,0,0.106948,0,0,0,0,
4.22503,0,0,0,0,0.110907,0,0,0,0,
4.29354,0,0,0,0,0.114899,0,0,0,0,
4.36225,0,0,0,0,0.118859,0,0,0,0,
4.43109,0,0,0,0,0.122166,0,0,0,0,
4.5,0,0,0,0,0.125027,0,0,0,0,
4.56891,0,0,0,0,0.128219,0,0,0,0,
4.63775,0,0,0,0,0.13149,0,0,0,0,
4.70646,0,0,0,0,0.134319,0,0,0,0,
4.77497,0,0,0,0,0.137463,0,0,0,0,
4.84322,0,0,0,0,0.139624,0,0,0,0,
4.91115,0,0,0,0,0.142605,0,0,0,0,
4.97868,0,0,0,0,0.14504,0,0,0,0,
5.04577,0,0,0,0,0.147825,0,0,0,0,
5.11235,0,0,0,0,0.150665,0,0,0,0,
5.17836,0,0,0,0,0.152828,0,0,0,0,
5.24376,0,0,0,0,0.154743,0,0,0,0,
5.30847,0,0,0,0,0.157211,0,0,0,0,
5.37247,0,0,0,0,0.159393,0,0,0,0,
5.43569,0,0,0,0,0.161097,0,0,0,0,
5.49809,0,0,0,0,0.162787,0,0,0,0,
5.55962,0,0,0,0,0.164661,0,0,0,0,
5.62026,0,0,0,0,0.166708,0,0,0,0,
5.67996,0,0,0,0,0.168569,0,0,0,0,
5.73868,0,0,0,0,0.170574,0,0,0,0,
5.7964,0,0,0,0,0.172624,0,0,0,0,
5.85308,0,0,0,0,0.174638,0,0,0,0,
5.9087,0,0,0,0,0.177007,0,0,0,0,
5.96325,0,0,0,0,0.179171,0,0,0,0,
6.01669,0,0,0,0,0.181237,0,0,0,0,
6.06901,0,0,0,0,0.183136,0,0,0,0,
6.1202,0,0,0,0,0.185053,0,0,0,0,
6.17025,0,0,0,0,0.18694,0,0,0,0,
6.21915,0,0,0,0,0.18842,0,0,0,0,
6.26689,0,0,0,0,0.189976,0,0,0,0,
6.31347,0,0,0,0,0.191519,0,0,0,0,
6.35888,0,0,0,0,0.19315,0,0,0,0,
6.40313,0,0,0,0,0.195112,0,0,0,0,
6.44623,0,0,0,0,0.196472,0,0,0,0,
6.48817,0,0,0,0,0.197884,0,0,0,0,
6.52897,0,0,0,0,0.199368,0,0,0,0,
6.56862,0,0,0,0,0.201004,0,0,0,0,
6.60715,0,0,0,0,0.202461,0,0,0,0,
6.64457,0,0,0,0,0.203732,0,0,0,0,
6.68088,0,0,0,0,0.205088,0,0,0,0,
6.7161,0,0,0,0,0.20661,0,0,0,0,
6.75026,0,0,0,0,0.208238,0,0,0,0,
6.78336,0,0,0,0,0.209868,0,0,0,0,
6.81542,0,0,0,0,0.211462,0,0,0,0,
6.84646,0,0,0,0,0.213059,0,0,0,0,
6.87651,0,0,0,0,0.214511,0,0,0,0,
6.90557,0,0,0,0,0.21592,0,0,0,0,
6.93368,0,0,0,0,0.217205,0,0,0,0,
6.96085,0,0,0,0,0.218567,0,0,0,0,
6.9871,0,0,0,0,0.219879,0,0,0,0,
7.01325,1.32852e-05,0,0,0,0.221261,0,0,0,0,
7.03974,3.98562e-05,0,0,0,0.22266,0,0,0,0,
7.06623,0.000123641,0,0,0,0.224196,0,0,0,0,
7.09272,0.000514679,0,0,0,0.225911,0,0,0,0,
7.11919,0.00156949,0,0,0,0.227819,0,0,0,0,
7.14562,0.00342765,0,0,0,0.229484,0,0,0,0,
7.17198,0.00612131,0,0,0,0.231216,0,0,0,0,
7.19824,0.00965745,0,0,0,0.232744,0,0,0,0,
7.22439,0.0139463,0,0,0,0.234354,0,0,0,0,
7.25041,0.0189567,0,0,0,0.235849,0,0,0,0,
7.27628,0.0246905,0,0,0,0.237453,0,0,0,0,
7.30197,0.0311606,0,0,0,0.238843,0,0,0,0,
7.32748,0.038347,0,0,0,0.24016,0,0,0,0,
7.35279,0.0462001,0,0,0,0.241371,0,0,0,0,
7.3779,0.0546818,0,0,0,0.242547,0,0,0,0,
7.40279,0.0637814,0,0,0,0.243647,0,0,0,0,
7.42745,0.0735036,0,0,0,0.244517,0,0,0,0,
7.45187,0.0837987,0,0,0,0.245413,0,0,0,0,
7.47606,0.0946385,0,0,0,0.246168,0,0,0,0,
7.49999,0.106035,0,0,0,0.246972,0,0,0,0,
7.52367,0.117945,0,0,0,0.247384,0,0,0,0,
7.54711,0.130316,0,0,0,0.247875,0,0,0,0,
7.5703,0.143167,0,0,0,0.248102,0,0,0,0,
7.59323,0.156465,0,0,0,0.24824,0,0,0,0,
7.61593,0.170151,0,0,0,0.248313,0,0,0,0,
7.63831,0.184362,0,0,0,0.248275,0,0,0,0,
7.66059,0.198739,0,0,0,0.247544,0,0,0,0,
7.68278,0.213232,0,0,0,0.24791,0,0,0,0,
7.70471,0.228139,0,0,0,0.247132,0,0,0,0,
7.72645,0.243308,0,0,0,0.247044,0,0,0,0,
7.74806,0.258667,0,0,0,0.246237,0,0,0,0,
7.76956,0.274176,0,0,0,0.245879,0,0,0,0,
7.79094,0.289858,0,0,0,0.244807,0,0,0,0,
7.81222,0.305672,0,0,0,0.24389,0,0,0,0,
7.83342,0.321591,0,0,0,0.242816,0,0,0,0,
7.85454,0.337612,0,0,0,0.241181,0,0,0,0,
7.87561,0.35371,0,0,0,0.239397,0,0,0,0,
7.89663,0.369867,0,0,0,0.236644,0,0,0,0,
7.91767,0.385997,0,0,0,0.235266,0,0,0,0,
7.93844,0.402004,0,0,0,0.232516,0,0,0,0,
7.95892,0.417887,0,0,0,0.230474,0,0,0,0,
7.97944,0.43373,0,0,0,0.227603,0,0,0,0,
7.99993,0.449601,0,0,0,0.22526,0,0,0,0,
8.02043,0.465476,0,0,0,0.222014,0,0,0,0,
8.04089,0.481395,0,0,0,0.21932,0,0,0,0,
8.06128,0.497398,0,0,0,0.215483,0,0,0,0,
8.08165,0.513434,0,0,0,0.212374,0,0,0,0,
8.10198,0.529506,0,0,0,0.208431,0,0,0,0,
8.12228,0.545627,0,0,0,0.204787,0,0,0,0,
8.14253,0.561814,0,0,0,0.200191,0,0,0,0,
8.16272,0.578066,0,0,0,0.195779,0,0,0,0,
8.18279,0.59447,0,0,0,0.190639,0,0,0,0,
8.20283,0.610919,0,0,0,0.183641,0,0,0,0,
8.22291,0.627309,0,0,0,0.178646,0,0,0,0,
8.24286,0.643862,0,0,0,0.17193,0,0,0,0,
8.26269,0.660554,0,0,0,0.163131,0,0,0,0,
8.28254,0.677223,0,0,0,0.154968,0,0,0,0,
8.30237,0.693916,0,0,0,0.146117,0,0,0,0,
8.32215,0.710669,0,0,0,0.136161,0,0,0,0,
8.34183,0.727543,0,0,0,0.124976,0,0,0,0,
8.36147,0.744461,0,0,0,0.109734,0,0,0,0,
8.3812,0.761263,0,0,0,0.095017,0,0,0,0,
8.40106,0.777925,0,0,0,0.0787433,0,0,0,0,
8.42093,0.794578,0,0,0,0.062816,0,0,0,0,
8.44086,0.811143,0,0,0,0.0383877,0,0,0,0,
8.46103,0.827429,0,0,0,0.0194243,0,0,0,0,
8.48141,0.843445,0,0,0,-0.00726991,0,0,0,0,
8.5021,0.85906,0,0,0,-0.0307364,0,0,0,0,
8.52303,0.874364,0,0,0,-0.0550003,0,0,0,0,
8.54416,0.889369,0,0,0,-0.0890183,0,0,0,0,
8.56566,0.903855,0,0,0,-0.120262,0,0,0,0,
8.58755,0.917757,0,0,0,-0.157099,0,0,0,0,
8.60987,0.930948,0,0,0,-0.192993,0,0,0,0,
8.63268,0.943267,0,0,0,-0.230925,0,0,0,0,
8.65602,0.954566,0,0,0,-0.26155,0,0,0,0,
8.67986,0.964772,0,0,0,-0.291556,0,0,0,0,
8.70428,0.973494,0,0,0,-0.316591,0,0,0,0,
8.72918,0.980771,0,0,0,-0.310169,0,0,0,0,
8.7544,0.986798,0,0,0,-0.321011,0,0,0,0,
8.77997,0.991093,0,0,0,-0.308407,0,0,0,0,
8.80566,0.994597,0,0,0,-0.281292,0,0,0,0,
8.83144,0.997442,0,0,0,-0.284638,0,0,0,0,
8.85735,0.998604,0,0,0,-0.26597,0,0,0,0,
8.88329,0.99923,0,0,0,-0.250789,0,0,0,0,
8.90922,0.999878,0,0,0,-0.241192,0,0,0,0,
8.93515,1.00005,0,0,0,-0.230915,0,0,0,0,
8.96109,1.00003,0,0,0,-0.221573,0,0,0,0,
8.98703,1.00001,0,0,0,-0.213289,0,0,0,0,
9.01297,1.00001,0,0,0,-0.204188,0,0,0,0,
9.03891,1.00003,0,0,0,-0.196222,0,0,0,0,
9.05188,1.00004,0,0,0,-0.192238,0,0,0,0,
-0.0519012,1.00104,0,0,0,-0.22572,0,0,0,0,
-0.038926,1.00103,0.00100123,1.5682e-05,-3.32072e-05,-0.22085,0.00083062,4.84936e-07,0.000553003,-9.12519e-06,
-0.0129754,1.00101,-0.00159103,4.04388e-05,-2.941e-05,-0.212058,0.00101728,6.06241e-07,0.000662152,-1.1373e-05,
0.0129755,1.00101,-0.00101961,3.4147e-05,-3.99501e-05,-0.201545,0.00123437,6.48389e-07,0.000782692,-1.10097e-05,
0.0389264,1.00103,-0.00166191,4.63232e-05,-5.60955e-05,-0.192411,0.00137642,6.93076e-07,0.000889796,-1.14806e-05,
0.0648777,1.00105,0.000704154,2.24448e-05,-6.80011e-05,-0.181006,0.00155261,6.72511e-07,0.000989483,-1.10084e-05,
0.090828,1.00087,0.0033188,-1.59928e-05,-6.52459e-05,-0.171848,0.00159161,1.26902e-06,0.000996245,-3.28194e-05,
0.11677,1.00023,0.00236076,-5.84277e-05,-4.79036e-05,-0.162041,0.00146818,3.27984e-06,0.00100051,-6.32581e-05,
0.142713,0.999604,0.00492005,-6.94392e-05,-5.21379e-05,-0.152055,0.00168801,1.09595e-06,0.00108443,-3.14403e-05,
0.168631,0.998434,0.010303,-0.000790669,-4.86218e-05,-0.144332,0.00152734,1.00765e-05,0.000910707,-0.000121285,
0.194422,0.995582,-0.0017592,0.000299886,-2.04664e-05,-0.138639,0.000951711,2.19148e-05,0.000780023,-0.000143154,
0.220148,0.99207,-0.00288298,0.000333135,-1.69316e-05,-0.125897,0.00106522,1.98309e-05,0.000828025,-0.000144064,
0.245735,0.987764,-0.00365771,0.000760603,5.94718e-07,-0.121914,0.000886369,4.05838e-05,0.000718496,-0.000188905,
0.27097,0.981729,-0.00932408,0.00250755,2.4613e-05,-0.113623,0.000756128,5.89285e-05,0.000676623,-0.000210578,
0.29587,0.974444,-0.00864165,0.00269869,3.49229e-05,-0.109024,0.000735195,7.63719e-05,0.000641761,-0.000236575,
0.320285,0.965711,-0.00981733,0.003932,5.2975e-05,-0.104453,0.000677213,0.00011371,0.000579177,-0.000277236,
0.34413,0.955495,-0.00880124,0.00399789,8.2519e-05,-0.101073,0.000636341,0.000136125,0.00053435,-0.00029413,
0.367472,0.944184,-0.00829921,0.00426557,0.000112685,-0.0982295,0.000590194,0.000160093,0.000478593,-0.000307254,
0.390293,0.931854,-0.00715146,0.00404863,0.000119023,-0.0957199,0.000527205,0.000172479,0.000426762,-0.000301459,
0.412618,0.918651,-0.0064774,0.0039935,9.82771e-05,-0.0937134,0.000462363,0.000178345,0.000379181,-0.000287097,
0.434508,0.904738,-0.0054778,0.0035837,7.10316e-05,-0.0916244,0.000402256,0.000174352,0.00033969,-0.000264785,
0.456014,0.890241,-0.00489319,0.0033955,4.18356e-05,-0.0902748,0.000347662,0.000168761,0.000304397,-0.000242191,
0.477161,0.875225,-0.00411582,0.00298789,1.45654e-05,-0.0884734,0.000299553,0.000159299,0.000275604,-0.000218422,
0.498093,0.85991,-0.00353268,0.00260582,2.47787e-06,-0.0876466,0.000270064,0.000147467,0.00025175,-0.000199546,
0.518792,0.844283,-0.00337627,0.00261055,-8.87957e-06,-0.0863869,0.000238573,0.000143359,0.00022913,-0.000184922,
0.539182,0.828256,-0.00287429,0.00229673,-1.50535e-05,-0.0854741,0.000207578,0.000132934,0.000208542,-0.000166103,
0.559356,0.811959,-0.00274669,0.00224404,-2.22736e-05,-0.0845902,0.000187938,0.000125784,0.000190669,-0.000153742,
0.579302,0.795386,-0.00235614,0.00199218,-2.79621e-05,-0.0837048,0.000163585,0.000117213,0.000175725,-0.000138463,
0.599176,0.778725,-0.00213959,0.00178004,-3.85878e-05,-0.0830568,0.000150852,0.000104536,0.000165093,-0.000125569,
0.619042,0.762054,-0.00198036,0.00167882,-4.49638e-05,-0.0825024,0.000137195,9.86289e-05,0.000153923,-0.000116318,
0.638788,0.745243,-0.00190407,0.00163068,-4.54409e-05,-0.0820018,0.000126516,9.27931e-05,0.000143849,-0.000108345,
0.658436,0.728317,-0.0017469,0.00151634,-4.3111e-05,-0.0814619,0.000115495,8.70522e-05,0.000135252,-0.000100264,
0.678123,0.711436,-0.00163459,0.00138759,-4.69957e-05,-0.0811009,0.000111729,8.04529e-05,0.000129659,-9.4805e-05,
0.697913,0.694676,-0.0016057,0.00136057,-4.11121e-05,-0.0807419,0.000106822,7.66191e-05,0.000124721,-9.04638e-05,
0.717753,0.677975,-0.00156227,0.00130991,-3.7722e-05,-0.08044,0.000101934,7.15661e-05,0.000120445,-8.54059e-05,
0.737614,0.661298,-0.00157654,0.00132919,-4.30833e-05,-0.0801611,9.65882e-05,6.85632e-05,0.0001157,-8.13735e-05,
0.757457,0.6446,-0.00151455,0.0012752,-5.74694e-05,-0.0798407,9.09472e-05,6.44511e-05,0.000111637,-7.65571e-05,
0.777416,0.628042,-0.00143246,0.0011733,-6.80553e-05,-0.0796288,8.80636e-05,5.90241e-05,0.000108135,-7.20922e-05,
0.797508,0.611644,-0.00151825,0.00123772,-6.82189e-05,-0.0795455,8.67943e-05,5.75642e-05,0.000103201,-7.06802e-05,
0.817551,0.595188,-0.00155552,0.0012892,-6.12314e-05,-0.0793242,8.212e-05,5.63629e-05,9.86605e-05,-6.80296e-05,
0.837633,0.578778,-0.00151919,0.00122624,-5.50021e-05,-0.0792104,7.96257e-05,5.18231e-05,9.5257e-05,-6.4234e-05,
0.857839,0.56252,-0.00165178,0.0013279,-5.21495e-05,-0.0791722,7.78498e-05,5.02164e-05,9.18503e-05,-6.25213e-05,
0.878096,0.546326,-0.00172012,0.00137018,-5.06914e-05,-0.0790548,7.58114e-05,4.80575e-05,8.88827e-05,-6.03565e-05,
0.898405,0.530198,-0.00190196,0.00150875,-4.85075e-05,-0.0790754,7.3876e-05,4.63953e-05,8.61826e-05,-5.85417e-05,
0.918754,0.514119,-0.00201261,0.00158677,-5.27758e-05,-0.0789354,7.25597e-05,4.50843e-05,8.37191e-05,-5.71922e-05,
0.939131,0.498076,-0.00224744,0.00177019,-5.78914e-05,-0.079008,7.14975e-05,4.42653e-05,8.22629e-05,-5.62542e-05,
0.959535,0.482067,-0.00234116,0.00183218,-5.2589e-05,-0.0787815,7.00024e-05,4.28801e-05,8.12104e-05,-5.4785e-05,
0.980003,0.466141,-0.002584,0.00200169,-4.50191e-05,-0.0789465,6.91838e-05,4.14113e-05,7.973e-05,-5.35228e-05,
1.00051,0.450259,-0.00277058,0.00214888,-3.806e-05,-0.0786887,6.94893e-05,4.18029e-05,7.91758e-05,-5.38938e-05,
1.02101,0.43438,-0.00304485,0.00235712,-3.73731e-05,-0.0788536,6.81912e-05,4.07511e-05,7.78803e-05,-5.27122e-05,
1.04154,0.41853,-0.00323998,0.00249794,-4.37393e-05,-0.0785275,6.77278e-05,4.02561e-05,7.68831e-05,-5.22127e-05,
1.06204,0.402649,-0.00358536,0.00279837,-4.75366e-05,-0.0787179,6.77858e-05,4.1156e-05,7.64054e-05,-5.28157e-05,
1.0828,0.386644,-0.00395868,0.00301846,-4.78357e-05,-0.0782303,6.79757e-05,3.95279e-05,7.76968e-05,-5.18329e-05,
1.10382,0.370516,-0.00398683,0.00307589,-4.80129e-05,-0.0784208,6.37334e-05,3.78111e-05,7.27586e-05,-4.90876e-05,
1.12483,0.35437,-0.00451276,0.00345928,-5.33448e-05,-0.0779085,6.46686e-05,3.79785e-05,7.44789e-05,-4.95558e-05,
1.14588,0.338283,-0.00448334,0.00341776,-6.09723e-05,-0.0778411,6.3677e-05,3.69209e-05,7.47458e-05,-4.84849e-05,
1.16699,0.322273,-0.00487098,0.00367843,-7.23667e-05,-0.0774875,6.44372e-05,3.66852e-05,7.56103e-05,-4.86174e-05,
1.18818,0.306365,-0.00495603,0.00370252,-7.84313e-05,-0.0772546,6.41993e-05,3.57463e-05,7.65144e-05,-4.79025e-05,
1.20944,0.290563,-0.00530315,0.00392367,-7.24821e-05,-0.0769696,6.55458e-05,3.58026e-05,7.74122e-05,-4.84402e-05,
1.23081,0.274894,-0.00539447,0.00392663,-6.48907e-05,-0.0765755,6.58915e-05,3.48313e-05,7.94534e-05,-4.79043e-05,
1.2523,0.259397,-0.00575595,0.0041178,-6.17866e-05,-0.0763685,6.76985e-05,3.45465e-05,8.13969e-05,-4.83578e-05,
1.27389,0.244049,-0.0058523,0.0041364,-6.54395e-05,-0.0758017,6.75427e-05,3.36457e-05,8.37169e-05,-4.7668e-05,
1.29562,0.228894,-0.00615242,0.00423968,-7.19839e-05,-0.0756215,6.90878e-05,3.26997e-05,8.57534e-05,-4.75274e-05,
1.31753,0.214001,-0.00611467,0.00410468,-7.83172e-05,-0.0749013,6.77701e-05,3.04518e-05,8.88231e-05,-4.54247e-05,
1.33971,0.199518,-0.00661632,0.00420657,-7.97034e-05,-0.0750019,7.3877e-05,2.97502e-05,9.09668e-05,-4.68775e-05,
1.36197,0.185155,-0.00699613,0.00459072,-7.25335e-05,-0.0741265,7.85083e-05,3.36988e-05,9.65572e-05,-5.14317e-05,
1.38434,0.17096,-0.0066448,0.00408267,-6.83789e-05,-0.0736274,7.49461e-05,2.8187e-05,0.000100222,-4.59576e-05,
1.40703,0.157287,-0.00696246,0.00412139,-6.79033e-05,-0.07332,8.00156e-05,2.79248e-05,0.000103754,-4.72649e-05,
1.42994,0.144002,-0.00703752,0.00400171,-6.93034e-05,-0.07275,8.42596e-05,2.71352e-05,0.000109778,-4.7811e-05,
1.45311,0.131164,-0.00711174,0.00384621,-6.97745e-05,-0.0724463,8.79786e-05,2.56042e-05,0.000113757,-4.7456e-05,
1.47654,0.118805,-0.00731467,0.00377134,-6.70752e-05,-0.0719786,9.26891e-05,2.45096e-05,0.000119274,-4.76566e-05,
1.50021,0.106908,-0.00738219,0.00362578,-5.77642e-05,-0.071605,9.59713e-05,2.30166e-05,0.000123981,-4.69921e-05,
1.52412,0.0955231,-0.00746331,0.00345016,-4.83549e-05,-0.0711667,0.000100746,2.14034e-05,0.000129271,-4.6428e-05,
1.5483,0.0846947,-0.00757402,0.003295,-4.11612e-05,-0.0708552,0.000107397,2.01895e-05,0.000134672,-4.65558e-05,
1.5727,0.0744101,-0.00766722,0.00313631,-3.68791e-05,-0.070429,0.000114024,1.89504e-05,0.000140079,-4.64739e-05,
1.59734,0.0646984,-0.00766695,0.0029181,-3.53345e-05,-0.0700985,0.000121146,1.74227e-05,0.000146549,-4.59301e-05,
1.62222,0.0556083,-0.00774619,0.00272426,-3.85739e-05,-0.0697509,0.000130398,1.60033e-05,0.000152842,-4.56671e-05,
1.64731,0.0471359,-0.00775709,0.00252174,-4.05236e-05,-0.0694182,0.000138927,1.45524e-05,0.000159439,-4.49468e-05,
1.6726,0.0392921,-0.00774175,0.00229627,-3.70927e-05,-0.0690761,0.000146794,1.27882e-05,0.000166575,-4.33072e-05,
