x_mm,y_mm,z_mm
0.39,87.95,40.97
0.39,87.92,41.03
0.39,87.89,41.1
0.39,87.86,41.17
0.39,87.83,41.24
0.39,87.8,41.31
0.39,87.77,41.38
0.4,87.74,41.44
0.4,87.71,41.51
0.4,87.67,41.57
0.4,87.63,41.64
0.4,87.59,41.7
0.4,87.55,41.75
0.4,87.49,41.8
0.4,87.43,41.84
0.4,87.36,41.88
0.4,87.3,41.92
0.4,87.24,41.96
0.4,87.17,41.99
0.4,87.1,42.02
0.4,87.04,42.06
0.4,86.97,42.09
0.4,86.9,42.12
0.4,86.83,42.15
0.4,86.77,42.18
0.4,86.7,42.21
0.4,86.63,42.23
0.4,86.56,42.26
0.4,86.49,42.29
0.4,86.42,42.31
0.4,86.36,42.34
0.4,86.29,42.36
0.4,86.22,42.38
0.4,86.15,42.4
0.4,86.08,42.43
0.4,86.01,42.45
0.41,85.94,42.47
0.41,85.87,42.49
0.41,85.8,42.51
0.41,85.74,42.53
0.41,85.67,42.55
0.41,85.6,42.57
0.41,85.53,42.59
0.41,85.46,42.61
0.41,85.39,42.63
0.41,85.32,42.64
0.41,85.25,42.66
0.41,85.18,42.68
0.41,85.11,42.7
0.41,85.03,42.71
0.41,84.96,42.73
0.41,84.89,42.75
0.41,84.82,42.76
0.41,84.75,42.78
0.41,84.68,42.8
0.41,84.61,42.81
0.42,84.53,42.83
0.42,84.46,42.84
0.42,84.39,42.86
0.42,84.32,42.87
0.42,84.24,42.89
0.42,84.17,42.9
0.42,84.1,42.92
0.42,84.02,42.93
0.42,83.95,42.95
0.42,83.88,42.96
0.42,83.8,42.98
0.42,83.73,42.99
0.42,83.65,43.0
0.42,83.58,43.02
0.42,83.5,43.03
0.42,83.43,43.04
0.42,83.35,43.06
0.42,83.28,43.07
0.43,83.2,43.08
0.43,83.12,43.09
0.43,83.05,43.11
0.43,82.97,43.12
0.43,82.9,43.13
