x_mm,y_mm,z_mm,U,V,W,urms,vrms,wrms,uv,uw,uuu,vvv,www,uuv,uuw,uvv,uww
-123.0,180.0,343.0,43.51,-13.1,-7.7,0.339,0.585,0.299,-0.063,-0.013,-0.012,-0.011,0.008,0.005,0.008,0.004,-0.006
-123.0,180.0,353.0,43.75,-10.68,-7.0,0.342,0.593,0.259,-0.064,-0.011,-0.017,-0.02,0.009,-0.004,0.007,0.004,-0.005
-123.0,180.0,363.0,43.87,-8.97,-6.34,0.339,0.57,0.263,-0.065,-0.01,-0.018,-0.023,0.008,0.004,0.01,0.009,-0.005
-123.0,180.0,373.0,43.93,-7.67,-5.74,0.344,0.565,0.264,-0.065,-0.009,-0.023,-0.057,0.007,-0.003,0.009,0.008,-0.004
-123.0,180.0,388.0,43.92,-6.34,-5.01,0.343,0.577,0.243,-0.066,-0.011,-0.02,-0.041,0.011,-0.003,0.01,0.007,-0.005
-103.0,180.0,308.0,43.04,-34.33,-2.85,4.013,4.194,4.84,-5.723,0.534,11.018,78.819,-72.101,31.559,-16.553,-42.54,-0.642
-103.0,180.0,310.0,38.81,-33.45,-1.83,5.978,4.227,6.741,0.794,11.099,-100.555,30.631,-253.104,19.428,-100.477,-11.035,-130.253
-103.0,180.0,313.0,32.42,-34.53,-6.99,3.986,2.275,4.336,-1.025,-4.899,-40.307,0.391,65.447,0.787,17.308,-3.29,-17.28
-103.0,180.0,318.0,40.38,-26.24,-7.91,1.003,1.033,1.289,-0.167,-0.252,-1.824,-0.249,2.499,0.031,1.112,-0.309,-1.214
-103.0,180.0,323.0,41.68,-21.28,-7.89,0.374,0.696,0.519,-0.068,0.011,-0.006,-0.006,0.067,-0.039,0.013,0.008,-0.011
-103.0,180.0,333.0,42.52,-15.58,-7.41,0.318,0.618,0.31,-0.075,-0.012,-0.022,-0.037,0.008,-0.014,0.008,0.002,-0.008
-103.0,180.0,343.0,42.88,-12.45,-6.97,0.306,0.601,0.268,-0.068,-0.011,-0.012,-0.032,0.01,-0.005,0.007,0.008,-0.005
-103.0,180.0,353.0,43.06,-10.37,-6.55,0.306,0.584,0.265,-0.06,-0.01,-0.01,-0.032,0.009,-0.003,0.005,0.004,-0.003
-103.0,180.0,363.0,43.15,-8.87,-6.09,0.318,0.574,0.266,-0.06,-0.012,-0.006,-0.025,0.009,0.013,0.009,0.0,-0.005
-103.0,180.0,373.0,43.27,-7.74,-5.67,0.319,0.565,0.263,-0.052,-0.01,-0.011,-0.052,0.007,0.004,0.008,0.014,-0.004
-103.0,180.0,388.0,43.33,-6.45,-5.04,0.33,0.573,0.241,-0.054,-0.008,-0.024,-0.036,0.009,0.014,0.005,0.007,-0.005
-83.0,180.0,300.0,45.42,-35.58,7.23,3.857,3.013,3.926,1.091,0.865,0.068,4.689,-26.645,-2.116,-4.477,0.327,-1.776
-83.0,180.0,303.0,41.44,-34.42,1.22,5.707,3.794,4.961,2.794,7.058,-80.845,15.738,-50.562,-7.04,-38.449,-18.356,-34.837
-83.0,180.0,308.0,35.49,-33.35,-0.6,3.07,2.105,3.37,-1.561,-1.536,-12.365,2.877,19.472,3.068,5.662,-4.351,-1.066
-83.0,180.0,313.0,40.64,-26.33,-5.02,1.071,1.04,1.319,-0.224,-0.281,-1.909,-0.07,2.591,0.046,1.139,-0.207,-1.159
-83.0,180.0,323.0,41.71,-18.45,-6.51,0.327,0.667,0.375,-0.079,-0.003,-0.009,-0.049,0.019,-0.023,0.006,0.011,-0.006
-83.0,180.0,333.0,42.13,-14.25,-6.6,0.324,0.607,0.295,-0.067,-0.01,-0.017,-0.056,0.012,-0.021,0.008,0.011,-0.005
-83.0,180.0,343.0,42.39,-11.79,-6.41,0.322,0.571,0.276,-0.064,-0.012,-0.022,-0.051,0.01,-0.01,0.008,0.016,-0.005
-83.0,180.0,353.0,42.52,-10.01,-6.13,0.309,0.57,0.265,-0.066,-0.011,-0.018,-0.047,0.009,-0.007,0.007,0.013,-0.004
-83.0,180.0,363.0,42.63,-8.74,-5.82,0.298,0.575,0.265,-0.061,-0.011,-0.019,-0.019,0.006,0.004,0.007,0.015,-0.004
-83.0,180.0,373.0,42.75,-7.68,-5.51,0.295,0.561,0.25,-0.06,-0.009,-0.016,-0.053,0.006,0.012,0.007,0.012,-0.003
-83.0,180.0,388.0,42.84,-6.49,-5.0,0.298,0.578,0.243,-0.059,-0.007,-0.015,-0.042,0.007,0.012,0.004,0.011,-0.002
-63.0,180.0,289.0,51.18,-7.76,13.95,3.388,5.06,2.872,-0.455,-1.979,-6.534,-24.883,4.277,-43.312,0.767,36.938,1.174
-63.0,180.0,291.0,49.39,-23.01,15.08,3.427,3.99,2.758,0.698,-2.219,1.549,7.709,-0.162,-6.654,-1.627,-3.565,0.904
-63.0,180.0,293.0,48.23,-29.86,12.65,3.376,3.254,2.985,1.624,-1.447,2.393,3.394,-6.273,2.261,-2.468,-0.913,0.715
-63.0,180.0,298.0,39.84,-30.6,4.67,6.0,4.483,4.902,7.523,6.53,-74.581,-5.546,-31.401,-19.995,-21.839,-35.267,-24.434
-63.0,180.0,303.0,36.8,-31.76,1.29,2.72,2.028,2.803,-1.359,-1.978,-12.953,4.345,14.863,2.776,5.958,-3.738,-5.935
-63.0,180.0,313.0,41.12,-21.68,-4.74,0.352,0.672,0.483,-0.086,0.009,-0.001,-0.005,0.069,-0.023,0.016,-0.002,-0.011
-63.0,180.0,323.0,41.43,-16.38,-5.78,0.309,0.617,0.334,-0.063,-0.006,-0.007,-0.03,0.007,-0.008,0.006,0.008,-0.005
-63.0,180.0,333.0,41.72,-13.29,-5.97,0.321,0.57,0.299,-0.057,-0.013,-0.01,-0.033,0.015,-0.001,0.007,0.007,-0.006
-63.0,180.0,343.0,41.93,-11.21,-5.93,0.323,0.555,0.279,-0.059,-0.011,-0.011,-0.036,0.009,-0.01,0.006,0.009,-0.004
-63.0,180.0,353.0,42.03,-9.69,-5.77,0.322,0.559,0.269,-0.06,-0.011,-0.012,-0.044,0.008,-0.007,0.005,0.01,-0.003
-63.0,180.0,363.0,42.17,-8.53,-5.52,0.326,0.574,0.26,-0.061,-0.011,-0.022,-0.045,0.006,-0.006,0.006,0.014,-0.003
-63.0,180.0,373.0,42.31,-7.57,-5.3,0.309,0.558,0.248,-0.058,-0.009,-0.016,-0.062,0.007,0.003,0.006,0.019,-0.004
-63.0,180.0,388.0,42.43,-6.46,-4.92,0.31,0.572,0.243,-0.058,-0.009,-0.019,-0.044,0.01,0.001,0.006,0.014,-0.004
-43.0,180.0,281.0,48.53,0.33,12.51,2.865,3.719,2.511,0.91,-1.601,0.29,-2.441,-0.452,3.548,-1.324,-2.512,0.578
-43.0,180.0,283.0,48.65,-10.79,14.35,2.851,3.506,2.455,0.656,-1.647,-0.432,6.729,-0.281,-1.073,-0.367,4.6,0.38
-43.0,180.0,288.0,46.24,-27.06,9.55,3.95,3.477,4.085,0.34,-0.562,1.665,-16.772,-66.951,-10.558,-23.354,-1.651,-9.907
-43.0,180.0,293.0,34.77,-30.19,6.8,4.696,4.446,3.995,5.842,1.0,1.489,35.845,-1.633,31.898,0.337,17.815,-4.521
-43.0,180.0,303.0,40.69,-25.02,-1.48,0.85,0.904,1.064,-0.201,-0.152,-1.072,0.027,1.723,0.09,0.71,-0.21,-0.702
-43.0,180.0,313.0,40.92,-18.7,-4.36,0.302,0.634,0.38,-0.066,-0.007,-0.009,-0.025,0.022,-0.015,0.007,0.004,-0.006
-43.0,180.0,323.0,41.12,-18.68,-5.24,0.292,0.635,0.289,-0.072,-0.008,-0.008,-0.02,0.008,-0.003,0.005,0.005,-0.005
-43.0,180.0,333.0,41.35,-12.38,-5.48,0.302,0.579,0.277,-0.058,-0.012,-0.005,-0.038,0.009,0.002,0.005,0.011,-0.004
-43.0,180.0,343.0,41.51,-10.69,-5.51,0.318,0.564,0.267,-0.059,-0.009,-0.01,-0.039,0.007,-0.004,0.007,0.013,-0.004
-43.0,180.0,353.0,41.62,-9.35,-5.41,0.311,0.552,0.262,-0.056,-0.011,-0.011,-0.041,0.006,0.003,0.006,0.007,-0.003
-43.0,180.0,363.0,41.77,-8.29,-5.28,0.319,0.574,0.255,-0.056,-0.01,-0.013,-0.041,0.006,0.003,0.006,0.006,-0.003
-43.0,180.0,373.0,41.9,-7.43,-5.15,0.321,0.555,0.245,-0.059,-0.01,-0.019,-0.06,0.009,-0.004,0.006,0.013,-0.005
-43.0,180.0,388.0,42.04,-6.35,-4.82,0.321,0.558,0.251,-0.051,-0.009,-0.011,-0.048,0.011,-0.008,0.007,0.014,-0.003
-23.0,180.0,271.0,45.55,8.81,8.14,2.603,2.998,2.042,-0.369,-0.715,-2.535,1.804,-1.749,-1.362,0.034,0.607,0.137
-23.0,180.0,273.0,46.11,2.86,10.99,2.565,3.206,2.115,-0.042,-1.002,-1.417,-5.382,-1.332,0.325,-0.541,-0.274,0.535
-23.0,180.0,278.0,46.1,-14.97,13.8,2.787,3.124,2.313,1.36,-0.991,-0.422,-2.347,-6.006,-0.644,-2.345,-0.316,1.125
-23.0,180.0,283.0,44.16,-24.91,9.04,4.706,3.462,3.981,2.348,2.477,-61.414,-22.157,-40.415,-14.817,-26.554,-12.399,-19.19
-23.0,180.0,293.0,38.31,-27.72,4.1,2.27,1.747,2.247,-1.441,-1.508,-10.196,3.685,10.035,2.782,5.213,-2.841,-4.955
-23.0,180.0,303.0,40.53,-20.95,-2.18,0.361,0.668,0.48,-0.086,0.002,-0.018,-0.022,0.052,-0.027,0.012,0.018,-0.01
-23.0,180.0,313.0,40.63,-16.48,-4.06,0.302,0.61,0.351,-0.067,-0.011,-0.016,-0.05,0.02,-0.006,0.005,0.014,-0.006
-23.0,180.0,323.0,40.83,-13.47,-4.82,0.29,0.549,0.291,-0.062,-0.012,-0.013,-0.057,0.016,-0.005,0.006,0.012,-0.004
-23.0,180.0,333.0,41.03,-11.55,-5.07,0.288,0.548,0.256,-0.063,-0.009,-0.011,-0.068,0.008,-0.002,0.005,0.014,-0.003
-23.0,180.0,343.0,41.14,-10.02,-5.13,0.292,0.552,0.257,-0.063,-0.009,-0.012,-0.068,0.007,-0.013,0.005,0.016,-0.003
-23.0,180.0,353.0,41.27,-8.89,-5.09,0.296,0.543,0.256,-0.068,-0.009,-0.007,-0.052,0.009,-0.013,0.005,0.015,-0.003
-23.0,180.0,363.0,41.44,-7.91,-5.05,0.308,0.551,0.255,-0.067,-0.009,-0.012,-0.079,0.009,-0.01,0.005,0.02,-0.003
-23.0,180.0,373.0,41.56,-7.12,-4.97,0.319,0.538,0.244,-0.067,-0.008,-0.011,-0.062,0.009,-0.001,0.004,0.012,-0.003
-23.0,180.0,388.0,41.71,-6.18,-4.72,0.311,0.562,0.257,-0.073,-0.007,-0.009,-0.071,0.012,-0.01,0.006,0.019,-0.004
-3.0,180.0,261.0,44.15,12.37,3.46,2.718,2.539,1.78,-0.32,-0.325,-2.951,-1.08,-0.502,-0.212,-0.483,0.793,-0.294
-3.0,180.0,263.0,44.14,9.63,6.42,2.686,2.72,1.761,0.096,-0.468,-2.178,-0.646,-0.619,0.094,-0.221,-1.618,-0.463
-3.0,180.0,268.0,44.71,-2.08,12.18,2.696,2.976,1.862,0.204,-0.879,-0.797,-4.308,-1.326,-0.696,-0.386,-0.031,-0.416
-3.0,180.0,273.0,45.44,-15.83,12.33,3.117,3.06,2.783,0.32,-1.707,2.989,-8.585,-21.041,-2.979,-6.529,1.237,0.783
-3.0,180.0,283.0,34.02,-26.12,9.93,3.871,4.08,3.284,3.872,-0.586,-13.206,26.038,6.062,20.087,2.642,17.714,-5.517
-3.0,180.0,293.0,40.19,-23.26,1.24,0.692,0.854,0.926,-0.201,-0.078,-0.414,0.086,1.478,0.135,0.412,-0.132,-0.401
-3.0,180.0,303.0,40.21,-18.27,-2.22,0.336,0.622,0.411,-0.073,-0.011,-0.012,-0.059,0.018,-0.017,0.006,0.009,-0.005
-3.0,180.0,313.0,40.37,-14.86,-3.69,0.311,0.58,0.337,-0.07,-0.014,-0.013,-0.048,0.007,-0.011,0.006,0.011,-0.003
-3.0,180.0,323.0,40.58,-12.52,-4.36,0.304,0.571,0.307,-0.071,-0.016,-0.018,-0.054,0.012,-0.01,0.007,0.013,-0.005
-3.0,180.0,333.0,40.75,-10.9,-4.64,0.291,0.551,0.28,-0.059,-0.012,-0.015,-0.046,0.012,0.002,0.006,0.008,-0.004
-3.0,180.0,343.0,40.87,-9.59,-4.73,0.289,0.541,0.274,-0.065,-0.009,-0.012,-0.07,0.014,-0.005,0.005,0.014,-0.004
-3.0,180.0,353.0,40.99,-8.57,-4.76,0.291,0.562,0.276,-0.064,-0.01,-0.011,-0.06,0.01,-0.008,0.005,0.015,-0.003
-3.0,180.0,363.0,41.15,-7.68,-4.8,0.288,0.548,0.267,-0.061,-0.009,-0.007,-0.077,0.009,-0.007,0.004,0.016,-0.003
-3.0,180.0,373.0,41.25,-7.0,-4.77,0.289,0.543,0.257,-0.065,-0.008,-0.009,-0.062,0.011,-0.005,0.005,0.018,-0.003
-3.0,180.0,388.0,41.39,-6.05,-4.6,0.299,0.551,0.261,-0.063,-0.009,-0.013,-0.07,0.012,-0.005,0.006,0.015,-0.003
17.0,180.0,28.0,31.86,0.72,0.04,3.669,4.008,3.248,1.873,-0.458,-0.066,-6.24,-0.829,4.267,-0.727,11.671,-2.706
17.0,180.0,38.0,31.11,1.7,0.02,3.734,3.803,3.031,2.838,0.864,-0.344,-6.928,0.134,3.301,-3.438,6.377,-2.938
17.0,180.0,58.0,1.69,4.04,-1.5,3.613,2.891,2.57,1.287,1.961,-23.32,1.235,-2.317,0.868,-4.852,-3.033,-3.252
17.0,180.0,78.0,0.44,3.83,-0.58,4.185,2.944,3.308,1.966,2.411,-24.515,1.17,-2.497,-2.1,-1.658,-4.899,-3.128
17.0,180.0,98.0,-0.26,3.73,1.11,4.563,3.081,3.557,1.61,2.351,-14.484,-3.128,-12.435,-1.756,-5.609,-6.969,-8.091
17.0,180.0,118.0,-0.72,3.38,2.89,4.507,3.101,3.516,1.971,1.799,-13.979,-1.813,-12.559,-1.094,-5.457,-5.48,-3.948
17.0,180.0,138.0,-0.99,3.2,4.53,4.342,2.991,3.341,1.682,1.503,-9.775,0.818,-6.353,-1.486,-2.356,-6.559,-5.064
17.0,180.0,158.0,-1.01,2.65,5.44,4.115,2.865,3.184,1.711,-0.104,-15.023,-0.266,-3.96,-2.797,-0.184,-3.678,-0.281
17.0,180.0,178.0,-0.58,2.27,5.88,3.602,2.577,2.972,1.474,0.225,-11.545,-0.294,-1.424,-2.158,1.572,-3.61,-3.121
17.0,180.0,198.0,0.04,1.94,5.53,3.237,2.432,2.777,1.057,0.198,-8.19,-0.206,1.282,-1.862,0.044,-1.208,-0.811
17.0,180.0,218.0,0.76,1.41,4.48,2.762,2.113,2.499,0.663,0.36,-5.566,0.344,1.504,-0.701,0.772,-0.121,-0.313
17.0,180.0,238.0,16.73,9.29,-4.84,5.991,6.535,5.513,3.898,-17.781,-21.629,10.052,25.824,11.145,21.567,8.219,-25.276
17.0,180.0,258.0,43.64,6.44,8.75,2.62,2.649,1.731,-0.061,-0.701,-1.818,-1.012,-0.493,-0.392,-0.08,-0.245,-0.405
17.0,180.0,278.0,33.53,-24.06,10.93,3.866,4.012,3.229,2.856,-0.827,-11.667,27.557,6.708,15.658,1.79,15.181,-3.064
17.0,180.0,298.0,39.89,-17.89,-0.95,0.351,0.597,0.415,-0.058,-0.021,-0.005,-0.056,0.016,-0.005,0.005,0.013,-0.005
17.0,180.0,318.0,40.25,-12.59,-3.62,0.319,0.557,0.323,-0.063,-0.015,-0.016,-0.053,0.007,-0.004,0.006,0.011,-0.005
17.0,180.0,338.0,40.57,-9.71,-4.33,0.296,0.54,0.287,-0.061,-0.008,-0.017,-0.066,0.01,0.005,0.006,0.013,-0.003
17.0,180.0,358.0,40.85,-7.84,-4.58,0.275,0.542,0.276,-0.056,-0.01,-0.011,-0.067,0.011,-0.006,0.004,0.014,-0.003
17.0,180.0,388.0,41.14,-5.93,-4.41,0.285,0.539,0.267,-0.055,-0.008,-0.009,-0.071,0.014,-0.002,0.005,0.02,-0.004
37.0,180.0,28.0,32.04,0.68,0.12,3.626,3.924,3.238,1.963,-0.496,0.367,-0.394,-1.83,2.726,-0.277,10.657,-3.167
37.0,180.0,38.0,31.29,1.4,0.22,3.782,3.735,3.126,2.314,1.054,-4.278,-7.287,-5.247,4.771,-8.45,5.131,-4.823
37.0,180.0,58.0,2.96,3.51,-1.7,4.272,3.709,3.945,-0.741,3.968,-48.416,4.936,35.243,-1.07,-1.108,-12.318,-17.794
37.0,180.0,78.0,1.0,3.15,-0.95,5.311,3.384,3.742,-2.211,4.962,-79.808,7.374,-6.09,-0.31,-10.701,-10.277,-17.004
37.0,180.0,98.0,-0.66,3.1,0.45,5.755,3.532,4.025,-2.528,4.106,-51.777,5.443,-16.544,1.124,-9.46,-12.35,-18.122
37.0,180.0,118.0,-1.67,2.86,2.28,5.764,3.483,3.915,-2.911,1.982,-40.678,8.527,-6.665,-1.98,-9.047,-8.925,-13.323
37.0,180.0,138.0,-2.17,2.57,3.95,5.572,3.366,3.754,-2.097,-0.044,-28.743,7.329,-3.571,-5.891,-6.635,-5.734,-5.925
37.0,180.0,158.0,-2.03,2.15,5.35,5.142,3.136,3.519,-2.463,-1.141,-34.731,0.985,1.329,-2.615,-2.765,-2.904,-13.673
37.0,180.0,178.0,-1.1,1.75,5.92,4.544,2.842,3.414,-1.797,-2.453,-24.794,1.39,5.295,-0.741,0.527,-5.979,-6.474
37.0,180.0,198.0,0.22,1.47,5.6,4.014,2.592,3.143,-1.759,-2.651,-24.622,-0.228,4.469,0.505,6.671,-3.713,-4.036
37.0,180.0,218.0,2.03,0.86,4.25,3.505,2.335,2.851,-0.129,-2.008,-16.078,-0.355,2.317,0.051,4.665,-2.652,-3.697
37.0,180.0,238.0,23.06,7.74,0.47,8.522,7.904,6.827,13.01,-33.801,-44.126,-55.639,37.166,-9.077,38.832,-14.425,-23.383
37.0,180.0,258.0,43.25,-1.76,12.45,2.655,2.614,1.946,-0.324,-0.665,-5.971,-2.262,-2.166,-0.473,-1.056,0.014,-0.107
37.0,180.0,278.0,36.6,-22.83,8.24,2.834,2.239,2.564,-2.096,-2.649,-21.347,8.646,13.519,4.337,8.859,-5.689,-8.491
37.0,180.0,298.0,39.76,-16.08,-0.9,0.34,0.559,0.424,-0.061,-0.024,-0.005,-0.055,0.019,-0.002,0.005,0.01,-0.005
37.0,180.0,318.0,40.1,-11.78,-3.26,0.317,0.548,0.322,-0.067,-0.014,-0.015,-0.069,0.012,-0.007,0.006,0.014,-0.005
37.0,180.0,338.0,40.4,-9.22,-3.98,0.305,0.522,0.302,-0.057,-0.009,-0.017,-0.046,0.009,0.002,0.007,0.008,-0.004
37.0,180.0,358.0,40.68,-7.57,-4.33,0.289,0.535,0.283,-0.061,-0.008,-0.019,-0.071,0.011,-0.003,0.006,0.013,-0.004
37.0,180.0,388.0,40.98,-5.77,-4.22,0.283,0.537,0.265,-0.063,-0.006,-0.018,-0.07,0.009,0.001,0.003,0.014,-0.005
87.0,180.0,28.0,32.14,0.1,0.73,3.666,3.771,3.343,1.667,-0.185,-5.091,0.01,-9.314,2.914,-4.433,4.97,-5.555
87.0,180.0,38.0,30.46,0.54,1.42,4.949,4.448,4.091,2.018,6.774,-78.836,-19.008,-57.887,0.144,-51.852,-21.747,-47.941
87.0,180.0,58.0,14.63,1.3,0.33,6.756,6.779,7.222,-7.428,18.583,20.23,-58.887,-30.089,-10.339,-3.964,49.247,22.243
87.0,180.0,78.0,10.09,0.56,-0.96,6.889,6.674,7.103,-16.351,7.388,-16.617,-157.164,10.251,-36.313,-29.181,62.908,-4.572
87.0,180.0,98.0,7.37,1.35,-0.91,7.794,6.379,7.228,-16.158,5.551,-152.056,-92.506,11.041,1.537,-9.885,3.269,-27.234
87.0,180.0,118.0,5.02,2.08,0.26,8.475,6.407,7.458,-16.326,1.039,-121.137,-90.026,-14.434,-22.792,-16.246,14.276,-18.965
87.0,180.0,138.0,4.08,1.96,3.25,8.67,6.061,7.198,-13.826,-2.786,-95.484,-82.528,-33.245,-27.431,4.503,-6.643,-19.088
87.0,180.0,158.0,5.57,1.37,5.22,8.039,5.933,6.955,-12.993,-6.823,-80.233,-85.992,-17.283,-29.312,-8.35,1.775,9.129
87.0,180.0,178.0,7.67,0.72,6.62,7.642,5.358,6.607,-13.554,-7.441,-31.848,-49.118,9.484,-15.601,37.093,13.998,8.576
87.0,180.0,198.0,7.29,1.21,7.03,6.178,4.733,5.759,-9.359,-5.157,14.49,-46.482,49.097,-22.052,27.908,11.605,19.802
87.0,180.0,218.0,7.74,3.57,8.69,5.783,7.099,5.123,1.914,-8.366,57.332,187.131,9.698,62.256,9.08,66.083,16.605
87.0,180.0,238.0,17.18,0.68,10.78,8.011,9.817,6.486,36.816,-20.595,259.536,8.614,-98.209,76.462,-73.699,56.116,83.449
87.0,180.0,258.0,38.13,-6.75,9.32,6.588,4.671,5.491,0.339,-4.098,-261.588,-15.806,26.037,-15.957,56.778,-53.814,-87.789
87.0,180.0,278.0,39.46,-16.39,5.14,1.759,1.372,1.91,-0.756,-1.23,-13.593,2.093,15.278,3.001,8.549,-2.918,-7.151
87.0,180.0,278.0,39.45,-16.19,5.14,1.762,1.289,1.85,-0.712,-1.222,-13.069,1.982,12.377,2.619,8.047,-2.51,-6.371
87.0,180.0,278.0,39.44,-16.19,5.17,1.722,1.289,1.865,-0.712,-1.132,-12.401,1.982,13.151,2.619,6.94,-2.51,-6.044
87.0,180.0,298.0,39.71,-12.76,-0.46,0.344,0.564,0.491,-0.077,-0.011,-0.006,-0.038,0.034,-0.008,0.007,0.011,-0.005
