x_mm,y_mm,z_mm,U,V,W,urms,vrms,wrms,uv,uw,uuu,vvv,www,uuv,uuw,uvv,uww
80.0,-350.0,488.0,41.4,2.51,-0.774,0.338,0.35,0.26,0.002,-0.002,-0.014,-0.019,-0.006,-0.022,-0.005,-0.009,-0.002
80.0,-350.0,538.0,41.3,2.07,-0.698,0.338,0.347,0.253,0.002,-0.003,-0.006,-0.013,-0.005,-0.023,-0.004,-0.009,0.0
80.0,-300.0,28.0,34.2,1.47,0.743,3.42,3.25,2.51,0.638,-2.86,-8.99,-4.42,4.63,-2.62,4.95,-3.74,-3.67
80.0,-300.0,38.0,35.8,1.91,1.02,3.18,3.1,2.28,1.06,-2.38,-15.0,-9.23,5.88,-4.17,5.85,-7.72,-4.84
80.0,-300.0,58.0,39.1,2.47,1.48,2.38,2.36,1.74,1.11,-1.24,-14.0,-9.17,4.9,-5.52,4.59,-7.26,-3.98
80.0,-300.0,78.0,41.4,2.5,1.67,1.39,1.56,1.24,0.554,-0.507,-4.85,-5.39,3.51,-2.94,2.42,-2.91,-2.01
80.0,-300.0,98.0,41.9,2.74,1.69,0.835,0.969,0.866,0.107,-0.084,-0.798,-2.01,1.69,-0.713,0.717,-0.403,-0.442
80.0,-300.0,118.0,42.0,2.9,1.81,0.595,0.634,0.643,0.051,-0.02,-0.159,-0.587,0.889,-0.253,0.219,-0.136,-0.125
80.0,-300.0,138.0,42.0,3.15,1.95,0.456,0.466,0.507,0.007,0.0,-0.016,-0.185,0.242,-0.119,0.081,-0.043,-0.019
80.0,-300.0,158.0,42.0,3.12,1.98,0.383,0.38,0.411,0.006,0.006,-0.013,-0.023,0.115,-0.028,0.039,-0.003,0.022
80.0,-300.0,178.0,42.0,3.13,2.12,0.343,0.358,0.333,0.006,0.002,-0.016,-0.014,0.008,-0.022,-0.002,-0.005,-0.004
80.0,-300.0,198.0,42.0,3.23,2.23,0.326,0.351,0.309,0.007,0.004,-0.017,-0.011,-0.012,-0.025,-0.005,-0.007,-0.003
80.0,-300.0,218.0,41.9,3.48,2.15,0.316,0.355,0.307,0.005,0.004,-0.023,-0.011,-0.01,-0.022,-0.004,-0.007,-0.003
80.0,-300.0,238.0,41.9,3.76,1.98,0.315,0.358,0.297,0.007,0.001,-0.011,-0.013,-0.008,-0.027,-0.004,-0.008,-0.001
80.0,-300.0,258.0,41.8,3.92,1.8,0.32,0.351,0.284,0.004,0.003,-0.016,-0.014,-0.007,-0.024,-0.003,-0.008,-0.002
80.0,-300.0,278.0,41.6,4.27,1.61,0.324,0.351,0.288,0.006,0.002,-0.012,-0.017,-0.007,-0.025,-0.005,-0.008,-0.001
80.0,-300.0,298.0,41.6,4.58,1.33,0.33,0.354,0.259,0.002,0.0,-0.017,-0.02,-0.005,-0.021,-0.004,-0.006,-0.002
80.0,-300.0,318.0,41.5,4.78,1.08,0.33,0.328,0.251,0.004,0.003,-0.014,-0.019,-0.005,-0.021,-0.003,-0.005,-0.002
80.0,-300.0,338.0,41.4,4.71,0.68,0.332,0.331,0.249,0.0,0.001,-0.013,-0.02,-0.01,-0.022,-0.004,-0.004,-0.002
80.0,-300.0,358.0,41.3,4.27,0.19,0.329,0.347,0.266,-0.003,-0.001,-0.012,-0.018,-0.008,-0.021,-0.003,-0.008,-0.001
80.0,-300.0,378.0,41.3,4.16,-0.262,0.325,0.349,0.252,0.001,-0.001,-0.011,-0.018,-0.008,-0.022,-0.004,-0.007,-0.002
80.0,-300.0,398.0,41.3,4.04,-0.535,0.326,0.339,0.239,0.002,0.001,-0.013,-0.015,-0.005,-0.022,-0.004,-0.006,-0.003
80.0,-300.0,418.0,41.3,3.71,-0.778,0.322,0.332,0.236,-0.001,0.001,-0.007,-0.012,-0.005,-0.021,-0.004,-0.007,-0.002
80.0,-300.0,438.0,41.3,3.42,-1.02,0.322,0.329,0.234,-0.001,0.0,-0.014,-0.012,-0.008,-0.024,-0.004,-0.005,-0.002
80.0,-300.0,488.0,41.3,2.95,-1.22,0.318,0.323,0.241,0.001,0.001,-0.01,-0.015,-0.011,-0.021,-0.003,-0.007,-0.001
80.0,-300.0,538.0,41.3,2.12,-1.15,0.321,0.34,0.239,0.0,0.002,-0.01,-0.012,-0.008,-0.016,-0.004,-0.007,-0.001
80.0,-280.0,28.0,34.1,1.31,0.729,3.71,3.49,2.71,2.3,-3.14,-14.8,1.24,7.73,-0.444,6.65,-3.29,-5.46
80.0,-280.0,38.0,35.7,1.82,1.06,3.52,3.36,2.64,2.74,-2.98,-20.0,-6.29,9.44,-5.01,7.39,-7.05,-6.76
80.0,-280.0,58.0,38.5,2.46,1.52,2.97,2.84,2.18,1.95,-1.9,-22.8,-11.0,8.33,-7.91,6.97,-10.1,-6.35
80.0,-280.0,78.0,40.8,2.76,1.83,2.08,2.01,1.67,1.14,-1.0,-15.0,-7.83,5.88,-5.54,5.38,-6.29,-4.55
80.0,-280.0,98.0,41.8,2.95,1.95,1.26,1.27,1.24,0.287,-0.347,-3.77,-2.94,3.83,-1.46,1.96,-1.44,-1.71
80.0,-280.0,118.0,42.0,3.04,2.08,0.824,0.78,0.913,0.079,-0.131,-1.02,-0.89,2.0,-0.295,0.778,-0.183,-0.544
80.0,-280.0,138.0,42.1,3.18,2.18,0.567,0.543,0.651,0.019,-0.038,-0.277,-0.284,0.801,-0.112,0.176,-0.013,-0.127
80.0,-280.0,158.0,42.2,3.06,2.3,0.417,0.432,0.454,0.017,0.001,-0.031,-0.076,0.195,-0.035,0.071,-0.024,-0.004
80.0,-280.0,178.0,42.1,3.08,2.43,0.354,0.371,0.376,0.007,-0.001,-0.018,-0.03,0.143,-0.028,0.011,-0.01,-0.032
80.0,-280.0,198.0,42.1,3.42,2.57,0.332,0.369,0.314,0.008,0.004,-0.014,-0.009,-0.009,-0.025,-0.005,-0.009,-0.004
80.0,-280.0,218.0,42.1,3.64,2.45,0.323,0.373,0.311,0.006,0.005,-0.021,-0.011,-0.01,-0.021,-0.006,-0.007,-0.003
80.0,-280.0,238.0,42.0,4.11,2.25,0.321,0.373,0.299,0.006,0.002,-0.018,-0.017,-0.01,-0.024,-0.007,-0.01,-0.003
80.0,-280.0,258.0,41.9,4.55,2.16,0.322,0.352,0.294,0.006,0.004,-0.021,-0.018,-0.009,-0.019,-0.005,-0.004,-0.003
80.0,-280.0,278.0,41.7,4.85,1.76,0.324,0.337,0.282,0.005,0.001,-0.017,-0.018,-0.008,-0.018,-0.005,-0.007,-0.002
80.0,-280.0,298.0,41.6,5.04,1.22,0.319,0.324,0.26,0.003,0.004,-0.014,-0.016,-0.005,-0.018,-0.004,-0.007,-0.002
80.0,-280.0,318.0,41.5,5.2,0.719,0.333,0.321,0.263,0.002,0.002,-0.014,-0.011,-0.009,-0.018,-0.005,-0.003,-0.001
80.0,-280.0,338.0,41.3,5.15,0.367,0.328,0.326,0.271,-0.005,0.002,-0.013,-0.015,-0.008,-0.02,-0.006,-0.004,-0.002
80.0,-280.0,358.0,41.3,4.8,-0.043,0.325,0.322,0.27,0.002,0.001,-0.013,-0.02,-0.008,-0.02,-0.003,-0.007,-0.003
80.0,-280.0,378.0,41.3,4.41,-0.429,0.32,0.344,0.259,-0.001,-0.001,-0.009,-0.019,-0.007,-0.019,-0.004,-0.007,-0.001
80.0,-280.0,398.0,41.3,4.2,-0.744,0.312,0.347,0.249,-0.003,-0.001,-0.009,-0.017,-0.007,-0.021,-0.004,-0.008,-0.001
80.0,-280.0,418.0,41.3,3.98,-1.04,0.321,0.343,0.238,-0.003,0.001,-0.01,-0.014,-0.007,-0.017,-0.003,-0.005,-0.002
80.0,-280.0,438.0,41.3,3.59,-1.21,0.315,0.338,0.244,0.001,0.0,-0.01,-0.011,-0.013,-0.021,-0.004,-0.009,-0.003
80.0,-280.0,488.0,41.3,3.14,-1.37,0.316,0.319,0.25,-0.002,0.0,-0.01,-0.012,-0.009,-0.019,-0.003,-0.006,-0.002
80.0,-280.0,538.0,41.3,2.16,-1.33,0.321,0.34,0.251,0.0,0.0,-0.012,-0.014,-0.009,-0.017,-0.004,-0.009,-0.001
80.0,-260.0,28.0,32.6,1.05,0.956,3.77,3.5,2.9,1.38,-3.3,-6.94,1.97,5.13,3.11,3.53,2.74,-2.58
80.0,-260.0,38.0,34.1,1.64,1.22,3.79,3.54,2.88,1.96,-3.51,-11.7,-3.2,7.08,-0.579,4.39,0.211,-4.6
80.0,-260.0,58.0,37.1,2.68,1.58,3.55,3.1,2.67,1.67,-3.0,-26.5,-8.78,10.9,-3.05,7.96,-7.33,-8.74
80.0,-260.0,78.0,39.9,3.05,1.83,2.79,2.31,2.22,0.971,-1.86,-26.6,-6.46,9.28,-3.53,8.4,-7.23,-8.12
80.0,-260.0,98.0,41.6,3.14,1.98,1.74,1.53,1.66,0.353,-0.743,-9.23,-2.76,6.36,-1.28,3.54,-2.64,-3.62
80.0,-260.0,118.0,42.2,3.09,2.09,1.06,0.892,1.15,0.084,-0.222,-1.97,-0.63,3.18,-0.169,1.16,-0.38,-1.04
80.0,-260.0,138.0,42.4,2.99,2.25,0.701,0.586,0.776,0.035,-0.103,-0.554,-0.122,1.47,-0.088,0.468,-0.054,-0.334
80.0,-260.0,158.0,42.4,3.03,2.51,0.483,0.45,0.52,0.01,-0.011,-0.044,-0.047,0.32,-0.051,0.104,-0.02,-0.038
80.0,-260.0,178.0,42.4,3.13,2.62,0.388,0.394,0.414,0.007,0.004,0.002,-0.019,0.046,-0.025,0.013,-0.01,-0.006
80.0,-260.0,198.0,42.4,3.54,2.6,0.354,0.396,0.349,0.008,0.003,-0.003,-0.01,0.003,-0.023,0.005,-0.008,-0.005
80.0,-260.0,218.0,42.3,3.92,2.72,0.341,0.398,0.319,0.009,0.003,-0.009,-0.013,-0.011,-0.022,-0.004,-0.01,-0.002
80.0,-260.0,238.0,42.2,4.43,2.61,0.323,0.397,0.305,0.011,0.003,-0.012,-0.023,-0.01,-0.021,-0.005,-0.01,-0.003
80.0,-260.0,258.0,42.0,5.2,2.34,0.331,0.35,0.291,0.008,0.004,-0.016,-0.013,-0.009,-0.019,-0.004,-0.007,-0.003
80.0,-260.0,278.0,41.8,5.65,1.91,0.336,0.353,0.286,0.007,0.004,-0.013,-0.011,-0.007,-0.019,-0.004,-0.008,-0.003
80.0,-260.0,298.0,41.6,5.83,1.26,0.333,0.346,0.261,0.008,0.003,-0.018,-0.013,-0.005,-0.018,-0.004,-0.008,-0.003
80.0,-260.0,318.0,41.5,5.93,0.643,0.354,0.336,0.251,0.004,0.014,-0.021,-0.015,0.007,-0.018,-0.002,-0.006,0.001
80.0,-260.0,338.0,41.3,5.76,-0.108,0.307,0.328,0.259,0.001,0.001,-0.024,-0.013,-0.01,-0.022,-0.005,-0.006,-0.005
80.0,-260.0,358.0,41.2,5.25,-0.678,0.335,0.315,0.264,0.0,0.002,-0.008,-0.011,-0.004,-0.015,-0.005,-0.007,-0.002
80.0,-260.0,378.0,41.2,4.77,-0.927,0.328,0.321,0.255,0.001,0.0,-0.008,-0.021,-0.012,-0.019,-0.005,-0.006,-0.004
80.0,-260.0,398.0,41.2,4.5,-1.17,0.321,0.344,0.245,0.0,0.001,-0.013,0.109,-0.007,-0.02,-0.005,-0.016,-0.002
80.0,-260.0,418.0,41.2,4.28,-1.42,0.322,0.339,0.258,0.001,0.0,-0.01,-0.017,-0.01,-0.02,-0.004,-0.008,-0.001
80.0,-260.0,438.0,41.2,3.73,-1.55,0.32,0.332,0.259,0.0,-0.001,-0.012,-0.013,-0.009,-0.021,-0.003,-0.007,-0.002
80.0,-260.0,488.0,41.3,3.27,-1.58,0.317,0.32,0.27,0.0,-0.001,-0.007,-0.01,-0.01,-0.019,-0.004,-0.007,-0.002
80.0,-260.0,538.0,41.4,2.13,-1.53,0.325,0.339,0.26,-0.002,0.0,-0.009,-0.013,-0.01,-0.021,-0.005,-0.008,-0.002
80.0,-240.0,28.0,32.4,0.785,0.196,3.66,3.43,2.97,-0.548,-3.24,-3.11,0.038,2.64,0.1,2.07,0.86,-1.78
80.0,-240.0,38.0,33.8,1.41,0.469,3.65,3.58,2.96,-0.7,-3.02,-4.86,-4.53,3.96,0.042,2.36,-0.073,-2.01
80.0,-240.0,58.0,36.8,2.67,1.01,3.54,3.12,2.8,0.008,-2.94,-18.4,-4.69,8.27,0.006,5.97,-4.75,-5.66
80.0,-240.0,78.0,39.7,3.21,1.4,2.96,2.36,2.49,0.124,-2.25,-24.4,-1.51,10.4,-0.292,8.09,-6.4,-8.38
80.0,-240.0,98.0,41.7,3.1,1.68,1.94,1.63,1.83,0.077,-0.981,-10.6,-0.436,6.66,-0.125,3.9,-3.14,-4.11
80.0,-240.0,118.0,42.5,2.94,1.9,1.16,1.01,1.25,0.059,-0.329,-2.25,-0.207,3.47,-0.094,1.4,-0.516,-1.2
80.0,-240.0,138.0,42.8,2.89,2.1,0.758,0.662,0.877,0.024,-0.094,-0.235,-0.101,1.56,-0.039,0.505,-0.052,-0.238
80.0,-240.0,158.0,42.8,3.03,2.36,0.53,0.503,0.574,0.017,-0.022,-0.052,-0.067,0.332,-0.04,0.096,-0.019,-0.064
80.0,-240.0,178.0,42.8,3.24,2.67,0.435,0.463,0.438,0.02,-0.003,-0.015,-0.025,0.037,-0.033,0.013,-0.008,-0.014
80.0,-240.0,198.0,42.8,3.45,2.85,0.392,0.465,0.375,0.02,0.005,0.002,-0.006,-0.007,-0.02,-0.002,-0.008,0.0
80.0,-240.0,218.0,42.7,3.97,3.0,0.38,0.46,0.322,0.022,0.005,-0.005,-0.017,-0.015,-0.024,-0.005,-0.009,-0.005
80.0,-240.0,238.0,42.5,4.67,3.24,0.359,0.434,0.297,0.019,0.003,-0.007,-0.027,-0.009,-0.023,-0.007,-0.008,-0.003
80.0,-240.0,258.0,42.2,5.63,3.27,0.333,0.41,0.295,0.015,0.003,-0.015,-0.009,-0.006,-0.023,-0.004,-0.009,-0.002
80.0,-240.0,278.0,41.8,6.65,2.61,0.336,0.38,0.304,0.014,0.003,-0.015,-0.022,-0.011,-0.023,-0.005,-0.009,-0.004
80.0,-240.0,298.0,41.5,7.0,1.52,0.334,0.333,0.286,0.008,0.0,-0.019,-0.017,-0.005,-0.017,-0.004,-0.008,-0.002
80.0,-240.0,318.0,41.3,6.93,0.4,0.329,0.32,0.285,0.008,0.001,-0.007,-0.018,-0.013,-0.02,-0.004,-0.007,-0.004
80.0,-240.0,338.0,41.2,6.57,-0.56,0.324,0.329,0.27,0.0,0.002,-0.006,-0.017,-0.007,-0.014,-0.006,-0.005,-0.003
80.0,-240.0,358.0,41.2,5.78,-1.1,0.327,0.326,0.251,0.003,0.0,-0.011,-0.012,-0.008,-0.019,-0.004,-0.007,-0.001
80.0,-240.0,378.0,41.1,5.26,-1.43,0.322,0.301,0.264,0.002,0.002,-0.008,-0.012,-0.012,-0.019,-0.004,-0.005,-0.002
80.0,-240.0,398.0,41.1,4.88,-1.74,0.314,0.305,0.274,0.002,0.002,-0.009,-0.016,-0.012,-0.018,-0.004,-0.006,-0.003
80.0,-240.0,418.0,41.2,4.41,-1.85,0.318,0.33,0.277,0.001,0.0,-0.008,-0.018,-0.01,-0.019,-0.003,-0.006,-0.002
80.0,-240.0,438.0,41.3,3.86,-2.03,0.32,0.332,0.28,0.001,-0.001,-0.015,-0.015,-0.01,-0.022,-0.003,-0.006,-0.002
80.0,-240.0,488.0,41.3,3.26,-2.02,0.317,0.323,0.273,-0.001,0.0,-0.007,-0.011,-0.012,-0.019,-0.005,-0.007,-0.002
80.0,-240.0,538.0,41.4,2.19,-1.84,0.314,0.341,0.269,0.001,0.001,-0.011,-0.014,-0.012,-0.019,-0.004,-0.009,-0.002
80.0,-220.0,28.0,33.5,0.471,-1.02,3.56,3.401,3.05,0.587,-2.8,-4.08,-3.992,2.38,-1.589,2.26,-4.14,-1.85
80.0,-220.0,38.0,35.0,0.873,-0.695,3.63,3.748,3.05,0.71,-3.16,-7.13,-14.872,5.15,-5.114,2.68,-9.518,-2.52
80.0,-220.0,58.0,38.6,2.299,0.019,3.39,2.848,2.82,-1.017,-2.7,-16.0,-4.317,10.9,0.434,6.28,-5.12,-6.2
80.0,-220.0,78.0,41.1,2.687,0.689,2.68,2.211,2.25,-0.786,-1.77,-14.9,1.067,7.54,1.024,5.35,-3.725,-5.07
80.0,-220.0,98.0,42.5,2.473,1.31,1.9,1.648,1.68,-0.283,-0.78,-5.97,1.088,4.55,0.38,2.59,-1.463,-2.14
80.0,-220.0,118.0,43.1,2.305,1.82,1.31,1.243,1.27,-0.069,-0.275,-1.47,-0.211,2.58,-0.128,1.02,-0.342,-0.512
80.0,-220.0,138.0,43.2,2.501,2.17,0.975,1.12,0.932,-0.06,-0.13,-0.534,-0.242,0.965,-0.066,0.428,-0.19,-0.231
80.0,-220.0,158.0,43.2,2.527,2.55,0.751,0.825,0.711,-0.052,-0.048,-0.175,-0.25,0.312,-0.034,0.097,-0.032,-0.08
80.0,-220.0,178.0,43.3,2.781,3.02,0.619,0.763,0.541,-0.056,-0.02,-0.092,-0.144,0.038,-0.034,0.012,0.009,-0.023
80.0,-220.0,198.0,43.3,3.058,3.44,0.55,0.732,0.45,-0.052,-0.012,-0.055,-0.102,0.01,-0.012,0.001,0.016,-0.015
80.0,-220.0,218.0,43.2,3.521,3.93,0.504,0.721,0.408,-0.064,-0.009,-0.025,-0.086,-0.016,-0.012,-0.009,0.017,-0.003
80.0,-220.0,238.0,43.0,4.223,4.4,0.472,0.696,0.366,-0.075,-0.009,-0.015,-0.122,-0.021,-0.017,-0.007,0.021,-0.003
80.0,-220.0,258.0,42.4,5.829,4.64,0.396,0.652,0.339,-0.078,-0.005,-0.006,-0.095,-0.016,-0.018,-0.004,0.027,-0.004
80.0,-220.0,278.0,41.8,7.829,3.57,0.358,0.592,0.347,-0.083,0.0,-0.022,-0.079,-0.01,-0.004,-0.005,0.024,-0.004
80.0,-220.0,298.0,41.3,8.319,1.74,0.342,0.553,0.33,-0.092,-0.001,-0.015,-0.098,-0.003,-0.011,-0.004,0.03,-0.002
80.0,-220.0,318.0,41.0,7.926,0.151,0.329,0.544,0.299,-0.088,-0.001,-0.002,-0.087,-0.008,-0.014,-0.004,0.027,-0.002
80.0,-220.0,338.0,41.0,7.42,-1.03,0.316,0.315,0.268,0.0,-0.001,-0.004,-0.009,-0.008,-0.017,-0.003,-0.004,-0.002
80.0,-220.0,358.0,41.0,6.54,-1.83,0.317,0.318,0.284,0.001,-0.002,-0.003,-0.016,-0.01,-0.017,-0.004,-0.007,-0.001
80.0,-220.0,378.0,41.0,5.75,-2.24,0.319,0.323,0.277,0.002,0.0,-0.009,-0.011,-0.008,-0.018,-0.004,-0.005,-0.002
80.0,-220.0,398.0,41.1,5.14,-2.43,0.32,0.306,0.285,0.001,-0.002,-0.012,-0.013,-0.009,-0.022,-0.003,-0.006,-0.002
80.0,-220.0,418.0,41.1,4.58,-2.5,0.319,0.321,0.272,0.0,-0.001,-0.011,-0.017,-0.007,-0.02,-0.004,-0.008,-0.003
80.0,-220.0,438.0,41.2,4.08,-2.51,0.317,0.326,0.27,0.0,-0.002,-0.011,-0.014,-0.006,-0.019,-0.004,-0.008,-0.002
80.0,-220.0,488.0,41.3,3.17,-2.28,0.316,0.321,0.269,0.001,-0.001,-0.01,-0.014,-0.01,-0.02,-0.005,-0.007,-0.001
80.0,-220.0,538.0,41.4,2.16,-2.01,0.312,0.34,0.268,0.001,0.0,-0.009,-0.015,-0.008,-0.022,-0.004,-0.009,-0.002
80.0,-200.0,28.0,32.9,1.3,-1.28,3.92,3.55,3.5,4.25,-2.21,-3.22,-6.38,-9.21,2.19,-6.86,1.44,-3.67
80.0,-200.0,38.0,33.1,1.4,-1.47,5.37,4.59,4.2,12.7,-0.539,-76.6,-43.7,-32.9,-21.1,-38.0,-26.3,-28.2
80.0,-200.0,58.0,35.6,2.52,-0.587,6.52,5.24,4.9,20.5,-1.78,-261.0,-107.0,4.36,-143.0,-5.52,-107.0,-76.2
80.0,-200.0,78.0,37.4,2.65,0.365,5.83,4.96,4.35,16.9,-0.364,-226.0,-114.0,-3.55,-134.0,-4.19,-106.0,-57.1
