x_mm,y_mm,z_mm,U,V,W,urms,vrms,wrms,uv,uw,uuu,vvv,www,uuv,uuw,uvv,uww
-178.0,-250.0,258.0,43.71,1.82,2.87,0.451,0.523,0.297,-0.065,-0.002,-0.053,-0.055,-0.008,-0.012,-0.012,0.015,-0.002
-178.0,-250.0,278.0,43.97,2.33,3.05,0.448,0.52,0.286,-0.064,0.001,-0.059,-0.072,-0.009,-0.003,-0.012,0.014,-0.005
-178.0,-250.0,298.0,44.24,3.14,3.14,0.434,0.51,0.278,-0.061,0.0,-0.071,-0.061,-0.006,-0.004,-0.009,0.015,-0.003
-178.0,-250.0,318.0,44.44,3.91,2.78,0.429,0.538,0.304,-0.06,-0.001,-0.07,-0.06,-0.012,0.008,-0.01,0.02,-0.003
-178.0,-250.0,338.0,44.41,4.72,2.02,0.42,0.507,0.298,-0.055,-0.003,-0.07,-0.082,-0.011,0.003,-0.013,0.013,-0.006
-178.0,-250.0,358.0,44.28,4.71,0.97,0.425,0.518,0.245,-0.058,-0.004,-0.075,-0.082,-0.006,-0.003,-0.008,0.016,-0.004
-178.0,-250.0,378.0,44.02,4.49,0.2,0.43,0.522,0.25,-0.059,-0.004,-0.051,-0.085,-0.006,-0.005,-0.01,0.018,0.0
-178.0,-250.0,398.0,43.75,3.99,-0.47,0.425,0.531,0.253,-0.055,-0.006,-0.054,-0.07,-0.006,-0.004,-0.009,0.013,0.0
-178.0,-250.0,418.0,43.55,3.44,-0.89,0.415,0.518,0.246,-0.055,-0.007,-0.035,-0.062,-0.003,-0.004,-0.006,0.013,0.001
-178.0,-250.0,438.0,43.27,3.03,-1.02,0.399,0.503,0.238,-0.051,-0.004,-0.042,-0.069,-0.006,-0.006,-0.008,0.015,-0.001
-178.0,-250.0,488.0,42.85,2.37,-1.09,0.37,0.507,0.229,-0.052,-0.004,-0.044,-0.071,-0.008,0.002,-0.007,0.016,-0.001
-178.0,-250.0,538.0,42.53,1.66,-1.05,0.381,0.505,0.228,-0.058,-0.006,-0.059,-0.056,-0.006,-0.004,-0.005,0.017,-0.001
-178.0,-220.0,28.0,31.61,-0.78,-1.31,3.755,3.99,3.678,0.546,-1.748,-9.578,-32.5,-4.509,-7.35,1.255,-10.6,-3.71
-178.0,-220.0,38.0,33.02,-0.64,-1.19,3.764,4.14,3.768,1.08,-2.29,-14.105,-48.7,6.528,-14.7,1.81,-17.3,-2.498
-178.0,-220.0,58.0,36.31,1.32,-0.27,3.657,2.89,4.006,-0.726,-2.793,-18.462,-2.3,25.423,-0.204,10.195,-7.66,-6.628
-178.0,-220.0,78.0,40.28,1.53,-0.12,2.939,1.89,3.069,-0.803,-2.474,-12.461,5.99,17.076,3.33,7.581,-3.95,-8.631
-178.0,-220.0,98.0,42.22,1.04,0.48,1.771,1.12,1.919,-0.156,-0.903,-3.275,1.88,7.555,0.848,3.446,-0.558,-2.419
-178.0,-220.0,118.0,42.75,0.77,0.99,0.936,0.677,1.043,-0.066,-0.18,-0.187,0.224,2.33,0.045,0.544,-0.014,-0.527
-178.0,-220.0,138.0,42.88,0.68,1.5,0.626,0.523,0.589,-0.063,-0.029,-0.018,-0.054,0.24,0.003,0.034,0.016,-0.015
-178.0,-220.0,158.0,42.98,0.58,1.86,0.52,0.513,0.452,-0.058,-0.003,-0.031,-0.074,0.008,-0.008,-0.003,0.019,-0.004
-178.0,-220.0,178.0,43.11,0.64,2.02,0.486,0.505,0.421,-0.059,-0.011,-0.029,-0.071,-0.009,-0.004,-0.008,0.015,-0.001
-178.0,-220.0,198.0,43.28,0.74,2.3,0.491,0.503,0.457,-0.061,-0.007,-0.006,-0.069,-0.012,-0.01,-0.01,0.018,0.002
-178.0,-220.0,218.0,43.49,0.83,2.71,0.527,0.501,0.406,-0.065,-0.003,-0.029,-0.063,-0.017,-0.009,-0.007,0.017,-0.002
-178.0,-220.0,238.0,43.76,0.83,3.24,0.51,0.505,0.421,-0.068,-0.007,-0.039,-0.065,-0.003,-0.006,-0.011,0.019,-0.004
-178.0,-220.0,258.0,44.12,1.13,3.85,0.507,0.507,0.421,-0.07,-0.005,-0.067,-0.052,-0.005,-0.007,-0.013,0.016,-0.002
-178.0,-220.0,278.0,44.63,1.71,4.56,0.492,0.529,0.417,-0.067,-0.006,-0.059,-0.047,-0.021,0.001,-0.012,0.014,-0.003
-178.0,-220.0,298.0,45.34,2.82,5.24,0.513,0.513,0.397,-0.067,0.0,-0.036,-0.066,0.0,-0.006,-0.018,0.014,-0.001
-178.0,-220.0,318.0,46.09,5.34,5.44,0.528,0.516,0.441,-0.071,0.007,-0.085,-0.044,0.0,-0.001,-0.017,0.009,-0.007
-178.0,-220.0,338.0,46.05,7.73,3.27,0.476,0.541,0.305,-0.064,-0.004,-0.086,-0.057,-0.005,-0.009,-0.011,0.015,-0.002
-178.0,-220.0,358.0,45.4,7.05,0.67,0.447,0.524,0.271,-0.053,-0.011,-0.049,-0.065,-0.007,0.007,-0.009,0.01,0.0
-178.0,-220.0,378.0,44.81,5.65,-0.61,0.415,0.532,0.275,-0.05,-0.009,-0.051,-0.06,-0.005,0.0,-0.009,0.011,-0.002
-178.0,-220.0,398.0,44.37,4.91,-1.11,0.416,0.508,0.244,-0.061,-0.007,-0.071,-0.075,-0.01,-0.002,-0.008,0.016,-0.002
-178.0,-220.0,418.0,43.96,3.95,-1.36,0.421,0.534,0.262,-0.063,-0.01,-0.051,-0.068,-0.008,-0.009,-0.009,0.018,0.0
-178.0,-220.0,438.0,43.64,3.25,-1.6,0.42,0.515,0.269,-0.059,-0.009,-0.041,-0.059,-0.008,-0.01,-0.009,0.017,0.0
-178.0,-220.0,488.0,43.0,2.43,-1.41,0.378,0.514,0.249,-0.053,-0.004,-0.041,-0.077,-0.009,-0.005,-0.009,0.019,-0.002
-178.0,-220.0,538.0,42.61,1.72,-1.19,0.376,0.509,0.229,-0.061,-0.007,-0.045,-0.059,-0.008,-0.006,-0.008,0.016,0.0
-178.0,-200.0,338.0,47.89,16.7,3.29,0.54,0.649,0.445,-0.025,-0.017,-0.072,-0.111,0.025,0.001,0.003,0.009,0.002
-178.0,-200.0,358.0,46.45,9.54,-2.0,0.427,0.568,0.326,-0.053,-0.026,-0.06,-0.066,-0.008,-0.005,-0.001,0.018,0.0
-178.0,-200.0,378.0,45.45,6.41,-2.16,0.432,0.54,0.309,-0.062,-0.019,-0.055,-0.088,-0.007,-0.018,-0.005,0.02,-0.001
-178.0,-200.0,398.0,44.82,5.01,-2.05,0.401,0.522,0.283,-0.064,-0.011,-0.047,-0.076,-0.009,-0.005,-0.006,0.015,0.001
-178.0,-200.0,418.0,44.29,4.22,-1.83,0.413,0.534,0.285,-0.065,-0.008,-0.07,-0.079,-0.01,-0.016,-0.008,0.017,-0.001
-178.0,-200.0,438.0,43.87,3.34,-1.74,0.419,0.519,0.281,-0.067,-0.009,-0.052,-0.059,-0.009,-0.01,-0.009,0.016,0.0
-178.0,-200.0,488.0,43.12,2.47,-1.64,0.38,0.503,0.263,-0.056,-0.009,-0.034,-0.068,-0.007,-0.02,-0.006,0.015,-0.001
-178.0,-200.0,538.0,42.69,1.67,-1.42,0.372,0.51,0.249,-0.066,-0.006,-0.044,-0.057,-0.013,-0.008,-0.006,0.017,0.0
-178.0,-190.0,343.0,47.05,17.0,-6.34,0.55,0.755,0.567,-0.025,-0.082,-0.098,-0.073,0.199,-0.021,0.066,0.0,-0.066
-178.0,-190.0,348.0,47.2,13.7,-5.54,0.469,0.678,0.366,-0.046,-0.047,-0.03,-0.02,0.002,-0.036,0.004,0.023,0.005
-178.0,-190.0,353.0,47.06,11.5,-4.98,0.456,0.63,0.31,-0.053,-0.038,-0.044,-0.044,0.0,-0.033,0.001,0.02,-0.002
-178.0,-190.0,358.0,46.85,10.0,-4.54,0.438,0.615,0.31,-0.051,-0.029,-0.044,-0.063,0.0,-0.029,-0.004,0.021,-0.002
-178.0,-190.0,368.0,46.34,7.94,-3.82,0.438,0.58,0.306,-0.066,-0.02,-0.072,-0.062,-0.008,-0.02,-0.007,0.016,-0.002
-178.0,-190.0,388.0,45.4,5.56,-2.95,0.433,0.537,0.278,-0.066,-0.013,-0.049,-0.065,-0.004,-0.02,-0.006,0.017,-0.001
-178.0,-190.0,438.0,43.98,3.37,-1.96,0.423,0.517,0.286,-0.073,-0.01,-0.053,-0.059,-0.008,-0.015,-0.007,0.018,-0.002
-178.0,-190.0,538.0,42.73,1.73,-1.53,0.369,0.504,0.256,-0.068,-0.005,-0.042,-0.057,-0.008,-0.007,-0.008,0.019,-0.002
-178.0,-180.0,343.0,46.22,13.7,-11.14,1.626,1.16,1.312,-0.08,-0.638,-4.66,0.087,2.331,0.281,1.597,-0.864,-1.5
-178.0,-180.0,348.0,47.3,12.2,-9.48,0.914,0.769,0.794,-0.046,-0.178,-1.209,-0.018,0.887,-0.051,0.447,-0.096,-0.501
-178.0,-180.0,353.0,47.45,10.7,-8.15,0.567,0.64,0.455,-0.06,-0.047,-0.177,-0.057,0.085,-0.038,0.038,0.011,-0.04
-178.0,-180.0,358.0,47.28,9.35,-7.06,0.476,0.594,0.319,-0.059,-0.028,-0.034,-0.043,0.005,-0.035,-0.001,0.02,-0.002
-178.0,-180.0,368.0,46.7,7.68,-5.45,0.425,0.573,0.276,-0.07,-0.019,-0.051,-0.051,-0.008,-0.016,-0.006,0.013,0.0
-178.0,-180.0,388.0,45.71,5.49,-3.76,0.444,0.534,0.305,-0.07,-0.017,-0.059,-0.056,-0.007,-0.016,-0.008,0.017,0.0
-178.0,-180.0,438.0,44.09,3.3,-2.4,0.418,0.519,0.294,-0.075,-0.01,-0.055,-0.061,-0.005,-0.014,-0.008,0.017,-0.001
-178.0,-180.0,538.0,42.76,1.68,-1.65,0.372,0.507,0.26,-0.072,-0.006,-0.041,-0.055,-0.008,-0.006,-0.008,0.021,0.0
-178.0,-170.0,343.0,43.59,10.4,-13.13,1.706,1.65,1.366,0.054,-0.512,0.285,0.223,0.033,0.101,-0.192,-0.182,0.198
-178.0,-170.0,348.0,45.46,9.95,-11.47,1.655,1.27,1.289,-0.3,-0.653,-1.725,0.517,0.877,0.338,0.478,-0.764,-0.554
-178.0,-170.0,353.0,46.86,8.9,-10.16,1.306,0.818,0.996,-0.169,-0.405,-2.221,0.314,0.912,0.224,0.615,-0.213,-0.71
-178.0,-170.0,358.0,47.59,8.11,-8.93,0.703,0.633,0.584,-0.072,-0.087,-0.497,-0.041,0.289,-0.039,0.16,0.026,-0.186
-178.0,-170.0,368.0,47.1,7.02,-6.86,0.49,0.557,0.288,-0.066,-0.019,-1.002,-0.062,-0.004,-0.02,-0.011,0.019,-0.002
-178.0,-170.0,388.0,46.0,5.29,-4.7,0.434,0.534,0.286,-0.074,-0.015,-0.058,-0.064,-0.003,-0.018,-0.009,0.022,0.0
-178.0,-170.0,438.0,44.24,3.19,-2.89,0.413,0.504,0.278,-0.075,-0.011,-0.066,-0.064,-0.007,-0.011,-0.009,0.016,-0.002
-178.0,-170.0,538.0,42.82,1.61,-1.77,0.372,0.5,0.268,-0.072,-0.007,-0.041,-0.049,-0.009,-0.007,-0.008,0.016,-0.001
-178.0,-160.0,343.0,46.05,8.19,-15.02,1.613,1.36,1.121,-0.862,-0.201,-0.853,1.46,0.092,1.0,0.048,-0.92,-0.206
-178.0,-160.0,348.0,46.98,7.63,-13.01,1.503,1.04,1.008,-0.355,-0.261,-1.839,1.17,0.306,0.593,0.251,-0.61,-0.43
-178.0,-160.0,353.0,47.97,7.18,-11.22,1.044,0.681,0.76,-0.081,-0.143,-1.376,0.107,0.266,-0.009,0.251,-0.003,-0.316
-178.0,-160.0,358.0,48.24,6.88,-9.78,0.572,0.594,0.482,-0.078,-0.031,-0.19,-0.053,0.082,-0.029,0.036,0.023,-0.038
-178.0,-160.0,368.0,47.52,6.27,-7.74,0.457,0.586,0.324,-0.078,-0.022,-0.047,-0.082,-0.007,-0.029,-0.01,0.028,-0.001
-178.0,-160.0,388.0,46.26,4.92,-5.41,0.428,0.538,0.278,-0.082,-0.013,-0.073,-0.079,-0.011,-0.023,-0.008,0.025,0.0
-178.0,-160.0,438.0,44.4,3.07,-3.28,0.411,0.504,0.271,-0.079,-0.01,-0.065,-0.066,-0.008,-0.012,-0.004,0.021,-0.002
-178.0,-160.0,538.0,42.87,1.58,-1.91,0.38,0.498,0.273,-0.069,-0.007,-0.047,-0.056,-0.008,-0.011,-0.009,0.018,-0.001
-178.0,-150.0,343.0,49.41,6.38,-14.68,0.863,0.76,0.734,-0.1,-0.002,-0.544,-0.007,0.189,-0.036,0.047,0.016,-0.15
-178.0,-150.0,348.0,49.46,6.08,-12.91,0.62,0.69,0.541,-0.083,-0.001,-0.095,-0.034,0.074,-0.043,0.016,0.021,-0.011
-178.0,-150.0,353.0,49.14,5.86,-11.41,0.506,0.655,0.438,-0.074,-0.008,-0.036,-0.035,0.023,-0.044,-0.001,0.018,0.001
-178.0,-150.0,358.0,48.74,5.76,-10.17,0.451,0.633,0.407,-0.077,-0.012,-0.046,-0.029,0.006,-0.028,-0.007,0.02,-0.002
-178.0,-150.0,368.0,47.89,5.56,-8.24,0.471,0.578,0.362,-0.084,-0.015,-0.068,-0.043,-0.001,-0.026,-0.008,0.011,-0.005
-178.0,-150.0,388.0,46.48,4.55,-5.92,0.424,0.553,0.305,-0.082,-0.013,-0.07,-0.081,-0.008,-0.014,-0.009,0.019,-0.002
-178.0,-150.0,438.0,44.51,2.98,-3.67,0.397,0.505,0.288,-0.076,-0.009,-0.063,-0.064,-0.007,-0.013,-0.006,0.02,-0.001
-178.0,-150.0,538.0,42.9,1.53,-2.04,0.377,0.49,0.268,-0.068,-0.008,-0.04,-0.047,-0.006,-0.01,-0.006,0.015,0.0
-178.0,-140.0,343.0,49.59,4.41,-14.37,1.194,0.838,1.091,-0.166,-0.206,-1.674,-0.178,0.974,-0.085,0.524,-0.038,-0.548
-178.0,-140.0,348.0,49.98,4.52,-12.85,0.702,0.67,0.747,-0.137,-0.006,-0.403,-0.05,0.277,-0.043,0.08,0.032,-0.106
-178.0,-140.0,353.0,49.69,4.57,-11.43,0.53,0.643,0.541,-0.156,0.006,-0.075,-0.049,0.054,-0.049,0.0,0.042,-0.003
-178.0,-140.0,358.0,49.18,4.54,-10.28,0.482,0.609,0.477,-0.169,-0.006,-0.027,-0.048,0.027,-0.046,-0.011,0.047,-0.002
-178.0,-140.0,368.0,48.25,4.43,-8.5,0.455,0.58,0.397,-0.192,-0.014,-0.082,-0.043,0.009,-0.003,-0.007,0.052,-0.004
-178.0,-140.0,388.0,46.69,4.03,-6.34,0.409,0.562,0.313,-0.196,-0.014,-0.049,-0.038,-0.004,0.02,-0.008,0.046,-0.002
-178.0,-140.0,438.0,44.59,2.69,-3.96,0.4,0.522,0.294,-0.186,-0.007,-0.055,-0.06,-0.005,0.014,-0.009,0.06,-0.001
-178.0,-140.0,538.0,42.93,1.29,-2.05,0.381,0.5,0.272,-0.163,-0.006,-0.041,-0.049,-0.008,0.03,-0.007,0.049,-0.002
-178.0,-130.0,343.0,50.5,3.15,-13.46,1.278,0.919,1.268,-0.111,-0.297,-2.434,-0.13,1.312,-0.112,0.824,-0.116,-0.793
-178.0,-130.0,348.0,50.68,3.3,-12.17,0.672,0.732,0.859,-0.128,-0.003,-0.322,0.015,0.373,-0.043,0.122,0.015,-0.123
-178.0,-130.0,353.0,50.21,3.49,-10.99,0.52,0.68,0.645,-0.119,0.004,-0.087,0.006,0.111,-0.028,0.004,0.006,-0.002
-178.0,-130.0,358.0,49.62,3.66,-10.0,0.501,0.644,0.555,-0.106,-0.009,-0.072,-0.022,0.012,-0.046,-0.01,0.019,-0.007
-178.0,-130.0,368.0,48.54,3.63,-8.47,0.449,0.594,0.433,-0.103,-0.012,-0.073,-0.029,0.006,-0.026,-0.012,0.021,-0.006
-178.0,-130.0,388.0,46.89,3.63,-6.55,0.429,0.566,0.329,-0.105,-0.014,-0.04,-0.047,-0.001,-0.021,-0.007,0.026,-0.001
-178.0,-130.0,438.0,44.71,2.6,-4.02,0.399,0.518,0.302,-0.102,-0.005,-0.056,-0.072,-0.008,-0.014,-0.009,0.032,-0.001
-178.0,-130.0,538.0,42.95,1.29,-2.03,0.379,0.489,0.273,-0.095,-0.006,-0.032,-0.045,-0.012,-0.013,-0.009,0.023,-0.002
-178.0,-120.0,343.0,50.62,2.0,-12.15,1.457,1.02,1.539,-0.159,-0.62,-2.184,-0.137,1.502,-0.135,0.979,-0.197,-1.003
-178.0,-120.0,348.0,51.17,2.35,-11.32,0.794,0.736,1.018,-0.133,-0.111,-0.593,0.001,0.548,-0.039,0.289,0.012,-0.306
-178.0,-120.0,353.0,50.67,2.62,-10.35,0.485,0.656,0.726,-0.112,-0.018,-0.046,-0.041,0.081,-0.023,0.007,0.018,-0.02
-178.0,-120.0,358.0,50.02,2.88,-9.47,0.47,0.622,0.577,-0.11,-0.015,-0.073,-0.028,-0.004,-0.033,-0.002,0.018,-0.009
-178.0,-120.0,368.0,48.84,3.0,-8.1,0.433,0.578,0.475,-0.097,-0.014,-0.054,-0.03,-0.004,-0.023,-0.01,0.023,-0.004
-178.0,-120.0,388.0,47.14,3.08,-6.33,0.423,0.548,0.362,-0.097,-0.009,-0.034,-0.045,-0.003,-0.017,-0.005,0.026,-0.001
-178.0,-120.0,438.0,44.85,2.49,-4.04,0.374,0.53,0.298,-0.095,-0.004,-0.04,-0.077,-0.005,-0.013,-0.007,0.028,0.0
-178.0,-120.0,538.0,43.0,1.25,-2.09,0.356,0.49,0.271,-0.082,-0.005,-0.028,-0.051,-0.011,-0.013,-0.007,0.022,-0.004
-178.0,-110.0,343.0,50.38,1.25,-10.82,1.75,1.17,1.736,-0.1,-1.119,-3.483,-0.011,2.126,-0.086,1.597,-0.557,-1.399
-178.0,-110.0,348.0,51.45,1.65,-10.35,0.925,0.755,1.13,-0.122,-0.273,-1.208,-0.022,0.682,-0.047,0.567,-0.011,-0.535
-178.0,-110.0,353.0,50.98,2.0,-9.62,0.517,0.672,0.754,-0.098,-0.036,-0.057,-0.023,0.041,-0.034,0.013,0.02,-0.023
-178.0,-110.0,358.0,50.29,2.27,-8.96,0.458,0.631,0.61,-0.095,-0.034,-0.081,-0.04,0.026,-0.019,0.0,0.024,-0.019
-178.0,-110.0,368.0,49.05,2.53,-7.72,0.447,0.584,0.48,-0.085,-0.022,-0.041,-0.07,-0.02,-0.026,-0.008,0.026,-0.006
-178.0,-110.0,388.0,47.32,2.67,-6.15,0.423,0.549,0.355,-0.093,-0.011,-0.041,-0.068,-0.006,-0.031,-0.009,0.027,-0.004
-178.0,-110.0,438.0,44.9,2.35,-4.06,0.393,0.528,0.325,-0.09,-0.004,-0.03,-0.074,-0.006,-0.011,-0.012,0.027,-0.003
-178.0,-110.0,538.0,43.01,1.19,-2.02,0.364,0.489,0.268,-0.079,-0.007,-0.027,-0.055,-0.009,-0.017,-0.007,0.025,-0.001
-178.0,-100.0,343.0,50.06,0.87,-9.95,1.75,1.28,1.782,-0.229,-1.148,-2.417,0.671,2.01,0.309,1.208,-0.754,-1.339
-178.0,-100.0,348.0,51.46,1.22,-9.6,1.008,0.779,1.188,-0.105,-0.381,-1.315,0.082,0.926,-0.035,0.632,-0.005,-0.64
-178.0,-100.0,353.0,51.15,1.55,-9.01,0.54,0.689,0.766,-0.085,-0.06,-0.053,0.024,0.084,-0.025,0.004,0.008,-0.037
-178.0,-100.0,358.0,50.45,1.8,-8.42,0.466,0.657,0.634,-0.089,-0.041,-0.058,-0.007,0.018,-0.024,-0.005,0.014,-0.008
-178.0,-100.0,368.0,49.22,2.13,-7.46,0.46,0.601,0.468,-0.082,-0.029,-0.046,-0.052,-0.014,-0.028,-0.009,0.018,-0.005
-178.0,-100.0,388.0,47.45,2.32,-6.09,0.438,0.563,0.369,-0.087,-0.017,-0.046,-0.067,-0.005,-0.018,-0.007,0.024,-0.004
-178.0,-100.0,438.0,45.01,2.14,-3.84,0.399,0.538,0.321,-0.078,-0.004,-0.043,-0.069,-0.01,-0.01,-0.01,0.025,-0.003
-178.0,-100.0,538.0,43.02,1.08,-1.96,0.361,0.49,0.267,-0.073,-0.007,-0.032,-0.053,-0.008,-0.014,-0.007,0.02,0.0
-178.0,-90.0,343.0,50.12,0.77,-9.25,1.785,1.41,1.801,0.005,-1.225,-2.93,0.184,2.329,-0.164,1.473,-0.772,-1.265
-178.0,-90.0,348.0,51.49,1.02,-8.98,1.03,0.846,1.214,-0.079,-0.394,-1.222,0.091,0.817,0.039,0.52,-0.013,-0.535
-178.0,-90.0,353.0,51.25,1.28,-8.51,0.567,0.707,0.821,-0.074,-0.089,-0.04,0.035,0.171,-0.023,0.008,-0.003,-0.057
-178.0,-90.0,358.0,50.55,1.49,-8.03,0.472,0.65,0.661,-0.07,-0.054,-0.051,0.017,0.01,-0.011,-0.001,0.0,-0.011
-178.0,-90.0,368.0,49.32,1.83,-7.25,0.455,0.604,0.478,-0.077,-0.034,-0.042,-0.036,-0.007,-0.019,-0.009,0.009,-0.005
-178.0,-90.0,388.0,47.55,2.0,-6.05,0.438,0.57,0.376,-0.084,-0.02,-0.044,-0.057,-0.005,-0.014,-0.008,0.017,-0.002
-178.0,-90.0,438.0,45.08,1.92,-3.76,0.387,0.539,0.304,-0.069,-0.007,-0.028,-0.057,-0.008,0.0,-0.009,0.017,0.0
-178.0,-90.0,538.0,43.03,1.03,-1.99,0.37,0.49,0.269,-0.065,-0.003,-0.033,-0.059,-0.009,-0.001,-0.006,0.016,-0.001
-178.0,-80.0,343.0,49.61,0.78,-8.66,2.038,1.48,2.013,-0.144,-1.728,-5.5,0.452,3.127,0.103,2.961,-0.78,-2.335
-178.0,-80.0,348.0,51.38,0.98,-8.57,1.208,0.919,1.348,-0.072,-0.593,-2.209,0.131,1.214,-0.015,1.003,-0.016,-0.999
-178.0,-80.0,353.0,51.28,1.18,-8.2,0.596,0.744,0.889,-0.066,-0.118,-0.075,0.027,0.13,-0.03,0.027,-0.004,-0.072
-178.0,-80.0,358.0,50.59,1.31,-7.78,0.487,0.678,0.71,-0.061,-0.066,-0.06,0.009,0.008,-0.155,-0.003,-0.005,-0.025
-178.0,-80.0,368.0,49.39,1.58,-7.1,0.475,0.614,0.512,-0.076,-0.045,-0.052,-0.02,0.004,-0.019,-0.004,0.006,-0.005
-178.0,-80.0,388.0,47.64,1.77,-6.03,0.445,0.57,0.377,-0.077,-0.02,-0.054,-0.045,-0.006,-0.009,-0.008,0.013,-0.002
-178.0,-80.0,438.0,45.13,1.62,-3.83,0.393,0.539,0.301,-0.062,-0.008,-0.039,-0.049,-0.008,-0.001,-0.007,0.014,-0.001
-178.0,-80.0,538.0,43.06,0.98,-2.06,0.359,0.485,0.274,-0.056,-0.006,-0.023,-0.061,-0.007,-0.003,-0.005,0.017,0.0
-178.0,-70.0,343.0,50.47,0.98,-8.21,1.909,1.54,2.08,0.098,-1.684,-4.109,-0.049,3.322,-0.342,2.256,-0.879,-2.021
-178.0,-70.0,348.0,51.74,1.11,-8.17,0.951,0.947,1.344,-0.054,-0.462,-1.06,0.015,0.691,-0.067,0.613,0.0,-0.55
-178.0,-70.0,353.0,51.28,1.2,-7.93,0.586,0.754,0.952,-0.06,-0.154,-0.068,0.0,0.041,-0.027,0.022,0.012,-0.05
-178.0,-70.0,358.0,50.59,1.22,-7.62,0.49,0.681,0.752,-0.067,-0.084,-0.065,0.005,-0.011,-0.023,-0.001,0.006,-0.024
-178.0,-70.0,368.0,49.43,1.39,-7.09,0.48,0.621,0.537,-0.072,-0.042,-0.054,-0.024,-0.005,-0.024,-0.013,0.01,-0.01
-178.0,-70.0,388.0,47.7,1.58,-6.07,0.442,0.574,0.385,-0.077,-0.018,-0.062,-0.035,-0.006,-0.01,-0.008,0.011,-0.004
-178.0,-70.0,438.0,45.16,1.35,-4.0,0.396,0.526,0.307,-0.063,-0.008,-0.031,-0.048,-0.007,-0.005,-0.009,0.01,-0.002
-178.0,-70.0,538.0,43.08,0.9,-2.19,0.372,0.49,0.281,-0.059,-0.008,-0.029,-0.067,-0.008,0.001,-0.006,0.014,-0.002
-178.0,-60.0,343.0,50.15,1.29,-7.83,2.056,1.63,2.284,-0.081,-2.197,-5.671,0.121,4.672,-0.059,3.447,-1.21,-3.062
-178.0,-60.0,348.0,51.65,1.3,-7.98,1.059,0.997,1.51,-0.071,-0.61,-3.864,0.007,1.082,-0.016,0.821,-0.079,-0.819
-178.0,-60.0,353.0,51.27,1.33,-7.75,0.602,0.793,1.031,-0.073,-0.19,-0.076,0.016,-0.002,-0.027,0.028,0.001,-0.078
-178.0,-60.0,358.0,50.61,1.28,-7.51,0.502,0.703,0.812,-0.06,-0.103,-0.066,-0.005,-0.048,-0.018,0.002,0.009,-0.029
-178.0,-60.0,368.0,49.46,1.27,-7.03,0.481,0.617,0.572,-0.078,-0.051,-0.054,-0.023,-0.004,-0.024,-0.011,0.01,-0.01
-178.0,-60.0,388.0,47.76,1.36,-6.1,0.438,0.561,0.389,-0.072,-0.017,-0.055,-0.034,-0.006,-0.005,-0.01,0.011,-0.003
-178.0,-60.0,438.0,45.16,1.17,-4.29,0.401,0.51,0.312,-0.061,-0.006,-0.041,-0.048,-0.008,-0.001,-0.011,0.011,-0.006
-178.0,-60.0,538.0,43.1,0.79,-2.31,0.37,0.493,0.278,-0.061,-0.008,-0.024,-0.067,-0.008,0.003,-0.006,0.015,-0.001
-178.0,-50.0,343.0,50.3,1.64,-7.61,2.09,1.63,2.357,-0.156,-2.353,-6.494,-0.188,5.447,0.117,4.044,-1.1,-3.426
-178.0,-50.0,348.0,51.75,1.51,-7.78,0.985,0.985,1.531,-0.051,-0.611,-1.178,0.035,0.878,-0.023,0.748,-0.044,-0.701
