x_mm,y_mm,z_mm,U,V,W,urms,vrms,wrms,uv,uw,uuu,vvv,www,uuv,uuw,uvv,uww
-138.0,-220.0,38.0,33.4,-1.16,-1.16,3.77,4.273,3.6,1.512,-2.38,-17.5,-33.566,6.03,-18.611,3.39,-15.596,-2.6
-138.0,-220.0,58.0,36.8,1.21,-0.252,3.5,2.999,3.8,-1.11,-2.55,-18.1,-1.035,21.9,1.752,7.63,-6.918,-6.65
-138.0,-220.0,78.0,40.2,1.48,-0.071,2.82,2.188,2.9,-0.91,-2.19,-16.6,6.826,11.3,3.475,6.11,-5.614,-7.92
-138.0,-220.0,98.0,42.2,0.94,0.549,1.73,1.424,1.92,-0.19,-0.923,-2.97,2.516,7.56,1.544,2.72,-2.08,-2.44
-138.0,-220.0,118.0,42.7,0.65,1.07,0.937,0.856,1.01,0.006,-0.137,-0.047,0.084,1.58,-0.008,0.528,-0.052,-0.15
-138.0,-220.0,138.0,42.8,0.69,1.59,0.607,0.639,0.602,-0.016,-0.016,-0.016,-0.026,0.144,0.007,0.02,0.036,0.032
-138.0,-220.0,158.0,42.9,0.54,2.04,0.542,0.59,0.476,-0.034,-0.009,-0.026,-0.09,0.028,0.047,-0.008,0.014,-0.003
-138.0,-220.0,178.0,43.0,0.33,2.28,0.493,0.586,0.425,-0.077,-0.003,-0.026,-0.101,-0.016,0.048,-0.008,0.04,-0.003
-138.0,-220.0,198.0,43.2,0.33,2.69,0.492,0.585,0.4,-0.08,-0.003,-0.027,-0.09,-0.024,0.034,-0.01,0.031,-0.002
-138.0,-220.0,218.0,43.4,0.67,3.24,0.504,0.577,0.387,-0.065,0.001,-0.021,-0.083,-0.007,0.013,-0.011,0.038,-0.002
-138.0,-220.0,238.0,43.8,1.28,3.91,0.531,0.556,0.411,-0.081,0.0,-0.04,-0.067,-0.013,0.028,-0.018,0.037,-0.007
-138.0,-220.0,258.0,44.2,1.72,4.82,0.506,0.577,0.377,-0.073,-0.001,-0.047,-0.062,-0.025,0.034,-0.014,0.03,-0.001
-138.0,-220.0,278.0,44.8,2.66,5.99,0.499,0.563,0.401,-0.074,-0.002,-0.045,-0.076,-0.006,0.058,-0.009,0.021,-0.002
-138.0,-220.0,298.0,45.4,5.21,7.01,0.541,0.551,0.409,-0.051,0.004,-0.018,-0.039,-0.009,0.041,-0.015,0.034,-0.003
-138.0,-220.0,318.0,45.4,8.7,5.54,0.475,0.554,0.3,-0.049,0.014,-0.051,-0.055,-0.015,0.059,-0.018,0.028,-0.006
-138.0,-220.0,338.0,44.8,9.45,1.99,0.426,0.559,0.316,-0.062,-0.009,-0.047,-0.041,-0.009,0.086,-0.01,0.011,-0.002
-138.0,-220.0,358.0,44.2,8.13,-0.354,0.432,0.572,0.292,-0.047,-0.009,-0.066,-0.077,-0.009,0.082,-0.01,0.013,-0.001
-138.0,-220.0,378.0,43.9,6.63,-1.43,0.429,0.553,0.291,-0.021,-0.014,-0.052,-0.076,-0.01,0.071,-0.007,0.004,-0.001
-138.0,-220.0,398.0,43.6,5.27,-1.89,0.422,0.556,0.285,-0.009,-0.009,-0.046,-0.066,-0.011,0.074,-0.006,0.006,-0.001
-138.0,-220.0,418.0,43.4,4.39,-2.01,0.408,0.566,0.292,0.027,-0.008,-0.038,-0.087,-0.009,0.075,-0.008,-0.004,-0.001
-138.0,-220.0,438.0,43.2,3.64,-2.09,0.394,0.568,0.284,0.044,-0.009,-0.027,-0.059,-0.008,0.066,-0.007,-0.001,0.0
-138.0,-220.0,488.0,42.7,2.45,-1.8,0.38,0.562,0.269,0.063,-0.007,-0.038,-0.076,-0.01,0.048,-0.009,-0.007,0.0
-138.0,-220.0,538.0,42.4,1.85,-1.43,0.392,0.555,0.254,0.06,-0.007,-0.043,-0.056,-0.009,0.046,-0.007,-0.006,-0.002
-138.0,-200.0,318.0,47.2,16.76,11.7,1.13,0.916,0.908,0.069,-0.154,-1.93,-0.401,0.672,-0.251,0.561,-0.378,-0.569
-138.0,-200.0,338.0,44.8,14.4,-0.06,0.411,0.67,0.339,-0.068,-0.022,-0.044,-0.054,-0.007,0.083,-0.001,-0.039,0.001
-138.0,-200.0,358.0,44.4,9.73,-2.84,0.409,0.652,0.291,-0.032,-0.018,-0.052,-0.036,-0.005,0.073,-0.005,-0.03,-0.001
-138.0,-200.0,378.0,44.2,7.1,-3.04,0.415,0.635,0.286,-0.02,-0.013,-0.053,-0.035,-0.009,0.065,-0.001,-0.017,0.0
-138.0,-200.0,398.0,43.9,5.41,-2.83,0.424,0.624,0.271,0.005,-0.01,-0.051,-0.052,-0.006,0.054,-0.007,-0.022,-0.001
-138.0,-200.0,418.0,43.6,4.44,-2.57,0.417,0.627,0.291,0.025,-0.006,-0.033,-0.073,-0.006,0.061,-0.008,-0.022,-0.002
-138.0,-200.0,438.0,43.3,3.61,-2.41,0.405,0.632,0.289,0.027,-0.006,-0.034,-0.059,-0.005,0.085,-0.007,-0.018,-0.002
-138.0,-200.0,488.0,42.8,2.33,-2.0,0.383,0.621,0.273,0.036,-0.008,-0.033,-0.083,-0.008,0.055,-0.006,-0.02,0.0
-138.0,-200.0,538.0,42.5,1.71,-1.73,0.376,0.616,0.266,0.038,-0.005,-0.045,-0.061,-0.011,0.054,-0.007,-0.023,-0.004
-138.0,-190.0,323.0,40.0,31.91,7.37,2.7,1.775,2.69,0.723,-1.38,-7.67,-17.251,8.2,-1.722,3.4,-3.262,-3.6
-138.0,-190.0,328.0,44.0,24.64,-0.988,0.93,0.869,1.13,-0.184,-0.147,-1.13,-0.175,1.38,-0.08,0.559,-0.044,-0.631
-138.0,-190.0,333.0,44.1,19.9,-3.42,0.444,0.724,0.518,-0.168,-0.044,-0.036,-0.099,-0.009,-0.006,0.016,0.026,-0.002
-138.0,-190.0,338.0,44.2,16.66,-4.31,0.42,0.686,0.407,-0.143,-0.045,-0.045,-0.144,0.005,0.024,0.007,0.038,-0.005
-138.0,-190.0,343.0,44.2,14.36,-4.69,0.407,0.653,0.343,-0.117,-0.036,-0.044,-0.129,-0.001,0.017,0.002,0.016,0.0
-138.0,-190.0,348.0,44.3,12.57,-4.79,0.409,0.643,0.313,-0.102,-0.029,-0.053,-0.116,-0.002,0.028,0.001,0.007,-0.002
-138.0,-190.0,368.0,44.4,8.42,-4.49,0.409,0.623,0.292,-0.085,-0.017,-0.042,-0.088,-0.005,0.033,-0.002,-0.004,-0.002
-138.0,-190.0,388.0,44.2,6.32,-3.74,0.416,0.609,0.296,-0.07,-0.015,-0.049,-0.093,-0.009,0.028,-0.005,-0.006,-0.002
-138.0,-190.0,438.0,43.4,3.65,-2.67,0.402,0.601,0.299,-0.042,-0.008,-0.031,-0.076,-0.006,0.035,-0.007,-0.013,-0.001
-138.0,-190.0,538.0,42.5,1.71,-1.84,0.371,0.597,0.267,-0.018,-0.007,-0.038,-0.06,-0.008,0.058,-0.005,0.002,0.0
-138.0,-180.0,323.0,35.4,24.59,-23.2,2.65,1.818,2.12,-0.343,-2.55,-12.5,2.918,6.19,0.679,5.99,-2.084,-4.75
-138.0,-180.0,328.0,41.1,21.36,-15.5,1.19,0.835,1.13,-0.228,-0.524,-2.61,0.165,2.07,0.234,1.35,-0.125,-1.26
-138.0,-180.0,333.0,42.8,18.37,-12.0,0.478,0.671,0.498,-0.206,-0.065,-0.132,-0.103,0.131,0.031,0.055,0.023,-0.055
-138.0,-180.0,338.0,43.5,15.86,-10.1,0.418,0.627,0.366,-0.198,-0.045,-0.025,-0.089,-0.005,0.053,0.003,0.028,-0.005
-138.0,-180.0,343.0,43.8,13.88,-8.96,0.42,0.594,0.323,-0.186,-0.035,-0.029,-0.072,-0.003,0.05,0.0,0.02,-0.002
-138.0,-180.0,348.0,44.1,12.38,-8.11,0.422,0.566,0.333,-0.176,-0.034,-0.053,-0.089,-0.008,0.04,-0.002,0.036,-0.001
-138.0,-180.0,368.0,44.4,8.56,-6.07,0.403,0.526,0.282,-0.169,-0.017,-0.052,-0.089,-0.008,0.02,-0.004,0.046,0.0
-138.0,-180.0,388.0,44.3,6.46,-4.7,0.4,0.504,0.27,-0.144,-0.011,-0.053,-0.079,-0.003,-0.003,-0.006,0.052,-0.003
-138.0,-180.0,438.0,43.5,3.86,-3.07,0.4,0.492,0.282,-0.118,-0.007,-0.029,-0.065,-0.005,0.001,-0.007,0.036,-0.002
-138.0,-180.0,538.0,42.6,1.95,-1.98,0.377,0.479,0.275,-0.105,-0.005,-0.05,-0.053,-0.006,-0.009,-0.008,0.029,-0.001
-138.0,-170.0,323.0,41.3,13.96,-20.5,1.62,1.163,1.12,-0.185,-0.416,-3.25,0.867,1.06,0.469,1.06,-0.913,-0.681
-138.0,-170.0,328.0,42.1,14.6,-17.8,1.16,0.934,0.851,-0.126,-0.197,-1.67,0.139,0.634,0.044,0.535,-0.176,-0.394
-138.0,-170.0,333.0,42.8,14.05,-15.5,0.88,0.813,0.653,-0.214,-0.118,-0.876,0.117,0.226,0.123,0.282,-0.141,-0.229
-138.0,-170.0,338.0,43.3,13.02,-13.6,0.703,0.644,0.513,-0.203,-0.061,-0.419,-0.011,0.088,0.053,0.104,0.001,-0.103
-138.0,-170.0,343.0,43.7,11.95,-12.1,0.565,0.576,0.434,-0.186,-0.041,-0.193,-0.026,0.059,0.032,0.03,0.021,-0.046
-138.0,-170.0,348.0,44.1,10.93,-10.8,0.467,0.538,0.341,-0.178,-0.023,-0.074,-0.101,-0.002,0.007,-0.004,0.059,-0.009
-138.0,-170.0,368.0,44.6,8.03,-7.48,0.396,0.525,0.278,-0.177,-0.015,-0.052,-0.078,-0.013,0.003,-0.007,0.055,-0.001
-138.0,-170.0,388.0,44.5,6.22,-5.67,0.398,0.509,0.285,-0.161,-0.01,-0.045,-0.083,-0.009,-0.002,-0.007,0.054,-0.001
-138.0,-170.0,438.0,43.6,3.83,-3.57,0.406,0.493,0.294,-0.132,-0.01,-0.038,-0.066,-0.009,-0.011,-0.009,0.043,-0.002
-138.0,-170.0,538.0,42.6,1.94,-2.13,0.372,0.484,0.276,-0.121,-0.004,-0.034,-0.057,-0.007,-0.015,-0.007,0.04,-0.001
-138.0,-160.0,323.0,37.9,10.12,-18.3,1.6,1.702,1.21,0.003,-0.325,0.214,0.521,-0.001,0.269,-0.04,-0.067,0.229
-138.0,-160.0,328.0,38.9,10.92,-17.1,1.62,1.553,1.23,-0.097,-0.543,0.06,0.354,0.134,0.147,-0.053,-0.327,0.035
-138.0,-160.0,333.0,40.4,10.89,-15.9,1.62,1.243,1.17,-0.412,-0.629,-0.728,0.612,0.329,0.352,0.175,-0.665,-0.223
-138.0,-160.0,338.0,41.8,10.4,-14.8,1.5,0.87,1.03,-0.332,-0.528,-1.69,0.369,0.538,0.364,0.454,-0.315,-0.461
-138.0,-160.0,343.0,43.3,9.8,-13.7,1.18,0.612,0.771,-0.18,-0.248,-1.74,0.04,0.34,0.011,0.45,0.004,-0.41
-138.0,-160.0,348.0,44.3,9.28,-12.4,0.68,0.546,0.522,-0.183,-0.048,-0.452,-0.061,0.113,-0.031,0.085,0.057,-0.098
-138.0,-160.0,368.0,44.8,7.28,-8.69,0.391,0.517,0.284,-0.186,-0.014,-0.041,-0.073,0.0,-0.031,-0.003,0.067,-0.001
-138.0,-160.0,388.0,44.6,5.83,-6.65,0.391,0.508,0.282,-0.176,-0.008,-0.054,-0.073,-0.004,-0.035,-0.009,0.067,-0.003
-138.0,-160.0,438.0,43.7,3.71,-4.01,0.41,0.499,0.291,-0.148,-0.013,-0.037,-0.067,-0.006,-0.039,-0.01,0.063,0.0
-138.0,-160.0,538.0,42.7,1.85,-2.28,0.372,0.489,0.282,-0.13,-0.004,-0.041,-0.065,-0.009,-0.038,-0.007,0.056,-0.003
-138.0,-150.0,323.0,41.9,9.06,-19.0,1.62,1.37,1.01,-0.853,-0.165,-1.99,-2.937,0.042,0.761,0.105,-0.374,-0.308
-138.0,-150.0,328.0,42.4,8.99,-17.9,1.58,1.186,0.944,-0.611,-0.166,-2.33,1.207,0.002,0.767,0.182,-0.696,-0.365
-138.0,-150.0,333.0,43.2,8.72,-16.6,1.39,0.943,0.834,-0.398,-0.119,-2.37,0.766,0.043,0.352,0.181,-0.298,-0.315
-138.0,-150.0,338.0,44.1,8.46,-15.3,1.02,0.66,0.66,-0.186,-0.079,-1.24,0.102,0.06,0.007,0.106,0.03,-0.189
-138.0,-150.0,343.0,44.6,8.23,-14.1,0.644,0.579,0.503,-0.198,-0.041,-0.277,-0.062,0.055,-0.052,0.06,0.084,-0.063
-138.0,-150.0,348.0,44.9,7.95,-13.1,0.462,0.567,0.355,-0.208,-0.01,-0.024,-0.077,0.026,-0.067,0.008,0.079,-0.003
-138.0,-150.0,368.0,45.0,6.61,-9.6,0.4,0.518,0.29,-0.205,-0.011,-0.034,-0.103,-0.01,-0.064,-0.005,0.09,-0.001
-138.0,-150.0,388.0,44.7,5.39,-7.37,0.388,0.514,0.277,-0.2,-0.009,-0.047,-0.094,-0.011,-0.054,-0.006,0.088,-0.001
-138.0,-150.0,438.0,43.8,3.55,-4.41,0.413,0.504,0.284,-0.173,-0.008,-0.049,-0.081,-0.004,-0.071,-0.01,0.08,-0.002
-138.0,-150.0,538.0,42.7,1.74,-2.43,0.368,0.495,0.272,-0.148,-0.005,-0.043,-0.066,-0.003,-0.05,-0.004,0.061,-0.005
-138.0,-140.0,323.0,42.7,7.32,-18.7,1.49,1.123,1.22,-0.031,-0.573,-4.45,-1.594,5.62,0.243,3.17,-1.038,-3.76
-138.0,-140.0,328.0,43.9,7.25,-17.9,1.01,0.707,0.781,-0.115,-0.16,-0.954,-0.071,0.272,-0.105,0.221,0.021,-0.185
-138.0,-140.0,333.0,44.6,7.24,-16.9,0.683,0.594,0.55,-0.166,-0.07,-0.25,-0.064,0.097,-0.079,0.061,0.061,-0.068
-138.0,-140.0,338.0,45.0,7.17,-15.7,0.525,0.548,0.414,-0.173,-0.032,-0.024,-0.067,0.001,-0.09,-0.002,0.073,-0.007
-138.0,-140.0,343.0,45.1,7.05,-14.6,0.481,0.531,0.375,-0.184,-0.015,-0.015,-0.081,0.005,-0.106,-0.004,0.092,-0.003
-138.0,-140.0,348.0,45.2,6.88,-13.6,0.478,0.542,0.327,-0.201,-0.012,-0.015,-0.086,-0.004,-0.101,-0.002,0.097,0.003
-138.0,-140.0,368.0,45.2,5.95,-10.2,0.423,0.534,0.32,-0.215,-0.002,-0.027,-0.093,-0.005,-0.11,-0.006,0.099,0.0
-138.0,-140.0,388.0,44.9,4.92,-7.91,0.399,0.509,0.307,-0.199,-0.006,-0.034,-0.104,-0.01,-0.092,-0.008,0.097,-0.002
-138.0,-140.0,438.0,43.9,3.42,-4.84,0.412,0.496,0.275,-0.182,-0.006,-0.034,-0.081,0.004,-0.1,-0.004,0.088,0.006
-138.0,-140.0,538.0,42.7,1.6,-2.48,0.367,0.497,0.275,-0.159,-0.005,-0.038,-0.074,-0.009,-0.084,-0.008,0.074,-0.004
-138.0,-130.0,323.0,41.6,5.97,-18.2,2.41,1.358,2.07,-0.194,-1.59,-33.1,4.119,20.4,0.199,14.8,-0.899,-14.8
-138.0,-130.0,328.0,43.7,5.78,-17.8,1.49,0.726,1.19,-0.179,-0.522,-2.22,-0.106,1.52,-0.022,0.924,-0.022,-0.782
-138.0,-130.0,333.0,45.0,5.79,-17.0,0.936,0.6,0.76,-0.167,-0.103,-0.653,-0.063,0.384,-0.135,0.219,0.084,-0.203
-138.0,-130.0,338.0,45.4,5.82,-15.9,0.65,0.583,0.532,-0.186,-0.018,-0.043,-0.08,0.099,-0.148,0.038,0.102,-0.02
-138.0,-130.0,343.0,45.6,5.86,-14.9,0.56,0.573,0.418,-0.209,-0.002,-0.01,-0.105,0.038,-0.163,0.006,0.119,0.007
-138.0,-130.0,348.0,45.7,5.82,-13.8,0.52,0.555,0.381,-0.206,0.007,-0.025,-0.096,-0.001,-0.144,0.001,0.104,0.0
-138.0,-130.0,368.0,45.5,5.3,-10.5,0.451,0.522,0.335,-0.213,0.006,-0.029,-0.104,-0.002,-0.166,-0.004,0.123,-0.001
-138.0,-130.0,388.0,45.1,4.57,-8.25,0.41,0.528,0.311,-0.239,-0.002,-0.026,-0.126,-0.007,-0.176,-0.01,0.137,-0.002
-138.0,-130.0,438.0,44.0,3.26,-5.05,0.415,0.513,0.268,-0.209,-0.003,-0.046,-0.105,-0.006,-0.148,-0.008,0.118,-0.001
-138.0,-130.0,538.0,42.7,1.51,-2.45,0.371,0.499,0.269,-0.187,-0.007,-0.041,-0.098,-0.006,-0.162,-0.005,0.115,-0.001
-138.0,-120.0,323.0,40.1,5.0,-17.5,4.48,1.863,4.1,0.577,-8.14,-204.0,-7.954,163.0,-20.379,118.0,-13.631,-128.0
-138.0,-120.0,328.0,43.7,4.8,-17.4,2.16,0.953,2.13,-0.151,-1.4,-21.4,0.199,28.3,-0.029,12.5,-0.18,-11.2
-138.0,-120.0,333.0,45.4,4.76,-16.9,1.2,0.598,1.16,-0.143,-0.217,-0.32,-0.12,2.72,-0.153,0.732,0.077,-0.271
-138.0,-120.0,338.0,46.0,4.75,-15.9,0.758,0.556,0.701,-0.169,0.008,0.004,-0.086,0.389,-0.139,0.135,0.075,0.07
-138.0,-120.0,343.0,46.1,4.81,-14.9,0.626,0.546,0.515,-0.173,0.015,0.0,-0.087,0.11,-0.13,0.036,0.086,0.018
-138.0,-120.0,348.0,46.1,4.87,-13.8,0.567,0.525,0.44,-0.17,0.022,-0.044,-0.089,0.014,-0.153,0.003,0.092,0.004
-138.0,-120.0,368.0,45.8,4.63,-10.6,0.472,0.512,0.357,-0.192,0.011,-0.042,-0.104,0.002,-0.175,-0.009,0.116,-0.002
-138.0,-120.0,388.0,45.3,4.28,-8.3,0.43,0.521,0.335,-0.205,0.005,-0.034,-0.1,-0.003,-0.183,-0.007,0.115,-0.002
-138.0,-120.0,438.0,44.1,3.05,-5.06,0.41,0.485,0.259,-0.173,-0.003,-0.048,-0.098,-0.006,-0.185,-0.008,0.121,-0.003
-138.0,-120.0,538.0,42.7,1.47,-2.47,0.368,0.492,0.269,-0.179,-0.002,-0.038,-0.093,-0.006,-0.211,-0.008,0.12,-0.002
-138.0,-110.0,323.0,34.9,4.12,-16.0,7.07,2.916,6.57,0.81,-23.9,-453.0,14.068,466.0,-7.46,274.0,-24.858,-329.0
-138.0,-110.0,328.0,41.9,3.92,-16.7,3.69,1.4,3.71,0.035,-5.26,-103.0,-4.119,121.0,-2.176,65.6,-2.761,-76.8
-138.0,-110.0,333.0,45.2,4.0,-16.3,1.9,0.746,2.0,-0.189,-1.02,-13.1,-0.145,24.9,-0.185,10.8,0.09,-10.0
-138.0,-110.0,338.0,46.5,3.97,-15.6,0.998,0.602,1.03,-0.189,-0.04,-0.021,-0.104,1.56,-0.191,0.463,0.114,-0.111
-138.0,-110.0,343.0,46.6,3.99,-14.6,0.712,0.549,0.692,-0.155,0.061,0.088,-0.088,0.59,-0.12,0.14,0.073,0.143
-138.0,-110.0,348.0,46.6,4.07,-13.7,0.599,0.54,0.528,-0.167,0.049,-0.011,-0.086,0.067,-0.198,0.03,0.101,0.018
-138.0,-110.0,368.0,46.1,3.93,-10.5,0.469,0.535,0.395,-0.192,0.018,-0.052,-0.099,0.008,-0.227,-0.007,0.12,0.002
-138.0,-110.0,388.0,45.5,3.82,-8.19,0.436,0.542,0.337,-0.211,0.003,-0.041,-0.1,-0.007,-0.207,-0.01,0.126,-0.002
-138.0,-110.0,438.0,44.2,2.76,-5.11,0.411,0.489,0.261,-0.19,-0.003,-0.057,-0.115,-0.005,-0.196,-0.007,0.128,-0.001
-138.0,-110.0,538.0,43.1,1.4,-2.74,0.307,0.467,0.258,-0.154,-0.008,-0.016,-0.075,0.008,-0.172,0.006,0.094,-0.005
-138.0,-100.0,323.0,32.0,3.03,-14.6,8.78,4.032,8.12,0.51,-36.7,-745.0,-46.812,692.0,-7.665,454.0,-72.903,-513.0
-138.0,-100.0,328.0,40.8,2.96,-15.7,4.96,1.844,5.15,-0.115,-11.3,-244.0,-4.27,309.0,-1.909,160.0,-3.802,-199.0
-138.0,-100.0,333.0,45.0,3.04,-15.7,2.44,0.97,2.74,-0.203,-2.05,-24.4,-0.713,56.9,-0.557,21.7,-0.101,-23.9
-138.0,-100.0,338.0,46.8,3.22,-15.1,1.3,0.645,1.45,-0.175,-0.192,-0.064,-0.12,7.08,-0.171,1.56,0.102,-1.12
-138.0,-100.0,343.0,47.1,3.33,-14.2,0.899,0.564,0.876,-0.154,0.099,-2.15,-0.067,0.863,-0.175,0.213,0.082,0.118
-138.0,-100.0,348.0,47.0,3.42,-13.3,0.69,0.548,0.645,-0.154,0.082,0.056,-0.065,0.23,-0.182,0.072,0.091,0.041
-138.0,-100.0,368.0,46.4,3.41,-10.3,0.47,0.514,0.413,-0.155,0.023,-0.045,-0.075,0.009,-0.214,-0.006,0.104,0.0
-138.0,-100.0,388.0,45.7,3.31,-8.22,0.452,0.509,0.349,-0.158,0.006,-0.043,-0.084,-0.005,-0.202,-0.011,0.107,-0.002
-138.0,-100.0,438.0,44.3,2.54,-5.03,0.409,0.5,0.275,-0.18,-0.004,-0.053,-0.117,-0.006,-0.238,-0.007,0.14,-0.002
-138.0,-100.0,538.0,42.7,1.34,-2.46,0.363,0.472,0.268,-0.151,-0.003,-0.037,-0.093,-0.005,-0.221,-0.008,0.118,-0.002
-138.0,-90.0,323.0,29.5,2.56,-13.7,9.94,5.832,9.31,4.275,-48.8,-854.0,-139.069,887.0,-44.959,580.0,-213.861,-672.0
-138.0,-90.0,328.0,39.5,2.31,-15.0,6.42,3.05,6.17,1.057,-19.1,-474.0,-28.088,457.0,-1.629,296.0,-55.711,-340.0
-138.0,-90.0,333.0,44.8,2.37,-15.0,3.12,1.363,3.56,-0.134,-3.85,-62.4,-6.712,124.0,-1.205,49.4,-1.31,-58.5
-138.0,-90.0,338.0,47.0,2.59,-14.5,1.67,0.715,1.97,-0.15,-0.627,-4.36,-0.222,24.1,-0.447,7.14,0.12,-6.74
-138.0,-90.0,343.0,47.6,2.78,-13.7,1.05,0.607,1.14,-0.14,0.113,0.356,-0.108,2.76,-0.207,0.574,0.083,0.039
-138.0,-90.0,348.0,47.4,2.91,-12.9,0.792,0.547,0.781,-0.143,0.123,0.101,-0.095,0.535,-0.214,0.153,0.115,0.091
-138.0,-90.0,368.0,46.6,3.01,-10.2,0.48,0.529,0.45,-0.158,0.035,-0.04,-0.104,0.013,-0.205,-0.006,0.139,0.004
-138.0,-90.0,388.0,45.9,2.89,-8.17,0.452,0.523,0.361,-0.169,0.008,-0.049,-0.115,-0.01,-0.229,-0.007,0.15,-0.005
-138.0,-90.0,438.0,44.4,2.36,-4.97,0.403,0.532,0.265,-0.193,-0.003,-0.054,-0.144,-0.008,-0.273,-0.009,0.175,-0.005
-138.0,-90.0,538.0,42.7,1.27,-2.5,0.367,0.507,0.269,-0.169,-0.003,-0.037,-0.112,-0.006,-0.251,-0.007,0.164,-0.003
-138.0,-80.0,323.0,26.6,2.33,-12.2,11.2,6.809,10.5,-2.241,-64.8,-1100.0,16.115,1170.0,167.94,729.0,-439.165,-878.0
-138.0,-80.0,328.0,37.8,1.75,-14.0,7.8,3.991,7.38,0.071,-29.7,-766.0,-13.225,687.0,1.594,476.0,-103.161,-523.0
-138.0,-80.0,333.0,44.3,1.9,-14.3,4.18,1.548,4.43,-0.073,-8.12,-166.0,-1.73,216.0,-3.956,122.0,-3.441,-138.0
-138.0,-80.0,338.0,47.2,2.1,-14.0,2.04,0.761,2.47,-0.184,-1.03,-7.62,-0.313,41.2,-0.292,11.7,0.105,-11.2
