x_mm,y_mm,z_mm,U,V,W,urms,vrms,wrms,uv,uw,uuu,vvv,www,uuv,uuw,uvv,uww
-123.0,-195.0,305.0,41.93,11.1,17.3,2.741,1.976,2.053,1.455,-0.643,-6.874,-1.513,1.109,-2.344,0.735,-1.158,-1.055
-123.0,-195.0,308.0,43.28,13.58,16.72,2.516,1.886,1.907,1.227,-0.686,-6.164,-1.952,1.601,-1.93,1.087,-1.337,-1.382
-123.0,-195.0,313.0,45.1,18.41,14.09,1.919,1.467,1.566,0.66,-0.506,-4.453,-1.706,1.768,-1.937,1.004,-1.375,-1.332
-123.0,-195.0,318.0,46.01,20.63,9.21,1.106,0.856,0.964,-0.075,-0.166,-1.867,-0.333,0.785,-0.377,0.567,-0.161,-0.603
-123.0,-195.0,328.0,44.65,18.34,1.65,0.459,0.677,0.412,-0.139,-0.026,-0.059,-0.049,0.004,-0.037,0.005,0.05,0.001
-123.0,-195.0,338.0,44.15,14.69,-1.72,0.456,0.611,0.362,-0.13,-0.038,-0.069,-0.074,-0.013,-0.027,0.004,0.038,0.0
-123.0,-195.0,348.0,44.02,11.92,-3.04,0.457,0.584,0.302,-0.132,-0.028,-0.074,-0.051,-0.004,-0.025,0.003,0.045,-0.002
-123.0,-195.0,358.0,43.9,9.84,-3.48,0.458,0.56,0.294,-0.138,-0.027,-0.064,-0.059,-0.01,-0.031,-0.004,0.04,0.001
-123.0,-195.0,388.0,43.68,6.49,-3.23,0.454,0.569,0.303,-0.137,-0.016,-0.048,-0.06,-0.009,-0.032,-0.005,0.039,0.0
-103.0,-195.0,293.0,38.39,7.58,17.66,3.148,2.049,2.249,2.013,-0.555,-6.818,-1.532,0.778,-3.538,0.028,-1.688,-0.948
-103.0,-195.0,295.0,39.22,8.86,17.19,3.017,2.071,2.182,1.873,-0.528,-5.293,-1.962,0.433,-3.252,-0.447,-1.699,-0.451
-103.0,-195.0,298.0,40.76,10.54,16.74,2.842,2.008,2.065,1.655,-0.773,-5.459,-2.688,1.051,-2.839,0.337,-1.619,-1.417
-103.0,-195.0,303.0,43.51,14.48,15.68,2.356,1.741,1.753,0.978,-0.76,-6.649,-2.483,1.748,-2.003,1.395,-1.62,-1.67
-103.0,-195.0,308.0,45.36,18.44,12.94,1.548,1.256,1.261,0.317,-0.343,-3.782,-1.186,1.467,-1.27,1.004,-0.891,-1.156
-103.0,-195.0,318.0,44.75,19.39,4.96,0.511,0.647,0.43,-0.117,-0.013,-0.046,-0.014,0.004,-0.035,0.005,0.026,0.003
-103.0,-195.0,328.0,43.68,16.44,0.22,0.468,0.648,0.365,-0.103,-0.03,-0.045,-0.09,-0.008,-0.007,-0.002,0.034,0.0
-103.0,-195.0,338.0,43.41,13.5,-2.06,0.443,0.588,0.348,-0.099,-0.035,-0.048,-0.042,-0.005,-0.008,-0.003,0.029,0.0
-103.0,-195.0,348.0,43.33,11.3,-3.04,0.435,0.543,0.29,-0.103,-0.024,-0.04,-0.056,-0.008,-0.011,-0.003,0.029,0.0
-103.0,-195.0,358.0,43.22,9.55,-3.4,0.431,0.547,0.295,-0.097,-0.024,-0.038,-0.044,-0.012,-0.01,-0.005,0.017,0.0
-103.0,-195.0,388.0,43.17,6.57,-3.33,0.435,0.523,0.306,-0.095,-0.016,-0.045,-0.069,-0.008,-0.018,-0.005,0.028,0.001
-83.0,-195.0,283.0,37.24,6.05,17.07,3.402,1.962,2.306,2.044,-0.607,-14.257,-1.231,0.412,-3.454,-0.264,-1.476,-1.727
-83.0,-195.0,285.0,38.12,7.23,16.64,3.214,2.018,2.229,1.939,-0.438,-10.411,-2.121,0.717,-3.144,0.063,-2.266,-1.686
-83.0,-195.0,288.0,39.37,8.57,16.19,2.932,2.045,2.157,1.66,-0.444,-7.567,-2.477,1.248,-2.254,0.689,-1.632,-1.436
-83.0,-195.0,293.0,41.51,11.24,15.99,2.58,1.964,1.948,1.467,-0.593,-7.551,-2.569,1.36,-2.159,0.967,-1.408,-1.384
-83.0,-195.0,298.0,43.53,15.16,14.74,2.123,1.618,1.646,0.921,-0.638,-6.028,-1.88,2.105,-2.239,1.367,-1.593,-1.809
-83.0,-195.0,308.0,44.92,19.21,8.24,0.632,0.673,0.565,-0.072,0.007,-0.069,-0.077,0.13,-0.058,0.029,0.004,-0.025
-83.0,-195.0,318.0,43.5,17.69,2.58,0.47,0.631,0.387,-0.078,-0.021,-0.047,-0.028,-0.013,-0.002,0.001,0.017,0.002
-83.0,-195.0,328.0,42.93,14.95,-0.66,0.422,0.578,0.335,-0.08,-0.029,-0.045,-0.056,-0.002,0.0,-0.002,0.02,-0.002
-83.0,-195.0,338.0,42.81,12.62,-2.27,0.423,0.557,0.329,-0.088,-0.029,-0.056,-0.084,-0.006,-0.01,0.001,0.029,-0.001
-83.0,-195.0,348.0,42.75,10.76,-3.01,0.41,0.54,0.285,-0.092,-0.021,-0.052,-0.078,-0.004,-0.007,-0.003,0.025,-0.001
-83.0,-195.0,358.0,42.7,9.22,-3.3,0.415,0.526,0.291,-0.083,-0.019,-0.05,-0.055,-0.01,-0.009,-0.004,0.02,0.001
-83.0,-195.0,388.0,42.75,6.58,-3.39,0.413,0.52,0.298,-0.078,-0.013,-0.059,-0.069,-0.008,-0.011,-0.006,0.024,0.0
-63.0,-195.0,274.0,35.47,5.34,15.99,3.439,2.027,2.333,2.219,-0.324,-8.97,-1.346,-0.051,-2.179,-0.848,-1.258,-0.92
-63.0,-195.0,276.0,36.27,6.33,15.74,3.366,2.073,2.333,2.142,-0.54,-8.893,-2.336,0.783,-2.871,-0.265,-1.687,-1.963
-63.0,-195.0,278.0,37.29,6.98,15.25,3.22,2.112,2.308,2.165,-0.307,-8.484,-2.423,0.41,-2.517,-0.218,-1.088,-1.394
-63.0,-195.0,283.0,39.81,8.8,15.45,2.852,2.059,2.075,1.816,-0.805,-10.053,-3.227,1.591,-3.236,1.681,-2.295,-2.407
-63.0,-195.0,288.0,42.19,12.1,15.32,2.35,1.78,1.738,1.187,-0.615,-7.763,-2.159,1.451,-2.188,1.222,-1.503,-1.84
-63.0,-195.0,298.0,44.62,17.83,11.17,1.004,1.043,0.871,0.139,-0.085,-1.329,-0.802,0.634,-0.741,0.377,-0.486,-0.462
-63.0,-195.0,308.0,43.49,18.23,5.33,0.493,0.662,0.394,-0.054,-0.008,-0.04,-0.059,0.005,0.006,-0.002,0.022,-0.001
-63.0,-195.0,318.0,42.64,16.15,1.28,0.432,0.606,0.35,-0.066,-0.017,-0.054,-0.068,0.001,-0.004,0.0,0.019,0.0
-63.0,-195.0,328.0,42.35,13.76,-1.08,0.421,0.573,0.314,-0.06,-0.024,-0.062,-0.061,-0.007,-0.003,0.001,0.021,-0.001
-63.0,-195.0,338.0,42.31,11.84,-2.3,0.424,0.552,0.32,-0.062,-0.025,-0.054,-0.062,-0.007,-0.01,-0.001,0.022,0.0
-63.0,-195.0,348.0,42.26,10.25,-2.92,0.423,0.553,0.283,-0.067,-0.019,-0.071,-0.075,-0.005,-0.006,-0.002,0.021,0.0
-63.0,-195.0,358.0,42.23,8.95,-3.16,0.418,0.526,0.284,-0.059,-0.017,-0.05,-0.079,-0.008,-0.004,-0.006,0.024,0.0
-63.0,-195.0,388.0,42.35,6.55,-3.37,0.422,0.52,0.285,-0.058,-0.014,-0.059,-0.075,-0.008,-0.008,-0.005,0.021,0.0
-43.0,-195.0,266.0,34.19,5.13,14.7,3.477,2.098,2.415,2.31,-0.149,-10.47,-2.931,-0.168,-3.71,-0.795,-2.108,-1.734
-43.0,-195.0,268.0,34.86,5.76,14.85,3.402,2.178,2.347,2.309,-0.27,-10.583,-4.044,0.74,-3.788,-0.059,-2.374,-1.483
-43.0,-195.0,273.0,37.06,6.84,14.42,3.114,2.287,2.225,2.259,-0.481,-9.217,-7.286,0.483,-4.848,0.378,-3.557,-1.963
-43.0,-195.0,278.0,39.31,9.54,15.11,2.779,2.037,2.016,1.793,-0.727,-8.381,-2.796,1.682,-3.051,1.206,-2.019,-1.874
-43.0,-195.0,288.0,43.52,15.53,13.16,1.545,1.31,1.198,0.495,-0.348,-4.212,-1.246,1.307,-1.422,1.023,-0.999,-1.075
-43.0,-195.0,298.0,43.47,18.03,8.05,0.558,0.71,0.465,-0.038,0.0,-0.05,-0.102,0.032,-0.023,0.008,0.006,-0.007
-43.0,-195.0,308.0,42.44,16.94,3.46,0.441,0.607,0.374,-0.052,-0.016,-0.057,-0.107,-0.001,-0.011,-0.003,0.024,-0.001
-43.0,-195.0,318.0,41.97,14.85,0.43,0.436,0.577,0.341,-0.054,-0.021,-0.051,-0.112,-0.007,-0.002,0.003,0.022,-0.001
-43.0,-195.0,328.0,41.83,12.84,-1.32,0.432,0.556,0.313,-0.058,-0.026,-0.053,-0.109,-0.011,0.0,-0.001,0.025,-0.001
-43.0,-195.0,338.0,41.8,11.26,-2.28,0.416,0.546,0.312,-0.064,-0.023,-0.045,-0.089,-0.005,-0.009,0.0,0.026,0.0
-43.0,-195.0,348.0,41.8,9.94,-2.82,0.426,0.56,0.286,-0.065,-0.019,-0.046,-0.09,-0.003,-0.006,-0.003,0.023,0.0
-43.0,-195.0,358.0,41.81,8.88,-3.05,0.417,0.533,0.289,-0.064,-0.013,-0.04,-0.094,-0.005,-0.009,-0.002,0.027,0.0
-43.0,-195.0,388.0,41.99,6.56,-3.36,0.42,0.529,0.279,-0.074,-0.015,-0.049,-0.096,-0.007,-0.012,-0.005,0.026,0.0
-23.0,-195.0,256.0,31.1,3.45,12.98,3.825,2.161,2.524,2.525,0.375,-16.594,-3.075,-2.236,-4.056,-3.445,-2.816,-2.935
-23.0,-195.0,258.0,31.72,4.63,13.88,3.794,2.157,2.529,2.412,-0.28,-18.211,-3.631,0.043,-3.726,-0.101,-1.672,-2.647
-23.0,-195.0,263.0,33.88,4.7,13.47,3.616,2.574,2.408,3.167,-0.089,-18.369,-14.447,-2.107,-7.768,-2.062,-6.2,-4.168
-23.0,-195.0,268.0,36.5,7.19,14.88,3.114,2.214,2.267,2.159,-0.853,-11.826,-6.436,2.004,-4.34,1.637,-3.214,-2.544
-23.0,-195.0,278.0,41.2,12.66,14.22,2.197,1.678,1.613,1.054,-0.693,-7.477,-2.471,2.251,-2.231,1.43,-1.771,-2.052
-23.0,-195.0,288.0,43.2,16.79,10.43,0.733,0.82,0.66,0.001,-0.025,-0.266,-0.326,0.416,-0.169,0.158,-0.117,-0.14
-23.0,-195.0,298.0,42.28,17.02,5.9,0.472,0.586,0.4,-0.041,-0.016,-0.061,-0.096,-0.003,-0.009,-0.002,0.015,-0.001
-23.0,-195.0,308.0,41.66,15.55,2.35,0.445,0.574,0.383,-0.044,-0.018,-0.043,-0.078,-0.009,-0.003,-0.001,0.017,0.001
-23.0,-195.0,318.0,41.43,13.65,-0.06,0.423,0.565,0.341,-0.05,-0.023,-0.037,-0.078,-0.008,0.003,-0.003,0.014,0.001
-23.0,-195.0,328.0,41.35,12.0,-1.4,0.413,0.562,0.311,-0.056,-0.021,-0.038,-0.084,-0.01,0.002,-0.004,0.019,0.0
-23.0,-195.0,338.0,41.37,10.69,-2.22,0.408,0.541,0.308,-0.059,-0.02,-0.035,-0.102,-0.006,-0.002,-0.003,0.025,-0.001
-23.0,-195.0,348.0,41.41,9.52,-2.7,0.4,0.547,0.283,-0.058,-0.016,-0.036,-0.077,-0.004,0.0,-0.004,0.016,-0.001
-23.0,-195.0,358.0,41.43,8.65,-2.9,0.414,0.531,0.295,-0.058,-0.014,-0.032,-0.1,-0.004,-0.003,-0.004,0.02,-0.001
-23.0,-195.0,388.0,41.65,6.43,-3.29,0.414,0.527,0.276,-0.064,-0.01,-0.039,-0.09,-0.006,-0.009,-0.003,0.025,0.0
-3.0,-195.0,246.0,25.36,1.26,8.72,5.5,2.231,3.745,3.373,7.233,-93.938,-2.758,-47.14,-4.139,-46.352,-2.779,-45.54
-3.0,-195.0,248.0,25.84,0.97,9.5,5.262,2.631,4.004,4.095,6.209,-67.828,-11.273,-47.077,-9.287,-30.822,-7.536,-38.004
-3.0,-195.0,253.0,29.42,3.07,12.83,4.359,2.565,3.111,3.319,0.024,-46.407,-13.557,-1.626,-9.163,-2.425,-6.673,-10.12
-3.0,-195.0,258.0,32.2,4.18,13.63,3.891,2.761,2.681,3.657,0.08,-31.136,-23.09,-3.473,-10.522,-3.401,-10.643,-6.666
-3.0,-195.0,268.0,37.52,9.19,15.08,2.983,2.114,2.028,2.039,-0.995,-15.477,-7.754,2.072,-5.298,1.541,-4.196,-2.721
-3.0,-195.0,278.0,41.88,14.66,12.75,1.391,1.178,1.158,0.378,-0.393,-3.403,-1.075,1.63,-1.2,1.197,-0.905,-1.209
-3.0,-195.0,288.0,42.04,16.43,8.43,0.551,0.623,0.454,-0.077,-0.009,-0.043,-0.116,0.016,-0.023,-0.002,0.031,0.007
-3.0,-195.0,298.0,41.34,15.76,4.61,0.446,0.577,0.39,-0.081,-0.018,-0.031,-0.071,-0.014,-0.006,-0.003,0.026,0.001
-3.0,-195.0,308.0,41.1,14.35,1.65,0.417,0.572,0.384,-0.097,-0.017,-0.043,-0.103,0.0,-0.011,-0.004,0.03,0.0
-3.0,-195.0,318.0,41.01,12.67,-0.24,0.409,0.549,0.34,-0.092,-0.025,-0.038,-0.112,-0.004,-0.014,0.0,0.039,-0.002
-3.0,-195.0,328.0,40.99,11.21,-1.35,0.39,0.542,0.306,-0.092,-0.018,-0.044,-0.089,-0.011,-0.006,-0.003,0.032,0.0
-3.0,-195.0,338.0,41.05,10.14,-2.1,0.394,0.55,0.303,-0.083,-0.016,-0.036,-0.092,-0.007,-0.012,-0.005,0.03,-0.001
-3.0,-195.0,348.0,41.06,9.14,-2.5,0.39,0.539,0.298,-0.086,-0.013,-0.04,-0.084,-0.004,-0.01,-0.005,0.03,-0.001
-3.0,-195.0,358.0,41.13,8.38,-2.77,0.387,0.546,0.305,-0.082,-0.012,-0.035,-0.096,-0.005,-0.004,-0.004,0.03,0.0
-3.0,-195.0,388.0,41.34,6.28,-3.23,0.396,0.533,0.265,-0.077,-0.011,-0.035,-0.093,-0.008,-0.007,-0.008,0.028,0.0
17.0,-195.0,28.0,31.39,0.72,-1.61,3.878,3.836,3.517,4.83,-2.136,1.501,-11.923,-4.389,4.551,-5.803,5.195,-1.197
17.0,-195.0,38.0,31.13,-0.02,-2.42,4.297,4.294,3.5,9.101,-2.292,16.883,-1.569,-11.86,19.367,-15.511,17.548,1.438
17.0,-195.0,58.0,25.92,0.94,-0.89,7.308,4.54,5.216,16.124,0.995,-112.932,-49.683,-7.465,-65.008,-6.759,-47.368,-30.869
17.0,-195.0,78.0,27.66,1.15,0.59,6.732,3.849,4.775,10.885,0.07,-148.639,-34.611,-5.9,-50.294,-5.627,-35.438,-42.342
17.0,-195.0,98.0,26.36,1.06,1.33,6.546,3.849,4.868,10.936,-0.112,-109.988,-37.324,-3.248,-48.835,5.563,-38.101,-36.661
17.0,-195.0,118.0,26.21,1.03,2.2,6.453,3.709,4.694,9.712,-0.833,-110.915,-36.693,0.583,-43.725,5.688,-36.092,-40.098
17.0,-195.0,138.0,26.56,1.15,2.97,6.172,3.533,4.416,8.705,-0.403,-123.888,-28.499,2.741,-37.222,2.732,-29.537,-35.871
17.0,-195.0,158.0,27.0,1.18,3.24,5.83,3.409,4.2,8.022,0.244,-114.369,-27.326,3.693,-33.343,0.221,-27.507,-33.729
17.0,-195.0,178.0,27.44,1.28,3.22,5.616,3.236,3.916,6.984,-0.092,-104.847,-23.328,-3.135,-29.369,2.075,-23.099,-29.371
17.0,-195.0,198.0,27.64,1.21,3.84,5.454,3.262,3.802,7.05,0.333,-90.328,-24.94,-0.174,-28.484,2.329,-23.182,-25.379
17.0,-195.0,218.0,28.15,1.25,4.63,5.375,3.312,3.78,7.558,1.363,-90.828,-23.767,-9.186,-29.633,-3.76,-23.421,-24.358
17.0,-195.0,238.0,25.68,0.68,5.77,6.104,3.967,4.227,11.915,3.141,-104.011,-32.012,-14.027,-34.525,-8.921,-30.931,-31.576
17.0,-195.0,258.0,29.24,5.52,13.43,5.969,3.14,3.7,4.543,0.983,-103.359,-31.269,-7.597,-16.904,-6.448,-16.786,-18.495
17.0,-195.0,278.0,41.62,14.76,11.07,0.856,0.818,0.82,0.031,-0.096,-0.618,-0.467,0.714,-0.254,0.299,-0.185,-0.256
17.0,-195.0,298.0,40.75,14.6,3.61,0.425,0.559,0.428,-0.075,-0.018,-0.042,-0.108,-0.001,-0.01,-0.003,0.028,-0.003
17.0,-195.0,318.0,40.69,11.74,-0.41,0.398,0.556,0.331,-0.078,-0.02,-0.05,-0.075,-0.001,-0.008,-0.003,0.023,-0.001
17.0,-195.0,338.0,40.78,9.64,-2.01,0.388,0.546,0.306,-0.079,-0.013,-0.043,-0.081,-0.007,-0.005,-0.005,0.027,-0.001
17.0,-195.0,358.0,40.88,8.09,-2.72,0.384,0.554,0.321,-0.077,-0.012,-0.044,-0.089,-0.005,-0.004,-0.003,0.025,-0.001
17.0,-195.0,388.0,41.09,6.09,-3.15,0.381,0.539,0.263,-0.072,-0.007,-0.038,-0.083,-0.007,0.001,-0.005,0.023,0.001
37.0,-195.0,28.0,31.63,0.86,-1.53,3.784,3.774,3.457,4.572,-2.102,2.909,-10.558,-5.451,6.717,-3.731,3.901,-1.45
37.0,-195.0,38.0,31.11,0.13,-2.06,4.547,4.475,3.539,9.417,-0.126,-7.041,-5.68,-24.75,14.027,-25.409,14.319,-10.437
37.0,-195.0,58.0,26.7,1.42,-0.56,7.485,5.304,5.639,21.864,0.481,-138.686,-56.416,1.82,-75.698,-5.216,-54.45,-38.28
37.0,-195.0,78.0,28.48,1.62,0.62,7.056,4.721,5.321,16.805,0.132,-147.704,-52.166,-11.697,-69.827,-4.624,-53.09,-50.842
37.0,-195.0,98.0,27.44,1.48,1.6,6.925,4.552,5.355,14.972,-0.166,-136.844,-50.969,-3.244,-54.004,-3.071,-45.285,-50.633
37.0,-195.0,118.0,26.69,1.47,2.29,6.746,4.37,5.296,12.925,-0.479,-135.337,-41.69,-8.399,-48.074,0.144,-43.121,-50.145
37.0,-195.0,138.0,26.58,1.48,2.93,6.557,4.204,5.069,12.166,-0.899,-142.771,-39.884,10.15,-57.349,17.043,-43.621,-49.621
37.0,-195.0,158.0,27.56,1.69,3.39,6.188,3.989,4.74,10.955,0.151,-130.098,-36.212,7.117,-51.064,5.824,-41.164,-50.396
37.0,-195.0,178.0,28.28,1.77,3.62,5.913,3.766,4.524,9.622,-0.283,-113.756,-34.485,4.193,-40.879,7.346,-35.612,-43.675
37.0,-195.0,198.0,28.67,1.59,3.92,5.822,3.857,4.418,10.235,0.801,-110.782,-38.542,0.23,-42.686,-2.306,-36.535,-36.24
37.0,-195.0,218.0,28.16,1.65,4.36,5.908,3.895,4.4,10.816,1.249,-102.734,-37.227,-7.375,-41.895,-1.09,-35.244,-34.759
37.0,-195.0,238.0,24.55,-1.43,4.9,6.621,5.609,4.922,12.72,5.077,-81.052,-119.742,-25.194,8.094,-2.577,-9.857,-29.158
37.0,-195.0,258.0,29.0,5.11,11.41,5.877,4.09,4.258,6.899,-0.242,-63.946,-55.927,-0.282,-10.914,9.868,-14.156,-22.779
37.0,-195.0,278.0,41.24,14.05,9.47,0.642,0.689,0.671,-0.004,-0.01,-0.012,-0.152,0.434,-0.011,0.089,0.0,-0.029
37.0,-195.0,298.0,40.46,13.44,2.98,0.433,0.557,0.453,-0.038,-0.023,-0.057,-0.082,0.001,0.008,-0.004,0.018,0.0
37.0,-195.0,318.0,40.47,10.94,-0.39,0.409,0.552,0.334,-0.057,-0.02,-0.046,-0.098,0.0,0.008,-0.004,0.019,0.0
37.0,-195.0,338.0,40.57,9.18,-1.81,0.395,0.544,0.308,-0.052,-0.013,-0.046,-0.081,-0.005,0.007,-0.005,0.015,0.001
37.0,-195.0,358.0,40.67,7.71,-2.59,0.421,0.54,0.322,-0.047,-0.009,-0.418,-0.071,-0.001,0.007,-0.013,0.015,0.0
37.0,-195.0,388.0,40.89,5.88,-3.03,0.376,0.539,0.255,-0.047,-0.009,-0.035,-0.075,-0.005,0.004,-0.005,0.018,-0.001
87.0,-195.0,28.0,31.58,1.44,-0.64,3.758,3.71,3.331,3.631,-1.635,-1.796,-8.66,-7.717,1.198,-7.324,3.21,-4.841
87.0,-195.0,38.0,30.92,1.57,-0.52,5.077,4.669,4.208,9.856,0.822,-58.031,-27.297,-48.947,3.722,-42.062,-6.981,-24.645
87.0,-195.0,58.0,30.11,2.63,0.28,7.651,5.97,5.998,25.397,-1.382,-252.187,-110.994,7.264,-107.365,-30.133,-98.369,-83.752
87.0,-195.0,78.0,31.98,3.01,0.78,7.333,5.708,5.658,22.28,0.004,-254.847,-115.955,-13.76,-124.773,-3.282,-108.427,-88.181
87.0,-195.0,98.0,31.18,2.64,1.33,7.421,5.517,5.827,20.477,0.14,-251.811,-94.375,0.55,-108.462,-8.404,-89.643,-100.127
87.0,-195.0,118.0,30.14,2.33,2.0,7.469,5.421,5.962,19.718,1.105,-269.654,-105.39,-11.442,-123.39,-16.808,-105.235,-97.73
87.0,-195.0,138.0,30.22,2.49,2.98,7.234,5.122,5.887,16.804,-0.682,-266.006,-96.859,18.782,-98.417,0.6,-91.968,-88.196
