x_mm,y_mm,z_mm,U,V,W,urms,vrms,wrms,uv,uw,uuu,vvv,www,uuv,uuw,uvv,uww
-63.0,195.0,308.0,43.6,-18.01,3.55,0.312,0.568,0.349,-0.072,-0.004,-0.006,-0.038,0.017,-0.004,0.004,0.0,-0.001
-63.0,195.0,318.0,42.9,-15.53,-0.122,0.325,0.504,0.317,-0.063,-0.01,-0.017,-0.047,0.01,-0.014,0.007,0.009,-0.003
-63.0,195.0,328.0,42.6,-13.1,-2.04,0.322,0.483,0.312,-0.065,-0.012,-0.011,-0.026,0.01,-0.018,0.006,0.007,-0.004
-63.0,195.0,338.0,42.5,-11.23,-3.12,0.32,0.466,0.277,-0.056,-0.012,-0.009,-0.038,0.008,-0.009,0.005,0.009,-0.004
-63.0,195.0,348.0,42.4,-9.72,-3.68,0.318,0.471,0.283,-0.058,-0.01,-0.01,-0.045,0.009,-0.015,0.006,0.011,-0.003
-63.0,195.0,358.0,42.4,-8.69,-3.97,0.322,0.482,0.292,-0.06,-0.014,-0.008,-0.032,0.013,-0.008,0.005,0.011,-0.004
-63.0,195.0,388.0,42.6,-6.12,-4.11,0.317,0.484,0.279,-0.06,-0.01,-0.013,-0.051,0.014,-0.01,0.005,0.015,-0.004
-43.0,195.0,266.0,38.0,-4.77,12.7,3.14,2.15,2.1,-2.831,-0.551,-10.5,2.317,0.911,3.098,0.42,-1.936,-2.17
-43.0,195.0,268.0,38.7,-5.5,12.6,3.05,2.191,2.04,-2.775,-0.659,-11.9,4.641,0.531,4.099,0.783,-2.738,-1.92
-43.0,195.0,273.0,40.3,-6.58,12.6,2.78,2.28,1.92,-2.746,-0.742,-10.8,7.67,1.0,4.559,1.13,-3.871,-2.46
-43.0,195.0,278.0,42.1,-9.07,12.7,2.33,2.059,1.66,-2.009,-0.644,-8.86,4.113,1.7,3.942,1.37,-2.547,-1.96
-43.0,195.0,288.0,44.5,-15.54,10.8,1.04,1.356,0.892,-0.702,-0.181,-1.74,2.324,0.775,1.902,0.544,-1.516,-0.586
-43.0,195.0,298.0,43.7,-17.92,5.84,0.345,0.58,0.372,-0.067,-0.007,-0.007,-0.028,0.022,0.008,0.01,0.004,-0.004
-43.0,195.0,308.0,42.7,-16.41,1.7,0.334,0.54,0.333,-0.066,-0.009,-0.032,-0.031,0.012,-0.015,0.007,0.006,-0.003
-43.0,195.0,318.0,42.3,-14.12,-0.832,0.32,0.512,0.284,-0.061,-0.012,-0.005,-0.049,0.01,-0.014,0.006,0.004,-0.003
-43.0,195.0,328.0,42.1,-12.15,-2.29,0.308,0.497,0.3,-0.056,-0.011,-0.006,-0.044,0.008,-0.016,0.005,0.011,-0.003
-43.0,195.0,338.0,42.1,-10.64,-3.13,0.309,0.486,0.275,-0.055,-0.008,-0.001,-0.031,0.009,-0.008,0.006,0.008,-0.003
-43.0,195.0,348.0,42.0,-9.36,-3.56,0.304,0.459,0.288,-0.051,-0.009,-0.004,-0.05,0.006,-0.014,0.004,0.013,-0.002
-43.0,195.0,358.0,42.0,-8.43,-3.85,0.305,0.487,0.284,-0.055,-0.012,-0.006,-0.039,0.008,-0.013,0.006,0.008,-0.003
-43.0,195.0,388.0,42.2,-6.04,-4.04,0.31,0.48,0.279,-0.058,-0.01,-0.01,-0.053,0.012,-0.008,0.006,0.015,-0.004
-23.0,195.0,256.0,35.9,-3.38,11.7,3.28,2.181,2.18,-3.073,-0.462,-12.0,3.624,0.874,3.378,0.549,-2.338,-1.62
-23.0,195.0,258.0,36.4,-4.25,11.8,3.21,2.198,2.15,-2.911,-0.531,-12.5,4.728,1.2,4.82,-0.121,-2.986,-1.52
-23.0,195.0,263.0,38.0,-4.96,12.0,2.96,2.357,2.04,-2.902,-0.542,-12.0,6.884,1.06,4.97,0.61,-2.738,-2.24
-23.0,195.0,268.0,39.8,-6.71,12.3,2.65,2.229,1.86,-2.547,-0.764,-10.1,5.572,1.31,4.462,1.12,-3.439,-2.31
-23.0,195.0,278.0,43.5,-12.49,11.8,1.46,1.617,1.14,-1.253,-0.38,-4.62,2.293,1.36,3.044,1.08,-1.96,-1.18
-23.0,195.0,288.0,43.5,-16.68,8.11,0.445,0.722,0.466,-0.101,-0.012,0.011,0.168,0.061,0.073,0.029,-0.058,-0.001
-23.0,195.0,298.0,42.5,-16.71,3.82,0.349,0.532,0.356,-0.07,-0.011,-0.005,-0.009,0.01,-0.01,0.006,0.003,-0.002
-23.0,195.0,308.0,41.9,-14.96,0.729,0.307,0.501,0.304,-0.057,-0.012,-0.002,-0.021,0.004,-0.008,0.005,0.002,-0.001
-23.0,195.0,318.0,41.7,-13.02,-1.16,0.289,0.48,0.276,-0.05,-0.01,-0.006,-0.025,0.005,-0.007,0.004,0.005,-0.002
-23.0,195.0,328.0,41.6,-11.4,-2.33,0.285,0.462,0.299,-0.047,-0.012,-0.01,-0.043,0.012,-0.005,0.005,0.007,-0.003
-23.0,195.0,338.0,41.6,-10.04,-2.99,0.286,0.485,0.27,-0.052,-0.01,-0.01,-0.047,0.008,-0.01,0.006,0.011,-0.002
-23.0,195.0,348.0,41.6,-9.01,-3.35,0.28,0.464,0.28,-0.045,-0.008,-0.011,-0.035,0.004,-0.007,0.004,0.008,-0.003
-23.0,195.0,358.0,41.7,-8.11,-3.68,0.284,0.478,0.291,-0.056,-0.014,-0.01,-0.047,0.008,-0.009,0.005,0.011,-0.003
-23.0,195.0,388.0,41.8,-5.91,-3.97,0.287,0.473,0.275,-0.052,-0.01,-0.008,-0.053,0.009,-0.014,0.005,0.014,-0.003
-3.0,195.0,246.0,33.3,-1.15,9.39,3.6,2.322,2.27,-4.067,-0.26,-15.8,4.845,-0.264,8.099,-0.047,-4.033,-2.07
-3.0,195.0,248.0,33.4,-1.24,9.87,3.53,2.718,2.25,-4.663,-0.346,-14.1,13.33,0.141,11.352,-0.348,-8.402,-1.99
-3.0,195.0,253.0,34.8,-2.5,10.9,3.36,2.755,2.17,-4.023,-0.6,-13.9,19.039,0.407,10.448,0.159,-9.589,-1.92
-3.0,195.0,258.0,36.8,-4.09,12.1,3.09,2.655,2.08,-3.762,-0.784,-14.4,17.764,1.3,9.019,1.02,-9.289,-2.34
-3.0,195.0,268.0,41.0,-9.24,12.6,2.19,1.913,1.59,-2.008,-0.775,-9.47,3.609,2.27,4.391,1.72,-3.168,-2.41
-3.0,195.0,278.0,43.0,-14.45,10.2,0.74,1.076,0.695,-0.383,-0.086,-0.42,0.995,0.312,0.959,0.19,-0.725,-0.163
-3.0,195.0,288.0,42.3,-16.15,6.16,0.38,0.557,0.395,-0.07,-0.024,0.002,-0.034,0.012,-0.01,0.006,0.008,-0.002
-3.0,195.0,298.0,41.7,-15.39,2.63,0.305,0.489,0.346,-0.055,-0.014,-0.005,-0.029,0.007,-0.006,0.004,0.002,-0.003
-3.0,195.0,308.0,41.4,-13.71,0.214,0.289,0.483,0.31,-0.049,-0.014,-0.008,-0.041,0.008,-0.007,0.005,0.007,-0.003
-3.0,195.0,318.0,41.3,-12.03,-1.31,0.29,0.486,0.284,-0.053,-0.013,-0.014,-0.042,0.002,-0.008,0.005,0.009,-0.003
-3.0,195.0,328.0,41.3,-10.73,-2.27,0.289,0.471,0.297,-0.047,-0.013,-0.015,-0.02,0.009,0.0,0.005,0.004,-0.003
-3.0,195.0,338.0,41.3,-9.53,-2.82,0.29,0.456,0.276,-0.043,-0.013,-0.014,-0.048,0.012,-0.007,0.005,0.007,-0.004
-3.0,195.0,348.0,41.3,-8.64,-3.2,0.288,0.471,0.281,-0.045,-0.009,-0.013,-0.033,0.005,-0.001,0.005,0.006,-0.004
-3.0,195.0,358.0,41.4,-7.79,-3.53,0.283,0.472,0.279,-0.046,-0.012,-0.013,-0.057,0.006,-0.009,0.004,0.011,-0.004
-3.0,195.0,388.0,41.6,-5.8,-3.82,0.285,0.466,0.28,-0.049,-0.013,-0.01,-0.05,0.011,-0.007,0.005,0.011,-0.004
17.0,195.0,28.0,32.8,0.6,-1.76,3.89,4.094,3.67,-3.621,-2.28,-1.09,12.753,-4.55,-6.072,-3.76,11.315,-1.06
17.0,195.0,38.0,32.7,1.54,-2.58,4.27,4.39,3.7,-6.107,-2.17,13.7,-19.172,-17.8,-18.131,-17.6,31.623,2.23
17.0,195.0,58.0,34.8,-0.72,-1.69,4.83,4.766,3.7,-19.677,-0.064,-91.2,38.746,-10.1,46.248,-4.99,-36.72,-15.1
17.0,195.0,78.0,34.2,-0.73,-0.615,4.47,4.536,3.28,-16.584,0.436,-51.9,31.955,-6.12,34.502,-3.12,-29.942,-11.2
17.0,195.0,98.0,33.4,-0.7,0.173,4.3,4.449,3.08,-15.637,0.3,-44.1,35.568,-2.24,33.088,-0.1,-34.167,-7.56
17.0,195.0,118.0,32.6,-0.58,0.772,4.08,4.216,2.94,-13.986,0.205,-32.4,34.31,-1.25,40.954,-1.2,-31.461,-7.88
17.0,195.0,138.0,32.3,-0.69,1.09,4.04,4.34,2.83,-14.307,0.131,-34.8,29.092,-1.78,35.742,-1.4,-29.739,-6.49
17.0,195.0,158.0,33.2,-0.9,1.82,3.62,3.744,2.56,-10.836,0.108,-17.0,31.768,-0.407,40.064,-0.264,-32.854,-3.45
17.0,195.0,178.0,33.6,-0.68,2.15,3.63,3.734,2.51,-11.198,0.082,-20.4,27.965,-0.158,34.722,-0.178,-27.812,-3.52
17.0,195.0,198.0,32.9,-0.66,2.77,3.66,3.777,2.5,-10.551,0.559,-17.5,30.687,-0.21,29.51,-1.85,-26.852,-3.4
17.0,195.0,218.0,32.5,-0.68,3.86,3.79,3.711,2.54,-10.907,0.53,-20.3,23.533,-2.25,26.493,-2.15,-22.987,-4.02
17.0,195.0,238.0,32.0,-0.33,6.09,4.29,4.025,2.78,-13.188,0.619,-53.3,26.375,-3.7,16.105,-5.83,-21.157,-10.8
17.0,195.0,258.0,37.2,-5.05,12.9,3.17,2.976,2.13,-4.572,-1.57,-21.5,26.094,4.01,12.04,3.53,-13.263,-4.46
17.0,195.0,278.0,42.0,-14.67,8.56,0.474,0.73,0.517,-0.134,-0.036,0.019,0.196,0.072,0.125,0.027,-0.072,0.001
17.0,195.0,298.0,41.1,-14.07,1.91,0.318,0.502,0.37,-0.057,-0.023,-0.013,-0.039,0.013,-0.002,0.006,0.01,-0.003
17.0,195.0,318.0,41.0,-11.26,-1.33,0.309,0.454,0.292,-0.047,-0.016,-0.013,-0.034,0.005,-0.009,0.005,0.006,-0.003
17.0,195.0,338.0,41.0,-9.06,-2.67,0.307,0.449,0.285,-0.047,-0.013,-0.015,-0.025,0.008,0.002,0.004,0.005,-0.004
17.0,195.0,358.0,41.2,-7.48,-3.37,0.294,0.45,0.279,-0.045,-0.012,-0.015,-0.045,0.005,0.002,0.005,0.01,-0.003
17.0,195.0,388.0,41.4,-5.69,-3.69,0.278,0.462,0.27,-0.045,-0.01,-0.014,-0.049,0.007,-0.006,0.004,0.012,-0.004
37.0,195.0,28.0,32.9,0.58,-1.67,3.8,3.855,3.6,-2.77,-2.18,2.45,4.211,-4.07,-5.525,-4.73,10.301,-1.64
37.0,195.0,38.0,32.7,1.34,-2.4,4.44,4.315,3.58,-4.98,-0.936,-1.94,-15.229,-18.5,-17.04,-21.8,28.077,-5.32
37.0,195.0,58.0,33.1,-1.0,-1.42,6.33,5.263,4.76,-23.794,0.271,-205.0,37.214,-17.8,69.854,-15.1,-44.237,-50.1
37.0,195.0,78.0,33.0,-1.04,-0.4,6.09,5.056,4.47,-19.984,0.064,-175.0,29.834,3.19,49.718,-2.57,-35.085,-45.4
37.0,195.0,98.0,32.3,-0.87,0.456,5.84,4.898,4.31,-17.95,-0.049,-154.0,33.905,10.6,38.438,2.4,-30.784,-45.1
37.0,195.0,118.0,32.1,-0.78,1.03,5.45,4.766,4.02,-16.802,-0.464,-142.0,37.673,4.0,39.795,4.72,-39.332,-36.7
37.0,195.0,138.0,31.9,-0.85,1.47,5.26,4.633,3.86,-15.668,0.375,-125.0,41.835,-2.8,45.893,-4.22,-40.902,-32.5
37.0,195.0,158.0,33.2,-1.09,2.1,4.66,4.221,3.42,-13.351,-0.319,-99.8,43.561,7.45,56.864,7.11,-46.713,-27.5
37.0,195.0,178.0,33.0,-0.95,2.05,4.67,4.086,3.3,-12.503,0.378,-84.7,31.378,2.58,40.87,-0.119,-32.259,-23.8
37.0,195.0,198.0,32.8,-0.94,2.67,4.6,4.09,3.2,-12.672,0.696,-79.4,32.974,-1.76,39.344,-2.96,-31.14,-17.2
37.0,195.0,218.0,32.5,-0.87,3.48,4.83,4.168,3.37,-12.775,0.96,-84.9,27.297,-5.49,28.939,-7.74,-24.877,-21.3
37.0,195.0,238.0,30.2,1.79,5.27,6.04,5.262,4.06,-11.565,2.96,-141.0,98.46,-19.0,-19.216,-16.4,3.225,-33.3
37.0,195.0,258.0,37.5,-5.83,12.3,3.54,3.462,2.33,-6.311,-1.05,-42.6,41.982,4.58,13.66,1.96,-17.915,-8.88
37.0,195.0,278.0,41.4,-13.93,7.36,0.4,0.587,0.514,-0.098,-0.038,-0.012,-0.014,0.052,0.018,0.016,-0.003,-0.006
37.0,195.0,298.0,40.8,-12.95,1.46,0.323,0.48,0.381,-0.058,-0.025,-0.008,-0.011,0.022,-0.003,0.006,0.003,-0.006
37.0,195.0,318.0,40.7,-10.55,-1.33,0.316,0.479,0.31,-0.05,-0.017,-0.009,-0.03,0.005,-0.01,0.004,0.003,-0.003
37.0,195.0,338.0,40.8,-8.65,-2.52,0.313,0.482,0.298,-0.051,-0.013,-0.011,-0.032,0.011,-0.005,0.005,0.005,-0.004
37.0,195.0,358.0,41.0,-7.19,-3.2,0.304,0.445,0.271,-0.05,-0.011,-0.014,-0.037,0.007,-0.002,0.006,0.007,-0.003
37.0,195.0,388.0,41.2,-5.57,-3.58,0.29,0.463,0.268,-0.045,-0.011,-0.012,-0.039,0.008,0.003,0.005,0.01,-0.003
87.0,195.0,28.0,33.0,-0.02,-0.793,3.79,3.711,3.5,-2.371,-1.67,-2.17,4.138,-13.8,-5.343,-7.38,8.934,-3.83
87.0,195.0,38.0,32.2,0.17,-0.983,5.21,4.834,4.4,-7.758,1.83,-66.1,24.978,-55.9,-8.339,-49.8,7.994,-28.0
87.0,195.0,58.0,32.8,-1.82,-0.48,7.31,6.192,5.55,-28.469,-2.41,-296.0,131.06,-4.85,106.374,-0.851,-114.417,-79.8
87.0,195.0,78.0,33.3,-2.03,-0.142,7.18,5.94,5.41,-27.369,0.356,-285.0,90.999,-4.04,122.144,-2.7,-96.603,-101.0
87.0,195.0,98.0,32.7,-1.87,0.438,7.03,5.799,5.56,-24.079,-0.476,-273.0,92.536,0.03,108.773,-4.28,-94.792,-89.0
87.0,195.0,118.0,32.1,-1.68,1.15,7.07,5.584,5.56,-21.875,-1.31,-309.0,89.103,27.4,94.437,4.76,-82.511,-93.8
87.0,195.0,138.0,32.4,-1.75,1.85,6.66,5.371,5.48,-19.544,-1.47,-239.0,89.296,19.8,107.657,14.3,-89.81,-93.1
87.0,195.0,158.0,33.6,-1.96,2.43,6.23,4.932,4.92,-17.084,-2.67,-228.0,74.884,27.9,86.148,22.5,-72.58,-78.4
87.0,195.0,178.0,34.9,-2.15,2.51,5.52,4.604,4.34,-14.456,-0.36,-186.0,68.248,5.69,73.912,2.37,-64.931,-53.7
