zone,x/c,cf
"alpha=10 deg, Dwight 2022",0.04175587651598677,0.01191921282868467
"alpha=10 deg, Dwight 2022",0.045836630099228226,0.011418005934861503
"alpha=10 deg, Dwight 2022",0.045836630099228226,0.011418005934861503
"alpha=10 deg, Dwight 2022",0.050222412899669236,0.010950164036882856
"alpha=10 deg, Dwight 2022",0.050222412899669236,0.010950164036882856
"alpha=10 deg, Dwight 2022",0.05493000551267916,0.010512155677270348
"alpha=10 deg, Dwight 2022",0.05493000551267916,0.010512155677270348
"alpha=10 deg, Dwight 2022",0.0599766703417861,0.010101805887502629
"alpha=10 deg, Dwight 2022",0.0599766703417861,0.010101805887502629
"alpha=10 deg, Dwight 2022",0.06538009371554575,0.009717012206703863
"alpha=10 deg, Dwight 2022",0.06538009371554575,0.009717012206703863
"alpha=10 deg, Dwight 2022",0.07115830760749724,0.009355021054376753
"alpha=10 deg, Dwight 2022",0.07115830760749724,0.009355021054376753
"alpha=10 deg, Dwight 2022",0.07732958103638368,0.009013768508956273
"alpha=10 deg, Dwight 2022",0.07732958103638368,0.009013768508956273
"alpha=10 deg, Dwight 2022",0.08391230429988975,0.008691691284006568
"alpha=10 deg, Dwight 2022",0.08391230429988975,0.008691691284006568
"alpha=10 deg, Dwight 2022",0.09092487320837928,0.008386826957064615
"alpha=10 deg, Dwight 2022",0.09092487320837928,0.008386826957064615
"alpha=10 deg, Dwight 2022",0.09838551819184124,0.008097268077023673
"alpha=10 deg, Dwight 2022",0.09838551819184124,0.008097268077023673
"alpha=10 deg, Dwight 2022",0.1063121223814774,0.007821885479026403
"alpha=10 deg, Dwight 2022",0.1063121223814774,0.007821885479026403
"alpha=10 deg, Dwight 2022",0.11472206174200661,0.007559615128067758
"alpha=10 deg, Dwight 2022",0.11472206174200661,0.007559615128067758
"alpha=10 deg, Dwight 2022",0.12363196251378168,0.007309317935418458
"alpha=10 deg, Dwight 2022",0.12363196251378168,0.007309317935418458
"alpha=10 deg, Dwight 2022",0.13305746416758546,0.007069527872691306
"alpha=10 deg, Dwight 2022",0.13305746416758546,0.007069527872691306
"alpha=10 deg, Dwight 2022",0.14301298787210584,0.006839349564988852
"alpha=10 deg, Dwight 2022",0.14301298787210584,0.006839349564988852
"alpha=10 deg, Dwight 2022",0.1535114553472988,0.00661853958806693
"alpha=10 deg, Dwight 2022",0.1535114553472988,0.00661853958806693
"alpha=10 deg, Dwight 2022",0.16456401323043,0.006406109886399368
"alpha=10 deg, Dwight 2022",0.16456401323043,0.006406109886399368
"alpha=10 deg, Dwight 2022",0.17617972987872108,0.006201120056610416
"alpha=10 deg, Dwight 2022",0.17617972987872108,0.006201120056610416
"alpha=10 deg, Dwight 2022",0.18836531422271222,0.006002833063345493
"alpha=10 deg, Dwight 2022",0.18836531422271222,0.006002833063345493
"alpha=10 deg, Dwight 2022",0.20112480154355017,0.0058109810630645985
"alpha=10 deg, Dwight 2022",0.20112480154355017,0.0058109810630645985
"alpha=10 deg, Dwight 2022",0.2144592723263506,0.005625553412932023
"alpha=10 deg, Dwight 2022",0.2144592723263506,0.005625553412932023
"alpha=10 deg, Dwight 2022",0.22836657662624035,0.005446275027143814
"alpha=10 deg, Dwight 2022",0.22836657662624035,0.005446275027143814
"alpha=10 deg, Dwight 2022",0.24284105843439913,0.005272819152702734
"alpha=10 deg, Dwight 2022",0.24284105843439913,0.005272819152702734
"alpha=10 deg, Dwight 2022",0.25787334619625135,0.005104895427821366
"alpha=10 deg, Dwight 2022",0.25787334619625135,0.005104895427821366
"alpha=10 deg, Dwight 2022",0.2734501323042999,0.004942280526549046
"alpha=10 deg, Dwight 2022",0.2734501323042999,0.004942280526549046
"alpha=10 deg, Dwight 2022",0.28955404630650494,0.00478459074703933
"alpha=10 deg, Dwight 2022",0.28955404630650494,0.00478459074703933
"alpha=10 deg, Dwight 2022",0.3061635336273429,0.004631689268019909
"alpha=10 deg, Dwight 2022",0.3061635336273429,0.004631689268019909
"alpha=10 deg, Dwight 2022",0.3232528390297684,0.004483708694990064
"alpha=10 deg, Dwight 2022",0.3232528390297684,0.004483708694990064
"alpha=10 deg, Dwight 2022",0.340792006615215,0.0043402752399947005
"alpha=10 deg, Dwight 2022",0.340792006615215,0.0043402752399947005
"alpha=10 deg, Dwight 2022",0.35874698456449833,0.004201209194961738
"alpha=10 deg, Dwight 2022",0.35874698456449833,0.004201209194961738
"alpha=10 deg, Dwight 2022",0.377079796030871,0.004066695421995443
"alpha=10 deg, Dwight 2022",0.377079796030871,0.004066695421995443
"alpha=10 deg, Dwight 2022",0.395748776185226,0.003936714834249599
"alpha=10 deg, Dwight 2022",0.395748776185226,0.003936714834249599
"alpha=10 deg, Dwight 2022",0.41470888092613006,0.003811191111104509
"alpha=10 deg, Dwight 2022",0.41470888092613006,0.003811191111104509
"alpha=10 deg, Dwight 2022",0.43391206725468573,0.003689991783625257
"alpha=10 deg, Dwight 2022",0.43391206725468573,0.003689991783625257
"alpha=10 deg, Dwight 2022",0.45330775633958104,0.003572955468511283
"alpha=10 deg, Dwight 2022",0.45330775633958104,0.003572955468511283
"alpha=10 deg, Dwight 2022",0.47284330760749727,0.0034598821131060953
"alpha=10 deg, Dwight 2022",0.47284330760749727,0.0034598821131060953
"alpha=10 deg, Dwight 2022",0.4924646030871003,0.003350625855939751
"alpha=10 deg, Dwight 2022",0.4924646030871003,0.003350625855939751
"alpha=10 deg, Dwight 2022",0.512116598676957,0.0032450712249770955
"alpha=10 deg, Dwight 2022",0.512116598676957,0.0032450712249770955
"alpha=10 deg, Dwight 2022",0.53174394707828,0.003143017776494644
"alpha=10 deg, Dwight 2022",0.53174394707828,0.003143017776494644
"alpha=10 deg, Dwight 2022",0.5512916207276737,0.0030440792247178636
"alpha=10 deg, Dwight 2022",0.5512916207276737,0.0030440792247178636
"alpha=10 deg, Dwight 2022",0.5707054024255789,0.0029480434630755744
"alpha=10 deg, Dwight 2022",0.5707054024255789,0.0029480434630755744
"alpha=10 deg, Dwight 2022",0.5899328004410144,0.0028548518813606596
"alpha=10 deg, Dwight 2022",0.5899328004410144,0.0028548518813606596
"alpha=10 deg, Dwight 2022",0.6089230429988974,0.0027642497512899624
"alpha=10 deg, Dwight 2022",0.6089230429988974,0.0027642497512899624
"alpha=10 deg, Dwight 2022",0.6276282800441014,0.0026760048457993304
"alpha=10 deg, Dwight 2022",0.6276282800441014,0.0026760048457993304
"alpha=10 deg, Dwight 2022",0.6460033076074972,0.002589902734858934
"alpha=10 deg, Dwight 2022",0.6460033076074972,0.002589902734858934
"alpha=10 deg, Dwight 2022",0.6640065600882029,0.0025057113004709414
"alpha=10 deg, Dwight 2022",0.6640065600882029,0.0025057113004709414
"alpha=10 deg, Dwight 2022",0.6816001102535832,0.0024231711432612015
"alpha=10 deg, Dwight 2022",0.6816001102535832,0.0024231711432612015
"alpha=10 deg, Dwight 2022",0.6987499448732083,0.002342010373715125
"alpha=10 deg, Dwight 2022",0.6987499448732083,0.002342010373715125
"alpha=10 deg, Dwight 2022",0.7154261852260198,0.002261924938978099
"alpha=10 deg, Dwight 2022",0.7154261852260198,0.002261924938978099
"alpha=10 deg, Dwight 2022",0.7316031422271223,0.0021827574473736373
"alpha=10 deg, Dwight 2022",0.7316031422271223,0.0021827574473736373
"alpha=10 deg, Dwight 2022",0.7472594266813671,0.002104436018085244
"alpha=10 deg, Dwight 2022",0.7472594266813671,0.002104436018085244
"alpha=10 deg, Dwight 2022",0.7623777287761851,0.002026862927924989
"alpha=10 deg, Dwight 2022",0.7623777287761851,0.002026862927924989
"alpha=10 deg, Dwight 2022",0.7769449283351709,0.0019499788837297285
"alpha=10 deg, Dwight 2022",0.7769449283351709,0.0019499788837297285
"alpha=10 deg, Dwight 2022",0.7909517640573318,0.0018737234426454271
"alpha=10 deg, Dwight 2022",0.7909517640573318,0.0018737234426454271
"alpha=10 deg, Dwight 2022",0.8043927232635061,0.0017980698523614798
"alpha=10 deg, Dwight 2022",0.8043927232635061,0.0017980698523614798
"alpha=10 deg, Dwight 2022",0.8172657662624034,0.0017230286417192443
"alpha=10 deg, Dwight 2022",0.8172657662624034,0.0017230286417192443
"alpha=10 deg, Dwight 2022",0.8295721609702316,0.0016486462013174448
"alpha=10 deg, Dwight 2022",0.8295721609702316,0.0016486462013174448
"alpha=10 deg, Dwight 2022",0.84131598676957,0.0015749962014588524
"alpha=10 deg, Dwight 2022",0.84131598676957,0.0015749962014588524
"alpha=10 deg, Dwight 2022",0.8525041345093715,0.0015021801852940315
"alpha=10 deg, Dwight 2022",0.8525041345093715,0.0015021801852940315
"alpha=10 deg, Dwight 2022",0.8631457552370452,0.0014303353893432495
"alpha=10 deg, Dwight 2022",0.8631457552370452,0.0014303353893432495
"alpha=10 deg, Dwight 2022",0.8732520396912898,0.0013596260633499295
"alpha=10 deg, Dwight 2022",0.8732520396912898,0.0013596260633499295
"alpha=10 deg, Dwight 2022",0.8828360529217198,0.0012902308909666636
"alpha=10 deg, Dwight 2022",0.8828360529217198,0.0012902308909666636
"alpha=10 deg, Dwight 2022",0.8919121830209481,0.0012223304504923927
"alpha=10 deg, Dwight 2022",0.8919121830209481,0.0012223304504923927
"alpha=10 deg, Dwight 2022",0.9004962513781698,0.0011561057828530677
"alpha=10 deg, Dwight 2022",0.9004962513781698,0.0011561057828530677
"alpha=10 deg, Dwight 2022",0.9086049062844542,0.0010917279150065371
"alpha=10 deg, Dwight 2022",0.9086049062844542,0.0010917279150065371
"alpha=10 deg, Dwight 2022",0.916255512679162,0.001029334285808864
"alpha=10 deg, Dwight 2022",0.916255512679162,0.001029334285808864
"alpha=10 deg, Dwight 2022",0.9234660418963616,0.0009690233603117099
"alpha=10 deg, Dwight 2022",0.9234660418963616,0.0009690233603117099
"alpha=10 deg, Dwight 2022",0.930254796030871,0.000910869378229728
"alpha=10 deg, Dwight 2022",0.930254796030871,0.000910869378229728
"alpha=10 deg, Dwight 2022",0.9366401874310915,0.0008549417160560724
"alpha=10 deg, Dwight 2022",0.9366401874310915,0.0008549417160560724
"alpha=10 deg, Dwight 2022",0.9426406835722161,0.0008013093430572153
"alpha=10 deg, Dwight 2022",0.9426406835722161,0.0008013093430572153
"alpha=10 deg, Dwight 2022",0.948274696802646,0.0007500412694780577
"alpha=10 deg, Dwight 2022",0.948274696802646,0.0007500412694780577
"alpha=10 deg, Dwight 2022",0.9535602535832415,0.0007012180240543256
"alpha=10 deg, Dwight 2022",0.9535602535832415,0.0007012180240543256
"alpha=10 deg, Dwight 2022",0.9585151598676956,0.0006548929773342205
"alpha=10 deg, Dwight 2022",0.9585151598676956,0.0006548929773342205
"alpha=10 deg, Dwight 2022",0.9631568357221609,0.0006110561135516753
"alpha=10 deg, Dwight 2022",0.9631568357221609,0.0006110561135516753
"alpha=10 deg, Dwight 2022",0.9675021499448732,0.0005696194725594805
"alpha=10 deg, Dwight 2022",0.9675021499448732,0.0005696194725594805
"alpha=10 deg, Dwight 2022",0.9715675303197353,0.0005304129972765085
"alpha=10 deg, Dwight 2022",0.9715675303197353,0.0005304129972765085
"alpha=10 deg, Dwight 2022",0.9753687982359427,0.0004931153656415543
"alpha=10 deg, Dwight 2022",0.9753687982359427,0.0004931153656415543
"alpha=10 deg, Dwight 2022",0.9789211135611907,0.00045741130555613553
"alpha=10 deg, Dwight 2022",0.9789211135611907,0.00045741130555613553
"alpha=10 deg, Dwight 2022",0.9822391951488423,0.0004225987907007604
"alpha=10 deg, Dwight 2022",0.9822391951488423,0.0004225987907007604
"alpha=10 deg, Dwight 2022",0.9853368798235943,0.00038853455875478393
"alpha=10 deg, Dwight 2022",0.9853368798235943,0.00038853455875478393
"alpha=10 deg, Dwight 2022",0.9882276736493936,0.00035329018015045285
"alpha=10 deg, Dwight 2022",0.9882276736493936,0.00035329018015045285
"alpha=10 deg, Dwight 2022",0.9909241455347298,0.00031864219961044775
"alpha=10 deg, Dwight 2022",0.9909241455347298,0.00031864219961044775
"alpha=10 deg, Dwight 2022",0.9934384785005512,0.0002777333100458791
"alpha=10 deg, Dwight 2022",0.9934384785005512,0.0002777333100458791
"alpha=10 deg, Dwight 2022",0.9957820837927233,0.00024135735766263227
"alpha=10 deg, Dwight 2022",0.9957820837927233,0.00024135735766263227
"alpha=10 deg, Dwight 2022",0.9979658213891952,0.00011187595802873198
"alpha=10 deg, Dwight 2022",0.9979658213891952,0.00011187595802873198
"alpha=10 deg, Dwight 2022",1.0,0.0008125931397839477
"alpha=10 deg, Dwight 2022",1.0,0.0008125931397839477
"alpha=15 deg, Dwight 2022",0.0,0.05250978229544324
"alpha=15 deg, Dwight 2022",0.0,0.05250978229544324
"alpha=15 deg, Dwight 2022",1.3469169239250276e-06,0.05164781760333858
"alpha=15 deg, Dwight 2022",1.3469169239250276e-06,0.05164781760333858
"alpha=15 deg, Dwight 2022",5.818606394707828e-06,0.05143636884334883
"alpha=15 deg, Dwight 2022",5.818606394707828e-06,0.05143636884334883
"alpha=15 deg, Dwight 2022",1.4150627342888643e-05,0.05200559402372771
"alpha=15 deg, Dwight 2022",1.4150627342888643e-05,0.05200559402372771
"alpha=15 deg, Dwight 2022",2.7212759647188533e-05,0.052627008453182994
"alpha=15 deg, Dwight 2022",2.7212759647188533e-05,0.052627008453182994
"alpha=15 deg, Dwight 2022",4.6029342337375965e-05,0.053029742283826196
"alpha=15 deg, Dwight 2022",4.6029342337375965e-05,0.053029742283826196
"alpha=15 deg, Dwight 2022",7.180327453142227e-05,0.053331661749339614
"alpha=15 deg, Dwight 2022",7.180327453142227e-05,0.053331661749339614
"alpha=15 deg, Dwight 2022",0.000105940407938258,0.053619619750578905
"alpha=15 deg, Dwight 2022",0.000105940407938258,0.053619619750578905
"alpha=15 deg, Dwight 2022",0.00015007861631753032,0.053887362601518864
"alpha=15 deg, Dwight 2022",0.00015007861631753032,0.053887362601518864
"alpha=15 deg, Dwight 2022",0.00020611403528114663,0.05410427382709753
"alpha=15 deg, Dwight 2022",0.00020611403528114663,0.05410427382709753
"alpha=15 deg, Dwight 2022",0.0002762360143329658,0.054244070212671615
"alpha=15 deg, Dwight 2022",0.0002762360143329658,0.054244070212671615
"alpha=15 deg, Dwight 2022",0.0003629542998897464,0.054281678199232235
"alpha=15 deg, Dwight 2022",0.0003629542998897464,0.054281678199232235
"alpha=15 deg, Dwight 2022",0.00046912844542447625,0.05419239269074306
"alpha=15 deg, Dwight 2022",0.00046912844542447625,0.05419239269074306
"alpha=15 deg, Dwight 2022",0.000597992282249173,0.05395419504098409
"alpha=15 deg, Dwight 2022",0.000597992282249173,0.05395419504098409
"alpha=15 deg, Dwight 2022",0.0007531893054024256,0.05354643577780881
"alpha=15 deg, Dwight 2022",0.0007531893054024256,0.05354643577780881
"alpha=15 deg, Dwight 2022",0.0009387642227122381,0.05288784674678187
"alpha=15 deg, Dwight 2022",0.0009387642227122381,0.05288784674678187
"alpha=15 deg, Dwight 2022",0.0011591931091510473,0.05195641502408703
"alpha=15 deg, Dwight 2022",0.0011591931091510473,0.05195641502408703
"alpha=15 deg, Dwight 2022",0.0014193778941565599,0.0508258553197785
"alpha=15 deg, Dwight 2022",0.0014193778941565599,0.0508258553197785
"alpha=15 deg, Dwight 2022",0.0017246230429988974,0.04952359295155067
"alpha=15 deg, Dwight 2022",0.0017246230429988974,0.04952359295155067
"alpha=15 deg, Dwight 2022",0.0020806233186328555,0.048060341147615294
"alpha=15 deg, Dwight 2022",0.0020806233186328555,0.048060341147615294
"alpha=15 deg, Dwight 2022",0.0024934342337375962,0.04645286322062608
"alpha=15 deg, Dwight 2022",0.0024934342337375962,0.04645286322062608
"alpha=15 deg, Dwight 2022",0.0029694416207276734,0.044721463291883735
"alpha=15 deg, Dwight 2022",0.0029694416207276734,0.044721463291883735
"alpha=15 deg, Dwight 2022",0.0035153198456449835,0.042892712370697125
"alpha=15 deg, Dwight 2022",0.0035153198456449835,0.042892712370697125
"alpha=15 deg, Dwight 2022",0.004137967089305403,0.040989520469868874
"alpha=15 deg, Dwight 2022",0.004137967089305403,0.040989520469868874
"alpha=15 deg, Dwight 2022",0.004844550275633958,0.03898897164685462
"alpha=15 deg, Dwight 2022",0.004844550275633958,0.03898897164685462
"alpha=15 deg, Dwight 2022",0.005642485115766262,0.03687622607211492
"alpha=15 deg, Dwight 2022",0.005642485115766262,0.03687622607211492
"alpha=15 deg, Dwight 2022",0.006539262403528114,0.03472427749571358
"alpha=15 deg, Dwight 2022",0.006539262403528114,0.03472427749571358
"alpha=15 deg, Dwight 2022",0.007542786659316428,0.03260063686698793
"alpha=15 deg, Dwight 2022",0.007542786659316428,0.03260063686698793
"alpha=15 deg, Dwight 2022",0.00866097794928335,0.030528295936440616
"alpha=15 deg, Dwight 2022",0.00866097794928335,0.030528295936440616
"alpha=15 deg, Dwight 2022",0.009902279492833517,0.02853795634520126
"alpha=15 deg, Dwight 2022",0.009902279492833517,0.02853795634520126
"alpha=15 deg, Dwight 2022",0.011275160418963617,0.026652978057597653
"alpha=15 deg, Dwight 2022",0.011275160418963617,0.026652978057597653
"alpha=15 deg, Dwight 2022",0.0127887177508269,0.024885214684592347
"alpha=15 deg, Dwight 2022",0.0127887177508269,0.024885214684592347
"alpha=15 deg, Dwight 2022",0.014452201764057333,0.02323759498715788
"alpha=15 deg, Dwight 2022",0.014452201764057333,0.02323759498715788
"alpha=15 deg, Dwight 2022",0.0162755170893054,0.021704856560551627
"alpha=15 deg, Dwight 2022",0.0162755170893054,0.021704856560551627
"alpha=15 deg, Dwight 2022",0.018268856670341786,0.02028815883004299
"alpha=15 deg, Dwight 2022",0.018268856670341786,0.02028815883004299
"alpha=15 deg, Dwight 2022",0.020443036934950386,0.018986606166931087
"alpha=15 deg, Dwight 2022",0.020443036934950386,0.018986606166931087
"alpha=15 deg, Dwight 2022",0.022809438257993385,0.01779279099502438
"alpha=15 deg, Dwight 2022",0.022809438257993385,0.01779279099502438
"alpha=15 deg, Dwight 2022",0.025379999448732083,0.016698342883470794
"alpha=15 deg, Dwight 2022",0.025379999448732083,0.016698342883470794
"alpha=15 deg, Dwight 2022",0.028167238699007717,0.0156947549830856
"alpha=15 deg, Dwight 2022",0.028167238699007717,0.0156947549830856
"alpha=15 deg, Dwight 2022",0.031184335170893054,0.014774812598230826
"alpha=15 deg, Dwight 2022",0.031184335170893054,0.014774812598230826
"alpha=15 deg, Dwight 2022",0.03444508599779493,0.01393242936366863
"alpha=15 deg, Dwight 2022",0.03444508599779493,0.01393242936366863
"alpha=15 deg, Dwight 2022",0.03796391179713341,0.013160974661759509
"alpha=15 deg, Dwight 2022",0.03796391179713341,0.013160974661759509
"alpha=15 deg, Dwight 2022",0.04175587651598677,0.012452426587882344
"alpha=15 deg, Dwight 2022",0.04175587651598677,0.012452426587882344
"alpha=15 deg, Dwight 2022",0.045836630099228226,0.01179982916967442
"alpha=15 deg, Dwight 2022",0.045836630099228226,0.01179982916967442
"alpha=15 deg, Dwight 2022",0.050222412899669236,0.011198325127376028
"alpha=15 deg, Dwight 2022",0.050222412899669236,0.011198325127376028
"alpha=15 deg, Dwight 2022",0.05493000551267916,0.010643820482744397
"alpha=15 deg, Dwight 2022",0.05493000551267916,0.010643820482744397
"alpha=15 deg, Dwight 2022",0.0599766703417861,0.010131205050618734
"alpha=15 deg, Dwight 2022",0.0599766703417861,0.010131205050618734
"alpha=15 deg, Dwight 2022",0.06538009371554575,0.009655139012112585
"alpha=15 deg, Dwight 2022",0.06538009371554575,0.009655139012112585
"alpha=15 deg, Dwight 2022",0.07115830760749724,0.009212226995472328
"alpha=15 deg, Dwight 2022",0.07115830760749724,0.009212226995472328
"alpha=15 deg, Dwight 2022",0.07732958103638368,0.00879975949477154
"alpha=15 deg, Dwight 2022",0.07732958103638368,0.00879975949477154
"alpha=15 deg, Dwight 2022",0.08391230429988975,0.008414104175412851
"alpha=15 deg, Dwight 2022",0.08391230429988975,0.008414104175412851
"alpha=15 deg, Dwight 2022",0.09092487320837928,0.008052054772800998
"alpha=15 deg, Dwight 2022",0.09092487320837928,0.008052054772800998
"alpha=15 deg, Dwight 2022",0.09838551819184124,0.007711662939497359
"alpha=15 deg, Dwight 2022",0.09838551819184124,0.007711662939497359
"alpha=15 deg, Dwight 2022",0.1063121223814774,0.007390800022116494
"alpha=15 deg, Dwight 2022",0.1063121223814774,0.007390800022116494
"alpha=15 deg, Dwight 2022",0.11472206174200661,0.007087161010793425
"alpha=15 deg, Dwight 2022",0.11472206174200661,0.007087161010793425
"alpha=15 deg, Dwight 2022",0.12363196251378168,0.006799229349664818
"alpha=15 deg, Dwight 2022",0.12363196251378168,0.006799229349664818
"alpha=15 deg, Dwight 2022",0.13305746416758546,0.00652548828766342
"alpha=15 deg, Dwight 2022",0.13305746416758546,0.00652548828766342
"alpha=15 deg, Dwight 2022",0.14301298787210584,0.006264537989798249
"alpha=15 deg, Dwight 2022",0.14301298787210584,0.006264537989798249
"alpha=15 deg, Dwight 2022",0.1535114553472988,0.006015279311287772
"alpha=15 deg, Dwight 2022",0.1535114553472988,0.006015279311287772
"alpha=15 deg, Dwight 2022",0.16456401323043,0.005776484386382252
"alpha=15 deg, Dwight 2022",0.16456401323043,0.005776484386382252
"alpha=15 deg, Dwight 2022",0.17617972987872108,0.005547275649900224
"alpha=15 deg, Dwight 2022",0.17617972987872108,0.005547275649900224
"alpha=15 deg, Dwight 2022",0.18836531422271222,0.005326920247873025
"alpha=15 deg, Dwight 2022",0.18836531422271222,0.005326920247873025
"alpha=15 deg, Dwight 2022",0.20112480154355017,0.005114783960368787
"alpha=15 deg, Dwight 2022",0.20112480154355017,0.005114783960368787
