zone,x/c,cp
"alpha=10 deg, Dwight 2022",0.8631457552370452,0.10317891117299184
"alpha=10 deg, Dwight 2022",0.8631457552370452,0.10317891117299184
"alpha=10 deg, Dwight 2022",0.8525041345093715,0.10217632245759416
"alpha=10 deg, Dwight 2022",0.8525041345093715,0.10217632245759416
"alpha=10 deg, Dwight 2022",0.84131598676957,0.10136171912633467
"alpha=10 deg, Dwight 2022",0.84131598676957,0.10136171912633467
"alpha=10 deg, Dwight 2022",0.8295721609702316,0.10074763353815837
"alpha=10 deg, Dwight 2022",0.8295721609702316,0.10074763353815837
"alpha=10 deg, Dwight 2022",0.8172657662624034,0.10032779951358821
"alpha=10 deg, Dwight 2022",0.8172657662624034,0.10032779951358821
"alpha=10 deg, Dwight 2022",0.8043927232635061,0.10011474941156916
"alpha=10 deg, Dwight 2022",0.8043927232635061,0.10011474941156916
"alpha=10 deg, Dwight 2022",0.7909517640573318,0.10011474941156916
"alpha=10 deg, Dwight 2022",0.7909517640573318,0.10011474941156916
"alpha=10 deg, Dwight 2022",0.7769449283351709,0.10033406569305614
"alpha=10 deg, Dwight 2022",0.7769449283351709,0.10033406569305614
"alpha=10 deg, Dwight 2022",0.7623777287761851,0.10077896443551626
"alpha=10 deg, Dwight 2022",0.7623777287761851,0.10077896443551626
"alpha=10 deg, Dwight 2022",0.7472594266813671,0.10144944563893128
"alpha=10 deg, Dwight 2022",0.7472594266813671,0.10144944563893128
"alpha=10 deg, Dwight 2022",0.7316031422271223,0.10235804166226443
"alpha=10 deg, Dwight 2022",0.7316031422271223,0.10235804166226443
"alpha=10 deg, Dwight 2022",0.7154261852260198,0.1035110186849654
"alpha=10 deg, Dwight 2022",0.7154261852260198,0.1035110186849654
"alpha=10 deg, Dwight 2022",0.6987499448732083,0.10491464288651121
"alpha=10 deg, Dwight 2022",0.6987499448732083,0.10491464288651121
"alpha=10 deg, Dwight 2022",0.6816001102535832,0.10657518044638808
"alpha=10 deg, Dwight 2022",0.6816001102535832,0.10657518044638808
"alpha=10 deg, Dwight 2022",0.6640065600882029,0.10851142990299063
"alpha=10 deg, Dwight 2022",0.6640065600882029,0.10851142990299063
"alpha=10 deg, Dwight 2022",0.6460033076074972,0.11072965743580507
"alpha=10 deg, Dwight 2022",0.6460033076074972,0.11072965743580507
"alpha=10 deg, Dwight 2022",0.6276282800441014,0.11325492776270309
"alpha=10 deg, Dwight 2022",0.6276282800441014,0.11325492776270309
"alpha=10 deg, Dwight 2022",0.6089230429988974,0.11609977324262968
"alpha=10 deg, Dwight 2022",0.6089230429988974,0.11609977324262968
"alpha=10 deg, Dwight 2022",0.5899328004410144,0.11929552477295184
"alpha=10 deg, Dwight 2022",0.5899328004410144,0.11929552477295184
"alpha=10 deg, Dwight 2022",0.5707054024255789,0.12286724707154131
"alpha=10 deg, Dwight 2022",0.5707054024255789,0.12286724707154131
"alpha=10 deg, Dwight 2022",0.5512916207276737,0.1268337386768201
"alpha=10 deg, Dwight 2022",0.5512916207276737,0.1268337386768201
"alpha=10 deg, Dwight 2022",0.53174394707828,0.13124512902454988
"alpha=10 deg, Dwight 2022",0.53174394707828,0.13124512902454988
"alpha=10 deg, Dwight 2022",0.512116598676957,0.13612648283262974
"alpha=10 deg, Dwight 2022",0.512116598676957,0.13612648283262974
"alpha=10 deg, Dwight 2022",0.4924646030871003,0.14153419571628018
"alpha=10 deg, Dwight 2022",0.4924646030871003,0.14153419571628018
"alpha=10 deg, Dwight 2022",0.47284330760749727,0.14749959857287728
"alpha=10 deg, Dwight 2022",0.47284330760749727,0.14749959857287728
"alpha=10 deg, Dwight 2022",0.45330775633958104,0.15407908701765072
"alpha=10 deg, Dwight 2022",0.45330775633958104,0.15407908701765072
"alpha=10 deg, Dwight 2022",0.43391206725468573,0.1613165243069033
"alpha=10 deg, Dwight 2022",0.43391206725468573,0.1613165243069033
"alpha=10 deg, Dwight 2022",0.41470888092613006,0.16926830605587379
"alpha=10 deg, Dwight 2022",0.41470888092613006,0.16926830605587379
"alpha=10 deg, Dwight 2022",0.395748776185226,0.17798456170032384
"alpha=10 deg, Dwight 2022",0.395748776185226,0.17798456170032384
"alpha=10 deg, Dwight 2022",0.377079796030871,0.1875154206760425
"alpha=10 deg, Dwight 2022",0.377079796030871,0.1875154206760425
"alpha=10 deg, Dwight 2022",0.35874698456449833,0.19791101241878228
"alpha=10 deg, Dwight 2022",0.35874698456449833,0.19791101241878228
"alpha=10 deg, Dwight 2022",0.340792006615215,0.20922146636432318
"alpha=10 deg, Dwight 2022",0.340792006615215,0.20922146636432318
"alpha=10 deg, Dwight 2022",0.3232528390297684,0.221484379589491
"alpha=10 deg, Dwight 2022",0.3232528390297684,0.221484379589491
"alpha=10 deg, Dwight 2022",0.3061635336273429,0.23474361535057028
"alpha=10 deg, Dwight 2022",0.3061635336273429,0.23474361535057028
"alpha=10 deg, Dwight 2022",0.28955404630650494,0.24903050454493725
"alpha=10 deg, Dwight 2022",0.28955404630650494,0.24903050454493725
"alpha=10 deg, Dwight 2022",0.2734501323042999,0.26438264424940855
"alpha=10 deg, Dwight 2022",0.2734501323042999,0.26438264424940855
"alpha=10 deg, Dwight 2022",0.25787334619625135,0.2808125668229292
"alpha=10 deg, Dwight 2022",0.25787334619625135,0.2808125668229292
"alpha=10 deg, Dwight 2022",0.24284105843439913,0.2983516031628571
"alpha=10 deg, Dwight 2022",0.24284105843439913,0.2983516031628571
"alpha=10 deg, Dwight 2022",0.22836657662624035,0.317006019448651
"alpha=10 deg, Dwight 2022",0.22836657662624035,0.317006019448651
"alpha=10 deg, Dwight 2022",0.2144592723263506,0.3367695495008612
"alpha=10 deg, Dwight 2022",0.2144592723263506,0.3367695495008612
"alpha=10 deg, Dwight 2022",0.20112480154355017,0.3576421933194695
"alpha=10 deg, Dwight 2022",0.20112480154355017,0.3576421933194695
"alpha=10 deg, Dwight 2022",0.18836531422271222,0.37962395090448503
"alpha=10 deg, Dwight 2022",0.18836531422271222,0.37962395090448503
"alpha=10 deg, Dwight 2022",0.17617972987872108,0.40268975753801783
"alpha=10 deg, Dwight 2022",0.17617972987872108,0.40268975753801783
"alpha=10 deg, Dwight 2022",0.16456401323043,0.42681454850218703
"alpha=10 deg, Dwight 2022",0.16456401323043,0.42681454850218703
"alpha=10 deg, Dwight 2022",0.1535114553472988,0.45196072672016685
"alpha=10 deg, Dwight 2022",0.1535114553472988,0.45196072672016685
"alpha=10 deg, Dwight 2022",0.14301298787210584,0.4780906951151223
"alpha=10 deg, Dwight 2022",0.14301298787210584,0.4780906951151223
"alpha=10 deg, Dwight 2022",0.13305746416758546,0.5051543242512918
"alpha=10 deg, Dwight 2022",0.13305746416758546,0.5051543242512918
"alpha=10 deg, Dwight 2022",0.12363196251378168,0.5331014846928953
"alpha=10 deg, Dwight 2022",0.12363196251378168,0.5331014846928953
"alpha=10 deg, Dwight 2022",0.11472206174200661,0.5618507161068225
"alpha=10 deg, Dwight 2022",0.11472206174200661,0.5618507161068225
"alpha=10 deg, Dwight 2022",0.1063121223814774,0.5913205581599354
"alpha=10 deg, Dwight 2022",0.1063121223814774,0.5913205581599354
"alpha=10 deg, Dwight 2022",0.09838551819184124,0.6214170181601697
"alpha=10 deg, Dwight 2022",0.09838551819184124,0.6214170181601697
"alpha=10 deg, Dwight 2022",0.09092487320837928,0.6520398372359928
"alpha=10 deg, Dwight 2022",0.09092487320837928,0.6520398372359928
"alpha=10 deg, Dwight 2022",0.08391230429988975,0.6830448932595511
"alpha=10 deg, Dwight 2022",0.08391230429988975,0.6830448932595511
"alpha=10 deg, Dwight 2022",0.07732958103638368,0.7142880641030184
"alpha=10 deg, Dwight 2022",0.07732958103638368,0.7142880641030184
"alpha=10 deg, Dwight 2022",0.07115830760749724,0.7456001629206693
"alpha=10 deg, Dwight 2022",0.07115830760749724,0.7456001629206693
"alpha=10 deg, Dwight 2022",0.06538009371554575,0.7767681396104759
"alpha=10 deg, Dwight 2022",0.06538009371554575,0.7767681396104759
"alpha=10 deg, Dwight 2022",0.0599766703417861,0.8075476131730792
"alpha=10 deg, Dwight 2022",0.0599766703417861,0.8075476131730792
"alpha=10 deg, Dwight 2022",0.05493000551267916,0.8376503393527814
"alpha=10 deg, Dwight 2022",0.05493000551267916,0.8376503393527814
"alpha=10 deg, Dwight 2022",0.050222412899669236,0.8667943400733888
"alpha=10 deg, Dwight 2022",0.050222412899669236,0.8667943400733888
"alpha=10 deg, Dwight 2022",0.045836630099228226,0.894609910746102
"alpha=10 deg, Dwight 2022",0.045836630099228226,0.894609910746102
"alpha=10 deg, Dwight 2022",0.04175587651598677,0.9206584188079379
"alpha=10 deg, Dwight 2022",0.04175587651598677,0.9206584188079379
"alpha=10 deg, Dwight 2022",0.03796391179713341,0.9444323037217206
"alpha=10 deg, Dwight 2022",0.03796391179713341,0.9444323037217206
"alpha=10 deg, Dwight 2022",0.03444508599779493,0.9653237460787418
"alpha=10 deg, Dwight 2022",0.03444508599779493,0.9653237460787418
"alpha=10 deg, Dwight 2022",0.031184335170893054,0.9826747970345315
"alpha=10 deg, Dwight 2022",0.031184335170893054,0.9826747970345315
"alpha=10 deg, Dwight 2022",0.028167238699007717,0.9957209826935918
"alpha=10 deg, Dwight 2022",0.028167238699007717,0.9957209826935918
"alpha=10 deg, Dwight 2022",0.025379999448732083,1.0035474408531397
"alpha=10 deg, Dwight 2022",0.025379999448732083,1.0035474408531397
"alpha=10 deg, Dwight 2022",0.022809438257993385,1.005157848977246
"alpha=10 deg, Dwight 2022",0.022809438257993385,1.005157848977246
"alpha=10 deg, Dwight 2022",0.020443036934950386,0.9995496183505032
"alpha=10 deg, Dwight 2022",0.020443036934950386,0.9995496183505032
"alpha=10 deg, Dwight 2022",0.018268856670341786,0.9855447072323481
"alpha=10 deg, Dwight 2022",0.018268856670341786,0.9855447072323481
"alpha=10 deg, Dwight 2022",0.0162755170893054,0.961852282651694
"alpha=10 deg, Dwight 2022",0.0162755170893054,0.961852282651694
"alpha=10 deg, Dwight 2022",0.014452201764057333,0.9271439145606468
"alpha=10 deg, Dwight 2022",0.014452201764057333,0.9271439145606468
"alpha=10 deg, Dwight 2022",0.0127887177508269,0.8800410434755322
"alpha=10 deg, Dwight 2022",0.0127887177508269,0.8800410434755322
"alpha=10 deg, Dwight 2022",0.011275160418963617,0.8191776422716487
"alpha=10 deg, Dwight 2022",0.011275160418963617,0.8191776422716487
"alpha=10 deg, Dwight 2022",0.009902279492833517,0.7432942088752583
"alpha=10 deg, Dwight 2022",0.009902279492833517,0.7432942088752583
"alpha=10 deg, Dwight 2022",0.00866097794928335,0.651300428058385
"alpha=10 deg, Dwight 2022",0.00866097794928335,0.651300428058385
"alpha=10 deg, Dwight 2022",0.007542786659316428,0.5423566317718791
"alpha=10 deg, Dwight 2022",0.007542786659316428,0.5423566317718791
"alpha=10 deg, Dwight 2022",0.006539262403528114,0.4160116550938129
"alpha=10 deg, Dwight 2022",0.006539262403528114,0.4160116550938129
"alpha=10 deg, Dwight 2022",0.005642485115766262,0.2722717642036633
"alpha=10 deg, Dwight 2022",0.005642485115766262,0.2722717642036633
"alpha=10 deg, Dwight 2022",0.004844550275633958,0.11166331817700995
"alpha=10 deg, Dwight 2022",0.004844550275633958,0.11166331817700995
"alpha=10 deg, Dwight 2022",0.004137967089305403,-0.06468577068132698
"alpha=10 deg, Dwight 2022",0.004137967089305403,-0.06468577068132698
"alpha=10 deg, Dwight 2022",0.0035153198456449835,-0.25507736773466305
"alpha=10 deg, Dwight 2022",0.0035153198456449835,-0.25507736773466305
"alpha=10 deg, Dwight 2022",0.0029694416207276734,-0.45728071309122065
"alpha=10 deg, Dwight 2022",0.0029694416207276734,-0.45728071309122065
"alpha=10 deg, Dwight 2022",0.0024934342337375962,-0.6686326804757616
"alpha=10 deg, Dwight 2022",0.0024934342337375962,-0.6686326804757616
"alpha=10 deg, Dwight 2022",0.0020806233186328555,-0.8861737533240153
"alpha=10 deg, Dwight 2022",0.0020806233186328555,-0.8861737533240153
"alpha=10 deg, Dwight 2022",0.0017246230429988974,-1.1068435295822376
"alpha=10 deg, Dwight 2022",0.0017246230429988974,-1.1068435295822376
"alpha=10 deg, Dwight 2022",0.0014193778941565599,-1.327639256047841
"alpha=10 deg, Dwight 2022",0.0014193778941565599,-1.327639256047841
"alpha=10 deg, Dwight 2022",0.0011591931091510473,-1.5457699763843396
"alpha=10 deg, Dwight 2022",0.0011591931091510473,-1.5457699763843396
"alpha=10 deg, Dwight 2022",0.0009387642227122381,-1.7587448842519133
"alpha=10 deg, Dwight 2022",0.0009387642227122381,-1.7587448842519133
"alpha=10 deg, Dwight 2022",0.0007531893054024256,-1.9645099260199228
"alpha=10 deg, Dwight 2022",0.0007531893054024256,-1.9645099260199228
"alpha=10 deg, Dwight 2022",0.000597992282249173,-2.161537407133262
"alpha=10 deg, Dwight 2022",0.000597992282249173,-2.161537407133262
"alpha=10 deg, Dwight 2022",0.00046912844542447625,-2.348699415287129
"alpha=10 deg, Dwight 2022",0.00046912844542447625,-2.348699415287129
"alpha=10 deg, Dwight 2022",0.0003629542998897464,-2.5252446355629203
"alpha=10 deg, Dwight 2022",0.0003629542998897464,-2.5252446355629203
"alpha=10 deg, Dwight 2022",0.0002762360143329658,-2.6907757921821585
"alpha=10 deg, Dwight 2022",0.0002762360143329658,-2.6907757921821585
"alpha=10 deg, Dwight 2022",0.00020611403528114663,-2.845206411868145
"alpha=10 deg, Dwight 2022",0.00020611403528114663,-2.845206411868145
"alpha=10 deg, Dwight 2022",0.00015007861631753032,-2.9887445317793215
"alpha=10 deg, Dwight 2022",0.00015007861631753032,-2.9887445317793215
"alpha=10 deg, Dwight 2022",0.000105940407938258,-3.12175296370707
"alpha=10 deg, Dwight 2022",0.000105940407938258,-3.12175296370707
"alpha=10 deg, Dwight 2022",7.180327453142227e-05,-3.244623970486299
"alpha=10 deg, Dwight 2022",7.180327453142227e-05,-3.244623970486299
"alpha=10 deg, Dwight 2022",4.6029342337375965e-05,-3.3578112235107085
"alpha=10 deg, Dwight 2022",4.6029342337375965e-05,-3.3578112235107085
"alpha=10 deg, Dwight 2022",2.7212759647188533e-05,-3.46193758101974
"alpha=10 deg, Dwight 2022",2.7212759647188533e-05,-3.46193758101974
"alpha=10 deg, Dwight 2022",1.4150627342888643e-05,-3.557489925158318
"alpha=10 deg, Dwight 2022",1.4150627342888643e-05,-3.557489925158318
"alpha=10 deg, Dwight 2022",5.818606394707828e-06,-3.6454570590469944
"alpha=10 deg, Dwight 2022",5.818606394707828e-06,-3.6454570590469944
"alpha=10 deg, Dwight 2022",1.3469169239250276e-06,-3.723685296801512
"alpha=10 deg, Dwight 2022",1.3469169239250276e-06,-3.723685296801512
"alpha=10 deg, Dwight 2022",0.0,-3.809424803888168
"alpha=10 deg, Dwight 2022",0.0,-3.809424803888168
"alpha=10 deg, Dwight 2022",1.3469169239250276e-06,-3.8910762554878016
"alpha=10 deg, Dwight 2022",1.3469169239250276e-06,-3.8910762554878016
"alpha=10 deg, Dwight 2022",5.818606394707828e-06,-3.960095715891427
"alpha=10 deg, Dwight 2022",5.818606394707828e-06,-3.960095715891427
"alpha=10 deg, Dwight 2022",1.4150627342888643e-05,-4.042999776767354
"alpha=10 deg, Dwight 2022",1.4150627342888643e-05,-4.042999776767354
"alpha=10 deg, Dwight 2022",2.7212759647188533e-05,-4.1373057778091065
"alpha=10 deg, Dwight 2022",2.7212759647188533e-05,-4.1373057778091065
"alpha=10 deg, Dwight 2022",4.6029342337375965e-05,-4.235817011893996
"alpha=10 deg, Dwight 2022",4.6029342337375965e-05,-4.235817011893996
"alpha=10 deg, Dwight 2022",7.180327453142227e-05,-4.337713862747176
"alpha=10 deg, Dwight 2022",7.180327453142227e-05,-4.337713862747176
"alpha=10 deg, Dwight 2022",0.000105940407938258,-4.443966961568737
"alpha=10 deg, Dwight 2022",0.000105940407938258,-4.443966961568737
"alpha=10 deg, Dwight 2022",0.00015007861631753032,-4.5545098868562945
"alpha=10 deg, Dwight 2022",0.00015007861631753032,-4.5545098868562945
"alpha=10 deg, Dwight 2022",0.00020611403528114663,-4.668528035278587
"alpha=10 deg, Dwight 2022",0.00020611403528114663,-4.668528035278587
"alpha=10 deg, Dwight 2022",0.0002762360143329658,-4.784961169269089
"alpha=10 deg, Dwight 2022",0.0002762360143329658,-4.784961169269089
"alpha=10 deg, Dwight 2022",0.0003629542998897464,-4.902440128613334
"alpha=10 deg, Dwight 2022",0.0003629542998897464,-4.902440128613334
"alpha=10 deg, Dwight 2022",0.00046912844542447625,-5.019189078049186
"alpha=10 deg, Dwight 2022",0.00046912844542447625,-5.019189078049186
"alpha=10 deg, Dwight 2022",0.000597992282249173,-5.1331508308562395
"alpha=10 deg, Dwight 2022",0.000597992282249173,-5.1331508308562395
"alpha=10 deg, Dwight 2022",0.0007531893054024256,-5.241988102091726
"alpha=10 deg, Dwight 2022",0.0007531893054024256,-5.241988102091726
"alpha=10 deg, Dwight 2022",0.0009387642227122381,-5.343190660259501
"alpha=10 deg, Dwight 2022",0.0009387642227122381,-5.343190660259501
"alpha=10 deg, Dwight 2022",0.0011591931091510473,-5.434077833781756
"alpha=10 deg, Dwight 2022",0.0011591931091510473,-5.434077833781756
"alpha=10 deg, Dwight 2022",0.0014193778941565599,-5.511727703171084
"alpha=10 deg, Dwight 2022",0.0014193778941565599,-5.511727703171084
"alpha=10 deg, Dwight 2022",0.0017246230429988974,-5.57331923442952
"alpha=10 deg, Dwight 2022",0.0017246230429988974,-5.57331923442952
"alpha=10 deg, Dwight 2022",0.0020806233186328555,-5.616327783848144
"alpha=10 deg, Dwight 2022",0.0020806233186328555,-5.616327783848144
"alpha=10 deg, Dwight 2022",0.0024934342337375962,-5.638657314393807
"alpha=10 deg, Dwight 2022",0.0024934342337375962,-5.638657314393807
"alpha=10 deg, Dwight 2022",0.0029694416207276734,-5.638800183285753
"alpha=10 deg, Dwight 2022",0.0029694416207276734,-5.638800183285753
"alpha=10 deg, Dwight 2022",0.0035153198456449835,-5.6160282604694185
"alpha=10 deg, Dwight 2022",0.0035153198456449835,-5.6160282604694185
"alpha=10 deg, Dwight 2022",0.004137967089305403,-5.570436165254818
"alpha=10 deg, Dwight 2022",0.004137967089305403,-5.570436165254818
"alpha=10 deg, Dwight 2022",0.004844550275633958,-5.502829101704013
"alpha=10 deg, Dwight 2022",0.004844550275633958,-5.502829101704013
"alpha=10 deg, Dwight 2022",0.005642485115766262,-5.4146865147901435
"alpha=10 deg, Dwight 2022",0.005642485115766262,-5.4146865147901435
"alpha=10 deg, Dwight 2022",0.006539262403528114,-5.308114467433494
"alpha=10 deg, Dwight 2022",0.006539262403528114,-5.308114467433494
"alpha=10 deg, Dwight 2022",0.007542786659316428,-5.185813682986147
"alpha=10 deg, Dwight 2022",0.007542786659316428,-5.185813682986147
"alpha=10 deg, Dwight 2022",0.00866097794928335,-5.050537520707763
"alpha=10 deg, Dwight 2022",0.00866097794928335,-5.050537520707763
"alpha=10 deg, Dwight 2022",0.009902279492833517,-4.905115160629594
"alpha=10 deg, Dwight 2022",0.009902279492833517,-4.905115160629594
"alpha=10 deg, Dwight 2022",0.011275160418963617,-4.752392074849517
"alpha=10 deg, Dwight 2022",0.011275160418963617,-4.752392074849517
"alpha=10 deg, Dwight 2022",0.0127887177508269,-4.594538241318404
"alpha=10 deg, Dwight 2022",0.0127887177508269,-4.594538241318404
"alpha=10 deg, Dwight 2022",0.014452201764057333,-4.4339805513454715
"alpha=10 deg, Dwight 2022",0.014452201764057333,-4.4339805513454715
"alpha=10 deg, Dwight 2022",0.0162755170893054,-4.272682825576981
"alpha=10 deg, Dwight 2022",0.0162755170893054,-4.272682825576981
"alpha=10 deg, Dwight 2022",0.018268856670341786,-4.112139547816823
"alpha=10 deg, Dwight 2022",0.018268856670341786,-4.112139547816823
"alpha=10 deg, Dwight 2022",0.020443036934950386,-3.9538871852713426
"alpha=10 deg, Dwight 2022",0.020443036934950386,-3.9538871852713426
"alpha=10 deg, Dwight 2022",0.022809438257993385,-3.7988105224818813
"alpha=10 deg, Dwight 2022",0.022809438257993385,-3.7988105224818813
"alpha=10 deg, Dwight 2022",0.025379999448732083,-3.6476752865798
"alpha=10 deg, Dwight 2022",0.025379999448732083,-3.6476752865798
"alpha=10 deg, Dwight 2022",0.028167238699007717,-3.501114988309664
"alpha=10 deg, Dwight 2022",0.028167238699007717,-3.501114988309664
"alpha=10 deg, Dwight 2022",0.031184335170893054,-3.3594993322602553
"alpha=10 deg, Dwight 2022",0.031184335170893054,-3.3594993322602553
"alpha=10 deg, Dwight 2022",0.03444508599779493,-3.2230313426464456
"alpha=10 deg, Dwight 2022",0.03444508599779493,-3.2230313426464456
"alpha=10 deg, Dwight 2022",0.03796391179713341,-3.0918701804268043
"alpha=10 deg, Dwight 2022",0.03796391179713341,-3.0918701804268043
"alpha=10 deg, Dwight 2022",0.04175587651598677,-2.9660233650167074
"alpha=10 deg, Dwight 2022",0.04175587651598677,-2.9660233650167074
"alpha=10 deg, Dwight 2022",0.045836630099228226,-2.8454075562291687
"alpha=10 deg, Dwight 2022",0.045836630099228226,-2.8454075562291687
"alpha=10 deg, Dwight 2022",0.050222412899669236,-2.7299331476977704
"alpha=10 deg, Dwight 2022",0.050222412899669236,-2.7299331476977704
"alpha=10 deg, Dwight 2022",0.05493000551267916,-2.6194578971484983
"alpha=10 deg, Dwight 2022",0.05493000551267916,-2.6194578971484983
"alpha=10 deg, Dwight 2022",0.0599766703417861,-2.5137806602203376
"alpha=10 deg, Dwight 2022",0.0599766703417861,-2.5137806602203376
"alpha=10 deg, Dwight 2022",0.06538009371554575,-2.41269214651894
"alpha=10 deg, Dwight 2022",0.06538009371554575,-2.41269214651894
"alpha=10 deg, Dwight 2022",0.07115830760749724,-2.315997477862767
"alpha=10 deg, Dwight 2022",0.07115830760749724,-2.315997477862767
"alpha=10 deg, Dwight 2022",0.07732958103638368,-2.22346355237547
"alpha=10 deg, Dwight 2022",0.07732958103638368,-2.22346355237547
"alpha=10 deg, Dwight 2022",0.08391230429988975,-2.1348522552371576
"alpha=10 deg, Dwight 2022",0.08391230429988975,-2.1348522552371576
"alpha=10 deg, Dwight 2022",0.09092487320837928,-2.0499593089970594
"alpha=10 deg, Dwight 2022",0.09092487320837928,-2.0499593089970594
"alpha=10 deg, Dwight 2022",0.09838551819184124,-1.968556624722431
"alpha=10 deg, Dwight 2022",0.09838551819184124,-1.968556624722431
"alpha=10 deg, Dwight 2022",0.1063121223814774,-1.8904236328958774
"alpha=10 deg, Dwight 2022",0.1063121223814774,-1.8904236328958774
"alpha=10 deg, Dwight 2022",0.11472206174200661,-1.815367961807641
"alpha=10 deg, Dwight 2022",0.11472206174200661,-1.815367961807641
"alpha=10 deg, Dwight 2022",0.12363196251378168,-1.7431865872428405
"alpha=10 deg, Dwight 2022",0.12363196251378168,-1.7431865872428405
"alpha=10 deg, Dwight 2022",0.13305746416758546,-1.6736971633788835
"alpha=10 deg, Dwight 2022",0.13305746416758546,-1.6736971633788835
"alpha=10 deg, Dwight 2022",0.14301298787210584,-1.6067254904264574
"alpha=10 deg, Dwight 2022",0.14301298787210584,-1.6067254904264574
"alpha=10 deg, Dwight 2022",0.1535114553472988,-1.542107394483415
"alpha=10 deg, Dwight 2022",0.1535114553472988,-1.542107394483415
"alpha=10 deg, Dwight 2022",0.16456401323043,-1.479697500186031
"alpha=10 deg, Dwight 2022",0.16456401323043,-1.479697500186031
"alpha=10 deg, Dwight 2022",0.17617972987872108,-1.4193566983500392
"alpha=10 deg, Dwight 2022",0.17617972987872108,-1.4193566983500392
"alpha=10 deg, Dwight 2022",0.18836531422271222,-1.3609609186219067
"alpha=10 deg, Dwight 2022",0.18836531422271222,-1.3609609186219067
"alpha=10 deg, Dwight 2022",0.20112480154355017,-1.3043973697711655
"alpha=10 deg, Dwight 2022",0.20112480154355017,-1.3043973697711655
"alpha=10 deg, Dwight 2022",0.2144592723263506,-1.2495657929262647
"alpha=10 deg, Dwight 2022",0.2144592723263506,-1.2495657929262647
