"y","u","v","Re_xx","Re_yx","Re_yy","Re_zx","Re_zy","Re_zz","k"
1.65958700e-04,2.53294779e-03,-7.54282925e-06,9.94540140e-05,-4.14415773e-07,6.65516910e-08,-1.01642900e-05,-2.44718652e-07,1.12155795e-04,1.05838180e-04
1.73780093e-04,2.66532266e-03,-8.22190514e-06,1.06756384e-04,-4.56003133e-07,7.25520729e-08,-1.08784867e-05,-2.57674180e-07,1.20460658e-04,1.13644797e-04
1.81970098e-04,2.80628793e-03,-8.69971694e-06,1.14351085e-04,-5.03517454e-07,7.92369187e-08,-1.14845420e-05,-2.58714517e-07,1.28843946e-04,1.21637134e-04
1.90546085e-04,2.96284004e-03,-9.10421985e-06,1.23775605e-04,-5.87972842e-07,9.29024462e-08,-1.21257232e-05,-2.38465186e-07,1.38950760e-04,1.31409634e-04
1.99526246e-04,3.13694472e-03,-1.01408625e-05,1.36841883e-04,-7.33788743e-07,1.19484283e-07,-1.33026913e-05,-2.16981875e-07,1.53343683e-04,1.45152525e-04
2.08929630e-04,3.31925470e-03,-1.12263606e-05,1.50523956e-04,-8.86476737e-07,1.47318883e-07,-1.45351281e-05,-1.94486086e-07,1.68414924e-04,1.59543099e-04
2.18776181e-04,3.51015669e-03,-1.23630166e-05,1.64850845e-04,-1.04636069e-06,1.76465288e-07,-1.58256480e-05,-1.70930104e-07,1.84196450e-04,1.74611880e-04
2.29086786e-04,3.71005561e-03,-1.35532416e-05,1.79852940e-04,-1.21377975e-06,2.06985320e-07,-1.71769882e-05,-1.46263962e-07,2.00721738e-04,1.90390831e-04
2.39883315e-04,3.91937548e-03,-1.47995602e-05,1.95562062e-04,-1.38908903e-06,2.38943718e-07,-1.85920150e-05,-1.20435341e-07,2.18025838e-04,2.06913422e-04
2.51188668e-04,4.13856030e-03,-1.61046160e-05,2.12011532e-04,-1.57266038e-06,2.72408268e-07,-2.00737301e-05,-9.33894544e-08,2.36145455e-04,2.24214698e-04
2.63026827e-04,4.36807497e-03,-1.74711771e-05,2.29236242e-04,-1.76488318e-06,3.07449955e-07,-2.16252762e-05,-6.50689341e-08,2.55119024e-04,2.42331358e-04
2.75422901e-04,4.61013978e-03,-1.86888698e-05,2.47221909e-04,-1.97351073e-06,3.45353596e-07,-2.31138046e-05,-1.92389976e-08,2.74547636e-04,2.61057450e-04
2.88403183e-04,4.87784524e-03,-2.00911368e-05,2.69352695e-04,-2.28246512e-06,4.19227929e-07,-2.52922791e-05,-5.18949128e-09,2.96807596e-04,2.83289759e-04
3.01995208e-04,5.16528785e-03,-2.24896880e-05,2.95890038e-04,-2.66518002e-06,5.24872307e-07,-2.86851601e-05,-8.43876293e-08,3.23622431e-04,3.10018671e-04
3.16227806e-04,5.46627721e-03,-2.50012794e-05,3.23678047e-04,-3.06593173e-06,6.35495551e-07,-3.22379427e-05,-1.67318261e-07,3.51701011e-04,3.38007277e-04
3.31131165e-04,5.78145177e-03,-2.76312384e-05,3.52775665e-04,-3.48557028e-06,7.51332309e-07,-3.59581628e-05,-2.54157293e-07,3.81102893e-04,3.67314945e-04
3.46736897e-04,6.11148004e-03,-3.03851437e-05,3.83244612e-04,-3.92498579e-06,8.72628286e-07,-3.98537115e-05,-3.45088924e-07,4.11890444e-04,3.98003842e-04
3.63078106e-04,6.45706207e-03,-3.32688365e-05,4.15149516e-04,-4.38511031e-06,9.99640767e-07,-4.39328517e-05,-4.40306030e-07,4.44128967e-04,4.30139062e-04
3.80189451e-04,6.82719521e-03,-3.52891001e-05,4.48134836e-04,-4.92643456e-06,1.14097123e-06,-4.73800347e-05,-4.32491154e-07,4.77120485e-04,4.63198146e-04
3.98107230e-04,7.26067603e-03,-3.93100428e-05,4.88418458e-04,-5.78144296e-06,1.38920119e-06,-5.11520420e-05,-4.45751182e-07,5.16953014e-04,5.03380336e-04
4.16869448e-04,7.72200932e-03,-4.44282015e-05,5.32180320e-04,-6.71993775e-06,1.66967855e-06,-5.55092626e-05,-5.12851909e-07,5.60285000e-04,5.47067499e-04
4.36515902e-04,8.20508458e-03,-4.97875716e-05,5.78004616e-04,-7.70266245e-06,1.96337441e-06,-6.00718327e-05,-5.83114997e-07,6.05659159e-04,5.92813575e-04
4.57088265e-04,8.71092648e-03,-5.53995210e-05,6.25988545e-04,-8.73170154e-06,2.27091173e-06,-6.48494301e-05,-6.56689483e-07,6.53171737e-04,6.40715597e-04
4.78630174e-04,9.24060798e-03,-6.12759536e-05,6.76233886e-04,-9.80923775e-06,2.59294284e-06,-6.98521888e-05,-7.33731427e-07,7.02923514e-04,6.90875172e-04
5.01187321e-04,9.82074464e-03,-6.54919921e-05,7.32292519e-04,-1.13326210e-05,3.05556123e-06,-7.43744658e-05,-5.34125747e-07,7.55009699e-04,7.45178890e-04
5.24807555e-04,1.04586332e-02,-7.32005524e-05,7.96840007e-04,-1.31814223e-05,3.66808302e-06,-8.01454424e-05,-5.13393045e-07,8.14031949e-04,8.07270019e-04
5.49540976e-04,1.11265846e-02,-8.12724061e-05,8.64429524e-04,-1.51173550e-05,4.30947207e-06,-8.61883968e-05,-4.91683240e-07,8.75835832e-04,8.72287414e-04
5.75440047e-04,1.18260156e-02,-8.97246745e-05,9.35204438e-04,-1.71445253e-05,4.98108885e-06,-9.25161469e-05,-4.68950284e-07,9.40552443e-04,9.40368985e-04
6.02559704e-04,1.25602490e-02,-9.72244164e-05,1.00936576e-03,-1.93805579e-05,5.70818255e-06,-9.88055876e-05,-2.90354465e-07,1.00743511e-03,1.01125452e-03
6.30957471e-04,1.33660037e-02,-1.06378889e-04,1.09483400e-03,-2.23725011e-05,6.80129844e-06,-1.07365758e-04,-3.73723655e-07,1.07965690e-03,1.09064610e-03
6.60693583e-04,1.42171745e-02,-1.17814800e-04,1.18628441e-03,-2.55458450e-05,8.00462659e-06,-1.17215076e-04,-7.04230148e-07,1.15683679e-03,1.17556292e-03
6.91831116e-04,1.51084598e-02,-1.29789669e-04,1.28204475e-03,-2.88687440e-05,9.26466587e-06,-1.27528577e-04,-1.05031293e-06,1.23765407e-03,1.26448174e-03
7.24436116e-04,1.60463999e-02,-1.40727547e-04,1.38225345e-03,-3.25029533e-05,1.06218195e-05,-1.37650943e-04,-1.21430779e-06,1.32176079e-03,1.35731803e-03
7.58577742e-04,1.71041548e-02,-1.54613722e-04,1.49440829e-03,-3.73185470e-05,1.25163336e-05,-1.46597352e-04,-1.21017569e-06,1.40851909e-03,1.45772186e-03
7.94328413e-04,1.82240635e-02,-1.72478207e-04,1.61387519e-03,-4.23706232e-05,1.45627514e-05,-1.56658864e-04,-1.49091899e-06,1.49988620e-03,1.56416207e-03
8.31763962e-04,1.93967519e-02,-1.91184618e-04,1.73897239e-03,-4.76607965e-05,1.67056138e-05,-1.67194560e-04,-1.78489331e-06,1.59555931e-03,1.67561866e-03
8.70963795e-04,2.06412960e-02,-2.06163010e-04,1.87237960e-03,-5.40610248e-05,1.92630871e-05,-1.76776051e-04,-1.43973631e-06,1.69366683e-03,1.79265476e-03
9.12011058e-04,2.19904783e-02,-2.29620016e-04,2.01898100e-03,-6.14301662e-05,2.24593498e-05,-1.86591893e-04,-1.60511370e-06,1.79244779e-03,1.91694407e-03
9.54992820e-04,2.34032457e-02,-2.54182517e-04,2.17249152e-03,-6.91466047e-05,2.58062478e-05,-1.96870342e-04,-1.77828508e-06,1.89588415e-03,2.04709096e-03
1.00000025e-03,2.48857929e-02,-2.74661034e-04,2.33391481e-03,-7.78586146e-05,2.94730150e-05,-2.06895674e-04,-1.29550637e-06,2.00397958e-03,2.18368370e-03
1.04712882e-03,2.64181594e-02,-2.98227076e-04,2.50249333e-03,-8.79409128e-05,3.41666685e-05,-2.19420042e-04,-1.85702173e-06,2.11675776e-03,2.32670888e-03
1.09647848e-03,2.80868905e-02,-3.30648508e-04,2.68360852e-03,-9.83260610e-05,3.90518239e-05,-2.30711901e-04,-2.43938115e-06,2.22752683e-03,2.47509359e-03
1.14815393e-03,2.98386604e-02,-3.57416394e-04,2.87398624e-03,-1.10041606e-04,4.44278568e-05,-2.41175077e-04,-2.23420919e-06,2.34384262e-03,2.63112836e-03
1.20226476e-03,3.17000277e-02,-3.95648282e-04,3.07548035e-03,-1.23178457e-04,5.09756515e-05,-2.50695324e-04,-2.60128170e-06,2.45176183e-03,2.78910892e-03
1.25892576e-03,3.36493558e-02,-4.36267963e-04,3.28646815e-03,-1.36902757e-04,5.78338364e-05,-2.60714968e-04,-3.04184272e-06,2.56450034e-03,2.95440116e-03
1.31825711e-03,3.56973426e-02,-4.70946040e-04,3.50761863e-03,-1.52664496e-04,6.56587536e-05,-2.68993759e-04,-2.44651991e-06,2.67972538e-03,3.12650138e-03
1.38038466e-03,3.78388506e-02,-5.19039239e-04,3.73552915e-03,-1.69296923e-04,7.46496125e-05,-2.75380147e-04,-2.77986116e-06,2.78389256e-03,3.29703566e-03
1.44544019e-03,4.00812847e-02,-5.69399000e-04,3.97418075e-03,-1.86713212e-04,8.40641976e-05,-2.82067517e-04,-3.12891229e-06,2.89296899e-03,3.47560697e-03
1.51356169e-03,4.23958834e-02,-6.07003869e-04,4.19835185e-03,-2.06249034e-04,9.52065406e-05,-2.85038209e-04,-2.83856076e-06,3.00954961e-03,3.65155400e-03
1.58489367e-03,4.48100230e-02,-6.65462479e-04,4.44839248e-03,-2.26509153e-04,1.06869776e-04,-2.88422892e-04,-3.20087840e-06,3.11228090e-03,3.83377158e-03
1.65958741e-03,4.73374727e-02,-7.16574891e-04,4.70807368e-03,-2.49202954e-04,1.19853878e-04,-2.90412863e-04,-2.36788735e-06,3.21804795e-03,4.02298775e-03
1.73780137e-03,4.99307132e-02,-7.82056058e-04,4.96649351e-03,-2.72434107e-04,1.34154394e-04,-2.91369674e-04,-2.65952663e-06,3.31026715e-03,4.20545753e-03
1.81970143e-03,5.26489296e-02,-8.47559578e-04,5.23718495e-03,-2.97136305e-04,1.49292306e-04,-2.92139802e-04,-2.60154258e-06,3.40741286e-03,4.39694506e-03
1.90546133e-03,5.54262740e-02,-9.11757089e-04,5.50167688e-03,-3.23974520e-04,1.66815165e-04,-2.90555030e-04,-1.98969327e-06,3.49082073e-03,4.57965639e-03
1.99526296e-03,5.83133110e-02,-9.87760406e-04,5.77489029e-03,-3.51078218e-04,1.84957310e-04,-2.89184707e-04,-2.38491042e-06,3.57300751e-03,4.76642755e-03
2.08929682e-03,6.12874814e-02,-1.05224127e-03,6.03132468e-03,-3.80235793e-04,2.05306051e-04,-2.83357577e-04,-1.20122283e-06,3.65329948e-03,4.94496511e-03
2.18776236e-03,6.43540644e-02,-1.13120947e-03,6.28298989e-03,-4.08871254e-04,2.26289053e-04,-2.75635883e-04,-1.46550819e-06,3.72958377e-03,5.11943136e-03
2.29086843e-03,6.74943981e-02,-1.20322333e-03,6.54259889e-03,-4.41155496e-04,2.49728366e-04,-2.70289426e-04,-8.51109053e-08,3.79879544e-03,5.29556135e-03
2.39883375e-03,7.07001960e-02,-1.28959485e-03,6.80577848e-03,-4.73977694e-04,2.74157544e-04,-2.66227475e-04,4.20244029e-08,3.86051538e-03,5.47022570e-03
2.51188731e-03,7.39954466e-02,-1.36490743e-03,7.06398899e-03,-5.09402767e-04,3.01386823e-04,-2.63483349e-04,1.37785619e-06,3.91831187e-03,5.64184384e-03
2.63026893e-03,7.73539998e-02,-1.45355915e-03,7.31868534e-03,-5.45021177e-04,3.29858809e-04,-2.61808119e-04,1.23665617e-06,3.96881721e-03,5.80868068e-03
2.75422969e-03,8.08730338e-02,-1.51815099e-03,7.53232891e-03,-5.78470440e-04,3.61050143e-04,-2.44920682e-04,1.35961622e-06,4.01674522e-03,5.95506213e-03
2.88403256e-03,8.44294535e-02,-1.60341491e-03,7.76179408e-03,-6.16639611e-04,3.92711132e-04,-2.39578294e-04,2.60385970e-06,4.05787390e-03,6.10618956e-03
3.01995284e-03,8.80449601e-02,-1.67315495e-03,7.98151439e-03,-6.56919662e-04,4.27812952e-04,-2.36970402e-04,4.28182744e-06,4.09594586e-03,6.25263660e-03
3.16227885e-03,9.17501381e-02,-1.75063349e-03,8.20266565e-03,-6.97924962e-04,4.64299358e-04,-2.34046711e-04,4.84722053e-06,4.13260317e-03,6.39978409e-03
3.31131247e-03,9.54850142e-02,-1.81087395e-03,8.41013680e-03,-7.40437480e-04,5.04799255e-04,-2.33774739e-04,5.55788774e-06,4.16481368e-03,6.53987487e-03
3.46736984e-03,9.94127131e-02,-1.85865014e-03,8.61071749e-03,-7.78210481e-04,5.47844703e-04,-2.11898458e-04,3.49981521e-06,4.19178251e-03,6.67517235e-03
3.63078196e-03,1.03331000e-01,-1.89672315e-03,8.78532050e-03,-8.21762988e-04,5.91575569e-04,-2.04095615e-04,3.76978029e-06,4.22215293e-03,6.79952450e-03
3.80189546e-03,1.07366412e-01,-1.92565057e-03,8.96196829e-03,-8.66723016e-04,6.38710260e-04,-1.97652136e-04,4.03255361e-06,4.25316360e-03,6.92692107e-03
3.98107330e-03,1.11420148e-01,-1.94999767e-03,9.14075494e-03,-9.11937643e-04,6.88184516e-04,-1.89864561e-04,4.20948587e-06,4.28661368e-03,7.05777657e-03
4.16869552e-03,1.15524244e-01,-1.95974711e-03,9.32039231e-03,-9.57415025e-04,7.41671614e-04,-1.80954388e-04,4.63985992e-06,4.31985335e-03,7.19095864e-03
4.36516011e-03,1.19825909e-01,-1.95214616e-03,9.51316999e-03,-9.96856568e-04,7.98267837e-04,-1.48071197e-04,1.47874824e-06,4.34660266e-03,7.32902024e-03
4.57088379e-03,1.23964245e-01,-1.92180496e-03,9.67588331e-03,-1.04100477e-03,8.55624826e-04,-1.26983221e-04,1.26406359e-06,4.38612590e-03,7.45881702e-03
4.78630293e-03,1.28165470e-01,-1.89294268e-03,9.84385077e-03,-1.08463450e-03,9.16213614e-04,-1.03309586e-04,1.26265376e-06,4.42531602e-03,7.59269021e-03
5.01187447e-03,1.32401563e-01,-1.86408434e-03,1.00207978e-02,-1.12801229e-03,9.79330387e-04,-7.58586042e-05,2.68636848e-06,4.46752312e-03,7.73382564e-03
5.24807686e-03,1.36548270e-01,-1.83612449e-03,1.02049322e-02,-1.16833996e-03,1.04468219e-03,-3.91407584e-05,7.66036735e-06,4.51207421e-03,7.88084430e-03
5.49541113e-03,1.40739055e-01,-1.81061764e-03,1.03845255e-02,-1.20609204e-03,1.11245800e-03,1.57059821e-05,8.43122742e-06,4.54381902e-03,8.02040127e-03
5.75440191e-03,1.44922355e-01,-1.78016927e-03,1.05566994e-02,-1.24014352e-03,1.18210948e-03,8.91477316e-05,6.36926034e-06,4.56468604e-03,8.15174745e-03
6.02559854e-03,1.48915811e-01,-1.78388771e-03,1.07117852e-02,-1.27153591e-03,1.25500654e-03,1.52074611e-04,1.05882077e-05,4.60045168e-03,8.28362170e-03
6.30957628e-03,1.52928755e-01,-1.81048943e-03,1.08650066e-02,-1.29986842e-03,1.33146599e-03,2.22661274e-04,1.47620288e-05,4.63639301e-03,8.41643280e-03
6.60693749e-03,1.56951675e-01,-1.85994458e-03,1.10169737e-02,-1.32532967e-03,1.41144303e-03,3.02089640e-04,1.87604264e-05,4.67292630e-03,8.55067153e-03
6.91831289e-03,1.60944027e-01,-1.93926021e-03,1.11576573e-02,-1.34916908e-03,1.49208967e-03,4.10137997e-04,1.09090923e-05,4.68157268e-03,8.66565982e-03
7.24436297e-03,1.64946878e-01,-2.05336729e-03,1.12668059e-02,-1.36558070e-03,1.57638729e-03,4.98683867e-04,8.99960621e-06,4.70975808e-03,8.77647563e-03
7.58577932e-03,1.68967924e-01,-2.19505155e-03,1.13730194e-02,-1.37878291e-03,1.66587867e-03,5.80630031e-04,9.15921995e-06,4.74770907e-03,8.89330355e-03
7.94328612e-03,1.72989410e-01,-2.36652301e-03,1.14893340e-02,-1.39099948e-03,1.76231265e-03,6.57955732e-04,1.07566542e-05,4.79416676e-03,9.02290671e-03
8.31764170e-03,1.76971140e-01,-2.54975852e-03,1.15871061e-02,-1.40830099e-03,1.85552183e-03,7.43191534e-04,-6.66960003e-06,4.83230927e-03,9.13746859e-03
8.70964012e-03,1.81008946e-01,-2.75128566e-03,1.16766519e-02,-1.42439949e-03,1.95056034e-03,8.06903434e-04,-1.75913864e-05,4.88812753e-03,9.25766987e-03
9.12011286e-03,1.85055247e-01,-2.96383817e-03,1.17824430e-02,-1.44210276e-03,2.04870273e-03,8.53716554e-04,-2.38254629e-05,4.95348663e-03,9.39231618e-03
9.54993059e-03,1.89013590e-01,-3.17046740e-03,1.19268691e-02,-1.46231542e-03,2.14934363e-03,8.81491793e-04,-3.58022252e-05,5.01055426e-03,9.54338350e-03
1.00000050e-02,1.92825139e-01,-3.31476157e-03,1.20368164e-02,-1.48967283e-03,2.24798446e-03,9.08990564e-04,-4.13527326e-05,5.06989069e-03,9.67734578e-03
1.04712908e-02,1.96668416e-01,-3.41752391e-03,1.21638660e-02,-1.51701834e-03,2.34562766e-03,9.19905317e-04,-4.33695815e-05,5.11855900e-03,9.81402635e-03
1.09647876e-02,2.00489348e-01,-3.46298095e-03,1.23125999e-02,-1.54303372e-03,2.44199145e-03,9.10878820e-04,-3.99219418e-05,5.15152323e-03,9.95305729e-03
1.14815421e-02,2.04063633e-01,-3.42291489e-03,1.24490819e-02,-1.54902701e-03,2.53452754e-03,8.85614409e-04,-3.25243775e-05,5.17363563e-03,1.00786226e-02
1.20226506e-02,2.07977946e-01,-3.27006506e-03,1.25453434e-02,-1.55655716e-03,2.62099668e-03,8.63907102e-04,-8.79470682e-06,5.16641156e-03,1.01663758e-02
1.25892607e-02,2.11823348e-01,-3.03853275e-03,1.26631122e-02,-1.54959732e-03,2.70039504e-03,8.31203236e-04,2.72884259e-05,5.15543640e-03,1.02594718e-02
1.31825744e-02,2.15702591e-01,-2.74149334e-03,1.27823323e-02,-1.52918132e-03,2.77817323e-03,7.96141887e-04,7.58145862e-05,5.14055943e-03,1.03505325e-02
1.38038500e-02,2.19452276e-01,-2.38317861e-03,1.27689200e-02,-1.48498243e-03,2.84892203e-03,7.74606040e-04,1.35496917e-04,5.13212154e-03,1.03749818e-02
1.44544055e-02,2.23302916e-01,-1.96708873e-03,1.27306267e-02,-1.43944961e-03,2.91473261e-03,7.60739826e-04,2.01221052e-04,5.14629014e-03,1.03958247e-02
1.51356207e-02,2.27347393e-01,-1.49022545e-03,1.27610390e-02,-1.40304418e-03,2.97882620e-03,7.49739741e-04,2.65305073e-04,5.19411139e-03,1.04669883e-02
1.58489406e-02,2.31473619e-01,-9.65706077e-04,1.26956443e-02,-1.37475571e-03,3.03932825e-03,7.23573834e-04,3.07428833e-04,5.26200765e-03,1.04984901e-02
1.65958783e-02,2.35582672e-01,-5.01059959e-04,1.26401115e-02,-1.35079351e-03,3.09574547e-03,7.18497552e-04,3.35689499e-04,5.39421590e-03,1.05650364e-02
1.73780180e-02,2.39978452e-01,6.36880176e-05,1.26479404e-02,-1.33882348e-03,3.14622881e-03,7.35363352e-04,3.34266088e-04,5.50248705e-03,1.06483281e-02
1.81970189e-02,2.44640284e-01,7.68052082e-04,1.27297988e-02,-1.34507534e-03,3.18505918e-03,7.65948364e-04,2.95111516e-04,5.56341038e-03,1.07391342e-02
1.90546180e-02,2.50164312e-01,1.33481668e-03,1.26685180e-02,-1.39044810e-03,3.21000252e-03,7.79900098e-04,2.22217748e-04,5.50794420e-03,1.06932324e-02
1.99526346e-02,2.55382308e-01,1.91916825e-03,1.25753199e-02,-1.41261400e-03,3.22581356e-03,7.61797481e-04,1.58388001e-04,5.45000741e-03,1.06255704e-02
2.08929734e-02,2.61018578e-01,2.56473401e-03,1.25171783e-02,-1.45544228e-03,3.23413378e-03,7.19251001e-04,1.02735922e-04,5.39037302e-03,1.05708426e-02
2.18776290e-02,2.67164822e-01,3.25721514e-03,1.23703058e-02,-1.53146642e-03,3.23705708e-03,7.00113268e-04,5.68186437e-05,5.34869333e-03,1.04780281e-02
2.29086900e-02,2.73649940e-01,3.99103970e-03,1.21077572e-02,-1.61996812e-03,3.24051249e-03,6.75808898e-04,3.03642623e-05,5.30874395e-03,1.03285068e-02
2.39883435e-02,2.80432653e-01,4.74698442e-03,1.18614453e-02,-1.70854369e-03,3.24964700e-03,6.23942165e-04,3.27909806e-05,5.23977862e-03,1.01754355e-02
2.51188794e-02,2.87409762e-01,5.58818017e-03,1.16135762e-02,-1.77539820e-03,3.25903638e-03,5.69176196e-04,7.30924963e-05,5.14142102e-03,1.00070168e-02
2.63026958e-02,2.94450530e-01,6.58282314e-03,1.13383781e-02,-1.78925912e-03,3.25325308e-03,5.00847416e-04,1.44471928e-04,5.03121338e-03,9.81142227e-03
2.75423038e-02,3.01812480e-01,7.41885942e-03,1.12334346e-02,-1.77495524e-03,3.22893851e-03,4.15516487e-04,2.15897477e-04,4.94949608e-03,9.70593459e-03
2.88403328e-02,3.09047129e-01,8.01357179e-03,1.11209888e-02,-1.76428968e-03,3.18728615e-03,3.09212747e-04,2.57943678e-04,4.89075688e-03,9.59951593e-03
3.01995359e-02,3.15967141e-01,8.31806638e-03,1.08208835e-02,-1.80808039e-03,3.13624305e-03,1.93328489e-04,2.58408498e-04,4.85440575e-03,9.40576613e-03
3.16227964e-02,3.22869367e-01,8.52738513e-03,1.07759228e-02,-1.84947444e-03,3.11186058e-03,1.31909485e-04,2.20777804e-04,4.83845474e-03,9.36311905e-03
3.31131330e-02,3.29747552e-01,8.59950919e-03,1.08296812e-02,-1.89673816e-03,3.09813212e-03,1.20103228e-04,1.48870697e-04,4.75061586e-03,9.33921458e-03
3.46737071e-02,3.36644523e-01,8.49776663e-03,1.06680371e-02,-1.93561539e-03,3.05715005e-03,1.55127503e-04,6.43681507e-05,4.52984164e-03,9.12751442e-03
3.63078287e-02,3.43514051e-01,8.36450198e-03,1.06202019e-02,-1.94185334e-03,3.01897543e-03,1.86436089e-04,1.32772614e-05,4.32360272e-03,8.98139003e-03
3.80189642e-02,3.50523678e-01,8.39355165e-03,1.04930675e-02,-1.87960643e-03,2.96845285e-03,2.73622991e-04,-4.09231348e-05,4.17718045e-03,8.81935042e-03
3.98107429e-02,3.58451885e-01,8.65230453e-03,1.03262052e-02,-1.79878017e-03,2.89411259e-03,3.70080381e-04,-1.11256152e-04,4.15283884e-03,8.68657832e-03
4.16869657e-02,3.67018181e-01,9.01785881e-03,1.01767726e-02,-1.70900504e-03,2.85229169e-03,4.57799770e-04,-2.08912688e-04,4.20553290e-03,8.61729861e-03
4.36516120e-02,3.75912662e-01,9.52199628e-03,9.93507568e-03,-1.65515407e-03,2.85468806e-03,4.74507164e-04,-2.68893923e-04,4.24521258e-03,8.51748816e-03
4.57088494e-02,3.85419673e-01,1.02953418e-02,9.38944831e-03,-1.67022104e-03,2.88005423e-03,3.66267165e-04,-2.85018898e-04,4.21080120e-03,8.24015187e-03
4.78630413e-02,3.95171392e-01,1.12497700e-02,9.16930723e-03,-1.72115118e-03,2.89002694e-03,2.67526847e-04,-3.05736805e-04,4.14987847e-03,8.10460632e-03
5.01187572e-02,4.05071379e-01,1.19349515e-02,9.00163162e-03,-1.80073164e-03,2.87107791e-03,2.69316300e-04,-3.06386192e-04,3.95733632e-03,7.91502292e-03
5.24807817e-02,4.15028858e-01,1.21271391e-02,8.96442171e-03,-1.87390981e-03,2.82272180e-03,3.21764941e-04,-2.50115222e-04,3.79112029e-03,7.78913190e-03
5.49541250e-02,4.25596860e-01,1.19306875e-02,9.06701892e-03,-1.90438651e-03,2.77940511e-03,4.24450363e-04,-1.86737602e-04,3.72340434e-03,7.78491419e-03
5.75440334e-02,4.36071847e-01,1.14599058e-02,8.74428131e-03,-1.84891865e-03,2.75101962e-03,4.91197792e-04,-1.80881747e-04,3.63481965e-03,7.56506029e-03
6.02560005e-02,4.46713975e-01,1.11870205e-02,8.41018531e-03,-1.84377110e-03,2.79093556e-03,4.32311627e-04,-1.47262819e-04,3.59562865e-03,7.39837476e-03
6.30957786e-02,4.57627246e-01,1.12196525e-02,7.95633054e-03,-1.92319074e-03,2.83531905e-03,4.10426087e-04,-9.31107913e-05,3.50202473e-03,7.14683716e-03
6.60693914e-02,4.68245345e-01,1.16582159e-02,7.34702487e-03,-1.99623748e-03,2.81997853e-03,5.51783191e-04,-7.49137703e-05,3.30988053e-03,6.73844196e-03
6.91831462e-02,4.77890540e-01,1.21904758e-02,7.11718180e-03,-2.05348310e-03,2.78552498e-03,5.92527122e-04,-9.46439436e-05,3.16090723e-03,6.53180700e-03
7.24436478e-02,4.86855648e-01,1.25330619e-02,6.87966018e-03,-2.04169566e-03,2.71911730e-03,4.71074605e-04,-1.07868047e-04,3.05945971e-03,6.32911860e-03
7.58578121e-02,4.97149668e-01,1.24463730e-02,6.58123565e-03,-1.92638124e-03,2.65740862e-03,3.64640680e-04,-6.38458336e-05,3.03288292e-03,6.13576360e-03
7.94328811e-02,5.09210670e-01,1.18568457e-02,6.41569616e-03,-1.72034489e-03,2.61809926e-03,4.39167944e-04,-1.17658807e-05,3.16074664e-03,6.09727103e-03
8.31764378e-02,5.22708775e-01,1.12894742e-02,6.08171487e-03,-1.54258677e-03,2.55474767e-03,5.89762407e-04,5.35712861e-06,3.06764525e-03,5.85205389e-03
8.70964230e-02,5.36909669e-01,1.08945376e-02,5.84693239e-03,-1.40752555e-03,2.54984886e-03,6.11763864e-04,-1.85156512e-05,2.98697772e-03,5.69187949e-03
