"y","u","v","Re_xx","Re_yx","Re_yy","Re_zx","Re_zy","Re_zz","k"
3.63078106e-04,-1.53194403e-01,-2.90895207e-04,3.08891388e-03,4.55773812e-06,1.64677922e-06,8.86295470e-05,5.11168371e-07,6.97807995e-04,1.89418433e-03
3.80189451e-04,-1.59823700e-01,-3.13685717e-04,3.32168599e-03,5.16022506e-06,1.81871033e-06,9.64144945e-05,2.26297068e-07,7.49503774e-04,2.03650424e-03
3.98107230e-04,-1.66269430e-01,-3.46265675e-04,3.58095324e-03,5.87454474e-06,2.22491828e-06,1.05743108e-04,2.38737575e-07,8.06288782e-04,2.19473347e-03
4.16869448e-04,-1.72898847e-01,-3.82491281e-04,3.85619833e-03,6.64273173e-06,2.70503243e-06,1.15796291e-04,3.27001434e-07,8.66392311e-04,2.36264784e-03
4.36515902e-04,-1.79840698e-01,-4.20424148e-04,4.14441533e-03,7.44712226e-06,3.20777367e-06,1.26323266e-04,4.19425042e-07,9.29328432e-04,2.53847577e-03
4.57088265e-04,-1.87109709e-01,-4.60144735e-04,4.44621557e-03,8.28942255e-06,3.73420837e-06,1.37346362e-04,5.16204441e-07,9.95230642e-04,2.72259021e-03
4.78630174e-04,-1.94859435e-01,-4.97297635e-04,4.77065162e-03,9.33171064e-06,4.16354333e-06,1.50030249e-04,-1.54629102e-09,1.06600963e-03,2.92041239e-03
5.01187321e-04,-2.02660170e-01,-5.41972998e-04,5.10970202e-03,1.03535255e-05,4.83246470e-06,1.63577137e-04,-2.57151877e-07,1.13953693e-03,3.12703571e-03
5.24807555e-04,-2.10312488e-01,-5.98243010e-04,5.46357655e-03,1.13084828e-05,5.89329898e-06,1.78191103e-04,-5.14765971e-08,1.21555641e-03,3.34251313e-03
5.49540976e-04,-2.18325448e-01,-6.57164947e-04,5.83412868e-03,1.23084458e-05,7.00412883e-06,1.93493803e-04,1.63891861e-07,1.29515858e-03,3.56814569e-03
5.75440047e-04,-2.26746571e-01,-7.17687647e-04,6.22461675e-03,1.34443604e-05,8.11750504e-06,2.09936272e-04,1.97709572e-07,1.37894956e-03,3.80584191e-03
6.02559704e-04,-2.35706605e-01,-7.75589706e-04,6.64501273e-03,1.50471402e-05,9.05159134e-06,2.29101419e-04,-6.58927749e-07,1.46872427e-03,4.06139430e-03
6.30957471e-04,-2.44260207e-01,-8.52263130e-04,7.05819243e-03,1.64265361e-05,1.07254857e-05,2.51017241e-04,-9.40292104e-07,1.55094814e-03,4.30993303e-03
6.60693583e-04,-2.53003568e-01,-9.36680386e-04,7.48388579e-03,1.77939806e-05,1.26574062e-05,2.74441571e-04,-1.07641212e-06,1.63401374e-03,4.56527847e-03
6.91831116e-04,-2.62160928e-01,-1.02499041e-03,7.92983155e-03,1.92291711e-05,1.46763259e-05,2.98959165e-04,-1.23228138e-06,1.72110855e-03,4.83280821e-03
7.24436116e-04,-2.71918770e-01,-1.10998560e-03,8.41337861e-03,2.10199501e-05,1.64371048e-05,3.23699537e-04,-2.55885508e-06,1.82229384e-03,5.12605478e-03
7.58577742e-04,-2.81121270e-01,-1.21745078e-03,8.87669008e-03,2.20450217e-05,1.94403509e-05,3.48291179e-04,-3.04777522e-06,1.91374882e-03,5.40493963e-03
7.94328413e-04,-2.90487878e-01,-1.33488388e-03,9.35041150e-03,2.28926562e-05,2.28930396e-05,3.73692665e-04,-3.32069424e-06,2.00566369e-03,5.68948411e-03
8.31763962e-04,-3.00359671e-01,-1.45485828e-03,9.85081806e-03,2.39086926e-05,2.62826545e-05,4.01292504e-04,-4.06812436e-06,2.10429961e-03,5.99070016e-03
8.70963795e-04,-3.10522916e-01,-1.57951503e-03,1.03655802e-02,2.47158293e-05,2.97925040e-05,4.31432798e-04,-5.55432456e-06,2.20763001e-03,6.30150134e-03
9.12011058e-04,-3.19956581e-01,-1.73226439e-03,1.08320020e-02,2.34789359e-05,3.52716037e-05,4.59019776e-04,-5.77711341e-06,2.29533567e-03,6.58130465e-03
9.54992820e-04,-3.29834842e-01,-1.89221259e-03,1.13204057e-02,2.21837495e-05,4.10089255e-05,4.87906889e-04,-6.01040197e-06,2.38717477e-03,6.87429469e-03
1.00000025e-03,-3.40400501e-01,-2.04793749e-03,1.18513425e-02,2.21177335e-05,4.57667494e-05,5.23582427e-04,-8.27635727e-06,2.49175912e-03,7.19443417e-03
1.04712882e-03,-3.49835446e-01,-2.24081303e-03,1.22872927e-02,2.14010574e-05,5.24067203e-05,5.71959170e-04,-9.69499118e-06,2.55948311e-03,7.44959128e-03
1.09647848e-03,-3.59604175e-01,-2.44430987e-03,1.27447829e-02,1.86715481e-05,6.02943431e-05,6.05077545e-04,-1.08371135e-05,2.63962627e-03,7.72235176e-03
1.14815393e-03,-3.70038056e-01,-2.64668929e-03,1.32373181e-02,1.57198063e-05,6.73355751e-05,6.43331075e-04,-1.35888436e-05,2.73336946e-03,8.01901159e-03
1.20226476e-03,-3.79095243e-01,-2.89035389e-03,1.36332991e-02,8.50883985e-06,7.80636494e-05,6.74975095e-04,-1.50344248e-05,2.80042664e-03,8.25589468e-03
1.25892576e-03,-3.88560919e-01,-3.14521520e-03,1.40468989e-02,9.17481826e-07,8.92210198e-05,7.08256765e-04,-1.66519659e-05,2.87074028e-03,8.50343010e-03
1.31825711e-03,-3.98266944e-01,-3.40722179e-03,1.44671190e-02,-7.90384016e-06,9.99701227e-05,7.45136589e-04,-1.97807842e-05,2.94709174e-03,8.75709043e-03
1.38038466e-03,-4.06788999e-01,-3.71020415e-03,1.47958509e-02,-2.23287169e-05,1.15123860e-04,7.75154209e-04,-2.14438812e-05,3.00115255e-03,8.95606367e-03
1.44544019e-03,-4.15807821e-01,-4.02153360e-03,1.51493010e-02,-3.65197110e-05,1.29641820e-04,8.08764640e-04,-2.42347788e-05,3.06144421e-03,9.17019350e-03
1.51356169e-03,-4.24124312e-01,-4.36014839e-03,1.54455853e-02,-4.49975911e-05,1.43606873e-04,8.60581111e-04,-2.75141775e-05,3.10705417e-03,9.34812315e-03
1.58489367e-03,-4.31968088e-01,-4.72831227e-03,1.56979931e-02,-6.38641926e-05,1.62185187e-04,8.93711511e-04,-3.02960510e-05,3.14822928e-03,9.50420381e-03
1.65958741e-03,-4.40024608e-01,-5.10676190e-03,1.59630171e-02,-8.47012562e-05,1.79941035e-04,9.28544206e-04,-3.46378779e-05,3.19512450e-03,9.66904131e-03
1.73780137e-03,-4.46690844e-01,-5.53289632e-03,1.61485904e-02,-1.11095834e-04,2.03333857e-04,9.59531093e-04,-3.79897770e-05,3.22536135e-03,9.78864282e-03
1.81970143e-03,-4.53784861e-01,-5.97082082e-03,1.63542896e-02,-1.38417582e-04,2.25483668e-04,9.91503266e-04,-4.25328828e-05,3.26057272e-03,9.92017298e-03
1.90546133e-03,-4.59558019e-01,-6.45370074e-03,1.64895792e-02,-1.72164430e-04,2.53558229e-04,1.02081483e-03,-4.66702056e-05,3.28599380e-03,1.00145656e-02
1.99526296e-03,-4.65344320e-01,-6.96008618e-03,1.66226457e-02,-2.07606288e-04,2.82188596e-04,1.04988404e-03,-5.14161128e-05,3.31137073e-03,1.01081025e-02
2.08929682e-03,-4.70305168e-01,-7.50129683e-03,1.67095381e-02,-2.37951523e-04,3.10437630e-04,1.08044676e-03,-5.67535558e-05,3.33217635e-03,1.01760760e-02
2.18776236e-03,-4.74835690e-01,-8.07638726e-03,1.67672557e-02,-2.68838091e-04,3.40986990e-04,1.11192124e-03,-6.19463048e-05,3.35036405e-03,1.02293033e-02
2.29086843e-03,-4.78782700e-01,-8.68192336e-03,1.68215415e-02,-3.10433613e-04,3.75748913e-04,1.13789597e-03,-6.75389001e-05,3.37065298e-03,1.02839717e-02
2.39883375e-03,-4.82097558e-01,-9.33007808e-03,1.68535458e-02,-3.54798962e-04,4.15207697e-04,1.16426586e-03,-7.29272748e-05,3.38855054e-03,1.03286520e-02
2.51188731e-03,-4.84933899e-01,-1.00088882e-02,1.68755039e-02,-4.01085780e-04,4.56318394e-04,1.18606443e-03,-7.84023291e-05,3.40901125e-03,1.03704168e-02
2.63026893e-03,-4.87162306e-01,-1.07331088e-02,1.68765258e-02,-4.49326786e-04,5.03190006e-04,1.20832019e-03,-8.35352763e-05,3.42968686e-03,1.04047013e-02
2.75422969e-03,-4.88842529e-01,-1.14956482e-02,1.68393191e-02,-4.79511666e-04,5.42811914e-04,1.21271639e-03,-9.12974786e-05,3.45014483e-03,1.04161379e-02
2.88403256e-03,-4.90080024e-01,-1.23015610e-02,1.68114036e-02,-5.27816646e-04,5.92222123e-04,1.22876314e-03,-9.52852637e-05,3.47223056e-03,1.04379281e-02
3.01995284e-03,-4.90714482e-01,-1.31505615e-02,1.67752717e-02,-5.75872920e-04,6.46083648e-04,1.24138765e-03,-9.85604490e-05,3.49853267e-03,1.04599440e-02
3.16227885e-03,-4.91053926e-01,-1.40392691e-02,1.67340444e-02,-6.25434266e-04,7.02840065e-04,1.25230576e-03,-1.01531980e-04,3.52681514e-03,1.04818498e-02
3.31131247e-03,-4.90731223e-01,-1.49854017e-02,1.66854033e-02,-6.72228188e-04,7.67734154e-04,1.26177110e-03,-1.02974430e-04,3.56159686e-03,1.05073672e-02
3.46736984e-03,-4.90235434e-01,-1.59644395e-02,1.65955342e-02,-7.03782715e-04,8.25348179e-04,1.24007520e-03,-1.11643311e-04,3.59449267e-03,1.05076875e-02
3.63078196e-03,-4.89118613e-01,-1.70253267e-02,1.65277308e-02,-7.47683464e-04,8.93663761e-04,1.24788595e-03,-1.08893590e-04,3.63155480e-03,1.05264747e-02
3.80189546e-03,-4.87814536e-01,-1.81129591e-02,1.64547015e-02,-7.91632699e-04,9.66520319e-04,1.25159044e-03,-1.06597279e-04,3.67152463e-03,1.05463732e-02
3.98107330e-03,-4.86117307e-01,-1.92709549e-02,1.63855523e-02,-8.33379925e-04,1.04567589e-03,1.25723902e-03,-1.03118751e-04,3.71499302e-03,1.05731106e-02
4.16869552e-03,-4.84106511e-01,-2.04850790e-02,1.63218844e-02,-8.71884653e-04,1.13216339e-03,1.26206674e-03,-9.85590217e-05,3.76261812e-03,1.06083330e-02
4.36516011e-03,-4.81899867e-01,-2.17424334e-02,1.61865053e-02,-8.96515048e-04,1.21603625e-03,1.22468818e-03,-1.02924918e-04,3.79611727e-03,1.05993294e-02
4.57088379e-03,-4.79308029e-01,-2.31042696e-02,1.61191510e-02,-9.26957055e-04,1.30843977e-03,1.23518518e-03,-9.47633016e-05,3.84155445e-03,1.06345726e-02
4.78630293e-03,-4.76500813e-01,-2.44952477e-02,1.60289864e-02,-9.57156668e-04,1.41117265e-03,1.23936362e-03,-8.88944977e-05,3.88494863e-03,1.06625538e-02
5.01187447e-03,-4.73441314e-01,-2.59580875e-02,1.59366804e-02,-9.85927447e-04,1.52120994e-03,1.24221413e-03,-8.25233148e-05,3.92781235e-03,1.06928513e-02
5.24807686e-03,-4.70077903e-01,-2.75168339e-02,1.58531124e-02,-1.00531547e-03,1.63811408e-03,1.24439859e-03,-7.25567328e-05,3.97679443e-03,1.07340104e-02
5.49541113e-03,-4.66483392e-01,-2.91142934e-02,1.57239685e-02,-1.02393853e-03,1.76196341e-03,1.22614216e-03,-7.16382502e-05,4.00322408e-03,1.07445780e-02
5.75440191e-03,-4.62633709e-01,-3.07921469e-02,1.55692551e-02,-1.03581421e-03,1.89271567e-03,1.19901350e-03,-7.36224737e-05,4.02674586e-03,1.07443583e-02
6.02559854e-03,-4.58458311e-01,-3.25696772e-02,1.54480729e-02,-1.04237580e-03,2.03433265e-03,1.18893266e-03,-6.51973198e-05,4.07994885e-03,1.07811772e-02
6.30957628e-03,-4.54050234e-01,-3.44111131e-02,1.53081631e-02,-1.05159506e-03,2.19481757e-03,1.16516780e-03,-5.96520180e-05,4.12482315e-03,1.08139019e-02
6.60693749e-03,-4.49375951e-01,-3.63403125e-02,1.51675982e-02,-1.05851761e-03,2.36721464e-03,1.13500370e-03,-5.55781284e-05,4.16281351e-03,1.08488132e-02
6.91831289e-03,-4.44373147e-01,-3.83363204e-02,1.50030303e-02,-1.05267540e-03,2.54923785e-03,1.10018591e-03,-6.59226920e-05,4.16664217e-03,1.08594552e-02
7.24436297e-03,-4.39176815e-01,-4.04385437e-02,1.48480439e-02,-1.04253969e-03,2.75709988e-03,1.06044139e-03,-6.83910133e-05,4.21565466e-03,1.09103992e-02
7.58577932e-03,-4.33750194e-01,-4.26480847e-02,1.47038309e-02,-1.03160784e-03,2.98168781e-03,1.01652675e-03,-7.13611651e-05,4.25496332e-03,1.09702410e-02
7.94328612e-03,-4.27972272e-01,-4.49654016e-02,1.45904099e-02,-1.01612637e-03,3.21747001e-03,9.74814729e-04,-8.32426345e-05,4.26138950e-03,1.10346347e-02
8.31764170e-03,-4.22035366e-01,-4.73893449e-02,1.44349009e-02,-9.98791216e-04,3.47963956e-03,9.23543021e-04,-1.01525697e-04,4.28813857e-03,1.11013395e-02
8.70964012e-03,-4.15882402e-01,-4.99505623e-02,1.43107553e-02,-9.81145924e-04,3.75541442e-03,8.62710738e-04,-1.15576052e-04,4.32119790e-03,1.11936838e-02
9.12011286e-03,-4.09474323e-01,-5.26441737e-02,1.42201396e-02,-9.62404530e-04,4.04558203e-03,8.00227937e-04,-1.24861833e-04,4.36199709e-03,1.13138594e-02
9.54993059e-03,-4.02725593e-01,-5.54753440e-02,1.42097978e-02,-9.33419172e-04,4.34337048e-03,7.53259757e-04,-1.36419527e-04,4.41916870e-03,1.14861685e-02
1.00000050e-02,-3.95933988e-01,-5.84902200e-02,1.40973318e-02,-9.26434276e-04,4.65445798e-03,6.62651401e-04,-1.42691180e-04,4.41629398e-03,1.15840419e-02
1.04712908e-02,-3.88863358e-01,-6.16177685e-02,1.40623439e-02,-9.09967925e-04,4.97592954e-03,5.88515868e-04,-1.39344624e-04,4.43866349e-03,1.17384684e-02
1.09647876e-02,-3.81486160e-01,-6.48586251e-02,1.41040441e-02,-8.89778976e-04,5.30374984e-03,5.40244356e-04,-1.20260577e-04,4.47884085e-03,1.19433174e-02
1.14815421e-02,-3.73853193e-01,-6.82419163e-02,1.41882712e-02,-8.73485512e-04,5.62946619e-03,5.39882418e-04,-9.95231989e-05,4.53981064e-03,1.21787740e-02
1.20226506e-02,-3.65866157e-01,-7.17299304e-02,1.42229249e-02,-8.48052559e-04,5.96146218e-03,5.35826815e-04,-7.17105458e-05,4.52089800e-03,1.23526425e-02
1.25892607e-02,-3.57567300e-01,-7.53671133e-02,1.43291822e-02,-8.14350515e-04,6.30394308e-03,5.48752963e-04,-4.65969591e-05,4.55185672e-03,1.25924910e-02
1.31825744e-02,-3.48896303e-01,-7.91611991e-02,1.45071055e-02,-7.73721183e-04,6.65326522e-03,5.79796004e-04,-1.12206982e-05,4.66887438e-03,1.29146225e-02
1.38038500e-02,-3.39892140e-01,-8.31567010e-02,1.47263385e-02,-7.05958516e-04,6.95287802e-03,6.40611985e-04,1.98791316e-05,4.80409878e-03,1.32416576e-02
1.44544055e-02,-3.30574906e-01,-8.73346304e-02,1.49574751e-02,-6.13049249e-04,7.26254562e-03,7.01800414e-04,6.99218703e-05,4.99644486e-03,1.36082328e-02
1.51356207e-02,-3.20939451e-01,-9.16768143e-02,1.52324713e-02,-4.94718338e-04,7.59933382e-03,7.64969601e-04,1.27457166e-04,5.22417676e-03,1.40279910e-02
1.58489406e-02,-3.11031722e-01,-9.62077611e-02,1.55164623e-02,-3.39682977e-04,7.95412990e-03,8.34009320e-04,1.82487483e-04,5.43149362e-03,1.44510429e-02
1.65958783e-02,-3.01041248e-01,-1.00948616e-01,1.57112219e-02,-1.36178619e-04,8.29096395e-03,9.19906690e-04,2.24407103e-04,5.50986028e-03,1.47560231e-02
1.73780180e-02,-2.90916885e-01,-1.05882316e-01,1.59915098e-02,5.06094291e-05,8.63537350e-03,1.02966481e-03,2.35199115e-04,5.60311953e-03,1.51150014e-02
1.81970189e-02,-2.80612254e-01,-1.11034021e-01,1.63391948e-02,2.25449926e-04,9.00061583e-03,1.12688971e-03,2.60241853e-04,5.74703273e-03,1.55434217e-02
1.90546180e-02,-2.70222347e-01,-1.16486072e-01,1.64813864e-02,4.39742546e-04,9.31101029e-03,1.17659393e-03,3.48946250e-04,5.76268741e-03,1.57775420e-02
1.99526346e-02,-2.59607733e-01,-1.22023919e-01,1.66977498e-02,5.79987107e-04,9.64116300e-03,1.19100706e-03,4.19992804e-04,5.90520948e-03,1.61220612e-02
2.08929734e-02,-2.48650350e-01,-1.27707612e-01,1.69152772e-02,6.63124063e-04,1.00060756e-02,1.12947354e-03,4.88034005e-04,6.22935546e-03,1.65753541e-02
2.18776290e-02,-2.37010028e-01,-1.33362525e-01,1.69682843e-02,7.25296980e-04,1.04175686e-02,1.00306859e-03,4.98201796e-04,6.56271577e-03,1.69742843e-02
2.29086900e-02,-2.24692753e-01,-1.39113676e-01,1.67915016e-02,7.17786099e-04,1.08827198e-02,7.86242183e-04,4.15343068e-04,6.95198092e-03,1.73131012e-02
2.39883435e-02,-2.11741999e-01,-1.45024062e-01,1.65974552e-02,6.29565979e-04,1.14041458e-02,5.31880775e-04,2.68460130e-04,7.45057558e-03,1.77260883e-02
2.51188794e-02,-1.98309555e-01,-1.50919895e-01,1.63422259e-02,4.84238896e-04,1.19323272e-02,3.31717662e-04,2.15334884e-05,7.87675071e-03,1.80756519e-02
2.63026958e-02,-1.84595934e-01,-1.56900744e-01,1.61272973e-02,2.91755933e-04,1.25031408e-02,1.92023517e-04,-2.42255462e-04,8.17818093e-03,1.84043095e-02
2.75423038e-02,-1.70454534e-01,-1.63338430e-01,1.62266709e-02,7.21944629e-05,1.31391298e-02,3.98138853e-05,-3.64970433e-04,8.45848064e-03,1.89121406e-02
2.88403328e-02,-1.56019441e-01,-1.70349112e-01,1.63717357e-02,-8.94165161e-05,1.37697379e-02,-1.48942288e-04,-3.46394175e-04,8.59774018e-03,1.93696069e-02
3.01995359e-02,-1.41127219e-01,-1.77874094e-01,1.62829951e-02,-2.11855403e-04,1.43743490e-02,-3.16294654e-04,-2.33300108e-04,8.59096311e-03,1.96241536e-02
3.16227964e-02,-1.25340926e-01,-1.85701006e-01,1.63785100e-02,-4.07450905e-04,1.51097212e-02,-4.37811005e-04,-6.62202595e-05,8.73496960e-03,2.01116004e-02
3.31131330e-02,-1.08828771e-01,-1.93714915e-01,1.64849005e-02,-6.78088716e-04,1.58618421e-02,-5.58157481e-04,9.70984267e-05,9.07779778e-03,2.07122702e-02
3.46737071e-02,-9.16957265e-02,-2.01710222e-01,1.63212260e-02,-1.00130036e-03,1.64467922e-02,-5.52075605e-04,2.35364850e-04,9.30098057e-03,2.10344993e-02
3.63078287e-02,-7.36682459e-02,-2.09420276e-01,1.63910007e-02,-1.50814035e-03,1.68870122e-02,-3.90552722e-04,4.83079918e-04,9.39292909e-03,2.13354710e-02
3.80189642e-02,-5.46131384e-02,-2.16784104e-01,1.64469679e-02,-2.04968515e-03,1.71370992e-02,5.00923714e-06,7.09081019e-04,9.22961809e-03,2.14068426e-02
3.98107429e-02,-3.46756824e-02,-2.23769393e-01,1.67229885e-02,-2.53149169e-03,1.70778097e-02,5.11097836e-04,1.03209168e-03,8.56620385e-03,2.11835010e-02
4.16869657e-02,-1.41598741e-02,-2.29687376e-01,1.73068379e-02,-2.98554463e-03,1.68598647e-02,8.21943481e-04,1.23500764e-03,8.21372739e-03,2.11902150e-02
4.36516120e-02,6.75429362e-03,-2.34703496e-01,1.73141120e-02,-3.43592688e-03,1.65724198e-02,8.70023865e-04,1.40043735e-03,7.99245920e-03,2.09394955e-02
4.57088494e-02,2.81613417e-02,-2.38821138e-01,1.71401885e-02,-3.95181903e-03,1.63869194e-02,7.43681559e-04,1.34136957e-03,7.55154534e-03,2.05393266e-02
4.78630413e-02,4.99065063e-02,-2.42166621e-01,1.71795310e-02,-4.46111826e-03,1.63140245e-02,6.01889929e-04,1.24579895e-03,7.51283294e-03,2.05031942e-02
5.01187572e-02,7.22296724e-02,-2.44784510e-01,1.67937737e-02,-4.81387775e-03,1.56964992e-02,4.42550641e-04,9.28654860e-04,7.16548944e-03,1.98278811e-02
5.24807817e-02,9.44960966e-02,-2.47168717e-01,1.68346086e-02,-5.07387961e-03,1.48754060e-02,3.60070942e-04,8.46847658e-04,7.16442531e-03,1.94372199e-02
5.49541250e-02,1.16875192e-01,-2.48678753e-01,1.72722145e-02,-5.13799285e-03,1.40165154e-02,3.00328362e-04,8.53338202e-04,7.66652353e-03,1.94776267e-02
5.75440334e-02,1.39346842e-01,-2.49717766e-01,1.66218073e-02,-4.99115293e-03,1.27165703e-02,2.53688688e-04,5.83865352e-04,7.17209182e-03,1.82552347e-02
6.02560005e-02,1.60944272e-01,-2.50198399e-01,1.64134653e-02,-4.59134493e-03,1.16728082e-02,-4.60043189e-05,4.63875291e-04,6.96019726e-03,1.75232354e-02
6.30957786e-02,1.82133138e-01,-2.50326336e-01,1.60243837e-02,-3.97353074e-03,1.07479868e-02,-3.47055720e-04,4.01361962e-04,6.79337180e-03,1.67828711e-02
6.60693914e-02,2.02549546e-01,-2.50285022e-01,1.58035340e-02,-3.61055178e-03,9.92487777e-03,-3.65061371e-04,3.17221187e-04,6.35462632e-03,1.60415190e-02
6.91831462e-02,2.22367305e-01,-2.49684291e-01,1.58790982e-02,-3.36670830e-03,9.25909797e-03,-1.10491980e-04,1.99932001e-04,6.20034949e-03,1.56692728e-02
7.24436478e-02,2.40993509e-01,-2.48739983e-01,1.47924057e-02,-3.04233271e-03,8.40889329e-03,5.14245879e-05,1.65260517e-04,5.69519008e-03,1.44482445e-02
7.58578121e-02,2.59219776e-01,-2.47570990e-01,1.39974631e-02,-2.62397157e-03,7.70744371e-03,2.34105944e-04,2.00370665e-04,5.24543399e-03,1.34751704e-02
7.94328811e-02,2.76584473e-01,-2.46848268e-01,1.31644830e-02,-2.23716284e-03,7.13674218e-03,2.58787152e-04,2.11994944e-04,4.95467645e-03,1.26279508e-02
8.31764378e-02,2.91553317e-01,-2.45765807e-01,1.14011245e-02,-2.05523128e-03,6.42376731e-03,1.84433891e-04,7.74522719e-05,4.20727258e-03,1.10160822e-02
8.70964230e-02,3.05273824e-01,-2.44016887e-01,1.00173569e-02,-1.94559778e-03,5.76432374e-03,1.84265593e-04,1.24631394e-04,3.61275901e-03,9.69721980e-03
