"y","u","v","Re_xx","Re_yx","Re_yy","Re_zx","Re_zy","Re_zz","k"
7.94328413e-04,-2.05762639e-01,-2.06516869e-03,5.67566122e-03,8.89143833e-06,1.60808491e-05,2.21484041e-04,5.64818291e-06,5.58633515e-04,3.12518779e-03
8.31763962e-04,-2.11997711e-01,-2.25015336e-03,5.95227464e-03,8.50781367e-06,1.84646205e-05,2.30774309e-04,5.77225941e-06,5.87929786e-04,3.27933452e-03
8.70963795e-04,-2.18226076e-01,-2.45306710e-03,6.22798653e-03,7.93000492e-06,2.11503493e-05,2.39956184e-04,5.92140812e-06,6.17785109e-04,3.43346099e-03
9.12011058e-04,-2.23611594e-01,-2.70036984e-03,6.46399430e-03,6.65913015e-06,2.46795652e-05,2.47505539e-04,6.15027272e-06,6.45940930e-04,3.56730740e-03
9.54992820e-04,-2.29544816e-01,-2.94358773e-03,6.72152401e-03,4.93339562e-06,2.82870854e-05,2.55494045e-04,6.10166333e-06,6.74868473e-04,3.71233979e-03
1.00000025e-03,-2.35760702e-01,-3.19810530e-03,6.99129831e-03,3.12224385e-06,3.20637121e-05,2.63859900e-04,6.04778103e-06,7.05153585e-04,3.86425780e-03
1.04712882e-03,-2.40711817e-01,-3.51735536e-03,7.19639562e-03,2.54325289e-06,3.69790164e-05,2.73597543e-04,5.90912036e-06,7.35863492e-04,3.98461906e-03
1.09647848e-03,-2.46125999e-01,-3.83523150e-03,7.42262952e-03,-1.30590378e-06,4.23118529e-05,2.82636346e-04,5.78947776e-06,7.65012492e-04,4.11497693e-03
1.14815393e-03,-2.51847562e-01,-4.16478451e-03,7.66209939e-03,-5.50117751e-06,4.78994774e-05,2.92127617e-04,5.63550138e-06,7.95537563e-04,4.25276821e-03
1.20226476e-03,-2.56162575e-01,-4.56953589e-03,7.82971262e-03,-1.03439887e-05,5.47556669e-05,3.00518185e-04,5.44407054e-06,8.21445093e-04,4.35295669e-03
1.25892576e-03,-2.60970353e-01,-4.97053831e-03,8.01612203e-03,-1.65667079e-05,6.19644655e-05,3.09597787e-04,5.11408895e-06,8.48843036e-04,4.46346477e-03
1.31825711e-03,-2.65672775e-01,-5.40262152e-03,8.19649087e-03,-2.32634259e-05,6.97324887e-05,3.18744511e-04,4.74311185e-06,8.75969554e-04,4.57109646e-03
1.38038466e-03,-2.69308423e-01,-5.90097771e-03,8.32692954e-03,-3.10834436e-05,7.87131471e-05,3.26908126e-04,4.29481528e-06,8.98388636e-04,4.65201566e-03
1.44544019e-03,-2.73368454e-01,-6.39985140e-03,8.47052015e-03,-4.04774989e-05,8.81011913e-05,3.35667111e-04,3.85457275e-06,9.22459258e-04,4.74054030e-03
1.51356169e-03,-2.76624453e-01,-6.96596601e-03,8.58576256e-03,-4.67321857e-05,9.82698850e-05,3.45403477e-04,2.91285136e-06,9.47668619e-04,4.81585053e-03
1.58489367e-03,-2.79608899e-01,-7.56158956e-03,8.68405181e-03,-5.76923773e-05,1.09848750e-04,3.53981875e-04,2.45711812e-06,9.67278893e-04,4.88058973e-03
1.65958741e-03,-2.82583036e-01,-8.18708679e-03,8.78133489e-03,-6.95468815e-05,1.22153040e-04,3.62655996e-04,2.03220642e-06,9.86924500e-04,4.94520621e-03
1.73780137e-03,-2.84530079e-01,-8.89395529e-03,8.84434396e-03,-8.07506758e-05,1.35517138e-04,3.70498517e-04,1.57701756e-06,1.00185940e-03,4.99086025e-03
1.81970143e-03,-2.86773132e-01,-9.60680991e-03,8.91465640e-03,-9.47217788e-05,1.49912743e-04,3.79023949e-04,1.25676239e-06,1.01893121e-03,5.04175018e-03
1.90546133e-03,-2.88021268e-01,-1.04164057e-02,8.95722436e-03,-1.06198401e-04,1.65090752e-04,3.85868218e-04,1.02265621e-06,1.03020442e-03,5.07625977e-03
1.99526296e-03,-2.89359080e-01,-1.12349334e-02,8.99859620e-03,-1.20952884e-04,1.81701098e-04,3.93273207e-04,1.13680629e-06,1.04344152e-03,5.11186941e-03
2.08929682e-03,-2.90121540e-01,-1.21365760e-02,9.03686589e-03,-1.31270103e-04,1.98386980e-04,3.99402995e-04,-1.72021737e-07,1.05301389e-03,5.14413338e-03
2.18776236e-03,-2.90693018e-01,-1.30663911e-02,9.06065974e-03,-1.44166640e-04,2.16957256e-04,4.04501445e-04,-7.58981822e-07,1.06112878e-03,5.16937289e-03
2.29086843e-03,-2.90890016e-01,-1.40729300e-02,9.07587614e-03,-1.54699651e-04,2.36253197e-04,4.09193418e-04,-1.06758962e-06,1.06778618e-03,5.18995775e-03
2.39883375e-03,-2.90836111e-01,-1.51244463e-02,9.08528613e-03,-1.65969375e-04,2.57320414e-04,4.13469925e-04,-1.29722892e-06,1.07426263e-03,5.20843459e-03
2.51188731e-03,-2.90517237e-01,-1.62504534e-02,9.08810693e-03,-1.74701394e-04,2.79222872e-04,4.17341656e-04,-1.28964535e-06,1.07955096e-03,5.22344038e-03
2.63026893e-03,-2.89963937e-01,-1.74258193e-02,9.08289708e-03,-1.82784519e-04,3.03065545e-04,4.20663557e-04,-1.08362096e-06,1.08457499e-03,5.23526880e-03
2.75422969e-03,-2.89223628e-01,-1.86775338e-02,9.08157570e-03,-1.87999885e-04,3.26719867e-04,4.23745636e-04,-3.05182047e-06,1.08427021e-03,5.24628289e-03
2.88403256e-03,-2.88307928e-01,-1.99699591e-02,9.06336528e-03,-1.92335982e-04,3.52547640e-04,4.25517105e-04,-3.79593193e-06,1.08428875e-03,5.25010083e-03
3.01995284e-03,-2.87196175e-01,-2.13593284e-02,9.03886555e-03,-1.92614452e-04,3.79319323e-04,4.27864855e-04,-4.58648225e-06,1.08406968e-03,5.25112727e-03
3.16227885e-03,-2.85984117e-01,-2.27794000e-02,9.00967828e-03,-1.93929957e-04,4.09129877e-04,4.29743334e-04,-5.60247800e-06,1.08271521e-03,5.25076169e-03
3.31131247e-03,-2.84598800e-01,-2.43087772e-02,8.97070619e-03,-1.89814065e-04,4.40082996e-04,4.32205345e-04,-6.43227177e-06,1.08059639e-03,5.24569279e-03
3.46736984e-03,-2.83114877e-01,-2.58762965e-02,8.92576858e-03,-1.86217789e-04,4.73332353e-04,4.34017208e-04,-8.24611161e-06,1.07731225e-03,5.23820659e-03
3.63078196e-03,-2.81498369e-01,-2.75437041e-02,8.87126747e-03,-1.78522666e-04,5.08091318e-04,4.34958421e-04,-9.65354902e-06,1.07102116e-03,5.22518998e-03
3.80189546e-03,-2.79787446e-01,-2.92781242e-02,8.81156434e-03,-1.69963015e-04,5.45445102e-04,4.35427222e-04,-1.11221103e-05,1.06340354e-03,5.21020649e-03
3.98107330e-03,-2.77958490e-01,-3.10821302e-02,8.74564170e-03,-1.59815264e-04,5.86132649e-04,4.35269597e-04,-1.26818672e-05,1.05470143e-03,5.19323789e-03
4.16869552e-03,-2.76048250e-01,-3.29894676e-02,8.67434932e-03,-1.47772678e-04,6.29467957e-04,4.34526745e-04,-1.41409436e-05,1.04594418e-03,5.17488072e-03
4.36516011e-03,-2.73985849e-01,-3.49465049e-02,8.59381207e-03,-1.35398873e-04,6.75837400e-04,4.31586573e-04,-1.46814653e-05,1.03868424e-03,5.15416686e-03
4.57088379e-03,-2.71859107e-01,-3.70141620e-02,8.50802304e-03,-1.21604700e-04,7.25732104e-04,4.28452409e-04,-1.55053081e-05,1.02779322e-03,5.13077418e-03
4.78630293e-03,-2.69637269e-01,-3.91717078e-02,8.41937738e-03,-1.07430373e-04,7.78885379e-04,4.24262192e-04,-1.62537174e-05,1.01614601e-03,5.10720438e-03
5.01187447e-03,-2.67279542e-01,-4.13909215e-02,8.32563466e-03,-9.26383789e-05,8.36367869e-04,4.18860079e-04,-1.66765359e-05,1.00305027e-03,5.08252640e-03
5.24807686e-03,-2.64870285e-01,-4.37364550e-02,8.23448009e-03,-7.77779228e-05,8.97271903e-04,4.12171958e-04,-1.70460628e-05,9.90745006e-04,5.06124850e-03
5.49541113e-03,-2.62320894e-01,-4.61695934e-02,8.13177745e-03,-6.30425065e-05,9.61444596e-04,4.03561306e-04,-1.61283136e-05,9.82086786e-04,5.03765442e-03
5.75440191e-03,-2.59638169e-01,-4.86669396e-02,8.02818311e-03,-4.69876041e-05,1.03022078e-03,3.94425824e-04,-1.64133095e-05,9.72736403e-04,5.01557015e-03
6.02559854e-03,-2.56879530e-01,-5.12959370e-02,7.91813898e-03,-2.96798714e-05,1.10242893e-03,3.84377981e-04,-1.71954725e-05,9.64499237e-04,4.99253357e-03
6.30957628e-03,-2.53989018e-01,-5.40268492e-02,7.80104515e-03,-1.12225540e-05,1.17839133e-03,3.72967273e-04,-1.80419088e-05,9.57168938e-04,4.96830271e-03
6.60693749e-03,-2.50889073e-01,-5.68246331e-02,7.67685300e-03,1.04102337e-05,1.25800891e-03,3.59126614e-04,-1.93808024e-05,9.53643837e-04,4.94425287e-03
6.91831289e-03,-2.47653518e-01,-5.97397823e-02,7.53499656e-03,3.10754468e-05,1.34039302e-03,3.40247104e-04,-2.18098367e-05,9.51519098e-04,4.91345434e-03
7.24436297e-03,-2.44316320e-01,-6.27665508e-02,7.39616489e-03,5.31058419e-05,1.42598489e-03,3.20376588e-04,-2.61069787e-05,9.52146089e-04,4.88714794e-03
7.58577932e-03,-2.40773889e-01,-6.58753202e-02,7.25981605e-03,7.74929971e-05,1.51284177e-03,2.96542574e-04,-3.13020808e-05,9.57584474e-04,4.86512115e-03
7.94328612e-03,-2.37036224e-01,-6.90755064e-02,7.12955034e-03,1.04390261e-04,1.59996814e-03,2.70043356e-04,-3.63926560e-05,9.68523444e-04,4.84902096e-03
8.31764170e-03,-2.33211083e-01,-7.24166058e-02,6.99276743e-03,1.30101256e-04,1.68535053e-03,2.49031692e-04,-4.12771787e-05,9.76207761e-04,4.82716286e-03
8.70964012e-03,-2.29238959e-01,-7.58739003e-02,6.87176863e-03,1.59229990e-04,1.76919747e-03,2.26830106e-04,-4.61822735e-05,9.89973818e-04,4.81546996e-03
9.12011286e-03,-2.25083244e-01,-7.94323385e-02,6.75457765e-03,1.90769639e-04,1.84931646e-03,2.07012873e-04,-5.09761177e-05,1.00939330e-03,4.80664371e-03
9.54993059e-03,-2.20775965e-01,-8.31069344e-02,6.63157072e-03,2.24253819e-04,1.92740927e-03,1.94583926e-04,-5.40653014e-05,1.03281136e-03,4.79589568e-03
1.00000050e-02,-2.16391014e-01,-8.69671716e-02,6.52627394e-03,2.63691448e-04,2.00044513e-03,1.80225778e-04,-6.04805333e-05,1.05723973e-03,4.79197940e-03
1.04712908e-02,-2.11883611e-01,-9.09528152e-02,6.43501265e-03,3.06484219e-04,2.07264075e-03,1.67241108e-04,-6.91224192e-05,1.08733333e-03,4.79749337e-03
1.09647876e-02,-2.07248336e-01,-9.50686568e-02,6.35740904e-03,3.53255930e-04,2.14494750e-03,1.55708741e-04,-7.88411944e-05,1.12305493e-03,4.81270574e-03
1.14815421e-02,-2.02463905e-01,-9.93261155e-02,6.27888393e-03,4.04828310e-04,2.21820318e-03,1.47856941e-04,-8.57968546e-05,1.16737912e-03,4.83223311e-03
1.20226506e-02,-1.97592538e-01,-1.03753337e-01,6.21321906e-03,4.58181226e-04,2.29712303e-03,1.34741968e-04,-9.16249130e-05,1.21146049e-03,4.86090129e-03
1.25892607e-02,-1.92614067e-01,-1.08308725e-01,6.16712300e-03,5.13607286e-04,2.38222523e-03,1.22907535e-04,-9.57601742e-05,1.25571409e-03,4.90253116e-03
1.31825744e-02,-1.87480113e-01,-1.13000387e-01,6.13769100e-03,5.69902225e-04,2.47554184e-03,1.14865054e-04,-9.56448758e-05,1.30228837e-03,4.95776061e-03
1.38038500e-02,-1.82173909e-01,-1.17826792e-01,6.10291032e-03,6.28641171e-04,2.57573339e-03,1.05349793e-04,-8.87292288e-05,1.33445658e-03,5.00655015e-03
1.44544055e-02,-1.76676954e-01,-1.22783756e-01,6.07028491e-03,6.85563024e-04,2.68258057e-03,1.07918822e-04,-7.51310141e-05,1.36001485e-03,5.05644016e-03
1.51356207e-02,-1.70932132e-01,-1.27888022e-01,6.03717280e-03,7.38802606e-04,2.79353089e-03,1.14853428e-04,-5.83835889e-05,1.38346709e-03,5.10708539e-03
1.58489406e-02,-1.64980136e-01,-1.33134581e-01,6.00411562e-03,7.90187488e-04,2.90961778e-03,1.18990582e-04,-4.16214793e-05,1.40920603e-03,5.16146971e-03
1.65958783e-02,-1.58778398e-01,-1.38455932e-01,5.92477375e-03,8.29577996e-04,3.02416304e-03,1.20918005e-04,-2.35156021e-05,1.42500254e-03,5.18696966e-03
1.73780180e-02,-1.52384569e-01,-1.43861829e-01,5.84488637e-03,8.63466492e-04,3.13500599e-03,1.25128230e-04,-1.84316007e-05,1.45063699e-03,5.21526467e-03
1.81970189e-02,-1.45790488e-01,-1.49342282e-01,5.77120529e-03,8.86727950e-04,3.24139234e-03,1.21569027e-04,-2.01019523e-05,1.49284313e-03,5.25272038e-03
1.90546180e-02,-1.39040066e-01,-1.54918489e-01,5.69618204e-03,8.94904119e-04,3.33850816e-03,1.03447424e-04,-1.07823981e-05,1.51555883e-03,5.27512452e-03
1.99526346e-02,-1.32094121e-01,-1.60585640e-01,5.63518342e-03,8.94078419e-04,3.42745896e-03,8.69197892e-05,1.85165446e-06,1.54101123e-03,5.30182681e-03
2.08929734e-02,-1.24985281e-01,-1.66309858e-01,5.58055143e-03,8.91363274e-04,3.51189522e-03,8.38039502e-05,1.71968520e-05,1.57069460e-03,5.33157063e-03
2.18776290e-02,-1.17870960e-01,-1.72135590e-01,5.51489993e-03,8.77801681e-04,3.59085415e-03,9.34824731e-05,3.20077673e-05,1.61155027e-03,5.35865217e-03
2.29086900e-02,-1.10695969e-01,-1.78096001e-01,5.45437693e-03,8.63758977e-04,3.67956122e-03,1.03324800e-04,4.17318018e-05,1.65177749e-03,5.39285782e-03
2.39883435e-02,-1.03479997e-01,-1.84177770e-01,5.43417748e-03,8.38702933e-04,3.76672195e-03,1.18276105e-04,4.69082744e-05,1.70599975e-03,5.45344959e-03
2.51188794e-02,-9.61515864e-02,-1.90390592e-01,5.41555091e-03,8.13181455e-04,3.84753377e-03,1.21031990e-04,5.42394795e-05,1.76090242e-03,5.51199355e-03
2.63026958e-02,-8.87348573e-02,-1.96609876e-01,5.37758735e-03,7.93068936e-04,3.92287585e-03,1.13043710e-04,6.95592592e-05,1.80237987e-03,5.55142153e-03
2.75423038e-02,-8.11513902e-02,-2.02891886e-01,5.36221639e-03,7.67693424e-04,3.97497317e-03,1.10852429e-04,8.75302489e-05,1.84372542e-03,5.59045749e-03
2.88403328e-02,-7.33630564e-02,-2.09216120e-01,5.33399158e-03,7.32778288e-04,3.99703829e-03,9.41200186e-05,1.10368038e-04,1.88128431e-03,5.60615709e-03
3.01995359e-02,-6.53609657e-02,-2.15504056e-01,5.27183218e-03,6.96541514e-04,4.00487398e-03,7.56931927e-05,1.38476845e-04,1.90629271e-03,5.59149944e-03
3.16227964e-02,-5.70606197e-02,-2.21771514e-01,5.23576843e-03,6.60700125e-04,3.99245150e-03,6.78299784e-05,1.61523341e-04,1.93269618e-03,5.58045805e-03
3.31131330e-02,-4.84737295e-02,-2.27962856e-01,5.19394182e-03,6.23603737e-04,3.96346573e-03,4.77088329e-05,1.82926810e-04,1.94860730e-03,5.55300743e-03
3.46737071e-02,-3.96698598e-02,-2.34098462e-01,5.11223633e-03,5.98648187e-04,3.93911204e-03,2.79773060e-05,2.01647521e-04,1.94071090e-03,5.49602964e-03
3.63078287e-02,-3.06025363e-02,-2.40146148e-01,5.03225617e-03,5.87235138e-04,3.91970373e-03,2.15566592e-05,2.10828954e-04,1.94451070e-03,5.44823530e-03
3.80189642e-02,-2.12730524e-02,-2.46080607e-01,4.97334886e-03,5.71044157e-04,3.90798011e-03,-5.17504540e-07,2.14014722e-04,1.93954894e-03,5.41043895e-03
3.98107429e-02,-1.16912588e-02,-2.51959403e-01,4.88823517e-03,5.55745343e-04,3.88919818e-03,2.21360021e-06,2.10068900e-04,1.93402585e-03,5.35572960e-03
4.16869657e-02,-1.90044379e-03,-2.57681891e-01,4.79025538e-03,5.43596315e-04,3.87834596e-03,1.28926487e-05,2.02532459e-04,1.94340524e-03,5.30600329e-03
4.36516120e-02,8.21434738e-03,-2.63271320e-01,4.70857208e-03,5.44633536e-04,3.86255236e-03,1.76058724e-05,1.90131728e-04,1.93037789e-03,5.25075116e-03
4.57088494e-02,1.85997725e-02,-2.68734345e-01,4.61292816e-03,5.54268175e-04,3.82570897e-03,1.89843126e-05,1.76972502e-04,1.92202138e-03,5.18032925e-03
4.78630413e-02,2.91817257e-02,-2.74022938e-01,4.53409281e-03,5.57596183e-04,3.79122823e-03,1.24077239e-05,1.72551166e-04,1.93664740e-03,5.13098422e-03
5.01187572e-02,4.00410039e-02,-2.79191727e-01,4.45918351e-03,5.59888848e-04,3.74776316e-03,2.51401459e-05,1.67826875e-04,1.89529426e-03,5.05112046e-03
5.24807817e-02,5.11040690e-02,-2.84177779e-01,4.41775069e-03,5.36680219e-04,3.70293182e-03,4.91299714e-05,1.58538597e-04,1.85522139e-03,4.98795195e-03
5.49541250e-02,6.23150155e-02,-2.88886166e-01,4.46245870e-03,4.85478440e-04,3.66578750e-03,4.61467145e-05,1.48709316e-04,1.85930333e-03,4.99377477e-03
5.75440334e-02,7.31093141e-02,-2.93113702e-01,4.24005070e-03,3.92725762e-04,3.65130551e-03,5.27895780e-05,1.54145180e-04,1.76107096e-03,4.82621358e-03
6.02560005e-02,8.38589432e-02,-2.97089047e-01,4.06274799e-03,3.02751534e-04,3.62586640e-03,4.16560671e-05,1.55178054e-04,1.73890742e-03,4.71376091e-03
6.30957786e-02,9.48635164e-02,-3.00948421e-01,3.86060630e-03,1.99979945e-04,3.56298197e-03,2.25422084e-05,1.37452100e-04,1.69424550e-03,4.55891689e-03
6.60693914e-02,1.06135108e-01,-3.04858067e-01,3.74669977e-03,1.27705977e-04,3.40183549e-03,3.64229483e-05,8.83163470e-05,1.61394012e-03,4.38123769e-03
6.91831462e-02,1.17489331e-01,-3.08496879e-01,3.66940700e-03,6.69827508e-05,3.24403700e-03,5.16104964e-05,5.28903228e-05,1.57007345e-03,4.24175873e-03
7.24436478e-02,1.28720380e-01,-3.11787756e-01,3.59329345e-03,1.67698069e-05,3.07683709e-03,6.59596867e-05,1.91753750e-05,1.51286886e-03,4.09149970e-03
7.58578121e-02,1.39906293e-01,-3.14640539e-01,3.52031048e-03,-7.55951042e-06,2.91200546e-03,9.13496292e-05,-1.30862859e-05,1.46654954e-03,3.94943274e-03
7.94328811e-02,1.50871391e-01,-3.16982887e-01,3.41642632e-03,2.35927103e-06,2.75797105e-03,1.14021810e-04,-4.64704434e-05,1.41962918e-03,3.79701328e-03
8.31764378e-02,1.61697128e-01,-3.18816760e-01,3.30753998e-03,2.45278929e-05,2.59833350e-03,1.25126836e-04,-8.99446892e-05,1.35192695e-03,3.62890021e-03
8.70964230e-02,1.72439362e-01,-3.20102451e-01,3.25340186e-03,5.17797244e-05,2.43926135e-03,1.52228214e-04,-1.37175476e-04,1.29963160e-03,3.49614740e-03
9.12011514e-02,1.82502631e-01,-3.20641684e-01,3.11388075e-03,9.82785144e-05,2.28972058e-03,1.85471338e-04,-1.85540312e-04,1.22020141e-03,3.31190137e-03
