"y","u","v","Re_xx","Re_yx","Re_yy","Re_zx","Re_zy","Re_zz","k"
3.16227806e-04,8.53652627e-04,2.55518802e-05,3.12516351e-04,-2.72157725e-06,9.18606730e-07,2.00454669e-05,2.21415492e-07,3.50700023e-04,3.32067490e-04
3.31131165e-04,9.29739370e-04,2.70138263e-05,3.42065086e-04,-3.14771849e-06,1.08151744e-06,2.34739303e-05,2.99010899e-07,3.82687274e-04,3.62916938e-04
3.46736897e-04,1.05776778e-03,3.01538278e-05,3.67736417e-04,-3.52259867e-06,1.28384321e-06,2.43248187e-05,2.51452024e-07,4.12778987e-04,3.90899623e-04
3.63078106e-04,1.19611191e-03,3.35843046e-05,3.94150941e-04,-3.90882883e-06,1.49851465e-06,2.49732547e-05,1.90245470e-07,4.43987537e-04,4.19818496e-04
3.80189451e-04,1.34097600e-03,3.71764547e-05,4.21810343e-04,-4.31326145e-06,1.72330326e-06,2.56522506e-05,1.26154339e-07,4.76666901e-04,4.50100273e-04
3.98107230e-04,1.49596523e-03,4.26838725e-05,4.56800006e-04,-5.03812564e-06,2.05631911e-06,2.72604552e-05,1.49427099e-07,5.17882730e-04,4.88369528e-04
4.16869448e-04,1.65905739e-03,4.88735897e-05,4.94897896e-04,-5.87012092e-06,2.42866890e-06,2.91616880e-05,1.95680927e-07,5.62734983e-04,5.30030774e-04
4.36515902e-04,1.82983584e-03,5.53550193e-05,5.34791284e-04,-6.74132693e-06,2.81856700e-06,3.11525233e-05,2.44114632e-07,6.09701058e-04,5.73655454e-04
4.57088265e-04,2.04965665e-03,6.10630778e-05,5.74439968e-04,-7.57546763e-06,3.32631421e-06,3.15995533e-05,2.20038918e-07,6.55570573e-04,6.16668427e-04
4.78630174e-04,2.28248496e-03,6.69704708e-05,6.15820002e-04,-8.44387441e-06,3.86441548e-06,3.19618821e-05,1.89997983e-07,7.03388069e-04,6.61536243e-04
5.01187321e-04,2.52930749e-03,7.43579246e-05,6.62415893e-04,-9.58691905e-06,4.50345163e-06,3.32230203e-05,2.35646114e-07,7.57222715e-04,7.12071030e-04
5.24807555e-04,2.79271713e-03,8.40641152e-05,7.16563120e-04,-1.11670936e-05,5.29653898e-06,3.59895373e-05,4.09888832e-07,8.19766358e-04,7.70813009e-04
5.49540976e-04,3.06854088e-03,9.42277444e-05,7.73262228e-04,-1.28217394e-05,6.12700339e-06,3.88864362e-05,5.92343356e-07,8.85257593e-04,8.32323412e-04
5.75440047e-04,3.40519675e-03,1.02870299e-04,8.30040051e-04,-1.45010106e-05,7.21466812e-06,3.85361012e-05,6.82877864e-07,9.48194099e-04,8.92724409e-04
6.02559704e-04,3.75862054e-03,1.11882457e-04,8.89444837e-04,-1.62584174e-05,8.35770409e-06,3.81054605e-05,7.75784029e-07,1.01399036e-03,9.55896449e-04
6.30957471e-04,4.12213478e-03,1.22108751e-04,9.60969226e-04,-1.86541798e-05,9.83162238e-06,4.40680748e-05,1.08843722e-06,1.09605584e-03,1.03342834e-03
6.60693583e-04,4.50109046e-03,1.33020238e-04,1.03826398e-03,-2.13058787e-05,1.14463243e-05,5.19629379e-05,1.47127431e-06,1.18537929e-03,1.11754480e-03
6.91831116e-04,4.95242788e-03,1.45508674e-04,1.11334098e-03,-2.39940659e-05,1.34128896e-05,5.48386290e-05,1.39862187e-06,1.27013232e-03,1.19844310e-03
7.24436116e-04,5.44738719e-03,1.59021323e-04,1.18955377e-03,-2.67726705e-05,1.55851843e-05,5.56397380e-05,1.12842375e-06,1.35528030e-03,1.28020962e-03
7.58577742e-04,5.98086053e-03,1.78262018e-04,1.27396271e-03,-3.03337352e-05,1.80906561e-05,5.87711874e-05,1.41919778e-06,1.45194150e-03,1.37199743e-03
7.94328413e-04,6.54350872e-03,1.99761484e-04,1.36357243e-03,-3.42356376e-05,2.07754966e-05,6.26590192e-05,1.87602470e-06,1.55514994e-03,1.46974893e-03
8.31763962e-04,7.18316916e-03,2.17985961e-04,1.45767457e-03,-3.83965033e-05,2.42008506e-05,6.33071707e-05,1.79821169e-06,1.65533561e-03,1.56860552e-03
8.70963795e-04,7.86035240e-03,2.38628101e-04,1.55725087e-03,-4.29743170e-05,2.79027945e-05,6.49710043e-05,1.89781033e-06,1.76149327e-03,1.67332347e-03
9.12011058e-04,8.58452423e-03,2.67225021e-04,1.66538110e-03,-4.85838458e-05,3.20587746e-05,7.13067188e-05,2.82790541e-06,1.87938326e-03,1.78841157e-03
9.54992820e-04,9.37059704e-03,2.93516652e-04,1.77929958e-03,-5.45933043e-05,3.69181795e-05,7.45530901e-05,3.36499111e-06,1.99714749e-03,1.90668262e-03
1.00000025e-03,1.02181908e-02,3.17828068e-04,1.89919692e-03,-6.10054456e-05,4.24538987e-05,7.49667684e-05,3.54241150e-06,2.11545460e-03,2.02855271e-03
1.04712882e-03,1.10809309e-02,3.44772025e-04,2.03122074e-03,-6.85139305e-05,4.86890678e-05,9.01417695e-05,4.67444666e-06,2.26153711e-03,2.17072346e-03
1.09647848e-03,1.20501160e-02,3.79610217e-04,2.16041128e-03,-7.61061211e-05,5.57297186e-05,9.64837745e-05,5.08816429e-06,2.39506454e-03,2.30560277e-03
1.14815393e-03,1.30968999e-02,4.10715802e-04,2.29920643e-03,-8.44249077e-05,6.39216931e-05,1.01312502e-04,4.55250745e-06,2.52911016e-03,2.44611914e-03
1.20226476e-03,1.42075078e-02,4.57722930e-04,2.44090032e-03,-9.38259800e-05,7.26310468e-05,1.11872594e-04,6.47847226e-06,2.67239660e-03,2.59296398e-03
1.25892576e-03,1.53991223e-02,5.00009411e-04,2.59334981e-03,-1.03917278e-04,8.27021974e-05,1.20432772e-04,7.29478554e-06,2.81667304e-03,2.74636253e-03
1.31825711e-03,1.66706904e-02,5.42377756e-04,2.75503054e-03,-1.14882061e-04,9.40648976e-05,1.29094455e-04,7.81850907e-06,2.96283660e-03,2.90596602e-03
1.38038466e-03,1.80051677e-02,6.02002922e-04,2.91922488e-03,-1.27171233e-04,1.06148266e-04,1.45179597e-04,1.10060915e-05,3.11511762e-03,3.07024538e-03
1.44544019e-03,1.94409526e-02,6.49053385e-04,3.09879471e-03,-1.40175437e-04,1.20500072e-04,1.56180430e-04,1.17962766e-05,3.26501983e-03,3.24215731e-03
1.51356169e-03,2.09129533e-02,6.99196339e-04,3.28387854e-03,-1.54762868e-04,1.35853746e-04,1.71587657e-04,1.32572878e-05,3.42783847e-03,3.42378538e-03
1.58489367e-03,2.24908257e-02,7.64242919e-04,3.47019345e-03,-1.70006212e-04,1.52675902e-04,1.90759693e-04,1.57041309e-05,3.58241910e-03,3.60264423e-03
1.65958741e-03,2.41740074e-02,8.21754423e-04,3.67030403e-03,-1.86518194e-04,1.71901487e-04,2.09580745e-04,1.65189704e-05,3.73777071e-03,3.78998811e-03
1.73780137e-03,2.59130477e-02,9.07311242e-04,3.86722483e-03,-2.04336579e-04,1.91960260e-04,2.32493387e-04,2.22141421e-05,3.89199485e-03,3.97558997e-03
1.81970143e-03,2.77807889e-02,9.67144696e-04,4.08623307e-03,-2.22780733e-04,2.15342450e-04,2.54044826e-04,2.30767700e-05,4.04714241e-03,4.17435897e-03
1.90546133e-03,2.97000958e-02,1.06053676e-03,4.29967307e-03,-2.43281334e-04,2.40243555e-04,2.80287298e-04,2.97879624e-05,4.19662794e-03,4.36827228e-03
1.99526296e-03,3.17288881e-02,1.13729181e-03,4.52975304e-03,-2.63764792e-04,2.67818178e-04,3.07294835e-04,3.35178605e-05,4.34699512e-03,4.57228317e-03
2.08929682e-03,3.38083224e-02,1.22665618e-03,4.75720224e-03,-2.87338831e-04,2.97141571e-04,3.33781456e-04,3.80096993e-05,4.48930119e-03,4.77182250e-03
2.18776236e-03,3.59796837e-02,1.31044211e-03,4.99663704e-03,-3.12433183e-04,3.28980699e-04,3.62692836e-04,4.16990137e-05,4.62944012e-03,4.97752893e-03
2.29086843e-03,3.82232971e-02,1.41136160e-03,5.24437883e-03,-3.38938649e-04,3.63711657e-04,3.94297467e-04,4.86199222e-05,4.76502732e-03,5.18655890e-03
2.39883375e-03,4.05482055e-02,1.51574573e-03,5.49971572e-03,-3.66147255e-04,4.01083963e-04,4.26478080e-04,5.60088687e-05,4.89665426e-03,5.39872697e-03
2.51188731e-03,4.29535568e-02,1.62768273e-03,5.76126456e-03,-3.94905653e-04,4.41918703e-04,4.59221489e-04,6.45225524e-05,5.02182767e-03,5.61250547e-03
2.63026893e-03,4.54357821e-02,1.74396563e-03,6.02779477e-03,-4.23858867e-04,4.85628592e-04,4.93166378e-04,7.37894609e-05,5.14076198e-03,5.82709267e-03
2.75422969e-03,4.80266050e-02,1.85448066e-03,6.27259526e-03,-4.56580511e-04,5.31814706e-04,5.24963094e-04,7.78114110e-05,5.23888107e-03,6.02164552e-03
2.88403256e-03,5.06028987e-02,1.96558524e-03,6.55224884e-03,-4.89650359e-04,5.80298496e-04,5.59192277e-04,8.59363530e-05,5.34174800e-03,6.23714767e-03
3.01995284e-03,5.32185065e-02,2.10425545e-03,6.83456792e-03,-5.26318428e-04,6.33271046e-04,5.95902338e-04,9.69181236e-05,5.43526969e-03,6.45155433e-03
3.16227885e-03,5.59173023e-02,2.21430760e-03,7.12430642e-03,-5.59813372e-04,6.87881970e-04,6.27242251e-04,1.03455611e-04,5.52593035e-03,6.66905937e-03
3.31131247e-03,5.86426243e-02,2.37926971e-03,7.41386492e-03,-6.01200523e-04,7.49177337e-04,6.65519156e-04,1.16009014e-04,5.60031285e-03,6.88167755e-03
3.46736984e-03,6.16384387e-02,2.47355691e-03,7.66378583e-03,-6.33106364e-04,8.09130574e-04,6.86356750e-04,1.14810564e-04,5.66233689e-03,7.06762665e-03
3.63078196e-03,6.43928127e-02,2.62745731e-03,7.95912828e-03,-6.78465831e-04,8.75350742e-04,7.28674482e-04,1.22569938e-04,5.71656223e-03,7.27552063e-03
3.80189546e-03,6.71960799e-02,2.73940512e-03,8.25426435e-03,-7.18504204e-04,9.42263013e-04,7.59403056e-04,1.25193028e-04,5.76569777e-03,7.48111257e-03
3.98107330e-03,7.00281803e-02,2.85895557e-03,8.55250824e-03,-7.61236882e-04,1.01248483e-03,7.92154312e-04,1.26096643e-04,5.80639857e-03,7.68569582e-03
4.16869552e-03,7.28939584e-02,2.98912487e-03,8.86250087e-03,-8.11639791e-04,1.08839013e-03,8.27295287e-04,1.25573325e-04,5.83233709e-03,7.89161405e-03
4.36516011e-03,7.60975569e-02,3.06320168e-03,9.13186234e-03,-8.49649877e-04,1.15994528e-03,8.34006759e-04,1.14708638e-04,5.85434095e-03,8.07307428e-03
4.57088379e-03,7.89621634e-02,3.17650337e-03,9.44706887e-03,-9.05160906e-04,1.24045031e-03,8.72020983e-04,1.08554977e-04,5.85858397e-03,8.27305158e-03
4.78630293e-03,8.18500975e-02,3.24664991e-03,9.76286680e-03,-9.57008496e-04,1.32011181e-03,9.00863966e-04,9.95659321e-05,5.85710503e-03,8.47004182e-03
5.01187447e-03,8.47814506e-02,3.28744306e-03,1.00820977e-02,-1.00513405e-03,1.39820040e-03,9.24800191e-04,8.75366153e-05,5.84959668e-03,8.66494740e-03
5.24807686e-03,8.76829503e-02,3.30510572e-03,1.04393171e-02,-1.06980106e-03,1.48496592e-03,9.42994093e-04,7.37930858e-05,5.82965909e-03,8.87697106e-03
5.49541113e-03,9.07529360e-02,3.29744728e-03,1.07951184e-02,-1.12689310e-03,1.56755675e-03,9.43020133e-04,5.53137354e-05,5.81328992e-03,9.08798253e-03
5.75440191e-03,9.38344721e-02,3.30540460e-03,1.11573043e-02,-1.18755602e-03,1.64878426e-03,9.49912570e-04,4.12704482e-05,5.78443459e-03,9.29526157e-03
6.02559854e-03,9.67199843e-02,3.24712369e-03,1.15419896e-02,-1.25301554e-03,1.73822340e-03,9.48705605e-04,3.12500589e-05,5.75333206e-03,9.51677254e-03
6.30957628e-03,9.96552113e-02,3.14762417e-03,1.19435112e-02,-1.31382390e-03,1.82382250e-03,9.36737609e-04,2.48121521e-05,5.72220319e-03,9.74476844e-03
6.60693749e-03,1.02663302e-01,3.02468335e-03,1.23689718e-02,-1.37434655e-03,1.90759846e-03,9.17363081e-04,1.94826162e-05,5.69265350e-03,9.98461187e-03
6.91831289e-03,1.05600698e-01,2.92064161e-03,1.28098685e-02,-1.44268158e-03,1.99573537e-03,8.71428615e-04,1.21365108e-05,5.69328573e-03,1.02494448e-02
7.24436297e-03,1.08530309e-01,2.78495532e-03,1.32217734e-02,-1.50133598e-03,2.08300335e-03,8.37291126e-04,1.79684846e-05,5.68454699e-03,1.04946618e-02
7.58577932e-03,1.11561667e-01,2.67842165e-03,1.36545525e-02,-1.55726999e-03,2.16647030e-03,8.09740469e-04,2.67006823e-05,5.68968031e-03,1.07553515e-02
7.94328612e-03,1.14581472e-01,2.54082505e-03,1.41079328e-02,-1.60661191e-03,2.25087526e-03,7.72731150e-04,3.95968579e-05,5.71489197e-03,1.10368500e-02
8.31764170e-03,1.17549325e-01,2.38391299e-03,1.45200539e-02,-1.65058876e-03,2.33375207e-03,7.04675359e-04,3.96276755e-05,5.75410421e-03,1.13039551e-02
8.70964012e-03,1.20646359e-01,2.26925384e-03,1.49491823e-02,-1.69378024e-03,2.41308922e-03,6.55023524e-04,4.49596633e-05,5.79238936e-03,1.15773304e-02
9.12011286e-03,1.23827317e-01,2.23734922e-03,1.53997632e-02,-1.73497567e-03,2.48757811e-03,6.17981948e-04,4.69663244e-05,5.84788114e-03,1.18676112e-02
9.54993059e-03,1.27021884e-01,2.22458004e-03,1.58316096e-02,-1.75965655e-03,2.55884288e-03,5.81180253e-04,3.73028471e-05,5.92189322e-03,1.21561729e-02
1.00000050e-02,1.30262987e-01,2.17286728e-03,1.61910532e-02,-1.79256691e-03,2.62203380e-03,5.35446744e-04,2.28878453e-05,5.95686886e-03,1.23849779e-02
1.04712908e-02,1.33553890e-01,2.17805069e-03,1.65472039e-02,-1.82701457e-03,2.68016083e-03,4.82824411e-04,2.76966753e-06,5.96156569e-03,1.25944652e-02
1.09647876e-02,1.36943903e-01,2.27819049e-03,1.68882061e-02,-1.87320781e-03,2.73310565e-03,4.21913104e-04,-1.90338701e-05,5.93605087e-03,1.27786813e-02
1.14815421e-02,1.40281141e-01,2.43123484e-03,1.70837969e-02,-1.92989376e-03,2.78747336e-03,3.76811318e-04,-4.74238466e-05,5.91651514e-03,1.28938927e-02
1.20226506e-02,1.43575424e-01,2.52527259e-03,1.71980822e-02,-2.00380436e-03,2.84059898e-03,3.20800446e-04,-6.70506679e-05,5.82448499e-03,1.29315831e-02
1.25892607e-02,1.46893532e-01,2.65652772e-03,1.73273626e-02,-2.08379087e-03,2.90176346e-03,2.56591316e-04,-9.36109351e-05,5.70448182e-03,1.29668039e-02
1.31825744e-02,1.50370011e-01,2.80992960e-03,1.74714783e-02,-2.17915570e-03,2.97371554e-03,1.87883675e-04,-1.12934592e-04,5.58238083e-03,1.30137873e-02
1.38038500e-02,1.53711825e-01,2.96729836e-03,1.74758817e-02,-2.28565607e-03,3.05643954e-03,1.85054653e-04,-1.37346691e-04,5.50808672e-03,1.30202040e-02
1.44544055e-02,1.57422752e-01,3.08820035e-03,1.75040515e-02,-2.39677879e-03,3.15057766e-03,1.39670181e-04,-1.36324528e-04,5.46793265e-03,1.30612809e-02
1.51356207e-02,1.61346290e-01,3.23329088e-03,1.75473767e-02,-2.51110890e-03,3.26061513e-03,9.68433166e-05,-1.26882653e-04,5.49894488e-03,1.31534684e-02
1.58489406e-02,1.65416320e-01,3.39084511e-03,1.75822941e-02,-2.62654605e-03,3.37960269e-03,4.67127194e-05,-1.13672436e-04,5.61958158e-03,1.32907392e-02
1.65958783e-02,1.69438022e-01,3.51977923e-03,1.74758520e-02,-2.74247720e-03,3.47484751e-03,-5.12155876e-05,-1.10083267e-04,5.79212905e-03,1.33714143e-02
1.73780180e-02,1.74139975e-01,3.69202379e-03,1.72717731e-02,-2.83029325e-03,3.55404598e-03,-1.72315163e-04,-1.08523009e-04,5.96906040e-03,1.33974397e-02
1.81970189e-02,1.79278108e-01,3.85904446e-03,1.70613830e-02,-2.88425125e-03,3.61038293e-03,-3.00504562e-04,-1.12922822e-04,6.13328559e-03,1.34025257e-02
1.90546180e-02,1.84704423e-01,4.06546221e-03,1.68265953e-02,-2.95635658e-03,3.63005125e-03,-3.81324540e-04,-1.26404762e-04,6.23762843e-03,1.33471375e-02
1.99526346e-02,1.90877330e-01,4.28373108e-03,1.64411599e-02,-2.93714499e-03,3.61840645e-03,-4.19105414e-04,-1.26175772e-04,6.24289192e-03,1.31512291e-02
2.08929734e-02,1.97585955e-01,4.49858309e-03,1.61180740e-02,-2.89035872e-03,3.58214072e-03,-4.57768040e-04,-1.10999648e-04,6.22269919e-03,1.29614569e-02
2.18776290e-02,2.04672159e-01,4.68694658e-03,1.58638075e-02,-2.85633740e-03,3.50267329e-03,-4.34914079e-04,-8.87109735e-05,6.20503133e-03,1.27857561e-02
2.29086900e-02,2.12388363e-01,4.82563965e-03,1.55118792e-02,-2.72343450e-03,3.39427437e-03,-5.24469631e-04,-5.58927959e-05,6.12194134e-03,1.25140475e-02
2.39883435e-02,2.20454870e-01,4.98777148e-03,1.53340548e-02,-2.57988775e-03,3.29852046e-03,-5.86638042e-04,-2.38662973e-05,6.00483417e-03,1.23187047e-02
2.51188794e-02,2.28832391e-01,5.19619683e-03,1.52106912e-02,-2.45437473e-03,3.21133644e-03,-5.33384905e-04,-1.34926007e-05,5.88958830e-03,1.21558080e-02
2.63026958e-02,2.37259297e-01,5.45317394e-03,1.48758389e-02,-2.34124225e-03,3.13256455e-03,-4.74616161e-04,-5.03809502e-05,5.73896796e-03,1.18736857e-02
2.75423038e-02,2.45582860e-01,5.86914873e-03,1.46828954e-02,-2.21710976e-03,3.08823172e-03,-3.81267767e-04,-1.07305689e-04,5.59055648e-03,1.16808418e-02
2.88403328e-02,2.53586996e-01,6.53529067e-03,1.46104419e-02,-2.08375667e-03,3.07134041e-03,-2.97951958e-04,-1.57472072e-04,5.43913775e-03,1.15604600e-02
3.01995359e-02,2.61779768e-01,7.51319768e-03,1.43455371e-02,-1.93366969e-03,3.05989502e-03,-2.96516159e-04,-1.46450998e-04,5.25946192e-03,1.13324470e-02
3.16227964e-02,2.70699144e-01,8.53755843e-03,1.40714040e-02,-1.80966865e-03,3.07627968e-03,-3.19613843e-04,-1.21470518e-04,5.16985686e-03,1.11587703e-02
3.31131330e-02,2.80396135e-01,9.54906507e-03,1.37697256e-02,-1.73363377e-03,3.10127031e-03,-2.94875920e-04,-9.80898017e-05,5.18035579e-03,1.10256758e-02
3.46737071e-02,2.90336600e-01,1.03702839e-02,1.33401531e-02,-1.72585879e-03,3.11470221e-03,-1.91877964e-04,-7.56617072e-05,5.15185662e-03,1.08033560e-02
3.63078287e-02,3.00436179e-01,1.10476374e-02,1.30163025e-02,-1.74345896e-03,3.12014225e-03,-8.20465700e-05,-5.66100541e-05,5.08332902e-03,1.06098869e-02
3.80189642e-02,3.10384874e-01,1.15561484e-02,1.26035751e-02,-1.78673179e-03,3.11226993e-03,1.28061773e-04,-5.66185244e-05,4.93560468e-03,1.03257248e-02
3.98107429e-02,3.20118102e-01,1.19437470e-02,1.20681813e-02,-1.77795093e-03,3.11325573e-03,2.05584676e-04,-3.91937207e-05,4.79163792e-03,9.98653748e-03
4.16869657e-02,3.29963437e-01,1.20240996e-02,1.17342865e-02,-1.74933102e-03,3.14217663e-03,2.23572164e-04,-3.46790461e-05,4.64119604e-03,9.75882961e-03
4.36516120e-02,3.40383160e-01,1.19868607e-02,1.12731232e-02,-1.77953959e-03,3.14233375e-03,1.59798796e-04,-8.03582336e-05,4.50180415e-03,9.45863055e-03
4.57088494e-02,3.51187562e-01,1.19732766e-02,1.07751880e-02,-1.84400596e-03,3.12354872e-03,9.61134074e-05,-1.36823247e-04,4.34238853e-03,9.12056264e-03
4.78630413e-02,3.62380647e-01,1.22770089e-02,1.05687515e-02,-1.92765851e-03,3.09469020e-03,1.10364043e-04,-2.03496569e-04,4.27468863e-03,8.96906515e-03
5.01187572e-02,3.73157528e-01,1.29937246e-02,1.01893538e-02,-1.95058485e-03,3.04715033e-03,2.09760452e-04,-2.64491319e-04,4.38123889e-03,8.80887152e-03
5.24807817e-02,3.83731597e-01,1.38258723e-02,9.79407230e-03,-1.95170971e-03,3.04989740e-03,3.32733635e-04,-2.96018918e-04,4.40594048e-03,8.62495509e-03
5.49541250e-02,3.94171533e-01,1.44237888e-02,9.53702371e-03,-1.90094154e-03,3.09490828e-03,3.95952437e-04,-3.26574795e-04,4.33090307e-03,8.48141753e-03
5.75440334e-02,4.04689495e-01,1.44263141e-02,8.86291665e-03,-1.85649058e-03,3.09484671e-03,3.73388237e-04,-3.31829769e-04,4.24537297e-03,8.10156816e-03
6.02560005e-02,4.15828385e-01,1.42556140e-02,8.43849806e-03,-1.87455937e-03,3.09965748e-03,3.98081980e-04,-3.10598855e-04,4.32120660e-03,7.92968107e-03
6.30957786e-02,4.27319889e-01,1.40348700e-02,8.27067425e-03,-1.93816008e-03,3.07296718e-03,3.74373830e-04,-3.07434438e-04,4.34068593e-03,7.84216368e-03
6.60693914e-02,4.36810658e-01,1.39579772e-02,8.09089568e-03,-2.00262800e-03,2.99585090e-03,4.74746955e-04,-3.00008199e-04,4.08830897e-03,7.58752778e-03
6.91831462e-02,4.46083227e-01,1.42272913e-02,7.97178675e-03,-1.98916704e-03,2.91928960e-03,5.71769458e-04,-3.17526555e-04,3.90372094e-03,7.39739865e-03
7.24436478e-02,4.56196046e-01,1.47650452e-02,7.74652798e-03,-1.96441475e-03,2.79466834e-03,6.71779351e-04,-3.11558131e-04,3.69788629e-03,7.11954131e-03
7.58578121e-02,4.66728340e-01,1.50442552e-02,7.51838754e-03,-1.97824272e-03,2.68516686e-03,7.28952332e-04,-2.43009646e-04,3.56217878e-03,6.88286659e-03
7.94328811e-02,4.78627845e-01,1.48390397e-02,7.32417018e-03,-2.01244011e-03,2.68487958e-03,6.81323852e-04,-1.57504725e-04,3.54681119e-03,6.77793048e-03
8.31764378e-02,4.92469978e-01,1.42912211e-02,6.95843283e-03,-1.99422868e-03,2.70580836e-03,5.78735735e-04,-8.93519423e-05,3.31335591e-03,6.48879855e-03
8.70964230e-02,5.07314081e-01,1.39521637e-02,6.79985866e-03,-1.90464417e-03,2.74652137e-03,5.52219509e-04,-6.90503298e-05,3.17352640e-03,6.35995321e-03
9.12011514e-02,5.21970540e-01,1.34115194e-02,6.47209992e-03,-1.76691417e-03,2.69088273e-03,6.17936152e-04,-1.13170713e-04,3.00806926e-03,6.08552595e-03
9.54993297e-02,5.35819106e-01,1.24827977e-02,6.03513363e-03,-1.62126448e-03,2.57379998e-03,6.06001532e-04,-1.58643757e-04,2.92567545e-03,5.76730453e-03
