"y","u","v","Re_xx","Re_yx","Re_yy","Re_zx","Re_zy","Re_zz","k"
2.63026827e-04,-8.61010271e-02,4.33176176e-05,4.03427195e-03,9.03283178e-06,1.47614333e-06,-2.28092246e-04,1.27536142e-06,6.17214246e-04,2.32648117e-03
2.75422901e-04,-8.98992985e-02,4.90348734e-05,4.35893861e-03,1.02149742e-05,1.65836591e-06,-2.47371362e-04,1.53627261e-06,6.65695061e-04,2.51314602e-03
2.88403183e-04,-9.39063467e-02,5.35144649e-05,4.73216520e-03,1.15278897e-05,1.99030917e-06,-2.68810633e-04,1.79612761e-06,7.18502467e-04,2.72632899e-03
3.01995208e-04,-9.81308699e-02,5.67558394e-05,5.15496527e-03,1.29748638e-05,2.47361878e-06,-2.92463882e-04,2.05538855e-06,7.75762097e-04,2.96660049e-03
3.16227806e-04,-1.02554489e-01,6.01499753e-05,5.59769130e-03,1.44900318e-05,2.97970606e-06,-3.17231875e-04,2.32686807e-06,8.35720291e-04,3.21819565e-03
3.31131165e-04,-1.07186586e-01,6.37040719e-05,6.06128236e-03,1.60766074e-05,3.50964450e-06,-3.43167148e-04,2.61114203e-06,8.98504228e-04,3.48164812e-03
3.46736897e-04,-1.11885929e-01,6.92825876e-05,6.55969414e-03,1.83662636e-05,4.08917763e-06,-3.71685525e-04,2.93416698e-06,9.67786363e-04,3.76578484e-03
3.63078106e-04,-1.16691589e-01,7.65395982e-05,7.09148457e-03,2.12428064e-05,4.71479149e-06,-4.02585322e-04,3.29174343e-06,1.04303177e-03,4.06961557e-03
3.80189451e-04,-1.21723732e-01,8.41386212e-05,7.64833752e-03,2.42549164e-05,5.36988962e-06,-4.34941382e-04,3.66617195e-06,1.12182338e-03,4.38776539e-03
3.98107230e-04,-1.26983824e-01,9.48845599e-05,8.26385826e-03,2.69793011e-05,6.40514210e-06,-4.66558677e-04,4.06889484e-06,1.20487158e-03,4.73756749e-03
4.16869448e-04,-1.32489586e-01,1.06812171e-04,8.91623827e-03,2.97280457e-05,7.57375380e-06,-4.99117964e-04,4.49317565e-06,1.29196525e-03,5.10788863e-03
4.36515902e-04,-1.38254828e-01,1.19301914e-04,9.59936400e-03,3.26063346e-05,8.79744048e-06,-5.33211723e-04,4.93745221e-06,1.38316352e-03,5.49566248e-03
4.57088265e-04,-1.44109798e-01,1.33916487e-04,1.03545562e-02,3.70312571e-05,1.01980647e-05,-5.74642390e-04,5.64877859e-06,1.48373324e-03,5.92424374e-03
4.78630174e-04,-1.50144176e-01,1.50034677e-04,1.11664888e-02,4.24131525e-05,1.17279613e-05,-6.21065070e-04,6.52417459e-06,1.59173376e-03,6.38497524e-03
5.01187321e-04,-1.56442459e-01,1.68324920e-04,1.20151141e-02,4.75708542e-05,1.36217834e-05,-6.66685761e-04,7.46474513e-06,1.70210331e-03,6.86541958e-03
5.24807555e-04,-1.63003973e-01,1.89793371e-04,1.29011552e-02,5.21880359e-05,1.60834162e-05,-7.09553518e-04,8.48886686e-06,1.81321246e-03,7.36522552e-03
5.49540976e-04,-1.69874723e-01,2.12273599e-04,1.38289541e-02,5.70228187e-05,1.86610622e-05,-7.54441570e-04,9.56125396e-06,1.92955803e-03,7.88858659e-03
5.75440047e-04,-1.76818772e-01,2.38944326e-04,1.48679582e-02,6.44174448e-05,2.16163472e-05,-8.11752270e-04,1.10885266e-05,2.05816645e-03,8.47387048e-03
6.02559704e-04,-1.84001392e-01,2.67980531e-04,1.59798196e-02,7.29861945e-05,2.48016018e-05,-8.75413119e-04,1.28309334e-05,2.19523630e-03,9.09992876e-03
6.30957471e-04,-1.91440790e-01,2.92652743e-04,1.70943802e-02,7.97620947e-05,2.90800831e-05,-9.28076972e-04,1.37766511e-05,2.32222127e-03,9.72284076e-03
6.60693583e-04,-1.99209754e-01,3.17011845e-04,1.82486722e-02,8.62917730e-05,3.38030173e-05,-9.79619051e-04,1.45406807e-05,2.45093121e-03,1.03667032e-02
6.91831116e-04,-2.07133169e-01,3.47361060e-04,1.95014292e-02,9.54829977e-05,3.90075980e-05,-1.04188396e-03,1.56566101e-05,2.59268116e-03,1.10665590e-02
7.24436116e-04,-2.15217610e-01,3.83998784e-04,2.08574383e-02,1.07469025e-04,4.47173854e-05,-1.11540461e-03,1.71420734e-05,2.74810884e-03,1.18251322e-02
7.58577742e-04,-2.23498643e-01,4.24767477e-04,2.21647935e-02,1.16009442e-04,5.19098139e-05,-1.17650981e-03,1.83748217e-05,2.88837022e-03,1.25525367e-02
7.94328413e-04,-2.32120978e-01,4.68096004e-04,2.35038717e-02,1.23887361e-04,5.97634717e-05,-1.23627774e-03,1.95799678e-05,3.02926927e-03,1.32964522e-02
8.31763962e-04,-2.40827051e-01,5.20296364e-04,2.50170983e-02,1.37227754e-04,6.87015237e-05,-1.31373696e-03,2.15509161e-05,3.18733565e-03,1.41365677e-02
8.70963795e-04,-2.49761245e-01,5.77395552e-04,2.65863039e-02,1.51421452e-04,7.87762170e-05,-1.39388529e-03,2.37224920e-05,3.34842696e-03,1.50067536e-02
9.12011058e-04,-2.58840757e-01,6.37661181e-04,2.80292981e-02,1.60614356e-04,9.11160342e-05,-1.45513015e-03,2.54959387e-05,3.48690260e-03,1.58036584e-02
9.54992820e-04,-2.68179262e-01,7.05901129e-04,2.96122506e-02,1.73163972e-04,1.04490670e-04,-1.52840425e-03,2.77738931e-05,3.63678654e-03,1.66767639e-02
1.00000025e-03,-2.77660461e-01,7.86397188e-04,3.13964982e-02,1.91452650e-04,1.19293730e-04,-1.62123034e-03,3.09003710e-05,3.80233071e-03,1.76590613e-02
1.04712882e-03,-2.87020532e-01,8.50617062e-04,3.29205771e-02,2.01681892e-04,1.37030954e-04,-1.64780736e-03,2.86594183e-05,3.92799325e-03,1.84928006e-02
1.09647848e-03,-2.96755192e-01,9.33470721e-04,3.45356863e-02,2.13793142e-04,1.55790589e-04,-1.71175817e-03,2.87382688e-05,4.06201268e-03,1.93767448e-02
1.14815393e-03,-3.06599587e-01,1.03124306e-03,3.63831170e-02,2.34244531e-04,1.76739480e-04,-1.79802578e-03,2.95899212e-05,4.21619850e-03,2.03880275e-02
1.20226476e-03,-3.16284652e-01,1.12916569e-03,3.78844616e-02,2.41928430e-04,2.01874884e-04,-1.84709467e-03,2.91145026e-05,4.32917798e-03,2.12077572e-02
1.25892576e-03,-3.26221924e-01,1.24020615e-03,3.95503103e-02,2.55096881e-04,2.29046903e-04,-1.90936182e-03,2.92694535e-05,4.45343162e-03,2.21163944e-02
1.31825711e-03,-3.36187128e-01,1.36674236e-03,4.13286074e-02,2.73157899e-04,2.59589961e-04,-1.98117833e-03,2.99826043e-05,4.58346300e-03,2.30858302e-02
1.38038466e-03,-3.46002166e-01,1.49054866e-03,4.27476696e-02,2.78277560e-04,2.95204369e-04,-2.01625612e-03,2.90358228e-05,4.68069075e-03,2.38617823e-02
1.44544019e-03,-3.55947024e-01,1.64120871e-03,4.44591299e-02,2.94499137e-04,3.33856871e-04,-2.07705391e-03,2.98423952e-05,4.79307564e-03,2.47930312e-02
1.51356169e-03,-3.65506660e-01,1.78455049e-03,4.59359738e-02,3.06626346e-04,3.77246946e-04,-2.05441001e-03,2.37859303e-05,4.89582394e-03,2.56045223e-02
1.58489367e-03,-3.75159060e-01,1.94879365e-03,4.72926749e-02,3.13555775e-04,4.24208920e-04,-2.06913163e-03,1.99637172e-05,4.97466472e-03,2.63457743e-02
1.65958741e-03,-3.84775334e-01,2.13994246e-03,4.88345192e-02,3.31802118e-04,4.75783914e-04,-2.10470215e-03,1.72035408e-05,5.06537686e-03,2.71878400e-02
1.73780137e-03,-3.93994602e-01,2.32273085e-03,4.99123325e-02,3.27419592e-04,5.35100565e-04,-2.09346170e-03,1.15034382e-05,5.12447053e-03,2.77859518e-02
1.81970143e-03,-4.03327978e-01,2.54289609e-03,5.13035721e-02,3.44378691e-04,5.97894196e-04,-2.11792436e-03,8.06576137e-06,5.20084590e-03,2.85511561e-02
1.90546133e-03,-4.12114647e-01,2.75454264e-03,5.22286883e-02,3.37011727e-04,6.71009122e-04,-2.09341533e-03,1.30223324e-06,5.25290268e-03,2.90763001e-02
1.99526296e-03,-4.20962890e-01,2.99467911e-03,5.32933531e-02,3.40435045e-04,7.48567707e-04,-2.08792846e-03,-4.25851378e-06,5.31062427e-03,2.96762725e-02
2.08929682e-03,-4.29240115e-01,3.24780913e-03,5.40615073e-02,3.36167752e-04,8.34839821e-04,-2.01700237e-03,-1.32712817e-05,5.37052466e-03,3.01334359e-02
2.18776236e-03,-4.37314323e-01,3.52780865e-03,5.47376407e-02,3.37941689e-04,9.26812940e-04,-1.93445233e-03,-2.27633387e-05,5.42352334e-03,3.05439885e-02
2.29086843e-03,-4.45026785e-01,3.82783801e-03,5.53215496e-02,3.32238832e-04,1.02832564e-03,-1.86772377e-03,-3.07525608e-05,5.45863971e-03,3.09042575e-02
2.39883375e-03,-4.52449387e-01,4.13841422e-03,5.57521984e-02,3.19504606e-04,1.13888926e-03,-1.78808301e-03,-4.07518881e-05,5.48670772e-03,3.11888977e-02
2.51188731e-03,-4.59498821e-01,4.46539778e-03,5.60942658e-02,3.05884103e-04,1.25951902e-03,-1.70471832e-03,-5.18507919e-05,5.51504940e-03,3.14344171e-02
2.63026893e-03,-4.66234347e-01,4.80074922e-03,5.62879623e-02,2.80375894e-04,1.39099557e-03,-1.60862866e-03,-6.53369267e-05,5.53756254e-03,3.16082602e-02
2.75422969e-03,-4.72459265e-01,5.16409294e-03,5.62033094e-02,2.55570544e-04,1.53467565e-03,-1.48825210e-03,-7.89712402e-05,5.59209222e-03,3.16650386e-02
2.88403256e-03,-4.78471383e-01,5.57719648e-03,5.60272054e-02,2.29531131e-04,1.68551043e-03,-1.35124374e-03,-8.82487619e-05,5.60114360e-03,3.16569297e-02
3.01995284e-03,-4.83900073e-01,5.98956194e-03,5.57142633e-02,1.82905203e-04,1.85359459e-03,-1.21434770e-03,-9.57610814e-05,5.61102988e-03,3.15894439e-02
3.16227885e-03,-4.89129970e-01,6.43239241e-03,5.53478875e-02,1.51283696e-04,2.02910456e-03,-1.06479456e-03,-1.11001575e-04,5.61279812e-03,3.14948951e-02
3.31131247e-03,-4.93661398e-01,6.84696709e-03,5.48435479e-02,7.40750565e-05,2.22945688e-03,-9.28321860e-04,-1.17338683e-04,5.62632950e-03,3.13496671e-02
3.46736984e-03,-4.97867674e-01,7.30529393e-03,5.44007224e-02,2.19333085e-05,2.43672569e-03,-7.72399811e-04,-1.42052282e-04,5.65653298e-03,3.12469905e-02
3.63078196e-03,-5.01773371e-01,7.78765076e-03,5.33923887e-02,-7.61219927e-05,2.66870016e-03,-6.46624933e-04,-1.39472126e-04,5.66123539e-03,3.08611621e-02
3.80189546e-03,-5.05455148e-01,8.30922188e-03,5.23722836e-02,-1.45771891e-04,2.91005670e-03,-4.90238133e-04,-1.51074677e-04,5.65286074e-03,3.04676005e-02
3.98107330e-03,-5.08639431e-01,8.82394120e-03,5.12707607e-02,-2.43944796e-04,3.17609557e-03,-3.50285785e-04,-1.57699930e-04,5.65045247e-03,3.00486544e-02
4.16869552e-03,-5.11303733e-01,9.30603895e-03,5.02142222e-02,-3.70151989e-04,3.46586891e-03,-2.34838203e-04,-1.60288326e-04,5.65369685e-03,2.96668940e-02
4.36516011e-03,-5.13372980e-01,9.84538509e-03,4.94156751e-02,-4.84772858e-04,3.77866531e-03,-5.60911569e-05,-1.81900276e-04,5.66299819e-03,2.94286693e-02
4.57088379e-03,-5.15412779e-01,1.03323626e-02,4.79156948e-02,-6.34047595e-04,4.11634727e-03,3.07671503e-05,-1.77140128e-04,5.66468380e-03,2.88483629e-02
4.78630293e-03,-5.17225267e-01,1.08472626e-02,4.63941820e-02,-7.76260704e-04,4.48010601e-03,1.42059602e-04,-1.78890839e-04,5.65809592e-03,2.82661920e-02
5.01187447e-03,-5.18768616e-01,1.13924440e-02,4.47870768e-02,-9.18758599e-04,4.87667104e-03,2.55937301e-04,-1.78444842e-04,5.65498444e-03,2.76593661e-02
5.24807686e-03,-5.19548836e-01,1.17833324e-02,4.35262853e-02,-1.16098704e-03,5.30417795e-03,3.06054022e-04,-1.69992779e-04,5.66002428e-03,2.72452438e-02
5.49541113e-03,-5.20060002e-01,1.22449448e-02,4.20549965e-02,-1.34562009e-03,5.77415259e-03,4.21028718e-04,-1.62453018e-04,5.66468724e-03,2.67469182e-02
5.75440191e-03,-5.20363711e-01,1.26931545e-02,4.03779727e-02,-1.52138260e-03,6.28209775e-03,5.45735881e-04,-1.47546310e-04,5.66209939e-03,2.61610849e-02
6.02559854e-03,-5.19875461e-01,1.29082976e-02,3.90585673e-02,-1.80583613e-03,6.81431802e-03,5.82525058e-04,-1.26445102e-04,5.69218025e-03,2.57825328e-02
6.30957628e-03,-5.19349639e-01,1.31697482e-02,3.76341449e-02,-2.09061072e-03,7.40269984e-03,6.36073618e-04,-9.95788451e-05,5.72566947e-03,2.53812571e-02
6.60693749e-03,-5.18652983e-01,1.34325064e-02,3.61392548e-02,-2.39054929e-03,8.05574083e-03,6.90776554e-04,-6.75168975e-05,5.76876852e-03,2.49818821e-02
6.91831289e-03,-5.17138245e-01,1.33647251e-02,3.47382425e-02,-2.66428217e-03,8.70207191e-03,7.25441575e-04,-3.62604910e-05,5.82251638e-03,2.46314154e-02
7.24436297e-03,-5.15096329e-01,1.32187667e-02,3.36402578e-02,-2.99096565e-03,9.39228688e-03,7.25595797e-04,-4.31641757e-06,5.90965844e-03,2.44711016e-02
7.58577932e-03,-5.12964283e-01,1.31252282e-02,3.24957911e-02,-3.32746497e-03,1.01692849e-02,7.54262386e-04,2.45070259e-05,6.00928194e-03,2.43371790e-02
7.94328612e-03,-5.10346407e-01,1.28840859e-02,3.15590509e-02,-3.71005907e-03,1.09915564e-02,7.68101391e-04,4.74621415e-05,6.13144776e-03,2.43410275e-02
8.31764170e-03,-5.07487351e-01,1.22980383e-02,3.04627571e-02,-4.09053990e-03,1.17705337e-02,7.55040858e-04,4.47308987e-05,6.25046502e-03,2.42418779e-02
8.70964012e-03,-5.03872429e-01,1.16991214e-02,2.95588486e-02,-4.44727222e-03,1.26139164e-02,7.48105345e-04,3.63171932e-05,6.37240697e-03,2.42725860e-02
9.12011286e-03,-5.00021074e-01,1.10921756e-02,2.87060262e-02,-4.82761392e-03,1.35322442e-02,7.59809175e-04,1.62066616e-05,6.49803067e-03,2.43681505e-02
9.54993059e-03,-4.96152252e-01,1.03551183e-02,2.80267455e-02,-5.30267196e-03,1.44845063e-02,7.71904096e-04,-4.32722457e-05,6.66941913e-03,2.45903355e-02
1.00000050e-02,-4.91471524e-01,9.25148840e-03,2.71726857e-02,-5.67082675e-03,1.53687830e-02,7.54255575e-04,-1.07013972e-04,6.79562063e-03,2.46685447e-02
1.04712908e-02,-4.86453509e-01,8.02302671e-03,2.64034539e-02,-6.05044190e-03,1.63002084e-02,7.25192252e-04,-1.92038257e-04,6.93176013e-03,2.48177112e-02
1.09647876e-02,-4.81271357e-01,6.75533875e-03,2.56952943e-02,-6.45493247e-03,1.73084936e-02,6.61334421e-04,-3.05078062e-04,7.10196665e-03,2.50528772e-02
1.14815421e-02,-4.76043698e-01,5.35110885e-03,2.51719730e-02,-6.90709556e-03,1.83470012e-02,5.57377436e-04,-4.75624514e-04,7.34727106e-03,2.54331226e-02
1.20226506e-02,-4.70574321e-01,3.80561448e-03,2.46036920e-02,-7.34312057e-03,1.94058325e-02,4.69424565e-04,-6.53366347e-04,7.61338587e-03,2.58114552e-02
1.25892607e-02,-4.64627422e-01,2.02449909e-03,2.44019225e-02,-7.79044652e-03,2.04768996e-02,3.97752541e-04,-8.45819921e-04,7.90349503e-03,2.63911585e-02
1.31825744e-02,-4.58430148e-01,9.97905871e-05,2.44601544e-02,-8.24257665e-03,2.15734467e-02,3.22055989e-04,-1.04909081e-03,8.21654351e-03,2.71250723e-02
1.38038500e-02,-4.51859231e-01,-1.90473180e-03,2.47369074e-02,-8.71485887e-03,2.26705311e-02,2.11491695e-04,-1.27924015e-03,8.56561839e-03,2.79865285e-02
1.44544055e-02,-4.44910919e-01,-3.92084878e-03,2.50818768e-02,-9.19440744e-03,2.37904085e-02,1.07314209e-04,-1.45197230e-03,8.84462799e-03,2.88584566e-02
1.51356207e-02,-4.37523129e-01,-6.11385914e-03,2.56519718e-02,-9.68283769e-03,2.49205434e-02,-1.27082842e-05,-1.56586640e-03,9.11049136e-03,2.98415033e-02
1.58489406e-02,-4.29595852e-01,-8.47988527e-03,2.63939776e-02,-1.01685655e-02,2.60681250e-02,-1.53626440e-04,-1.60621366e-03,9.37370608e-03,3.09179043e-02
1.65958783e-02,-4.20678256e-01,-1.10362536e-02,2.71019446e-02,-1.05997096e-02,2.72300004e-02,-3.24172912e-04,-1.58348557e-03,9.61933955e-03,3.19756423e-02
1.73780180e-02,-4.11379380e-01,-1.38996859e-02,2.80434638e-02,-1.10540831e-02,2.84463420e-02,-4.60586192e-04,-1.49742663e-03,1.00137958e-02,3.32518008e-02
1.81970189e-02,-4.01864453e-01,-1.69629099e-02,2.91633226e-02,-1.15386969e-02,2.97717701e-02,-5.81158140e-04,-1.33851510e-03,1.05111962e-02,3.47231445e-02
1.90546180e-02,-3.91982898e-01,-2.02614987e-02,2.99618253e-02,-1.19548783e-02,3.12138837e-02,-7.22498735e-04,-1.18327173e-03,1.09414732e-02,3.60585911e-02
1.99526346e-02,-3.82193228e-01,-2.36485826e-02,3.08776091e-02,-1.25239537e-02,3.28178820e-02,-8.31955405e-04,-1.02487409e-03,1.13626623e-02,3.75290767e-02
2.08929734e-02,-3.72028953e-01,-2.70870937e-02,3.18708239e-02,-1.30728153e-02,3.46088502e-02,-9.74093610e-04,-8.72469635e-04,1.17191381e-02,3.90994061e-02
2.18776290e-02,-3.60789802e-01,-3.07114896e-02,3.25606191e-02,-1.35270184e-02,3.66174024e-02,-1.06287617e-03,-7.26278266e-04,1.20511327e-02,4.06145770e-02
2.29086900e-02,-3.49078830e-01,-3.45548633e-02,3.30261810e-02,-1.39023617e-02,3.87985202e-02,-1.13662712e-03,-5.75959417e-04,1.24865094e-02,4.21556053e-02
2.39883435e-02,-3.36065990e-01,-3.86928148e-02,3.33865486e-02,-1.41949024e-02,4.11516716e-02,-1.17637568e-03,-5.03240959e-04,1.32254934e-02,4.38818568e-02
2.51188794e-02,-3.21613944e-01,-4.31847368e-02,3.37150178e-02,-1.44920719e-02,4.36047978e-02,-1.24228403e-03,-5.81096605e-04,1.43391502e-02,4.58294829e-02
2.63026958e-02,-3.05722225e-01,-4.79594676e-02,3.38495216e-02,-1.48044239e-02,4.61038414e-02,-1.23199616e-03,-7.23176074e-04,1.54484904e-02,4.77009267e-02
2.75423038e-02,-2.88114739e-01,-5.30356250e-02,3.42113320e-02,-1.50340802e-02,4.87931587e-02,-1.17703063e-03,-8.66833653e-04,1.66831306e-02,4.98438106e-02
2.88403328e-02,-2.68609810e-01,-5.83392944e-02,3.47398343e-02,-1.53254987e-02,5.17425333e-02,-1.11661964e-03,-1.06766198e-03,1.81956076e-02,5.23389876e-02
3.01995359e-02,-2.46683054e-01,-6.37016924e-02,3.50070603e-02,-1.55514511e-02,5.48935430e-02,-1.07619794e-03,-1.21839139e-03,1.94654450e-02,5.46830241e-02
3.16227964e-02,-2.22388033e-01,-6.89690173e-02,3.61809115e-02,-1.58315465e-02,5.83557189e-02,-1.16761912e-03,-1.29144171e-03,2.04636119e-02,5.75001212e-02
3.31131330e-02,-1.95590589e-01,-7.39854390e-02,3.76733910e-02,-1.63710874e-02,6.19981351e-02,-1.31132815e-03,-1.30669534e-03,2.11692422e-02,6.04203842e-02
3.46737071e-02,-1.65585784e-01,-7.84975035e-02,3.86272776e-02,-1.71713451e-02,6.56809583e-02,-1.35321971e-03,-1.25824055e-03,2.14201687e-02,6.28642023e-02
3.63078287e-02,-1.33001010e-01,-8.22483405e-02,4.03315852e-02,-1.80163272e-02,6.95062831e-02,-9.10470676e-04,-1.03230196e-03,2.17264105e-02,6.57821394e-02
3.80189642e-02,-9.88173305e-02,-8.51562310e-02,4.23544997e-02,-1.84698167e-02,7.33525475e-02,-3.85522682e-07,-4.83358590e-04,2.23282455e-02,6.90176463e-02
3.98107429e-02,-6.39794611e-02,-8.70802390e-02,4.38268958e-02,-1.84397764e-02,7.69269818e-02,8.87221008e-04,1.28302603e-04,2.30834135e-02,7.19186455e-02
4.16869657e-02,-2.64173840e-02,-8.85447936e-02,4.44056629e-02,-1.73962710e-02,8.00947189e-02,1.43255750e-03,3.74323703e-04,2.39347443e-02,7.42175631e-02
4.36516120e-02,1.62041097e-02,-9.03277971e-02,4.32221385e-02,-1.58339660e-02,8.18551119e-02,1.99931543e-03,2.52941418e-05,2.41764710e-02,7.46268607e-02
4.57088494e-02,6.13102144e-02,-9.27729732e-02,4.10764142e-02,-1.35889762e-02,8.21722212e-02,1.77426518e-03,-4.89677669e-04,2.32272993e-02,7.32379674e-02
4.78630413e-02,1.06883643e-01,-9.59276244e-02,4.01033395e-02,-1.10959380e-02,8.11934337e-02,1.30292141e-03,-9.59139385e-04,2.23951642e-02,7.18459687e-02
5.01187572e-02,1.52324545e-01,-9.90406925e-02,3.95511806e-02,-8.21600471e-03,7.82871134e-02,4.68948709e-04,-1.21758600e-03,2.10510213e-02,6.94446576e-02
5.24807817e-02,1.93732000e-01,-1.02335780e-01,3.95334846e-02,-5.22348611e-03,7.40696311e-02,-5.64493834e-04,-1.07321923e-03,1.98291108e-02,6.67161133e-02
5.49541250e-02,2.30115636e-01,-1.05384446e-01,4.02199888e-02,-2.23825747e-03,6.91688635e-02,-9.33876333e-04,-8.14545254e-04,1.90806008e-02,6.42347266e-02
5.75440334e-02,2.59051619e-01,-1.07761220e-01,3.89891580e-02,-2.06260783e-04,6.36464488e-02,-1.31024155e-04,-4.63481265e-04,1.79451389e-02,6.02903728e-02
6.02560005e-02,2.85421211e-01,-1.10799410e-01,3.68260608e-02,1.10120085e-03,5.74496037e-02,4.08253021e-05,1.18331818e-04,1.68451262e-02,5.55603954e-02
6.30957786e-02,3.09176976e-01,-1.13832360e-01,3.40686876e-02,1.83627711e-03,5.09303319e-02,-3.56239592e-04,2.71650221e-04,1.64948245e-02,5.07469220e-02
6.60693914e-02,3.30140344e-01,-1.16486244e-01,3.07244091e-02,2.51714630e-03,4.46376651e-02,-5.76832157e-04,-6.55711122e-05,1.56838178e-02,4.55229460e-02
6.91831462e-02,3.48135418e-01,-1.18424642e-01,2.83425381e-02,2.77184924e-03,3.91188018e-02,-9.30815290e-05,-7.52407539e-04,1.46607331e-02,4.10610365e-02
7.24436478e-02,3.63762589e-01,-1.19279954e-01,2.44860819e-02,2.50991946e-03,3.37541245e-02,6.25578018e-04,-1.24271981e-03,1.32316258e-02,3.57359161e-02
7.58578121e-02,3.76718031e-01,-1.19020254e-01,2.08891393e-02,2.05565400e-03,2.88435635e-02,6.83816639e-04,-8.17378286e-04,1.17540621e-02,3.07433824e-02
7.94328811e-02,3.88996937e-01,-1.18763781e-01,1.84004193e-02,1.38306930e-03,2.51648611e-02,1.62578818e-04,1.72881745e-05,1.01796767e-02,2.68724785e-02
8.31764378e-02,4.00558850e-01,-1.20288180e-01,1.56369041e-02,5.88334989e-04,2.16923567e-02,2.33003520e-04,1.50936592e-04,7.91265707e-03,2.26209589e-02
8.70964230e-02,4.10669012e-01,-1.23176295e-01,1.43215741e-02,-2.26961930e-04,1.84262408e-02,3.81156501e-04,-2.13520764e-04,6.94764257e-03,1.98477288e-02
