# Residuals            
# Time                 	Ux                     	Uy                     	p                      	k                      	omega                  
0                      	N/A	N/A	N/A	N/A
26                     	3.240620373939856e-03	1.280312296697233e-02	1.709890875809453e-01	3.546153952333084e-02	2.276607230818718e-03
27                     	3.253830589640119e-03	1.269269999136972e-02	1.726555789193346e-01	3.548631746542930e-02	2.292658091051988e-03
28                     	3.272672221214233e-03	1.250606119942310e-02	1.844278629291368e-01	3.545239502505767e-02	2.320101534117105e-03
29                     	3.256045733035489e-03	1.234410878754859e-02	1.817725288207467e-01	3.491679966129308e-02	2.253815602820300e-03
30                     	3.214974933884448e-03	1.223746013531896e-02	1.694844861939485e-01	3.329168842623927e-02	2.357014649611656e-03
31                     	3.164122015374148e-03	1.215135867089832e-02	1.540718152650075e-01	3.110448513627988e-02	2.408411086083745e-03
32                     	3.114352496776463e-03	1.207278174209851e-02	1.445386049844219e-01	2.909289302398995e-02	2.358363874339855e-03
33                     	3.060484239101042e-03	1.196138296739569e-02	1.377905896419961e-01	2.733716892257850e-02	2.341523468772628e-03
34                     	3.013511889229394e-03	1.184172226298380e-02	1.356363887113939e-01	2.573218394799818e-02	2.153238772244341e-03
35                     	2.973755323318325e-03	1.175579882334680e-02	1.355329812788225e-01	2.423534773454648e-02	2.024012783637833e-03
36                     	2.946612843853599e-03	1.166456618679929e-02	1.328210033668052e-01	2.290313011495832e-02	1.883253722489569e-03
37                     	2.934639771616355e-03	1.157589724970471e-02	1.294630615962256e-01	2.177190081546995e-02	1.695239827377110e-03
38                     	2.936318943006098e-03	1.147493218475158e-02	1.303353505040314e-01	2.074780478949276e-02	1.536607510547171e-03
39                     	2.944726289893299e-03	1.137607739841415e-02	1.261854529016854e-01	1.972718785548303e-02	1.502754644334922e-03
40                     	2.950969026251567e-03	1.130124400885071e-02	1.123069143524934e-01	1.884177881110062e-02	1.373980595535869e-03
41                     	2.953000768471072e-03	1.123399481714939e-02	9.981967828186705e-02	1.801462380949645e-02	1.370022988367078e-03
42                     	2.948200429012314e-03	1.116485364859081e-02	9.554380979259663e-02	1.719145395202789e-02	1.336229211544909e-03
43                     	2.939767186359797e-03	1.109059673700699e-02	9.453457802358459e-02	1.646725237184636e-02	1.314443041733381e-03
44                     	2.934382702290841e-03	1.100934582156412e-02	9.675897431341625e-02	1.585281446750816e-02	1.285770404174010e-03
45                     	2.934618672595926e-03	1.093618759530371e-02	9.887509997255930e-02	1.534044201920510e-02	1.246446895073072e-03
46                     	2.939437578269667e-03	1.087076866163757e-02	9.892802308311162e-02	1.489923574308161e-02	1.211813190437266e-03
47                     	2.947687451762093e-03	1.081727544022271e-02	9.721157003510227e-02	1.449471001551005e-02	1.165733595753755e-03
48                     	2.964338568935106e-03	1.077018806967563e-02	9.426334538142414e-02	1.413125417855328e-02	1.140492510679012e-03
49                     	2.981193192132370e-03	1.074265875079417e-02	9.368557642310568e-02	1.377755546939712e-02	1.116271738652032e-03
50                     	2.995980797191945e-03	1.074214704778145e-02	8.990045538711462e-02	1.345053547888314e-02	1.089565165238783e-03
51                     	3.009486125457415e-03	1.073150225815093e-02	8.274747020279430e-02	1.315167890308477e-02	1.062879280166054e-03
52                     	3.019352008211002e-03	1.070190079059803e-02	7.893623344707193e-02	1.287038193607943e-02	1.038534660259411e-03
53                     	3.026084767771312e-03	1.066184506632185e-02	7.818456575386121e-02	1.261577738347694e-02	1.010556986510336e-03
54                     	3.030754024961117e-03	1.061930629748872e-02	8.010844910633355e-02	1.239206440960130e-02	9.804201874201591e-04
55                     	3.036190774971398e-03	1.057251818729725e-02	8.234349172068649e-02	1.219486868068511e-02	9.554654550799982e-04
56                     	3.042671058768670e-03	1.053123756560374e-02	8.441662069379102e-02	1.202235171366219e-02	9.354974572069896e-04
57                     	3.053390020198688e-03	1.049778830563473e-02	8.631173178429825e-02	1.186328276883863e-02	9.242293965435966e-04
58                     	3.070442820936981e-03	1.048376722009966e-02	8.627785097264266e-02	1.170751833014554e-02	9.143359653522569e-04
59                     	3.086091857427972e-03	1.049569304710613e-02	8.451259189237897e-02	1.154809153962253e-02	9.037888431030662e-04
60                     	3.097755277402464e-03	1.050752501033498e-02	7.943848938576448e-02	1.137957142338546e-02	8.962218680858205e-04
61                     	3.109110228641186e-03	1.050311381209803e-02	7.266239179005818e-02	1.122085525818968e-02	8.824372714651277e-04
62                     	3.118639372827526e-03	1.047746783178602e-02	7.041401413889060e-02	1.108295594591607e-02	8.701796562295168e-04
63                     	3.129349718052664e-03	1.043834420628645e-02	7.023706427058836e-02	1.096912938393049e-02	8.531782430717346e-04
64                     	3.140522387744098e-03	1.038680522688385e-02	7.278097778955163e-02	1.086985806370980e-02	8.416027710319271e-04
65                     	3.154498484064399e-03	1.033574787260829e-02	7.391813013556574e-02	1.077597074163141e-02	8.303153106472399e-04
66                     	3.168975599328559e-03	1.030008616103881e-02	7.291038469077393e-02	1.069086014047083e-02	8.207732669577725e-04
67                     	3.185580729132241e-03	1.028459899648606e-02	6.976543741036693e-02	1.060400936335715e-02	8.108971846564962e-04
68                     	3.203915113925705e-03	1.028807287642573e-02	6.643997453970500e-02	1.051816251334333e-02	8.010405726243385e-04
69                     	3.221806856234057e-03	1.028645430612379e-02	6.190366854049308e-02	1.043838167501904e-02	7.911644694383372e-04
70                     	3.239099173753459e-03	1.026122142475037e-02	5.894450228379056e-02	1.037321545804245e-02	7.811205843118391e-04
71                     	3.257261170790348e-03	1.022592501501194e-02	5.716803296987748e-02	1.031954083250985e-02	7.751251777556746e-04
72                     	3.273268280645871e-03	1.018029123998428e-02	5.702368182665340e-02	1.026304661483950e-02	7.720349958271603e-04
73                     	3.290093229293823e-03	1.014375339283994e-02	5.632448124473091e-02	1.020487382416918e-02	7.680246054344839e-04
74                     	3.306520548518984e-03	1.011212175481149e-02	5.463506924144745e-02	1.015003313031741e-02	7.639149075810952e-04
75                     	3.322142449133178e-03	1.009978242182989e-02	5.214140287658561e-02	1.009336558356691e-02	7.599575543352647e-04
76                     	3.338768882228539e-03	1.008314502592563e-02	4.875538953431852e-02	1.004360695693407e-02	7.560912862219395e-04
77                     	3.355047898687610e-03	1.007633679964416e-02	4.654448694486318e-02	9.994796631146741e-03	7.507242220179397e-04
78                     	3.371115483145964e-03	1.008626534806593e-02	4.534824178329647e-02	9.957962292413877e-03	7.456376633114076e-04
79                     	3.386704631283737e-03	1.008358469893737e-02	4.480563895633547e-02	9.923138925344894e-03	7.415114135538090e-04
80                     	3.401442506615464e-03	1.006984239541986e-02	4.372575762773827e-02	9.893209613816666e-03	7.391217613176783e-04
81                     	3.414407957226018e-03	1.006126090126086e-02	4.305679650189358e-02	9.863176755733966e-03	7.357939432783842e-04
82                     	3.427226163942496e-03	1.006143584131589e-02	4.232406745339445e-02	9.833741222587511e-03	7.317976085475524e-04
83                     	3.439660631599706e-03	1.006372262341517e-02	4.107299882169718e-02	9.811438475999077e-03	7.279783272754127e-04
84                     	3.451734660418497e-03	1.007330313972113e-02	3.994468126179207e-02	9.789730541237999e-03	7.244052294076795e-04
85                     	3.464034893750443e-03	1.008832120336834e-02	3.904466114199621e-02	9.775986316453173e-03	7.204879314781099e-04
86                     	3.475690015307858e-03	1.010181509609113e-02	3.849186790610908e-02	9.770333748879033e-03	7.164200721138574e-04
87                     	3.487351846231307e-03	1.011090185453413e-02	3.783581299170366e-02	9.770913509001205e-03	7.131648711251866e-04
88                     	3.498485472986358e-03	1.011329511060153e-02	3.711303626580550e-02	9.776672250511566e-03	7.099142366061522e-04
89                     	3.508835516226371e-03	1.011879929060950e-02	3.683737168128495e-02	9.785648328802748e-03	7.070625958364661e-04
90                     	3.518563146197034e-03	1.012442662626818e-02	3.634612679866053e-02	9.798240999626496e-03	7.027181421925357e-04
91                     	3.528650346442657e-03	1.012406318978721e-02	3.603413145121122e-02	9.816490423895478e-03	6.977366257327699e-04
92                     	3.540106175361358e-03	1.013002872729083e-02	3.597505694590845e-02	9.835697599788903e-03	6.934176241575515e-04
93                     	3.551451647255505e-03	1.014013627228209e-02	3.618892098562831e-02	9.856183690228537e-03	6.893140872187854e-04
94                     	3.561085281266578e-03	1.015345004120442e-02	3.599251434572501e-02	9.872607744713428e-03	6.852946791992247e-04
95                     	3.569208536943936e-03	1.015824390721526e-02	3.544831091853728e-02	9.883251589671859e-03	6.808371325633030e-04
96                     	3.576697072675120e-03	1.015431341240019e-02	3.490113915654175e-02	9.882478833957991e-03	6.769668047562181e-04
97                     	3.583458290448415e-03	1.014375385125965e-02	3.474960543261396e-02	9.869894855083102e-03	6.721757674553607e-04
98                     	3.589995133722420e-03	1.013910705556932e-02	3.476342651016701e-02	9.842077207058568e-03	6.674608874453861e-04
99                     	3.596619422295250e-03	1.013937384808885e-02	3.498178131608537e-02	9.795055901537687e-03	6.631082288171726e-04
100                    	3.602308621177404e-03	1.013440128757652e-02	3.470498032621150e-02	9.725787796635280e-03	6.593077810040761e-04
101                    	3.606191845820087e-03	1.012446390555586e-02	3.409433929845992e-02	9.628713304100148e-03	6.552629521807666e-04
102                    	3.609209109597359e-03	1.010725651062309e-02	3.336857057794369e-02	9.505386041263848e-03	6.513704098855824e-04
103                    	3.610862620125851e-03	1.008717006541949e-02	3.257853795469663e-02	9.359613283035841e-03	6.482145809152884e-04
104                    	3.611520725057987e-03	1.005466580226103e-02	3.205718752714439e-02	9.202054917203335e-03	6.427301450118723e-04
105                    	3.610066647377377e-03	1.001572987562148e-02	3.141795211178134e-02	9.050568742187605e-03	6.382825525117083e-04
106                    	3.608768988656449e-03	9.983544223456197e-03	3.036226472101702e-02	8.876599733610390e-03	6.341805591263812e-04
107                    	3.603675300866814e-03	9.942096573797462e-03	2.959558548866441e-02	8.735736684384515e-03	6.295409053810168e-04
108                    	3.596690722971635e-03	9.902837571273663e-03	2.837027255838309e-02	8.570606489822946e-03	6.251840288425389e-04
109                    	3.587730525611990e-03	9.858028235437553e-03	2.711813651491624e-02	8.392970029848412e-03	6.219122294919285e-04
110                    	3.576827135174858e-03	9.813735622344466e-03	2.642568724838423e-02	8.201962956989810e-03	6.175875751319693e-04
111                    	3.563412026251369e-03	9.764186005618625e-03	2.590589721809729e-02	8.021520286594450e-03	6.113306340738156e-04
112                    	3.548096596367042e-03	9.722750616974109e-03	2.529797028195521e-02	7.827593502058297e-03	6.059484211926024e-04
113                    	3.530394388700659e-03	9.676598012257918e-03	2.451857316502185e-02	7.622491586573616e-03	6.007829426828740e-04
114                    	3.511356699865697e-03	9.616019763002526e-03	2.388740805424184e-02	7.416268281427205e-03	5.955648377924943e-04
115                    	3.489825191486512e-03	9.540431453964755e-03	2.347598419879945e-02	7.216828859872120e-03	5.915922298269803e-04
116                    	3.467724427636916e-03	9.452039975541405e-03	2.319164167198503e-02	7.042960945720089e-03	5.861983751334507e-04
117                    	3.444015860387874e-03	9.347535222513036e-03	2.268701210785259e-02	6.901224953879262e-03	5.808690569200028e-04
118                    	3.419543381130062e-03	9.218822292285628e-03	2.208210060612777e-02	6.789201893699170e-03	5.757969839916636e-04
119                    	3.394081789707197e-03	9.079003123950670e-03	2.160511318019102e-02	6.689828029914606e-03	5.714394126244305e-04
120                    	3.368481967743214e-03	8.937088464037551e-03	2.128850607777948e-02	6.600751824132133e-03	5.678546003635197e-04
121                    	3.343444343909723e-03	8.801862781701888e-03	2.100591366564213e-02	6.515270006076245e-03	5.645685202268553e-04
122                    	3.317458721300878e-03	8.666281479409918e-03	2.053416194341282e-02	6.402344812877277e-03	5.603624596388503e-04
123                    	3.291683017977534e-03	8.522856527529470e-03	2.020222240644464e-02	6.309657458624980e-03	5.563996457644137e-04
124                    	3.266127222171358e-03	8.388364831676697e-03	1.982630517457069e-02	6.187302623846371e-03	5.528093459746431e-04
125                    	3.241490989943007e-03	8.281602397969373e-03	1.955323030148262e-02	6.064992481302444e-03	5.500030013483257e-04
126                    	3.217501108105311e-03	8.187788615193989e-03	1.929799044865210e-02	5.937424546607797e-03	5.472584413378922e-04
127                    	3.193805093731718e-03	8.089982603581462e-03	1.902809565567246e-02	5.808712240258763e-03	5.429217909845734e-04
128                    	3.170448872786339e-03	7.994434001216768e-03	1.874439592771423e-02	5.677638429887944e-03	5.387633407638269e-04
129                    	3.147400662780799e-03	7.903700493654402e-03	1.844990375615622e-02	5.543799126306210e-03	5.344265830384434e-04
130                    	3.123991195783721e-03	7.830631361499973e-03	1.813329460548943e-02	5.408145304323201e-03	5.302194906499035e-04
131                    	3.100728172021497e-03	7.762169116266889e-03	1.788431455542132e-02	5.268466305138024e-03	5.259231249043038e-04
132                    	3.076310605184881e-03	7.682377003494775e-03	1.766664304827471e-02	5.131224028210917e-03	5.212507656543899e-04
133                    	3.051551267289301e-03	7.596530636670351e-03	1.728825299991190e-02	4.997801084923999e-03	5.150722776229281e-04
134                    	3.024963505511266e-03	7.516938019419313e-03	1.696865566782552e-02	4.871137697592587e-03	5.090284687422803e-04
135                    	2.996468328892700e-03	7.452518333252344e-03	1.667093018408684e-02	4.750167719700255e-03	5.027804660167352e-04
136                    	2.967123848769738e-03	7.382621757723049e-03	1.626443681588903e-02	4.637555029248400e-03	4.968280314461871e-04
137                    	2.937379684627621e-03	7.305507838837942e-03	1.592530408844094e-02	4.534861092119436e-03	4.895580658286907e-04
138                    	2.907136455348379e-03	7.225145391628239e-03	1.547161170527728e-02	4.464109998084729e-03	4.823200161411587e-04
139                    	2.875538883071986e-03	7.157701667835656e-03	1.520811167586381e-02	4.402254815842595e-03	4.830730998651209e-04
140                    	2.843417347308063e-03	7.094339553186918e-03	1.491400875949252e-02	4.348309629199170e-03	4.791085283644930e-04
141                    	2.812066513976977e-03	7.026677109568415e-03	1.461859661685468e-02	4.298498248561897e-03	4.744448271566249e-04
142                    	2.780902506072872e-03	6.956853358067268e-03	1.441723894187203e-02	4.250173089669991e-03	4.688680134677282e-04
143                    	2.750158188657997e-03	6.894932293969602e-03	1.430144775219456e-02	4.206673765625001e-03	4.635114938655628e-04
144                    	2.719322947840954e-03	6.842619924659992e-03	1.412434698632443e-02	4.164369170493726e-03	4.586005353020815e-04
145                    	2.688417032886270e-03	6.789335623209952e-03	1.396873402189710e-02	4.125083054765203e-03	4.540814041141637e-04
146                    	2.658196848281804e-03	6.732440844424605e-03	1.390811162112169e-02	4.089189784825632e-03	4.486531205921949e-04
147                    	2.627636616951405e-03	6.680422562273806e-03	1.371817766760699e-02	4.050890603302532e-03	4.430934261470144e-04
148                    	2.596407514171954e-03	6.638712312505938e-03	1.355378077726248e-02	4.010983842561605e-03	4.371506913767662e-04
149                    	2.564833276411800e-03	6.596113562060963e-03	1.335477073025137e-02	3.971175874130487e-03	4.321701206631464e-04
150                    	2.532600333782592e-03	6.548561051261462e-03	1.330174801384807e-02	3.932691215700227e-03	4.267480992235828e-04
151                    	2.500261762116928e-03	6.504494505196035e-03	1.306933309580202e-02	3.891197877532635e-03	4.212998230228593e-04
152                    	2.467359005643042e-03	6.469068877946061e-03	1.294824634741656e-02	3.849070115066476e-03	4.156777152082173e-04
153                    	2.432569347408286e-03	6.431666821540109e-03	1.276153697371693e-02	3.806672709888787e-03	4.109967261300837e-04
154                    	2.397542884401613e-03	6.392785841490162e-03	1.271752824410683e-02	3.764663791973586e-03	4.056966241510540e-04
155                    	2.362182037794455e-03	6.360206275423774e-03	1.248791597175615e-02	3.721827701269959e-03	4.003158092981604e-04
156                    	2.325910623146589e-03	6.330286147657900e-03	1.239069617304267e-02	3.678652557740704e-03	3.950472052521047e-04
157                    	2.289163347315669e-03	6.299192376565855e-03	1.217896180259408e-02	3.635737246529410e-03	3.903707802997015e-04
158                    	2.251475161046635e-03	6.269745612148681e-03	1.207231628269310e-02	3.590698711533479e-03	3.860705614234501e-04
159                    	2.214171608141803e-03	6.246215164821734e-03	1.194075178548831e-02	3.545256807161043e-03	3.812373940847279e-04
160                    	2.176264661274493e-03	6.216625952577339e-03	1.181748769114577e-02	3.499489264182582e-03	3.767297462911460e-04
161                    	2.138136414490016e-03	6.183343083398431e-03	1.165954283027333e-02	3.454746414293825e-03	3.728856720838795e-04
162                    	2.100586915595904e-03	6.154042650416777e-03	1.162794966486377e-02	3.410165116113653e-03	3.686210055269052e-04
163                    	2.063879165993634e-03	6.121650849842640e-03	1.154640596296160e-02	3.367174373059977e-03	3.641025542035290e-04
164                    	2.026948004517921e-03	6.077145867601480e-03	1.150595808771643e-02	3.324675936598586e-03	3.599967142181579e-04
165                    	1.990859621827961e-03	6.032652165235052e-03	1.141265633471994e-02	3.282321764209588e-03	3.561481665499136e-04
166                    	1.955919494340010e-03	5.992316516520671e-03	1.142593786426932e-02	3.239773159649364e-03	3.518950613723584e-04
167                    	1.921889034712601e-03	5.939939781043984e-03	1.132100312339672e-02	3.201120328758137e-03	3.476150645587100e-04
168                    	1.888542893424916e-03	5.879856518724947e-03	1.124407582968068e-02	3.161820756105861e-03	3.434783347070494e-04
169                    	1.855947462975257e-03	5.827458497317031e-03	1.113374593272945e-02	3.122873888018304e-03	3.394870173437390e-04
170                    	1.825266345319146e-03	5.771121887955782e-03	1.109676062806421e-02	3.084813861448343e-03	3.352103593188876e-04
171                    	1.795598168582274e-03	5.706267832469345e-03	1.093513838659183e-02	3.047643392278586e-03	3.308318247084137e-04
172                    	1.766645755347619e-03	5.645555217517194e-03	1.084897873055508e-02	3.011196907044753e-03	3.266085895600219e-04
173                    	1.739093552700451e-03	5.588460989382715e-03	1.072787497265978e-02	2.975865368114136e-03	3.228908230288244e-04
174                    	1.713202348786635e-03	5.528847409767344e-03	1.059047330598047e-02	2.941816915468858e-03	3.187745844192484e-04
175                    	1.687922221955048e-03	5.468466227189961e-03	1.048502989299796e-02	2.908377739332633e-03	3.146363692796162e-04
176                    	1.663509267161070e-03	5.414884477422356e-03	1.031195645354520e-02	2.873839093559518e-03	3.109549981341241e-04
177                    	1.640241595977848e-03	5.365656146640337e-03	1.016394445549015e-02	2.842581726981454e-03	3.071371941057754e-04
178                    	1.617954705853531e-03	5.316575699302103e-03	9.989593752107506e-03	2.811450975733114e-03	3.034310552505238e-04
179                    	1.596454693391912e-03	5.269641413311198e-03	9.895288415706341e-03	2.780655973349725e-03	2.996084837130410e-04
180                    	1.575695221699571e-03	5.231227225210116e-03	9.714387618286056e-03	2.750353103912773e-03	2.960928713759417e-04
181                    	1.555453386961771e-03	5.197830643836683e-03	9.638658591247124e-03	2.720929856904559e-03	2.927118763340768e-04
182                    	1.535829276188745e-03	5.164074813786859e-03	1.062530720443627e-02	2.687490803866756e-03	2.873239910662078e-04
183                    	1.524864294149580e-03	5.007857998157267e-03	9.764470273652777e-03	2.655347499208672e-03	2.825723771743382e-04
184                    	1.511140845348966e-03	4.912862764126205e-03	8.982792238122310e-03	2.623616401071263e-03	2.780656554685642e-04
185                    	1.492327883756406e-03	4.906839095375520e-03	8.848412548977676e-03	2.590884995080851e-03	2.736662241823777e-04
186                    	1.472418946103644e-03	4.923137866966576e-03	8.698983741826954e-03	2.558549009196387e-03	2.693439419217192e-04
187                    	1.455252403116629e-03	4.915391183253627e-03	8.721357405840874e-03	2.528170507028225e-03	2.657976060014217e-04
188                    	1.440054192433437e-03	4.880752517141171e-03	8.653070028884493e-03	2.497371232643243e-03	2.622172663513582e-04
189                    	1.424358332454643e-03	4.841519123968519e-03	8.457436242847909e-03	2.467059128709335e-03	2.586615937712561e-04
190                    	1.408288421871287e-03	4.823385236118324e-03	8.348117263640674e-03	2.437534112989350e-03	2.550769577761021e-04
191                    	1.392384634371617e-03	4.816785904036504e-03	8.248056156185830e-03	2.408270137131705e-03	2.521653527275815e-04
192                    	1.376714436820407e-03	4.800707236512701e-03	8.238514357893318e-03	2.379938605245080e-03	2.492787752534341e-04
193                    	1.361364453267413e-03	4.780227076278938e-03	8.206679257701313e-03	2.351775496093036e-03	2.460481628648548e-04
194                    	1.346662172949468e-03	4.764616627324997e-03	8.133911706046411e-03	2.324053751449189e-03	2.433288063398123e-04
195                    	1.331876148133593e-03	4.747580981649980e-03	8.096844881170169e-03	2.296051869516422e-03	2.408622308361068e-04
196                    	1.317138379575040e-03	4.728874415801152e-03	8.022474217044905e-03	2.269379765391279e-03	2.383040105457283e-04
197                    	1.302833593020680e-03	4.715665459074117e-03	8.052598853225438e-03	2.243026749583644e-03	2.359113950649859e-04
198                    	1.288611433419513e-03	4.700399808597371e-03	8.019290053813103e-03	2.216724471779731e-03	2.340487601554291e-04
199                    	1.274866084263000e-03	4.679227176355866e-03	7.979477814090929e-03	2.191860695184133e-03	2.321289743310792e-04
200                    	1.261301310701911e-03	4.662404802603876e-03	8.028115456771472e-03	2.167141958422067e-03	2.300408681190018e-04
201                    	1.247796722493769e-03	4.645906724819387e-03	8.010053477300596e-03	2.142765455415207e-03	2.283979565552005e-04
202                    	1.234780215798653e-03	4.624302285916535e-03	8.000314346027208e-03	2.119836066649076e-03	2.268395123558859e-04
203                    	1.221773909316134e-03	4.604684112805602e-03	8.014814688298752e-03	2.097269285582718e-03	2.248669884838034e-04
204                    	1.209065899112252e-03	4.585864795834766e-03	7.938333632608414e-03	2.074449621450782e-03	2.232381435231180e-04
205                    	1.196937914887875e-03	4.564591473401670e-03	7.957669181704711e-03	2.052931755060744e-03	2.218734230090861e-04
206                    	1.184746646668284e-03	4.543693781870878e-03	7.987533341147855e-03	2.031282709555340e-03	2.199301003949206e-04
207                    	1.172706709333518e-03	4.523399885342138e-03	7.952978560499417e-03	2.009593839895482e-03	2.184491285180408e-04
208                    	1.161250788595255e-03	4.501108065977312e-03	8.005702184915635e-03	1.988400394678652e-03	2.171045703504264e-04
209                    	1.149761849228915e-03	4.479072517355204e-03	8.074418076087298e-03	1.967598749670020e-03	2.154075452068322e-04
210                    	1.138495796796483e-03	4.457367303713371e-03	8.043935795635096e-03	1.946530010235996e-03	2.139310443065300e-04
211                    	1.127840834015115e-03	4.432976917719555e-03	8.093939318221400e-03	1.924986781972309e-03	2.125001949879760e-04
212                    	1.117167646033718e-03	4.410088697707888e-03	8.143238028458953e-03	1.903244894061362e-03	2.107441557085009e-04
213                    	1.106768439389309e-03	4.386788605000873e-03	8.706344305334584e-03	1.883914194827618e-03	2.104819058430286e-04
214                    	1.090180165215058e-03	4.469111740700386e-03	8.367132055782860e-03	1.861752132193532e-03	2.099056025296684e-04
215                    	1.077574670233862e-03	4.489472144984203e-03	8.598930174713647e-03	1.839354319423383e-03	2.089522966016900e-04
216                    	1.069963530018269e-03	4.427223792631053e-03	8.632589053934306e-03	1.817090928046548e-03	2.077458838149801e-04
217                    	1.062846272580426e-03	4.359194679848253e-03	8.411003589113177e-03	1.795424769404612e-03	2.064091040199739e-04
218                    	1.053566802942919e-03	4.333216547573727e-03	8.356650679505898e-03	1.774318082632544e-03	2.048563169807002e-04
219                    	1.043449052481315e-03	4.325930480199318e-03	8.299068596630531e-03	1.754557162642221e-03	2.034812584641858e-04
220                    	1.034026182907136e-03	4.308997318403856e-03	8.325923495102546e-03	1.737443036292108e-03	2.021839323260597e-04
221                    	1.025627419296021e-03	4.279615970236360e-03	8.366909141816741e-03	1.723010078370577e-03	2.005588071894592e-04
222                    	1.017930482404884e-03	4.246465590074060e-03	8.316732152026414e-03	1.707654398259053e-03	1.990943279733647e-04
223                    	1.009795772433161e-03	4.220335163936138e-03	8.271522457338372e-03	1.692813419409285e-03	1.973761686959036e-04
224                    	1.001353330206427e-03	4.198241721889529e-03	8.275871520442677e-03	1.681063780837501e-03	1.958271439422716e-04
225                    	9.934734715585263e-04	4.174349498662150e-03	8.280225223574366e-03	1.668222896892856e-03	1.942671160067979e-04
226                    	9.858513277670106e-04	4.148671350855459e-03	8.260755773806201e-03	1.655323585675972e-03	1.924855556583412e-04
227                    	9.782882119107287e-04	4.121848387942337e-03	8.221700207734895e-03	1.643328475591355e-03	1.906289221427339e-04
228                    	9.710258392331024e-04	4.096961936555287e-03	8.225341758589638e-03	1.631485935401474e-03	1.890427322677668e-04
229                    	9.637842612007011e-04	4.073491665447406e-03	8.165888797250356e-03	1.619455045564715e-03	1.871445501526838e-04
230                    	9.565545939942253e-04	4.047048798913730e-03	8.132925320844281e-03	1.607510858743118e-03	1.853646097726008e-04
231                    	9.494089128586801e-04	4.022207665061285e-03	8.151759881276808e-03	1.595714771408419e-03	1.834863874363775e-04
232                    	9.423836976801307e-04	3.995764428481955e-03	8.140163426759514e-03	1.584335595743919e-03	1.813984097978200e-04
233                    	9.353588496679699e-04	3.968547016900531e-03	8.130412633647950e-03	1.572744220752365e-03	1.794901678246214e-04
234                    	9.283959997172088e-04	3.944596207265959e-03	8.105966171993067e-03	1.560593138540988e-03	1.773486867080176e-04
235                    	9.213485552422529e-04	3.919308725706293e-03	8.087421200502636e-03	1.548662142404440e-03	1.752505867963371e-04
