wall	x_over_h	Cp_RANS_SST	Cp_LES	Cf_RANS_SST	Cf_LES
topWall	1.0125	0.09144665776336014	-0.04331239187528107	0.00970549574842878	0.04675862412641783
topWall	1.0875	0.08981676429471985	-0.045401832551020406	0.00963201684966084	0.046059192209576286
topWall	1.1625	0.08846603247075979	-0.047084393686407516	0.00955778124618926	0.04544317268148705
topWall	1.2375	0.08738520664699978	-0.04837315625	0.0094830148002659	0.04479010415838044
topWall	1.3125	0.08656532943113993	-0.049274075650506705	0.00940790602542094	0.044166481478521334
topWall	1.3875	0.08599758691411985	-0.04980016593591906	0.0093326250598939	0.043591256061416374
topWall	1.4625	0.0856732399816198	-0.04995415590869691	0.00925728326601018	0.043004306466447845
topWall	1.5375	0.08558431623275986	-0.0497522562592923	0.00918192682821728	0.04245449682370292
topWall	1.6125	0.08572350012985996	-0.04920528152007355	0.00910657513950562	0.04192389628924198
topWall	1.6875	0.08608405038964007	-0.04825868778135048	0.00903125298192112	0.041356526777722745
topWall	1.7625	0.08665939204494011	-0.046918084175531914	0.0089559562246978	0.04080272203074886
topWall	1.8375	0.08744387028832001	-0.04527334599303136	0.0088807238859337	0.04030725847559699
topWall	1.9125	0.08843114190626	-0.04333495257142857	0.00880546564019474	0.0397736761493211
topWall	1.9875	0.08961507163658	-0.04101179707247411	0.00873004168811082	0.039172512906082896
topWall	2.0625	0.09099110701578006	-0.038376459692966804	0.00865439462497314	0.038586216943064834
topWall	2.1375	0.09255490074269979	-0.03546202070689039	0.00857854998471352	0.03798611678922181
topWall	2.2125	0.09430240651047983	-0.0321869244555516	0.00850253689504988	0.03740447242198327
topWall	2.2875	0.09622968388536002	-0.028622894285714278	0.00842640475849854	0.03683161071137411
topWall	2.3625	0.09833248912143988	-0.024791501320956817	0.00835023077301628	0.03627016353728108
topWall	2.4375	0.10060624024516018	-0.02063439375937165	0.00827407282953928	0.03575005669999419
topWall	2.5125	0.10304656674821988	-0.01621828526240628	0.00819797458403718	0.035206250387787165
topWall	2.5875	0.10564898214681984	-0.011559942020706891	0.0081220003310781	0.03467740678197946
topWall	2.6625	0.10840879000683978	-0.006623292445555164	0.00804624607167538	0.0341522985829839
topWall	2.7375	0.1113208204553402	-0.0014659029023920125	0.00797081405780918	0.03363936754414695
topWall	2.8125	0.11437981657407992	0.003905759163156005	0.00789580011434008	0.03316734163825249
topWall	2.8875	0.11758029000157988	0.00949351301677974	0.00782130087137858	0.03267072222235101
topWall	2.9625	0.12091664784950007	0.0152740338164941	0.00774743112368686	0.03221352626887762
topWall	3.0375	0.12438285294603979	0.021338789198486422	0.00767433939921994	0.03216375271312162
topWall	3.1125	0.12797233862634005	0.027570576393010207	0.00760215534813544	0.03211338356934737
topWall	3.1875	0.1316786505540799	0.0339582	0.00753100047739462	0.03203120591005535
topWall	3.2625	0.1354949400831198	0.0404753013438217	0.00746100413933636	0.03198669088325197
topWall	3.3375	0.1394142700869998	0.047080728351360214	0.00739230287895866	0.03191131917714138
topWall	3.4125	0.14342931969967987	0.053761577719528185	0.00732505662529814	0.03183972843790874
topWall	3.4875	0.14753234736485998	0.060502367496723455	0.0072594034472546	0.03178557109579612
topWall	3.5625	0.15171574044089997	0.06729353274336283	0.0071954693138501	0.03168608566878247
topWall	3.6375	0.15597160836528	0.0741180558505408	0.00713338531470932	0.031626756569838
topWall	3.7125	0.16029199299922015	0.08095724829619921	0.0070732805806017	0.03153273980543363
topWall	3.7875	0.16466875489268018	0.0877956129750983	0.00701529809808376	0.03147309016974739
topWall	3.8625	0.16909345362712003	0.09462292966240574	0.00695957174096222	0.03139467834912302
topWall	3.9375	0.17355767679972	0.10142737758112096	0.00690621493206848	0.03130973768886224
topWall	4.0125	0.17805301225860015	0.1081913007863696	0.0068553418757532	0.0312540806625786
topWall	4.0875	0.18257092162594013	0.11489095399737881	0.0068070623270357	0.03114582216128248
topWall	4.1625	0.1871029042486998	0.12152419082568808	0.00676148225128742	0.031089673238930065
topWall	4.2375	0.1916403770577202	0.12808211602753194	0.00671871918493584	0.03099417282762577
topWall	4.3125	0.19617456292019986	0.13455176283185838	0.00667887918662626	0.030929090488726867
topWall	4.3875	0.2006968131143001	0.14090776854521628	0.00664205059283396	0.030857706917936975
topWall	4.4625	0.20519850501825987	0.14714500183486243	0.006608319676001	0.03077056668319614
topWall	4.5375	0.20967102991733988	0.1532584144215011	0.00657777006985632	0.030699252740092463
topWall	4.6125	0.21410578004832015	0.1592388338905277	0.00655046490480904	0.030616633231359786
topWall	4.6875	0.2184945207206801	0.16506986998689382	0.00652654335967864	0.03056850671668166
topWall	4.7625	0.22282745393673986	0.170735377457405	0.006506062691855	0.030486229214533516
topWall	4.8375	0.22709453306962013	0.17624125998033435	0.00648895586073598	0.03042597704089718
topWall	4.9125	0.23128763916899997	0.18157591399541131	0.00647520691317258	0.030371215044619534
topWall	4.9875	0.2353987964947999	0.18673266882989184	0.00646493164064204	0.030290395636187305
topWall	5.0625	0.23941988744490006	0.19167995681520314	0.0064582742029714	0.030239857148064233
topWall	5.1375	0.24334256035632018	0.19643284377457404	0.00645536657631878	0.030168528016974908
topWall	5.2125	0.2471582678515798	0.20097427925270406	0.00645631873234592	0.030137132172354232
topWall	5.2875	0.25085834331393997	0.205299521468371	0.00646123174083796	0.030077193065159203
topWall	5.3625	0.25443411317657993	0.2093928885976409	0.00647020167290944	0.03003086025967976
topWall	5.4375	0.25787679403947994	0.21325677981651375	0.00648332130056666	0.029985454951912224
topWall	5.5125	0.26117734703877993	0.21687459062602427	0.00650067207957716	0.029947192554836504
topWall	5.5875	0.2643266517929801	0.22022503638151428	0.00652231930004544	0.029919040874803845
topWall	5.6625	0.2673155572527799	0.22331859174311924	0.00654832527036464	0.029868659649348435
topWall	5.7375	0.2701348253770002	0.2261643604193971	0.0065787548994653	0.029864605321144617
topWall	5.8125	0.27277512825912	0.2287486647000983	0.00661367424311512	0.02984345456759695
topWall	5.8875	0.2752270316234	0.2309806231454006	0.00665314968128158	0.02982085164502126
topWall	5.9625	0.27748098656461995	0.2329075754583921	0.00669724644501976	0.029803184842592166
topWall	6.0375	0.27952732848640016	0.23459992508027114	0.00674602717889512	0.029790839592336353
topWall	6.1125	0.2813562819898001	0.2359069768105601	0.00679955064118786	0.030108320295616133
topWall	6.1875	0.28295797043011994	0.23687806921155904	0.00685787030408482	0.03042699112496874
topWall	6.2625	0.28432243255035994	0.2375263795932929	0.00692103259570122	0.030763692108567022
topWall	6.3375	0.28543964810006006	0.23782777310024975	0.00698907496274124	0.031111955310087085
topWall	6.4125	0.28629957060487987	0.23778475775954336	0.0070620236947909	0.03148985762117444
topWall	6.4875	0.2868921707232599	0.23736405422761325	0.00713989132598648	0.031890324214565884
topWall	6.5625	0.2872074916026799	0.2365780763467713	0.00722267374922856	0.03229139219021441
topWall	6.6375	0.28723571619531985	0.23542379807349267	0.0073103468801401	0.03270361441756662
topWall	6.7125	0.2869672512669399	0.23384391434689505	0.00740286309764972	0.03313469020945815
topWall	6.7875	0.28639282357418017	0.2318839329050678	0.0075001467798636	0.03361901938459464
topWall	6.8625	0.28550360561964006	0.22952987227970031	0.00760209109120914	0.034088416081804886
topWall	6.9375	0.28429132572872007	0.22670558172733762	0.00770854890025914	0.034581309802845024
topWall	7.0125	0.2827485129137801	0.22349428836545326	0.0078193394000828	0.03509702683869116
topWall	7.0875	0.28086843336342016	0.21985982142857138	0.0079342123589817	0.03567073492006351
topWall	7.1625	0.2786459066018998	0.21574955368421053	0.00805288185650884	0.036106553043320555
topWall	7.2375	0.2760766259230598	0.21121911894273127	0.0081750601422577	0.03660349003080092
topWall	7.3125	0.27315740141064015	0.20626245016501651	0.00830036897306044	0.03713292797807381
topWall	7.3875	0.26988713083785987	0.2008721483502538	0.0084283359033319	0.03764701347975225
topWall	7.4625	0.26626653499711983	0.19506959734157645	0.00855842190701694	0.03822079509229445
topWall	7.5375	0.2622984679934799	0.18886548313253018	0.00868996964661152	0.038819289696029234
topWall	7.6125	0.2579889190843798	0.1822437053364269	0.00882224398152686	0.03943297379589328
topWall	7.6875	0.25334663379811984	0.17523436760881855	0.0089544986452162	0.04008691363287655
topWall	7.7625	0.24838310141918019	0.16786004561983472	0.0090858823985937	0.04078284979920881
topWall	7.8375	0.24311423685779987	0.16014310722535585	0.00921555691269172	0.04152577429621604
topWall	7.9125	0.23755759428400003	0.15211059455212156	0.00934264247827966	0.042306848961404166
topWall	7.9875	0.23173350438859996	0.14379792785294876	0.00946606972957988	0.04310801314679125
topWall	8.0625	0.22566781018347992	0.13524543106022896	0.00958476089617188	0.04396787270718369
topWall	8.1375	0.21938968327670016	0.1264973217264792	0.00969778580708638	0.04486815500254767
topWall	8.2125	0.21293102273862008	0.11758324794258371	0.00980423230565738	0.0457999474706116
topWall	8.2875	0.20632706158813985	0.10851410162866464	0.00990320552766146	0.046683933234522676
topWall	8.3625	0.19961519062493993	0.09937008014473084	0.00999388597197606	0.04760947600756511
topWall	8.4375	0.19283455279551998	0.0901790604702264	0.01007551549134574	0.048465554382620867
topWall	8.5125	0.18602574778803982	0.08110429906986816	0.01014740850836386	0.04924097017221027
topWall	8.5875	0.1792303396726802	0.07211915652538811	0.01020906607461422	0.049915233646731796
topWall	8.6625	0.17248876226870014	0.0632548445912469	0.01026020937406278	0.050395879708328005
topWall	8.7375	0.16583980113983987	0.05431369131742528	0.01030061379238598	0.05068188530372275
topWall	8.8125	0.15932184535799987	0.045656247389240484	0.01033013229593166	0.0506911604613817
topWall	8.8875	0.1529711856846201	0.0373644138728324	0.01034881574867708	0.050705836875746244
topWall	8.9625	0.14682105926643985	0.029320008899030175	0.01035689650627442	0.05053982117537396
