x_over_T,y_over_T,z_over_T,Cp,U,V,W,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
2.6281075579392503e-06,0.0408472990931037,-0.0013233785404237,0.8747616363650977,0.0,0.0,0.0,7.584604645671789e-06,19612084.0,318.8506164550781,0.0,5.056403097114526e-06,5.056403097114526e-06,5.056403097114526e-06,0.0,0.0,0.0
2.628107557939251e-06,0.0408472990931037,0.0013233785404237,0.8747616363650977,0.0,0.0,0.0,7.584604645671789e-06,19612084.0,318.8506164550781,0.0,5.056403097114526e-06,5.056403097114526e-06,5.056403097114526e-06,0.0,0.0,0.0
2.628107557939252e-06,0.0426614370491379,-0.0013233785404237,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
2.628107557939253e-06,0.0426614370491379,0.0013233785404237,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0426614370491379,0.0013233785404237,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0597018564096589,-0.0013233785404237,0.8521791308995628,0.0,0.0,0.0,1.5665804312448017e-05,19612084.0,310.6192932128906,0.0,1.0443869541632012e-05,1.0443869541632012e-05,1.0443869541632012e-05,0.0,0.0,0.0
2.628107557939254e-06,0.0573069727662266,-0.0013233785404237,0.855299877695259,0.0,0.0,0.0,1.415059705323074e-05,19612084.0,311.7568054199219,0.0,9.433731368820492e-06,9.433731368820492e-06,9.433731368820492e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0485058373380791,0.0013233785404237,0.8671780391321587,0.0,0.0,0.0,8.12570760899689e-06,19612084.0,316.0863952636719,0.0,5.4171384059979264e-06,5.4171384059979264e-06,5.4171384059979264e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0426614370491379,-0.0013233785404237,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0445411355740982,-0.0013233785404237,0.8716608997235082,0.0,0.0,0.0,6.071106326999143e-06,19612084.0,317.72039794921875,0.0,4.0474042179994285e-06,4.0474042179994285e-06,4.0474042179994285e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0464892690618041,-0.0013233785404237,0.869581183288323,0.0,0.0,0.0,6.9481079663091805e-06,19612084.0,316.96234130859375,0.0,4.632071977539454e-06,4.632071977539454e-06,4.632071977539454e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0485058373380791,-0.0013233785404237,0.8671780391321587,0.0,0.0,0.0,8.12570760899689e-06,19612084.0,316.0863952636719,0.0,5.4171384059979264e-06,5.4171384059979264e-06,5.4171384059979264e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0549927819774515,-0.0013233785404237,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0464892690618041,0.0013233785404237,0.869581183288323,0.0,0.0,0.0,6.9481079663091805e-06,19612084.0,316.96234130859375,0.0,4.632071977539454e-06,4.632071977539454e-06,4.632071977539454e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0597018564096589,0.0013233785404237,0.8521791308995628,0.0,0.0,0.0,1.5665804312448017e-05,19612084.0,310.6192932128906,0.0,1.0443869541632012e-05,1.0443869541632012e-05,1.0443869541632012e-05,0.0,0.0,0.0
2.628107557939254e-06,0.0505937571255093,-0.0013233785404237,0.8644775055727023,0.0,0.0,0.0,9.511235475656576e-06,19612084.0,315.10205078125,0.0,6.340823650437717e-06,6.340823650437717e-06,6.340823650437717e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0573069727662266,0.0013233785404237,0.855299877695259,0.0,0.0,0.0,1.415059705323074e-05,19612084.0,311.7568054199219,0.0,9.433731368820492e-06,9.433731368820492e-06,9.433731368820492e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0549927819774515,-0.0013233785404237,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0549927819774515,0.0013233785404237,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0485058373380791,-0.0013233785404237,0.8671780391321587,0.0,0.0,0.0,8.12570760899689e-06,19612084.0,316.0863952636719,0.0,5.4171384059979264e-06,5.4171384059979264e-06,5.4171384059979264e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0445411355740982,0.0013233785404237,0.8716608997235082,0.0,0.0,0.0,6.071106326999143e-06,19612084.0,317.72039794921875,0.0,4.0474042179994285e-06,4.0474042179994285e-06,4.0474042179994285e-06,0.0,0.0,0.0
2.628107557939254e-06,0.0527560720697421,-0.0013233785404237,0.8615419573581105,0.0,0.0,0.0,1.1019174053217284e-05,19612084.0,314.03204345703125,0.0,7.34611603547819e-06,7.34611603547819e-06,7.34611603547819e-06,0.0,0.0,0.0
2.628107557939257e-06,0.0527560720697421,0.0013233785404237,0.8615419573581105,0.0,0.0,0.0,1.1019174053217284e-05,19612084.0,314.03204345703125,0.0,7.34611603547819e-06,7.34611603547819e-06,7.34611603547819e-06,0.0,0.0,0.0
2.628107557939257e-06,0.0549927819774515,0.0013233785404237,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
2.628107557939257e-06,0.0505937571255093,0.0013233785404237,0.8644775055727023,0.0,0.0,0.0,9.511235475656576e-06,19612084.0,315.10205078125,0.0,6.340823650437717e-06,6.340823650437717e-06,6.340823650437717e-06,0.0,0.0,0.0
2.628107557939257e-06,0.0485058373380791,0.0013233785404237,0.8671780391321587,0.0,0.0,0.0,8.12570760899689e-06,19612084.0,316.0863952636719,0.0,5.4171384059979264e-06,5.4171384059979264e-06,5.4171384059979264e-06,0.0,0.0,0.0
1.0511837663971276e-05,0.0408472990931037,-0.0026469353784933,0.8747616363650977,0.0,0.0,0.0,7.584604645671789e-06,19612084.0,318.8506164550781,0.0,5.056403097114526e-06,5.056403097114526e-06,5.056403097114526e-06,0.0,0.0,0.0
1.0511837663971278e-05,0.0408472990931037,0.0026469353784933,0.8747616363650977,0.0,0.0,0.0,7.584604645671789e-06,19612084.0,318.8506164550781,0.0,5.056403097114526e-06,5.056403097114526e-06,5.056403097114526e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0426614370491379,-0.0026469353784933,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0549927819774515,0.0026469353784933,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0573069727662266,0.0026469353784933,0.855299877695259,0.0,0.0,0.0,1.415059705323074e-05,19612084.0,311.7568054199219,0.0,9.433731368820492e-06,9.433731368820492e-06,9.433731368820492e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0597018564096589,-0.0026469353784933,0.8521791308995628,0.0,0.0,0.0,1.5665804312448017e-05,19612084.0,310.6192932128906,0.0,1.0443869541632012e-05,1.0443869541632012e-05,1.0443869541632012e-05,0.0,0.0,0.0
1.051183766397128e-05,0.0597018564096589,0.0026469353784933,0.8521791308995628,0.0,0.0,0.0,1.5665804312448017e-05,19612084.0,310.6192932128906,0.0,1.0443869541632012e-05,1.0443869541632012e-05,1.0443869541632012e-05,0.0,0.0,0.0
1.051183766397128e-05,0.0549927819774515,-0.0026469353784933,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0485058373380791,-0.0026469353784933,0.8671780391321587,0.0,0.0,0.0,8.12570760899689e-06,19612084.0,316.0863952636719,0.0,5.4171384059979264e-06,5.4171384059979264e-06,5.4171384059979264e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0527560720697421,-0.0026469353784933,0.8615419573581105,0.0,0.0,0.0,1.1019174053217284e-05,19612084.0,314.03204345703125,0.0,7.34611603547819e-06,7.34611603547819e-06,7.34611603547819e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0505937571255093,-0.0026469353784933,0.8644775055727023,0.0,0.0,0.0,9.511235475656576e-06,19612084.0,315.10205078125,0.0,6.340823650437717e-06,6.340823650437717e-06,6.340823650437717e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0549927819774515,-0.0026469353784933,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0485058373380791,0.0026469353784933,0.8671780391321587,0.0,0.0,0.0,8.12570760899689e-06,19612084.0,316.0863952636719,0.0,5.4171384059979264e-06,5.4171384059979264e-06,5.4171384059979264e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0426614370491379,-0.0026469353784933,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0445411355740982,-0.0026469353784933,0.8716608997235082,0.0,0.0,0.0,6.071106326999143e-06,19612084.0,317.72039794921875,0.0,4.0474042179994285e-06,4.0474042179994285e-06,4.0474042179994285e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0464892690618041,-0.0026469353784933,0.869581183288323,0.0,0.0,0.0,6.9481079663091805e-06,19612084.0,316.96234130859375,0.0,4.632071977539454e-06,4.632071977539454e-06,4.632071977539454e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0485058373380791,-0.0026469353784933,0.8671780391321587,0.0,0.0,0.0,8.12570760899689e-06,19612084.0,316.0863952636719,0.0,5.4171384059979264e-06,5.4171384059979264e-06,5.4171384059979264e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0426614370491379,0.0026469353784933,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0464892690618041,0.0026469353784933,0.869581183288323,0.0,0.0,0.0,6.9481079663091805e-06,19612084.0,316.96234130859375,0.0,4.632071977539454e-06,4.632071977539454e-06,4.632071977539454e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0445411355740982,0.0026469353784933,0.8716608997235082,0.0,0.0,0.0,6.071106326999143e-06,19612084.0,317.72039794921875,0.0,4.0474042179994285e-06,4.0474042179994285e-06,4.0474042179994285e-06,0.0,0.0,0.0
1.051183766397128e-05,0.0573069727662266,-0.0026469353784933,0.855299877695259,0.0,0.0,0.0,1.415059705323074e-05,19612084.0,311.7568054199219,0.0,9.433731368820492e-06,9.433731368820492e-06,9.433731368820492e-06,0.0,0.0,0.0
1.0511837663971283e-05,0.0426614370491379,0.0026469353784933,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
1.0511837663971283e-05,0.0505937571255093,0.0026469353784933,0.8644775055727023,0.0,0.0,0.0,9.511235475656576e-06,19612084.0,315.10205078125,0.0,6.340823650437717e-06,6.340823650437717e-06,6.340823650437717e-06,0.0,0.0,0.0
1.0511837663971283e-05,0.0527560720697421,0.0026469353784933,0.8615419573581105,0.0,0.0,0.0,1.1019174053217284e-05,19612084.0,314.03204345703125,0.0,7.34611603547819e-06,7.34611603547819e-06,7.34611603547819e-06,0.0,0.0,0.0
1.0511837663971283e-05,0.0549927819774515,0.0026469353784933,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
1.0511837663971283e-05,0.0485058373380791,0.0026469353784933,0.8671780391321587,0.0,0.0,0.0,8.12570760899689e-06,19612084.0,316.0863952636719,0.0,5.4171384059979264e-06,5.4171384059979264e-06,5.4171384059979264e-06,0.0,0.0,0.0
2.3651189613235697e-05,0.0573069727662266,0.0039706703958733,0.855299877695259,0.0,0.0,0.0,1.415059705323074e-05,19612084.0,311.7568054199219,0.0,9.433731368820492e-06,9.433731368820492e-06,9.433731368820492e-06,0.0,0.0,0.0
2.3651189613235697e-05,0.0549927819774515,-0.0039706703958733,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
2.3651189613235697e-05,0.0549927819774515,0.0039706703958733,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
2.3651189613235697e-05,0.0573069727662266,-0.0039706703958733,0.855299877695259,0.0,0.0,0.0,1.415059705323074e-05,19612084.0,311.7568054199219,0.0,9.433731368820492e-06,9.433731368820492e-06,9.433731368820492e-06,0.0,0.0,0.0
2.3651189613235697e-05,0.0597018564096589,0.0039706703958733,0.8521791308995628,0.0,0.0,0.0,1.5665804312448017e-05,19612084.0,310.6192932128906,0.0,1.0443869541632012e-05,1.0443869541632012e-05,1.0443869541632012e-05,0.0,0.0,0.0
2.3651189613235697e-05,0.0408472990931037,-0.0039706703958733,0.8747616363650977,0.0,0.0,0.0,7.584604645671789e-06,19612084.0,318.8506164550781,0.0,5.056403097114526e-06,5.056403097114526e-06,5.056403097114526e-06,0.0,0.0,0.0
2.3651189613235697e-05,0.0597018564096589,-0.0039706703958733,0.8521791308995628,0.0,0.0,0.0,1.5665804312448017e-05,19612084.0,310.6192932128906,0.0,1.0443869541632012e-05,1.0443869541632012e-05,1.0443869541632012e-05,0.0,0.0,0.0
2.36511896132357e-05,0.0464892690618041,0.0039706703958733,0.869581183288323,0.0,0.0,0.0,6.9481079663091805e-06,19612084.0,316.96234130859375,0.0,4.632071977539454e-06,4.632071977539454e-06,4.632071977539454e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0408472990931037,0.0039706703958733,0.8747616363650977,0.0,0.0,0.0,7.584604645671789e-06,19612084.0,318.8506164550781,0.0,5.056403097114526e-06,5.056403097114526e-06,5.056403097114526e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0445411355740982,0.0039706703958733,0.8716608997235082,0.0,0.0,0.0,6.071106326999143e-06,19612084.0,317.72039794921875,0.0,4.0474042179994285e-06,4.0474042179994285e-06,4.0474042179994285e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0426614370491379,0.0039706703958733,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0408472990931037,-0.0039706703958733,0.8747616363650977,0.0,0.0,0.0,7.584604645671789e-06,19612084.0,318.8506164550781,0.0,5.056403097114526e-06,5.056403097114526e-06,5.056403097114526e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0549927819774515,0.0039706703958733,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0527560720697421,0.0039706703958733,0.8615419573581105,0.0,0.0,0.0,1.1019174053217284e-05,19612084.0,314.03204345703125,0.0,7.34611603547819e-06,7.34611603547819e-06,7.34611603547819e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0505937571255093,0.0039706703958733,0.8644775055727023,0.0,0.0,0.0,9.511235475656576e-06,19612084.0,315.10205078125,0.0,6.340823650437717e-06,6.340823650437717e-06,6.340823650437717e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0549927819774515,-0.0039706703958733,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0527560720697421,-0.0039706703958733,0.8615419573581105,0.0,0.0,0.0,1.1019174053217284e-05,19612084.0,314.03204345703125,0.0,7.34611603547819e-06,7.34611603547819e-06,7.34611603547819e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0505937571255093,-0.0039706703958733,0.8644775055727023,0.0,0.0,0.0,9.511235475656576e-06,19612084.0,315.10205078125,0.0,6.340823650437717e-06,6.340823650437717e-06,6.340823650437717e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0464892690618041,-0.0039706703958733,0.869581183288323,0.0,0.0,0.0,6.9481079663091805e-06,19612084.0,316.96234130859375,0.0,4.632071977539454e-06,4.632071977539454e-06,4.632071977539454e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0445411355740982,-0.0039706703958733,0.8716608997235082,0.0,0.0,0.0,6.071106326999143e-06,19612084.0,317.72039794921875,0.0,4.0474042179994285e-06,4.0474042179994285e-06,4.0474042179994285e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0408472990931037,0.0039706703958733,0.8747616363650977,0.0,0.0,0.0,7.584604645671789e-06,19612084.0,318.8506164550781,0.0,5.056403097114526e-06,5.056403097114526e-06,5.056403097114526e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0426614370491379,-0.0039706703958733,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0426614370491379,-0.0039706703958733,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0426614370491379,0.0039706703958733,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
2.36511896132357e-05,0.0426614370491379,-0.0039706703958733,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
2.3651189613235704e-05,0.0573069727662266,0.0039706703958733,0.855299877695259,0.0,0.0,0.0,1.415059705323074e-05,19612084.0,311.7568054199219,0.0,9.433731368820492e-06,9.433731368820492e-06,9.433731368820492e-06,0.0,0.0,0.0
2.3651189613235704e-05,0.0597018564096589,-0.0039706703958733,0.8521791308995628,0.0,0.0,0.0,1.5665804312448017e-05,19612084.0,310.6192932128906,0.0,1.0443869541632012e-05,1.0443869541632012e-05,1.0443869541632012e-05,0.0,0.0,0.0
2.3651189613235704e-05,0.0573069727662266,-0.0039706703958733,0.855299877695259,0.0,0.0,0.0,1.415059705323074e-05,19612084.0,311.7568054199219,0.0,9.433731368820492e-06,9.433731368820492e-06,9.433731368820492e-06,0.0,0.0,0.0
2.3651189613235704e-05,0.0549927819774515,-0.0039706703958733,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
2.3651189613235704e-05,0.0549927819774515,-0.0039706703958733,0.8584495094414437,0.0,0.0,0.0,1.2584528121806215e-05,19612084.0,312.90484619140625,0.0,8.389685414537476e-06,8.389685414537476e-06,8.389685414537476e-06,0.0,0.0,0.0
2.3651189613235704e-05,0.0597018564096589,0.0039706703958733,0.8521791308995628,0.0,0.0,0.0,1.5665804312448017e-05,19612084.0,310.6192932128906,0.0,1.0443869541632012e-05,1.0443869541632012e-05,1.0443869541632012e-05,0.0,0.0,0.0
2.3651189613235704e-05,0.0527560720697421,-0.0039706703958733,0.8615419573581105,0.0,0.0,0.0,1.1019174053217284e-05,19612084.0,314.03204345703125,0.0,7.34611603547819e-06,7.34611603547819e-06,7.34611603547819e-06,0.0,0.0,0.0
2.3651189613235704e-05,0.0505937571255093,-0.0039706703958733,0.8644775055727023,0.0,0.0,0.0,9.511235475656576e-06,19612084.0,315.10205078125,0.0,6.340823650437717e-06,6.340823650437717e-06,6.340823650437717e-06,0.0,0.0,0.0
2.3651189613235704e-05,0.0426614370491379,0.0039706703958733,0.8733750750171467,0.0,0.0,0.0,5.961539045529207e-06,19612084.0,318.34521484375,0.0,3.974359363686138e-06,3.974359363686138e-06,3.974359363686138e-06,0.0,0.0,0.0
