zone,x,Cf
Dwight 2022,0.045585557,0.004542779588757934
Dwight 2022,0.04669094,0.004523615431194437
Dwight 2022,0.047799276,0.004504943555546326
Dwight 2022,0.048910592,0.004486745713789778
Dwight 2022,0.050024914,0.004469001584261899
Dwight 2022,0.05114227,0.004451690015844171
Dwight 2022,0.052262688,0.004434795663607467
Dwight 2022,0.053386195,0.0044183006942557805
Dwight 2022,0.054512819,0.0044021889334043595
Dwight 2022,0.055642589,0.004386443791940639
Dwight 2022,0.056775532,0.004371047851296426
Dwight 2022,0.057911677,0.004355982448720083
Dwight 2022,0.059051054,0.004341231409826857
Dwight 2022,0.060193692,0.004326773583498231
Dwight 2022,0.061339619,0.004312583671337542
Dwight 2022,0.062488866,0.00429864093695408
Dwight 2022,0.063641463,0.004284932109057792
Dwight 2022,0.064797439,0.004271450966731467
Dwight 2022,0.065956826,0.004258194192152589
Dwight 2022,0.067119654,0.0042451592969542755
Dwight 2022,0.068285954,0.00423234379276964
Dwight 2022,0.069455757,0.004219743947048357
Dwight 2022,0.070629095,0.004207355612512283
Dwight 2022,0.071806,0.004195173397699837
Dwight 2022,0.072986505,0.004183191911149434
Dwight 2022,0.07417064,0.004171406176127303
Dwight 2022,0.07535844,0.004159810801171862
Dwight 2022,0.076549937,0.00414839873591027
Dwight 2022,0.077745165,0.004137162805551342
Dwight 2022,0.078944158,0.004126099277544752
Dwight 2022,0.080146948,0.0041152052073230175
Dwight 2022,0.081353572,0.00410447677939025
Dwight 2022,0.082564062,0.004093910178250559
Dwight 2022,0.083778455,0.004083501588408055
Dwight 2022,0.084996786,0.004073246530802345
Dwight 2022,0.08621909,0.004063140899628066
Dwight 2022,0.087445403,0.004053180713498208
Dwight 2022,0.088675761,0.0040433620324985325
Dwight 2022,0.089910202,0.004033681248497058
Dwight 2022,0.091148761,0.004024134753361801
Dwight 2022,0.092391477,0.004014719436634156
Dwight 2022,0.093638388,0.004005431524291014
Dwight 2022,0.094889531,0.0039962676570370805
Dwight 2022,0.096144944,0.0039872245170498415
Dwight 2022,0.097404668,0.0039782989109251295
Dwight 2022,0.09866874,0.00396948864060553
Dwight 2022,0.099937201,0.0039607902638501835
Dwight 2022,0.10121009,0.0039522007531460485
Dwight 2022,0.10248745,0.003943717537180676
Dwight 2022,0.10376932,0.003935337878750495
Dwight 2022,0.10505574,0.003927059289488618
Dwight 2022,0.10634675,0.003918877746535251
Dwight 2022,0.1076424,0.003910790015013439
Dwight 2022,0.10894272,0.0039027953069403387
Dwight 2022,0.11024776,0.003894891341312972
Dwight 2022,0.11155757,0.0038870760030194863
Dwight 2022,0.11287219,0.003879348296713128
Dwight 2022,0.11419166,0.00387170569255423
Dwight 2022,0.11551602,0.0038641462413220675
Dwight 2022,0.11684532,0.003856668491469289
Dwight 2022,0.11817962,0.0038492701205201365
Dwight 2022,0.11951894,0.0038419495525089165
Dwight 2022,0.12086335,0.0038347052529427157
Dwight 2022,0.12221288,0.00382753502376412
Dwight 2022,0.12356759,0.0038204375793169047
Dwight 2022,0.12492752,0.0038134114680537213
Dwight 2022,0.12629272,0.0038064544919171545
Dwight 2022,0.12766325,0.0037995655311421064
Dwight 2022,0.12903914,0.003792743714800167
Dwight 2022,0.13042046,0.0037859866374700137
Dwight 2022,0.13180724,0.0037792930134954235
Dwight 2022,0.13319955,0.00377266234520302
Dwight 2022,0.13459743,0.003766092558953731
Dwight 2022,0.13600094,0.003759582203200207
Dwight 2022,0.13741013,0.0037531309461601996
Dwight 2022,0.13882506,0.003746736921558541
Dwight 2022,0.14024577,0.0037403984290111957
Dwight 2022,0.14167232,0.003734115427045382
Dwight 2022,0.14310477,0.0037278866714776575
Dwight 2022,0.14454318,0.003721710088668952
Dwight 2022,0.1459876,0.003715585305364231
Dwight 2022,0.14743808,0.0037095117409445565
Dwight 2022,0.14889469,0.003703487529134764
Dwight 2022,0.15035749,0.0036975114257514112
Dwight 2022,0.15182653,0.0036915828916483408
Dwight 2022,0.15330187,0.003685700558223764
Dwight 2022,0.15478358,0.003679862932457551
Dwight 2022,0.15627171,0.00367406993140414
Dwight 2022,0.15776633,0.0036683213062268416
Dwight 2022,0.1592675,0.00366261543948718
Dwight 2022,0.16077528,0.0036569515846750903
Dwight 2022,0.16228974,0.003651329907681698
Dwight 2022,0.16381095,0.0036457494131602506
Dwight 2022,0.16533896,0.0036402083592539276
Dwight 2022,0.16687385,0.0036347065385988206
Dwight 2022,0.16841568,0.003629244034140495
Dwight 2022,0.16996452,0.003623819477277162
Dwight 2022,0.17152044,0.0036184316238253803
Dwight 2022,0.1730835,0.0036130805982034935
Dwight 2022,0.17465379,0.0036077659442109067
Dwight 2022,0.17623137,0.0036024861688274895
Dwight 2022,0.17781631,0.0035972406914343
Dwight 2022,0.17940869,0.00359202980234081
Dwight 2022,0.18100858,0.0035868526306186105
Dwight 2022,0.18261605,0.00358170772472035
Dwight 2022,0.18423118,0.0035765949602276845
Dwight 2022,0.18585405,0.0035715142956678323
Dwight 2022,0.18748474,0.003566464901585168
Dwight 2022,0.18912332,0.003561445699687372
Dwight 2022,0.19076988,0.003556456441137756
Dwight 2022,0.19242448,0.003551497125936322
Dwight 2022,0.19408723,0.003546566924627439
Dwight 2022,0.19575819,0.0035416648003915737
Dwight 2022,0.19743745,0.003536790462919256
Dwight 2022,0.19912511,0.0035319440781016102
Dwight 2022,0.20082123,0.0035271250238469165
Dwight 2022,0.20252591,0.003522332014498949
Dwight 2022,0.20423925,0.0035175649671121485
Dwight 2022,0.20596131,0.0035128240475776366
Dwight 2022,0.20769221,0.003508108633803696
Dwight 2022,0.20943202,0.0035034175645524443
Dwight 2022,0.21118085,0.0034987507568783193
Dwight 2022,0.21293878,0.0034941085840363545
Dwight 2022,0.21470591,0.003489490258043702
Dwight 2022,0.21648234,0.0034848946176624838
Dwight 2022,0.21826816,0.0034803216214199166
Dwight 2022,0.22006348,0.003475771642571034
Dwight 2022,0.22186839,0.0034712437272418637
Dwight 2022,0.22368299,0.0034667365897761812
Dwight 2022,0.22550739,0.0034622500228100803
Dwight 2022,0.22734169,0.003457784565489718
Dwight 2022,0.229186,0.0034533397616145008
Dwight 2022,0.23104043,0.003448914698783236
Dwight 2022,0.23290508,0.0034445090452136728
Dwight 2022,0.23478006,0.0034401230497425003
Dwight 2022,0.23666549,0.0034357565464785914
Dwight 2022,0.23856147,0.0034314085815479746
Dwight 2022,0.24046813,0.003427078781695617
Dwight 2022,0.24238558,0.0034227673542854245
Dwight 2022,0.24431393,0.003418474216371837
Dwight 2022,0.24625331,0.0034141987043903505
Dwight 2022,0.24820384,0.0034099400718308973
Dwight 2022,0.25016563,0.003405698401639043
Dwight 2022,0.25213882,0.0034014738597059136
Dwight 2022,0.25412354,0.0033972661142492562
Dwight 2022,0.2561199,0.0033930742113950987
Dwight 2022,0.25812804,0.0033888979023067524
Dwight 2022,0.26014809,0.003384737435820907
Dwight 2022,0.26218018,0.0033805927704647788
Dwight 2022,0.26422446,0.0033764632012010863
Dwight 2022,0.26628105,0.003372348105938107
Dwight 2022,0.2683501,0.003368247484675841
Dwight 2022,0.27043174,0.0033641617106693208
Dwight 2022,0.27252613,0.0033600902862451704
Dwight 2022,0.27463341,0.003356032216056633
Dwight 2022,0.27675372,0.003351987583049276
Dwight 2022,0.27888722,0.0033479567604781293
Dwight 2022,0.28103406,0.003343939333615378
Dwight 2022,0.28319439,0.0033399345559509586
Dwight 2022,0.28536837,0.0033359420957026196
Dwight 2022,0.28755616,0.003331962243179829
Dwight 2022,0.28975792,0.0033279949569098087
Dwight 2022,0.29197381,0.0033240397392191767
Dwight 2022,0.29420401,0.0033200958435978733
Dwight 2022,0.29644867,0.0033161632700458954
Dwight 2022,0.29870798,0.003312242433291057
Dwight 2022,0.3009821,0.0033083330015511074
Dwight 2022,0.30327122,0.003304434311261544
Dwight 2022,0.30557551,0.003300546072112897
Dwight 2022,0.30789516,0.0032966684499962915
Dwight 2022,0.31023035,0.0032928016108028538
Dwight 2022,0.31258127,0.0032889450983319877
Dwight 2022,0.31494811,0.0032850982490191917
Dwight 2022,0.31733107,0.0032812610213916833
Dwight 2022,0.31973033,0.0032774337472317133
Dwight 2022,0.32214612,0.0032736160947570325
Dwight 2022,0.32457862,0.003269807441875918
Dwight 2022,0.32702805,0.0032660074982789004
Dwight 2022,0.32949461,0.0032622164713298867
Dwight 2022,0.33197852,0.003258434485447221
Dwight 2022,0.33448,0.003254660794120838
Dwight 2022,0.33699926,0.003250894941150142
Dwight 2022,0.33953654,0.0032471368021167895
Dwight 2022,0.34209206,0.0032433866673302497
Dwight 2022,0.34466605,0.0032396442464810524
Dwight 2022,0.34725875,0.0032359089174774777
Dwight 2022,0.3498704,0.0032321804729556172
Dwight 2022,0.35250124,0.0032284591617521593
Dwight 2022,0.35515153,0.003224745191231012
Dwight 2022,0.3578215,0.0032210380637187975
Dwight 2022,0.36051143,0.003217337157123796
Dwight 2022,0.36322157,0.0032136424714460056
Dwight 2022,0.36595218,0.0032099543799404607
Dwight 2022,0.36870354,0.003206272633770472
Dwight 2022,0.37147592,0.0032025966523170995
Dwight 2022,0.3742696,0.003198926269689218
Dwight 2022,0.37708486,0.00319526156883239
Dwight 2022,0.379922,0.0031916026326921786
Dwight 2022,0.38278131,0.0031879491709591134
Dwight 2022,0.38566308,0.003184300603014256
Dwight 2022,0.38856763,0.0031806568044392605
Dwight 2022,0.39149526,0.0031770181484891595
Dwight 2022,0.3944463,0.0031733845522183917
Dwight 2022,0.39742105,0.003169755476480798
Dwight 2022,0.40041986,0.0031661305894941276
Dwight 2022,0.40344304,0.0031625098083128173
Dwight 2022,0.40649095,0.003158893423246336
Dwight 2022,0.40956393,0.0031552812684035587
Dwight 2022,0.41266233,0.0031516726802199835
Dwight 2022,0.41578651,0.0031480674513317025
Dwight 2022,0.41893684,0.003144465830575405
Dwight 2022,0.42211368,0.0031408678594238714
Dwight 2022,0.42531742,0.0031372731231492884
Dwight 2022,0.42854844,0.00313368116555106
Dwight 2022,0.43180715,0.003130092028101967
Dwight 2022,0.43509393,0.003126505835220355
Dwight 2022,0.4384092,0.0031229223795423166
Dwight 2022,0.44175338,0.003119341121921693
Dwight 2022,0.44512688,0.003115761854994577
Dwight 2022,0.44853016,0.003112184869070439
Dwight 2022,0.45196364,0.003108610247094841
Dwight 2022,0.45542777,0.003105037532867189
Dwight 2022,0.45892303,0.003101466353132448
Dwight 2022,0.46244986,0.0030978967493634018
Dwight 2022,0.46600877,0.0030943289289239555
Dwight 2022,0.46960022,0.0030907626429774225
Dwight 2022,0.47322473,0.0030871973109048607
Dwight 2022,0.47688279,0.0030836326838695844
Dwight 2022,0.48057492,0.0030800690936538424
Dwight 2022,0.48430166,0.0030765065817304183
Dwight 2022,0.48806354,0.0030729444845348074
Dwight 2022,0.49186112,0.003069382553230322
Dwight 2022,0.49569495,0.003065820912235307
Dwight 2022,0.49956561,0.0030622597274408874
Dwight 2022,0.50347368,0.0030586985426464684
Dwight 2022,0.50741977,0.0030551369016514527
Dwight 2022,0.51140449,0.003051574845928624
Dwight 2022,0.51542846,0.0030480124998963245
Dwight 2022,0.51949231,0.00304444969766343
Dwight 2022,0.5235967,0.003040885775665437
Dwight 2022,0.5277423,0.003037320526538439
Dwight 2022,0.53192978,0.0030337541161735613
Dwight 2022,0.53615984,0.0030301865030980223
Dwight 2022,0.54043318,0.003026617314056791
Dwight 2022,0.54475055,0.003023046092849269
Dwight 2022,0.54911268,0.003019472922421021
Dwight 2022,0.55352032,0.003015898010135953
Dwight 2022,0.55797425,0.0030123210242118154
Dwight 2022,0.56247528,0.0030087413840296667
Dwight 2022,0.5670242,0.0030051590895895076
Dwight 2022,0.57162186,0.003001574472673589
Dwight 2022,0.5762691,0.002997987325918005
Dwight 2022,0.58096679,0.002994396985758252
Dwight 2022,0.58571582,0.002990803286303204
Dwight 2022,0.5905171,0.002987206559335113
Dwight 2022,0.59537157,0.002983606680435635
Dwight 2022,0.60028018,0.002980003068985829
Dwight 2022,0.6052439,0.0029763954761490075
Dwight 2022,0.61026375,0.0029727840678162964
Dwight 2022,0.61534074,0.0029691689269332575
Dwight 2022,0.62047592,0.0029655495143537333
Dwight 2022,0.62567038,0.0029619253738771287
Dwight 2022,0.63092522,0.002958296712867349
Dwight 2022,0.63624156,0.0029546635727971775
Dwight 2022,0.64162056,0.0029510254145204535
Dwight 2022,0.64706342,0.00294738194772771
Dwight 2022,0.65257135,0.0029437332553645073
Dwight 2022,0.6581456,0.002940079254485285
Dwight 2022,0.66378746,0.002936419488889445
Dwight 2022,0.66949823,0.002932753543849175
Dwight 2022,0.67527926,0.0029290816682011624
Dwight 2022,0.68113195,0.0029254039034181897
Dwight 2022,0.6870577,0.0029217196274085346
Dwight 2022,0.69305798,0.002918028549862728
Dwight 2022,0.69913429,0.002914330961090239
Dwight 2022,0.70528816,0.0029106267366727245
Dwight 2022,0.71152117,0.002906915295991243
Dwight 2022,0.71783494,0.0029031963072635456
Dwight 2022,0.72423115,0.0028994699778535373
Dwight 2022,0.73071149,0.0028957361003973114
Dwight 2022,0.73727774,0.002891994011330366
Dwight 2022,0.74393169,0.0028882435447615752
Dwight 2022,0.75067522,0.0028844849910004086
Dwight 2022,0.75751024,0.0028807179767918337
Dwight 2022,0.76443871,0.0028769419215169106
Dwight 2022,0.77146266,0.0028731567007572946
Dwight 2022,0.77858416,0.0028693624389313317
Dwight 2022,0.78580538,0.002865558762783987
Dwight 2022,0.79312851,0.0028617451331691027
Dwight 2022,0.80055583,0.00285792155008668
Dwight 2022,0.80808968,0.002854087889118373
Dwight 2022,0.81573246,0.002850243652590806
Dwight 2022,0.82348668,0.0028463884257761644
Dwight 2022,0.83135488,0.0028425223745655744
Dwight 2022,0.83933971,0.00283864508423122
Dwight 2022,0.84744389,0.002834755766790257
Dwight 2022,0.85567022,0.002830854505188246
Dwight 2022,0.86402161,0.002826941175006845
Dwight 2022,0.87250104,0.0028230151126815485
Dwight 2022,0.8811116,0.002819075986430107
Dwight 2022,0.88985647,0.0028151240450892093
Dwight 2022,0.89873893,0.0028111587909854774
Dwight 2022,0.90776238,0.0028071795190816283
Dwight 2022,0.91693033,0.00280318622937766
Dwight 2022,0.92624641,0.002799178797455231
Dwight 2022,0.93571436,0.002795156435331493
Dwight 2022,0.94533806,0.002791119018588102
Dwight 2022,0.95512151,0.0027870664642794946
Dwight 2022,0.96506887,0.002782998191786731
Dwight 2022,0.97518441,0.0027789137034364354
Dwight 2022,0.98547259,0.002774812957755826
Dwight 2022,0.995938,0.0027706954570715244
Dwight 2022,1.0065854,0.002766569744776504
Dwight 2022,1.017325,0.0027624626537603378
Dwight 2022,1.0280646,0.0027584000630386284
Dwight 2022,1.0388043,0.00275438943771203
Dwight 2022,1.0495439,0.002750429989797696
Dwight 2022,1.0602835,0.0027465208068944355
Dwight 2022,1.0710231,0.0027426606033460242
Dwight 2022,1.0817627,0.0027388482593873648
Dwight 2022,1.0925023,0.0027350829870356093
Dwight 2022,1.103242,0.002731363542107315
Dwight 2022,1.1139816,0.0027276886804190412
Dwight 2022,1.1247212,0.002724057655460722
Dwight 2022,1.1354608,0.00272046972072229
Dwight 2022,1.1462004,0.002716923590547524
Dwight 2022,1.1569401,0.00271341831106245
Dwight 2022,1.1676797,0.002709953509012036
Dwight 2022,1.1784193,0.00270652827199509
Dwight 2022,1.1891589,0.00270314135582817
Dwight 2022,1.1998985,0.0026997922628379
Dwight 2022,1.2106381,0.0026964804124053384
Dwight 2022,1.2213778,0.0026932048506565142
Dwight 2022,1.2321174,0.0026899647481357985
Dwight 2022,1.242857,0.0026867595242242516
Dwight 2022,1.2535966,0.002683588722721278
Dwight 2022,1.2643362,0.0026804515141712493
Dwight 2022,1.2750758,0.0026773471105913187
Dwight 2022,1.2858155,0.00267427501430811
Dwight 2022,1.2965551,0.0026712349350121517
Dwight 2022,1.3072947,0.002668226001775035
Dwight 2022,1.3180343,0.0026652474266139134
Dwight 2022,1.3287739,0.002662298877746535
Dwight 2022,1.3395135,0.00265938006486343
Dwight 2022,1.3502532,0.0026564901170361894
Dwight 2022,1.3609928,0.0026536283707003093
Dwight 2022,1.3717324,0.0026507944940735396
Dwight 2022,1.382472,0.002647988155373628
Dwight 2022,1.3932116,0.0026452087325088544
Dwight 2022,1.4039512,0.002642455561914715
Dwight 2022,1.4146909,0.002639728228863397
Dwight 2022,1.4254305,0.0026370265674637737
Dwight 2022,1.4361701,0.0026343501629880308
Dwight 2022,1.4469097,0.002631698393344448
Dwight 2022,1.4576493,0.002629070677914085
Dwight 2022,1.4683889,0.0026264668922785974
Dwight 2022,1.4791286,0.002623886746128516
Dwight 2022,1.4898682,0.0026213298247360255
Dwight 2022,1.5006078,0.0026187955474821873
Dwight 2022,1.5113474,0.0026162835411119682
Dwight 2022,1.522087,0.0026137936397342422
Dwight 2022,1.5328267,0.0026113255530395402
Dwight 2022,1.5435663,0.002608878783354484
Dwight 2022,1.5543059,0.002606452833005698
Dwight 2022,1.5650455,0.0026040474531564928
Dwight 2022,1.5757851,0.002601662560861306
Dwight 2022,1.5865247,0.0025992977828651056
Dwight 2022,1.5972644,0.002596952580021731
Dwight 2022,1.608004,0.002594626662021715
Dwight 2022,1.6187436,0.0025923196970828043
Dwight 2022,1.6294832,0.002590031726677781
Dwight 2022,1.6402228,0.0025877624604971755
Dwight 2022,1.6509624,0.0025855115252859545
Dwight 2022,1.6617021,0.0025832785063163045
Dwight 2022,1.6724417,0.0025810631962243174
Dwight 2022,1.6831813,0.002578865512064432
Dwight 2022,1.6939209,0.0025766852464727394
Dwight 2022,1.7046605,0.002574521943248645
Dwight 2022,1.7154001,0.002572375270609898
Dwight 2022,1.7261398,0.002570244938247028
Dwight 2022,1.7368794,0.0025681308632144718
Dwight 2022,1.747619,0.002566032921093886
Dwight 2022,1.7583586,0.002563950697157455
Dwight 2022,1.7690982,0.0025618838596229293
Dwight 2022,1.7798378,0.002559832035235275
Dwight 2022,1.7905775,0.002557795058103366
Dwight 2022,1.8013171,0.002555772886754423
Dwight 2022,1.8120567,0.002553765147933411
Dwight 2022,1.8227963,0.0025517715098580794
Dwight 2022,1.8335359,0.0025497913919094893
Dwight 2022,1.8442756,0.0025478247526148586
Dwight 2022,1.8550152,0.0025458708869369033
Dwight 2022,1.8657548,0.002543930334021781
Dwight 2022,1.8764944,0.0025420009372848595
Dwight 2022,1.887234,0.0025400851436202417
Dwight 2022,1.8979736,0.0025381763588556826
Dwight 2022,1.9087133,0.002536284660877066
Dwight 2022,1.9194529,0.0025343888156203077
Dwight 2022,1.9301925,0.0025325252361874896
Dwight 2022,1.9409321,0.002530624206833055
Dwight 2022,1.9516717,0.0025288048373852236
Dwight 2022,1.9624113,0.0025268732011181055
Dwight 2022,1.973151,0.0025251228423785466
Dwight 2022,1.9838906,0.002523561184794419
Dwight 2022,1.9946302,0.001891376108360083
