zone,log(y+),u+
Dwight 2022,0.7934961899329738,5.144354927922366
Dwight 2022,0.808339829211355,5.302200325938516
Dwight 2022,0.8230835661082854,5.461221617024556
Dwight 2022,0.837733968458098,5.621194049204565
Dwight 2022,0.8522971166390088,5.781888236441266
Dwight 2022,0.8667786904725789,5.94307556504094
Dwight 2022,0.8811839315002875,6.104531669199444
Dwight 2022,0.8955177446912286,6.26603836186112
Dwight 2022,0.9097847004398218,6.427389041123703
Dwight 2022,0.9239890485020057,6.58838869023833
Dwight 2022,0.9381347511170461,6.748858511670891
Dwight 2022,0.9522255120526013,6.908633996243135
Dwight 2022,0.9662647745836894,7.0675683986786915
Dwight 2022,0.9802557658463171,7.225531192915939
Dwight 2022,0.9942015002275417,7.382409616795141
Dwight 2022,1.0081048000352533,7.538106741199534
Dwight 2022,1.0219682813828308,7.692541083883552
Dwight 2022,1.0357944218686639,7.845672482982082
Dwight 2022,1.0495855111509131,7.9975438035626985
Dwight 2022,1.0633437211565784,8.148239617245203
Dwight 2022,1.0770710580502185,8.297792362459113
Dwight 2022,1.0907694266604242,8.446164580541772
Dwight 2022,1.104440584110419,8.593296414867295
Dwight 2022,1.1180861927105608,8.739129167325128
Dwight 2022,1.1317078139606875,8.883611863240322
Dwight 2022,1.145306910022478,9.026700479029966
Dwight 2022,1.158884839456753,9.168357942203183
Dwight 2022,1.1724428883496152,9.308553745189363
Dwight 2022,1.185982257589436,9.447264331509926
Dwight 2022,1.1995040847390683,9.584471164919439
Dwight 2022,1.213009420735744,9.720161887920943
Dwight 2022,1.2264992612370627,9.854328777078837
Dwight 2022,1.239974543390484,9.986969129190665
Dwight 2022,1.253436138500118,10.118084488943545
Dwight 2022,1.2668848736236844,10.247679104227055
Dwight 2022,1.280321518339679,10.375761470820358
Dwight 2022,1.2937467997262613,10.502342015361506
Dwight 2022,1.3071613896932452,10.627433095347461
Dwight 2022,1.3205659715288398,10.751048226790521
Dwight 2022,1.3339610549582075,10.87320324273366
Dwight 2022,1.347347303872944,10.993913976219854
Dwight 2022,1.3607252044166234,11.113198963494547
Dwight 2022,1.3740952204451506,11.23107828549029
Dwight 2022,1.3874578878296857,11.347582449777697
Dwight 2022,1.400813622129487,11.46276397571884
Dwight 2022,1.4141628208809616,11.576713613682005
Dwight 2022,1.4275058851012963,11.689544125826927
Dwight 2022,1.4408431752646822,11.801339311429855
Dwight 2022,1.4541750640616984,11.91214049087124
Dwight 2022,1.4675018064439096,12.021973923832117
Dwight 2022,1.4808237965861597,12.130866256165303
Dwight 2022,1.4941412363555242,12.238842975208273
Dwight 2022,1.507454440878555,12.34592918212672
Dwight 2022,1.520763656739128,12.452149591914566
Dwight 2022,1.534069109318329,12.557528533393938
Dwight 2022,1.5473710420487485,12.662089176871635
Dwight 2022,1.5606696552556667,12.765854306482678
Dwight 2022,1.5739651231978118,12.868846706362076
Dwight 2022,1.5872576739344961,12.971088002129509
Dwight 2022,1.6005474421839216,13.072599819404653
Dwight 2022,1.613834636245865,13.173402239120062
Dwight 2022,1.6271193557424453,13.273516114551855
Dwight 2022,1.6404017899431376,13.372960754289027
Dwight 2022,1.6536820428251868,13.471755853092354
Dwight 2022,1.6669602800025798,13.569919561035498
Dwight 2022,1.680236584522518,13.667470414363885
Dwight 2022,1.6935110948803986,13.764425404635842
Dwight 2022,1.7067839191489922,13.860802681925023
Dwight 2022,1.7200551280792324,13.956618851617963
Dwight 2022,1.7333248590638526,14.051890132929419
Dwight 2022,1.7465931585433176,14.14663235890237
Dwight 2022,1.7598601461481307,14.240861362579793
Dwight 2022,1.7731258786798743,14.334591818489324
Dwight 2022,1.7863904312751224,14.427838787330382
Dwight 2022,1.7996538972163871,14.520616557458826
Dwight 2022,1.8129163089939833,14.61293903105873
Dwight 2022,1.8261777373522443,14.70482011031417
Dwight 2022,1.8394382625812402,14.79627331123745
Dwight 2022,1.8526979144675628,14.887311377497301
Dwight 2022,1.8659567494832465,14.977947052762465
Dwight 2022,1.8792148136899878,15.0681926945299
Dwight 2022,1.8924721659047747,15.158060660296561
Dwight 2022,1.9057288333352487,15.247562921387628
Dwight 2022,1.9189848665879123,15.336710676784717
Dwight 2022,1.9322403056237296,15.425515897813007
Dwight 2022,1.945495170418843,15.513989783454118
Dwight 2022,1.9587495090075284,15.602142760346105
Dwight 2022,1.9720033464408468,15.689986027470587
Dwight 2022,1.9852567211222858,15.777530011465624
Dwight 2022,1.998509646557555,15.864785138969271
Dwight 2022,2.0117621536999017,15.951761450447808
Dwight 2022,2.0250142696802547,16.038469758711074
Dwight 2022,2.038266023085607,16.124918945710007
Dwight 2022,2.051517425434225,16.21111943808266
Dwight 2022,2.064768499428374,16.29708089012354
Dwight 2022,2.0780192736992897,16.38281295612714
Dwight 2022,2.091269757429056,16.46832490421618
Dwight 2022,2.1045199657561833,16.553625616341595
Dwight 2022,2.117769921154519,16.638725519141445
Dwight 2022,2.1310196416312013,16.723632722223112
Dwight 2022,2.1442691306285973,16.808356879881092
Dwight 2022,2.1575184038452213,16.8929072602381
Dwight 2022,2.170767482505518,16.977292745245084
Dwight 2022,2.1840163707217397,17.06152221685297
Dwight 2022,2.1972650849470896,17.145604557012703
Dwight 2022,2.2105136310665983,17.22954942001878
Dwight 2022,2.223762015494709,17.313365301650364
Dwight 2022,2.237010258997729,17.397061856201947
Dwight 2022,2.250258360086373,17.480647579452686
Dwight 2022,2.263506333762167,17.56413173952531
Dwight 2022,2.276754180542156,17.647523218370747
Dwight 2022,2.2900019126633673,17.730832056455277
Dwight 2022,2.3032495248639733,17.814066749558062
Dwight 2022,2.3164970476181335,17.89723733814538
Dwight 2022,2.3297444994979633,17.980353090339946
Dwight 2022,2.342991839632411,18.06342366043626
Dwight 2022,2.3562390889569818,18.14645831655704
Dwight 2022,2.3694862383275166,18.229467871512128
Dwight 2022,2.38273334753151,18.312461593424235
Dwight 2022,2.395980354216195,18.395450295103203
Dwight 2022,2.4092273122111854,18.478444403187094
Dwight 2022,2.4224742038987497,18.561454344313955
Dwight 2022,2.435721064111064,18.64449093129364
Dwight 2022,2.4489678412786335,18.72756536310775
Dwight 2022,2.462214545607146,18.810689224909698
Dwight 2022,2.475461229645624,18.89387410185287
Dwight 2022,2.4887078612503006,18.97713196526245
Dwight 2022,2.501954458569946,19.060475172635396
Dwight 2022,2.515200994557863,19.143916467640445
Dwight 2022,2.528447518438515,19.22746898011811
Dwight 2022,2.541693987857148,19.31114583990892
Dwight 2022,2.5549404368232524,19.39496133536872
Dwight 2022,2.5681868395168865,19.478929754853375
Dwight 2022,2.5814332194023506,19.56306577289052
Dwight 2022,2.5946795668138125,19.64738483635135
Dwight 2022,2.6079258748965874,19.731903550622405
Dwight 2022,2.6211721691873953,19.816637748746665
Dwight 2022,2.634418452878827,19.90160442228244
Dwight 2022,2.6476646993310937,19.98682249364695
Dwight 2022,2.6609109383773637,20.072309726742073
Dwight 2022,2.67415714776432,20.158085816328587
Dwight 2022,2.687403337093711,20.244171615682603
Dwight 2022,2.700649498861121,20.33058720573668
Dwight 2022,2.7138956658049986,20.417355756797615
Dwight 2022,2.72714179903827,20.504499280656862
Dwight 2022,2.7403879265111124,20.592042878480118
Dwight 2022,2.7536340480018398,20.680012037604858
Dwight 2022,2.7668801429717464,20.768432631540335
Dwight 2022,2.780126233272091,20.85733285082649
Dwight 2022,2.7933723118088136,20.946742044518594
Dwight 2022,2.8066183757465177,21.03669149253082
Dwight 2022,2.8198644409628093,21.127213633292687
Dwight 2022,2.8331104913202863,21.21834206374904
Dwight 2022,2.84635652098083,21.310113856390764
Dwight 2022,2.859602557494397,21.402566469880504
Dwight 2022,2.8728485780992137,21.495740452255152
Dwight 2022,2.886094594508062,21.58967866858229
Dwight 2022,2.8993406052668824,21.6844255286166
Dwight 2022,2.9125865973680125,21.780029690002358
Dwight 2022,2.9258325976711927,21.876540968899175
Dwight 2022,2.939078588180469,21.974013429356237
Dwight 2022,2.9523245681019628,22.07250422479698
Dwight 2022,2.9655705499675817,22.172082479970005
Dwight 2022,2.9788165203352412,22.2728679081271
Dwight 2022,2.9920624933510367,22.375058229219583
Dwight 2022,3.005308454260269,22.478881670769393
Dwight 2022,3.0185544179381916,22.58452205054378
Dwight 2022,3.0318003745821875,22.69210757757368
Dwight 2022,3.04504632848537,22.801730160742714
Dwight 2022,3.0582922779766513,22.913463558860855
Dwight 2022,3.0715382272114273,23.027379213707384
Dwight 2022,3.084784167720147,23.14355937987143
Dwight 2022,3.0980301102037022,23.262108709905352
Dwight 2022,3.111276051437499,23.383163136275684
Dwight 2022,3.12452198472501,23.506896822455182
Dwight 2022,3.1377679206682685,23.63352563846882
Dwight 2022,3.151013850073928,23.763312181126963
Dwight 2022,3.1642597826391343,23.89655882293328
Dwight 2022,3.1775057054269933,24.033599602477423
Dwight 2022,3.190751635619701,24.174777440299966
Dwight 2022,3.2039975578220465,24.320406294057996
Dwight 2022,3.217243479824173,24.470704736978952
Dwight 2022,3.230489403684896,24.625699801087432
Dwight 2022,3.243735320734561,24.785082935131264
Dwight 2022,3.2569812400482907,24.94803313790632
Dwight 2022,3.270227157047244,25.113050904391134
Dwight 2022,3.283473071309428,25.277938530986106
Dwight 2022,3.296718996753217,25.44016852339159
Dwight 2022,3.309964899071028,25.59793243916218
Dwight 2022,3.323210808945646,25.751693298261994
Dwight 2022,3.3364567434133483,25.904192147984997
Dwight 2022,3.3497026288599216,26.057912072876142
Dwight 2022,3.3629485609622165,26.213530032065652
Dwight 2022,3.376194448662595,26.370806212878183
Dwight 2022,3.389440376300272,26.528973678158792
Dwight 2022,3.4026862657941526,26.680934204420574
Dwight 2022,3.415932182263607,26.800108746566206
Dwight 2022,3.4291780818514477,26.8606334496348
Dwight 2022,3.4424240004135465,26.87573701411969
Dwight 2022,3.455669882971028,26.87652171517651
Dwight 2022,3.4689157878501677,26.876332104832557
Dwight 2022,3.4821616920574097,26.876301597261943
Dwight 2022,3.495407600650049,26.876292329139226
Dwight 2022,3.5086535058410258,26.87628499187541
Dwight 2022,3.521899403731711,26.876278426955153
Dwight 2022,3.5351453078808555,26.87627224820667
Dwight 2022,3.5483912121312446,26.876265683286412
Dwight 2022,3.561637129317118,26.876259504537934
Dwight 2022,3.5748830327499377,26.876252553445894
Dwight 2022,3.588128917023329,26.87624560235386
Dwight 2022,3.6013748268554586,26.876238265090034
Dwight 2022,3.614620736115114,26.876230155482656
Dwight 2022,3.6278666272696682,26.876221659703504
Dwight 2022,3.6411125377720506,26.87621239158078
Dwight 2022,3.654358428681845,26.876202737286285
Dwight 2022,3.6676043308789548,26.876192310648225
Dwight 2022,3.680850235975842,26.876181111666607
Dwight 2022,3.6940961255876315,26.876169526513213
Dwight 2022,3.707342028761616,26.876156782844472
Dwight 2022,3.720587923793973,26.876143266832177
Dwight 2022,3.73383382878791,26.876128978476316
Dwight 2022,3.7470797245788026,26.876113917776898
Dwight 2022,3.7603256231015036,26.876098084733922
Dwight 2022,3.7735715237290353,26.876081093175607
Dwight 2022,3.7868174182715273,26.87606332927373
Dwight 2022,3.800063321767678,26.87604479302829
Dwight 2022,3.8133092193827935,26.876025098267515
Dwight 2022,3.826555123289108,26.8760042449914
Dwight 2022,3.8398010213660925,26.87598223319994
Dwight 2022,3.853046917648713,26.87595906289315
Dwight 2022,3.866292807860082,26.875935120242794
Dwight 2022,3.879538714720154,26.875909246733535
Dwight 2022,3.8927846082451922,26.875882600880722
Dwight 2022,3.9060305080167756,26.875854024169
Dwight 2022,3.9192764041686807,26.875824288941953
Dwight 2022,3.9325223004914878,26.875792622855997
Dwight 2022,3.9457682018459184,26.875759798254702
Dwight 2022,3.959014094036138,26.87572465662273
Dwight 2022,3.972259990186882,26.875688356475415
Dwight 2022,3.985505889866923,26.87564973929742
Dwight 2022,3.9987517873781386,26.875608805088753
Dwight 2022,4.01199768664865,26.87556594002118
Dwight 2022,4.025243581221521,26.875520757922924
Dwight 2022,4.038489483922009,26.875473258793992
Dwight 2022,4.051735375795788,26.8754230564626
Dwight 2022,4.064981280381373,26.875370150928752
Dwight 2022,4.0782271761227396,26.87531454219244
Dwight 2022,4.091473074661067,26.87525623025367
Dwight 2022,4.104718965478306,26.875194442768883
Dwight 2022,4.117964866608249,26.875129179738074
Dwight 2022,4.131210765981784,26.87506082733303
Dwight 2022,4.144456657685663,26.874988613210178
Dwight 2022,4.157702559980921,26.874912537369532
Dwight 2022,4.17094845538343,26.87483259981109
Dwight 2022,4.184194351766462,26.874748414363065
Dwight 2022,4.197440246577188,26.87465959485368
Dwight 2022,4.210686143786848,26.874566141282937
Dwight 2022,4.223932042310833,26.874467667479056
Dwight 2022,4.237177940829716,26.87436378727025
Dwight 2022,4.2504238367293325,26.87425488682831
Dwight 2022,4.263669734149048,26.874139807637892
Dwight 2022,4.27691563236819,26.874018935870772
Dwight 2022,4.2901615289058315,26.873891885355178
Dwight 2022,4.303407442869501,26.873758269919318
Dwight 2022,4.316653327562526,26.873617703391428
Dwight 2022,4.3298992162164325,26.87347018577149
Dwight 2022,4.343145099828448,26.873314944715958
Dwight 2022,4.356391026996673,26.87315159405305
Dwight 2022,4.369636903886366,26.872980133782757
Dwight 2022,4.38288282029619,26.872800177733307
Dwight 2022,4.396128706040452,26.872610953561143
Dwight 2022,4.409374607602425,26.87241284743804
Dwight 2022,4.422620500540889,26.87220508702044
Dwight 2022,4.435866382265739,26.87198728613655
Dwight 2022,4.449112288469053,26.871759058614614
Dwight 2022,4.462358189133827,26.87152001828284
Dwight 2022,4.475604072472973,26.871270165141226
Dwight 2022,4.488849986804602,26.87100834067443
Dwight 2022,4.502095887708045,26.870734931054237
Dwight 2022,4.515341770195906,26.870449163937092
Dwight 2022,4.528587677643621,26.870151039322984
Dwight 2022,4.5418335623055075,26.869839784868358
Dwight 2022,4.555079476778216,26.869515786744994
Dwight 2022,4.568325365615423,26.86917788643756
Dwight 2022,4.581571270280975,26.868826470117817
Dwight 2022,4.594817153718297,26.868460765442226
Dwight 2022,4.608063047370051,26.86808077241077
Dwight 2022,4.62130894955482,26.867686491023463
Dwight 2022,4.634554839193393,26.867277535108517
Dwight 2022,4.647800744358384,26.866853904665934
Dwight 2022,4.6610466505008175,26.86641521352393
Dwight 2022,4.674292531846257,26.86596184785429
Dwight 2022,4.68753842955968,26.865493421485237
Dwight 2022,4.700784330066614,26.865009934416758
Dwight 2022,4.714030227749415,26.86451177282065
Dwight 2022,4.7272761291214245,26.8639989366969
Dwight 2022,4.740522025034974,26.863471426045518
Dwight 2022,4.753767912221935,26.86292962703827
Dwight 2022,4.7670138108412505,26.862373925846953
Dwight 2022,4.780259708216038,26.861804708643334
Dwight 2022,4.79350560747795,26.86122197542742
Dwight 2022,4.806751501462002,26.860626498542764
Dwight 2022,4.81999740206901,26.86001905033293
Dwight 2022,4.833243301969222,26.85939963079792
Dwight 2022,4.846489202952252,26.858769398453074
Dwight 2022,4.859735092297877,26.85812873947017
Dwight 2022,4.872980991064456,26.857478426192763
Dwight 2022,4.88622688346398,26.856819230964422
Dwight 2022,4.899472786332218,26.85615231230048
Dwight 2022,4.912718681959932,26.8554784425445
Dwight 2022,4.925964582830881,26.85479800786826
Dwight 2022,4.939210477643955,26.854112939130665
Dwight 2022,4.952456371409957,26.85342400867527
Dwight 2022,4.965702272479362,26.852731988845633
Dwight 2022,4.978948163589792,26.852038038157097
Dwight 2022,4.992194064016294,26.85134370129678
Dwight 2022,5.005439955052173,26.850650136780022
Dwight 2022,5.018685856067094,26.84995811695039
Dwight 2022,5.031931753234773,26.84926995883855
Dwight 2022,5.045177647165637,26.84858604861629
Dwight 2022,5.058423547642958,26.847908703314292
Dwight 2022,5.071669440069569,26.847238695276115
Dwight 2022,5.084915341122442,26.846577955360654
Dwight 2022,5.098161236258619,26.845927642083243
Dwight 2022,5.111407132625609,26.84529045864636
Dwight 2022,5.124653032594043,26.84466717739355
Dwight 2022,5.137898929956256,26.8440601153555
Dwight 2022,5.1511448244965115,26.84347158956288
Dwight 2022,5.164390722127066,26.842903917046385
Dwight 2022,5.177636617719991,26.842359028664905
Dwight 2022,5.190882513382788,26.841840399964457
Dwight 2022,5.204128412088875,26.841351506491062
Dwight 2022,5.217374306906264,26.840895051447184
Dwight 2022,5.230620206704589,26.840477213581302
Dwight 2022,5.243866103894122,26.840102626954764
Dwight 2022,5.257111999001633,26.8397824905492
Dwight 2022,5.2703578934413695,26.839522983113092
Dwight 2022,5.28360379198242,26.839358860106618
