station_x_over_c	wall_normal_over_c	Ux_over_Uref_RANS_SST	Ux_over_Uref_LES	k_over_Uref2_RANS_SST	k_over_Uref2_LES	uv_over_Uref2_RANS_SST	uv_over_Uref2_LES
0.65	0.14431190476190475	1.1118282785277296	1.149061462397229	0.002745964292908615	0.003767742213732923	-0.0007168022894040998	-0.0008715618720906156
0.65	0.14636690476190475	1.1195365125263648	1.152158244237366	0.002682690266579462	0.0037371887008235613	-0.0006965098895724722	-0.0008815274318027596
0.65	0.14855071428571429	1.127293843556838	1.1557168977668009	0.0026094238485363194	0.003695857125838719	-0.0006744369176232599	-0.0008914434287452278
0.65	0.15086904761904762	1.135114711922632	1.1598318608183262	0.0025240297697651792	0.003628280917346197	-0.0006498212566841807	-0.000893856705833105
0.65	0.15332809523809526	1.1429991176237462	1.1644584132838816	0.002424597965405855	0.003525319795470042	-0.0006219879309565075	-0.0008847413750185832
0.65	0.15593357142857142	1.1509412845387876	1.1696170976881664	0.002309493620119497	0.003393119648700102	-0.0005903346243457195	-0.0008640768673332641
0.65	0.1586909523809524	1.1589325484856678	1.1753916671481657	0.0021773738498777648	0.0032305325287481255	-0.0005543596226305217	-0.0008322752064283583
0.65	0.1616057142857143	1.166946916918119	1.1816728423201703	0.0020272377473303416	0.003019978493259766	-0.0005136595198230972	-0.0007860332395840693
0.65	0.16468309523809524	1.1749583972898738	1.1883566019895861	0.0018585181316453816	0.0027817559773416012	-0.00046794784867968184	-0.000729016504651099
0.65	0.16792761904761905	1.1829236686904865	1.1953411112617573	0.0016713651389254325	0.002510858149749656	-0.0004171654913298676	-0.0006631276078281603
0.65	0.17134404761904762	1.1907791937846368	1.2021840815644176	0.0014671883803555226	0.0022181695272659287	-0.00036157302503226073	-0.0005915757348932645
0.65	0.1749359523809524	1.1984412188121298	1.2090374967426853	0.0012501332805448782	0.001903534118525817	-0.0003021634608106881	-0.0005105157276366846
0.65	0.1787064285714286	1.2057768929809318	1.2155925738471876	0.0010275565085183234	0.0015722166001147818	-0.0002409324616624257	-0.00042444674266414246
0.65	0.18265833333333337	1.2125840520422966	1.2214629202485991	0.0008054610061093785	0.0012556701656426849	-0.00017800620811395877	-0.0003399998654252922
0.65	0.18679309523809523	1.2185969944121573	1.2264393942863838	0.0005878570754349775	0.0009636634991367042	-0.00010980198718978836	-0.00026285241725535987
0.65	0.19111166666666668	1.2234460483213774	1.2303470159281795	0.0003843067180484739	0.0007042575273692041	-5.280308885180253e-05	-0.00019264888878880087
0.65	0.19561404761904763	1.2267239972117674	1.233127073670183	0.0002132558223267359	0.0004885133614306328	-1.5009087527764696e-05	-0.00013342576759443902
0.65	0.20029880952380955	1.2281506991957785	1.2347072809812363	9.280913405806552e-05	0.00032137104864042354	2.2723075485793617e-06	-8.700404233182287e-05
0.65	0.20516357142857145	1.2278474528226586	1.2351524378475476	2.7820803664658562e-05	0.0002040312604604837	4.712324418734011e-06	-5.407409358056929e-05
0.65	0.21020476190476192	1.2265131687809316	1.2346430455241264	9.324452875545305e-06	0.00012894495976624473	2.0367001171063884e-06	-3.276172542530469e-05
0.65	0.21541761904761905	1.2249478398834943	1.2335001557687042	5.985959772144112e-06	8.142535824514594e-05	9.081904068564283e-07	-1.9372258808770683e-05
0.65	0.2207959523809524	1.2235009214746084	1.2319686366392764	5.10287589874934e-06	5.21810726858947e-05	6.941793287193209e-07	-1.1094005889291178e-05
0.65	0.22633238095238095	1.2221608613114887	1.2301760655880183	4.35139466013197e-06	3.4902523034004235e-05	6.061779472808876e-07	-6.556550827044062e-06
0.65	0.23201809523809525	1.2208236892090654	1.2282199312000932	3.5392417542962697e-06	2.4944522755391302e-05	5.1672551436565e-07	-4.532050639753772e-06
0.65	0.23784285714285713	1.2194345320141071	1.22620033655419	2.8056433936712156e-06	1.832026329837314e-05	4.3209273112171944e-07	-3.3219204125641284e-06
0.65	0.2437904761904762	1.2179731733017394	1.2241422648842428	2.24217425991615e-06	1.392261116000201e-05	3.631991551897523e-07	-2.3583625442488505e-06
0.65	0.25042857142857144	1.216315426462018	1.2218746051906957	1.8082725826595106e-06	1.0539182271156698e-05	3.0724185349138694e-07	-1.7423432257319153e-06
0.65	0.2589238095238095	1.2142042540929652	1.2189899469954348	1.4189112824919401e-06	7.799078193072474e-06	2.5432695092568014e-07	-1.399913471575719e-06
0.65	0.2702738095238095	1.2113883949139959	1.2151987892201266	1.029625050375643e-06	5.565036085586403e-06	1.9631744344076335e-07	-1.0653128510411636e-06
0.65	0.2853714285714286	1.2076136995838287	1.210529878689064	6.421187651639921e-07	3.855726028267525e-06	1.3113199616459332e-07	-8.097793680777215e-07
0.65	0.30535	1.2026086903970044	1.2045633340145108	3.0732276328836537e-07	2.627693487129018e-06	6.706716434996754e-08	-4.7487736219179456e-07
0.65	0.3315952380952381	1.1961394344371157	1.1964171583108727	1.0913309885226343e-07	1.7690725525218554e-06	2.5387996413223555e-08	-1.614616808338584e-07
0.65	0.36574761904761904	1.1881741630365033	1.1868695340860702	4.9354991670927215e-08	1.1419159317823197e-06	1.2443359583362587e-08	-3.6403531478113143e-09
0.65	0.40965000000000007	1.1789496971722693	1.176415892794506	4.1412374801439216e-08	7.634639993864592e-07	1.1233686709049865e-08	6.09457986150333e-08
0.65	0.46521190476190477	1.1689310146165313	1.1651718613729847	4.0747271867154133e-08	5.589976447911065e-07	1.1596611218198685e-08	4.101507605779585e-08
0.65	0.5336880952380952	1.1589960858209882	1.1540133685485416	4.0241480019461036e-08	2.9030288709595114e-07	1.1952109458228263e-08	1.4393397022697327e-07
0.65	0.6150619047619048	1.1494683735836344	1.1438983638608924	3.9753120641452615e-08	1.9513295294325021e-07	1.2181527795840734e-08	1.1821964532745819e-07
0.65	0.7117595238095239	1.141878550073551	1.1353078573223376	3.9494719727179324e-08	1.4780600249844715e-07	1.7355612821458285e-08	7.241976407010439e-08
0.65	0.8283857142857144	1.1348461222778687	1.1281980308697066	3.939721466946936e-08	1.251951051870922e-07	1.2799439151715774e-08	2.4688570376538864e-08
0.8	0.024646190476190478	-0.010056891598751127	-0.012368647693227085	1.6480439976630658e-06	0.00026436287203682326	4.2121187010646166e-08	-8.217734668352683e-05
0.8	0.02473952380952381	-0.030272074607303235	-0.0362063637402884	1.3433427775430702e-05	0.0017659388180648462	8.346914636903028e-07	-0.0005632568495115546
0.8	0.02483309523809524	-0.050420052443450616	-0.05777669360564615	5.71739130737053e-05	0.0037170698234298286	6.429437708378856e-06	-0.0011959620698939388
0.8	0.02492642857142857	-0.06957973590929717	-0.0757320866866732	0.00015490459198222122	0.005548805800022057	2.5254077694852036e-05	-0.0017811846605952206
0.8	0.02502	-0.08633308720292092	-0.09015591808484162	0.0003034701040791068	0.00709755500455604	6.019808783046082e-05	-0.0022603935904672535
0.8	0.02511357142857143	-0.09972098136705444	-0.10158045751276475	0.00047399218708409443	0.008356740136950236	0.00010027725831265103	-0.0026339209838599394
0.8	0.02520857142857143	-0.10998283863342759	-0.11079108501716757	0.0006431547042715693	0.009387315563683996	0.00013400747973782732	-0.002925068766132542
0.8	0.02531357142857143	-0.11805208021910991	-0.1188686504021782	0.000808916638736345	0.010299911433912047	0.00015875575637004934	-0.003168816018301073
0.8	0.025437380952380954	-0.12460797799988979	-0.12633210122996857	0.0009769272783814976	0.011149902537623452	0.0001743213270779414	-0.0033812895804954403
0.8	0.025583333333333333	-0.12992865222082844	-0.13310801847379095	0.0011498757276215434	0.011928466926666348	0.00018085290250032855	-0.0035613132849092563
0.8	0.025754523809523814	-0.13419778354221557	-0.13915211515545656	0.0013287295302284543	0.012629061601360266	0.00017972275600230164	-0.0037093122751299806
0.8	0.02595357142857143	-0.13759414292115704	-0.14444559057703407	0.0015142477076095539	0.013247794091863418	0.000172337099537892	-0.0038270178077502402
0.8	0.026183809523809526	-0.14027050876849126	-0.14899818711746962	0.0017067805773374523	0.013788498175114912	0.0001597191208228527	-0.0039188343189743135
0.8	0.026447380952380955	-0.1423461579909787	-0.1528085309007905	0.0019062030259933602	0.014257932794481534	0.00014250767515208788	-0.0039905985093593764
0.8	0.02674595238095238	-0.14391264211269456	-0.15593597464934023	0.0021119812363237763	0.014667816635246163	0.00012108183101971714	-0.004048453241956978
0.8	0.027080714285714284	-0.14503985220249122	-0.15842782637949684	0.002323122641872969	0.01502116295300297	9.57085012549678e-05	-0.004096763833076085
0.8	0.02745095238095238	-0.14578323902573911	-0.16028545937934904	0.0025381926087721532	0.01532085200781626	6.665552375133036e-05	-0.004140912414099703
0.8	0.027854761904761903	-0.14618987797178923	-0.16155235517375865	0.0027553895037907587	0.015573499461986636	3.426506637257797e-05	-0.004186434216658247
0.8	0.02828857142857143	-0.1463030899510873	-0.16231267758134005	0.0029725363534418487	0.015768340807587468	-1.005204300220604e-06	-0.004232062565821033
0.8	0.028746666666666667	-0.14616388542552183	-0.16261202452935888	0.0031872142982954923	0.015904219404176034	-3.8569236995041345e-05	-0.004285506166098666
0.8	0.02922190476190476	-0.1458138524691207	-0.16243611606393982	0.0033969043881867268	0.015988555526098076	-7.772729716122695e-05	-0.0043639135283312785
0.8	0.029706666666666666	-0.1452922687073547	-0.16192407245341983	0.0035999301033037725	0.015833783153642374	-0.00011784006881406173	-0.00440615973029187
0.8	0.030200238095238096	-0.14462310504400375	-0.1612973384291919	0.0037979262589854803	0.015942615580315775	-0.00015889962432334535	-0.004470961968884327
0.8	0.030718809523809523	-0.1438063614790678	-0.1604486659580817	0.003995772278564641	0.016103668093835774	-0.00020178239050207912	-0.004540347582882496
0.8	0.03127595238095238	-0.14283077457583107	-0.1593883807636486	0.004197505155020861	0.016293429009715053	-0.0002474338317007931	-0.004616630791460658
0.8	0.03187404761904762	-0.14168768015220431	-0.15807938682939696	0.004404367681647453	0.01648918468952555	-0.0002962496488650529	-0.004695270249989067
0.8	0.032516190476190476	-0.14037043566858595	-0.15647506029848682	0.004616526676336135	0.016699230653679346	-0.00034836144287471167	-0.004775618537973409
0.8	0.033205476190476195	-0.13887210977930464	-0.15461416849388854	0.00483415729787321	0.016937461036320968	-0.0004038960866569355	-0.004862299960643998
0.8	0.03394476190476191	-0.13718317188406232	-0.15251208430975985	0.005057359636993713	0.017201871458610494	-0.00046297851212180445	-0.004959856808967255
0.8	0.03473809523809524	-0.13529380257649132	-0.15003007646138633	0.005286250466221846	0.017463741616252308	-0.0005257218584531316	-0.005057829352959677
0.8	0.03558880952380952	-0.13319244961380614	-0.14710396619224136	0.005520896512714296	0.01776472919880172	-0.0005922334700290774	-0.005178375389378679
0.8	0.036500476190476194	-0.13086669433501227	-0.14373150483846533	0.005761331140049409	0.018124141127889053	-0.0006626096372420574	-0.005327590977242496
0.8	0.037477857142857146	-0.1283020964366279	-0.14003566769335313	0.006007562689121769	0.018500663393307956	-0.0007369218904363155	-0.00548820942027312
0.8	0.038524523809523814	-0.12548306039089258	-0.13600906389399955	0.006259566137247619	0.018886316519965297	-0.0008152250668032893	-0.005646618903087312
0.8	0.03964547619047619	-0.12239225783362798	-0.13160330912838303	0.0065173248026377875	0.01931703028852368	-0.0008975518468812941	-0.0058232606129789335
0.8	0.040845238095238094	-0.11901062756423805	-0.1266552707887177	0.006780780299030171	0.019823653367995124	-0.000983903121870728	-0.006038957339804957
0.8	0.04212857142857143	-0.11531708673963921	-0.12115386661360115	0.007049899262846427	0.020358543014702357	-0.001074242227394315	-0.006280727382150388
0.8	0.04350119047619047	-0.11128853087426044	-0.1148465753004593	0.007324690034981143	0.020973116079391955	-0.0011685085320605139	-0.0065581175415381525
0.8	0.04496809523809524	-0.10689810100362539	-0.10753275455354677	0.007605269387958519	0.021670480374060195	-0.0012666017251181762	-0.006872279283357473
0.8	0.046534761904761905	-0.10211662771470066	-0.09950691452513256	0.00789187920772155	0.022428849093338973	-0.0013684094181715984	-0.007233767526472498
0.8	0.04820738095238095	-0.09690974308519933	-0.09072804630897381	0.008185095015996667	0.023221561688505015	-0.001473822741704207	-0.007597434410898717
0.8	0.04999166666666667	-0.09123672545930248	-0.08151621538583917	0.008485942742817946	0.0241700179255269	-0.0015827994786317089	-0.007983621618825444
0.8	0.05189404761904762	-0.08504847780517164	-0.07119401135262314	0.008796140612470095	0.02529110545748769	-0.0016954885344702575	-0.008401512566276819
0.8	0.05392071428571429	-0.07828319562390432	-0.0586262223100735	0.009118766415055336	0.026603500166791482	-0.001812425429572261	-0.008910516363167685
0.8	0.056077857142857145	-0.07085741396137515	-0.04485862059463814	0.009458824687325248	0.028228817339373408	-0.0019349926967546218	-0.009510398886865574
0.8	0.05837238095238095	-0.06265532158365937	-0.028648387232723345	0.009824572914919946	0.030263622893215894	-0.0020661691255461257	-0.010303988448821312
0.8	0.06081047619047619	-0.05350161320648679	-0.009635143309171064	0.010230023800743848	0.032750255065850636	-0.002212277897339683	-0.011368718501407181
0.8	0.06339928571428571	-0.043115280524099735	0.013109863600345268	0.010699032303312825	0.03584917553391528	-0.002384234869588295	-0.012699310562409652
0.8	0.06614476190476191	-0.031027013673336653	0.03993202175959552	0.011269716310884755	0.03965006815330262	-0.002597105933168039	-0.01423869691723513
0.8	0.06905380952380953	-0.016490739934502018	0.07193906810834191	0.011993872778838493	0.043929090381526946	-0.002874428165820365	-0.01601556287245179
0.8	0.07213261904761904	0.0015671599279188104	0.11177626436966054	0.012942566129046488	0.04881580158714624	-0.0032613087681572766	-0.018185173574509352
0.8	0.07538690476190477	0.024647229833821973	0.1587647478512036	0.014231818205199556	0.054346214914697155	-0.003819163252144698	-0.020746736192032527
0.8	0.07882285714285714	0.05499040849547006	0.2155650102968127	0.016039623697762254	0.06002805983215657	-0.004577153983459685	-0.02340982484301266
0.8	0.08244571428571427	0.09558961054088459	0.28360255167058485	0.0185579065911577	0.06600329891460102	-0.005588638264352212	-0.026223080087923727
0.8	0.08626000000000002	0.14945829626188112	0.3634947078757872	0.0218327920324463	0.07104100234655147	-0.006980603590087518	-0.028741861745848918
0.8	0.09027047619047619	0.21958012116388861	0.45918889124254375	0.02557518461527841	0.07323152725214156	-0.008661392680838724	-0.03011631729005668
0.8	0.0944804761904762	0.30967230816921615	0.566024297177588	0.02889410997998092	0.07187623502227462	-0.010323246090635821	-0.029863336974112444
0.8	0.09889285714285716	0.42333771299659634	0.6792079196533184	0.03022198039806702	0.06604686249811186	-0.011350355137071503	-0.027271067440504886
0.8	0.10350952380952382	0.5602086855193802	0.7897635126178677	0.027864926997018334	0.05416290888099533	-0.010765993104732675	-0.02211884326823325
0.8	0.10833142857142856	0.7096022892216624	0.8836872558970276	0.021423504335112854	0.0391047870635963	-0.008146230448729364	-0.015693153545168915
0.8	0.11335833333333334	0.8485815460528027	0.9531950642237659	0.013193710465029982	0.024773488277481038	-0.00472230644873924	-0.009857703353304886
0.8	0.11858880952380953	0.9531813283542497	0.9986877350222001	0.006729650615218188	0.014478019068878214	-0.002381155086138048	-0.005534972112004555
0.8	0.1240204761904762	1.0155836558209066	1.0254793277026835	0.0036210409075008577	0.008759126737774464	-0.001432915719403764	-0.002998404351255179
0.8	0.12964928571428572	1.0472252488104326	1.0425681347471742	0.0027578417267990333	0.006059488607838175	-0.000982684766930298	-0.0017590873983960491
0.8	0.13546952380952382	1.065330501316031	1.056821918048166	0.0025533563551294425	0.004794251762537886	-0.0007439741188778604	-0.0012953574521847677
0.8	0.1414747619047619	1.0808018424665322	1.0715372297077073	0.002386655235934287	0.004043840737146873	-0.0006873248786975573	-0.001090258808448664
0.8	0.14765642857142858	1.096963430123468	1.0874298444001096	0.002153985981458711	0.003403288141819287	-0.0006579454263313048	-0.000920362634954232
0.8	0.1540045238095238	1.113439816396309	1.103450510688449	0.001848192104147953	0.002781957758508018	-0.0005808704524482498	-0.0007485400622616169
0.8	0.16050785714285715	1.1291653068880916	1.1183993193735287	0.001495997830255456	0.002178648407385095	-0.000462603748678583	-0.0005676834613363816
0.8	0.16715000000000002	1.1436547074018242	1.131835773079735	0.001119239621807283	0.001586569053473071	-0.0003221711795664124	-0.00039927462616548814
0.8	0.17455952380952383	1.1568502567235788	1.1433669842558956	0.0007219427945306227	0.0010392651092609349	-0.00017578107087058806	-0.00024881823430207794
0.8	0.18404571428571428	1.1675534096643587	1.1532526753104546	0.00034358063205356813	0.000541126184939221	-5.7600405552440335e-05	-0.00011152518505236852
0.8	0.19671785714285714	1.1735923445804866	1.1591346737394796	9.31552811833832e-05	0.00021904920427635592	-7.090881142740607e-06	-3.176871130546187e-05
0.8	0.21357642857142858	1.17492951668291	1.160957033482875	1.0456812724536317e-05	8.523955185645704e-05	6.142452491307738e-08	-3.0922650152296517e-06
0.8	0.23588261904761906	1.1739533521675338	1.1608566909132234	2.2018543754875808e-06	3.686069976763796e-05	2.0830322489459096e-07	1.4447536481929358e-06
0.8	0.2651857142857143	1.1721887470820465	1.1598090822184988	1.0880780396341067e-06	1.6247239745348637e-05	1.0707438485083439e-07	1.5912072557670377e-06
0.8	0.3033166666666667	1.1692891341428822	1.1577319184454313	3.714317131655737e-07	7.528143866819267e-06	4.524160521217449e-08	1.1892827476860433e-06
0.8	0.3523357142857143	1.1646740131500688	1.1529701311799858	8.51363451284336e-08	3.6595363055815556e-06	1.2370424222431913e-08	8.492096588115278e-07
0.8	0.41437142857142856	1.1585339961095675	1.1474171551898629	4.099424575584464e-08	1.924441942246122e-06	7.158527114678231e-09	3.738026416475906e-07
0.8	0.49082857142857145	1.151591098195473	1.140894564709129	4.046893621482038e-08	9.873786496853435e-07	7.904126817336544e-09	1.6497685465718254e-07
0.8	0.5816833333333333	1.144746394345055	1.1345191709865878	3.9963561411856584e-08	4.752524458810437e-07	8.464475441779907e-09	2.2553112068961473e-07
0.8	0.68965	1.1390829073194564	1.1289826479163236	3.958705343024599e-08	2.8754347948080244e-07	7.507989700469585e-08	1.2067617146902972e-07
0.8	0.8198642857142858	1.1357298688509607	1.1257280815893802	3.942524007527821e-08	2.0907525094235276e-07	6.102299613458606e-08	3.839474654007567e-08
0.9	0.00483854761904762	-0.02374950504695959	-0.028259896856386312	2.2914772878138067e-06	0.001035212597205302	9.384488255184604e-08	-0.00011899062860094641
0.9	0.004934047619047619	-0.0700282517354448	-0.07453732051390603	4.3091063245811127e-05	0.005571462713686175	3.762934210067798e-06	-0.0006164968949003214
0.9	0.005029523809523809	-0.11296014040532448	-0.11087575274709754	0.00025573433027415354	0.010343591997388617	4.388539284486581e-05	-0.0011024136881585336
0.9	0.005125	-0.14678741772987	-0.13730932708940857	0.0006814060468428183	0.014122314364725266	0.00015694642994691248	-0.0014665688998504692
0.9	0.0052204999999999994	-0.16901768732810651	-0.15626125924127204	0.0011297324671964307	0.016947749026683074	0.0002681228683170168	-0.0017309181521066152
0.9	0.005315976190476191	-0.18282521671142388	-0.17005966907076667	0.001516007636367193	0.019067303568999956	0.0003286842498865103	-0.0019260752532077308
0.9	0.0054130714285714285	-0.19180737428323158	-0.18051132747275295	0.001853947321412271	0.020713448158777445	0.00035333189378918423	-0.0020758886785640493
0.9	0.005520404761904762	-0.19838637654958244	-0.18920306134093362	0.002180952093655145	0.022116921472822515	0.0003606041820933075	-0.0022023572916813855
0.9	0.005646928571428572	-0.2035123954795852	-0.19683945796543698	0.0025192254144836617	0.023386993752903297	0.0003534876112574948	-0.002316281361152826
0.9	0.00579604761904762	-0.20751264835013947	-0.20342534655482863	0.0028716198698462226	0.02452334118481767	0.0003349817329021281	-0.002419081360175922
0.9	0.005970809523809524	-0.21061038225307532	-0.2089744463934834	0.0032386609361017425	0.02552732625514352	0.00030700224950204827	-0.0025133511633779236
0.9	0.006174309523809524	-0.21296963903594715	-0.2135312864116776	0.0036204653857744265	0.026406068691752885	0.00027053538904342	-0.002603389776157144
0.9	0.006409404761904762	-0.2147096956055154	-0.21715059665997488	0.00401666621950249	0.02717186442516816	0.0002260065073935361	-0.002694762916233928
0.9	0.006678619047619048	-0.2159166161705321	-0.21982772105022877	0.004426337597986893	0.027844582945449583	0.00017354901509325746	-0.0027946125084293144
0.9	0.006983785714285715	-0.2166553820966658	-0.22154579404459185	0.004847936455729229	0.02843395660422507	0.00011321856345274267	-0.0029100023856051113
0.9	0.007325738095238096	-0.21697768967038167	-0.22233886750701756	0.005279210751191289	0.028936914640941593	4.5152458416127565e-05	-0.0030432197073733615
0.9	0.007704023809523809	-0.21692743741426468	-0.22224664965798635	0.005717157762322123	0.02935675065503809	-3.0315330991306205e-05	-0.0031957944589628817
0.9	0.008116595238095239	-0.21654621340234267	-0.22134151728840584	0.0061580991546093195	0.029710088277028052	-0.00011257191022863234	-0.0033718048324115277
0.9	0.008559666666666667	-0.21587589451471317	-0.2197605473643621	0.006597747708235691	0.030001680594255238	-0.00020068068827090358	-0.003569358935745023
0.9	0.009027642857142857	-0.21496009046789144	-0.21765864149596098	0.007031382476865578	0.030213880920586578	-0.00029338214417906855	-0.0037844266974688505
0.9	0.009513357142857143	-0.21384529903908922	-0.21516240560385694	0.007454099014482435	0.030324855667442117	-0.00038913443225550626	-0.0040215029014215725
0.9	0.010008404761904762	-0.21257975084193603	-0.21239293469486245	0.007861276465485633	0.029929412486164195	-0.0004862287460146708	-0.004220946440221358
0.9	0.01051264285714286	-0.21118712797414219	-0.20951154897320376	0.008255517188985996	0.03006623215393935	-0.0005845682386589164	-0.004439726318934246
0.9	0.01104252380952381	-0.20963652818625642	-0.20640800908863857	0.008650425184053234	0.030300122058729475	-0.0006871905627563422	-0.004661654031775197
