X,Y,Z,U,V,W,k,omega,p,nut,Cf,wss_x,wss_y,wss_z
-56.4759,3.2081,0.085,0.7176104784011841,7.031072163954377e-05,-0.0001219309269799,0.0040119513869285,23.052387237548828,0.0308897662907838,0.0001749971852404,0.0025510017567362676,-0.0012755008647218347,-1.0316086873629615e-09,1.865761731778548e-07
-54.5576,4.2973,0.0974,0.7293965220451355,8.00507259555161e-05,-0.0001537104399176,0.0039738886989653,20.042022705078125,0.0306309536099433,0.0001989813899854,0.0025511803586089374,-0.001275590155273676,-1.0311372866667057e-09,2.476001270679262e-07
-54.2876,0.0048,0.0881,0.7191653251647949,7.086867117322981e-05,-1.6278474390674094e-07,0.0039943223819136,22.120325088500977,0.0306122507899999,0.000181269380846,0.002539476845462104,-0.0012697384227067232,-1.0000702488355273e-09,7.796293388651065e-09
-54.2862,-0.8027,0.0857,,,,,,,,0.002539493843251969,-0.0012697469210252166,-1.0000051897662843e-09,3.9046721411750696e-08
-54.2603,-1.1574,0.0847,,,,,,,,0.002539510841048031,-0.00126975541934371,-9.999427952323003e-10,5.473937392252992e-08
-54.1914,-4.3705,0.0834,,,,,,,,0.0025399253093935496,-0.0012699626386165619,-9.984681970109932e-10,2.0209290596540086e-07
-54.1914,4.3705,0.0834,0.7136370539665222,6.631323776673526e-05,-0.000148098450154,0.0040047350339591,23.420848846435547,0.0305848233401775,0.0001720694708637,0.0025399253093935496,-0.0012699626386165619,-9.984681970109932e-10,2.0209290596540086e-07
-54.1612,-5.1753,0.0846,,,,,,,,0.00254008201657899,-0.0012700409861281514,-9.979395088066667e-10,2.3725647224637214e-07
-54.1612,5.1753,0.0846,0.7150716781616211,6.738949741702527e-05,-0.0001767376525094,0.0040022199973464,23.076396942138672,0.0305750034749507,0.0001744425680954,0.00254008201657899,-0.0012700409861281514,-9.979395088066667e-10,2.3725647224637214e-07
-54.1398,-4.7797,0.084,,,,,,,,0.002540000752310614,-0.0012700003571808338,-9.982118465146073e-10,2.1953172790745157e-07
-54.1398,4.7797,0.084,0.714321494102478,6.68177381157875e-05,-0.0001621897536097,0.0040033012628555,23.247228622436523,0.0305754970759153,0.000173258857103,0.002540000752310614,-0.0012700003571808338,-9.982118465146073e-10,2.1953172790745157e-07
-54.1334,-5.5967,0.0851,,,,,,,,0.002540262940620232,-0.001270131440833211,-9.973483150460538e-10,2.73638619319172e-07
-54.1334,5.5967,0.0851,0.7156611680984497,6.782000127714127e-05,-0.0001917930203489,0.0040011419914662,22.932418823242188,0.030567979440093,0.0001754336699377,0.002540262940620232,-0.001270131440833211,-9.973483150460538e-10,2.73638619319172e-07
-51.8454,-3.8751,0.0814,,,,,,,,0.002529348260537896,-0.001264674123376608,-9.743205131584887e-10,1.320309763741534e-07
-51.8454,3.8751,0.0814,0.709169328212738,6.24445456196554e-05,-0.0001079274079529,0.0039975615218281,23.904470443725582,0.0303080473095178,0.0001682800502749,0.002529348260537896,-0.001264674123376608,-9.743205131584887e-10,1.320309763741534e-07
-51.8443,-3.5618,0.0814,,,,,,,,0.002529278874491231,-0.0012646394316107035,-9.74631708672291e-10,1.1937886768009776e-07
-51.8443,3.5618,0.0814,0.7091586589813232,6.245106487767771e-05,-9.881602454697712e-05,0.003997488413006,23.90421485900879,0.0303104892373085,0.0001682787842582,0.002529278874491231,-0.0012646394316107035,-9.74631708672291e-10,1.1937886768009776e-07
-50.3804,-4.7905,0.0884,,,,,,,,0.0025295058929377147,-0.0012647529365494847,-9.736240702551413e-10,1.5839874834000511e-07
-50.3804,4.7905,0.0884,0.7161065936088562,6.760326505172998e-05,-0.0001171969779534,0.0039767096750438,21.913244247436523,0.0301371216773986,0.0001822358171921,0.0025295058929377147,-0.0012647529365494847,-9.736240702551413e-10,1.5839874834000511e-07
-49.1841,0.2482,0.0822,0.7077601552009583,6.153371941763908e-05,-4.444709702511318e-06,0.0039829141460359,23.57905578613281,0.0300557781010866,0.0001700136490399,0.0025190045125834735,-0.0012595022562891245,-9.603149386805399e-10,2.378664154534249e-09
-49.1397,-0.1794,0.0816,,,,,,,,0.0025190045125834735,-0.0012595022562891245,-9.603149386805399e-10,2.378664154534249e-09
-48.9788,-3.9893,0.0785,,,,,,,,0.0025194629594939588,-0.0012597314780578017,-9.576466286631558e-10,6.522962081589867e-08
-47.4112,3.4657,0.0806,0.7044224739074707,5.93277727602981e-05,-3.658633067971096e-05,0.0039779739454388,23.976459503173828,0.0298848263919353,0.0001669058401603,0.0025099858178823007,-0.0012549929087981582,-9.497792552437545e-10,-1.8921056721410423e-08
-47.4092,-4.1301,0.0764,,,,,,,,0.0025100721980352994,-0.001255036098882556,-9.49177847431315e-10,-1.8390059253192703e-08
-47.3964,4.2463,0.0804,0.704206109046936,5.911084008403122e-05,-4.674461160902865e-05,0.0039784554392099,24.033641815185547,0.0298716574907302,0.0001665094605414,0.002510166494412787,-0.0012550832470878959,-9.485334739878226e-10,-1.7220601833400906e-08
-47.3771,-3.0506,0.0772,,,,,,,,0.00250983657342094,-0.001254918286576867,-9.508430709459503e-10,-1.8287080294498992e-08
-47.2863,6.8646,0.0788,0.7023805379867554,5.753305595135316e-05,-8.88541471795179e-05,0.0039817914366722,24.48957633972168,0.0298069454729557,0.0001633270003367,0.0025110398420580726,-0.0012555199209600687,-9.429783620618082e-10,1.3125972309069311e-08
-47.2057,-7.0864,0.0751,,,,,,,,0.0025111944418251433,-0.0012555972207337618,-9.420547675276225e-10,2.1169295649769992e-08
-46.4647,1.5872,0.0783,0.7008604407310486,5.713429345632903e-05,-7.2562011155241635e-06,0.0039774249307811,24.59962272644043,0.0298341289162635,0.0001623266143724,0.0025096323807910306,-0.0012548161903396249,-9.523640764896868e-10,-1.1804982769092476e-08
-46.4573,0.5591,0.0784,0.7009596228599548,5.724311267840676e-05,-2.419296833977569e-06,0.0039771436713635,24.57062721252441,0.02983870357275,0.0001625261938897,0.0025095618330087718,-0.0012547809164971113,-9.52927736719289e-10,-4.165096267882973e-09
-46.4371,1.2335,0.0784,0.7009493708610535,5.722346395486966e-05,-5.351603249437176e-06,0.0039770831353962,24.57006454467773,0.0298344101756811,0.0001625274599064,0.0025096011814446113,-0.0012548005906865,-9.526072153320797e-10,-9.431338376941767e-09
-44.2568,-2.0274,0.0738,,,,,,,,0.002491820151423495,-0.0012459100689738989,-9.572083126130337e-10,-1.2957079320585763e-07
-44.197,-0.58,0.0751,,,,,,,,0.002491668799059035,-0.0012458343990147114,-9.591556437982263e-10,-3.580232643685122e-08
-44.189,-1.3341,0.0744,,,,,,,,0.002491723053125768,-0.001245861523784697,-9.583785987032911e-10,-8.31958786307041e-08
-44.1179,4.8497,0.0724,0.6912904977798462,5.177039565751329e-05,4.695453753811307e-05,0.0039758500643074,26.637939453125,0.0296562481671571,0.0001502618397353,0.00249276690009849,-0.0012463834136724472,-9.486930130364613e-10,-3.011278408848739e-07
-44.1047,5.613,0.0708,0.6892211437225342,5.0376362196402624e-05,4.900550629827194e-05,0.003978416789323,27.22153663635254,0.0296313874423503,0.0001469693524995,0.002493085890575383,-0.00124654290266335,-9.461135208610472e-10,-3.259835068547545e-07
-43.9519,-4.6056,0.0717,,,,,,,,0.0024926218397234626,-0.001246310886926949,-9.498895003900998e-10,-2.8651885486397077e-07
-42.5565,0.9546,0.0747,0.6928346157073975,5.413519465946592e-05,2.611965101095848e-05,0.0039641577750444,25.74600410461425,0.0296985190361738,0.0001550038869027,0.0024830745610054136,-0.0012415372766554356,-9.73142455507059e-10,-9.773491882469898e-08
-41.5577,2.8447,0.0726,0.6892625093460083,5.262690319796093e-05,0.0001067562552634,0.0039624362252652,26.478458404541016,0.0296721775084733,0.0001506724365754,0.0024834902379268463,-0.0012417450780048966,-9.697767033856053e-10,-3.189344113252446e-07
-41.4889,3.4893,0.0718,0.6881864070892334,5.19314780831337e-05,0.0001305838959524,0.0039633349515497,26.767696380615234,0.0296532846987247,0.0001490206923335,0.0024837256670029203,-0.0012418627738952637,-9.677049161993523e-10,-3.8476551367239153e-07
-40.8991,-1.611,0.072,,,,,,,,0.0024746393844259974,-0.0012373196659609675,-9.992109362144674e-10,-2.54879012118181e-07
-40.8715,-5.1136,0.071,,,,,,,,0.002476018130263929,-0.001238008844666183,-9.856727656298858e-10,-7.388343874481507e-07
-40.8532,-6.2426,0.0702,,,,,,,,0.002476941013660873,-0.0012384701985865831,-9.765639408243487e-10,-8.737853249840555e-07
-39.3727,0.3028,0.0747,0.6899785995483398,5.593646710622125e-05,2.137996671081055e-05,0.0039486405439674,25.64461326599121,0.0298023801296949,0.000155012923642,0.0024659039931031823,-0.0012329519959166646,-1.0383237603051043e-09,-3.955489802365264e-08
-39.3607,2.1537,0.0737,0.6887065768241882,5.501731720869429e-05,0.0001493019808549,0.0039500291459262,26.007936477661133,0.0297737382352352,0.0001529427390778,0.00246627626055195,-0.001233138027600944,-1.0341464351526497e-09,-5.032135845794983e-07
-39.3317,1.7334,0.0744,0.6895787119865417,5.567788321059197e-05,0.0001219954719999,0.0039489306509494,25.752700805664062,0.029787104576826,0.0001543924299767,0.0024661702660762714,-0.0012330850586295128,-1.035339258770307e-09,-4.2837280034291325e-07
-39.315,1.3276,0.0745,0.6896803379058838,5.580039214692079e-05,9.438356210011988e-05,0.0039486750029027,25.715681076049805,0.0297966785728931,0.0001545990380691,0.0024660106896368644,-0.0012330053141340613,-1.0371430381184155e-09,-2.7507618938216183e-07
-39.3053,0.9788,0.0747,0.6899242997169495,5.599583528237417e-05,7.001883932389319e-05,0.0039483425207436,25.64266395568848,0.0298028830438852,0.0001550131128169,0.002465957341548865,-0.001232978655025363,-1.0377371184588924e-09,-1.9706713771938666e-07
-38.7308,3.5679,0.0724,0.6865038871765137,5.439042070065625e-05,0.0002778334601316,0.0039488589391112,26.46121597290039,0.0297722909599542,0.0001502473314758,0.002466869807843747,-0.001233434653840959,-1.0274852080272012e-09,-7.85439965511614e-07
-37.8604,5.1334,0.0728,0.6863835453987122,5.536484968615696e-05,0.0004525971889961,0.003944574855268,26.29128646850586,0.0297433268278837,0.000151075902977,0.002459375345907168,-0.0012296868953853846,-1.0602049238528366e-09,-1.3828703231411055e-06
-37.8395,6.5919,0.0716,0.6850026249885559,5.4002910474082455e-05,0.0005391724989749,0.0039466400630772,26.72904586791992,0.0296201966702938,0.0001485928223701,0.002461045557956651,-0.0012305215932428837,-1.040426189646837e-09,-1.7082583099181647e-06
-37.8328,5.8504,0.0721,0.6855385303497314,5.462728950078599e-05,0.0005007177242077,0.0039456142112612,26.54574203491211,0.0296876858919858,0.0001496262557338,0.002459994082339234,-0.001229996094480157,-1.0528107274865306e-09,-1.5260565078278887e-06
-37.8311,5.5437,0.0724,0.6858863234519958,5.4962587455520406e-05,0.0004824942443519,0.0039450949989259,26.43623924255371,0.0297138188034296,0.0001502473169239,0.002459994082339234,-0.001229996094480157,-1.0528107274865306e-09,-1.5260565078278887e-06
-37.6989,-3.7772,0.0728,,,,,,,,0.0024583530294506085,-0.001229176064953208,-1.0726030064134306e-09,-1.0515213944017887e-06
-37.6613,-1.3208,0.0742,,,,,,,,0.002457319868744993,-0.0012286598794162273,-1.085254663912849e-09,-3.674832669275929e-07
-37.6613,-1.6611,0.074,,,,,,,,0.002457405387961641,-0.0012287026038393378,-1.0842050590653685e-09,-4.706516563146579e-07
-37.6373,-0.9534,0.0744,,,,,,,,0.0024572555539752196,-0.001228627748787403,-1.086031153896272e-09,-2.6323741053602134e-07
-37.6325,-0.2054,0.0746,,,,,,,,0.002457191238589687,-0.0012285956181585789,-1.0867967636940534e-09,-5.2828386998271526e-08
-37.6305,-4.1733,0.0724,,,,,,,,0.0024588271590873997,-0.0012294129701331258,-1.0668297356630774e-09,-1.224105290020816e-06
-37.6101,-4.5982,0.0719,,,,,,,,0.0024590922873219605,-0.0012295454507693648,-1.063618637608954e-09,-1.3053286238573492e-06
-37.5966,-4.9027,0.0717,,,,,,,,0.002459375345907168,-0.0012296868953853846,-1.0602049238528366e-09,-1.3828703231411055e-06
-37.5733,-5.2938,0.0714,,,,,,,,0.0024596761001054544,-0.0012298371875658631,-1.0566018060487181e-09,-1.456515178688278e-06
-35.7962,3.292,0.075,0.6869718432426453,6.092463081586175e-05,0.0004773261316586,0.0039310553111135,25.427705764770508,0.0301811471581459,0.0001556199713377,0.0024494096898164523,-0.00122470420319587,-1.1335277161350632e-09,-1.2537203701867838e-06
-35.7764,3.5866,0.0749,0.6868546605110168,6.080120147089474e-05,0.0005176635459065,0.0039311558939516,25.463716506958008,0.0301628168672323,0.0001554125774418,0.002449660703266601,-0.0012248295824974775,-1.1302595526174741e-09,-1.3726324823437608e-06
-35.7753,3.9307,0.0748,0.6867665648460388,6.062392640160397e-05,0.0005613394314423,0.0039313742890954,25.50041961669922,0.0301349461078643,0.0001552056055516,0.0024499350135651094,-0.0012249666033312678,-1.126698068176779e-09,-1.4877482499286998e-06
-35.7427,4.7024,0.0741,0.6859298944473267,5.981537833577022e-05,0.0006572547717951,0.0039322893135249,25.75414276123047,0.0300694666802883,0.0001537519856356,0.0024505509516173155,-0.0012252742890268564,-1.1187364368225872e-09,-1.7053640704034478e-06
-35.7124,4.2956,0.0745,0.686359703540802,6.036234844941646e-05,0.0006132121779955,0.0039315274916589,25.607690811157227,0.0301140062510967,0.0001545821432955,0.0024502319192570444,-0.0012251149164512753,-1.1228532548201997e-09,-1.5987569668141077e-06
-35.2649,2.0754,0.0754,0.6868112683296204,6.256601773202419e-05,0.0003410862118471,0.0039276755414903,25.265405654907227,0.0303623937070369,0.000156444744789,0.0024486456429157087,-0.0012243225937709212,-1.143494854360938e-09,-7.466748002116219e-07
-35.2395,0.3539,0.0752,0.686444878578186,6.258408393478021e-05,5.944438817095943e-05,0.0039275847375392,25.335994720458984,0.030418898910284,0.0001560268428875,0.0024482834035049555,-0.0012241416843608022,-1.148239725523581e-09,-2.0634541897379677e-07
-35.2216,1.6588,0.0754,0.6867360472679138,6.270992162171751e-05,0.0002763873490039,0.0039273924194276,25.26374053955078,0.0303900688886642,0.0001564438134664,0.0024485167399234064,-0.001224258216097951,-1.1451757320202205e-09,-6.137887567092548e-07
-35.1502,0.9628,0.0754,0.6866245865821838,6.292177567956969e-05,0.0001636318338569,0.0039269560948014,25.261150360107425,0.0304275564849376,0.0001564425474498,0.0024483356190290956,-0.0012241677613928914,-1.1475311811892652e-09,-3.432442952089332e-07
-35.1345,-1.6982,0.0739,,,,,,,,0.0024485167399234064,-0.001224258216097951,-1.1451757320202205e-09,-6.137887567092548e-07
-35.0934,-2.8892,0.0734,,,,,,,,0.0024401187865286333,-0.0012200585333630443,-1.2100704882556101e-09,-1.4485368637906504e-06
-35.0929,-2.5223,0.0735,,,,,,,,0.002439872324034136,-0.0012199354823678732,-1.2134784288519995e-09,-1.2877326298621483e-06
-35.0889,-3.5244,0.0728,,,,,,,,0.002440697717021055,-0.0012203475926071405,-1.2020777706567287e-09,-1.7577498283571913e-06
-35.0811,-3.2368,0.0731,,,,,,,,0.0024403939189672416,-0.0012201959034428,-1.206266309061732e-09,-1.60535137183615e-06
-35.0468,-5.1667,0.0709,,,,,,,,0.00244218247392447,-0.0012210890417918563,-1.1817357092880343e-09,-2.3153834263212048e-06
-34.9909,-6.0214,0.0703,,,,,,,,0.002443556917423422,-0.0012217755429446697,-1.1631351437557669e-09,-2.6692382562032435e-06
-34.9745,-7.0494,0.0697,,,,,,,,0.0024451284579318435,-0.0012225606478750706,-1.1421674717126962e-09,-2.9590898975584423e-06
-34.9673,-6.3935,0.0701,,,,,,,,0.0024440602938572463,-0.001222027000039816,-1.156384543676836e-09,-2.7732967282645404e-06
-34.9667,-6.7314,0.0699,,,,,,,,0.0024445843751436883,-0.0012222888180986047,-1.149393580313074e-09,-2.870008529498591e-06
-33.3984,5.8982,0.0747,0.6844118237495422,6.524140189867467e-05,0.0012170072877779,0.0039203446358442,25.46902084350586,0.0304291881620883,0.000154971552547,0.00243481690793221,-0.0012174037983641028,-1.2402908700082094e-09,-3.3668256946839392e-06
-33.3737,5.5598,0.0749,0.6845576763153076,6.57081909594126e-05,0.0011711079860106,0.0039198235608637,25.395069122314453,0.0304934661835432,0.0001553865731693,0.0024342377989352453,-0.0012171146227046847,-1.248510739237929e-09,-3.226552053092746e-06
-33.3663,5.164,0.0751,0.6847140192985535,6.614818994421512e-05,0.001108348253183,0.0039193755947053,25.32155036926269,0.0305593814700841,0.0001558018266223,0.002433161277436011,-0.0012165771331638098,-1.2639048696527766e-09,-2.9205418741184985e-06
-33.36,6.2373,0.0745,0.6841970682144165,6.495149864349514e-05,0.0012746473075821,0.0039205527864396,25.541133880615234,0.0303801447153091,0.000154555455083,0.002435421608671143,-0.001217705779708922,-1.2317445952092498e-09,-3.498150590530713e-06
-31.9949,-1.9447,0.0744,,,,,,,,0.0024197606906761256,-0.0012098794104531407,-1.4229201150683934e-09,-1.5040594689708087e-06
-31.9804,-5.7589,0.07,,,,,,,,0.0024250366684185247,-0.0012125116772949696,-1.3431514789274956e-09,-4.01786201109644e-06
-31.9787,-0.1088,0.076,,,,,,,,0.0024190661656617657,-0.0012095330748707056,-1.4335015396937933e-09,-1.3875929028017708e-07
-31.9729,-5.4589,0.0704,,,,,,,,0.00242437120951461,-0.0012121795443817973,-1.3530983000720198e-09,-3.8330877032421995e-06
-31.9689,-0.9499,0.0754,,,,,,,,0.002419205544967774,-0.0012096025748178363,-1.4314044394225789e-09,-6.915147992003767e-07
-31.9682,-3.9315,0.0722,,,,,,,,0.0024220540233673574,-0.0012110233074054122,-1.3879998261856485e-09,-2.995320755871944e-06
-31.9552,-0.5445,0.0757,,,,,,,,0.0024191121602611964,-0.0012095560086891055,-1.4328861430712436e-09,-4.157197679433011e-07
-31.953,-4.7409,0.0711,,,,,,,,0.002423140634330263,-0.0012115654535591602,-1.3715819591197942e-09,-3.4329543723288225e-06
-31.9529,-1.297,0.0751,,,,,,,,0.0024193449199577267,-0.001209672074764967,-1.4292886874045507e-09,-9.653823553890106e-07
-31.9418,-4.3514,0.0715,,,,,,,,0.0024225785702716484,-0.0012112850090488791,-1.3800626197379984e-09,-3.218561232642969e-06
-31.3259,3.7403,0.0774,0.6847608089447021,7.68508980399929e-05,0.0012159423204138,0.0039059235714375,24.42757797241211,0.0315528064966201,0.0001605597499292,0.0024215681702067717,-0.0012107809307053685,-1.3953678212885734e-09,-2.7637977382255485e-06
-31.3125,3.4098,0.0775,0.684796154499054,7.722181908320636e-05,0.0011216546408832,0.0039056432433426,24.39048767089844,0.0316114053130149,0.0001607678859727,0.002421122419883128,-0.001210558577440679,-1.4021437344524657e-09,-2.5245985852961894e-06
-31.311,3.0921,0.0776,0.6848564743995667,7.752054079901427e-05,0.0010260228300467,0.0039054406806826,24.35384178161621,0.0316587723791599,0.0001609763130545,0.0024207177152541066,-0.0012103567132726312,-1.408306360417555e-09,-2.2783481199439848e-06
-31.2997,4.9189,0.0769,0.684398353099823,7.554930925834924e-05,0.0015406615566462,0.0039067650213837,24.60980987548828,0.0313417389988899,0.0001595173380337,0.002423738573028834,-0.0012118638260290027,-1.3625843786613245e-09,-3.6379606171976775e-06
-31.2662,4.5507,0.0773,0.684764564037323,7.641722186235711e-05,0.0014535825466737,0.0039060476701706,24.463768005371094,0.0314304456114769,0.000160351206432,0.002423140634330263,-0.0012115654535591602,-1.3715819591197942e-09,-3.4329543723288225e-06
-29.8813,-7.0773,0.068,,,,,,,,0.0024094796012053884,-0.0012047196505591273,-1.5183492241277463e-09,-6.9678339968959335e-06
-29.8607,-6.0467,0.0707,,,,,,,,0.0024062236152994666,-0.0012030953075736761,-1.5704759714907368e-09,-6.300999757513637e-06
-29.8474,-6.4214,0.0697,,,,,,,,0.0024072722706636775,-0.0012036183616146445,-1.553618012017921e-09,-6.541089987877058e-06
-29.6671,0.2941,0.0765,0.6804638504981995,8.642413013149053e-05,0.0001365132484352,0.0038968273438513,24.695531845092773,0.032911792397499,0.000158638213179,0.002396475094876971,-0.0011982375290244818,-1.7298654730879548e-09,-2.100612022104542e-07
-29.6512,2.1297,0.0779,0.6824367046356201,8.774389425525442e-05,0.000972828886006,0.0038958918303251,24.19912338256836,0.03278474137187,0.0001615625806152,0.0023979071038456546,-0.0011989505728706717,-1.7062351531649256e-09,-2.6727286694949726e-06
-29.6488,0.5846,0.0767,0.6807026863098145,8.676975267007947e-05,0.0002718998293858,0.0038965856656432,24.623273849487305,0.032916884869337,0.000159055867698,0.002396543142283642,-0.0011982714058831334,-1.7288633857859281e-09,-6.29322300937929e-07
-29.5611,5.9663,0.0763,0.6815141439437866,8.259159949375317e-05,0.0024335593916475,0.0038984401617199,24.776811599731445,0.0319398008286953,0.0001582192489877,0.0024062236152994666,-0.0012030953075736761,-1.5704759714907368e-09,-6.300999757513637e-06
-29.5605,6.3114,0.0762,0.6815476417541504,8.200628508348018e-05,0.0025291554629802,0.0038987675216048,24.8142147064209,0.0318256504833698,0.0001580108510097,0.0024072722706636775,-0.0012036183616146445,-1.553618012017921e-09,-6.541089987877058e-06
-29.5485,5.622,0.0765,0.6815968155860901,8.335942402482033e-05,0.0023369833361357,0.00389797356911,24.70315933227539,0.0320568718016147,0.0001586364523973,0.002405215391969943,-0.0012025925097987056,-1.5867406277791929e-09,-6.0436591411416885e-06
-29.5296,6.718,0.0761,0.6815744638442993,8.148460619850084e-05,0.0026467971038073,0.0038989910390228,24.85107421875,0.0317013040184974,0.0001578017690917,0.002408358306325287,-0.001204160158522427,-1.5362302541177542e-09,-6.763544661225751e-06
-29.0416,-3.2917,0.0757,,,,,,,,0.0023995055945478876,-0.0011997467372566462,-1.6798741286905283e-09,-3.813267085206462e-06
-29.0356,-4.0507,0.0751,,,,,,,,0.0024008716192565,-0.0012004273012280464,-1.6574418504333721e-09,-4.5196793507784605e-06
-29.0295,-2.9099,0.0759,,,,,,,,0.002398911035551134,-0.0011994505766779184,-1.689668405191469e-09,-3.4428514936735155e-06
-29.0276,-3.66,0.0755,,,,,,,,0.0024001599077386514,-0.0012000727001577616,-1.6691193982509844e-09,-4.1725306800799444e-06
-28.0682,3.1175,0.0774,0.67917400598526,9.809138282435016e-05,0.0018441786523908,0.0038875064346939,24.32612037658692,0.0338442847132682,0.0001604706776561,0.002387542328388285,-0.001193762174807489,-1.8565686765725786e-09,-4.632759100786643e-06
-28.0081,4.1236,0.0764,0.6781749725341797,9.58763703238219e-05,0.002387766726315,0.0038882743101567,24.68539428710937,0.0336060971021652,0.000158374197781,0.0023891945016165502,-0.0011945846490561962,-1.8284184166716955e-09,-5.487064299813937e-06
-27.2303,-5.0216,0.0786,,,,,,,,0.002380222095162544,-0.0011900841491296887,-1.965184237562312e-09,-8.001472451724112e-06
-27.1934,-5.4568,0.0766,,,,,,,,0.002381552824659486,-0.0011907466687262058,-1.941933280846797e-09,-8.41635755932657e-06
-27.1577,-5.0843,0.0784,,,,,,,,0.002380222095162544,-0.0011900841491296887,-1.965184237562312e-09,-8.001472451724112e-06
-27.1508,-5.8451,0.0745,,,,,,,,0.002382945867286849,-0.0011914403876289725,-1.9176593646363926e-09,-8.806493497104384e-06
-27.1296,-5.4934,0.0765,,,,,,,,0.002381552824659486,-0.0011907466687262058,-1.941933280846797e-09,-8.41635755932657e-06
-27.1135,-6.2486,0.0713,,,,,,,,0.002385902352653132,-0.001192913274280727,-1.8663957046527457e-09,-9.509423762210645e-06
-27.1022,-6.581,0.068,,,,,,,,0.002387456836612204,-0.0011936880182474852,-1.8395925893699427e-09,-9.82098572421819e-06
-27.0899,-6.9108,0.065,,,,,,,,0.002387456836612204,-0.0011936880182474852,-1.8395925893699427e-09,-9.82098572421819e-06
-26.6528,-0.4169,0.0768,,,,,,,,0.002355432260328559,-0.001177715603262186,-2.4029505052425293e-09,-1.1140359674755018e-06
-26.2037,-2.6775,0.0785,,,,,,,,0.002358703710688755,-0.00117933948058635,-2.342423366386015e-09,-5.402613169280812e-06
-26.152,-3.7705,0.0828,,,,,,,,0.00236185937757763,-0.0011809068964794278,-2.284391786844253e-09,-7.337009265029337e-06
-25.9942,5.2438,0.0755,0.6735314726829529,0.0001119441294576,0.0041476408950984,0.0038769138045608,24.9463119506836,0.0350671298801898,0.0001563939149491,0.002369012365659297,-0.0011844633845612407,-2.1539068306708486e-09,-1.0069150448543951e-05
-25.9942,6.9108,0.0755,0.6749628186225891,0.0001070194630301,0.0049798083491623,0.0038784544449299,24.95694923400879,0.0340485796332359,0.0001563900732435,0.002376072624431274,-0.001187978545203805,-2.0266941458402243e-09,-1.1715599612216465e-05
-25.9315,5.5718,0.0741,0.6718562245368958,0.0001093855680665,0.0043823914602398,0.0038775231223553,25.445985794067383,0.0349434837698936,0.0001534555340185,0.0023706822365412365,-0.0011852943571284413,-2.1236665759261086e-09,-1.0528704478929285e-05
-25.9315,2.6775,0.0741,0.6699745059013367,0.0001157646329374,0.0023519399110227,0.0038756604772061,25.43208885192871,0.0362850315868854,0.0001534646289655,0.002358703710688755,-0.00117933948058635,-2.342423366386015e-09,-5.402613169280812e-06
-25.9282,5.8961,0.0732,0.6709611415863037,0.0001070210419129,0.0045619909651577,0.003878288436681,25.769392013549805,0.0347530730068683,0.0001515684416517,0.0023724193884972185,-0.0011861590901389718,-2.0923076604617563e-09,-1.0956806363537908e-05
-25.9282,-5.2438,0.0732,,,,,,,,0.002369012365659297,-0.0011844633845612407,-2.1539068306708486e-09,-1.0069150448543951e-05
