x_mm,y_mm,U_mean,V_mean,W_mean,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
446.381982,-22.764569,,,,,,,,,,,,,
448.238916,-22.764569,,,,,,,,,,,,,
450.095911,-22.764569,,,,,,,,,,,,,
451.952905,-22.764569,,,,,,,,,,,,,
453.8099,-22.764569,,,,,,,,,,,,,
455.666833,-22.764569,,,,,,,,,,,,,
-66.144499,-20.907605,,,,,,,,,,,,,
-64.28752,-20.907605,,,,,,,,,,,,,
-62.43054,-20.907605,,,,,,,,,,,,,
-60.573561,-20.907605,,,,,,,,,,,,,
-58.716582,-20.907605,,,,,,,,,,,,,
-56.859602,-20.907605,,,,,,,,,,,,,
-55.002615,-20.907605,,,,,,,,,,,,,
-53.14564,-20.907605,,,,,,,,,,,,,
-51.28866,-20.907605,,,,,,,,,,,,,
-49.431677,-20.907605,,,,,,,,,,,,,
-47.574698,-20.907605,,,,,,,,,,,,,
-45.717719,-20.907605,,,,,,,,,,,,,
-43.860739,-20.907605,,,,,,,,,,,,,
-42.00376,-20.907605,,,,,,,,,,,,,
-40.14678,-20.907605,,,,,,,,,,,,,
-38.289801,-20.907605,,,,,,,,,,,,,
-36.432822,-20.907605,,,,,,,,,,,,,
-34.575842,-20.907605,,,,,,,,,,,,,
-32.718859,-20.907605,,,,,,,,,,,,,
-30.86188,-20.907605,,,,,,,,,,,,,
-29.0049,-20.907605,,,,,,,,,,,,,
-27.147921,-20.907605,,,,,,,,,,,,,
-25.290942,-20.907605,,,,,,,,,,,,,
-23.433958,-20.907605,,,,,,,,,,,,,
-21.576979,-20.907605,,,,,,,,,,,,,
-19.72,-20.907605,,,,,,,,,,,,,
-17.86302,-20.907605,,,,,,,,,,,,,
-16.006041,-20.907605,,,,,,,,,,,,,
-14.149062,-20.907605,,,,,,,,,,,,,
-12.292078,-20.907605,,,,,,,,,,,,,
-10.435099,-20.907605,,,,,,,,,,,,,
-8.57812,-20.907605,,,,,,,,,,,,,
-6.72114,-20.907605,,,,,,,,,,,,,
-4.864161,-20.907605,,,,,,,,,,,,,
-3.007182,-20.907605,,,,,,,,,,,,,
-1.150198,-20.907605,,,,,,,,,,,,,
0.706781,-20.907605,,,,,,,,,,,,,
2.56376,-20.907605,,,,,,,,,,,,,
4.42074,-20.907605,,,,,,,,,,,,,
6.277719,-20.907605,,,,,,,,,,,,,
8.134698,-20.907605,,,,,,,,,,,,,
9.991678,-20.907605,,,,,,,,,,,,,
11.848657,-20.907605,,,,,,,,,,,,,
13.705637,-20.907605,,,,,,,,,,,,,
15.562616,-20.907605,,,,,,,,,,,,,
17.419603,-20.907605,,,,,,,,,,,,,
19.276582,-20.907605,,,,,,,,,,,,,
21.133562,-20.907605,,,,,,,,,,,,,
22.990541,-20.907605,,,,,,,,,,,,,
24.84752,-20.907605,,,,,,,,,,,,,
26.7045,-20.907605,,,,,,,,,,,,,
28.561479,-20.907605,,,,,,,,,,,,,
30.418459,-20.907605,,,,,,,,,,,,,
32.275438,-20.907605,,,,,,,,,,,,,
34.132417,-20.907605,,,,,,,,,,,,,
35.989397,-20.907605,,,,,,,,,,,,,
37.846376,-20.907605,,,,,,,,,,,,,
39.703355,-20.907605,,,,,,,,,,,,,
41.560342,-20.907605,,,,,,,,,,,,,
43.417322,-20.907605,,,,,,,,,,,,,
45.274301,-20.907605,,,,,,,,,,,,,
47.131281,-20.907605,,,,,,,,,,,,,
48.98826,-20.907605,,,,,,,,,,,,,
50.845239,-20.907605,,,,,,,,,,,,,
52.702219,-20.907605,,,,,,,,,,,,,
54.559198,-20.907605,,,,,,,,,,,,,
56.416177,-20.907605,,,,,,,,,,,,,
58.273157,-20.907605,,,,,,,,,,,,,
60.130136,-20.907605,,,,,,,,,,,,,
61.987123,-20.907605,,,,,,,,,,,,,
63.844102,-20.907605,,,,,,,,,,,,,
65.701082,-20.907605,,,,,,,,,,,,,
67.558061,-20.907605,,,,,,,,,,,,,
69.415041,-20.907605,,,,,,,,,,,,,
71.27202,-20.907605,,,,,,,,,,,,,
73.128999,-20.907605,,,,,,,,,,,,,
74.985979,-20.907605,,,,,,,,,,,,,
76.842958,-20.907605,,,,,,,,,,,,,
78.699937,-20.907605,,,,,,,,,,,,,
80.556917,-20.907605,,,,,,,,,,,,,
82.413896,-20.907605,,,,,,,,,,,,,
84.270876,-20.907605,,,,,,,,,,,,,
86.127855,-20.907605,,,,,,,,,,,,,
87.984834,-20.907605,,,,,,,,,,,,,
89.841814,-20.907605,,,,,,,,,,,,,
91.698793,-20.907605,,,,,,,,,,,,,
93.555772,-20.907605,,,,,,,,,,,,,
95.412752,-20.907605,,,,,,,,,,,,,
97.269731,-20.907605,,,,,,,,,,,,,
99.126711,-20.907605,,,,,,,,,,,,,
100.983705,-20.907605,,,,,,,,,,,,,
102.840685,-20.907605,,,,,,,,,,,,,
104.697664,-20.907605,,,,,,,,,,,,,
106.554643,-20.907605,,,,,,,,,,,,,
108.411623,-20.907605,,,,,,,,,,,,,
110.268602,-20.907605,,,,,,,,,,,,,
112.125581,-20.907605,,,,,,,,,,,,,
113.982561,-20.907605,,,,,,,,,,,,,
115.83954,-20.907605,,,,,,,,,,,,,
117.696519,-20.907605,,,,,,,,,,,,,
119.553499,-20.907605,,,,,,,,,,,,,
121.410478,-20.907605,,,,,,,,,,,,,
123.267458,-20.907605,,,,,,,,,,,,,
125.124437,-20.907605,,,,,,,,,,,,,
126.981416,-20.907605,,,,,,,,,,,,,
128.838396,-20.907605,,,,,,,,,,,,,
130.695375,-20.907605,,,,,,,,,,,,,
132.552354,-20.907605,,,,,,,,,,,,,
134.409334,-20.907605,,,,,,,,,,,,,
136.266313,-20.907605,,,,,,,,,,,,,
138.123285,-20.907605,,,,,,,,,,,,,
139.98028,-20.907605,,,,,,,,,,,,,
141.837244,-20.907605,,,,,,,,,,,,,
143.694238,-20.907605,,,,,,,,,,,,,
145.551202,-20.907605,,,,,,,,,,,,,
147.408197,-20.907605,,,,,,,,,,,,,
149.265192,-20.907605,,,,,,,,,,,,,
151.122156,-20.907605,,,,,,,,,,,,,
152.97915,-20.907605,,,,,,,,,,,,,
154.836115,-20.907605,,,,,,,,,,,,,
156.693109,-20.907605,,,,,,,,,,,,,
158.550073,-20.907605,,,,,,,,,,,,,
160.407068,-20.907605,,,,,,,,,,,,,
162.264032,-20.907605,,,,,,,,,,,,,
164.121027,-20.907605,,,,,,,,,,,,,
165.977991,-20.907605,,,,,,,,,,,,,
167.834985,-20.907605,,,,,,,,,,,,,
169.691949,-20.907605,,,,,,,,,,,,,
171.548944,-20.907605,,,,,,,,,,,,,
173.405908,-20.907605,,,,,,,,,,,,,
175.262903,-20.907605,,,,,,,,,,,,,
177.119867,-20.907605,,,,,,,,,,,,,
178.976862,-20.907605,,,,,,,,,,,,,
180.833826,-20.907605,,,,,,,,,,,,,
182.69082,-20.907605,,,,,,,,,,,,,
184.547784,-20.907605,,,,,,,,,,,,,
186.404779,-20.907605,,,,,,,,,,,,,
188.261743,-20.907605,,,,,,,,,,,,,
190.118738,-20.907605,,,,,,,,,,,,,
191.975702,-20.907605,,,,,,,,,,,,,
193.832697,-20.907605,,,,,,,,,,,,,
195.689661,-20.907605,,,,,,,,,,,,,
197.546655,-20.907605,,,,,,,,,,,,,
199.403619,-20.907605,,,,,,,,,,,,,
201.260614,-20.907605,,,,,,,,,,,,,
203.117578,-20.907605,,,,,,,,,,,,,
204.974573,-20.907605,,,,,,,,,,,,,
206.831537,-20.907605,,,,,,,,,,,,,
208.688531,-20.907605,,,,,,,,,,,,,
210.545496,-20.907605,,,,,,,,,,,,,
212.40249,-20.907605,,,,,,,,,,,,,
214.259454,-20.907605,,,,,,,,,,,,,
216.116449,-20.907605,,,,,,,,,,,,,
217.973413,-20.907605,,,,,,,,,,,,,
219.830408,-20.907605,,,,,,,,,,,,,
221.687402,-20.907605,,,,,,,,,,,,,
223.544366,-20.907605,,,,,,,,,,,,,
225.401361,-20.907605,,,,,,,,,,,,,
227.258325,-20.907605,,,,,,,,,,,,,
229.11532,-20.907605,,,,,,,,,,,,,
230.972284,-20.907605,,,,,,,,,,,,,
232.829279,-20.907605,,,,,,,,,,,,,
234.686243,-20.907605,,,,,,,,,,,,,
236.543237,-20.907605,,,,,,,,,,,,,
238.400201,-20.907605,,,,,,,,,,,,,
240.257196,-20.907605,,,,,,,,,,,,,
242.11416,-20.907605,,,,,,,,,,,,,
243.971155,-20.907605,,,,,,,,,,,,,
245.828119,-20.907605,,,,,,,,,,,,,
247.685114,-20.907605,,,,,,,,,,,,,
249.542078,-20.907605,,,,,,,,,,,,,
251.399072,-20.907605,,,,,,,,,,,,,
253.256036,-20.907605,,,,,,,,,,,,,
255.113031,-20.907605,,,,,,,,,,,,,
256.969995,-20.907605,,,,,,,,,,,,,
258.82699,-20.907605,,,,,,,,,,,,,
260.683954,-20.907605,,,,,,,,,,,,,
262.540948,-20.907605,,,,,,,,,,,,,
264.397913,-20.907605,,,,,,,,,,,,,
266.254907,-20.907605,,,,,,,,,,,,,
268.111902,-20.907605,,,,,,,,,,,,,
269.968866,-20.907605,,,,,,,,,,,,,
271.825861,-20.907605,,,,,,,,,,,,,
273.682825,-20.907605,,,,,,,,,,,,,
275.539819,-20.907605,,,,,,,,,,,,,
277.396783,-20.907605,,,,,,,,,,,,,
279.253778,-20.907605,,,,,,,,,,,,,
281.110742,-20.907605,,,,,,,,,,,,,
282.967737,-20.907605,,,,,,,,,,,,,
284.824701,-20.907605,,,,,,,,,,,,,
286.681696,-20.907605,,,,,,,,,,,,,
288.53866,-20.907605,,,,,,,,,,,,,
290.395654,-20.907605,,,,,,,,,,,,,
292.252618,-20.907605,,,,,,,,,,,,,
294.109613,-20.907605,,,,,,,,,,,,,
295.966577,-20.907605,,,,,,,,,,,,,
297.823572,-20.907605,,,,,,,,,,,,,
299.680536,-20.907605,,,,,,,,,,,,,
301.537531,-20.907605,,,,,,,,,,,,,
303.394495,-20.907605,,,,,,,,,,,,,
305.251489,-20.907605,,,,,,,,,,,,,
307.108453,-20.907605,,,,,,,,,,,,,
308.965448,-20.907605,,,,,,,,,,,,,
310.822412,-20.907605,,,,,,,,,,,,,
312.679407,-20.907605,,,,,,,,,,,,,
314.536401,-20.907605,,,,,,,,,,,,,
316.393365,-20.907605,,,,,,,,,,,,,
318.25036,-20.907605,,,,,,,,,,,,,
320.107324,-20.907605,,,,,,,,,,,,,
321.964319,-20.907605,,,,,,,,,,,,,
323.821283,-20.907605,,,,,,,,,,,,,
325.678278,-20.907605,,,,,,,,,,,,,
327.535242,-20.907605,,,,,,,,,,,,,
329.392236,-20.907605,,,,,,,,,,,,,
331.2492,-20.907605,,,,,,,,,,,,,
333.106195,-20.907605,,,,,,,,,,,,,
334.963159,-20.907605,,,,,,,,,,,,,
336.820154,-20.907605,,,,,,,,,,,,,
338.677118,-20.907605,,,,,,,,,,,,,
340.534113,-20.907605,,,,,,,,,,,,,
342.391077,-20.907605,,,,,,,,,,,,,
344.248071,-20.907605,,,,,,,,,,,,,
346.105035,-20.907605,,,,,,,,,,,,,
347.96203,-20.907605,,,,,,,,,,,,,
349.818994,-20.907605,,,,,,,,,,,,,
351.675989,-20.907605,,,,,,,,,,,,,
353.532953,-20.907605,,,,,,,,,,,,,
355.389948,-20.907605,,,,,,,,,,,,,
357.246912,-20.907605,,,,,,,,,,,,,
359.103906,-20.907605,,,,,,,,,,,,,
360.96087,-20.907605,,,,,,,,,,,,,
362.817865,-20.907605,,,,,,,,,,,,,
364.67486,-20.907605,,,,,,,,,,,,,
366.531824,-20.907605,,,,,,,,,,,,,
368.388818,-20.907605,,,,,,,,,,,,,
370.245782,-20.907605,,,,,,,,,,,,,
372.102777,-20.907605,,,,,,,,,,,,,
373.959741,-20.907605,,,,,,,,,,,,,
375.816736,-20.907605,,,,,,,,,,,,,
377.6737,-20.907605,,,,,,,,,,,,,
379.530695,-20.907605,,,,,,,,,,,,,
381.387659,-20.907605,,,,,,,,,,,,,
383.244653,-20.907605,,,,,,,,,,,,,
385.101617,-20.907605,,,,,,,,,,,,,
386.958612,-20.907605,,,,,,,,,,,,,
388.815576,-20.907605,,,,,,,,,,,,,
390.672571,-20.907605,,,,,,,,,,,,,
392.529535,-20.907605,,,,,,,,,,,,,
394.38653,-20.907605,,,,,,,,,,,,,
396.243494,-20.907605,,,,,,,,,,,,,
398.100488,-20.907605,,,,,,,,,,,,,
399.957452,-20.907605,,,,,,,,,,,,,
401.814447,-20.907605,,,,,,,,,,,,,
403.671411,-20.907605,,,,,,,,,,,,,
405.528406,-20.907605,,,,,,,,,,,,,
407.38537,-20.907605,,,,,,,,,,,,,
409.242365,-20.907605,,,,,,,,,,,,,
411.099359,-20.907605,,,,,,,,,,,,,
412.956323,-20.907605,,,,,,,,,,,,,
414.813318,-20.907605,,,,,,,,,,,,,
416.670282,-20.907605,,,,,,,,,,,,,
418.527277,-20.907605,,,,,,,,,,,,,
420.384241,-20.907605,,,,,,,,,,,,,
422.241235,-20.907605,,,,,,,,,,,,,
424.098199,-20.907605,,,,,,,,,,,,,
425.955194,-20.907605,,,,,,,,,,,,,
427.812158,-20.907605,,,,,,,,,,,,,
429.669153,-20.907605,,,,,,,,,,,,,
431.526117,-20.907605,,,,,,,,,,,,,
433.383112,-20.907605,,,,,,,,,,,,,
435.240076,-20.907605,,,,,,,,,,,,,
437.09707,-20.907605,,,,,,,,,,,,,
438.954034,-20.907605,,,,,,,,,,,,,
440.811029,-20.907605,,,,,,,,,,,,,
442.667993,-20.907605,,,,,,,,,,,,,
444.524988,-20.907605,,,,,,,,,,,,,
446.381982,-20.907605,,,,,,,,,,,,,
448.238916,-20.907605,,,,,,,,,,,,,
450.095911,-20.907605,,,,,,,,,,,,,
451.952905,-20.907605,,,,,,,,,,,,,
453.8099,-20.907605,,,,,,,,,,,,,
455.666833,-20.907605,,,,,,,,,,,,,
-66.144499,-19.05061,,,,,,,,,,,,,
-64.28752,-19.05061,,,,,,,,,,,,,
-62.43054,-19.05061,,,,,,,,,,,,,
-60.573561,-19.05061,,,,,,,,,,,,,
-58.716582,-19.05061,,,,,,,,,,,,,
-56.859602,-19.05061,,,,,,,,,,,,,
-55.002615,-19.05061,,,,,,,,,,,,,
-53.14564,-19.05061,,,,,,,,,,,,,
-51.28866,-19.05061,,,,,,,,,,,,,
-49.431677,-19.05061,,,,,,,,,,,,,
