x_in,p,Cp
-6.68454409,0.30462273955345154,0.6092454791069031
-6.662323,0.3048265874385834,0.6096531748771667
-6.64016151,0.30502715706825256,0.6100543141365051
-6.61805868,0.30522406101226807,0.6104481220245361
-6.59601355,0.305417001247406,0.610834002494812
-6.57402611,0.30560600757598877,0.6112120151519775
-6.55209494,0.3057909607887268,0.6115819215774536
-6.53022003,0.3059713840484619,0.6119427680969238
-6.50839996,0.3061469793319702,0.6122939586639404
-6.48663473,0.3062088191509247,0.6124176383018494
-6.46492338,0.30614525079727173,0.6122905015945435
-6.44326496,0.30608052015304565,0.6121610403060913
-6.42165852,0.3060140311717987,0.6120280623435974
-6.40010595,0.30594611167907715,0.6118922233581543
-6.37860537,0.30587655305862427,0.6117531061172485
-6.35715532,0.30580517649650574,0.6116103529930115
-6.33575487,0.305731862783432,0.611463725566864
-6.31440306,0.30565643310546875,0.6113128662109375
-6.29310036,0.30557870864868164,0.6111574172973633
-6.27184486,0.3052671253681183,0.6105342507362366
-6.2506361,0.30483677983283997,0.6096735596656799
-6.22947407,0.304404616355896,0.608809232711792
-6.20835781,0.30397042632102966,0.6079408526420593
-6.1872859,0.3035341799259186,0.6070683598518372
-6.16625881,0.30309587717056274,0.6061917543411255
-6.14527512,0.3026554584503174,0.6053109169006348
-6.12433434,0.30221283435821533,0.6044256687164307
-6.10343599,0.3017679750919342,0.6035359501838684
-6.08257961,0.301320880651474,0.602641761302948
-6.0617671,0.30092763900756836,0.6018552780151367
-6.04099607,0.30056387186050415,0.6011277437210083
-6.02026415,0.3001984655857086,0.6003969311714172
-5.9995718,0.2998313009738922,0.5996626019477844
-5.97891808,0.2994622588157654,0.5989245176315308
-5.95830202,0.2990912199020386,0.5981824398040771
-5.93772316,0.29871806502342224,0.5974361300468445
-5.91718101,0.29834267497062683,0.5966853499412537
-5.89667511,0.2979649305343628,0.5959298610687256
-5.87620449,0.29758474230766296,0.5951694846153259
-5.85576868,0.2968243956565857,0.5936487913131714
-5.83536959,0.29591134190559387,0.5918226838111877
-5.81500578,0.2949972152709961,0.5899944305419922
-5.79467535,0.2940819561481476,0.5881639122962952
-5.77437687,0.29316553473472595,0.5863310694694519
-5.75411034,0.2922478914260864,0.5844957828521729
-5.73387527,0.2913290560245514,0.5826581120491028
-5.71367121,0.2904089689254761,0.5808179378509521
-5.6934967,0.2894876003265381,0.5789752006530762
-5.67335224,0.2885649502277374,0.5771299004554749
-5.65323639,0.2877609133720398,0.5755218267440796
-5.63315344,0.2869900166988373,0.5739800333976746
-5.61309815,0.28621748089790344,0.5724349617958069
-5.59307051,0.2854432761669159,0.5708865523338318
-5.5730691,0.2846670150756836,0.5693340301513672
-5.55309439,0.2838887870311737,0.5677775740623474
-5.53314495,0.28310859203338623,0.5662171840667725
-5.51322079,0.2823263704776764,0.5646527409553528
-5.49332142,0.2815420627593994,0.5630841255187988
-5.4734478,0.2807556688785553,0.5615113377571106
-5.45359993,0.27968403697013855,0.5593680739402771
-5.43377495,0.2785149812698364,0.5570299625396729
-5.41397285,0.2773453891277313,0.5546907782554626
-5.39419222,0.2761751711368561,0.5523503422737122
-5.37443352,0.2750042676925659,0.5500085353851318
-5.35469532,0.27383261919021606,0.5476652383804321
-5.3349781,0.27266016602516174,0.5453203320503235
-5.31528187,0.27148693799972534,0.5429738759994507
-5.29560709,0.2703129053115845,0.540625810623169
-5.27595138,0.2691378891468048,0.5382757782936096
-5.25631428,0.2677553594112396,0.5355107188224792
-5.23669481,0.2663365304470062,0.5326730608940125
-5.21709251,0.26491689682006836,0.5298337936401367
-5.19750786,0.2634965479373932,0.5269930958747864
-5.17793941,0.26207542419433594,0.5241508483886719
-5.15838957,0.2606537342071533,0.5213074684143066
-5.13885546,0.2592313587665558,0.5184627175331116
-5.11933613,0.25780823826789856,0.5156164765357971
-5.09983206,0.2563844621181488,0.5127689242362976
-5.08034134,0.25495994091033936,0.5099198818206787
-5.06086445,0.25358137488365173,0.5071627497673035
-5.04140091,0.25220927596092224,0.5044185519218445
-5.0219512,0.25083664059638977,0.5016732811927795
-5.00251484,0.24946339428424835,0.4989267885684967
-4.98308992,0.24808943271636963,0.49617886543273926
-4.96367645,0.2467147707939148,0.4934295415878296
-4.94427347,0.24533933401107788,0.49067866802215576
-4.92488146,0.24396319687366486,0.4879263937473297
-4.90549898,0.24258625507354736,0.4851725101470947
-4.88612652,0.24120856821537018,0.48241713643074036
-4.86676454,0.23943281173706055,0.4788656234741211
-4.8474102,0.2376154512166977,0.4752309024333954
-4.82806444,0.23579785227775574,0.4715957045555115
-4.80872631,0.2339799404144287,0.4679598808288574
-4.78939486,0.23216168582439423,0.46432337164878845
-4.77007055,0.23034317791461945,0.4606863558292389
-4.7507534,0.22852446138858795,0.4570489227771759
-4.73144198,0.22670544683933258,0.45341089367866516
-4.71213627,0.2248861938714981,0.4497723877429962
-4.69283533,0.22306665778160095,0.4461333155632019
-4.67353868,0.22116144001483917,0.44232288002967834
-4.65424585,0.21925245225429535,0.4385049045085907
-4.63495684,0.2173433154821396,0.4346866309642792
-4.61567163,0.2154339849948883,0.4308679699897766
-4.59638882,0.21352443099021912,0.42704886198043823
-4.57710838,0.21161475777626038,0.42322951555252075
-4.55782986,0.20970496535301208,0.41940993070602417
-4.53855228,0.20779503881931305,0.4155900776386261
-4.51927614,0.20588509738445282,0.41177019476890564
-4.5,0.20397503674030304,0.4079500734806061
-4.5,0.20397503674030304,0.4079500734806061
-4.48038292,0.20189781486988068,0.40379562973976135
-4.46076536,0.19981925189495087,0.39963850378990173
-4.44114733,0.19774064421653748,0.39548128843307495
-4.42152739,0.19566191732883453,0.39132383465766907
-4.40190554,0.19358313083648682,0.38716626167297363
-4.3822813,0.1915043443441391,0.3830086886882782
-4.36265421,0.18942555785179138,0.37885111570358276
-4.34302378,0.18734681606292725,0.3746936321258545
-4.32338953,0.18526814877986908,0.37053629755973816
-4.30375099,0.1831277310848236,0.3662554621696472
-4.28410769,0.18073157966136932,0.36146315932273865
-4.26445866,0.178335502743721,0.356671005487442
-4.24480391,0.17593958973884583,0.35187917947769165
-4.22514296,0.17354385554790497,0.34708771109580994
-4.20547581,0.1711483895778656,0.3422967791557312
-4.18580055,0.16875305771827698,0.33750611543655396
-4.16611815,0.1663580685853958,0.3327161371707916
-4.14642715,0.16396333277225494,0.3279266655445099
-4.12672806,0.1615689992904663,0.3231379985809326
-4.10701895,0.159061998128891,0.318123996257782
-4.0873003,0.15640047192573547,0.31280094385147095
-4.06757164,0.15373925864696503,0.30747851729393005
-4.04783249,0.15107840299606323,0.30215680599212646
-4.02808142,0.14841774106025696,0.2968354821205139
-4.0083189,0.14575742185115814,0.2915148437023163
-3.9885447,0.14309747517108917,0.28619495034217834
-3.96875787,0.14043781161308289,0.28087562322616577
-3.94895721,0.1377783715724945,0.275556743144989
-3.92914295,0.1351192146539688,0.2702384293079376
-3.90931463,0.13250046968460083,0.26500093936920166
-3.88947225,0.12990494072437286,0.2598098814487457
-3.86961341,0.12730906903743744,0.2546181380748749
-3.84973931,0.12471320480108261,0.24942640960216522
-3.82984924,0.12211738526821136,0.24423477053642273
-3.80994248,0.11952153593301773,0.23904307186603546
-3.79001784,0.11692594736814499,0.23385189473628998
-3.77007556,0.11433083564043045,0.2286616712808609
-3.75011516,0.11173634976148605,0.2234726995229721
-3.73013616,0.10914264619350433,0.21828529238700867
-3.71013737,0.10583563894033432,0.21167127788066864
-3.69011831,0.10237254947423935,0.2047450989484787
-3.67007923,0.09890944510698318,0.19781889021396637
-3.65001941,0.09544620662927628,0.19089241325855255
-3.62993813,0.09198270738124847,0.18396541476249695
-3.60983396,0.08851853758096695,0.1770370751619339
-3.58970738,0.08505376428365707,0.17010752856731415
-3.56955814,0.08158844709396362,0.16317689418792725
-3.54938555,0.07812245935201645,0.1562449187040329
-3.52918792,0.07468093931674957,0.14936187863349915
-3.50896525,0.07146269083023071,0.14292538166046143
-3.48871756,0.06824513524770737,0.13649027049541473
-3.46844411,0.06502779573202133,0.13005559146404266
-3.44814467,0.06181081384420395,0.1236216276884079
-3.42781711,0.058594103902578354,0.11718820780515671
-3.40746212,0.0553777851164341,0.1107555702328682
-3.387079,0.05216175317764282,0.10432350635528564
-3.36666751,0.048945970833301544,0.09789194166660309
-3.34622717,0.045730363577604294,0.09146072715520859
-3.3257556,0.04250721633434296,0.08501443266868591
-3.30525351,0.039260704070329666,0.07852140814065933
-3.28472066,0.03601351007819176,0.07202702015638351
-3.26415634,0.03276589512825012,0.06553179025650024
-3.24356008,0.02951815165579319,0.05903630331158638
-3.22293067,0.02627047337591648,0.05254094675183296
-3.20226669,0.023023035377264023,0.046046070754528046
-3.18156886,0.019776353612542152,0.039552707225084305
-3.1608367,0.01653076894581318,0.03306153789162636
-3.14006925,0.013286558911204338,0.026573117822408676
-3.11926627,0.009295342490077019,0.018590684980154037
-3.09842634,0.0044948202557861805,0.008989640511572361
-3.07754826,-0.0003069613012485206,-0.0006139226024970412
-3.05663252,-0.005110334139317274,-0.010220668278634548
-3.03567839,-0.009915929287672043,-0.019831858575344086
-3.01468539,-0.014724337495863438,-0.029448674991726875
-2.99365306,-0.019536161795258522,-0.039072323590517044
-2.97258019,-0.024352194741368294,-0.04870438948273659
-2.95146608,-0.02917313389480114,-0.05834626778960228
-2.93030906,-0.033999912440776825,-0.06799982488155365
-2.90911007,-0.037945766001939774,-0.07589153200387955
-2.88786817,-0.0415579155087471,-0.0831158310174942
-2.86658263,-0.045173950493335724,-0.09034790098667145
-2.84525275,-0.04879338666796684,-0.09758677333593369
-2.82387805,-0.052415747195482254,-0.10483149439096451
-2.80245757,-0.05604064092040062,-0.11208128184080124
-2.78099084,-0.05966731533408165,-0.1193346306681633
-2.75947619,-0.0632953867316246,-0.1265907734632492
-2.73791337,-0.06692419946193695,-0.1338483989238739
-2.71630216,-0.07055308669805527,-0.14110617339611053
-2.69464183,-0.07633864879608154,-0.15267729759216309
-2.67293143,-0.0824367105960846,-0.1648734211921692
-2.65117073,-0.08854436129331589,-0.17708872258663177
-2.62935877,-0.09466340392827988,-0.18932680785655975
-2.60749459,-0.10079541057348251,-0.20159082114696503
-2.58557773,-0.10694199800491333,-0.21388399600982666
-2.56360745,-0.113104909658432,-0.226209819316864
-2.54158306,-0.1192859411239624,-0.2385718822479248
-2.51950359,-0.12548701465129852,-0.25097402930259705
-2.49736857,-0.1312658041715622,-0.2625316083431244
-2.47517729,-0.1357107162475586,-0.2714214324951172
-2.45292878,-0.14015918970108032,-0.28031837940216064
-2.43062234,-0.14461176097393036,-0.2892235219478607
-2.40825725,-0.14906902611255646,-0.2981380522251129
-2.38583279,-0.15353161096572876,-0.3070632219314575
-2.36334825,-0.1580001711845398,-0.3160003423690796
-2.34080291,-0.16247545182704926,-0.3249509036540985
-2.3181963,-0.1669580489397049,-0.3339160978794098
-2.29552722,-0.17144878208637238,-0.34289756417274475
-2.27279544,-0.17627070844173431,-0.35254141688346863
-2.25,-0.18182815611362457,-0.36365631222724915
-2.25,-0.18182815611362457,-0.36365631222724915
-2.22860074,-0.1870429962873459,-0.3740859925746918
-2.2071445,-0.1922704577445984,-0.3845409154891968
-2.18563104,-0.1975114643573761,-0.3950229287147522
-2.16405916,-0.2027672529220581,-0.4055345058441162
-2.14242887,-0.20803871750831604,-0.4160774350166321
-2.12073851,-0.21332724392414093,-0.42665448784828186
-2.09898829,-0.21863378584384918,-0.43726757168769836
-2.07717753,-0.223958820104599,-0.447917640209198
-2.05530572,-0.22934597730636597,-0.45869195461273193
-2.0333724,-0.23537810146808624,-0.4707562029361725
-2.01137662,-0.24141694605350494,-0.4828338921070099
-1.98931813,-0.24746446311473846,-0.49492892622947693
-1.96719635,-0.253523588180542,-0.507047176361084
-1.9450103,-0.2595967948436737,-0.5191935896873474
-1.92275977,-0.2656864523887634,-0.5313729047775269
-1.90044439,-0.27179500460624695,-0.5435900092124939
-1.87806332,-0.27792516350746155,-0.5558503270149231
-1.85561645,-0.2840794026851654,-0.5681588053703308
-1.83310294,-0.29026052355766296,-0.5805210471153259
-1.81052256,-0.2961748540401459,-0.5923497080802917
-1.7878747,-0.30184563994407654,-0.6036912798881531
-1.76515877,-0.3075411021709442,-0.6150822043418884
-1.74237466,-0.3132643401622772,-0.6265286803245544
-1.71952164,-0.319018691778183,-0.638037383556366
-1.69659936,-0.3248074948787689,-0.6496149897575378
-1.67360759,-0.33063411712646484,-0.6612682342529297
-1.65054572,-0.33650216460227966,-0.6730043292045593
-1.62741327,-0.3424152135848999,-0.6848304271697998
-1.60421002,-0.34837695956230164,-0.6967539191246033
-1.58093584,-0.35435253381729126,-0.7087050676345825
-1.55759037,-0.36014294624328613,-0.7202858924865723
-1.53417337,-0.36595672369003296,-0.7319134473800659
-1.51068461,-0.37179848551750183,-0.7435969710350037
-1.48712397,-0.3776730000972748,-0.7553460001945496
-1.46349049,-0.3835850656032562,-0.7671701312065125
-1.43978453,-0.3895391821861267,-0.7790783643722534
-1.41600609,-0.3955414593219757,-0.7910829186439514
-1.39215517,-0.40159711241722107,-0.8031942248344421
-1.36823165,-0.40771156549453735,-0.8154231309890747
-1.34423471,-0.4138898551464081,-0.8277797102928162
-1.32016516,-0.41939783096313477,-0.8387956619262695
-1.29602289,-0.4245830178260803,-0.8491660356521606
-1.27180827,-0.42982205748558044,-0.8596441149711609
-1.24752021,-0.4351218640804291,-0.8702437281608582
-1.22316015,-0.4404888153076172,-0.8809776306152344
-1.19872808,-0.44592979550361633,-0.8918595910072327
-1.1742233,-0.4514520764350891,-0.9029041528701782
-1.14964712,-0.45706048607826233,-0.9141209721565247
-1.125,-0.46276354789733887,-0.9255270957946777
-1.125,-0.46276354789733887,-0.9255270957946777
-1.09619451,-0.4695375859737396,-0.9390751719474792
-1.06729329,-0.47470521926879883,-0.9494104385375977
-1.03829718,-0.47834905982017517,-0.9566981196403503
-1.00920713,-0.4820779860019684,-0.9641559720039368
-0.980023801,-0.4858984351158142,-0.9717968702316284
-0.950748563,-0.4898236393928528,-0.9796472787857056
-0.921382666,-0.4938632547855377,-0.9877265095710754
-0.891927123,-0.49802714586257935,-0.9960542917251587
-0.862383664,-0.5023252964019775,-1.004650592803955
-0.832753539,-0.506767988204956,-1.013535976409912
-0.803038657,-0.5105736255645752,-1.0211472511291504
-0.773240507,-0.5138320326805115,-1.027664065361023
-0.743361294,-0.5172303915023804,-1.0344607830047607
-0.713402688,-0.5207818746566772,-1.0415637493133545
-0.683367074,-0.5244994759559631,-1.0489989519119263
-0.653256535,-0.5283966660499573,-1.0567933320999146
-0.623073399,-0.5324826240539551,-1.0649652481079102
-0.592820287,-0.5367729663848877,-1.0735459327697754
-0.562499762,-0.5412819981575012,-1.0825639963150024
-0.562499762,-0.5412819981575012,-1.0825639963150024
-0.515908003,-0.539858341217041,-1.079716682434082
-0.515907526,-0.539858341217041,-1.079716682434082
-0.469244182,-0.5360128283500671,-1.0720256567001343
-0.469243705,-0.5360127687454224,-1.0720255374908447
-0.4225142,-0.5325620174407959,-1.0651240348815918
-0.422513723,-0.5325620174407959,-1.0651240348815918
-0.375723809,-0.5295239090919495,-1.059047818183899
-0.375723392,-0.5295239090919495,-1.059047818183899
-0.328879148,-0.5269068479537964,-1.0538136959075928
-0.32887873,-0.5269068479537964,-1.0538136959075928
-0.281986505,-0.5247181057929993,-1.0494362115859985
-0.281986147,-0.5247181057929993,-1.0494362115859985
-0.235052481,-0.5226315259933472,-1.0452630519866943
-0.235052153,-0.5226315259933472,-1.0452630519866943
-0.188083753,-0.520962119102478,-1.041924238204956
-0.188083425,-0.520962119102478,-1.041924238204956
-0.14108716,-0.5198137760162354,-1.0396275520324707
-0.141086832,-0.5198137760162354,-1.0396275520324707
-0.0940696746,-0.5192407965660095,-1.038481593132019
-0.094069317,-0.5192407965660095,-1.038481593132019
-0.0470382795,-0.5193061232566833,-1.0386122465133667
-0.0470379069,-0.5193061232566833,-1.0386122465133667
8.32892226e-08,-0.5200565457344055,-1.040113091468811
4.49529182e-07,-0.5200563669204712,-1.0401127338409424
0.0470383577,-0.5008800625801086,-1.0017601251602173
0.0470387526,-0.5008799433708191,-1.0017598867416382
0.0940696374,-0.4825095534324646,-0.9650191068649292
0.0940700397,-0.48250940442085266,-0.9650188088417053
0.141086981,-0.4648531973361969,-0.9297063946723938
0.141087398,-0.46485304832458496,-0.9297060966491699
0.188083381,-0.4478013217449188,-0.8956026434898376
0.188083798,-0.4478011727333069,-0.8956023454666138
0.235051885,-0.4312605857849121,-0.8625211715698242
0.235052332,-0.43126043677330017,-0.8625208735466003
0.28198573,-0.4138537347316742,-0.8277074694633484
0.281986207,-0.4138534665107727,-0.8277069330215454
0.328878224,-0.38747212290763855,-0.7749442458152771
0.328878701,-0.38747188448905945,-0.7749437689781189
0.375722826,-0.36143171787261963,-0.7228634357452393
0.375723302,-0.36143144965171814,-0.7228628993034363
0.422513246,-0.3355746269226074,-0.6711492538452148
0.422513783,-0.33557432889938354,-0.6711486577987671
0.469243348,-0.30974188446998596,-0.6194837689399719
0.469243884,-0.3097415864467621,-0.6194831728935242
0.515907407,-0.28373953700065613,-0.5674790740013123
0.515907884,-0.28373926877975464,-0.5674785375595093
0.562499762,-0.260542631149292,-0.521085262298584
0.562499762,-0.260542631149292,-0.521085262298584
0.592820287,-0.25161227583885193,-0.5032245516777039
0.623073399,-0.24270284175872803,-0.48540568351745605
0.653256535,-0.2338150441646576,-0.4676300883293152
0.683367074,-0.22494523227214813,-0.44989046454429626
0.713402688,-0.21611009538173676,-0.4322201907634735
0.743361294,-0.20731063187122345,-0.4146212637424469
0.773240507,-0.19854788482189178,-0.39709576964378357
0.803038657,-0.18982264399528503,-0.37964528799057007
0.832753539,-0.18222950398921967,-0.36445900797843933
0.862383664,-0.17594392597675323,-0.35188785195350647
0.891927123,-0.1696932315826416,-0.3393864631652832
0.921382666,-0.16346915066242218,-0.32693830132484436
0.950748563,-0.15726368129253387,-0.31452736258506775
0.980023801,-0.15106888115406036,-0.3021377623081207
1.00920713,-0.14487703144550323,-0.28975406289100647
1.03829718,-0.1386815756559372,-0.2773631513118744
1.06729329,-0.13247671723365784,-0.2649534344673157
1.09619451,-0.12887059152126312,-0.25774118304252625
1.125,-0.12807923555374146,-0.2561584711074829
1.125,-0.12807923555374146,-0.2561584711074829
1.14964712,-0.12738586962223053,-0.25477173924446106
1.1742233,-0.12668240070343018,-0.25336480140686035
1.19872808,-0.1259719282388687,-0.2519438564777374
1.22316015,-0.12525631487369537,-0.25051262974739075
1.24752021,-0.12453824281692505,-0.2490764856338501
1.27180827,-0.12382035702466965,-0.2476407140493393
1.29602289,-0.1231052577495575,-0.246210515499115
1.32016516,-0.12239544093608856,-0.24479088187217712
1.34423471,-0.12166765332221985,-0.2433353066444397
1.36823165,-0.120894655585289,-0.241789311170578
1.39215517,-0.12012523412704468,-0.24025046825408936
1.41600609,-0.11935916543006897,-0.23871833086013794
1.43978453,-0.11859624087810516,-0.23719248175621033
1.46349049,-0.11783622950315475,-0.2356724590063095
1.48712397,-0.11707872152328491,-0.23415744304656982
1.51068461,-0.11632353812456131,-0.23264707624912262
1.53417337,-0.11557046324014664,-0.23114092648029327
1.55759037,-0.11481926590204239,-0.22963853180408478
1.58093584,-0.11406973749399185,-0.2281394749879837
1.60421002,-0.11393138766288757,-0.22786277532577515
1.62741327,-0.11390078812837601,-0.22780157625675201
1.65054572,-0.11387091130018234,-0.22774182260036469
1.67360759,-0.11384158581495285,-0.2276831716299057
1.69659936,-0.11381261795759201,-0.22762523591518402
1.71952164,-0.11378384381532669,-0.22756768763065338
1.74237466,-0.11375509202480316,-0.22751018404960632
1.76515877,-0.1137261912226677,-0.2274523824453354
1.7878747,-0.11369697749614716,-0.2273939549922943
1.81052256,-0.1136673092842102,-0.2273346185684204
1.83310294,-0.11343371868133545,-0.2268674373626709
1.85561645,-0.1129755973815918,-0.2259511947631836
1.87806332,-0.11251839995384216,-0.22503679990768433
1.90044439,-0.112062007188797,-0.224124014377594
1.92275977,-0.11160630732774734,-0.2232126146554947
1.9450103,-0.11115119606256485,-0.2223023921251297
1.96719635,-0.11069656163454056,-0.22139312326908112
1.98931813,-0.11024229973554611,-0.22048459947109222
2.01137662,-0.10978831350803375,-0.2195766270160675
2.0333724,-0.10933444648981094,-0.2186688929796219
2.05530572,-0.1088806763291359,-0.2177613526582718
2.07717753,-0.10876324027776718,-0.21752648055553436
2.09898829,-0.10866757482290268,-0.21733514964580536
2.12073851,-0.10857132077217102,-0.21714264154434204
2.14242887,-0.10847455263137817,-0.21694910526275635
2.16405916,-0.10837730765342712,-0.21675461530685425
2.18563104,-0.10827962309122086,-0.2165592461824417
2.2071445,-0.10818154364824295,-0.2163630872964859
2.22860074,-0.1080830991268158,-0.2161661982536316
2.25,-0.10798433423042297,-0.21596866846084595
2.25,-0.10798433423042297,-0.21596866846084595
2.27279544,-0.10787851363420486,-0.21575702726840973
2.29552722,-0.10766206681728363,-0.21532413363456726
2.3181963,-0.10739660263061523,-0.21479320526123047
2.34080291,-0.10713133960962296,-0.2142626792192459
2.36334825,-0.10686630010604858,-0.21373260021209717
2.38583279,-0.10660149902105331,-0.21320299804210663
2.40825725,-0.10633697360754013,-0.21267394721508026
2.43062234,-0.10607273876667023,-0.21214547753334045
2.45292878,-0.1058088093996048,-0.2116176187992096
2.47517729,-0.10554520040750504,-0.21109040081501007
2.49736857,-0.10528197139501572,-0.21056394279003143
2.51950359,-0.10515469312667847,-0.21030938625335693
2.54158306,-0.10507174581289291,-0.21014349162578583
2.56360745,-0.10498824715614319,-0.20997649431228638
2.58557773,-0.10490425676107407,-0.20980851352214813
2.60749459,-0.10481984168291092,-0.20963968336582184
2.62935877,-0.10473506152629852,-0.20947012305259705
2.65117073,-0.10464997589588165,-0.2092999517917633
2.67293143,-0.10456467419862747,-0.20912934839725494
2.69464183,-0.10447918623685837,-0.20895837247371674
2.71630216,-0.10440055280923843,-0.20880110561847687
2.73791337,-0.10437122732400894,-0.20874245464801788
2.75947619,-0.1043417677283287,-0.2086835354566574
2.78099084,-0.10431227087974548,-0.20862454175949097
2.80245757,-0.10428286343812943,-0.20856572687625885
2.82387805,-0.10425363481044769,-0.20850726962089539
2.84525275,-0.10422471165657043,-0.20844942331314087
2.86658263,-0.10419617593288422,-0.20839235186576843
2.88786817,-0.1041681170463562,-0.2083362340927124
2.90911007,-0.10414063185453415,-0.2082812637090683
2.93030906,-0.1041395366191864,-0.2082790732383728
2.95146608,-0.10420606285333633,-0.20841212570667267
2.97258019,-0.10427244752645493,-0.20854489505290985
2.99365306,-0.10433874279260635,-0.2086774855852127
3.01468539,-0.1044049933552742,-0.2088099867105484
3.03567839,-0.10447125881910324,-0.20894251763820648
3.05663252,-0.10453757643699646,-0.20907515287399292
3.07754826,-0.10460398346185684,-0.20920796692371368
3.09842634,-0.10467053949832916,-0.20934107899665833
3.11926627,-0.10473727434873581,-0.20947454869747162
3.14006925,-0.10484986007213593,-0.20969972014427185
3.1608367,-0.10500457137823105,-0.2100091427564621
3.18156886,-0.10515911877155304,-0.21031823754310608
3.20226669,-0.10531358420848846,-0.21062716841697693
3.22293067,-0.10546800494194031,-0.21093600988388062
3.24356008,-0.10562244802713394,-0.21124489605426788
