x_mm,y_mm,U_mean,V_mean,W_mean,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
116.8719101,-9.674352646,,,,,,,,,,,,,
119.3293991,-9.674352646,,,,,,,,,,,,,
121.7868881,-9.674352646,,,,,,,,,,,,,
124.2443771,-9.674352646,,,,,,,,,,,,,
126.7018661,-9.674352646,,,,,,,,,,,,,
129.1593628,-9.674352646,,,,,,,,,,,,,
131.6168518,-9.674352646,,,,,,,,,,,,,
134.0743408,-9.674352646,,,,,,,,,,,,,
136.5318298,-9.674352646,,,,,,,,,,,,,
138.9893188,-9.674352646,,,,,,,,,,,,,
141.4468079,-9.674352646,,,,,,,,,,,,,
143.9042969,-9.674352646,,,,,,,,,,,,,
146.3617859,-9.674352646,,,,,,,,,,,,,
148.8192749,-9.674352646,,,,,,,,,,,,,
151.2767792,-9.674352646,,,,,,,,,,,,,
153.7342682,-9.674352646,,,,,,,,,,,,,
156.1917572,-9.674352646,,,,,,,,,,,,,
158.6492462,-9.674352646,,,,,,,,,,,,,
161.1067352,-9.674352646,,,,,,,,,,,,,
163.5642242,-9.674352646,,,,,,,,,,,,,
166.0217133,-9.674352646,,,,,,,,,,,,,
168.4792023,-9.674352646,,,,,,,,,,,,,
170.9366913,-9.674352646,,,,,,,,,,,,,
173.3941803,-9.674352646,,,,,,,,,,,,,
175.8516693,-9.674352646,,,,,,,,,,,,,
178.3091583,-9.674352646,,,,,,,,,,,,,
180.7666473,-9.674352646,,,,,,,,,,,,,
183.2241364,-9.674352646,,,,,,,,,,,,,
185.6816254,-9.674352646,,,,,,,,,,,,,
188.1391296,-9.674352646,,,,,,,,,,,,,
190.5966187,-9.674352646,,,,,,,,,,,,,
193.0541077,-9.674352646,,,,,,,,,,,,,
195.5115967,-9.674352646,,,,,,,,,,,,,
197.9690857,-9.674352646,,,,,,,,,,,,,
200.4265747,-9.674352646,,,,,,,,,,,,,
202.8840637,-9.674352646,,,,,,,,,,,,,
205.3415527,-9.674352646,,,,,,,,,,,,,
207.7990417,-9.674352646,,,,,,,,,,,,,
210.2565308,-9.674352646,,,,,,,,,,,,,
212.7140198,-9.674352646,,,,,,,,,,,,,
215.1715088,-9.674352646,,,,,,,,,,,,,
217.6289978,-9.674352646,,,,,,,,,,,,,
220.0864868,-9.674352646,,,,,,,,,,,,,
222.5439758,-9.674352646,,,,,,,,,,,,,
225.0014648,-9.674352646,,,,,,,,,,,,,
227.4589539,-9.674352646,,,,,,,,,,,,,
229.9164429,-9.674352646,,,,,,,,,,,,,
232.3739319,-9.674352646,,,,,,,,,,,,,
234.8314209,-9.674352646,,,,,,,,,,,,,
237.2889099,-9.674352646,,,,,,,,,,,,,
239.7463989,-9.674352646,,,,,,,,,,,,,
242.2038879,-9.674352646,,,,,,,,,,,,,
244.661377,-9.674352646,,,,,,,,,,,,,
247.1188965,-9.674352646,,,,,,,,,,,,,
249.5763855,-9.674352646,,,,,,,,,,,,,
252.0338745,-9.674352646,,,,,,,,,,,,,
254.4913635,-9.674352646,,,,,,,,,,,,,
256.9488525,-9.674352646,,,,,,,,,,,,,
259.4063416,-9.674352646,,,,,,,,,,,,,
261.8638306,-9.674352646,,,,,,,,,,,,,
264.3213196,-9.674352646,,,,,,,,,,,,,
266.7788086,-9.674352646,,,,,,,,,,,,,
269.2362976,-9.674352646,,,,,,,,,,,,,
271.6937866,-9.674352646,,,,,,,,,,,,,
274.1512756,-9.674352646,,,,,,,,,,,,,
276.6087646,-9.674352646,,,,,,,,,,,,,
279.0662537,-9.674352646,,,,,,,,,,,,,
281.5237427,-9.674352646,,,,,,,,,,,,,
283.9812317,-9.674352646,,,,,,,,,,,,,
286.4387207,-9.674352646,,,,,,,,,,,,,
288.8962097,-9.674352646,,,,,,,,,,,,,
291.3536987,-9.674352646,,,,,,,,,,,,,
293.8111877,-9.674352646,,,,,,,,,,,,,
296.2686768,-9.674352646,,,,,,,,,,,,,
298.7261658,-9.674352646,,,,,,,,,,,,,
301.1836548,-9.674352646,,,,,,,,,,,,,
303.6411438,-9.674352646,,,,,,,,,,,,,
306.0986328,-9.674352646,,,,,,,,,,,,,
308.5561218,-9.674352646,,,,,,,,,,,,,
311.0136108,-9.674352646,,,,,,,,,,,,,
313.4710999,-9.674352646,,,,,,,,,,,,,
315.9285889,-9.674352646,,,,,,,,,,,,,
318.3860779,-9.674352646,,,,,,,,,,,,,
320.8435669,-9.674352646,,,,,,,,,,,,,
323.3010559,-9.674352646,,,,,,,,,,,,,
325.7585449,-9.674352646,,,,,,,,,,,,,
328.2160645,-9.674352646,,,,,,,,,,,,,
330.6735535,-9.674352646,,,,,,,,,,,,,
333.1310425,-9.674352646,,,,,,,,,,,,,
335.5885315,-9.674352646,,,,,,,,,,,,,
338.0460205,-9.674352646,,,,,,,,,,,,,
340.5035095,-9.674352646,,,,,,,,,,,,,
342.9609985,-9.674352646,,,,,,,,,,,,,
345.4184875,-9.674352646,,,,,,,,,,,,,
347.8759766,-9.674352646,,,,,,,,,,,,,
350.3334656,-9.674352646,,,,,,,,,,,,,
352.7909546,-9.674352646,,,,,,,,,,,,,
355.2484436,-9.674352646,,,,,,,,,,,,,
357.7059326,-9.674352646,,,,,,,,,,,,,
360.1634216,-9.674352646,,,,,,,,,,,,,
362.6209106,-9.674352646,,,,,,,,,,,,,
365.0783997,-9.674352646,,,,,,,,,,,,,
367.5358887,-9.674352646,,,,,,,,,,,,,
369.9933777,-9.674352646,,,,,,,,,,,,,
372.4508667,-9.674352646,,,,,,,,,,,,,
374.9083557,-9.674352646,,,,,,,,,,,,,
377.3658447,-9.674352646,,,,,,,,,,,,,
379.8233337,-9.674352646,,,,,,,,,,,,,
382.2808228,-9.674352646,,,,,,,,,,,,,
384.7383118,-9.674352646,,,,,,,,,,,,,
387.1958008,-9.674352646,,,,,,,,,,,,,
389.6532898,-9.674352646,,,,,,,,,,,,,
392.1107788,-9.674352646,,,,,,,,,,,,,
394.5682678,-9.674352646,,,,,,,,,,,,,
397.0257568,-9.674352646,,,,,,,,,,,,,
399.4832458,-9.674352646,,,,,,,,,,,,,
401.9407349,-9.674352646,,,,,,,,,,,,,
404.3982544,-9.674352646,,,,,,,,,,,,,
406.8557434,-9.674352646,,,,,,,,,,,,,
409.3132324,-9.674352646,,,,,,,,,,,,,
411.7707214,-9.674352646,,,,,,,,,,,,,
414.2282104,-9.674352646,,,,,,,,,,,,,
416.6856995,-9.674352646,,,,,,,,,,,,,
419.1431885,-9.674352646,,,,,,,,,,,,,
421.6006775,-9.674352646,,,,,,,,,,,,,
424.0581665,-9.674352646,,,,,,,,,,,,,
426.5156555,-9.674352646,,,,,,,,,,,,,
428.9731445,-9.674352646,,,,,,,,,,,,,
431.4306335,-9.674352646,,,,,,,,,,,,,
433.8881226,-9.674352646,,,,,,,,,,,,,
436.3456116,-9.674352646,,,,,,,,,,,,,
438.8031006,-9.674352646,,,,,,,,,,,,,
441.2605896,-9.674352646,,,,,,,,,,,,,
443.7180786,-9.674352646,,,,,,,,,,,,,
446.1755676,-9.674352646,,,,,,,,,,,,,
448.6330566,-9.674352646,,,,,,,,,,,,,
451.0905457,-9.674352646,,,,,,,,,,,,,
453.5480347,-9.674352646,,,,,,,,,,,,,
456.0055237,-9.674352646,,,,,,,,,,,,,
458.4630127,-9.674352646,,,,,,,,,,,,,
460.9205017,-9.674352646,,,,,,,,,,,,,
463.3779907,-9.674352646,,,,,,,,,,,,,
465.8354797,-9.674352646,,,,,,,,,,,,,
468.2929688,-9.674352646,,,,,,,,,,,,,
470.7504578,-9.674352646,,,,,,,,,,,,,
473.2079468,-9.674352646,,,,,,,,,,,,,
475.6654358,-9.674352646,,,,,,,,,,,,,
478.1229248,-9.674352646,,,,,,,,,,,,,
480.5804138,-9.674352646,,,,,,,,,,,,,
483.0379028,-9.674352646,,,,,,,,,,,,,
485.4954224,-9.674352646,,,,,,,,,,,,,
487.9528809,-9.674352646,,,,,,,,,,,,,
490.4104004,-9.674352646,,,,,,,,,,,,,
492.8678589,-9.674352646,,,,,,,,,,,,,
495.3253784,-9.674352646,,,,,,,,,,,,,
497.7828369,-9.674352646,,,,,,,,,,,,,
500.2403564,-9.674352646,,,,,,,,,,,,,
502.6978149,-9.674352646,,,,,,,,,,,,,
505.1553345,-9.674352646,,,,,,,,,,,,,
507.612793,-9.674352646,,,,,,,,,,,,,
510.0703125,-9.674352646,,,,,,,,,,,,,
512.527771,-9.674352646,,,,,,,,,,,,,
514.9852905,-9.674352646,,,,,,,,,,,,,
517.442749,-9.674352646,,,,,,,,,,,,,
519.9002686,-9.674352646,,,,,,,,,,,,,
522.3577881,-9.674352646,,,,,,,,,,,,,
524.8152466,-9.674352646,,,,,,,,,,,,,
527.2727661,-9.674352646,,,,,,,,,,,,,
529.7302246,-9.674352646,,,,,,,,,,,,,
532.1877441,-9.674352646,,,,,,,,,,,,,
534.6452026,-9.674352646,,,,,,,,,,,,,
537.1027222,-9.674352646,,,,,,,,,,,,,
539.5601807,-9.674352646,,,,,,,,,,,,,
542.0177002,-9.674352646,,,,,,,,,,,,,
544.4751587,-9.674352646,,,,,,,,,,,,,
546.9326782,-9.674352646,,,,,,,,,,,,,
549.3901367,-9.674352646,,,,,,,,,,,,,
551.8476562,-9.674352646,,,,,,,,,,,,,
554.3051147,-9.674352646,,,,,,,,,,,,,
556.7626343,-9.674352646,,,,,,,,,,,,,
559.2200928,-9.674352646,,,,,,,,,,,,,
561.6776123,-9.674352646,,,,,,,,,,,,,
564.1350708,-9.674352646,,,,,,,,,,,,,
566.5925903,-9.674352646,,,,,,,,,,,,,
569.0500488,-9.674352646,,,,,,,,,,,,,
571.5075684,-9.674352646,,,,,,,,,,,,,
573.9650269,-9.674352646,,,,,,,,,,,,,
576.4225464,-9.674352646,,,,,,,,,,,,,
578.8800049,-9.674352646,,,,,,,,,,,,,
581.3375244,-9.674352646,,,,,,,,,,,,,
583.7949829,-9.674352646,,,,,,,,,,,,,
-28.12000084,-7.216864109,,,,,,,,,,,,,
-25.66250992,-7.216864109,,,,,,,,,,,,,
-23.2050209,-7.216864109,,,,,,,,,,,,,
-20.74753189,-7.216864109,,,,,,,,,,,,,
-18.29004097,-7.216864109,,,,,,,,,,,,,
-15.832551,-7.216864109,,,,,,,,,,,,,
-13.37506104,-7.216864109,,,,,,,,,,,,,
-10.91757011,-7.216864109,,,,,,,,,,,,,
-8.4600811,-7.216864109,,,,,,,,,,,,,
-6.002592087,-7.216864109,,,,,,,,,,,,,
-3.545100927,-7.216864109,,,,,,,,,,,,,
-1.087610006,-7.216864109,,,,,,,,,,,,,
1.369879007,-7.216864109,,,,,,,,,,,,,
3.827368021,-7.216864109,,,,,,,,,,,,,
6.284861088,-7.216864109,,,,,,,,,,,,,
8.742349625,-7.216864109,,,,,,,,,,,,,
11.19983864,-7.216864109,,,,,,,,,,,,,
13.65732765,-7.216864109,,,,,,,,,,,,,
16.11481667,-7.216864109,,,,,,,,,,,,,
18.57230949,-7.216864109,,,,,,,,,,,,,
21.02979851,-7.216864109,,,,,,,,,,,,,
23.48728752,-7.216864109,,,,,,,,,,,,,
25.94478035,-7.216864109,,,,,,,,,,,,,
28.40226936,-7.216864109,,,,,,,,,,,,,
30.85975838,-7.216864109,,,,,,,,,,,,,
33.31724548,-7.216864109,,,,,,,,,,,,,
35.7747345,-7.216864109,,,,,,,,,,,,,
38.23222351,-7.216864109,,,,,,,,,,,,,
40.68972015,-7.216864109,,,,,,,,,,,,,
43.14720917,-7.216864109,,,,,,,,,,,,,
45.60469818,-7.216864109,,,,,,,,,,,,,
48.06218719,-7.216864109,,,,,,,,,,,,,
50.51967621,-7.216864109,,,,,,,,,,,,,
52.97716522,-7.216864109,,,,,,,,,,,,,
55.43465424,-7.216864109,,,,,,,,,,,,,
57.89214325,-7.216864109,,,,,,,,,,,,,
60.34963226,-7.216864109,,,,,,,,,,,,,
62.80712891,-7.216864109,,,,,,,,,,,,,
65.26461792,-7.216864109,,,,,,,,,,,,,
67.72210693,-7.216864109,,,,,,,,,,,,,
70.17959595,-7.216864109,,,,,,,,,,,,,
72.63708496,-7.216864109,,,,,,,,,,,,,
75.09457397,-7.216864109,,,,,,,,,,,,,
77.55206299,-7.216864109,,,,,,,,,,,,,
80.00955963,-7.216864109,,,,,,,,,,,,,
82.46704865,-7.216864109,,,,,,,,,,,,,
84.92453766,-7.216864109,,,,,,,,,,,,,
87.38202667,-7.216864109,,,,,,,,,,,,,
89.83951569,-7.216864109,,,,,,,,,,,,,
92.2970047,-7.216864109,,,,,,,,,,,,,
94.75449371,-7.216864109,,,,,,,,,,,,,
97.21198273,-7.216864109,,,,,,,,,,,,,
99.66947174,-7.216864109,,,,,,,,,,,,,
102.1269608,-7.216864109,,,,,,,,,,,,,
104.5844498,-7.216864109,,,,,,,,,,,,,
107.0419388,-7.216864109,,,,,,,,,,,,,
109.4994431,-7.216864109,,,,,,,,,,,,,
111.9569321,-7.216864109,,,,,,,,,,,,,
114.4144211,-7.216864109,,,,,,,,,,,,,
116.8719101,-7.216864109,,,,,,,,,,,,,
119.3293991,-7.216864109,,,,,,,,,,,,,
121.7868881,-7.216864109,,,,,,,,,,,,,
124.2443771,-7.216864109,,,,,,,,,,,,,
126.7018661,-7.216864109,,,,,,,,,,,,,
129.1593628,-7.216864109,,,,,,,,,,,,,
131.6168518,-7.216864109,,,,,,,,,,,,,
134.0743408,-7.216864109,,,,,,,,,,,,,
136.5318298,-7.216864109,,,,,,,,,,,,,
138.9893188,-7.216864109,,,,,,,,,,,,,
141.4468079,-7.216864109,,,,,,,,,,,,,
143.9042969,-7.216864109,,,,,,,,,,,,,
146.3617859,-7.216864109,,,,,,,,,,,,,
148.8192749,-7.216864109,,,,,,,,,,,,,
151.2767792,-7.216864109,,,,,,,,,,,,,
153.7342682,-7.216864109,,,,,,,,,,,,,
156.1917572,-7.216864109,,,,,,,,,,,,,
158.6492462,-7.216864109,,,,,,,,,,,,,
161.1067352,-7.216864109,,,,,,,,,,,,,
163.5642242,-7.216864109,,,,,,,,,,,,,
166.0217133,-7.216864109,,,,,,,,,,,,,
168.4792023,-7.216864109,,,,,,,,,,,,,
170.9366913,-7.216864109,,,,,,,,,,,,,
173.3941803,-7.216864109,,,,,,,,,,,,,
175.8516693,-7.216864109,,,,,,,,,,,,,
178.3091583,-7.216864109,,,,,,,,,,,,,
180.7666473,-7.216864109,,,,,,,,,,,,,
183.2241364,-7.216864109,,,,,,,,,,,,,
185.6816254,-7.216864109,,,,,,,,,,,,,
188.1391296,-7.216864109,,,,,,,,,,,,,
190.5966187,-7.216864109,,,,,,,,,,,,,
193.0541077,-7.216864109,,,,,,,,,,,,,
195.5115967,-7.216864109,,,,,,,,,,,,,
197.9690857,-7.216864109,,,,,,,,,,,,,
200.4265747,-7.216864109,,,,,,,,,,,,,
202.8840637,-7.216864109,,,,,,,,,,,,,
205.3415527,-7.216864109,,,,,,,,,,,,,
207.7990417,-7.216864109,,,,,,,,,,,,,
210.2565308,-7.216864109,,,,,,,,,,,,,
212.7140198,-7.216864109,,,,,,,,,,,,,
215.1715088,-7.216864109,,,,,,,,,,,,,
217.6289978,-7.216864109,,,,,,,,,,,,,
220.0864868,-7.216864109,,,,,,,,,,,,,
222.5439758,-7.216864109,,,,,,,,,,,,,
225.0014648,-7.216864109,,,,,,,,,,,,,
227.4589539,-7.216864109,,,,,,,,,,,,,
229.9164429,-7.216864109,,,,,,,,,,,,,
232.3739319,-7.216864109,,,,,,,,,,,,,
234.8314209,-7.216864109,,,,,,,,,,,,,
237.2889099,-7.216864109,,,,,,,,,,,,,
239.7463989,-7.216864109,,,,,,,,,,,,,
242.2038879,-7.216864109,,,,,,,,,,,,,
244.661377,-7.216864109,,,,,,,,,,,,,
247.1188965,-7.216864109,,,,,,,,,,,,,
249.5763855,-7.216864109,,,,,,,,,,,,,
252.0338745,-7.216864109,,,,,,,,,,,,,
254.4913635,-7.216864109,,,,,,,,,,,,,
256.9488525,-7.216864109,,,,,,,,,,,,,
259.4063416,-7.216864109,,,,,,,,,,,,,
261.8638306,-7.216864109,,,,,,,,,,,,,
264.3213196,-7.216864109,,,,,,,,,,,,,
266.7788086,-7.216864109,,,,,,,,,,,,,
269.2362976,-7.216864109,,,,,,,,,,,,,
271.6937866,-7.216864109,,,,,,,,,,,,,
274.1512756,-7.216864109,,,,,,,,,,,,,
276.6087646,-7.216864109,,,,,,,,,,,,,
279.0662537,-7.216864109,,,,,,,,,,,,,
281.5237427,-7.216864109,,,,,,,,,,,,,
283.9812317,-7.216864109,,,,,,,,,,,,,
286.4387207,-7.216864109,,,,,,,,,,,,,
288.8962097,-7.216864109,,,,,,,,,,,,,
291.3536987,-7.216864109,,,,,,,,,,,,,
293.8111877,-7.216864109,,,,,,,,,,,,,
296.2686768,-7.216864109,,,,,,,,,,,,,
298.7261658,-7.216864109,,,,,,,,,,,,,
301.1836548,-7.216864109,,,,,,,,,,,,,
303.6411438,-7.216864109,,,,,,,,,,,,,
306.0986328,-7.216864109,,,,,,,,,,,,,
308.5561218,-7.216864109,,,,,,,,,,,,,
311.0136108,-7.216864109,,,,,,,,,,,,,
313.4710999,-7.216864109,,,,,,,,,,,,,
315.9285889,-7.216864109,,,,,,,,,,,,,
318.3860779,-7.216864109,,,,,,,,,,,,,
320.8435669,-7.216864109,,,,,,,,,,,,,
323.3010559,-7.216864109,,,,,,,,,,,,,
325.7585449,-7.216864109,,,,,,,,,,,,,
328.2160645,-7.216864109,,,,,,,,,,,,,
330.6735535,-7.216864109,,,,,,,,,,,,,
333.1310425,-7.216864109,,,,,,,,,,,,,
335.5885315,-7.216864109,,,,,,,,,,,,,
338.0460205,-7.216864109,,,,,,,,,,,,,
340.5035095,-7.216864109,,,,,,,,,,,,,
342.9609985,-7.216864109,,,,,,,,,,,,,
345.4184875,-7.216864109,,,,,,,,,,,,,
347.8759766,-7.216864109,,,,,,,,,,,,,
350.3334656,-7.216864109,,,,,,,,,,,,,
352.7909546,-7.216864109,,,,,,,,,,,,,
355.2484436,-7.216864109,,,,,,,,,,,,,
357.7059326,-7.216864109,,,,,,,,,,,,,
360.1634216,-7.216864109,,,,,,,,,,,,,
362.6209106,-7.216864109,,,,,,,,,,,,,
365.0783997,-7.216864109,,,,,,,,,,,,,
367.5358887,-7.216864109,,,,,,,,,,,,,
369.9933777,-7.216864109,,,,,,,,,,,,,
372.4508667,-7.216864109,,,,,,,,,,,,,
374.9083557,-7.216864109,,,,,,,,,,,,,
377.3658447,-7.216864109,,,,,,,,,,,,,
379.8233337,-7.216864109,,,,,,,,,,,,,
382.2808228,-7.216864109,,,,,,,,,,,,,
384.7383118,-7.216864109,,,,,,,,,,,,,
387.1958008,-7.216864109,,,,,,,,,,,,,
389.6532898,-7.216864109,,,,,,,,,,,,,
392.1107788,-7.216864109,,,,,,,,,,,,,
394.5682678,-7.216864109,,,,,,,,,,,,,
397.0257568,-7.216864109,,,,,,,,,,,,,
399.4832458,-7.216864109,,,,,,,,,,,,,
401.9407349,-7.216864109,,,,,,,,,,,,,
404.3982544,-7.216864109,,,,,,,,,,,,,
406.8557434,-7.216864109,,,,,,,,,,,,,
409.3132324,-7.216864109,,,,,,,,,,,,,
411.7707214,-7.216864109,,,,,,,,,,,,,
414.2282104,-7.216864109,,,,,,,,,,,,,
416.6856995,-7.216864109,,,,,,,,,,,,,
419.1431885,-7.216864109,,,,,,,,,,,,,
421.6006775,-7.216864109,,,,,,,,,,,,,
424.0581665,-7.216864109,,,,,,,,,,,,,
426.5156555,-7.216864109,,,,,,,,,,,,,
428.9731445,-7.216864109,,,,,,,,,,,,,
431.4306335,-7.216864109,,,,,,,,,,,,,
433.8881226,-7.216864109,,,,,,,,,,,,,
436.3456116,-7.216864109,,,,,,,,,,,,,
438.8031006,-7.216864109,,,,,,,,,,,,,
441.2605896,-7.216864109,,,,,,,,,,,,,
443.7180786,-7.216864109,,,,,,,,,,,,,
446.1755676,-7.216864109,,,,,,,,,,,,,
448.6330566,-7.216864109,,,,,,,,,,,,,
451.0905457,-7.216864109,,,,,,,,,,,,,
453.5480347,-7.216864109,,,,,,,,,,,,,
456.0055237,-7.216864109,,,,,,,,,,,,,
458.4630127,-7.216864109,,,,,,,,,,,,,
460.9205017,-7.216864109,,,,,,,,,,,,,
463.3779907,-7.216864109,,,,,,,,,,,,,
465.8354797,-7.216864109,,,,,,,,,,,,,
468.2929688,-7.216864109,,,,,,,,,,,,,
470.7504578,-7.216864109,,,,,,,,,,,,,
473.2079468,-7.216864109,,,,,,,,,,,,,
475.6654358,-7.216864109,,,,,,,,,,,,,
478.1229248,-7.216864109,,,,,,,,,,,,,
480.5804138,-7.216864109,,,,,,,,,,,,,
483.0379028,-7.216864109,,,,,,,,,,,,,
485.4954224,-7.216864109,,,,,,,,,,,,,
487.9528809,-7.216864109,,,,,,,,,,,,,
490.4104004,-7.216864109,,,,,,,,,,,,,
492.8678589,-7.216864109,,,,,,,,,,,,,
495.3253784,-7.216864109,,,,,,,,,,,,,
497.7828369,-7.216864109,,,,,,,,,,,,,
500.2403564,-7.216864109,,,,,,,,,,,,,
502.6978149,-7.216864109,,,,,,,,,,,,,
505.1553345,-7.216864109,,,,,,,,,,,,,
507.612793,-7.216864109,,,,,,,,,,,,,
510.0703125,-7.216864109,,,,,,,,,,,,,
512.527771,-7.216864109,,,,,,,,,,,,,
514.9852905,-7.216864109,,,,,,,,,,,,,
517.442749,-7.216864109,,,,,,,,,,,,,
519.9002686,-7.216864109,,,,,,,,,,,,,
522.3577881,-7.216864109,,,,,,,,,,,,,
524.8152466,-7.216864109,,,,,,,,,,,,,
527.2727661,-7.216864109,,,,,,,,,,,,,
529.7302246,-7.216864109,,,,,,,,,,,,,
532.1877441,-7.216864109,,,,,,,,,,,,,
534.6452026,-7.216864109,,,,,,,,,,,,,
537.1027222,-7.216864109,,,,,,,,,,,,,
539.5601807,-7.216864109,,,,,,,,,,,,,
542.0177002,-7.216864109,,,,,,,,,,,,,
544.4751587,-7.216864109,,,,,,,,,,,,,
546.9326782,-7.216864109,,,,,,,,,,,,,
549.3901367,-7.216864109,,,,,,,,,,,,,
551.8476562,-7.216864109,,,,,,,,,,,,,
554.3051147,-7.216864109,,,,,,,,,,,,,
556.7626343,-7.216864109,,,,,,,,,,,,,
559.2200928,-7.216864109,,,,,,,,,,,,,
561.6776123,-7.216864109,,,,,,,,,,,,,
564.1350708,-7.216864109,,,,,,,,,,,,,
566.5925903,-7.216864109,,,,,,,,,,,,,
569.0500488,-7.216864109,,,,,,,,,,,,,
571.5075684,-7.216864109,,,,,,,,,,,,,
573.9650269,-7.216864109,,,,,,,,,,,,,
576.4225464,-7.216864109,,,,,,,,,,,,,
578.8800049,-7.216864109,,,,,,,,,,,,,
581.3375244,-7.216864109,,,,,,,,,,,,,
583.7949829,-7.216864109,,,,,,,,,,,,,
-28.12000084,-4.759375095,,,,,,,,,,,,,
-25.66250992,-4.759375095,,,,,,,,,,,,,
-23.2050209,-4.759375095,,,,,,,,,,,,,
-20.74753189,-4.759375095,,,,,,,,,,,,,
-18.29004097,-4.759375095,,,,,,,,,,,,,
-15.832551,-4.759375095,,,,,,,,,,,,,
-13.37506104,-4.759375095,,,,,,,,,,,,,
-10.91757011,-4.759375095,,,,,,,,,,,,,
-8.4600811,-4.759375095,,,,,,,,,,,,,
-6.002592087,-4.759375095,,,,,,,,,,,,,
-3.545100927,-4.759375095,,,,,,,,,,,,,
-1.087610006,-4.759375095,,,,,,,,,,,,,
1.369879007,-4.759375095,,,,,,,,,,,,,
3.827368021,-4.759375095,,,,,,,,,,,,,
6.284861088,-4.759375095,,,,,,,,,,,,,
8.742349625,-4.759375095,,,,,,,,,,,,,
11.19983864,-4.759375095,,,,,,,,,,,,,
13.65732765,-4.759375095,,,,,,,,,,,,,
16.11481667,-4.759375095,,,,,,,,,,,,,
18.57230949,-4.759375095,,,,,,,,,,,,,
21.02979851,-4.759375095,,,,,,,,,,,,,
23.48728752,-4.759375095,,,,,,,,,,,,,
25.94478035,-4.759375095,,,,,,,,,,,,,
28.40226936,-4.759375095,,,,,,,,,,,,,
30.85975838,-4.759375095,,,,,,,,,,,,,
33.31724548,-4.759375095,,,,,,,,,,,,,
35.7747345,-4.759375095,,,,,,,,,,,,,
38.23222351,-4.759375095,,,,,,,,,,,,,
40.68972015,-4.759375095,,,,,,,,,,,,,
43.14720917,-4.759375095,,,,,,,,,,,,,
45.60469818,-4.759375095,,,,,,,,,,,,,
48.06218719,-4.759375095,,,,,,,,,,,,,
