zone,y/Dj,u'v'/Uj^2
"x/Djet=2, Dwight 2022",0.3417519094488189,2.742298871616391e-06
"x/Djet=2, Dwight 2022",0.3493541929133859,2.920534216305562e-06
"x/Djet=2, Dwight 2022",0.35662181102362206,3.082103460731242e-06
"x/Djet=2, Dwight 2022",0.36355915354330715,3.2372570147945644e-06
"x/Djet=2, Dwight 2022",0.3701729724409449,3.308341601931635e-06
"x/Djet=2, Dwight 2022",0.37647208661417325,6.945821592693303e-06
"x/Djet=2, Dwight 2022",0.38246694881889765,1.2144414043370698e-05
"x/Djet=2, Dwight 2022",0.38816938976377957,1.8273819261012423e-05
"x/Djet=2, Dwight 2022",0.3935921850393701,5.542178444451983e-05
"x/Djet=2, Dwight 2022",0.3987488385826772,0.00035513735524861053
"x/Djet=2, Dwight 2022",0.4036532677165354,0.0009536488356652722
"x/Djet=2, Dwight 2022",0.40831962598425203,0.0017458299350899258
"x/Djet=2, Dwight 2022",0.4127620275590551,0.0025977439536189664
"x/Djet=2, Dwight 2022",0.416994468503937,0.003420391028988008
"x/Djet=2, Dwight 2022",0.4210306299212599,0.004170065728462786
"x/Djet=2, Dwight 2022",0.4248838188976378,0.004830778640299248
"x/Djet=2, Dwight 2022",0.4285668110236221,0.00540182619278171
"x/Djet=2, Dwight 2022",0.4320918503937008,0.005890355965498294
"x/Djet=2, Dwight 2022",0.4354705511811024,0.006306985034974361
"x/Djet=2, Dwight 2022",0.43871393700787403,0.0066633243534261035
"x/Djet=2, Dwight 2022",0.44183236220472444,0.0069706483542890125
"x/Djet=2, Dwight 2022",0.4448354921259843,0.007239192838301942
"x/Djet=2, Dwight 2022",0.44773240157480315,0.007477848755097001
"x/Djet=2, Dwight 2022",0.45053149606299214,0.0076940621519212046
"x/Djet=2, Dwight 2022",0.45324059055118116,0.007893924580234465
"x/Djet=2, Dwight 2022",0.4558668503937008,0.008082254388899176
"x/Djet=2, Dwight 2022",0.45841688976377953,0.008262649634782728
"x/Djet=2, Dwight 2022",0.46089683070866144,0.008437725312300165
"x/Djet=2, Dwight 2022",0.4633121850393701,0.008609283461851048
"x/Djet=2, Dwight 2022",0.4656680511811023,0.008778319881569348
"x/Djet=2, Dwight 2022",0.4679690157480315,0.008945307282320797
"x/Djet=2, Dwight 2022",0.4702193110236221,0.009110226457492992
"x/Djet=2, Dwight 2022",0.47242269685039373,0.009272750613066283
"x/Djet=2, Dwight 2022",0.47458259842519684,0.009432319896684629
"x/Djet=2, Dwight 2022",0.4767021062992126,0.009588098307089586
"x/Djet=2, Dwight 2022",0.4787839763779528,0.00973927628881338
"x/Djet=2, Dwight 2022",0.4808306692913386,0.009885002407660538
"x/Djet=2, Dwight 2022",0.4828444094488189,0.010024464223120408
"x/Djet=2, Dwight 2022",0.48482712598425204,0.010156850316994873
"x/Djet=2, Dwight 2022",0.4867805905511811,0.010281432444778933
"x/Djet=2, Dwight 2022",0.4887062795275591,0.010397693861291314
"x/Djet=2, Dwight 2022",0.49060559055118114,0.010505128391156733
"x/Djet=2, Dwight 2022",0.49247964566929137,0.01060339223675753
"x/Djet=2, Dwight 2022",0.49432950787401575,0.010692361195910613
"x/Djet=2, Dwight 2022",0.49615602362204725,0.010771918299772231
"x/Djet=2, Dwight 2022",0.49795998031496064,0.01084209363728132
"x/Djet=2, Dwight 2022",0.4997419881889764,0.010903118388434756
"x/Djet=2, Dwight 2022",0.5015026181102362,0.010955299429666457
"x/Djet=2, Dwight 2022",0.5032423031496064,0.010999075647706608
"x/Djet=2, Dwight 2022",0.504961437007874,0.011034931151130155
"x/Djet=2, Dwight 2022",0.5066603149606299,0.011063367155673935
"x/Djet=2, Dwight 2022",0.5083391732283464,0.011085187737690178
"x/Djet=2, Dwight 2022",0.5100017716535433,0.011101131253994388
"x/Djet=2, Dwight 2022",0.5116554527559055,0.011111950494698571
"x/Djet=2, Dwight 2022",0.5133040157480315,0.01111848104152888
"x/Djet=2, Dwight 2022",0.5149477362204725,0.011121474399291321
"x/Djet=2, Dwight 2022",0.5165869881889764,0.011121770412285549
"x/Djet=2, Dwight 2022",0.5182221850393701,0.01112014386539323
"x/Djet=2, Dwight 2022",0.519853877952756,0.011117359992493492
"x/Djet=2, Dwight 2022",0.5214826968503937,0.01111416439505341
"x/Djet=2, Dwight 2022",0.5231093110236221,0.011111264165725183
"x/Djet=2, Dwight 2022",0.5247345078740158,0.011109313335084813
"x/Djet=2, Dwight 2022",0.5263591732283465,0.01110889629064909
"x/Djet=2, Dwight 2022",0.527984251968504,0.011110513500744656
"x/Djet=2, Dwight 2022",0.5296107283464567,0.011114578880022765
"x/Djet=2, Dwight 2022",0.5312397244094488,0.01112139648106535
"x/Djet=2, Dwight 2022",0.5328723425196851,0.011131260229259787
"x/Djet=2, Dwight 2022",0.5345097440944881,0.011143896494341375
"x/Djet=2, Dwight 2022",0.5362132283464567,0.011156126055252404
"x/Djet=2, Dwight 2022",0.5379964763779528,0.011166557021978786
"x/Djet=2, Dwight 2022",0.5398136811023623,0.01117689390385175
"x/Djet=2, Dwight 2022",0.5416674015748032,0.01118667549002183
"x/Djet=2, Dwight 2022",0.5435600787401575,0.011194877094563465
"x/Djet=2, Dwight 2022",0.5454939173228347,0.011200441420779828
"x/Djet=2, Dwight 2022",0.5474709251968505,0.01120221546336485
"x/Djet=2, Dwight 2022",0.5494928740157481,0.011198946940752453
"x/Djet=2, Dwight 2022",0.5515611614173228,0.011189297858987347
"x/Djet=2, Dwight 2022",0.5536768307086615,0.011171878324233364
"x/Djet=2, Dwight 2022",0.5558405118110237,0.011145272428337707
"x/Djet=2, Dwight 2022",0.5580523622047244,0.011108044942750887
"x/Djet=2, Dwight 2022",0.5603120866141733,0.011058766661216928
"x/Djet=2, Dwight 2022",0.5626188188976379,0.0109960318654573
"x/Djet=2, Dwight 2022",0.5649712401574803,0.010918529177637165
"x/Djet=2, Dwight 2022",0.5673674409448819,0.010825057785678213
"x/Djet=2, Dwight 2022",0.5698186023622047,0.010713486641134399
"x/Djet=2, Dwight 2022",0.5723528543307087,0.010580634178073735
"x/Djet=2, Dwight 2022",0.5749900590551181,0.010424298190278127
"x/Djet=2, Dwight 2022",0.5777384251968504,0.010243542322848189
"x/Djet=2, Dwight 2022",0.5806067125984252,0.010037799840356916
"x/Djet=2, Dwight 2022",0.5836042716535433,0.009806872242771828
"x/Djet=2, Dwight 2022",0.5867412007874016,0.009550994023903891
"x/Djet=2, Dwight 2022",0.5900282874015748,0.009270880830840822
"x/Djet=2, Dwight 2022",0.593477125984252,0.008967725592081501
"x/Djet=2, Dwight 2022",0.5971001181102362,0.008643187454710613
"x/Djet=2, Dwight 2022",0.6009106496062993,0.0082993766383391
"x/Djet=2, Dwight 2022",0.6049230511811025,0.007938800032129682
"x/Djet=2, Dwight 2022",0.6091527755905513,0.007564300544424237
"x/Djet=2, Dwight 2022",0.6136163779527559,0.007179000051803704
"x/Djet=2, Dwight 2022",0.6183316929133859,0.006786198695943404
"x/Djet=2, Dwight 2022",0.6233179133858268,0.0063892498090184
"x/Djet=2, Dwight 2022",0.6285956496062993,0.005991440849908337
"x/Djet=2, Dwight 2022",0.634187125984252,0.005595863012684683
"x/Djet=2, Dwight 2022",0.640116279527559,0.005205275616163827
"x/Djet=2, Dwight 2022",0.6464088188976378,0.004821975078262149
"x/Djet=2, Dwight 2022",0.6530924803149607,0.004447662183330872
"x/Djet=2, Dwight 2022",0.6601971653543307,0.004083326092096326
"x/Djet=2, Dwight 2022",0.6677550196850394,0.0037291847363370837
"x/Djet=2, Dwight 2022",0.6758007480314961,0.0033846596298341145
"x/Djet=2, Dwight 2022",0.684371751968504,0.003048393318659875
"x/Djet=2, Dwight 2022",0.6935083070866142,0.0027183268790949714
"x/Djet=2, Dwight 2022",0.7032538976377953,0.0023918528071610176
"x/Djet=2, Dwight 2022",0.713655374015748,0.002066082343086238
"x/Djet=2, Dwight 2022",0.7247632874015749,0.001738314106346492
"x/Djet=2, Dwight 2022",0.7366321653543307,0.0014067148948611113
"x/Djet=2, Dwight 2022",0.7493208661417323,0.0010693458755941091
"x/Djet=2, Dwight 2022",0.7628928346456694,0.0007131930831764937
"x/Djet=2, Dwight 2022",0.7774166141732284,0.00035527953872096314
"x/Djet=2, Dwight 2022",0.7929661417322835,0.00014028595235115145
"x/Djet=2, Dwight 2022",0.8096212598425198,5.846351845341697e-05
"x/Djet=2, Dwight 2022",0.8274681299212598,6.430527706700905e-06
"x/Djet=2, Dwight 2022",0.846599842519685,3.6813748631341574e-07
"x/Djet=2, Dwight 2022",0.8671168897637795,1.3008469254601563e-07
"x/Djet=2, Dwight 2022",0.88912781496063,5.690171296942596e-08
"x/Djet=2, Dwight 2022",0.9127498818897638,3.9492130760051355e-08
"x/Djet=2, Dwight 2022",0.9381060433070866,3.219752871656481e-08
"x/Djet=2, Dwight 2022",0.9653279527559055,2.6387952604970485e-08
"x/Djet=2, Dwight 2022",0.9945618110236221,2.1423732185111048e-08
"x/Djet=2, Dwight 2022",1.025966968503937,1.708191751801262e-08
"x/Djet=2, Dwight 2022",1.059715688976378,1.3442100903132442e-08
"x/Djet=2, Dwight 2022",1.0959942913385827,1.0502091257184643e-08
"x/Djet=2, Dwight 2022",1.1350042716535433,8.236872356370374e-09
"x/Djet=2, Dwight 2022",1.1769635433070866,6.600098948345575e-09
"x/Djet=2, Dwight 2022",1.2221079330708662,5.499144531369257e-09
"x/Djet=2, Dwight 2022",1.2706925196850394,4.779294051127249e-09
"x/Djet=2, Dwight 2022",1.322993405511811,4.258634829422927e-09
"x/Djet=5, Dwight 2022",0.0012656690354330708,-4.329442802972099e-06
"x/Djet=5, Dwight 2022",0.0038617448818897638,-5.757278818327296e-06
"x/Djet=5, Dwight 2022",0.006591133661417324,-5.755762523258382e-06
"x/Djet=5, Dwight 2022",0.009461650984251968,-4.14328818093661e-06
"x/Djet=5, Dwight 2022",0.012481374606299214,-3.372479088174631e-06
"x/Djet=5, Dwight 2022",0.015658598031496062,-2.868050069301421e-06
"x/Djet=5, Dwight 2022",0.019001773031496062,-2.3815931928960944e-06
"x/Djet=5, Dwight 2022",0.02251943503937008,-1.9237381686609435e-06
"x/Djet=5, Dwight 2022",0.02622011811023622,-1.5125948800699099e-06
"x/Djet=5, Dwight 2022",0.030112244094488188,-1.1614416946176472e-06
"x/Djet=5, Dwight 2022",0.034204005905511814,-8.752850622821124e-07
"x/Djet=5, Dwight 2022",0.03850321850393701,-6.520584975560392e-07
"x/Djet=5, Dwight 2022",0.04301716929133858,-4.829979433126153e-07
"x/Djet=5, Dwight 2022",0.04775243503937008,-3.568353356883552e-07
"x/Djet=5, Dwight 2022",0.052714702755905514,-2.6330017253962137e-07
"x/Djet=5, Dwight 2022",0.057908557086614174,-1.9356599913290166e-07
"x/Djet=5, Dwight 2022",0.06333728346456693,-1.4040797016358222e-07
"x/Djet=5, Dwight 2022",0.06900265354330709,-9.949837579486321e-08
"x/Djet=5, Dwight 2022",0.07490472637795276,-6.764432751925331e-08
"x/Djet=5, Dwight 2022",0.08104165551181101,-4.238248035515543e-08
"x/Djet=5, Dwight 2022",0.08740952952755905,-2.2050215862779344e-08
"x/Djet=5, Dwight 2022",0.09400223425196852,-5.446978193721604e-09
"x/Djet=5, Dwight 2022",0.10081135433070866,8.263687718033638e-09
"x/Djet=5, Dwight 2022",0.1078261437007874,2.0181079208607055e-08
"x/Djet=5, Dwight 2022",0.11503352362204725,3.069142771412003e-08
"x/Djet=5, Dwight 2022",0.12241817716535433,4.049552269719978e-08
"x/Djet=5, Dwight 2022",0.12996267913385826,5.0011379762972466e-08
"x/Djet=5, Dwight 2022",0.1376477165354331,5.912025278349728e-08
"x/Djet=5, Dwight 2022",0.14545235433070866,6.75465730329914e-08
"x/Djet=5, Dwight 2022",0.1533543720472441,7.506463028768824e-08
"x/Djet=5, Dwight 2022",0.16133063385826774,8.207878790433844e-08
"x/Djet=5, Dwight 2022",0.16935749803149608,8.880387792417696e-08
"x/Djet=5, Dwight 2022",0.17741124212598428,9.529093148953456e-08
"x/Djet=5, Dwight 2022",0.18546849212598426,1.0173175800156342e-07
"x/Djet=5, Dwight 2022",0.19350663582677166,1.0829523087095778e-07
"x/Djet=5, Dwight 2022",0.20150419291338584,1.1632048446221051e-07
"x/Djet=5, Dwight 2022",0.20944120078740155,1.3468632017896114e-07
"x/Djet=5, Dwight 2022",0.2172994094488189,4.180064425299442e-07
"x/Djet=5, Dwight 2022",0.22506259842519685,7.002542426264624e-06
"x/Djet=5, Dwight 2022",0.2327166732283465,4.393268053804254e-05
"x/Djet=5, Dwight 2022",0.24024978346456694,0.00031831566199523896
"x/Djet=5, Dwight 2022",0.24765236220472442,0.0009388978862673131
"x/Djet=5, Dwight 2022",0.2549170472440945,0.0016054540937844753
"x/Djet=5, Dwight 2022",0.2620386417322835,0.0022259774752299206
"x/Djet=5, Dwight 2022",0.269013937007874,0.0027988454454088495
"x/Djet=5, Dwight 2022",0.2758416338582677,0.003326395884699829
"x/Djet=5, Dwight 2022",0.2825221062992126,0.0038109565159357398
"x/Djet=5, Dwight 2022",0.28905716535433074,0.004255606263320699
"x/Djet=5, Dwight 2022",0.29544992125984254,0.004663930696610879
"x/Djet=5, Dwight 2022",0.3017045472440945,0.005039632091963375
"x/Djet=5, Dwight 2022",0.3078260826771653,0.005386421975132853
"x/Djet=5, Dwight 2022",0.3138202559055118,0.005707747549542229
"x/Djet=5, Dwight 2022",0.31969324803149607,0.00600673963378302
"x/Djet=5, Dwight 2022",0.3254516141732283,0.006286164707532609
"x/Djet=5, Dwight 2022",0.33110210629921266,0.006548444407269717
"x/Djet=5, Dwight 2022",0.33665151574803154,0.006795603942193722
"x/Djet=5, Dwight 2022",0.34210661417322835,0.007029375609230254
"x/Djet=5, Dwight 2022",0.3474740748031496,0.007251162490646246
"x/Djet=5, Dwight 2022",0.35276031496062993,0.00746202327264967
"x/Djet=5, Dwight 2022",0.3579715157480315,0.007662898453740705
"x/Djet=5, Dwight 2022",0.36311360236220475,0.007854401041205418
"x/Djet=5, Dwight 2022",0.36819206692913387,0.008037061559468312
"x/Djet=5, Dwight 2022",0.37321210629921264,0.008211309491057743
"x/Djet=5, Dwight 2022",0.37817852362204724,0.008377341444639839
"x/Djet=5, Dwight 2022",0.38309574803149604,0.008535334123938611
"x/Djet=5, Dwight 2022",0.38796779527559055,0.008685475725994192
"x/Djet=5, Dwight 2022",0.39279830708661423,0.008827917436404471
"x/Djet=5, Dwight 2022",0.39759055118110237,0.008962680411959243
"x/Djet=5, Dwight 2022",0.40234748031496065,0.009089803547658386
"x/Djet=5, Dwight 2022",0.4070716338582677,0.00920943673800555
"x/Djet=5, Dwight 2022",0.41176523622047245,0.009321631879983834
"x/Djet=5, Dwight 2022",0.4164302165354331,0.009426504584157815
"x/Djet=5, Dwight 2022",0.42106818897637793,0.009524203141276574
"x/Djet=5, Dwight 2022",0.4256805118110236,0.009614802149735957
"x/Djet=5, Dwight 2022",0.4302682480314961,0.009698507157966644
"x/Djet=5, Dwight 2022",0.4348322440944882,0.0097755025074943
"x/Djet=5, Dwight 2022",0.4393731299212599,0.009845869165758742
"x/Djet=5, Dwight 2022",0.44389129921259846,0.009909890553055993
"x/Djet=5, Dwight 2022",0.4483869881889764,0.009967798750282184
"x/Djet=5, Dwight 2022",0.45286023622047245,0.010019736250690407
"x/Djet=5, Dwight 2022",0.45731096456692916,0.010066025828516303
"x/Djet=5, Dwight 2022",0.46173893700787405,0.010106859295599057
"x/Djet=5, Dwight 2022",0.4661437598425197,0.010142482591536092
"x/Djet=5, Dwight 2022",0.4705249606299213,0.010173105297083767
"x/Djet=5, Dwight 2022",0.47488196850393705,0.010199002281992168
"x/Djet=5, Dwight 2022",0.4792141338582678,0.010220366062396933
"x/Djet=5, Dwight 2022",0.4835207283464567,0.010237463332579674
"x/Djet=5, Dwight 2022",0.4878009251968504,0.01025053132195408
"x/Djet=5, Dwight 2022",0.49205387795275596,0.010259736595573615
"x/Djet=5, Dwight 2022",0.49627870078740155,0.010265375060139345
"x/Djet=5, Dwight 2022",0.5004744685039371,0.010267619800903037
"x/Djet=5, Dwight 2022",0.5046402165354331,0.01026660627695475
"x/Djet=5, Dwight 2022",0.5087749606299213,0.010262571612379057
"x/Djet=5, Dwight 2022",0.5128777362204724,0.010255753256232394
"x/Djet=5, Dwight 2022",0.5169475393700788,0.010246271810768186
"x/Djet=5, Dwight 2022",0.5209833858267716,0.010234314556343199
"x/Djet=5, Dwight 2022",0.5249862401574803,0.010220015388580365
"x/Djet=5, Dwight 2022",0.5289590157480315,0.010203533732577248
"x/Djet=5, Dwight 2022",0.5329027952755906,0.010184995707026781
"x/Djet=5, Dwight 2022",0.536816751968504,0.010164511808389424
"x/Djet=5, Dwight 2022",0.5407001377952756,0.010142219074946859
"x/Djet=5, Dwight 2022",0.5445523425196851,0.010118231461204497
"x/Djet=5, Dwight 2022",0.5483727755905512,0.010092652491511062
"x/Djet=5, Dwight 2022",0.5521609842519686,0.010065587497223149
"x/Djet=5, Dwight 2022",0.555916594488189,0.01003712646210321
"x/Djet=5, Dwight 2022",0.5596392913385827,0.010007359266369954
"x/Djet=5, Dwight 2022",0.5633288976377953,0.009976389613802773
"x/Djet=5, Dwight 2022",0.5669852952755906,0.009944287155250187
"x/Djet=5, Dwight 2022",0.5706084448818898,0.00991111522371701
"x/Djet=5, Dwight 2022",0.5741983858267716,0.00987696644836756
"x/Djet=5, Dwight 2022",0.5777552362204725,0.009841890471631623
"x/Djet=5, Dwight 2022",0.5812791535433071,0.009805958029067903
"x/Djet=5, Dwight 2022",0.5849207086614174,0.009767677058680391
"x/Djet=5, Dwight 2022",0.5887113582677166,0.00972654344392292
"x/Djet=5, Dwight 2022",0.5925341535433071,0.009683786306448278
"x/Djet=5, Dwight 2022",0.5963930511811023,0.009639340478918481
"x/Djet=5, Dwight 2022",0.6002919094488189,0.009593148484349057
"x/Djet=5, Dwight 2022",0.604234468503937,0.00954517490208771
"x/Djet=5, Dwight 2022",0.6082242519685039,0.009495357357895463
"x/Djet=5, Dwight 2022",0.6122645866141733,0.009443637405668505
"x/Djet=5, Dwight 2022",0.6163584645669291,0.00938996449473846
"x/Djet=5, Dwight 2022",0.6205086220472442,0.009334286666329478
"x/Djet=5, Dwight 2022",0.6247174015748032,0.009276556511213821
"x/Djet=5, Dwight 2022",0.6289867125984253,0.009216741920732895
"x/Djet=5, Dwight 2022",0.6333181102362205,0.009154799436971537
"x/Djet=5, Dwight 2022",0.6377126181102363,0.009090704489172393
"x/Djet=5, Dwight 2022",0.6421708661417322,0.009024434041290217
"x/Djet=5, Dwight 2022",0.6466930118110236,0.008955982238112323
"x/Djet=5, Dwight 2022",0.651286496062992,0.00888523571343735
"x/Djet=5, Dwight 2022",0.6559794685039371,0.008811743837087285
"x/Djet=5, Dwight 2022",0.660797440944882,0.008735101709232586
"x/Djet=5, Dwight 2022",0.6657501181102363,0.008655107845800574
"x/Djet=5, Dwight 2022",0.6708478740157481,0.00857156489820778
"x/Djet=5, Dwight 2022",0.6761016929133858,0.008484252552337684
"x/Djet=5, Dwight 2022",0.6815232480314961,0.008392937493347885
"x/Djet=5, Dwight 2022",0.6871249409448819,0.008297385433717832
"x/Djet=5, Dwight 2022",0.69292,0.00819733223571101
"x/Djet=5, Dwight 2022",0.6989224803149607,0.00809250544691763
"x/Djet=5, Dwight 2022",0.7051473818897638,0.007982611696882691
"x/Djet=5, Dwight 2022",0.7116107086614173,0.007867352671609136
"x/Djet=5, Dwight 2022",0.7183295275590551,0.007746408579414447
"x/Djet=5, Dwight 2022",0.7253220669291339,0.007619435469088406
"x/Djet=5, Dwight 2022",0.7326077952755905,0.007486088740550503
"x/Djet=5, Dwight 2022",0.7402075590551181,0.007346009836674108
"x/Djet=5, Dwight 2022",0.748143622047244,0.00719881680268299
"x/Djet=5, Dwight 2022",0.7564398228346456,0.007044123592634573
"x/Djet=5, Dwight 2022",0.7651217322834646,0.006881538357589836
"x/Djet=5, Dwight 2022",0.7742166732283464,0.006710665271037364
"x/Djet=5, Dwight 2022",0.7837539960629921,0.006531104375713592
"x/Djet=5, Dwight 2022",0.7937651377952757,0.006342463388374136
"x/Djet=5, Dwight 2022",0.8042838188976378,0.006144362634118246
"x/Djet=5, Dwight 2022",0.8153462598425197,0.005936437928099008
"x/Djet=5, Dwight 2022",0.8269913385826771,0.005718357543823181
"x/Djet=5, Dwight 2022",0.8392608070866142,0.005489828908782579
"x/Djet=5, Dwight 2022",0.8521995078740158,0.0052506088207043946
"x/Djet=5, Dwight 2022",0.8658556692913386,0.0050005237245153225
"x/Djet=5, Dwight 2022",0.8802811220472441,0.004739482093725437
"x/Djet=5, Dwight 2022",0.8955316141732285,0.004467494997084896
"x/Djet=5, Dwight 2022",0.9116671259842519,0.004184705606165872
"x/Djet=5, Dwight 2022",0.9287521850393701,0.003891401929230208
"x/Djet=5, Dwight 2022",0.9468562795275591,0.003588049004763138
"x/Djet=5, Dwight 2022",0.9660541929133859,0.00327532253052775
"x/Djet=5, Dwight 2022",0.9864265157480315,0.002954137037509096
"x/Djet=5, Dwight 2022",1.00806,0.0026256777158772068
"x/Djet=5, Dwight 2022",1.0310481692913387,0.0022914338799350847
"x/Djet=5, Dwight 2022",1.0554918503937007,0.001953234317912676
"x/Djet=5, Dwight 2022",1.0814996653543307,0.0016132673949327044
"x/Djet=5, Dwight 2022",1.1091887992125984,0.0012739359435111563
"x/Djet=5, Dwight 2022",1.1386762992125985,0.0009369714736964904
"x/Djet=5, Dwight 2022",1.1700854921259842,0.0006024898853880771
"x/Djet=5, Dwight 2022",1.2035591535433072,0.00028777050331244735
"x/Djet=5, Dwight 2022",1.2392548031496065,7.203420665614294e-05
"x/Djet=5, Dwight 2022",1.2773425,6.466679698284656e-06
"x/Djet=5, Dwight 2022",1.318006062992126,8.368495651230377e-07
"x/Djet=5, Dwight 2022",1.3614440944881891,1.8543299543875447e-08
"x/Djet=10, Dwight 2022",0.0013415953346456694,4.9738935369075675e-05
"x/Djet=10, Dwight 2022",0.00405506594488189,0.00016293513566485021
"x/Djet=10, Dwight 2022",0.006829618110236221,0.0002841344766364582
"x/Djet=10, Dwight 2022",0.00966629468503937,0.00040935572185442164
"x/Djet=10, Dwight 2022",0.012566134448818898,0.0005365849757271017
"x/Djet=10, Dwight 2022",0.015530171850393702,0.000666029796599577
"x/Djet=10, Dwight 2022",0.0185594344488189,0.0007978135036547203
"x/Djet=10, Dwight 2022",0.02165494291338583,0.0009319279640082478
"x/Djet=10, Dwight 2022",0.02481770669291339,0.0010684145660211986
"x/Djet=10, Dwight 2022",0.02804872637795276,0.001207278367522823
"x/Djet=10, Dwight 2022",0.03134898818897638,0.0013484516946250813
"x/Djet=10, Dwight 2022",0.0347194625984252,0.0014917896939730469
"x/Djet=10, Dwight 2022",0.0381611062992126,0.0016372652507116393
"x/Djet=10, Dwight 2022",0.0416748562992126,0.001784837484302254
"x/Djet=10, Dwight 2022",0.045261629921259844,0.0019342749268150702
"x/Djet=10, Dwight 2022",0.0489223188976378,0.0020855346845832278
"x/Djet=10, Dwight 2022",0.05265779527559056,0.002238556620013334
"x/Djet=10, Dwight 2022",0.056468899606299215,0.002393004511229138
"x/Djet=10, Dwight 2022",0.0603564468503937,0.0025488742606607287
"x/Djet=10, Dwight 2022",0.06432121850393702,0.002706053250501862
"x/Djet=10, Dwight 2022",0.06836396456692914,0.0028642375413277673
"x/Djet=10, Dwight 2022",0.07248539960629921,0.0030232990361588187
"x/Djet=10, Dwight 2022",0.07668619488188977,0.003183086668735611
"x/Djet=10, Dwight 2022",0.08096698622047245,0.0033433918790107026
"x/Djet=10, Dwight 2022",0.08532836614173228,0.0035039766138348417
"x/Djet=10, Dwight 2022",0.0897708779527559,0.003664629596120584
"x/Djet=10, Dwight 2022",0.09429501968503937,0.003825234478992713
"x/Djet=10, Dwight 2022",0.09890123622047244,0.003985544619414311
"x/Djet=10, Dwight 2022",0.10358992322834647,0.004145278814070781
"x/Djet=10, Dwight 2022",0.10836141732283465,0.004304341179812684
"x/Djet=10, Dwight 2022",0.11321599803149607,0.004462473932353448
"x/Djet=10, Dwight 2022",0.11815388582677165,0.004619414561352127
"x/Djet=10, Dwight 2022",0.12317523622047245,0.004775004828405892
"x/Djet=10, Dwight 2022",0.1282801377952756,0.0049290863127342275
"x/Djet=10, Dwight 2022",0.13346861811023622,0.005081410693740885
