zone,y/Dj,u/Uj
"x/Djet=2, Dwight 2022",0.48482712598425204,0.6723198823032337
"x/Djet=2, Dwight 2022",0.4867805905511811,0.6657215305194074
"x/Djet=2, Dwight 2022",0.4887062795275591,0.6592123095096242
"x/Djet=2, Dwight 2022",0.49060559055118114,0.6527898936176794
"x/Djet=2, Dwight 2022",0.49247964566929137,0.6464528874498503
"x/Djet=2, Dwight 2022",0.49432950787401575,0.6402004770264653
"x/Djet=2, Dwight 2022",0.49615602362204725,0.634032429781904
"x/Djet=2, Dwight 2022",0.49795998031496064,0.627948687574761
"x/Djet=2, Dwight 2022",0.4997419881889764,0.6219497736776826
"x/Djet=2, Dwight 2022",0.5015026181102362,0.6160360369390995
"x/Djet=2, Dwight 2022",0.5032423031496064,0.6102081169144677
"x/Djet=2, Dwight 2022",0.504961437007874,0.6044664205936233
"x/Djet=2, Dwight 2022",0.5066603149606299,0.5988115875320226
"x/Djet=2, Dwight 2022",0.5083391732283464,0.5932425711843733
"x/Djet=2, Dwight 2022",0.5100017716535433,0.5877476851282472
"x/Djet=2, Dwight 2022",0.5116554527559055,0.5823062310234228
"x/Djet=2, Dwight 2022",0.5133040157480315,0.5769062142980247
"x/Djet=2, Dwight 2022",0.5149477362204725,0.5715457279139652
"x/Djet=2, Dwight 2022",0.5165869881889764,0.5662235450875962
"x/Djet=2, Dwight 2022",0.5182221850393701,0.5609378518070781
"x/Djet=2, Dwight 2022",0.519853877952756,0.5556862468323797
"x/Djet=2, Dwight 2022",0.5214826968503937,0.5504657591376994
"x/Djet=2, Dwight 2022",0.5231093110236221,0.5452728769821682
"x/Djet=2, Dwight 2022",0.5247345078740158,0.5401035595381307
"x/Djet=2, Dwight 2022",0.5263591732283465,0.5349533008466902
"x/Djet=2, Dwight 2022",0.527984251968504,0.5298171763308337
"x/Djet=2, Dwight 2022",0.5296107283464567,0.5246898951226951
"x/Djet=2, Dwight 2022",0.5312397244094488,0.5195658640191025
"x/Djet=2, Dwight 2022",0.5328723425196851,0.514439274693685
"x/Djet=2, Dwight 2022",0.5345097440944881,0.5092823529972182
"x/Djet=2, Dwight 2022",0.5362132283464567,0.5039402218547538
"x/Djet=2, Dwight 2022",0.5379964763779528,0.49837613589825847
"x/Djet=2, Dwight 2022",0.5398136811023623,0.49269392404898843
"x/Djet=2, Dwight 2022",0.5416674015748032,0.486902441242943
"x/Djet=2, Dwight 2022",0.5435600787401575,0.48099394304496085
"x/Djet=2, Dwight 2022",0.5454939173228347,0.4749617431934534
"x/Djet=2, Dwight 2022",0.5474709251968505,0.4688004752367286
"x/Djet=2, Dwight 2022",0.5494928740157481,0.46250634835517274
"x/Djet=2, Dwight 2022",0.5515611614173228,0.45607738574101186
"x/Djet=2, Dwight 2022",0.5536768307086615,0.44951370949119684
"x/Djet=2, Dwight 2022",0.5558405118110237,0.44281774991646145
"x/Djet=2, Dwight 2022",0.5580523622047244,0.4359944606645216
"x/Djet=2, Dwight 2022",0.5603120866141733,0.42905147570186897
"x/Djet=2, Dwight 2022",0.5626188188976379,0.4219992081541601
"x/Djet=2, Dwight 2022",0.5649712401574803,0.4148508910051991
"x/Djet=2, Dwight 2022",0.5673674409448819,0.4076178269441409
"x/Djet=2, Dwight 2022",0.5698186023622047,0.40027704430182387
"x/Djet=2, Dwight 2022",0.5723528543307087,0.3927688725541773
"x/Djet=2, Dwight 2022",0.5749900590551181,0.3850559674766951
"x/Djet=2, Dwight 2022",0.5777384251968504,0.37713388125188585
"x/Djet=2, Dwight 2022",0.5806067125984252,0.3690039976451914
"x/Djet=2, Dwight 2022",0.5836042716535433,0.3606692993106941
"x/Djet=2, Dwight 2022",0.5867412007874016,0.35213433872041455
"x/Djet=2, Dwight 2022",0.5900282874015748,0.3434050637400962
"x/Djet=2, Dwight 2022",0.593477125984252,0.3344886490191304
"x/Djet=2, Dwight 2022",0.5971001181102362,0.32539319946939027
"x/Djet=2, Dwight 2022",0.6009106496062993,0.3161274304875028
"x/Djet=2, Dwight 2022",0.6049230511811025,0.30670019119532665
"x/Djet=2, Dwight 2022",0.6091527755905513,0.29712005163597593
"x/Djet=2, Dwight 2022",0.6136163779527559,0.28739467484664494
"x/Djet=2, Dwight 2022",0.6183316929133859,0.277530200559714
"x/Djet=2, Dwight 2022",0.6233179133858268,0.2675305649483094
"x/Djet=2, Dwight 2022",0.6285956496062993,0.2573967680445992
"x/Djet=2, Dwight 2022",0.634187125984252,0.24712615278636962
"x/Djet=2, Dwight 2022",0.640116279527559,0.23671164336461797
"x/Djet=2, Dwight 2022",0.6464088188976378,0.22614108822567494
"x/Djet=2, Dwight 2022",0.6530924803149607,0.2153966263298889
"x/Djet=2, Dwight 2022",0.6601971653543307,0.20445430341835194
"x/Djet=2, Dwight 2022",0.6677550196850394,0.19328394410180877
"x/Djet=2, Dwight 2022",0.6758007480314961,0.18184936116971506
"x/Djet=2, Dwight 2022",0.684371751968504,0.17010897188913174
"x/Djet=2, Dwight 2022",0.6935083070866142,0.15801702478837285
"x/Djet=2, Dwight 2022",0.7032538976377953,0.14552536134158064
"x/Djet=2, Dwight 2022",0.713655374015748,0.13258545673204516
"x/Djet=2, Dwight 2022",0.7247632874015749,0.11914942569851268
"x/Djet=2, Dwight 2022",0.7366321653543307,0.10516495841880022
"x/Djet=2, Dwight 2022",0.7493208661417323,0.0905480638190769
"x/Djet=2, Dwight 2022",0.7628928346456694,0.07514459159195815
"x/Djet=2, Dwight 2022",0.7774166141732284,0.05936627009777429
"x/Djet=2, Dwight 2022",0.7929661417322835,0.04671595271035723
"x/Djet=2, Dwight 2022",0.8096212598425198,0.03981248297227783
"x/Djet=2, Dwight 2022",0.8274681299212598,0.035988778579968426
"x/Djet=2, Dwight 2022",0.846599842519685,0.03335818117093926
"x/Djet=2, Dwight 2022",0.8671168897637795,0.031429674950703076
"x/Djet=2, Dwight 2022",0.88912781496063,0.029750740711928146
"x/Djet=2, Dwight 2022",0.9127498818897638,0.028231655801067262
"x/Djet=2, Dwight 2022",0.9381060433070866,0.026872982445507905
"x/Djet=2, Dwight 2022",0.9653279527559055,0.025671662988755003
"x/Djet=2, Dwight 2022",0.9945618110236221,0.02462760614880253
"x/Djet=2, Dwight 2022",1.025966968503937,0.023732691315597902
"x/Djet=2, Dwight 2022",1.059715688976378,0.022976077442743163
"x/Djet=2, Dwight 2022",1.0959942913385827,0.022345656582622865
"x/Djet=2, Dwight 2022",1.1350042716535433,0.021827499798813314
"x/Djet=2, Dwight 2022",1.1769635433070866,0.02140697929520133
"x/Djet=2, Dwight 2022",1.2221079330708662,0.021069329480543613
"x/Djet=2, Dwight 2022",1.2706925196850394,0.020800244080697267
"x/Djet=2, Dwight 2022",1.322993405511811,0.02058635871228228
"x/Djet=5, Dwight 2022",0.0012656690354330708,0.9951721860862361
"x/Djet=5, Dwight 2022",0.0038617448818897638,0.9958600570501659
"x/Djet=5, Dwight 2022",0.006591133661417324,0.9963132111616413
"x/Djet=5, Dwight 2022",0.009461650984251968,0.9965775219892996
"x/Djet=5, Dwight 2022",0.012481374606299214,0.9967890404211124
"x/Djet=5, Dwight 2022",0.015658598031496062,0.9969795698056781
"x/Djet=5, Dwight 2022",0.019001773031496062,0.9971480054562997
"x/Djet=5, Dwight 2022",0.02251943503937008,0.9972930682620645
"x/Djet=5, Dwight 2022",0.02622011811023622,0.9974145837987575
"x/Djet=5, Dwight 2022",0.030112244094488188,0.997513947460101
"x/Djet=5, Dwight 2022",0.034204005905511814,0.9975934267608948
"x/Djet=5, Dwight 2022",0.03850321850393701,0.9976562194784203
"x/Djet=5, Dwight 2022",0.04301716929133858,0.9977054652485537
"x/Djet=5, Dwight 2022",0.04775243503937008,0.9977440130001457
"x/Djet=5, Dwight 2022",0.052714702755905514,0.9977742465308062
"x/Djet=5, Dwight 2022",0.057908557086614174,0.9977980263654986
"x/Djet=5, Dwight 2022",0.06333728346456693,0.9978166897565411
"x/Djet=5, Dwight 2022",0.06900265354330709,0.9978311088250098
"x/Djet=5, Dwight 2022",0.07490472637795276,0.9978422138333871
"x/Djet=5, Dwight 2022",0.08104165551181101,0.9978504699129136
"x/Djet=5, Dwight 2022",0.08740952952755905,0.9978562840534252
"x/Djet=5, Dwight 2022",0.09400223425196852,0.9978600632447576
"x/Djet=5, Dwight 2022",0.10081135433070866,0.9978620400525315
"x/Djet=5, Dwight 2022",0.1078261437007874,0.9978623889009623
"x/Djet=5, Dwight 2022",0.11503352362204725,0.9978611679314549
"x/Djet=5, Dwight 2022",0.12241817716535433,0.9978584352854144
"x/Djet=5, Dwight 2022",0.12996267913385826,0.997854190962841
"x/Djet=5, Dwight 2022",0.1376477165354331,0.9978483768223294
"x/Djet=5, Dwight 2022",0.14545235433070866,0.9978409347224745
"x/Djet=5, Dwight 2022",0.1533543720472441,0.9978319809460865
"x/Djet=5, Dwight 2022",0.16133063385826774,0.9978216317759759
"x/Djet=5, Dwight 2022",0.16935749803149608,0.9978097709293322
"x/Djet=5, Dwight 2022",0.17741124212598428,0.9977964565475606
"x/Djet=5, Dwight 2022",0.18546849212598426,0.9977816886306611
"x/Djet=5, Dwight 2022",0.19350663582677166,0.9977654090372285
"x/Djet=5, Dwight 2022",0.20150419291338584,0.997747617767263
"x/Djet=5, Dwight 2022",0.20944120078740155,0.9977277334067132
"x/Djet=5, Dwight 2022",0.2172994094488189,0.9977036628649952
"x/Djet=5, Dwight 2022",0.22506259842519685,0.9976106366168092
"x/Djet=5, Dwight 2022",0.2327166732283465,0.9962324527499351
"x/Djet=5, Dwight 2022",0.24024978346456694,0.9901089418216926
"x/Djet=5, Dwight 2022",0.24765236220472442,0.978770728268579
"x/Djet=5, Dwight 2022",0.2549170472440945,0.9661164840106603
"x/Djet=5, Dwight 2022",0.2620386417322835,0.9533777602911079
"x/Djet=5, Dwight 2022",0.269013937007874,0.9408638112437347
"x/Djet=5, Dwight 2022",0.2758416338582677,0.9286759773376582
"x/Djet=5, Dwight 2022",0.2825221062992126,0.9168546668494341
"x/Djet=5, Dwight 2022",0.28905716535433074,0.9054140081405059
"x/Djet=5, Dwight 2022",0.29544992125984254,0.8943528383827708
"x/Djet=5, Dwight 2022",0.3017045472440945,0.8836612735373595
"x/Djet=5, Dwight 2022",0.3078260826771653,0.873323441000675
"x/Djet=5, Dwight 2022",0.3138202559055118,0.8633199796848138
"x/Djet=5, Dwight 2022",0.31969324803149607,0.8536297261183136
"x/Djet=5, Dwight 2022",0.3254516141732283,0.84423058656723
"x/Djet=5, Dwight 2022",0.33110210629921266,0.8351005835804294
"x/Djet=5, Dwight 2022",0.33665151574803154,0.8262182629794238
"x/Djet=5, Dwight 2022",0.34210661417322835,0.8175631589896122
"x/Djet=5, Dwight 2022",0.3474740748031496,0.8091157942402807
"x/Djet=5, Dwight 2022",0.35276031496062993,0.8008583193200587
"x/Djet=5, Dwight 2022",0.3579715157480315,0.7927743383527034
"x/Djet=5, Dwight 2022",0.36311360236220475,0.7848486764314796
"x/Djet=5, Dwight 2022",0.36819206692913387,0.7770680191746154
"x/Djet=5, Dwight 2022",0.37321210629921264,0.7694200987456317
"x/Djet=5, Dwight 2022",0.37817852362204724,0.7618942171259867
"x/Djet=5, Dwight 2022",0.38309574803149604,0.7544809554080517
"x/Djet=5, Dwight 2022",0.38796779527559055,0.7471720575123004
"x/Djet=5, Dwight 2022",0.39279830708661423,0.7399603720459035
"x/Djet=5, Dwight 2022",0.39759055118110237,0.7328396197371081
"x/Djet=5, Dwight 2022",0.40234748031496065,0.7258047422836694
"x/Djet=5, Dwight 2022",0.4070716338582677,0.7188512627973934
"x/Djet=5, Dwight 2022",0.41176523622047245,0.7119755183697577
"x/Djet=5, Dwight 2022",0.4164302165354331,0.7051746019305065
"x/Djet=5, Dwight 2022",0.42106818897637793,0.6984459552578148
"x/Djet=5, Dwight 2022",0.4256805118110236,0.6917877178267188
"x/Djet=5, Dwight 2022",0.4302682480314961,0.6851984942434958
"x/Djet=5, Dwight 2022",0.4348322440944882,0.6786771216800432
"x/Djet=5, Dwight 2022",0.4393731299212599,0.6722228442980948
"x/Djet=5, Dwight 2022",0.44389129921259846,0.6658353132492197
"x/Djet=5, Dwight 2022",0.4483869881889764,0.6595141796849874
"x/Djet=5, Dwight 2022",0.45286023622047245,0.6532595017468029
"x/Djet=5, Dwight 2022",0.45731096456692916,0.6470713957174764
"x/Djet=5, Dwight 2022",0.46173893700787405,0.6409500941626284
"x/Djet=5, Dwight 2022",0.4661437598425197,0.6348960040720947
"x/Djet=5, Dwight 2022",0.4705249606299213,0.6289095324357111
"x/Djet=5, Dwight 2022",0.47488196850393705,0.622991260667529
"x/Djet=5, Dwight 2022",0.4792141338582678,0.617141712040194
"x/Djet=5, Dwight 2022",0.4835207283464567,0.6113614679677576
"x/Djet=5, Dwight 2022",0.4878009251968504,0.6056510517228657
"x/Djet=5, Dwight 2022",0.49205387795275596,0.6000111610023798
"x/Djet=5, Dwight 2022",0.49627870078740155,0.594442319078946
"x/Djet=5, Dwight 2022",0.5004744685039371,0.5889451073666151
"x/Djet=5, Dwight 2022",0.5046402165354331,0.5835200491380335
"x/Djet=5, Dwight 2022",0.5087749606299213,0.5781677258072523
"x/Djet=5, Dwight 2022",0.5128777362204724,0.5728885850630907
"x/Djet=5, Dwight 2022",0.5169475393700788,0.567683080408509
"x/Djet=5, Dwight 2022",0.5209833858267716,0.5625516013909211
"x/Djet=5, Dwight 2022",0.5249862401574803,0.5574920432914618
"x/Djet=5, Dwight 2022",0.5289590157480315,0.552499911779516
"x/Djet=5, Dwight 2022",0.5329027952755906,0.547573090507937
"x/Djet=5, Dwight 2022",0.536816751968504,0.5427118120423456
"x/Djet=5, Dwight 2022",0.5407001377952756,0.5379161926655519
"x/Djet=5, Dwight 2022",0.5445523425196851,0.5331862323775559
"x/Djet=5, Dwight 2022",0.5483727755905512,0.5285218090814069
"x/Djet=5, Dwight 2022",0.5521609842519686,0.5239226902114844
"x/Djet=5, Dwight 2022",0.555916594488189,0.5193885211052172
"x/Djet=5, Dwight 2022",0.5596392913385827,0.5149188598879264
"x/Djet=5, Dwight 2022",0.5633288976377953,0.5105131658445444
"x/Djet=5, Dwight 2022",0.5669852952755906,0.506170776163053
"x/Djet=5, Dwight 2022",0.5706084448818898,0.5018909698900286
"x/Djet=5, Dwight 2022",0.5741983858267716,0.49767295048822113
"x/Djet=5, Dwight 2022",0.5777552362204725,0.49351582839413244
"x/Djet=5, Dwight 2022",0.5812791535433071,0.48941770819795566
"x/Djet=5, Dwight 2022",0.5849207086614174,0.48520545642353574
"x/Djet=5, Dwight 2022",0.5887113582677166,0.48084627550424675
"x/Djet=5, Dwight 2022",0.5925341535433071,0.4764739429991204
"x/Djet=5, Dwight 2022",0.5963930511811023,0.4720853134581401
"x/Djet=5, Dwight 2022",0.6002919094488189,0.4676766309465351
"x/Djet=5, Dwight 2022",0.604234468503937,0.4632443779092961
"x/Djet=5, Dwight 2022",0.6082242519685039,0.45878535075500104
"x/Djet=5, Dwight 2022",0.6122645866141733,0.4542967063689398
"x/Djet=5, Dwight 2022",0.6163584645669291,0.44977600281209756
"x/Djet=5, Dwight 2022",0.6205086220472442,0.4452212342059976
"x/Djet=5, Dwight 2022",0.6247174015748032,0.4406308946882476
"x/Djet=5, Dwight 2022",0.6289867125984253,0.43600396097011757
"x/Djet=5, Dwight 2022",0.6333181102362205,0.4313399446638044
"x/Djet=5, Dwight 2022",0.6377126181102363,0.4266388922824322
"x/Djet=5, Dwight 2022",0.6421708661417322,0.4219013677976305
"x/Djet=5, Dwight 2022",0.6466930118110236,0.41712838286984855
"x/Djet=5, Dwight 2022",0.651286496062992,0.4123133035647624
"x/Djet=5, Dwight 2022",0.6559794685039371,0.40742843131697487
"x/Djet=5, Dwight 2022",0.660797440944882,0.4024497420978918
"x/Djet=5, Dwight 2022",0.6657501181102363,0.3973698286925014
"x/Djet=5, Dwight 2022",0.6708478740157481,0.3921811443464197
"x/Djet=5, Dwight 2022",0.6761016929133858,0.3868758806689395
"x/Djet=5, Dwight 2022",0.6815232480314961,0.3814459850754523
"x/Djet=5, Dwight 2022",0.6871249409448819,0.3758831200884643
"x/Djet=5, Dwight 2022",0.69292,0.3701786807800184
"x/Djet=5, Dwight 2022",0.6989224803149607,0.36432380639997486
"x/Djet=5, Dwight 2022",0.7051473818897638,0.3583093687477304
"x/Djet=5, Dwight 2022",0.7116107086614173,0.3521259721722183
"x/Djet=5, Dwight 2022",0.7183295275590551,0.3457639710143298
"x/Djet=5, Dwight 2022",0.7253220669291339,0.3392135044917572
"x/Djet=5, Dwight 2022",0.7326077952755905,0.33246449088485325
"x/Djet=5, Dwight 2022",0.7402075590551181,0.3255066507931935
"x/Djet=5, Dwight 2022",0.748143622047244,0.31832957109112164
"x/Djet=5, Dwight 2022",0.7564398228346456,0.3109227281843116
"x/Djet=5, Dwight 2022",0.7651217322834646,0.30327555196531325
"x/Djet=5, Dwight 2022",0.7742166732283464,0.2953774723266765
"x/Djet=5, Dwight 2022",0.7837539960629921,0.2872180296296209
"x/Djet=5, Dwight 2022",0.7937651377952757,0.278786944473722
"x/Djet=5, Dwight 2022",0.8042838188976378,0.27007423397972125
"x/Djet=5, Dwight 2022",0.8153462598425197,0.2610703571430391
"x/Djet=5, Dwight 2022",0.8269913385826771,0.2517663485590067
"x/Djet=5, Dwight 2022",0.8392608070866142,0.24215401610364318
"x/Djet=5, Dwight 2022",0.8521995078740158,0.23222612117201147
"x/Djet=5, Dwight 2022",0.8658556692913386,0.2219766403145416
"x/Djet=5, Dwight 2022",0.8802811220472441,0.21140102687335352
"x/Djet=5, Dwight 2022",0.8955316141732285,0.20049651913170413
"x/Djet=5, Dwight 2022",0.9116671259842519,0.1892624949765587
"x/Djet=5, Dwight 2022",0.9287521850393701,0.17770084981772405
"x/Djet=5, Dwight 2022",0.9468562795275591,0.16581649078979202
"x/Djet=5, Dwight 2022",0.9660541929133859,0.15361779025509928
"x/Djet=5, Dwight 2022",0.9864265157480315,0.14111721954504328
"x/Djet=5, Dwight 2022",1.00806,0.12833196525897636
"x/Djet=5, Dwight 2022",1.0310481692913387,0.11528480719942302
"x/Djet=5, Dwight 2022",1.0554918503937007,0.10200510096182647
"x/Djet=5, Dwight 2022",1.0814996653543307,0.08853040589389174
"x/Djet=5, Dwight 2022",1.1091887992125984,0.0749094793779493
"x/Djet=5, Dwight 2022",1.1386762992125985,0.06121775988713736
"x/Djet=5, Dwight 2022",1.1700854921259842,0.04762008586334302
"x/Djet=5, Dwight 2022",1.2035591535433072,0.034729459001713765
"x/Djet=5, Dwight 2022",1.2392548031496065,0.024650077220465885
"x/Djet=5, Dwight 2022",1.2773425,0.020703413640374608
"x/Djet=5, Dwight 2022",1.318006062992126,0.020006329007976182
"x/Djet=5, Dwight 2022",1.3614440944881891,0.019896255699810208
"x/Djet=10, Dwight 2022",0.0013415953346456694,0.7596771690660961
"x/Djet=10, Dwight 2022",0.00405506594488189,0.7596533892314036
"x/Djet=10, Dwight 2022",0.006829618110236221,0.7595944338466157
"x/Djet=10, Dwight 2022",0.00966629468503937,0.7594982679625536
"x/Djet=10, Dwight 2022",0.012566134448818898,0.7593632636198737
"x/Djet=10, Dwight 2022",0.015530171850393702,0.7591874440108024
"x/Djet=10, Dwight 2022",0.0185594344488189,0.7589685416205398
"x/Djet=10, Dwight 2022",0.02165494291338583,0.7587042307928817
"x/Djet=10, Dwight 2022",0.02481770669291339,0.7583920695888129
"x/Djet=10, Dwight 2022",0.02804872637795276,0.7580296160693185
"x/Djet=10, Dwight 2022",0.03134898818897638,0.7576142538711685
"x/Djet=10, Dwight 2022",0.0347194625984252,0.7571434247725375
"x/Djet=10, Dwight 2022",0.0381611062992126,0.7566146868344109
"x/Djet=10, Dwight 2022",0.0416748562992126,0.7560254236935584
"x/Djet=10, Dwight 2022",0.045261629921259844,0.7553730189867496
"x/Djet=10, Dwight 2022",0.0489223188976378,0.7546550307749696
"x/Djet=10, Dwight 2022",0.05265779527559056,0.7538689008363937
"x/Djet=10, Dwight 2022",0.056468899606299215,0.7530122453734116
"x/Djet=10, Dwight 2022",0.0603564468503937,0.7520827387298191
"x/Djet=10, Dwight 2022",0.06432121850393702,0.7510779389666011
"x/Djet=10, Dwight 2022",0.06836396456692914,0.7499957529931733
"x/Djet=10, Dwight 2022",0.07248539960629921,0.7488340295775469
"x/Djet=10, Dwight 2022",0.07668619488188977,0.7475907919119472
"x/Djet=10, Dwight 2022",0.08096698622047245,0.7462641794714111
"x/Djet=10, Dwight 2022",0.08532836614173228,0.74485250615519
"x/Djet=10, Dwight 2022",0.0897708779527559,0.7433542021453458
"x/Djet=10, Dwight 2022",0.09429501968503937,0.7417679301895608
"x/Djet=10, Dwight 2022",0.09890123622047244,0.7400923530355172
"x/Djet=10, Dwight 2022",0.10358992322834647,0.7383265404207333
"x/Djet=10, Dwight 2022",0.10836141732283465,0.7364695620827273
"x/Djet=10, Dwight 2022",0.11321599803149607,0.7345207203246377
"x/Djet=10, Dwight 2022",0.11815388582677165,0.7324796662980337
"x/Djet=10, Dwight 2022",0.12317523622047245,0.7303460511544849
"x/Djet=10, Dwight 2022",0.1282801377952756,0.7281198167525859
"x/Djet=10, Dwight 2022",0.13346861811023622,0.7258010212337419
"x/Djet=10, Dwight 2022",0.13874062598425196,0.7233901297291939
"x/Djet=10, Dwight 2022",0.14409604527559056,0.7208876073701829
"x/Djet=10, Dwight 2022",0.1495346811023622,0.7182940937121649
"x/Djet=10, Dwight 2022",0.1550562657480315,0.7156105771590271
"x/Djet=10, Dwight 2022",0.16066045078740157,0.7128380461146564
"x/Djet=10, Dwight 2022",0.16634680905511812,0.7099778378313705
"x/Djet=10, Dwight 2022",0.1721148287401575,0.7070313477028921
"x/Djet=10, Dwight 2022",0.17796392125984253,0.7040001455471595
"x/Djet=10, Dwight 2022",0.18389340551181102,0.7008859756063259
"x/Djet=10, Dwight 2022",0.18990252165354332,0.6976905821225452
"x/Djet=10, Dwight 2022",0.1959904192913386,0.6944161163278065
