zone,x/Dj,u/Uj
Dwight 2022,7.646390551181103,1.0003832839439903
Dwight 2022,7.692468700787401,1.0004902059879988
Dwight 2022,7.737828346456693,1.0005862555892509
Dwight 2022,7.7824700787401575,1.0006716653133665
Dwight 2022,7.826395275590552,1.0007464933017511
Dwight 2022,7.869605905511811,1.0008111465442402
Dwight 2022,7.912103937007874,1.0008659738892647
Dwight 2022,7.953892125984252,1.0009109753368248
Dwight 2022,7.994973425196851,1.00094603460411
Dwight 2022,8.035351377952757,1.0009712679739302
Dwight 2022,8.075029724409449,1.000986733587691
Dwight 2022,8.114012795275592,1.0009934198492796
Dwight 2022,8.152305118110236,1.0009919081727463
Dwight 2022,8.189911220472442,1.0009815008612306
Dwight 2022,8.226836614173228,1.0009619072077065
Dwight 2022,8.263086811023623,1.000933010929364
Dwight 2022,8.298667125984252,1.0008943468949616
Dwight 2022,8.333584055118111,1.0008467290841714
Dwight 2022,8.367843307086615,1.0007902737798036
Dwight 2022,8.401451968503938,1.0007255623959093
Dwight 2022,8.434416141732283,1.000651432104386
Dwight 2022,8.466743110236221,1.000565324683409
Dwight 2022,8.498439763779528,1.000469740213398
Dwight 2022,8.529513385826773,1.0003393871831274
Dwight 2022,8.559971456692914,0.9998981520597006
Dwight 2022,8.590055118110238,0.9977353499307835
Dwight 2022,8.620130708661417,0.9919710366033488
Dwight 2022,8.650388385826771,0.982987491816036
Dwight 2022,8.680950196850395,0.972969669573111
Dwight 2022,8.71193937007874,0.963276508936355
Dwight 2022,8.743481299212599,0.9541662740272938
Dwight 2022,8.775702952755907,0.9455969286100285
Dwight 2022,8.808734448818898,0.9374900980704626
Dwight 2022,8.842709251968504,0.9297638030273822
Dwight 2022,8.87776437007874,0.9223328081808869
Dwight 2022,8.914041338582678,0.9151069943530465
Dwight 2022,8.951686811023622,0.9079939748511316
Dwight 2022,8.990852362204725,0.900903630497212
Dwight 2022,9.031696259842521,0.8937536912030484
Dwight 2022,9.074383267716536,0.8864753175449832
Dwight 2022,9.119085826771654,0.8790171706622987
Dwight 2022,9.165984251968505,0.8713480867618525
Dwight 2022,9.21526811023622,0.8634572515422932
Dwight 2022,9.267135826771653,0.855351293123804
Dwight 2022,9.321797244094489,0.847047246938084
Dwight 2022,9.37947283464567,0.8385626716894781
Dwight 2022,9.440395275590552,0.8299044280637902
Dwight 2022,9.504810433070867,0.8210597249518947
Dwight 2022,9.572978543307087,0.8119939100763423
Dwight 2022,9.645174606299213,0.8026585516466713
Dwight 2022,9.721690157480316,0.7930074272458142
Dwight 2022,9.802833858267716,0.7830120475852642
Dwight 2022,9.888933267716537,0.7726679939182323
Dwight 2022,9.98033602362205,0.7619889876163259
Dwight 2022,10.077411023622048,0.7509939246362082
Dwight 2022,10.18055,0.7396987357228806
Dwight 2022,10.290169488188978,0.7281162701268739
Dwight 2022,10.40671161417323,0.7162603073612005
Dwight 2022,10.530647047244095,0.7041469525950779
Dwight 2022,10.662475787401576,0.6917920202906973
Dwight 2022,10.802730314960629,0.679206964304867
Dwight 2022,10.951976377952755,0.6663972499296678
Dwight 2022,11.110816535433072,0.6533635167205557
Dwight 2022,11.279891929133859,0.640105241404885
Dwight 2022,11.459885039370079,0.626624168224809
Dwight 2022,11.651522244094489,0.6129267508762958
Dwight 2022,11.855577165354331,0.599025024630204
Dwight 2022,12.07287342519685,0.5849359667768281
Dwight 2022,12.304288188976377,0.5706793453939073
Dwight 2022,12.550755314960629,0.5562765041912597
Dwight 2022,12.813269685039371,0.5417503973956254
Dwight 2022,13.09289094488189,0.5271270490999341
Dwight 2022,13.39074783464567,0.5124363556146968
Dwight 2022,13.70804251968504,0.4977107889146708
Dwight 2022,14.046055511811025,0.4829822511888433
Dwight 2022,14.40615157480315,0.4682790514873655
Dwight 2022,14.789783858267718,0.45362518476812885
Dwight 2022,15.19850098425197,0.43904236684594405
Dwight 2022,15.633952362204726,0.42455302286076463
Dwight 2022,16.097896062992127,0.41018206640468285
Dwight 2022,16.592204527559055,0.3959565506734991
Dwight 2022,17.118872834645668,0.38190398818011456
Dwight 2022,17.680026968503938,0.36805043790230224
Dwight 2022,18.27793188976378,0.35441917384453014
Dwight 2022,18.915000787401574,0.3410301501370341
Dwight 2022,19.59380531496063,0.327900512680183
Dwight 2022,20.31708464566929,0.3150457154594566
Dwight 2022,21.087759842519684,0.3024805729048785
