zone,y+,u+
zone,9.500388156074152,8.073359980061875
zone,9.600392241927564,8.127189942168998
zone,9.700396327780975,8.180377030746836
zone,9.800400413634389,8.232930216469528
zone,9.9004044994878,8.284858444265724
zone,10.00040858534121,8.336170623695477
zone,10.10041267119462,8.386875620139376
zone,10.20041675704804,8.436982246820884
zone,10.30042084290145,8.486499257499448
zone,10.40042492875486,8.535435339862525
zone,10.50042901460827,8.583799109577937
zone,10.60043310046169,8.631599104938646
zone,10.7004371863151,8.678843782068624
zone,10.80044127216851,8.72554151065156
zone,10.90044535802192,8.771700570146885
zone,11.00044944387533,8.817329146458826
zone,11.10045352972875,8.862435329026304
zone,11.20045761558216,8.907027108302744
zone,11.30046170143557,8.951112373597784
zone,11.40046578728898,8.994698911253352
zone,11.50046987314239,9.037794403128785
zone,11.60047395899581,9.080406425370679
zone,11.70047804484922,9.122542447446046
zone,11.80048213070263,9.164209831416457
zone,11.90048621655604,9.205415831434523
zone,12.00049030240945,9.246167593443813
zone,12.10049438826287,9.286472155065137
zone,12.20049847411628,9.32633644565307
zone,12.30050255996969,9.365767286508072
zone,12.4005066458231,9.40477139122968
zone,12.50051073167652,9.443355366198595
zone,12.60051481752993,9.4815257111656
zone,12.70051890338334,9.519288819975518
zone,12.80052298923675,9.556650981359255
zone,12.90052707509016,9.593618379804441
zone,13.00053116094358,9.630197096522492
zone,13.10053524679699,9.666393110476049
zone,13.2005393326504,9.702212299466376
zone,13.30054341850381,9.737660441274224
zone,13.40054750435722,9.772743214847235
zone,13.50055159021064,9.807466201527513
zone,13.60055567606405,9.841834886314716
zone,13.70055976191746,9.875854659158504
zone,13.80056384777087,9.90953081627634
zone,13.90056793362429,9.942868561492075
zone,14.0005720194777,9.97587300759105
zone,14.10057610533111,10.00854917768851
zone,14.20058019118452,10.04090200660779
zone,14.30058427703793,10.0729363422651
zone,14.40058836289135,10.10465694705823
zone,14.50059244874476,10.13606849925675
zone,14.60059653459817,10.16717559439095
zone,14.70060062045158,10.19798274663784
zone,14.80060470630499,10.22849439020227
zone,14.90060879215841,10.2587148806911
zone,15.00061287801182,10.28864849647907
zone,15.10061696386523,10.31829944005992
zone,15.20062104971864,10.34767183940156
zone,15.30062513557206,10.37676974928071
zone,15.40062922142547,10.40559715259075
zone,15.50063330727888,10.43415796165341
zone,15.60063739313229,10.46245601951006
zone,15.7006414789857,10.49049510119728
zone,15.80064556483912,10.51827891500653
zone,15.90064965069253,10.54581110372683
zone,16.00065373654594,10.57309524587082
zone,16.10065782239935,10.60013485688374
zone,16.20066190825277,10.62693339033155
zone,16.30066599410618,10.65349423907591
zone,16.40067007995959,10.67982073642778
zone,16.500674165813,10.70591615728324
zone,16.60067825166641,10.73178371924087
zone,16.70068233751983,10.75742658370067
zone,16.80068642337324,10.78284785694415
zone,16.90069050922665,10.8080505911959
zone,17.00069459508006,10.83303778566686
zone,17.10069868093347,10.85781238757859
zone,17.20070276678689,10.88237729316945
zone,17.3007068526403,10.90673534868239
zone,17.40071093849371,10.93088935133449
zone,17.50071502434712,10.95484205026858
zone,17.60071911020053,10.97859614748372
zone,17.70072319605395,11.00215429875553
zone,17.80072728190736,11.02551911454007
zone,17.90073136776077,11.04869316084295
zone,18.00073545361418,11.07167896008875
zone,18.10073953946759,11.09447899196798
zone,18.20074362532101,11.11709569426732
zone,18.30074771117442,11.13953146368392
zone,18.40075179702783,11.16178865662316
zone,18.50075588288124,11.18386958998057
zone,18.60075996873465,11.20577654190815
zone,18.70076405458807,11.22751175256481
zone,18.80076814044148,11.24907742485249
zone,18.90077222629489,11.27047572513659
zone,19.0007763121483,11.2917087839519
zone,19.10078039800172,11.31277869669438
zone,19.20078448385513,11.3336875242984
zone,19.30078856970854,11.35443729390052
zone,19.40079265556195,11.37502999948912
zone,19.50079674141536,11.39546760254122
zone,19.60080082726878,11.41575203264558
zone,19.70080491312219,11.43588518811316
zone,19.8008089989756,11.45586893657524
zone,19.90081308482901,11.47570511556863
zone,20.00081717068242,11.49539553310898
zone,20.10082125653584,11.51494196825067
zone,20.20082534238925,11.5343461716375
zone,20.30082942824266,11.5536098660478
zone,20.40083351409607,11.57273474691139
zone,20.50083759994948,11.59172248282968
zone,20.6008416858029,11.61057471608095
zone,20.70084577165631,11.62929306311541
zone,20.80084985750972,11.64787911503962
zone,20.90085394336313,11.66633443809112
zone,21.00085802921654,11.68466057410301
zone,21.10086211506996,11.70285904095878
zone,21.20086620092337,11.72093133303811
zone,21.30087028677678,11.73887892165268
zone,21.4008743726302,11.75670325547375
zone,21.50087845848361,11.77440576095032
zone,21.60088254433702,11.79198784271881
zone,21.70088663019043,11.80945088400425
zone,21.80089071604384,11.82679624701305
zone,21.90089480189726,11.84402527331781
zone,22.00089888775067,11.86113928423401
zone,22.10090297360408,11.87813958118936
zone,22.20090705945749,11.89502744608471
zone,22.3009111453109,11.91180414164836
zone,22.40091523116432,11.92847091178278
zone,22.50091931701773,11.94502898190396
zone,22.60092340287114,11.96147955927338
zone,22.70092748872455,11.97782383332296
zone,22.80093157457797,11.99406297598174
zone,22.90093566043138,12.01019814197919
zone,23.00093974628479,12.02623046915499
zone,23.1009438321382,12.04216107875885
zone,23.20094791799161,12.05799107574459
zone,23.30095200384503,12.07372154905823
zone,23.40095608969844,12.08935357191986
zone,23.50096017555185,12.10488820210036
zone,23.60096426140526,12.12032648219213
zone,23.70096834725867,12.13566943987443
zone,23.80097243311209,12.15091808817365
zone,23.9009765189655,12.1660734257181
zone,24.00098060481891,12.18113643698759
zone,24.10098469067232,12.19610809255853
zone,24.20098877652573,12.21098934934354
zone,24.30099286237915,12.22578115082673
zone,24.40099694823256,12.24048442729408
zone,24.50100103408597,12.25510009605922
zone,24.60100511993938,12.269629061685
zone,24.70100920579279,12.28407221620044
zone,24.80101329164621,12.29843043931339
zone,24.90101737749962,12.31270459861935
zone,25.00102146335303,12.32689554980568
zone,25.10102554920644,12.34100413685187
zone,25.20102963505985,12.35503119222438
zone,25.30103372091327,12.36897753707667
zone,25.40103780676668,12.38284398143008
zone,25.50104189262009,12.39663132436201
zone,25.6010459784735,12.41034035418757
zone,25.70105006432692,12.42397184863784
zone,25.80105415018033,12.43752657503473
zone,25.90105823603374,12.45100529046226
zone,26.00106232188715,12.46440874193464
zone,26.10106640774056,12.47773766656142
zone,26.20107049359398,12.49099279170901
zone,26.30107457944739,12.5041748351595
zone,26.4010786653008,12.51728450526625
zone,26.50108275115421,12.53032250110655
zone,26.60108683700762,12.54328951263158
zone,26.70109092286104,12.55618622081323
zone,26.80109500871445,12.5690132977884
zone,26.90109909456786,12.58177140700046
zone,27.00110318042127,12.5944612033383
zone,27.10110726627468,12.60708333327221
zone,27.2011113521281,12.61963843498797
zone,27.30111543798151,12.6321271385178
zone,27.40111952383492,12.64455006586931
zone,27.50112360968834,12.65690783115185
zone,27.60112769554175,12.66920104070056
zone,27.70113178139516,12.68143029319569
zone,27.80113586724857,12.69359617978969
zone,27.90113995310198,12.70569928421685
zone,28.0011440389554,12.71774018291118
zone,28.10114812480881,12.72971944511949
zone,28.20115221066222,12.7416376330123
zone,28.30115629651563,12.75349530179301
zone,28.40116038236904,12.76529299980491
zone,28.50116446822246,12.77703126863616
zone,28.60116855407587,12.78871064322319
zone,28.70117263992928,12.80033165195193
zone,28.80117672578269,12.81189481675734
zone,28.9011808116361,12.82340065322127
zone,29.00118489748952,12.8348496706683
zone,29.10118898334293,12.84624237226023
zone,29.20119306919634,12.85757925508857
zone,29.30119715504975,12.8688608102656
zone,29.40120124090317,12.88008752301364
zone,29.50120532675658,12.89125987275287
zone,29.60120941260999,12.90237833318769
zone,29.7012134984634,12.91344337239136
zone,29.80121758431681,12.92445545288925
zone,29.90122167017023,12.9354150317406
zone,30.00122575602364,12.9463225606191
zone,30.10122984187705,12.95717848589154
zone,30.20123392773046,12.96798324869387
zone,30.30123801358387,12.9787372850127
zone,30.40124209943729,12.98944102575518
zone,30.5012461852907,13.00009489682403
zone,30.60125027114411,13.0106993191902
zone,30.70125435699752,13.02125470896391
zone,30.80125844285093,13.03176147746453
zone,30.90126252870435,13.04222003128952
zone,31.00126661455776,13.0526307723819
zone,31.10127070041117,13.06299409809669
zone,31.20127478626458,13.0733104012662
zone,31.30127887211799,13.08358007026429
zone,31.40128295797141,13.09380348906944
zone,31.50128704382482,13.10398103732684
zone,31.60129112967823,13.11411309040952
zone,31.70129521553164,13.12420001947818
zone,31.80129930138505,13.13424219154034
zone,31.90130338723847,13.14423996950836
zone,32.00130747309188,13.15419371225623
zone,32.10131155894529,13.16410377467553
zone,32.2013156447987,13.17397050773223
zone,32.30131973065212,13.18379425851915
zone,32.40132381650553,13.19357537030994
zone,32.50132790235894,13.20331418261165
zone,32.60133198821235,13.21301103121641
zone,32.70133607406576,13.22266624825076
zone,32.80134015991918,13.23228016222978
zone,32.90134424577259,13.24185309810262
zone,33.001348331626,13.25138537730155
zone,33.10135241747941,13.26087731779007
zone,33.20135650333282,13.2703292341094
zone,33.30136058918624,13.27974143742484
zone,33.40136467503965,13.28911423557099
zone,33.50136876089306,13.29844793309643
zone,33.60137284674647,13.30774283130758
zone,33.70137693259989,13.31699922831196
zone,33.8013810184533,13.32621741906072
zone,33.90138510430671,13.33539769539056
zone,34.00138919016013,13.3445403460647
zone,34.10139327601353,13.35364565681368
zone,34.20139736186695,13.3627139103751
zone,34.30140144772036,13.37174538653308
zone,34.40140553357377,13.38074036215669
zone,34.50140961942719,13.38969911123832
zone,34.60141370528059,13.39862190493081
zone,34.70141779113401,13.40750901158463
zone,34.80142187698742,13.41636069678405
zone,34.90142596284083,13.42517722338292
zone,35.00143004869425,13.43395885153991
zone,35.10143413454765,13.44270583875321
zone,35.20143822040107,13.45141843989351
zone,35.30144230625448,13.46009690724052
zone,35.40144639210789,13.46874149051385
zone,35.50145047796131,13.47735243690578
zone,35.60145456381472,13.48592999111358
zone,35.70145864966813,13.49447439537102
zone,35.80146273552154,13.50298588947981
zone,35.90146682137495,13.51146471084004
zone,36.00147090722837,13.51991109448034
zone,36.10147499308178,13.52832527308782
zone,36.20147907893519,13.53670747703733
zone,36.3014831647886,13.54505793442016
zone,36.40148725064201,13.55337687107266
zone,36.50149133649543,13.56166451060413
zone,36.60149542234884,13.56992107442465
zone,36.70149950820225,13.57814678177188
zone,36.80150359405566,13.58634184973817
zone,36.90150767990907,13.59450649329686
zone,37.00151176576249,13.60264092532823
zone,37.1015158516159,13.61074535664523
zone,37.20151993746931,13.61881999601852
zone,37.30152402332272,13.62686505020164
zone,37.40152810917613,13.63488072395527
zone,37.50153219502955,13.64286722007157
zone,37.60153628088296,13.65082473939794
zone,37.70154036673637,13.65875348085958
zone,37.80154445258978,13.66665364148483
zone,37.90154853844319,13.67452541642646
zone,38.00155262429661,13.68236899898402
zone,38.10155671015002,13.69018458062623
zone,38.20156079600343,13.69797235101296
zone,38.30156488185684,13.70573249801651
zone,38.40156896771025,13.71346520774301
zone,38.50157305356367,13.72117066455327
zone,38.60157713941708,13.72884905108346
zone,38.70158122527049,13.73650054826523
zone,38.8015853111239,13.74412533534596
zone,38.90158939697731,13.75172358990836
zone,39.00159348283073,13.75929548789016
zone,39.10159756868414,13.76684120360309
zone,39.20160165453755,13.77436090975191
zone,39.30160574039096,13.78185477745293
zone,39.40160982624437,13.78932297625274
zone,39.50161391209779,13.79676567414608
zone,39.6016179979512,13.8041830375939
zone,39.70162208380462,13.81157523154086
zone,39.80162616965803,13.81894241943295
zone,39.90163025551144,13.8262847632344
zone,40.00163434136485,13.83360242344486
zone,40.10163842721826,13.84089555911602
zone,40.20164251307168,13.84816432786745
zone,40.30164659892509,13.85540888590431
zone,40.4016506847785,13.86262938803262
zone,40.50165477063191,13.86982598767474
zone,40.60165885648532,13.87699883688519
zone,40.70166294233874,13.88414808636603
zone,40.80166702819215,13.89127388548204
zone,40.90167111404556,13.8983763822758
zone,41.00167519989897,13.90545572348244
zone,41.10167928575238,13.91251205454405
zone,41.2016833716058,13.9195455196243
zone,41.30168745745921,13.92655626162247
zone,41.40169154331262,13.93354442218745
zone,41.50169562916603,13.94051014173164
zone,41.60169971501944,13.94745355944462
zone,41.70170380087286,13.95437481330637
zone,41.80170788672627,13.96127404010077
zone,41.90171197257968,13.96815137542857
zone,42.00171605843309,13.97500695372049
zone,42.1017201442865,13.98184090824975
zone,42.20172423013992,13.98865337114477
zone,42.30172831599333,13.99544447340153
zone,42.40173240184674,14.00221434489595
zone,42.50173648770015,14.00896311439605
zone,42.60174057355356,14.01569090957362
zone,42.70174465940698,14.02239785701572
zone,42.80174874526039,14.02908408223743
zone,42.9017528311138,14.03574970969282
zone,43.00175691696721,14.04239486278592
zone,43.10176100282062,14.04901966388201
zone,43.20176508867404,14.05562423431903
zone,43.30176917452745,14.062208694418
zone,43.40177326038086,14.06877316349418
zone,43.50177734623428,14.07531775986764
zone,43.60178143208768,14.08184260087371
zone,43.7017855179411,14.08834780287324
zone,43.80178960379451,14.09483348126303
zone,43.90179368964792,14.10129975048578
zone,44.00179777550134,14.10774672404031
zone,44.10180186135474,14.11417451449099
zone,44.20180594720816,14.12058323347787
zone,44.30181003306157,14.12697299172608
zone,44.40181411891498,14.13334389905549
zone,44.5018182047684,14.13969606438979
zone,44.6018222906218,14.14602959576602
zone,44.70182637647522,14.1523446003436
zone,44.80183046232863,14.15864118441334
zone,44.90183454818204,14.16491945340645
zone,45.00183863403546,14.17117951190317
zone,45.10184271988886,14.17742146364163
zone,45.20184680574228,14.18364541152593
zone,45.30185089159569,14.18985145763549
zone,45.4018549774491,14.19603970323338
zone,45.50185906330252,14.20221024877381
zone,45.60186314915593,14.20836319391072
zone,45.70186723500934,14.21449863750595
zone,45.80187132086275,14.22061667763698
zone,45.90187540671617,14.22671741160499
zone,46.00187949256958,14.23280093594265
zone,46.10188357842299,14.23886734642174
zone,46.2018876642764,14.2449167380608
zone,46.30189175012981,14.25094920513254
zone,46.40189583598323,14.2569648411715
zone,46.50189992183664,14.26296373898098
zone,46.60190400769005,14.26894599064073
zone,46.70190809354346,14.27491168751385
zone,46.80191217939687,14.28086092025377
zone,46.90191626525029,14.28679377881151
zone,47.0019203511037,14.29271035244244
zone,47.10192443695711,14.29861072971298
zone,47.20192852281053,14.30449499850757
zone,47.30193260866393,14.3103632460351
zone,47.40193669451735,14.31621555883587
zone,47.50194078037076,14.3220520227876
zone,47.60194486622417,14.32787272311225
zone,47.70194895207759,14.33367774438189
zone,47.80195303793099,14.33946717052552
zone,47.90195712378441,14.34524108483551
zone,48.00196120963782,14.35099956997301
zone,48.10196529549123,14.3567427079742
zone,48.20196938134465,14.36247058025647
zone,48.30197346719805,14.36818326762432
zone,48.40197755305147,14.37388085027499
zone,48.50198163890488,14.37956340780469
zone,48.60198572475829,14.38523101921366
zone,48.70198981061171,14.39088376291267
zone,48.80199389646511,14.39652171672786
zone,48.90199798231853,14.40214495790668
zone,49.00200206817194,14.40775356312329
zone,49.10200615402535,14.41334760848378
zone,49.20201023987877,14.41892716953176
zone,49.30201432573218,14.42449232125348
zone,49.40201841158559,14.43004313808319
zone,49.502022497439,14.43557969390816
zone,49.60202658329241,14.4411020620738
zone,49.70203066914583,14.44661031538884
zone,49.80203475499924,14.45210452613021
zone,49.90203884085265,14.45758476604792
zone,50.00204292670606,14.46305110637009
zone,50.10204701255947,14.46850361780762
zone,50.20205109841289,14.47394237055898
zone,50.3020551842663,14.4793674343148
zone,50.40205927011971,14.4847788782635
zone,50.50206335597312,14.49017677109452
zone,50.60206744182653,14.49556118100375
zone,50.70207152767995,14.50093217569751
zone,50.80207561353336,14.50628982239745
zone,50.90207969938677,14.51163418784473
zone,51.00208378524018,14.51696533830454
zone,51.10208787109359,14.52228333957015
zone,51.20209195694701,14.52758825696766
zone,51.30209604280042,14.53288015535964
zone,51.40210012865384,14.53815909914957
zone,51.50210421450724,14.54342515228635
zone,51.60210830036065,14.54867837826762
zone,51.70211238621407,14.55391884014436
zone,51.80211647206748,14.55914660052483
zone,51.9021205579209,14.56436172157836
zone,52.0021246437743,14.5695642650393
zone,52.10212872962772,14.57475429221099
zone,52.20213281548113,14.5799318639696
zone,52.30213690133454,14.58509704076769
zone,52.40214098718796,14.5902498826382
zone,52.50214507304136,14.59539044919808
zone,52.60214915889478,14.60051879965193
zone,52.70215324474819,14.60563499279565
zone,52.8021573306016,14.61073908701965
zone,52.90216141645502,14.61583114031368
zone,53.00216550230843,14.62091121026891
zone,53.10216958816184,14.62597935408198
zone,53.20217367401525,14.63103562855847
zone,53.30217775986866,14.63608009011623
zone,53.40218184572208,14.64111279478867
zone,53.50218593157549,14.64613379822845
zone,53.6021900174289,14.65114315571016
zone,53.70219410328231,14.65614092213422
zone,53.80219818913572,14.66112715202968
zone,53.90220227498914,14.66610189955771
zone,54.00220636084255,14.67106521851443
zone,54.10221044669596,14.67601716233452
zone,54.20221453254937,14.68095778409377
zone,54.30221861840278,14.68588713651252
zone,54.4022227042562,14.69080527195865
zone,54.50222679010961,14.69571224245042
zone,54.60223087596302,14.70060809965954
zone,54.70223496181643,14.70549289491415
zone,54.80223904766984,14.71036667920172
zone,54.90224313352326,14.71522950317192
zone,55.00224721937667,14.72008141713943
zone,55.10225130523008,14.72492247108678
zone,55.20225539108349,14.72975271466708
zone,55.3022594769369,14.73457219720671
zone,55.40226356279032,14.73938096770881
zone,55.50226764864373,14.74417907485507
zone,55.60227173449714,14.74896656700873
zone,55.70227582035055,14.75374349221721
zone,55.80227990620396,14.75850989821489
zone,55.90228399205738,14.76326583242547
zone,56.00228807791079,14.76801134196469
zone,56.1022921637642,14.77274647364291
zone,56.20229624961761,14.77747127396763
zone,56.30230033547102,14.7821857891458
zone,56.40230442132444,14.78689006508661
zone,56.50230850717785,14.79158414740373
zone,56.60231259303126,14.79626808141783
zone,56.70231667888467,14.80094191215875
zone,56.80232076473808,14.80560568436822
zone,56.9023248505915,14.81025944250211
zone,57.00232893644491,14.81490323073264
zone,57.10233302229832,14.81953709295062
zone,57.20233710815174,14.82416107276824
zone,57.30234119400514,14.82877521352053
zone,57.40234527985856,14.83337955826843
zone,57.50234936571197,14.83797414980023
zone,57.60235345156539,14.84255903063457
zone,57.7023575374188,14.84713424302186
zone,57.8023616232722,14.85169982894679
zone,57.90236570912562,14.85625583013076
zone,58.00236979497903,14.86080228803366
zone,58.10237388083245,14.86533924385579
zone,58.20237796668586,14.86986673854014
zone,58.30238205253927,14.87438481277473
zone,58.40238613839268,14.87889350699393
zone,58.50239022424609,14.88339286138109
zone,58.60239431009951,14.88788291587042
zone,58.70239839595292,14.89236371014878
zone,58.80240248180633,14.89683528365769
zone,58.90240656765974,14.90129767559537
zone,59.00241065351315,14.90575092491875
zone,59.10241473936657,14.91019507034506
zone,59.20241882521998,14.91463015035385
zone,59.30242291107339,14.91905620318898
zone,59.4024269969268,14.92347326686027
zone,59.50243108278021,14.92788137914555
zone,59.60243516863363,14.93228057759229
zone,59.70243925448704,14.93667089951945
zone,59.80244334034045,14.94105238201927
zone,59.90244742619386,14.94542506195909
zone,60.00245151204727,14.94978897598286
zone,60.10245559790069,14.9541441605132
zone,60.2024596837541,14.95849065175285
zone,60.30246376960751,14.96282848568626
zone,60.40246785546092,14.96715769808199
zone,60.50247194131433,14.97147832449365
zone,60.60247602716775,14.97579040026164
zone,60.70248011302116,14.98009396051508
zone,60.80248419887457,14.98438904017314
zone,60.90248828472799,14.98867567394665
zone,61.00249237058139,14.99295389634005
zone,61.10249645643481,14.99722374165264
zone,61.20250054228822,15.00148524398002
zone,61.30250462814163,15.00573843721603
zone,61.40250871399505,15.00998335505395
zone,61.50251279984845,15.01422003098821
zone,61.60251688570187,15.01844849831593
zone,61.70252097155528,15.02266879013812
zone,61.80252505740869,15.02688093936129
zone,61.90252914326211,15.03108497869942
zone,62.00253322911551,15.03528094067443
zone,62.10253731496893,15.0394688576183
zone,62.20254140082234,15.04364876167454
zone,62.30254548667575,15.04782068479917
zone,62.40254957252917,15.05198465876238
zone,62.50255365838257,15.05614071515007
zone,62.60255774423599,15.06028888536462
zone,62.7025618300894,15.06442920062723
zone,62.80256591594281,15.06856169197786
zone,62.90257000179623,15.07268639027827
zone,63.00257408764964,15.07680332621214
zone,63.10257817350305,15.08091253028674
zone,63.20258225935646,15.08501403283416
zone,63.30258634520987,15.08910786401276
zone,63.40259043106329,15.09319405380809
zone,63.5025945169167,15.0972726320347
zone,63.60259860277011,15.10134362833681
zone,63.70260268862352,15.10540707219028
zone,63.80260677447693,15.10946299290277
zone,63.90261086033035,15.11351141961614
zone,64.00261494618375,15.11755238130687
zone,64.10261903203717,15.12158590678798
zone,64.20262311789058,15.12561202470897
zone,64.302627203744,15.12963076355791
zone,64.40263128959741,15.13364215166263
zone,64.50263537545082,15.137646217192
zone,64.60263946130424,15.14164298815633
zone,64.70264354715765,15.14563249240924
zone,64.80264763301106,15.14961475764856
zone,64.90265171886446,15.15358981141735
zone,65.00265580471788,15.157557681105
zone,65.10265989057129,15.16151839394842
zone,65.2026639764247,15.16547197703322
zone,65.30266806227812,15.16941845729453
zone,65.40267214813153,15.17335786151828
zone,65.50267623398494,15.17729021634233
zone,65.60268031983836,15.18121554825734
zone,65.70268440569177,15.18513388360777
zone,65.80268849154518,15.18904524859323
zone,65.9026925773986,15.19294966926902
zone,66.002696663252,15.19684717154761
zone,66.10270074910541,15.20073778119934
zone,66.20270483495882,15.20462152385355
zone,66.30270892081224,15.20849842499967
zone,66.40271300666565,15.21236850998796
zone,66.50271709251906,15.21623180403076
zone,66.60272117837248,15.22008833220311
zone,66.70272526422589,15.22393811944408
zone,66.8027293500793,15.22778119055746
zone,66.90273343593272,15.23161757021284
zone,67.00273752178612,15.23544728294649
zone,67.10274160763953,15.23927035316218
zone,67.20274569349294,15.24308680513237
zone,67.30274977934636,15.2468966629989
zone,67.40275386519977,15.2506999507739
zone,67.50275795105318,15.25449669234082
zone,67.6027620369066,15.25828691145523
zone,67.70276612276001,15.2620706317456
zone,67.80277020861342,15.26584787671415
zone,67.90277429446684,15.26961866973816
zone,68.00277838032025,15.27338303407047
zone,68.10278246617365,15.27714099284029
zone,68.20278655202706,15.28089256905419
zone,68.30279063788048,15.28463778559677
zone,68.40279472373389,15.28837666523164
zone,68.5027988095873,15.29210923060228
zone,68.60280289544072,15.29583550423277
zone,68.70280698129413,15.29955550852839
zone,68.80281106714754,15.30326926577682
zone,68.90281515300096,15.30697679814874
zone,69.00281923885437,15.31067812769864
zone,69.10282332470777,15.31437327636566
zone,69.20282741056118,15.31806226597427
zone,69.3028314964146,15.32174511823493
zone,69.40283558226801,15.32542185474514
zone,69.50283966812142,15.32909249699007
zone,69.60284375397484,15.33275706634347
zone,69.70284783982825,15.33641558406783
zone,69.80285192568167,15.34006807131584
zone,69.90285601153508,15.34371454913077
zone,70.00286009738849,15.34735503844748
zone,70.1028641832419,15.35098956009243
zone,70.2028682690953,15.35461813478517
zone,70.30287235494872,15.35824078313888
zone,70.40287644080213,15.36185752566057
zone,70.50288052665555,15.36546838275261
zone,70.60288461250896,15.36907337471294
zone,70.70288869836237,15.37267252173555
zone,70.80289278421579,15.37626584391144
zone,70.9028968700692,15.37985336122965
zone,71.00290095592261,15.38343509357705
zone,71.10290504177603,15.38701106073972
zone,71.20290912762944,15.39058128240373
zone,71.30291321348284,15.39414577815476
zone,71.40291729933625,15.39770456748009
zone,71.50292138518967,15.40125766976838
zone,71.60292547104308,15.40480510431042
zone,71.70292955689649,15.40834689030038
zone,71.8029336427499,15.41188304683511
zone,71.90293772860332,15.41541359291651
zone,72.00294181445673,15.41893854745058
zone,72.10294590031015,15.42245792924915
zone,72.20294998616356,15.4259717570298
zone,72.30295407201696,15.42948004941676
zone,72.40295815787037,15.43298282494161
zone,72.50296224372379,15.43648010204335
zone,72.6029663295772,15.43997189906989
zone,72.70297041543061,15.44345823427761
zone,72.80297450128403,15.44693912583297
zone,72.90297858713744,15.45041459181194
zone,73.00298267299085,15.45388465020199
zone,73.10298675884427,15.45734931890117
zone,73.20299084469768,15.46080861571985
zone,73.3029949305511,15.46426255838069
zone,73.4029990164045,15.46771116451909
zone,73.5030031022579,15.47115445168436
zone,73.60300718811132,15.47459243733937
zone,73.70301127396473,15.47802513886235
zone,73.80301535981815,15.48145257354575
zone,73.90301944567156,15.48487475859853
zone,74.00302353152497,15.48829171114544
zone,74.10302761737839,15.49170344822791
zone,74.2030317032318,15.49510998680515
zone,74.30303578908521,15.49851134375344
zone,74.40303987493861,15.501907535868
