x_mm,y_mm,z_mm,U,V,W,k,omega,p,nut,R_xx,R_yy,R_zz,R_xy,R_xz,R_yz
-38.0,-250.0,258.0,43.5424,2.609295,1.836502,0.0013562235,12.015489,-121.97339,6.149038e-06,0.00096078595,0.00085416884,0.000896171,-0.00014621636,-6.7841684e-06,-0.0004206149
-38.0,-250.0,278.0,43.52062,3.3454869,1.6960628,0.0012352178,8.267602,-122.74526,4.3305763e-06,0.0008839211,0.0006354144,0.0009631468,-0.000110447705,2.8692777e-05,-0.0003101365
-38.0,-250.0,298.0,43.414883,4.003846,1.195092,0.0011715048,5.364725,-119.80351,3.75769e-06,0.0008446752,0.0004866824,0.0010254513,-8.082314e-05,5.292182e-05,-0.00019802549
-38.0,-250.0,318.0,43.251053,4.3662057,0.4478946,0.0011331154,3.388492,-113.77404,3.7361508e-06,0.0008222304,0.00040389565,0.0010536575,-5.262264e-05,6.2566294e-05,-5.757322e-05
-38.0,-250.0,338.0,43.085255,4.3477216,-0.31575722,0.0011130493,2.3125024,-106.82914,4.1880226e-06,0.0008149284,0.00039177315,0.0010254123,-3.3443055e-05,6.534075e-05,6.629543e-05
-38.0,-250.0,358.0,42.952168,4.0709414,-0.9321868,0.0011038539,1.5684114,-100.43753,4.6964224e-06,0.00081358774,0.00040508277,0.0009967884,-2.5777215e-05,5.4291624e-05,0.00016616694
-38.0,-250.0,378.0,42.846565,3.660821,-1.3482441,0.0010988307,1.1089705,-95.12604,5.6218055e-06,0.0008198802,0.00046423473,0.0009135379,-2.6757083e-05,5.0543087e-05,0.0002389496
-38.0,-250.0,398.0,42.762554,3.2365701,-1.5917856,0.0010957675,0.8220496,-90.56401,6.695126e-06,0.00082821003,0.0005156775,0.00084763486,-3.330077e-05,5.2192292e-05,0.0002778621
-38.0,-250.0,418.0,42.683434,2.8403087,-1.7133101,0.0010938424,0.6419705,-86.47411,7.915906e-06,0.00083688315,0.00056176994,0.00078907755,-4.1536594e-05,5.6660607e-05,0.000297787
-38.0,-250.0,438.0,42.613518,2.486941,-1.7549225,0.0010924826,0.5211014,-82.6822,9.26227e-06,0.000844847,0.000599912,0.0007402804,-4.8726964e-05,6.3680665e-05,0.00030549805
-38.0,-250.0,488.0,42.43617,1.797222,-1.6907513,0.0010907009,0.38481477,-74.06855,1.2690686e-05,0.00085702783,0.0006368029,0.0006888618,-5.94512e-05,8.522144e-05,0.00029814267
-38.0,-250.0,538.0,42.270763,1.3165473,-1.5214287,0.0010895812,0.28198686,-66.61065,1.806479e-05,0.00087688357,0.00071084336,0.00057218934,-6.832143e-05,0.00011173488,0.00028057976
-38.0,-220.0,28.0,34.408623,-1.324703,-0.702112,13.065135,1814.2535,-114.42282,0.0059964964,7.540502,8.57959,10.034667,2.3880942,-3.0090742,-1.2283567
-38.0,-220.0,38.0,42.20284,0.46584848,-1.5322766,5.1427097,1125.4276,-112.52877,0.0024785292,3.2064633,3.4223115,3.6609116,0.4467488,-1.4990427,-0.6943984
-38.0,-220.0,58.0,45.089813,1.7687818,-1.7601511,0.73030657,394.935,-110.187096,0.0018409691,0.44993672,0.587134,0.42198822,-0.021794593,0.026390804,0.075290374
-38.0,-220.0,78.0,44.381134,1.0021961,-1.1620492,0.34121943,321.9336,-109.00452,0.0010599851,0.22110784,0.3107642,0.15058315,0.0011607361,0.043284785,0.035488278
-38.0,-220.0,98.0,43.7351,0.5708853,-0.42872137,0.088533156,267.5608,-109.5929,0.00033152514,0.057943728,0.081356235,0.037761495,0.00090291875,0.006315027,0.0007659611
-38.0,-220.0,118.0,43.555798,0.463506,0.059734438,0.026336802,224.20285,-110.971664,0.00011791625,0.01706475,0.022595866,0.013021947,-0.00048087467,0.000314484,-0.00034071645
-38.0,-220.0,138.0,43.52906,0.42954588,0.4174493,0.030034455,253.2901,-112.69872,0.000104740786,0.019548513,0.024061942,0.016453015,-7.990963e-05,-7.928579e-05,-0.0004676075
-38.0,-220.0,158.0,43.521664,0.46601224,0.74905753,0.090311125,356.3807,-114.790726,0.00018799135,0.05940949,0.06722239,0.05399937,0.005325425,-0.00020895302,-0.00088149146
-38.0,-220.0,178.0,43.52096,0.5294246,1.094238,0.17462203,448.81006,-117.32039,0.00028937712,0.11553016,0.12798966,0.10574841,0.016606981,-0.0011485553,-0.002372891
-38.0,-220.0,198.0,43.59847,0.67743725,1.5026026,0.14752431,411.1289,-120.717,0.0002628473,0.098100364,0.11052678,0.08640071,0.01236595,-0.0023721482,-0.004322587
-38.0,-220.0,218.0,43.729027,0.9533459,2.0170364,0.07499777,303.56644,-126.02278,0.00017477263,0.050348084,0.059793398,0.039851192,0.0029681176,-0.0023005598,-0.0058371644
-38.0,-220.0,238.0,43.899326,1.4648646,2.6644087,0.028055595,189.45755,-134.68834,0.00010337891,0.019335674,0.02535447,0.011424818,-0.0017080416,-0.001880842,-0.0072896043
-38.0,-220.0,258.0,44.084797,2.4932451,3.3264875,0.008787666,99.13681,-146.50722,2.9592326e-05,0.006236766,0.007010786,0.0043722177,-0.0015405994,-0.00043248342,-0.004093994
-38.0,-220.0,278.0,44.11793,4.1597614,3.47272,0.002470436,54.234756,-154.85254,8.3886935e-06,0.0018646593,0.0011232466,0.0019534603,-0.0005251881,7.726199e-05,-0.00155535
-38.0,-220.0,298.0,43.857967,5.866339,2.4897764,0.001399545,32.227116,-150.04918,5.1599836e-06,0.0011008657,-4.098931e-05,0.0017388813,-0.00021732505,0.0002006331,-0.00069253
-38.0,-220.0,318.0,43.435467,6.5424714,0.6577688,0.0012407593,18.830872,-133.3775,3.846114e-06,0.0009370671,1.4528632e-06,0.0015431413,-2.4305837e-05,0.00014784634,9.43662e-07
-38.0,-220.0,338.0,43.13403,6.073137,-0.9163979,0.0011657048,9.759306,-117.96715,2.9028604e-06,0.00084450847,0.00035239384,0.0011345099,1.6335496e-05,6.530793e-05,0.00021723098
-38.0,-220.0,358.0,42.98181,5.226838,-1.8210473,0.0011217822,4.127428,-108.03652,3.0280105e-06,0.0008091136,0.0004963816,0.000945878,8.608586e-06,2.9789484e-05,0.00027237152
-38.0,-220.0,378.0,42.89186,4.3813577,-2.2277367,0.0011069027,2.147682,-101.42903,3.9668403e-06,0.0008125658,0.0005628697,0.00083833287,-3.4453597e-06,2.780163e-05,0.00030741052
-38.0,-220.0,398.0,42.825752,3.676357,-2.373291,0.0010998636,1.2865268,-96.287506,5.082174e-06,0.000821716,0.00061327993,0.00076467055,-1.7895904e-05,3.1999018e-05,0.00032206776
-38.0,-220.0,418.0,42.756027,3.104048,-2.3797057,0.0010962446,0.88728833,-91.73645,6.3339107e-06,0.00083217985,0.00065206276,0.0007079979,-2.9386461e-05,4.1274037e-05,0.00032400648
-38.0,-220.0,438.0,42.68876,2.646423,-2.3167014,0.0010939807,0.6614608,-87.51464,7.680345e-06,0.00084484334,0.0006854509,0.00066290714,-3.7898837e-05,5.085209e-05,0.00031676772
-38.0,-220.0,488.0,42.503654,1.8331212,-2.0526369,0.0010913197,0.43249032,-77.79628,1.1803983e-05,0.000861503,0.00072795956,0.0005945229,-5.668032e-05,8.42742e-05,0.00028836285
-38.0,-220.0,538.0,42.329834,1.3056381,-1.7479986,0.0010898851,0.30622745,-69.48815,1.5925567e-05,0.0008739009,0.0007541299,0.00054878683,-5.8748523e-05,0.000106171225,0.0002993831
-38.0,-200.0,278.0,40.151512,4.3986473,6.3660707,5.9769287,2730.1965,-204.38318,0.00205676,3.8386548,4.153997,3.9618425,1.7503821,-0.42224765,-0.8167343
-38.0,-200.0,298.0,43.612938,8.655379,4.6631646,1.2554425,1150.4882,-201.94145,0.0009838606,0.8135213,0.4987474,1.2031338,0.24890566,-0.03819209,-0.35812086
-38.0,-200.0,318.0,43.413162,9.546288,0.2595342,0.00825144,82.91351,-152.89531,2.8073127e-05,0.0067091743,-0.0062843496,0.01607369,0.00074728846,0.0022760793,0.0034167878
-38.0,-200.0,338.0,42.976555,7.6839266,-2.1825156,0.001295992,29.80012,-123.972404,1.08600725e-05,0.0011372399,-0.000943113,0.0023834687,0.00030611808,0.00019663233,0.0020631538
-38.0,-200.0,358.0,42.91256,5.9677634,-2.9811363,0.0011673052,9.074794,-111.97726,3.3941617e-06,0.00085191475,0.00056128076,0.0009244614,3.5501173e-05,4.3783584e-06,0.00051296724
-38.0,-200.0,378.0,42.887756,4.733867,-3.1405485,0.0011160865,3.5180488,-105.293465,3.2766234e-06,0.0008109814,0.0006697284,0.000750817,4.7708977e-06,6.5471995e-06,0.00034043126
-38.0,-200.0,398.0,42.857735,3.840904,-3.0769722,0.0011037261,1.7616147,-100.142006,4.377495e-06,0.0008195334,0.0007026007,0.00068260747,-1.3071401e-05,1.724394e-05,0.00033492333
-38.0,-200.0,418.0,42.805347,3.172979,-2.9257934,0.001098181,1.0951875,-95.38056,5.6055014e-06,0.000830713,0.0007235709,0.0006381829,-2.7850507e-05,3.0567728e-05,0.00032401766
-38.0,-200.0,438.0,42.745346,2.6692123,-2.74957,0.0010951286,0.77178514,-90.935165,6.855041e-06,0.0008449015,0.00074306503,0.00060454814,-3.5131623e-05,4.100361e-05,0.00031185918
-38.0,-200.0,488.0,42.554523,1.8013027,-2.3072941,0.0010916984,0.464625,-80.28776,1.0553259e-05,0.0008584083,0.00075287826,0.00057595165,-4.965272e-05,7.4683456e-05,0.0002880249
-38.0,-200.0,538.0,42.36527,1.2782184,-1.9290793,0.0010900894,0.3216026,-71.26212,1.528424e-05,0.0008755432,0.00078379986,0.0004978979,-5.6707097e-05,0.00011184173,0.00025799766
-38.0,-190.0,278.0,18.576931,1.0501343,2.3568034,24.604643,7054.448,-234.63843,0.0037684003,14.5808935,21.080385,13.588439,5.1288476,-3.7655125,1.9783502
-38.0,-190.0,288.0,26.749102,4.960894,5.681746,22.26782,6601.1343,-263.71466,0.0034622867,13.241583,18.11078,13.196412,5.186781,-3.2407522,0.34458438
-38.0,-190.0,298.0,34.435074,9.705196,6.354197,13.222624,5276.93,-262.0756,0.00246698,7.5009956,9.549014,9.609726,3.6737578,-1.9550576,-1.0050206
-38.0,-190.0,308.0,40.667145,12.794492,3.0214734,4.540267,3043.3271,-213.60924,0.0013505113,2.6394649,2.2278953,4.177771,1.0342859,-0.4614108,-0.1570957
-38.0,-190.0,318.0,43.02861,12.043498,-0.75536186,0.50293535,700.0901,-164.5012,0.0006175019,0.34056836,0.0010488331,0.667712,0.09649195,-0.0021438983,0.21715108
-38.0,-190.0,328.0,42.90003,10.049813,-2.5785835,0.01631784,109.38653,-138.50471,6.532308e-05,0.01266538,-0.006256953,0.026255982,0.0043480587,0.0015268775,0.023282966
-38.0,-190.0,338.0,42.808617,8.445798,-3.369988,0.0018478818,42.669697,-125.4027,1.7826234e-05,0.0016531025,-0.000952911,0.0030238153,0.00073842733,3.912351e-05,0.0049982155
-38.0,-190.0,348.0,42.82654,7.1785245,-3.6793935,0.0016469507,26.87411,-118.13844,1.2904813e-05,0.001384925,0.0004222843,0.0015043324,0.00029104488,-0.00010088601,0.002707306
-38.0,-190.0,368.0,42.869183,5.429659,-3.756965,0.0011476928,7.308957,-110.104706,3.1822515e-06,0.0008350663,0.0007228665,0.0007398144,1.1532578e-05,-9.267846e-06,0.00043851853
-38.0,-190.0,388.0,42.881016,4.2766466,-3.5860426,0.0011118373,2.867925,-104.47815,3.540222e-06,0.00081752473,0.00073942455,0.0006665158,-1.5085499e-06,-1.1438505e-06,0.00033543748
-38.0,-190.0,438.0,42.771595,2.6434307,-2.9823666,0.0010957207,0.83066154,-92.7075,6.613613e-06,0.00083907,0.00078140426,0.00057234266,-3.7770962e-05,4.501373e-05,0.00030371532
-38.0,-190.0,538.0,42.382805,1.2585641,-1.9847465,0.0010901487,0.32578272,-72.05423,1.4843212e-05,0.00087606953,0.000809085,0.00047572164,-5.5396387e-05,0.000111141446,0.00025084184
-38.0,-180.0,278.0,24.887,-3.5236285,-5.104911,40.327908,5822.28,-261.05878,0.006346313,22.523544,31.580154,26.622242,-7.945531,-7.4201536,3.788092
-38.0,-180.0,288.0,30.23161,1.0475062,-1.8049043,25.578037,4951.2266,-315.388,0.0050382633,18.2901,20.950533,12.015942,-5.769037,-0.98518384,0.9144614
-38.0,-180.0,298.0,27.561518,8.671868,1.7599248,18.377497,4486.553,-328.31116,0.0040751956,13.720629,11.767148,11.304934,-1.2524372,0.62001854,0.24440403
-38.0,-180.0,308.0,30.862482,14.581201,0.368702,13.517852,4665.126,-254.5139,0.0029006575,7.4377337,8.353595,11.248525,2.1490073,-2.969471,0.5060772
-38.0,-180.0,318.0,41.344933,14.545759,-3.7280598,2.7688622,2275.9905,-170.38235,0.0011413529,1.6944501,1.4341979,2.4095352,0.3416651,-0.5590311,0.9040735
-38.0,-180.0,328.0,42.534504,11.050218,-4.825017,0.10944761,314.2172,-138.24274,0.00029357357,0.07786416,0.04183777,0.09955365,0.026892886,-0.009521299,0.16300903
-38.0,-180.0,338.0,42.60318,8.807415,-4.9799466,0.020158172,133.73457,-125.62156,0.00011918697,0.015995802,0.012044919,0.012374992,0.0048554204,-0.0033561648,0.042831223
-38.0,-180.0,348.0,42.718113,7.2938333,-4.8521276,0.0042629554,54.978924,-119.20179,4.6582918e-05,0.0039047017,0.0033352813,0.001474256,0.00086707075,-0.0009888154,0.011310512
-38.0,-180.0,368.0,42.85304,5.4255815,-4.483593,0.0011688714,8.837975,-112.02437,3.6639144e-06,0.0008652561,0.0008378828,0.0006317379,8.733751e-06,-3.367028e-05,0.00053935405
-38.0,-180.0,388.0,42.893562,4.2411895,-4.081378,0.0011150746,3.3101199,-106.74261,3.3822193e-06,0.00081781315,0.00080238417,0.0006104208,-1.1129676e-05,-4.695069e-06,0.00032700022
-38.0,-180.0,438.0,42.797787,2.593179,-3.2089503,0.0010962855,0.8778478,-94.486786,6.4642722e-06,0.00084430806,0.0008131035,0.0005365715,-3.8919276e-05,4.0889274e-05,0.0002894811
-38.0,-180.0,538.0,42.40193,1.2240885,-2.0638485,0.0010902436,0.33302417,-72.96314,1.4341818e-05,0.0008752477,0.0008354998,0.00046242785,-5.2523515e-05,0.000110431,0.00025403406
-38.0,-170.0,278.0,31.546757,-5.5697517,-13.63647,32.064453,5530.086,-278.0597,0.005298095,16.727118,20.727667,26.656063,-1.0671401,-5.350802,3.0999954
-38.0,-170.0,288.0,28.900278,-2.5589683,-12.6850395,11.161804,3951.7874,-356.65662,0.002816692,9.392775,7.63811,5.260812,-0.3252647,1.5906783,1.622612
-38.0,-170.0,298.0,24.222776,8.1626215,-9.762831,9.882793,3570.199,-366.86746,0.0027646248,6.571679,7.4862123,5.635836,-0.12601452,-0.6578766,1.2158321
-38.0,-170.0,308.0,28.617043,15.344656,-9.290165,13.731274,4543.5806,-256.5669,0.0030235886,8.509241,9.447514,9.485757,-1.4254022,-4.158907,2.210819
-38.0,-170.0,318.0,40.388752,14.678764,-8.969965,3.653831,2638.4377,-165.2398,0.0013105547,2.2968154,2.9294066,2.0814168,0.037575997,-0.8630494,1.2315117
-38.0,-170.0,328.0,42.13433,10.827289,-7.6812325,0.52356935,907.70044,-136.86115,0.00056277233,0.35369775,0.46634233,0.22685555,0.03301389,-0.058488745,0.31520736
-38.0,-170.0,338.0,42.45792,8.494523,-6.751468,0.052837256,237.99301,-126.47471,0.00020345616,0.039628737,0.062177945,0.0038304739,0.004336728,-0.011085963,0.07091966
-38.0,-170.0,348.0,42.650955,7.069008,-6.113464,0.0044286647,52.17204,-121.14186,4.1494066e-05,0.0039769574,0.0064548594,-0.0013480063,0.00033217715,-0.0013530082,0.009698821
-38.0,-170.0,368.0,42.850224,5.259912,-5.2144446,0.0011679783,9.381228,-114.68084,3.817944e-06,0.000873772,0.0009688009,0.0004929503,-6.837437e-06,-4.837043e-05,0.000539221
-38.0,-170.0,388.0,42.914898,4.113336,-4.557482,0.0011182036,3.6690764,-109.34808,3.3072374e-06,0.0008232442,0.0008580516,0.00055320386,-1.9796162e-05,-9.1245065e-06,0.00030761492
-38.0,-170.0,438.0,42.82997,2.518283,-3.425388,0.0010970712,0.9500043,-96.423805,6.32323e-06,0.0008469606,0.0008392909,0.0005075373,-4.2453947e-05,4.186426e-05,0.00027358148
-38.0,-170.0,538.0,42.42052,1.1760389,-2.17221,0.0010903963,0.34530306,-73.950264,1.3886816e-05,0.0008730132,0.0008529587,0.00045531488,-4.970187e-05,0.00010927434,0.00025036302
-38.0,-160.0,278.0,29.111109,-3.1862826,-16.329206,45.884502,6154.4507,-254.18243,0.005554227,21.369804,27.87947,42.538223,3.4051006,-7.291326,-3.107453
-38.0,-160.0,288.0,34.760406,0.6429457,-22.168558,12.441712,4160.3906,-277.6197,0.0029869757,10.125611,5.7260766,9.056899,-2.5740588,1.0623295,-0.69548315
-38.0,-160.0,298.0,32.003193,7.6525435,-21.156864,13.280681,4465.7114,-266.04904,0.0029723323,10.361912,8.974706,7.2515,-4.451717,-0.9055368,-0.9899969
-38.0,-160.0,308.0,36.97562,12.623219,-17.131638,9.465039,4080.9663,-201.76773,0.0022768234,6.429501,8.456147,4.0578184,-1.8724568,-1.6854296,0.20579693
-38.0,-160.0,318.0,40.91116,11.417423,-12.451079,1.8686401,1957.55,-155.52034,0.0009301763,1.2233742,1.9480166,0.5658415,-0.06302129,-0.2528668,0.38682622
-38.0,-160.0,328.0,41.948914,9.203093,-9.755662,0.2524866,772.00305,-137.41072,0.00030261863,0.17191987,0.28463164,0.0484272,-0.0010134948,-0.035273977,0.105034485
-38.0,-160.0,338.0,42.40763,7.602778,-8.247022,0.015821176,109.93097,-129.2371,9.71474e-05,0.01297248,0.031362742,-0.012703099,-0.00042089296,-0.006135329,0.025204305
-38.0,-160.0,348.0,42.634754,6.4768867,-7.235121,0.002165927,34.56312,-124.42023,1.8132772e-05,0.0019410027,0.00408914,-0.0016046367,-0.0001214194,-0.00067839137,0.0034840826
-38.0,-160.0,368.0,42.869682,4.935593,-5.889197,0.0011681392,10.226721,-117.810165,4.3032333e-06,0.00089503883,0.0011206318,0.0003200261,-3.8886228e-05,-6.4331056e-05,0.0005354237
-38.0,-160.0,388.0,42.953697,3.9029727,-5.001257,0.0011214762,4.061025,-112.17223,3.2961186e-06,0.00083039684,0.00091102626,0.0005015277,-3.1169537e-05,-1.141539e-05,0.00027975565
-38.0,-160.0,438.0,42.86621,2.4223013,-3.6374094,0.0010977075,1.0105318,-98.37025,6.1544474e-06,0.0008487118,0.0008651116,0.000481762,-4.498612e-05,4.2774525e-05,0.00025554578
-38.0,-160.0,538.0,42.4361,1.1166455,-2.2694948,0.0010904615,0.35062674,-74.730225,1.3720124e-05,0.0008760489,0.0008468029,0.0004304004,-4.8986778e-05,0.00011159974,0.00023758826
-38.0,-150.0,278.0,18.790281,-2.0364394,-11.573456,68.0858,5766.384,-233.20375,0.008608514,30.455883,44.829205,60.90539,7.7753315,-10.447574,-7.5150123
-38.0,-150.0,288.0,34.14829,2.34781,-19.110712,25.692259,4662.1655,-230.38715,0.0045653717,11.935231,18.095226,21.337181,3.3713613,-3.6708107,-5.0074167
-38.0,-150.0,298.0,39.75125,6.3849545,-20.11233,3.7159386,2290.518,-210.07652,0.0015601268,2.4337928,3.1214254,1.8752697,-0.39875567,-0.26294538,-0.9603443
-38.0,-150.0,308.0,40.699497,8.187533,-16.864767,1.4832605,1375.0602,-179.67146,0.0009870001,1.0633005,1.6520832,0.2511294,-0.2837939,-0.14937061,-0.1530405
-38.0,-150.0,318.0,41.56033,8.101151,-13.388308,0.17079107,534.94214,-155.82101,0.00027573536,0.12625079,0.26550218,-0.050176464,-0.03622624,-0.0375635,0.030559085
-38.0,-150.0,328.0,42.141613,7.3171034,-10.944007,0.013368905,128.64487,-142.36473,7.866853e-05,0.011710085,0.037487637,-0.022450723,-0.0045367437,-0.0069411844,0.013832773
-38.0,-150.0,338.0,42.499973,6.4263487,-9.280983,0.002106323,46.939835,-134.58093,2.0604057e-05,0.0020991575,0.006477366,-0.004364609,-0.0006976121,-0.0011579456,0.0034052762
-38.0,-150.0,348.0,42.7151,5.6612544,-8.0781145,0.0013959262,26.798147,-129.36855,1.1386959e-05,0.0013074712,0.0029249764,-0.0013261237,-0.0002865817,-0.00039073866,0.0015431385
-38.0,-150.0,368.0,42.93729,4.4800386,-6.4463263,0.0011730465,10.664918,-121.840065,4.7320145e-06,0.0009222412,0.0012456037,0.00017804769,-7.503461e-05,-6.534978e-05,0.0004742048
-38.0,-150.0,388.0,43.010513,3.6227803,-5.396322,0.0011257661,4.38265,-115.43546,3.3765316e-06,0.0008403121,0.00095525506,0.00045595874,-4.0409075e-05,-8.487798e-06,0.00024765785
-38.0,-150.0,438.0,42.904404,2.3024564,-3.8382597,0.0010983456,1.0642529,-100.38515,6.074323e-06,0.0008514228,0.00088918896,0.0004560779,-4.5521618e-05,4.5343317e-05,0.00023337836
-38.0,-150.0,538.0,42.45658,1.087723,-2.3312676,0.0010905974,0.35948706,-75.75109,1.37463885e-05,0.0008780049,0.00085152674,0.00041943963,-4.945803e-05,0.000115576986,0.00019761299
-38.0,-140.0,278.0,10.102826,-1.8406477,-6.9497113,68.66425,4097.562,-225.47737,0.014027649,30.405807,45.16664,61.778694,8.232982,-10.197234,-7.386682
-38.0,-140.0,288.0,22.569597,0.47498682,-12.775845,62.182713,4828.75,-221.77295,0.009908409,28.017021,44.920418,51.410107,9.056756,-9.880871,-8.426588
-38.0,-140.0,298.0,34.49137,3.4566658,-16.16797,23.913683,4107.885,-205.72174,0.0054536117,10.721994,19.391455,17.710855,4.006954,-4.6598797,-3.9459398
-38.0,-140.0,308.0,41.258423,5.475518,-15.948628,1.335221,1372.0698,-183.34938,0.0007716755,0.7683811,1.2830638,0.6189762,0.05298229,-0.22231315,-0.1663544
-38.0,-140.0,318.0,42.238598,5.7258744,-13.661335,0.06295671,309.78326,-163.99353,0.00018494648,0.05163991,0.11950572,-0.045217004,-0.019076057,-0.013769207,-3.1621097e-05
-38.0,-140.0,328.0,42.527534,5.581823,-11.513426,0.005435416,104.752754,-150.74525,4.5682318e-05,0.0059164483,0.018594537,-0.013636103,-0.0035464272,-0.0024586103,0.0028563829
-38.0,-140.0,338.0,42.738525,5.194865,-9.879271,0.001628493,43.49729,-141.99605,1.9781653e-05,0.0019200826,0.0058585284,-0.004522795,-0.0009913025,-0.0007678521,0.0016746332
-38.0,-140.0,348.0,42.87867,4.7610755,-8.634367,0.0013503046,26.625055,-135.70737,1.21573175e-05,0.001367549,0.0030967493,-0.00165257,-0.000431272,-0.00029708212,0.001020069
-38.0,-140.0,368.0,43.029373,3.9616249,-6.8861837,0.0011783738,11.087548,-126.47629,5.256856e-06,0.00095419283,0.0013486431,5.362305e-05,-0.00010830613,-5.269915e-05,0.0003917527
-38.0,-140.0,388.0,43.07478,3.298383,-5.7335668,0.0011300162,4.690085,-118.98476,3.5183432e-06,0.00085192954,0.0009930602,0.0004150432,-4.966737e-05,-2.3318512e-06,0.00021079041
-38.0,-140.0,438.0,42.941513,2.164315,-4.0232396,0.0010990277,1.1206317,-102.43222,6.0433563e-06,0.0008548817,0.0009092978,0.00043385604,-4.648354e-05,4.9277063e-05,0.0002097272
-38.0,-140.0,538.0,42.473305,1.0419515,-2.369294,0.0010906301,0.36055067,-76.45194,1.3741708e-05,0.0008822627,0.00087480363,0.00039990785,-4.800148e-05,0.000119762684,0.00019159418
-38.0,-130.0,278.0,4.818395,-1.5776346,-3.815334,62.5777,2936.5498,-223.58508,0.020416094,28.048069,40.55324,56.57913,7.556892,-9.134557,-5.6675096
-38.0,-130.0,288.0,13.626193,-0.86843896,-8.018817,73.16303,4036.735,-222.5341,0.014840558,32.785553,51.54879,61.976467,9.325585,-12.557285,-7.833159
-38.0,-130.0,298.0,25.668676,0.84973043,-11.944255,57.125965,4337.1206,-212.25839,0.012134483,25.69532,43.034386,45.51907,8.216575,-12.4882,-6.9847245
-38.0,-130.0,308.0,37.424465,2.8911364,-14.035731,14.518897,3541.5037,-194.59738,0.0037660608,7.179191,11.531797,10.3237095,1.6622729,-3.3139217,-1.6149976
-38.0,-130.0,318.0,42.507416,3.8769388,-13.417847,0.4064135,704.1429,-175.66345,0.0005074299,0.26886094,0.43654427,0.1074346,-0.020270914,-0.06893191,-0.03890358
-38.0,-130.0,328.0,42.937305,4.0562577,-11.676535,0.026815994,245.39363,-160.93378,0.00010198796,0.023476977,0.046536036,-0.016373698,-0.008068009,-0.0033392971,-0.0009508101
-38.0,-130.0,338.0,43.010567,4.0376678,-10.160889,0.0031641987,51.904705,-150.53273,3.1703974e-05,0.00367525,0.009076804,-0.0064260783,-0.0017876134,-0.0005984843,0.00084894226
-38.0,-130.0,348.0,43.068398,3.875164,-8.960756,0.0014404476,27.539669,-142.83142,1.4209564e-05,0.0015669037,0.003403537,-0.0019756118,-0.0005758336,-0.0001891952,0.00058787584
-38.0,-130.0,368.0,43.139835,3.4171352,-7.203985,0.0011840538,11.557183,-131.54227,5.9206873e-06,0.0009931236,0.0014334251,-5.877402e-05,-0.00014461932,-2.8908928e-05,0.00029179815
-38.0,-130.0,388.0,43.14881,2.9460142,-6.002807,0.001133786,4.9605775,-122.7501,3.715644e-06,0.00086518715,0.0010225622,0.00037978037,-6.0537157e-05,7.227925e-06,0.00016868018
