# Residuals            
# Time                 	Ux                     	Uy                     	p                      	k                      	omega                  
0                      	N/A	N/A	N/A	N/A
63                     	1.759580767806897e-02	2.438621006239398e-02	1.790087860970553e-01	2.302038408773597e-02	1.141880448519669e-03
64                     	1.738184177569070e-02	2.409527701931479e-02	1.815109709529853e-01	2.278077792019420e-02	1.119509245150031e-03
65                     	1.716940131433380e-02	2.382792911130012e-02	1.655972277207253e-01	2.265930870543970e-02	1.083761072551727e-03
66                     	1.689718182520292e-02	2.353597743914628e-02	1.576978056029380e-01	2.266966358956989e-02	1.049449166796741e-03
67                     	1.661820155222319e-02	2.315981739204666e-02	1.554787177440151e-01	2.260413210080698e-02	1.047765202018102e-03
68                     	1.635064399032403e-02	2.289021985237219e-02	1.540792152833125e-01	2.244974291342997e-02	1.032266032811397e-03
69                     	1.609926635589047e-02	2.275213449927968e-02	1.563199470538863e-01	2.219617450535336e-02	1.014761722186484e-03
70                     	1.585143284062939e-02	2.255259740237589e-02	1.563695415725793e-01	2.202101918902437e-02	9.998016392977315e-04
71                     	1.561296450701971e-02	2.234989043955137e-02	1.557215361264030e-01	2.190816900770072e-02	9.825311229899236e-04
72                     	1.536675142687447e-02	2.211667521255190e-02	1.523817211511640e-01	2.180832103104132e-02	9.631243345471954e-04
73                     	1.511302035515219e-02	2.193974385154110e-02	1.545515320308046e-01	2.171595845885366e-02	9.351622614752564e-04
74                     	1.485882029036975e-02	2.179634360074151e-02	1.574613818779733e-01	2.159519974035959e-02	9.130116587315307e-04
75                     	1.463463420972003e-02	2.162061755498064e-02	1.550933310913396e-01	2.137566919844654e-02	8.985715027225420e-04
76                     	1.443792400356142e-02	2.142821865893947e-02	1.509756066731773e-01	2.115664921478230e-02	8.825148303991684e-04
77                     	1.424943951854826e-02	2.118106757370446e-02	1.479255229441928e-01	2.094362525081115e-02	8.693600196131209e-04
78                     	1.406926761753239e-02	2.091571563067309e-02	1.479367320383292e-01	2.072094677943493e-02	8.609244048337594e-04
79                     	1.386281759720435e-02	2.065926228816207e-02	1.452545988049319e-01	2.047994528852473e-02	8.465706625284545e-04
80                     	1.361700066216118e-02	2.039191339227559e-02	1.415158583506387e-01	2.025456399985405e-02	8.118846663386372e-04
81                     	1.338117839742451e-02	2.009104340296795e-02	1.423333521305733e-01	2.007607013120977e-02	7.877379158787923e-04
82                     	1.318489195364585e-02	1.978935027223111e-02	1.475877915785606e-01	1.983829346994468e-02	7.826461346374312e-04
83                     	1.309291202067000e-02	1.951965965452047e-02	1.536880559615995e-01	1.957273609259620e-02	7.715166041720047e-04
84                     	1.303880423234707e-02	1.923918080850763e-02	1.539858602514846e-01	1.928600157220051e-02	7.474328854835773e-04
85                     	1.297640030033902e-02	1.901516065554638e-02	1.473330355669949e-01	1.899979922613729e-02	7.307661145624679e-04
86                     	1.287888741493784e-02	1.878867177220988e-02	1.452015721797351e-01	1.874185264362916e-02	7.116761022513678e-04
87                     	1.276736164949970e-02	1.852638497997486e-02	1.446539504465000e-01	1.844063184882941e-02	7.067316626302944e-04
88                     	1.266237501708703e-02	1.823167762034518e-02	1.446450003099063e-01	1.809872552553652e-02	6.843830551696048e-04
89                     	1.259390343867951e-02	1.792943600454913e-02	1.391968199000149e-01	1.788460802299497e-02	6.675641539984090e-04
90                     	1.250739968649210e-02	1.766191733413908e-02	1.368114837953554e-01	1.771433656115975e-02	6.531693208805615e-04
91                     	1.241818394509067e-02	1.741485396310470e-02	1.367990925225000e-01	1.752013156463136e-02	6.497823843625856e-04
92                     	1.233325658767270e-02	1.716613086622068e-02	1.401092333018653e-01	1.732268545983784e-02	6.337220393965304e-04
93                     	1.226596990521273e-02	1.689446109688583e-02	1.409456823561091e-01	1.719108178357415e-02	6.179116427583312e-04
94                     	1.219892429916151e-02	1.663304937650544e-02	1.346306105474392e-01	1.711646559654509e-02	6.029817276736301e-04
95                     	1.210502577105366e-02	1.638492546846439e-02	1.303718584482696e-01	1.704082751283009e-02	5.974467767764981e-04
96                     	1.198568061816260e-02	1.613185408747001e-02	1.292943424674865e-01	1.699082062380526e-02	5.816685164845100e-04
97                     	1.187408431767377e-02	1.587263822038070e-02	1.300329469860615e-01	1.693511783164097e-02	5.702949920684352e-04
98                     	1.179339163163367e-02	1.562634987686010e-02	1.293120811689012e-01	1.684004640042186e-02	5.566222749273477e-04
99                     	1.171092090468014e-02	1.540118004418571e-02	1.268054648004632e-01	1.674952023778321e-02	5.410741036399527e-04
100                    	1.159233667607846e-02	1.520994146000806e-02	1.244158982849825e-01	1.669768629507021e-02	5.252602703734032e-04
101                    	1.145296712657338e-02	1.506171299072456e-02	1.221152264983079e-01	1.662889458094035e-02	5.140777298051899e-04
102                    	1.131598247559547e-02	1.491259664079949e-02	1.214688913882104e-01	1.651540461624692e-02	5.157042061123215e-04
103                    	1.120460283197378e-02	1.473368429577770e-02	1.218312081361910e-01	1.636970755814070e-02	5.093889413179752e-04
104                    	1.109171600114523e-02	1.452756297591839e-02	1.215196226198632e-01	1.619800650128071e-02	4.951546507467400e-04
105                    	1.097059365526769e-02	1.436965615067490e-02	1.201971247689347e-01	1.605071541392304e-02	4.820282730053367e-04
106                    	1.082656955946159e-02	1.424301675960883e-02	1.174233550824145e-01	1.590371670322718e-02	4.746341183704123e-04
107                    	1.066658769284240e-02	1.414498585825370e-02	1.151437757689859e-01	1.575068457182837e-02	4.670801822200753e-04
108                    	1.052757474481166e-02	1.402824144286141e-02	1.146641322013786e-01	1.563376610186426e-02	4.602022830795373e-04
109                    	1.040920017931664e-02	1.390923416559540e-02	1.134001246401453e-01	1.544888188990183e-02	4.570218014657259e-04
110                    	1.029827264880605e-02	1.379199123329763e-02	1.134317566299888e-01	1.526146217280487e-02	4.509663463332798e-04
111                    	1.016945409277078e-02	1.368742440766883e-02	1.138269927700957e-01	1.506489576746299e-02	4.456658278675258e-04
112                    	1.003920012725621e-02	1.359254010864081e-02	1.133763971706098e-01	1.489197271467294e-02	4.379766584669233e-04
113                    	9.923723162507012e-03	1.352563963176106e-02	1.126043140758889e-01	1.472828421378297e-02	4.317465821645851e-04
114                    	9.817397462544506e-03	1.346832914024555e-02	1.110276746963588e-01	1.453876498098922e-02	4.241471727323256e-04
115                    	9.707288364600322e-03	1.340297391805957e-02	1.086647699263997e-01	1.433481466918072e-02	4.210776390848539e-04
116                    	9.588360130787302e-03	1.332870529629250e-02	1.093315113762100e-01	1.413513451436826e-02	4.124264543037755e-04
117                    	9.468063202611506e-03	1.326556671008231e-02	1.105336571391006e-01	1.397230660566070e-02	4.079335314232789e-04
118                    	9.353708877263387e-03	1.321128862966037e-02	1.117079078564860e-01	1.380968896127021e-02	4.011406056749414e-04
119                    	9.249577892750296e-03	1.315357395191329e-02	1.109902591297427e-01	1.361875370937640e-02	3.943994833106670e-04
120                    	9.157297068165673e-03	1.311246883086055e-02	1.087943452753502e-01	1.340006350710996e-02	3.890563795204262e-04
121                    	9.065053128971951e-03	1.309351058815545e-02	1.065330597136223e-01	1.321955849452757e-02	3.815116953406903e-04
122                    	8.960478045697178e-03	1.309282855443652e-02	1.061756829573921e-01	1.303172969783833e-02	3.744537158330298e-04
123                    	8.855260449840346e-03	1.306043667775970e-02	1.070714440815667e-01	1.284874224798089e-02	3.695250785814551e-04
124                    	8.755544568462878e-03	1.302037790475986e-02	1.077821938362488e-01	1.268357624091315e-02	3.624847439071662e-04
125                    	8.670767684267659e-03	1.298927888040317e-02	1.068006014913958e-01	1.251630389037077e-02	3.555850740157137e-04
126                    	8.590161845651935e-03	1.297837370700205e-02	1.045816406712983e-01	1.236372489561679e-02	3.492000703129633e-04
127                    	8.504020525091098e-03	1.295749789397826e-02	1.027591487368935e-01	1.218871473226798e-02	3.424884889391184e-04
128                    	8.405868035035317e-03	1.294479593868445e-02	1.013294151091212e-01	1.198379614140704e-02	3.354208642384290e-04
129                    	8.315017720440351e-03	1.292026300365383e-02	1.003703110725196e-01	1.180849267070772e-02	3.289162486147484e-04
130                    	8.231952844030463e-03	1.288722245601787e-02	9.908198792516337e-02	1.165124732667234e-02	3.234275276323838e-04
131                    	8.153816597177720e-03	1.286018019780453e-02	9.724649347533591e-02	1.151570077072860e-02	3.192597491238643e-04
132                    	8.073483298853780e-03	1.283696673484138e-02	9.671506405414426e-02	1.136688325450369e-02	3.156398726957277e-04
133                    	7.999100062924869e-03	1.279967207420966e-02	9.569745679667389e-02	1.121178136323995e-02	3.111366593328864e-04
134                    	7.917407528715959e-03	1.274444845990391e-02	9.364955079103580e-02	1.110174221755765e-02	3.066916715674877e-04
135                    	7.836866735424318e-03	1.270561920416300e-02	9.116912839737749e-02	1.099571535523294e-02	3.031338412285844e-04
136                    	7.761074662811473e-03	1.268967456592474e-02	8.975126509753341e-02	1.092735797505991e-02	3.002455311020918e-04
137                    	7.689209216265213e-03	1.264945737290737e-02	8.902509420114854e-02	1.081086147628805e-02	2.974071621938275e-04
138                    	7.617631160946336e-03	1.258745602144773e-02	8.714359124259591e-02	1.072639735135815e-02	2.946419716711398e-04
139                    	7.549497606302491e-03	1.252644506850983e-02	8.594672690578506e-02	1.060794326187856e-02	2.917380064621493e-04
140                    	7.480058900323383e-03	1.247926984573163e-02	8.499113989894171e-02	1.050466828408940e-02	2.884443687487815e-04
141                    	7.411233691191716e-03	1.241679805483225e-02	8.316526078707842e-02	1.039666655240507e-02	2.852034216621386e-04
142                    	7.344633762369143e-03	1.233755762307522e-02	8.129149025079520e-02	1.031186921842414e-02	2.819399806254311e-04
143                    	7.278048635121170e-03	1.225544216147532e-02	7.956906886562165e-02	1.020335301765763e-02	2.787752133921066e-04
144                    	7.215595105509406e-03	1.219638078355035e-02	7.811776319576684e-02	1.008515683406563e-02	2.760302074820839e-04
145                    	7.152854359399951e-03	1.211869988573726e-02	7.725987070073993e-02	9.975771846626676e-03	2.734531983575464e-04
146                    	7.087305757740524e-03	1.202233328061786e-02	7.655158616623461e-02	9.880293449738098e-03	2.710027863515140e-04
147                    	7.021094811212257e-03	1.192167026315502e-02	7.549038165652960e-02	9.763280919503028e-03	2.691214195433242e-04
148                    	6.959984722634204e-03	1.181734636221075e-02	7.548274229442477e-02	9.673528387704619e-03	2.619204127328012e-04
149                    	6.900685301779631e-03	1.170761321820370e-02	7.561672631430952e-02	9.555978395605859e-03	2.600762300623544e-04
150                    	6.837099334547232e-03	1.158851836886881e-02	7.672996903999406e-02	9.445713006071109e-03	2.551718552293303e-04
151                    	6.771356371885614e-03	1.146804277368473e-02	7.681810107504118e-02	9.374669511558310e-03	2.507876443914470e-04
152                    	6.709397969252224e-03	1.133086153038186e-02	7.629101496031443e-02	9.311890060719414e-03	2.464824578435923e-04
153                    	6.645118149636428e-03	1.119156754363034e-02	7.668336943036874e-02	9.235750782579686e-03	2.423002293436267e-04
154                    	6.579669137847170e-03	1.105905910875690e-02	7.732949175099972e-02	9.180704421706818e-03	2.384290637969129e-04
155                    	6.514890124669904e-03	1.091301779942024e-02	7.812100649606020e-02	9.102249832335577e-03	2.342965476471636e-04
156                    	6.448277045468929e-03	1.073992846976994e-02	7.795258838209476e-02	9.079046328848418e-03	2.303198435449338e-04
157                    	6.384169584168580e-03	1.057762479811356e-02	7.667320450285396e-02	9.030227729188814e-03	2.260135871439653e-04
158                    	6.316081194253357e-03	1.042103304786924e-02	7.610593891872577e-02	9.020420229364336e-03	2.246804205366677e-04
159                    	6.251772113820184e-03	1.024681672052681e-02	7.589008931109172e-02	8.984437824083143e-03	2.213982640309243e-04
160                    	6.183815072505543e-03	1.006667426200942e-02	7.633342019274138e-02	8.986251981685940e-03	2.191879377600596e-04
161                    	6.119372701297248e-03	9.888496500609903e-03	7.544065251864152e-02	8.993080071916170e-03	2.161213479218447e-04
162                    	6.052558305878942e-03	9.717663366647800e-03	7.392881277090581e-02	9.003481895614365e-03	2.132747978175899e-04
163                    	5.986158922181986e-03	9.543928989731531e-03	7.217661572724351e-02	9.009050637641973e-03	2.094925422440622e-04
164                    	5.921221256685181e-03	9.363469056518772e-03	7.101873962107677e-02	8.993871325769004e-03	2.062571667219020e-04
165                    	5.851518342739527e-03	9.187131147668611e-03	7.013823827763549e-02	8.994327287714292e-03	2.031073708503166e-04
166                    	5.783782720594050e-03	9.014739365785092e-03	6.869722204094725e-02	8.983136981151187e-03	1.999332632326874e-04
167                    	5.716568616576915e-03	8.848048288607557e-03	6.696499939733745e-02	8.961752748121934e-03	1.966559046647773e-04
168                    	5.650749104452475e-03	8.678018109121133e-03	6.510423987404547e-02	8.938677669542696e-03	1.932886711648473e-04
169                    	5.586818832675881e-03	8.509294794777711e-03	6.387472584818288e-02	8.893279628997011e-03	1.901502779248896e-04
170                    	5.520038986261253e-03	8.355364288175909e-03	6.295399924781549e-02	8.858490565517132e-03	1.877931903134877e-04
171                    	5.455289253957538e-03	8.205035884325935e-03	6.185936468817405e-02	8.820658352415306e-03	1.850998181965694e-04
172                    	5.392955082909568e-03	8.058629828440860e-03	6.026881657281935e-02	8.772229433716975e-03	1.825712988791530e-04
173                    	5.333409828019282e-03	7.912435906596606e-03	5.839384581263988e-02	8.717239249814256e-03	1.804780345069742e-04
174                    	5.276688955009546e-03	7.772698594630233e-03	5.641742936129682e-02	8.658894754199354e-03	1.787131145114016e-04
175                    	5.221618189519607e-03	7.640298369069151e-03	5.464857792441386e-02	8.597023277731803e-03	1.771821649451199e-04
176                    	5.170633424494713e-03	7.515192411361252e-03	5.301732741801832e-02	8.524613191462544e-03	1.756689425764825e-04
177                    	5.121188026409029e-03	7.394598431977753e-03	5.152043848534638e-02	8.441651198361462e-03	1.721468217642659e-04
178                    	5.073392755682262e-03	7.275578663071935e-03	5.015197995292715e-02	8.357447861591020e-03	1.693010431795592e-04
179                    	5.029235768250406e-03	7.166626360495816e-03	4.898767063535262e-02	8.273309896717549e-03	1.665089995193103e-04
180                    	4.985676356005577e-03	7.062563256704113e-03	4.786983527462779e-02	8.187465170426291e-03	1.639561388103478e-04
181                    	4.943417530138355e-03	6.960290290321292e-03	4.718632839421030e-02	8.103803925086537e-03	1.617074224131979e-04
182                    	4.902720279015295e-03	6.867029788085589e-03	4.685337862335246e-02	8.007957659715220e-03	1.591992733832158e-04
183                    	4.862191050752118e-03	6.781612824779436e-03	4.675554382706858e-02	7.919615679365716e-03	1.568152572684485e-04
184                    	4.824389380541059e-03	6.705156381827829e-03	4.652684612907812e-02	7.829470596622153e-03	1.544217706550662e-04
185                    	4.787160511252914e-03	6.634076857314870e-03	4.601663265826943e-02	7.737827553025654e-03	1.527331394058510e-04
186                    	4.751694774156614e-03	6.565701020871274e-03	4.533465428039710e-02	7.641817618637876e-03	1.514900248703376e-04
187                    	4.717421642420833e-03	6.501577599843486e-03	4.487053150994232e-02	7.553174563500314e-03	1.505663093065701e-04
188                    	4.684228043370961e-03	6.445827961757653e-03	4.475418441260655e-02	7.461626734852136e-03	1.511878672630199e-04
189                    	4.653800430389995e-03	6.394918975950058e-03	4.472628539415693e-02	7.362560552951100e-03	1.505556047524671e-04
190                    	4.624415560938729e-03	6.351083798232583e-03	4.429338242120832e-02	7.267071427235369e-03	1.497369854139191e-04
191                    	4.595012844510407e-03	6.312539025884127e-03	4.392300706887721e-02	7.167263411942722e-03	1.489855245174480e-04
192                    	4.566120764132028e-03	6.277667483480726e-03	4.345227424041266e-02	7.067807370930983e-03	1.482866699489667e-04
193                    	4.539608187025241e-03	6.248126810222027e-03	4.317901013020564e-02	6.967182485451914e-03	1.475316580284509e-04
194                    	4.516178524204932e-03	6.222766017986529e-03	4.318163704776296e-02	6.872859267966815e-03	1.469238660415599e-04
195                    	4.492953914874428e-03	6.200828966982695e-03	4.305155010368789e-02	6.780538546220120e-03	1.464553317247206e-04
196                    	4.469782220286998e-03	6.184113685143076e-03	4.244764394728628e-02	6.684066791716946e-03	1.458551024330688e-04
197                    	4.445972187963182e-03	6.171921213910313e-03	4.138542472335907e-02	6.592916745410036e-03	1.453578265477278e-04
198                    	4.423773011134537e-03	6.163773062726187e-03	4.041972218834570e-02	6.502575825027171e-03	1.446298188522786e-04
199                    	4.400968863253487e-03	6.159618430829350e-03	4.038608108546559e-02	6.419019693374682e-03	1.436428743428423e-04
200                    	4.380073137337105e-03	6.161580355389959e-03	4.048171013994351e-02	6.339056691962826e-03	1.427694680752463e-04
201                    	4.359690133198780e-03	6.164033263145767e-03	3.999381863301257e-02	6.262440728240846e-03	1.422975244953228e-04
202                    	4.339481903208000e-03	6.171119435696075e-03	3.922591939186825e-02	6.191132025421492e-03	1.416590679648880e-04
203                    	4.319744880272804e-03	6.182430009822199e-03	3.861883651563485e-02	6.133608662352194e-03	1.411689621065993e-04
204                    	4.299865804294035e-03	6.200592776945762e-03	3.826684657705941e-02	6.081525115180268e-03	1.403153595422031e-04
205                    	4.278461592015360e-03	6.223328392202263e-03	3.827137057370496e-02	6.039550401454255e-03	1.394292490740046e-04
206                    	4.258615405396542e-03	6.247148158483868e-03	3.804009449994238e-02	6.001084544835607e-03	1.387966690421075e-04
207                    	4.240522666051199e-03	6.270796065583043e-03	3.757978505356934e-02	5.965888932702254e-03	1.380094272572329e-04
208                    	4.220656447572566e-03	6.295753737181868e-03	3.709307222543991e-02	5.932501229349525e-03	1.372162463707930e-04
209                    	4.201236504187239e-03	6.320945194790169e-03	3.676837710352239e-02	5.897914755103015e-03	1.364636926208940e-04
210                    	4.181086295847268e-03	6.349199708328805e-03	3.660650222444736e-02	5.867267168970552e-03	1.356281141240763e-04
211                    	4.163535035299642e-03	6.380298611974462e-03	3.640034004529931e-02	5.835414525084840e-03	1.347098929587594e-04
212                    	4.145830007043799e-03	6.413629864276215e-03	3.630298882135035e-02	5.802942814406059e-03	1.340918721464888e-04
213                    	4.127758357521812e-03	6.446644775364847e-03	3.624698207707321e-02	5.769984869427910e-03	1.332094436157046e-04
214                    	4.109917483508736e-03	6.479737286781386e-03	3.618370877261509e-02	5.738903209771604e-03	1.323387710650102e-04
215                    	4.091316111805556e-03	6.516238825989432e-03	3.597088824485762e-02	5.708277176131836e-03	1.316000922729384e-04
216                    	4.071282189756118e-03	6.553251453462894e-03	3.572428355114517e-02	5.677062971096364e-03	1.310292667728124e-04
217                    	4.051944484367720e-03	6.590374588955643e-03	3.584727338564774e-02	5.646713261757247e-03	1.304725617566533e-04
218                    	4.035232134713076e-03	6.627571451606231e-03	3.598741565485079e-02	5.623787051750993e-03	1.297298809230771e-04
219                    	4.017673601324538e-03	6.662101703116373e-03	3.595539075434980e-02	5.599967654354647e-03	1.293826298721871e-04
220                    	4.000761508170648e-03	6.693963671152881e-03	3.578005470614502e-02	5.578053486630770e-03	1.292065724131651e-04
221                    	3.980961302728334e-03	6.727055647089137e-03	3.546355603583727e-02	5.556695421627657e-03	1.289749514241645e-04
222                    	3.962134246084994e-03	6.759657475932915e-03	3.512043146509136e-02	5.537142794129358e-03	1.285931105252190e-04
223                    	3.944835620783005e-03	6.790874486945799e-03	3.480230441781624e-02	5.519909236781729e-03	1.281549154199660e-04
224                    	3.926196713043064e-03	6.822126201581286e-03	3.460475888704930e-02	5.506173543419222e-03	1.276767056696532e-04
225                    	3.907829155778897e-03	6.857842987435448e-03	3.484768153303568e-02	5.491386861099467e-03	1.270769304758939e-04
226                    	3.889553074909269e-03	6.891490378201258e-03	3.518008266107024e-02	5.481335575783441e-03	1.266732141813945e-04
227                    	3.872824764309900e-03	6.922215613170672e-03	3.548758325041347e-02	5.476499379929155e-03	1.262050734771847e-04
228                    	3.856674844097285e-03	6.953078484712074e-03	3.561557840582328e-02	5.475786942354697e-03	1.260163945798090e-04
229                    	3.839008688433265e-03	6.979240775528680e-03	3.562329713475205e-02	5.475499595281546e-03	1.255159248965050e-04
230                    	3.822817389859955e-03	6.998444382190816e-03	3.573240588786582e-02	5.475677711091627e-03	1.251211599795777e-04
231                    	3.804196154045203e-03	7.014512999920884e-03	3.602203080865535e-02	5.476478828450644e-03	1.248854223319529e-04
232                    	3.785176793148388e-03	7.033804560604744e-03	3.598490016980870e-02	5.478711302144086e-03	1.246180799063811e-04
233                    	3.767523141993411e-03	7.056728839242957e-03	3.563587661295198e-02	5.483686147323899e-03	1.245642579906292e-04
234                    	3.750269300319528e-03	7.075466430200877e-03	3.569371186349058e-02	5.490461628139464e-03	1.237947099328613e-04
235                    	3.733723333755974e-03	7.091057144570112e-03	3.626038401812320e-02	5.497207111819687e-03	1.232359540799153e-04
